Date,CountryName,RegionName,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
2020-01-01,Afghanistan,,2,2,2,4,2,2,2,1,2,1,1,3
2020-01-01,Albania,,2,2,2,4,1,1,0,2,2,1,2,1
2020-01-01,Algeria,,3,2,2,3,0,2,0,4,2,1,2,3
2020-01-01,Andorra,,2,2,2,4,1,0,0,2,1,2,2,3
2020-01-01,Angola,,3,2,2,3,1,2,2,4,1,2,0,3
2020-01-01,Argentina,,3,3,2,4,2,3,2,4,2,1,2,3
2020-01-01,Aruba,,2,0,2,4,0,0,0,1,2,2,1,2
2020-01-01,Australia,,1,3,2,4,1,2,2,3,2,2,2,2
2020-01-01,Austria,,1,2,2,3,0,0,0,3,2,3,2,2
2020-01-01,Azerbaijan,,3,2,2,4,0,3,2,4,2,2,2,0
2020-01-01,Bahamas,,3,3,2,4,2,2,0,0,2,1,2,1
2020-01-01,Bahrain,,3,2,2,4,0,0,0,3,2,3,2,3
2020-01-01,Bangladesh,,3,3,2,4,2,2,2,2,2,2,1,0
2020-01-01,Barbados,,2,1,1,2,1,1,1,1,2,2,2,2
2020-01-01,Belgium,,1,2,2,4,0,2,0,3,2,2,2,3
2020-01-01,Belize,,3,2,2,4,0,1,2,3,2,2,2,3
2020-01-01,Benin,,2,1,1,3,0,0,1,2,2,2,2,3
2020-01-01,Bermuda,,2,1,1,3,0,2,1,1,2,3,2,1
2020-01-01,Bhutan,,3,2,2,4,1,1,2,4,2,2,2,1
2020-01-01,Bosnia and Herzegovina,,3,2,2,2,0,0,1,0,2,2,0,3
2020-01-01,Botswana,,1,1,2,3,0,1,2,4,2,1,2,3
2020-01-01,Brazil,,3,2,2,3,1,2,2,1,2,2,2,4
2020-01-01,Brunei,,3,0,0,0,0,0,0,3,2,2,1,1
2020-01-01,Bulgaria,,2,1,1,3,0,0,0,3,2,1,2,2
2020-01-01,Burkina Faso,,3,0,2,3,0,2,0,4,2,1,2,3
2020-01-01,Cambodia,,3,2,2,4,0,0,0,2,2,1,1,1
2020-01-01,Cameroon,,3,2,2,3,1,0,1,3,2,0,1,0
2020-01-01,Canada,,3,2,2,4,0,1,2,4,2,2,1,2
2020-01-01,Cape Verde,,3,2,2,4,1,2,2,4,2,3,2,3
2020-01-01,Central African Republic,,3,2,2,3,0,0,2,4,2,1,1,0
2020-01-01,Chad,,3,2,2,3,0,2,2,2,2,1,2,4
2020-01-01,Chile,,3,3,2,4,1,3,2,3,2,3,2,2
2020-01-01,China,,2,2,2,3,2,3,2,3,2,3,2,2
2020-01-01,Colombia,,3,3,2,3,1,2,2,4,2,2,1,0
2020-01-01,Congo,,2,2,2,3,1,2,2,4,2,1,1,3
2020-01-01,Costa Rica,,3,2,2,3,0,1,0,3,2,1,1,2
2020-01-01,Cote d'Ivoire,,2,2,2,3,1,1,2,4,2,2,1,3
2020-01-01,Croatia,,2,1,1,2,1,1,0,4,2,3,2,0
2020-01-01,Cuba,,3,2,2,4,1,0,2,4,2,1,2,3
2020-01-01,Cyprus,,2,2,2,3,1,1,0,3,2,3,2,0
2020-01-01,Czech Republic,,2,2,1,4,0,1,2,3,2,2,2,4
2020-01-01,Democratic Republic of Congo,,1,2,1,0,2,1,2,1,2,1,1,3
2020-01-01,Denmark,,2,2,1,2,1,1,0,3,2,3,1,0
2020-01-01,Dominica,,3,0,1,2,0,0,0,2,2,3,2,0
2020-01-01,Dominican Republic,,3,3,2,4,2,2,2,4,2,2,1,0
2020-01-01,Ecuador,,3,3,2,3,2,2,2,3,2,2,1,3
2020-01-01,Egypt,,3,2,2,1,2,2,2,4,2,1,2,0
2020-01-01,El Salvador,,3,3,2,2,1,3,2,4,2,2,0,3
2020-01-01,Eritrea,,3,0,2,4,2,1,1,3,2,1,1,0
2020-01-01,Estonia,,2,2,1,4,0,0,0,3,2,2,1,2
2020-01-01,Eswatini,,2,2,2,3,1,2,2,4,2,2,1,0
2020-01-01,Ethiopia,,3,2,2,4,2,1,2,3,2,1,1,3
2020-01-01,Faeroe Islands,,3,1,2,2,1,0,0,4,0,3,0,0
2020-01-01,Fiji,,3,3,2,3,2,2,2,4,2,2,2,0
2020-01-01,Finland,,1,2,2,1,0,0,0,3,2,1,1,0
2020-01-01,France,,2,2,2,4,0,2,0,3,2,3,2,4
2020-01-01,Gabon,,3,0,2,3,0,0,0,3,1,2,0,0
2020-01-01,Gambia,,3,0,1,3,0,1,1,3,2,2,1,0
2020-01-01,Georgia,,3,2,2,0,0,1,0,3,2,1,2,0
2020-01-01,Germany,,2,0,1,0,0,1,0,1,2,1,2,0
2020-01-01,Ghana,,3,1,2,3,1,0,0,4,2,3,2,0
2020-01-01,Greece,,3,0,0,3,1,1,1,1,2,2,2,2
2020-01-01,Greenland,,1,0,2,2,0,0,1,2,2,3,2,0
2020-01-01,Guam,,3,3,2,4,0,1,0,3,2,2,1,0
2020-01-01,Guatemala,,3,2,2,4,1,2,2,4,2,2,0,3
2020-01-01,Guinea,,1,1,2,3,0,2,2,3,2,2,1,4
2020-01-01,Guyana,,3,0,1,0,0,0,1,1,2,1,2,0
2020-01-01,Haiti,,3,2,2,4,2,2,2,4,2,1,0,2
2020-01-01,Honduras,,3,3,2,4,2,3,2,4,2,1,1,3
2020-01-01,Hong Kong,,2,2,2,4,1,1,1,3,2,3,2,2
2020-01-01,Hungary,,2,2,2,4,1,2,0,4,2,2,1,2
2020-01-01,Iceland,,2,2,2,3,0,0,0,2,2,3,2,0
2020-01-01,India,,3,1,2,4,2,2,2,3,2,3,2,4
2020-01-01,Indonesia,,3,1,2,0,0,0,0,3,2,1,1,0
2020-01-01,Iran,,3,1,2,0,1,1,2,0,1,0,0,0
2020-01-01,Iraq,,3,2,1,1,2,2,1,1,2,2,1,4
2020-01-01,Ireland,,2,3,2,4,1,2,2,2,2,2,2,2
2020-01-01,Israel,,2,2,2,2,1,2,2,4,2,2,1,3
2020-01-01,Italy,,3,2,2,0,0,1,0,0,2,2,2,4
2020-01-01,Jamaica,,3,0,2,3,1,2,2,2,2,1,1,3
2020-01-01,Japan,,1,1,1,0,0,1,1,3,2,3,2,1
2020-01-01,Jordan,,3,2,2,3,1,2,2,1,2,2,2,3
2020-01-01,Kazakhstan,,3,0,2,1,0,0,2,4,2,1,0,1
2020-01-01,Kenya,,3,2,2,3,1,2,1,2,2,3,1,4
2020-01-01,Kosovo,,3,2,2,3,2,2,2,4,2,1,1,0
2020-01-01,Kuwait,,3,2,2,4,2,0,0,4,2,2,2,0
2020-01-01,Kyrgyz Republic,,2,2,2,4,0,1,1,2,2,2,2,3
2020-01-01,Laos,,3,1,1,0,0,0,0,2,0,1,0,4
2020-01-01,Latvia,,2,3,2,4,0,0,0,3,2,2,1,3
2020-01-01,Lebanon,,2,3,2,0,0,0,0,2,2,2,1,3
2020-01-01,Lesotho,,3,2,2,4,0,2,0,4,2,1,1,4
2020-01-01,Liberia,,3,2,1,3,1,1,1,1,2,1,1,3
2020-01-01,Libya,,3,2,2,4,2,1,2,3,2,1,0,3
2020-01-01,Lithuania,,2,2,2,4,0,1,1,2,1,2,2,3
2020-01-01,Luxembourg,,1,1,1,3,0,1,0,3,2,3,2,2
2020-01-01,Macao,,3,0,2,0,0,0,0,4,2,1,2,2
2020-01-01,Madagascar,,3,2,2,3,2,0,2,4,2,0,0,0
2020-01-01,Malawi,,3,2,2,4,0,1,0,2,2,1,2,3
2020-01-01,Malaysia,,3,2,2,2,0,0,0,3,2,3,2,2
2020-01-01,Mali,,3,3,2,3,0,1,0,1,2,3,2,3
2020-01-01,Mauritania,,3,1,2,3,0,2,0,2,2,1,2,3
2020-01-01,Mauritius,,3,3,2,0,1,0,0,4,0,1,1,0
2020-01-01,Moldova,,1,2,2,4,0,1,1,3,2,2,2,3
2020-01-01,Monaco,,3,2,2,4,1,1,1,3,2,1,1,3
2020-01-01,Mongolia,,3,2,2,0,2,0,2,3,2,0,0,2
2020-01-01,Morocco,,3,1,2,3,0,2,2,3,2,3,1,4
2020-01-01,Mozambique,,3,0,2,3,1,1,0,4,2,1,2,3
2020-01-01,Myanmar,,3,2,2,3,1,2,2,3,2,2,1,4
2020-01-01,Namibia,,2,2,1,2,0,1,2,1,2,1,2,3
2020-01-01,Nepal,,3,2,2,3,1,2,2,2,2,2,2,4
2020-01-01,Netherlands,,1,3,2,4,0,1,1,3,2,2,2,2
2020-01-01,New Zealand,,1,0,1,3,0,0,0,4,2,2,2,0
2020-01-01,Niger,,3,0,2,3,0,0,0,4,2,1,1,0
2020-01-01,Nigeria,,3,1,2,4,0,1,0,4,2,1,2,0
