"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/10/19","SB",669821,3,0,3,0,3,0,3,NA,4.47880851749945e-06,4.47880851749945e-06,4.47880851749945e-06,NA
"2020/10/26","SB",669821,1,0,4,0,4,0,4,NA,5.97174468999927e-06,1.49293617249982e-06,5.97174468999927e-06,NA
"2020/11/02","SB",669821,4,0,8,0,8,0,8,NA,1.19434893799985e-05,5.97174468999927e-06,1.19434893799985e-05,NA
"2020/11/09","SB",669821,5,0,13,0,13,0,13,NA,1.94081702424976e-05,7.46468086249909e-06,1.94081702424976e-05,NA
"2020/11/16","SB",669821,3,0,16,0,16,0,16,NA,2.38869787599971e-05,4.47880851749945e-06,2.38869787599971e-05,NA
"2020/11/23","SB",669821,0,0,16,0,16,0,16,NA,2.38869787599971e-05,0,2.38869787599971e-05,NA
"2020/11/30","SB",669821,1,0,17,0,17,0,17,NA,2.53799149324969e-05,1.49293617249982e-06,2.53799149324969e-05,NA
"2020/12/07","SB",669821,0,0,14,0,17,0,17,NA,2.53799149324969e-05,0,2.53799149324969e-05,NA
"2020/12/14","SB",669821,0,0,13,0,17,0,17,NA,2.53799149324969e-05,0,2.53799149324969e-05,NA
"2020/12/21","SB",669821,0,0,9,0,17,0,17,NA,2.53799149324969e-05,0,2.53799149324969e-05,NA
"2020/12/28","SB",669821,0,0,4,0,17,0,17,NA,2.53799149324969e-05,0,2.53799149324969e-05,NA
"2021/01/04","SB",669821,0,0,1,0,17,0,17,NA,2.53799149324969e-05,0,2.53799149324969e-05,NA
"2021/01/11","SB",669821,0,0,1,0,17,0,14,NA,2.53799149324969e-05,0,2.09011064149974e-05,NA
