"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","",2020-12-13,3,3,2,4,2,3,2,4,2,3,2,4,1.06135182712655,0.00834835182187492,2.49246879853002
"Afghanistan","",2020-12-13,3,3,2,4,2,3,2,4,2,3,2,4,1.06135182712655,0.00834835182187492,2.49246879853002
"Afghanistan","",2020-12-13,3,3,2,4,2,2,2,4,2,3,2,4,1.06152680485769,0.00837444724728442,2.49882056302256
"Afghanistan","",2020-12-13,3,3,2,4,2,3,2,4,2,3,1,4,1.06152680503908,0.00837444521302112,2.49882057212366
"Afghanistan","",2020-12-13,3,3,1,4,2,3,2,4,2,3,2,4,1.06152680530956,0.00837448951075039,2.49882169698883
"Afghanistan","",2020-12-13,3,3,2,3,2,3,2,4,2,3,2,4,1.06157179534198,0.0083811379362726,2.50045636368105
"Afghanistan","",2020-12-13,3,3,2,4,2,3,2,3,2,3,2,4,1.06158077800858,0.00838247753382314,2.50078289323111
"Afghanistan","",2020-12-13,3,3,2,4,2,3,2,4,1,3,2,4,1.06163532587169,0.00839063262721219,2.50276808747835
"Afghanistan","",2020-12-13,3,3,2,4,2,3,1,4,2,3,2,4,1.06167951899622,0.00839717106481508,2.50437647702592
"Afghanistan","",2020-12-13,3,3,2,4,2,3,2,4,2,2,2,4,1.06171027504661,0.00840182292125617,2.50549802107699
"Afghanistan","",2020-12-13,3,3,0,4,2,3,2,4,2,3,2,4,1.06171527460658,0.00840262859726968,2.50568236974945
"Afghanistan","",2020-12-13,3,3,2,4,2,3,2,4,2,3,0,4,1.06171543224537,0.00840256015396539,2.50568568059608
"Afghanistan","",2020-12-13,3,3,2,4,2,1,2,4,2,3,2,4,1.06171932698578,0.00840312424017672,2.50582711182189
"Afghanistan","",2020-12-13,3,3,2,4,1,3,2,4,2,3,2,4,1.061732165471,0.00840503389918256,2.50629466240225
"Afghanistan","",2020-12-13,3,3,2,2,2,3,2,4,2,3,2,4,1.06180275374316,0.00841560725765681,2.50886979569186
"Afghanistan","",2020-12-13,3,3,2,4,2,3,2,2,2,3,2,4,1.0618271980742,0.00841918011757365,2.50976028917127
"Afghanistan","",2020-12-13,3,3,2,4,2,0,2,4,2,3,2,4,1.06193107579303,0.00843471682669825,2.51355541844555
"Afghanistan","",2020-12-13,3,3,2,4,2,3,2,4,0,3,2,4,1.0619463546711,0.00843703854589942,2.51411425283576
"Afghanistan","",2020-12-13,3,3,2,4,2,3,0,4,2,3,2,4,1.06201646172003,0.00844738671280418,2.51667582273953
"Afghanistan","",2020-12-13,3,3,2,1,2,3,2,4,2,3,2,4,1.06204782126177,0.00845216530091959,2.51782538847344
"Afghanistan","",2020-12-13,3,3,2,4,2,3,2,1,2,3,2,4,1.06209424935093,0.0084589237777591,2.51952185713029
"Afghanistan","",2020-12-13,3,3,2,4,2,3,2,4,2,1,2,4,1.06210865415656,0.00846127430268074,2.52005459169174
"Afghanistan","",2020-12-13,3,3,2,4,0,3,2,4,2,3,2,4,1.06214160045411,0.00846607705075302,2.52125898680399
"Afghanistan","",2020-12-13,3,3,2,0,2,3,2,4,2,3,2,4,1.06230706609502,0.00849084106314934,2.52733251213559
"Afghanistan","",2020-12-13,3,3,2,4,2,3,2,0,2,3,2,4,1.06238560474272,0.00850249710507587,2.53021720286242
"Afghanistan","",2020-12-13,3,3,2,4,2,3,2,4,2,0,2,4,1.06255392216218,0.00852783977485865,2.53641948619068
"Afghanistan","",2020-12-13,2,3,2,4,2,3,2,4,2,3,2,4,1.06298435475454,0.00859187552408153,2.55232490134563
"Afghanistan","",2020-12-13,3,3,2,4,2,2,2,3,2,1,1,3,1.06302169496935,0.00859775067164731,2.55371720739804
"Afghanistan","",2020-12-13,3,3,2,4,2,2,2,3,2,1,1,1,1.06348678346161,0.00866738460492455,2.57102733974029
"Afghanistan","",2020-12-13,3,3,2,4,2,2,2,1,2,1,1,3,1.06369068341609,0.00869786883952753,2.57864938884656
"Afghanistan","",2020-12-13,3,3,2,4,2,2,2,3,2,1,1,0,1.06374246672633,0.0087057147151991,2.58059130598544
"Afghanistan","",2020-12-13,3,2,2,4,2,3,2,4,2,3,2,4,1.06410918099387,0.00876028958981958,2.59435517426142
"Afghanistan","",2020-12-13,3,3,2,4,2,2,1,3,2,1,1,0,1.06414303295995,0.00876577700822608,2.59564105345608
"Afghanistan","",2020-12-13,1,3,2,4,2,3,2,4,2,3,2,4,1.06466541510419,0.00884354242157816,2.61537552556934
"Afghanistan","",2020-12-13,3,3,2,0,2,2,1,3,2,1,1,0,1.06555153732442,0.00897759773252876,2.64922615142989
"Afghanistan","",2020-12-13,0,3,2,4,2,3,2,4,2,3,2,4,1.06640367644379,0.00910491569503494,2.68211846978163
"Afghanistan","",2020-12-13,3,2,2,4,2,2,2,1,2,1,1,3,1.06663656006792,0.00914053826532936,2.69119638076766
