"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","",2020-11-01,3,3,2,4,2,3,2,4,2,3,2,4,1.06765420849029,0.00586978852486526,2.64828047228197
"Afghanistan","",2020-11-01,3,3,2,4,2,3,2,4,2,3,2,4,1.06765420849029,0.00586978852486526,2.64828047228197
"Afghanistan","",2020-11-01,3,3,1,4,2,3,2,4,2,3,2,4,1.06783187247899,0.00589589215091692,2.65510246680328
"Afghanistan","",2020-11-01,3,3,2,4,2,3,2,4,2,3,1,4,1.06783192685455,0.00589592858877563,2.65510540522581
"Afghanistan","",2020-11-01,3,3,2,4,2,2,2,4,2,3,2,4,1.06783194161141,0.00589591088075846,2.65510539852581
"Afghanistan","",2020-11-01,3,3,2,3,2,3,2,4,2,3,2,4,1.06787756977939,0.00590250838099129,2.65685684628206
"Afghanistan","",2020-11-01,3,3,2,4,2,3,2,3,2,3,2,4,1.06788668435183,0.00590387671030999,2.65720861451641
"Afghanistan","",2020-11-01,3,3,2,4,2,3,2,4,1,3,2,4,1.06794196245303,0.00591200805832979,2.65933607880273
"Afghanistan","",2020-11-01,3,3,2,4,2,3,1,4,2,3,2,4,1.0679868772475,0.00591858789857467,2.66106535434096
"Afghanistan","",2020-11-01,3,3,2,4,2,3,2,4,2,2,2,4,1.0680180508399,0.00592324610812506,2.66226863753887
"Afghanistan","",2020-11-01,3,3,0,4,2,3,2,4,2,3,2,4,1.0680232128939,0.00592400194059183,2.66246772389314
"Afghanistan","",2020-11-01,3,3,2,4,2,3,2,4,2,3,0,4,1.06802338075809,0.00592398634587089,2.66247300554164
"Afghanistan","",2020-11-01,3,3,2,4,2,1,2,4,2,3,2,4,1.06802727422306,0.00592459728307529,2.66262401171772
"Afghanistan","",2020-11-01,3,3,2,4,1,3,2,4,2,3,2,4,1.0680403515985,0.00592640353059854,2.66312514927579
"Afghanistan","",2020-11-01,3,3,2,2,2,3,2,4,2,3,2,4,1.06811200608438,0.00593692803687741,2.66588882166577
"Afghanistan","",2020-11-01,3,3,2,4,2,3,2,2,2,3,2,4,1.06813685793887,0.00594048691960826,2.66684536041869
"Afghanistan","",2020-11-01,3,3,2,4,2,0,2,4,2,3,2,4,1.06824224180293,0.0059560628344588,2.67091826412777
"Afghanistan","",2020-11-01,3,3,2,4,2,3,2,4,0,3,2,4,1.06825781113301,0.00595837497474332,2.67152146445153
"Afghanistan","",2020-11-01,3,3,2,4,2,3,0,4,2,3,2,4,1.06832888521669,0.00596873490060083,2.67426830025707
"Afghanistan","",2020-11-01,3,3,2,1,2,3,2,4,2,3,2,4,1.06836074710782,0.0059734732878921,2.67550288647782
