"countryname.x","countrycode.x","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","countrycode2","population.x","cases.x","deaths.x","cases_prev_week","deaths_prev_week.x","cases_infected.x","cum_deaths.x","cases_contagious.x","cases_active.x","p_cases_infected.x","p_cases","p_cases_contagious.x","p_cases_active.x","countrycode.y","population.y","cases.y","deaths.y","cum_cases","cum_deaths.y","deaths_prev_week.y","cases_infected.y","cases_infected_low","cases_infected_high","cases_daily","cases_contagious.y","cases_active.y","p_cases_infected.y","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious.y","p_cases_active.y","year_week","countrycode","countryname.y","hosp_occupancy","hosp_weekly_admission","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population.x.x","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_nottooworried","pct_worried_ill_covid19_notworried","pct_enough_toeat_very_worried","pct_enough_toeat_somewhat_worried","pct_enough_toeat_nottoo_worried","pct_enough_toeat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_nottoo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_nottooworried_past_smooth","pct_worried_ill_covid19_notworried_past_smooth","pct_enough_toeat_very_worried_past_smooth","pct_enough_toeat_somewhat_worried_past_smooth","pct_enough_toeat_nottoo_worried_past_smooth","pct_enough_toeat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_nottoo_worried_past_smooth","pct_finances_not_worried_past_smooth","population.y.y"
"Croatia","HRV",NA,NA,"NAT_TOTAL",2020-04-26,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,2030,55,96.3,96.3,100,100,80.56,80.56,79.49,79.49,87.5,87.5,"HR",4076246,7,3,184,15,2016,54,366,734,0.000494572702432581,1.71726632789091e-06,8.97884965725817e-05,0.000180067640667418,"HR",4076246,7,3,2016,54,15,5093.85818761322,4909.2200492702,5285.44065556229,0,1870.12450154424,2330.49720978807,0.00124964444923423,0.00120434832668838,0.00129664418083754,0,0.000458785976495098,0.000571726340801823,"2020-W17","HR","Croatia",314,2.50230236349818,"HRV","Croatia",344,0.018092,0.011613,0.011628,0.00578,0.025259,0.013671,0.011628,0.00578,0.289546,0.039516,0.287791,0.02441,0.290268,0.039545,0.351744,0.025746,NA,NA,NA,NA,0.018092,0.011628,0.025259,0.011628,0.289546,0.287791,0.290268,0.351744,NA,NA,4076246,332,1.22,1.22,2.13,12.12,3.96,24.92,27.27,11.85,6.08,4.56,5.78,2.13,6.97,20.06,6.99,2.76,16.67,17.5,58.75,2.5,47.04,2.51,1.25,37.89,13.25,16.57,22.29,0,35.84,7.83,0.97,3.25,7.79,26.3,61.69,1.62,1.95,5.84,24.68,65.91,13.55,36.75,25.6,16.57,2.41,6.02,21.69,62.95,NA,NA,NA,NA,NA,1.22,1.22,2.13,12.12,3.96,24.92,27.27,11.85,6.08,4.56,5.78,2.13,6.97,20.06,6.99,2.76,16.67,17.5,58.75,2.5,47.04,2.51,1.25,37.89,13.25,16.57,22.29,0,35.84,7.83,0.97,3.25,7.79,26.3,61.69,1.62,1.95,5.84,24.68,65.91,13.55,36.75,25.6,16.57,2.41,6.02,21.69,62.95,NA,NA,NA,NA,NA,4076246
"Croatia","HRV",NA,NA,"NAT_TOTAL",2020-04-27,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,2039,59,89.81,89.81,91.67,91.67,76.67,76.67,75,75,87.5,87.5,"HR",4076246,14,1,159,8,2030,55,326,687,0.000498007235088363,3.43453265578182e-06,7.99755461274908e-05,0.000168537423894436,"HR",4076246,14,1,2030,55,8,5096.49447993775,4914.85437290599,5284.84752818389,0,1190.0779274904,2276.03436233144,0.00125029119438271,0.00120573056015412,0.00129649867259824,0,0.000291954393206495,0.000558365310222062,"2020-W18","HR","Croatia",303,0.588777026705454,"HRV","Croatia",352,0.004286,0.005244,0.005682,0.004006,0.004286,0.005244,0.005682,0.004006,0.296098,0.036649,0.357955,0.025552,0.321532,0.037494,0.352273,0.02546,NA,NA,NA,NA,0.004286,0.005682,0.004286,0.005682,0.296098,0.357955,0.321532,0.352273,NA,NA,4076246,342,0.59,0.59,0.89,13.57,5.64,25.22,20.71,13.02,6.23,5.04,3.56,4.14,4.15,16.91,6.73,2.36,0,12.42,61.49,6.36,52.1,3.89,3,37.24,17.84,18.13,18.71,1.46,34.5,5.85,1.22,4.28,10.09,27.22,57.19,1.83,2.75,9.17,25.38,60.86,14.62,33.92,33.33,13.74,3.51,7.89,25.15,59.06,NA,NA,NA,NA,NA,0.59,0.59,0.89,13.57,5.64,25.22,20.71,13.02,6.23,5.04,3.56,4.14,4.15,16.91,6.73,2.36,0,12.42,61.49,6.36,52.1,3.89,3,37.24,17.84,18.13,18.71,1.46,34.5,5.85,1.22,4.28,10.09,27.22,57.19,1.83,2.75,9.17,25.38,60.86,14.62,33.92,33.33,13.74,3.51,7.89,25.15,59.06,NA,NA,NA,NA,NA,4076246
"Croatia","HRV",NA,NA,"NAT_TOTAL",2020-04-28,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,2047,63,89.81,89.81,91.67,91.67,76.67,76.67,75,75,87.5,87.5,"HR",4076246,9,4,158,12,2039,59,298,632,0.000500215148938509,2.20791385014545e-06,7.31064808159272e-05,0.000155044617032436,"HR",4076246,9,4,2039,59,12,5366.67156237899,5187.77532913379,5551.73688742923,55.8573897978158,1010.70800279435,2267.14123088398,0.00131657205241759,0.00127268455562637,0.00136197297401316,1.37031449519523e-05,0.000247950688646945,0.000556183613767172,"2020-W18","HR","Croatia",287,0.588777026705454,"HRV","Croatia",308,0,0,0,0,0,0,0,0,0.295066,0.038336,0.331169,0.026817,0.337149,0.039737,0.334416,0.026882,NA,NA,NA,NA,0,0,0,0,0.295066,0.331169,0.337149,0.334416,NA,NA,4076246,301,0,0,0.67,13.38,4,30.56,23.15,14.29,5.67,3.01,7.36,1,5.35,18.33,3.67,1.35,33.33,21.58,58.9,4.81,43.64,2.75,4.11,35.07,13.95,20.6,9.63,15.61,25.91,7.64,0.37,4.46,9.67,27.88,57.62,0,4.41,11.76,23.16,60.66,12.62,35.55,26.91,14.95,3.32,7.64,20.27,59.8,NA,NA,NA,NA,NA,0,0,0.67,13.38,4,30.56,23.15,14.29,5.67,3.01,7.36,1,5.35,18.33,3.67,1.35,33.33,21.58,58.9,4.81,43.64,2.75,4.11,35.07,13.95,20.6,9.63,15.61,25.91,7.64,0.37,4.46,9.67,27.88,57.62,0,4.41,11.76,23.16,60.66,12.62,35.55,26.91,14.95,3.32,7.64,20.27,59.8,NA,NA,NA,NA,NA,4076246
"Croatia","HRV",NA,NA,"NAT_TOTAL",2020-04-29,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,2062,67,89.81,89.81,91.67,91.67,76.67,76.67,75,75,87.5,87.5,"HR",4076246,8,4,139,15,2047,63,256,552,0.000502177739027527,1.96259008901818e-06,6.28028828485818e-05,0.000135418716142254,"HR",4076246,8,4,2047,63,15,5632.40283181783,5456.0057358389,5814.5029891527,615.43693016878,1597.69123600557,2769.74987513424,0.00138176224688545,0.00133848784784797,0.00142643574238471,0.000150981302445628,0.000391951623136968,0.000679485456749726,"2020-W18","HR","Croatia",269,0.588777026705454,"HRV","Croatia",297,0.001742,0.003652,0.006734,0.004746,0.001185,0.003013,0.003367,0.003361,0.307573,0.040412,0.323232,0.027139,0.327621,0.0411,0.333333,0.027354,NA,NA,NA,NA,0.001742,0.006734,0.001185,0.003367,0.307573,0.323232,0.327621,0.333333,NA,NA,4076246,291,0.35,0.69,1.39,11.07,3.11,22.07,21.03,8.97,5.54,1.72,3.11,1.72,3.81,16.96,3.79,1.76,66.67,18.88,65.02,8.8,46.13,3.17,2.83,35.46,13.06,19.93,11.68,12.37,31.27,7.22,0.73,4.74,6.2,29.93,58.39,1.1,2.56,9.16,28.21,58.97,14.43,37.11,31.27,11.34,2.75,8.59,26.12,56.7,NA,NA,NA,NA,NA,0.35,0.69,1.39,11.07,3.11,22.07,21.03,8.97,5.54,1.72,3.11,1.72,3.81,16.96,3.79,1.76,66.67,18.88,65.02,8.8,46.13,3.17,2.83,35.46,13.06,19.93,11.68,12.37,31.27,7.22,0.73,4.74,6.2,29.93,58.39,1.1,2.56,9.16,28.21,58.97,14.43,37.11,31.27,11.34,2.75,8.59,26.12,56.7,NA,NA,NA,NA,NA,4076246
"Croatia","HRV",NA,NA,"NAT_TOTAL",2020-04-30,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,2076,69,89.81,89.81,91.67,91.67,76.67,76.67,75,75,87.5,87.5,"HR",4076246,15,4,112,19,2062,67,248,528,0.000505857595444436,3.67985641690909e-06,6.08402927595636e-05,0.0001295309458752,"HR",4076246,15,4,2062,67,19,5917.78411143683,5742.97426592774,6097.91497714762,285.381279618995,1883.07251562457,3055.13115475324,0.0014517730557569,0.00140888804697453,0.00149596343722818,7.00108088714457e-05,0.000461962432008413,0.000749496265621172,"2020-W18","HR","Croatia",261,0.588777026705454,"HRV","Croatia",249,0,0,0,0,0,0,0,0,0.26451,0.038342,0.297189,0.028962,0.315734,0.040405,0.341365,0.030049,NA,NA,NA,NA,0,0,0,0,0.26451,0.297189,0.315734,0.341365,NA,NA,4076246,243,0.41,0.41,0.83,10.74,4.13,26.86,21.9,10.33,6.61,3.31,2.89,1.24,5.79,17.36,5.37,1.69,100,15.68,65.25,7.66,45.15,2.97,2.97,36.44,14.4,16.46,10.29,9.47,38.68,6.58,0.45,3.18,9.55,22.73,64.09,0,3.62,9.5,26.24,60.63,15.23,33.74,27.16,14.81,1.23,6.58,25.51,57.61,NA,NA,NA,NA,NA,0.41,0.41,0.83,10.74,4.13,26.86,21.9,10.33,6.61,3.31,2.89,1.24,5.79,17.36,5.37,1.69,100,15.68,65.25,7.66,45.15,2.97,2.97,36.44,14.4,16.46,10.29,9.47,38.68,6.58,0.45,3.18,9.55,22.73,64.09,0,3.62,9.5,26.24,60.63,15.23,33.74,27.16,14.81,1.23,6.58,25.51,57.61,NA,NA,NA,NA,NA,4076246
"Croatia","HRV",NA,NA,"NAT_TOTAL",2020-05-01,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,2085,75,89.81,89.81,91.67,91.67,76.67,76.67,75,75,87.5,87.5,"HR",4076246,14,2,95,19,2076,69,244,476,0.000509292128100218,3.43453265578182e-06,5.98589977150545e-05,0.000116774110296582,"HR",4076246,14,2,2076,69,19,6027.3159627638,5854.11433088882,6205.64199153105,109.531851326973,1854.05082547571,3164.66300608021,0.00147864382148766,0.00143615334572271,0.00152239143357173,2.68707657307663e-05,0.000454842721826826,0.000776367031351938,"2020-W18","HR","Croatia",245,0.588777026705454,"HRV","Croatia",256,0.040359,0.020462,0.011719,0.006726,0.039624,0.020282,0.007813,0.005503,0.311569,0.048154,0.316406,0.029067,0.321634,0.048566,0.375,0.030258,0,0,0,0,0.040359,0.011719,0.039624,0.007813,0.311569,0.316406,0.321634,0.375,0,0,4076246,248,0.81,1.22,1.63,12.65,3.25,26.83,21.86,13.82,3.25,4.05,3.66,0.41,5.69,17.48,4.45,2.86,25,20.08,61.89,9.43,46.72,4.51,4.51,38.84,10.89,21.77,14.11,17.74,28.23,3.63,0.84,5.88,9.24,27.31,56.72,0.42,6.72,9.24,21.85,61.76,12.5,38.31,29.84,15.32,2.02,6.45,23.39,64.11,NA,NA,NA,NA,NA,0.81,1.22,1.63,12.65,3.25,26.83,21.86,13.82,3.25,4.05,3.66,0.41,5.69,17.48,4.45,2.86,25,20.08,61.89,9.43,46.72,4.51,4.51,38.84,10.89,21.77,14.11,17.74,28.23,3.63,0.84,5.88,9.24,27.31,56.72,0.42,6.72,9.24,21.85,61.76,12.5,38.31,29.84,15.32,2.02,6.45,23.39,64.11,NA,NA,NA,NA,NA,4076246
"Croatia","HRV",NA,NA,"NAT_TOTAL",2020-05-02,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,2088,77,89.81,89.81,91.67,91.67,76.67,76.67,75,75,87.5,87.5,"HR",4076246,9,6,76,24,2085,75,214,435,0.000511500041950363,2.20791385014545e-06,5.24992848812363e-05,0.000106715836090364,"HR",4076246,9,6,2085,75,24,6472.12897368014,6300.32765671121,6648.61507755549,444.813010916341,1511.02046182891,3381.14496337314,0.00158776702232401,0.00154562007707857,0.00163106325711341,0.000109123200836343,0.000370689222836135,0.000829475199331233,"2020-W18","HR","Croatia",239,0.588777026705454,"HRV","Croatia",240,0.009852,0.010064,0.008333,0.005868,0.00345,0.005975,0.008333,0.005868,0.204665,0.041111,0.241667,0.027633,0.353653,0.048717,0.408333,0.031728,0,0,0,0,0.009852,0.008333,0.00345,0.008333,0.204665,0.241667,0.353653,0.408333,0,0,4076246,237,0.85,0.85,2.14,11.11,5.13,26.92,19.15,10.26,5.13,3.43,3.4,1.28,5.56,22.55,8.05,1.72,0,13.1,55.79,8.3,45.02,4.76,3.46,43.23,9.7,14.35,14.35,13.08,35.44,8.02,0,3.59,7.62,25.56,63.23,0.45,4.04,10.31,23.77,61.43,12.66,37.97,26.58,16.88,2.95,9.7,24.89,56.54,NA,NA,NA,NA,NA,0.85,0.85,2.14,11.11,5.13,26.92,19.15,10.26,5.13,3.43,3.4,1.28,5.56,22.55,8.05,1.72,0,13.1,55.79,8.3,45.02,4.76,3.46,43.23,9.7,14.35,14.35,13.08,35.44,8.02,0,3.59,7.62,25.56,63.23,0.45,4.04,10.31,23.77,61.43,12.66,37.97,26.58,16.88,2.95,9.7,24.89,56.54,NA,NA,NA,NA,NA,4076246
"Croatia","HRV",NA,NA,"NAT_TOTAL",2020-05-03,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,2096,79,89.81,89.81,91.67,91.67,76.67,76.67,75,75,87.5,87.5,"HR",4076246,3,2,72,23,2088,77,207,384,0.000512236013233745,7.35971283381818e-07,5.07820185533454e-05,9.42043242728726e-05,"HR",4076246,3,2,2088,77,23,6553.04907223383,6383.32276793045,6727.28823283788,80.9200985536863,1591.94056038259,2782.018487873,0.00160761864525199,0.00156598074991805,0.00165036365146703,1.98516229279799e-05,0.000390540845764115,0.000682495238970611,"2020-W18","HR","Croatia",231,0.588777026705454,"HRV","Croatia",635,0.002413,0.002916,0.00315,0.002224,0.000981,0.001861,0.00315,0.002224,0.264688,0.026219,0.310236,0.018357,0.386719,0.028943,0.395276,0.019402,0.037607,0.011307,0.045669,0.008285,0.002413,0.00315,0.000981,0.00315,0.264688,0.310236,0.386719,0.395276,0.037607,0.045669,4076246,615,0.33,0.33,1.15,8.91,2.64,24.14,15.65,12.17,3.62,2.81,4.79,1.15,5.44,19.6,3.92,2.48,14.29,12.96,55.72,8.6,48.09,5.85,2.01,41.78,11.38,20.49,10.41,15.28,30.08,7.8,1.03,3.43,8.4,23.67,63.46,0.86,4.46,8.4,26.24,60.03,12.36,37.4,29.27,15.61,3.9,5.69,22.11,63.25,NA,NA,NA,NA,NA,0.33,0.33,1.15,8.91,2.64,24.14,15.65,12.17,3.62,2.81,4.79,1.15,5.44,19.6,3.92,2.48,14.29,12.96,55.72,8.6,48.09,5.85,2.01,41.78,11.38,20.49,10.41,15.28,30.08,7.8,1.03,3.43,8.4,23.67,63.46,0.86,4.46,8.4,26.24,60.03,12.36,37.4,29.27,15.61,3.9,5.69,22.11,63.25,NA,NA,NA,NA,NA,4076246
"Croatia","HRV",NA,NA,"NAT_TOTAL",2020-05-04,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,2,0,0,2,1,3,2,0,3292815,0,NA,0,NA,NA,2101,80,89.81,89.81,91.67,91.67,78.89,78.89,77.56,77.56,87.5,87.5,"HR",4076246,8,2,66,24,2096,79,188,355,0.000514198603322763,1.96259008901818e-06,4.61208670919272e-05,8.70899352001817e-05,"HR",4076246,8,2,2096,79,24,6653.99930650619,6485.73746830963,6826.62642256538,100.950234272356,1692.89079465495,2647.74140765149,0.00163238413641036,0.00159110550940979,0.00167473366979456,2.47654911583737e-05,0.000415306336922489,0.000649553880617481,"2020-W19","HR","Croatia",228,0.98129504450909,"HRV","Croatia",608,0.000426,0.001297,0.001645,0.001643,0.000759,0.00173,0.003289,0.002322,0.295029,0.028658,0.299342,0.018573,0.330852,0.029567,0.381579,0.019701,0.445155,0.03123,0.449013,0.020172,0.000426,0.001645,0.000759,0.003289,0.295029,0.299342,0.330852,0.381579,0.445155,0.449013,4076246,601,0.67,0.5,0.84,12.4,3.86,24.75,20.44,9.9,6.22,3.19,4.53,0.5,5.53,16.58,4.17,2.01,16.67,17.4,57.89,8.46,49.41,4.89,4.38,40.61,11.81,18.64,11.65,17.14,30.12,6.99,0.7,4.74,8.95,29.12,56.49,1.4,4.21,8.95,25.61,59.82,13.64,35.44,32.45,13.31,2.83,6.49,25.12,60.4,NA,NA,NA,NA,NA,0.67,0.5,0.84,12.4,3.86,24.75,20.44,9.9,6.22,3.19,4.53,0.5,5.53,16.58,4.17,2.01,16.67,17.4,57.89,8.46,49.41,4.89,4.38,40.61,11.81,18.64,11.65,17.14,30.12,6.99,0.7,4.74,8.95,29.12,56.49,1.4,4.21,8.95,25.61,59.82,13.64,35.44,32.45,13.31,2.83,6.49,25.12,60.4,NA,NA,NA,NA,NA,4076246
"Croatia","HRV",NA,NA,"NAT_TOTAL",2020-05-05,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,2112,83,89.81,89.81,91.67,91.67,78.89,78.89,77.56,77.56,87.5,87.5,"HR",4076246,5,1,62,21,2101,80,151,310,0.000515425222128399,1.22661880563636e-06,3.70438879302181e-05,7.60503659494545e-05,"HR",4076246,5,1,2101,80,21,6666.7288226659,6500.06782645321,6837.6629877747,12.7295161597176,1705.62031081467,2632.01722685364,0.00163550698919199,0.00159462108676788,0.00167744120148163,3.12285278163232e-06,0.000418429189704121,0.000645696365443509,"2020-W19","HR","Croatia",217,0.98129504450909,"HRV","Croatia",622,0.001208,0.001933,0.003215,0.00227,0.004196,0.003597,0.003215,0.00227,0.246798,0.02399,0.28135,0.01803,0.342713,0.026408,0.403537,0.019672,0.397936,0.027235,0.437299,0.01989,0.001208,0.003215,0.004196,0.003215,0.246798,0.28135,0.342713,0.403537,0.397936,0.437299,4076246,603,0.67,0.67,1,10.65,4.83,25.67,18.33,13.5,5.17,3.49,3.33,1,5,16.67,5.48,2.17,50,15.74,68.24,8.7,46.53,5.59,5.76,42.54,10.95,17.91,11.61,19.07,30.02,6.63,1.4,2.97,10.84,27.45,57.34,0.7,3.66,6.63,27.05,61.95,12.11,37.31,29.19,16.42,1.66,6.8,21.89,64.68,NA,NA,NA,NA,NA,0.67,0.67,1,10.65,4.83,25.67,18.33,13.5,5.17,3.49,3.33,1,5,16.67,5.48,2.17,50,15.74,68.24,8.7,46.53,5.59,5.76,42.54,10.95,17.91,11.61,19.07,30.02,6.63,1.4,2.97,10.84,27.45,57.34,0.7,3.66,6.63,27.05,61.95,12.11,37.31,29.19,16.42,1.66,6.8,21.89,64.68,NA,NA,NA,NA,NA,4076246
"Croatia","HRV",NA,NA,"NAT_TOTAL",2020-05-06,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,2119,85,89.81,89.81,91.67,91.67,78.89,78.89,77.56,77.56,87.5,87.5,"HR",4076246,11,3,65,20,2112,83,131,298,0.0005181237835008,2.6985613724e-06,3.21374127076727e-05,7.31064808159272e-05,"HR",4076246,11,3,2112,83,20,6869.888949731,6703.99771748277,7039.88518053331,203.160127065094,1908.78043787976,2835.17735391873,0.0016853469956747,0.00164464993464152,0.00172705111039258,4.98400064827033e-05,0.000468269196186825,0.000695536371926212,"2020-W19","HR","Croatia",206,0.98129504450909,"HRV","Croatia",657,0.000804,0.001675,0.003044,0.002149,0.003325,0.003402,0.004566,0.00263,0.297188,0.02701,0.299848,0.017876,0.37698,0.028642,0.403349,0.019139,0.390777,0.028837,0.427702,0.019302,0.000804,0.003044,0.003325,0.004566,0.297188,0.299848,0.37698,0.403349,0.390777,0.427702,4076246,643,0.63,0.47,1.26,9.61,3.46,25.94,19,10.52,4.87,3.94,4.09,0.63,5.82,19.03,4.68,1.58,20,15.91,65.92,9.25,48.96,5.34,4.69,42.54,12.29,18.51,11.51,18.51,28.46,4.82,1.53,2.72,9.68,28.35,57.72,0.85,4.41,9.34,26.32,59.08,10.73,38.72,27.68,14.77,0.93,6.84,22.4,61.74,NA,NA,NA,NA,NA,0.63,0.47,1.26,9.61,3.46,25.94,19,10.52,4.87,3.94,4.09,0.63,5.82,19.03,4.68,1.58,20,15.91,65.92,9.25,48.96,5.34,4.69,42.54,12.29,18.51,11.51,18.51,28.46,4.82,1.53,2.72,9.68,28.35,57.72,0.85,4.41,9.34,26.32,59.08,10.73,38.72,27.68,14.77,0.93,6.84,22.4,61.74,NA,NA,NA,NA,NA,4076246
"Croatia","HRV",NA,NA,"NAT_TOTAL",2020-05-07,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,2125,86,89.81,89.81,91.67,91.67,78.89,78.89,77.56,77.56,87.5,87.5,"HR",4076246,7,2,57,18,2119,85,110,287,0.00051984104982869,1.71726632789091e-06,2.6985613724e-05,7.04079194435272e-05,"HR",4076246,7,2,2119,85,18,6980.76043901102,6815.89692958152,7149.61168138635,110.871489280026,2019.65192715979,2807.49530172293,0.00171254640642665,0.00167210147022077,0.00175396962827718,2.71994107519581e-05,0.000495468606938783,0.000688745306765817,"2020-W19","HR","Croatia",195,0.98129504450909,"HRV","Croatia",643,0.007967,0.005269,0.007776,0.003464,0.008668,0.005494,0.010886,0.004092,0.287823,0.026834,0.309487,0.018231,0.359422,0.028439,0.376361,0.019106,0.429364,0.029337,0.466563,0.019674,0.007967,0.007776,0.008668,0.010886,0.287823,0.309487,0.359422,0.376361,0.429364,0.466563,4076246,620,1.15,0.82,1.65,11.66,3.29,25.08,22.06,11.33,5.58,2.96,3.93,1.48,8.03,19.7,2.91,2.28,40,16.36,65.02,9.53,47.61,4.8,4.79,39.5,12.74,18.71,9.03,17.58,32.1,6.29,1.72,2.93,11.88,25.65,57.83,2.06,4.98,9.45,26.12,57.39,13.71,36.77,27.42,15.81,2.74,6.94,25.32,59.03,1.34,NA,NA,NA,NA,1.15,0.82,1.65,11.66,3.29,25.08,22.06,11.33,5.58,2.96,3.93,1.48,8.03,19.7,2.91,2.28,40,16.36,65.02,9.53,47.61,4.8,4.79,39.5,12.74,18.71,9.03,17.58,32.1,6.29,1.72,2.93,11.88,25.65,57.83,2.06,4.98,9.45,26.12,57.39,13.71,36.77,27.42,15.81,2.74,6.94,25.32,59.03,1.34,NA,NA,NA,NA,4076246
