"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active"
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-01,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,10566,925,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,176,17,162,24.8571428571429,3136000,"UK_WAL","2020/05/01","GB",66647112,176,17,10565,924,89691.5418654919,89354.7387156575,90029.6145211563,663.739107538684,18991.341888992,34205.756508838,0.0013457678686136,0.0013407143390648,0.00135084044633706,9.959007789245e-06,0.000284953710957378,0.000513236890277226,"2020/05/01","UK_WAL",3136000,176,17,10565,924,84275.3623188406,724.637681159409,14130.4347826087,27246.3768115942,0.00336894132653061,0.000294642857142857,0.0268735211475895,0.00023107068914522,0.00450587843833185,0.0086882579118604
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-02,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,10745,969,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,179,44,168.142857142857,27.8571428571429,3136000,"UK_WAL","2020/05/02","GB",66647112,179,44,10744,968,93040.9437129838,92699.8949807046,93383.2471849562,3349.40184749186,22340.7437364838,36660.6931158896,0.00139602363734806,0.00139090640537739,0.00140115969593636,5.0255768734463e-05,0.000335209479691841,0.00055007174378223,"2020/05/02","UK_WAL",3136000,179,44,10744,968,84927.5362318841,652.173913043487,13768.115942029,27318.8405797102,0.00342602040816327,0.000308673469387755,0.0270814847678202,0.000207963620230704,0.00439034309375924,0.00871136498077492
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-03,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,10850,983,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,105,14,165.857142857143,27.8571428571429,3136000,"UK_WAL","2020/05/03","GB",66647112,105,14,10849,982,92906.9003145964,92568.4516320438,93246.5864328918,0,21953.6173049736,29494.4378040988,0.00139401239643507,0.00138893417665335,0.00139910918319899,0,0.000329400879440561,0.000442546374764128,"2020/05/03","UK_WAL",3136000,105,14,10849,982,86231.884057971,1304.34782608696,14057.9710144928,27391.3043478261,0.00345950255102041,0.000313137755102041,0.0274974120082816,0.000415927240461403,0.00448277136941734,0.00873447204968944
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-04,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,10989,997,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,139,14,161.142857142857,28.7142857142857,3136000,"UK_WAL","2020/05/04","GB",66647112,139,14,10988,996,93140.0657681138,92802.8416665133,93478.5152642459,0,21217.7898995798,26353.4985924638,0.00139751090442019,0.00139245105874225,0.00140258913640918,0,0.000318360229916335,0.000395418463030533,"2020/05/04","UK_WAL",3136000,139,14,10988,996,87101.4492753623,869.565217391297,13043.4782608696,22971.0144927536,0.00350382653061224,0.000317602040816327,0.0277746968352558,0.000277284826974266,0.00415927240461402,0.00732494084590358
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-05,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,11164,1023,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,175,26,164.285714285714,30,3136000,"UK_WAL","2020/05/05","GB",66647112,175,26,11163,1022,94873.0369825388,94533.7741095364,95213.5174023713,1797.17192629755,22853.5058538289,28150.6705187614,0.00142351309960046,0.00141842266337867,0.00142862180438323,2.69654884115242e-05,0.00034290316816472,0.000422383951442057,"2020/05/05","UK_WAL",3136000,175,26,11163,1022,87391.3043478261,289.855072463775,11811.5942028986,21666.6666666667,0.00355963010204082,0.000325892857142857,0.0278671251109139,9.24282756580916e-05,0.00376645223306714,0.00690901360544218
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-06,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,11335,1044,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,171,21,163.571428571429,22.5714285714286,3136000,"UK_WAL","2020/05/06","GB",66647112,171,21,11334,1043,96164.2681327417,95823.6185100583,96506.1287529562,1326.15249346037,13584.1448161875,28068.994628835,0.0014428872496792,0.00143777600610899,0.00144801666354209,1.98981239196136e-05,0.000203821957299328,0.000421158453630143,"2020/05/06","UK_WAL",3136000,171,21,11334,1043,88623.1884057971,1231.88405797101,11739.1304347826,21666.6666666667,0.00361415816326531,0.000332589285714286,0.0282599452824608,0.000392820171546878,0.00374334516415262,0.00690901360544218
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-07,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,11511,1062,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,176,18,160.142857142857,22,3136000,"UK_WAL","2020/05/07","GB",66647112,176,18,11510,1061,97265.1459568928,96923.2412070994,97608.2568039698,1100.87782415112,14441.6331193051,26564.9459803929,0.00145940526210487,0.00145427518610408,0.00146455343487306,1.65180124256715e-05,0.000216688055730083,0.00039859110444865,"2020/05/07","UK_WAL",3136000,176,18,11510,1061,89637.6811594203,1014.49275362318,10724.6376811594,19492.7536231884,0.0036702806122449,0.000338329081632653,0.0285834442472641,0.000323498964803311,0.00341984619934931,0.00621580153800651
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-08,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,11626,1090,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,115,28,151.428571428571,23.5714285714286,3136000,"UK_WAL","2020/05/08","GB",66647112,115,28,11625,1089,98791.5669260693,98448.5431101418,99135.7859383356,1526.42096917643,15968.0540884815,28091.3669495693,0.00148230829456,0.00147716142764208,0.00148747309468317,2.29030324551261e-05,0.000239591088185209,0.000421494136903776,"2020/05/08","UK_WAL",3136000,115,28,11625,1089,90289.8550724638,652.173913043487,10724.6376811594,19130.4347826087,0.00370695153061225,0.000347257653061224,0.0287914078674948,0.000207963620230704,0.00341984619934931,0.0061002661934339
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-09,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,11762,1099,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,136,9,145.285714285714,18.5714285714286,3136000,"UK_WAL","2020/05/09","GB",66647112,136,9,11761,1098,98805.3413804178,98463.3163656769,99148.5544631116,13.7744543485605,15981.8285428301,27718.0149724076,0.00148251497199785,0.00147738309149355,0.00148766467875024,2.0667743785448e-07,0.000239797765623063,0.000415892214090351,"2020/05/09","UK_WAL",3136000,136,9,11761,1098,90797.1014492754,507.246376811585,10362.3188405797,18623.1884057971,0.00375031887755102,0.000350127551020408,0.0289531573498965,0.000161749482401653,0.00330431085477669,0.00593851671103224
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-10,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,11869,1111,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,107,12,145.571428571429,18.2857142857143,3136000,"UK_WAL","2020/05/10","GB",66647112,107,12,11868,1110,98902.231744926,98561.3908614884,99244.2513100644,96.8903645081446,16078.7189073382,27079.0779315219,0.00148396875388878,0.0014788546405655,0.00148910055262506,1.45378189092641e-06,0.00024125154751399,0.000406305346457052,"2020/05/10","UK_WAL",3136000,107,12,11868,1110,91231.884057971,434.782608695663,10434.7826086957,17173.9130434783,0.0037844387755102,0.000353954081632653,0.0290917997633836,0.000138642413487137,0.00332741792369122,0.0054763753327418
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-11,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,12047,1116,75.93,75.93,77.38,77.38,64.44,64.44,58.97,58.97,100,100,178,5,151.142857142857,17,3136000,"UK_WAL","2020/05/11","GB",66647112,178,5,12046,1115,99024.7939806356,98683.9512510832,99366.8139407793,122.562235709658,14556.7610671477,27040.1841951832,0.00148580772683197,0.00148069358580884,0.00149093953149507,1.83897294318857e-06,0.00021841548163629,0.0004057217692371,"2020/05/11","UK_WAL",3136000,178,5,12046,1115,91739.1304347826,507.246376811585,9782.60869565218,16159.4202898551,0.00384119897959184,0.000355548469387755,0.0292535492457853,0.000161749482401653,0.00311945430346052,0.00515287636793848
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-12,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,12197,1132,75.93,75.93,77.38,77.38,64.44,64.44,58.97,58.97,100,100,150,16,147.571428571429,15.5714285714286,3136000,"UK_WAL","2020/05/12","GB",66647112,150,16,12196,1131,99941.2467773527,99599.3848477237,100284.282103576,916.452796717102,10913.4440193995,17361.1234607986,0.00149955855217481,0.00149442911866494,0.00150470559179782,1.37508253428461e-05,0.000163749691350459,0.000260493259794941,"2020/05/12","UK_WAL",3136000,150,16,12196,1131,92246.3768115942,507.246376811599,8695.65217391304,15362.3188405797,0.0038890306122449,0.000360650510204082,0.0294152987281869,0.000161749482401658,0.00277284826974268,0.00489869860987873
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-13,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,12350,1154,75.93,75.93,77.38,77.38,64.44,64.44,58.97,58.97,100,100,153,22,145,15.7142857142857,3136000,"UK_WAL","2020/05/13","GB",66647112,153,22,12349,1153,101438.34531408,101094.373997206,101783.486985566,1497.09853672759,11746.8034485884,18614.8324764925,0.00152202161909252,0.00151686053549037,0.00152720026316468,2.24630669177021e-05,0.000176253750478916,0.000279304412717727,"2020/05/13","UK_WAL",3136000,153,22,12349,1153,92826.0869565217,579.710144927536,8550.72463768117,13913.0434782609,0.00393781887755102,0.000367665816326531,0.0296001552795031,0.000184856551316179,0.00272663413191364,0.00443655723158829
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-14,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,12482,1164,75.93,75.93,77.38,77.38,64.44,64.44,58.97,58.97,100,100,132,10,138.714285714286,14.5714285714286,3136000,"UK_WAL","2020/05/14","GB",66647112,132,10,12481,1163,101729.820112553,101386.023009066,102074.783022182,291.474798472816,8688.87639956933,18906.3072749654,0.0015263950238767,0.00152123655424208,0.00153157098573427,4.37340478418354e-06,0.000130371386528637,0.00028367781750191,"2020/05/14","UK_WAL",3136000,132,10,12481,1163,93623.1884057971,797.10144927536,8695.65217391304,14057.9710144928,0.00397991071428571,0.000370854591836735,0.0298543330375629,0.000254177758059745,0.00277284826974268,0.00448277136941733
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-15,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,12661,1173,75.93,75.93,77.38,77.38,64.44,64.44,58.97,58.97,100,100,179,9,147.857142857143,11.8571428571429,3136000,"UK_WAL","2020/05/15","GB",66647112,179,9,12660,1172,102341.174935101,101996.3262659,102687.189534577,611.354822548077,9300.23122211741,19517.6620975134,0.00153556803684308,0.00153039378909472,0.00154075977867693,9.17301296638446e-06,0.000139544399495021,0.000292850830468295,"2020/05/15","UK_WAL",3136000,179,9,12660,1172,94637.6811594203,1014.49275362318,8405.79710144927,14202.8985507246,0.00403698979591837,0.000373724489795918,0.0301778320023662,0.000323498964803311,0.00268041999408459,0.00452898550724638
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-16,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,12827,1191,75.93,75.93,77.38,77.38,64.44,64.44,58.97,58.97,100,100,166,18,152.142857142857,13.1428571428571,3136000,"UK_WAL","2020/05/16","GB",66647112,166,18,12826,1190,103649.876892153,103302.933565003,103997.985429894,1308.7019570518,10608.9331791692,20826.3640545652,0.00155520432591517,0.0015499986490788,0.00156042748603861,1.96362890720877e-05,0.000159180688567109,0.000312487119540382,"2020/05/16","UK_WAL",3136000,166,18,12826,1190,95362.3188405797,724.637681159424,8260.86956521739,14565.2173913044,0.00408992346938775,0.000379464285714286,0.0304089026915114,0.000231070689145224,0.00263420585625555,0.00464452085181899
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-17,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,12945,1203,75.93,75.93,77.38,77.38,64.44,64.44,58.97,58.97,100,100,118,12,153.714285714286,13.1428571428571,3136000,"UK_WAL","2020/05/17","GB",66647112,118,12,12944,1202,104056.075406783,103709.189400598,104404.121675641,406.198514630247,9217.9597675019,19588.0424932954,0.00156129909135122,0.0015560942745816,0.00156652131716737,6.0947654360514e-06,0.000138309965591636,0.000293906846155545,"2020/05/17","UK_WAL",3136000,118,12,12944,1202,96376.8115942029,1014.49275362318,8985.5072463768,14420.2898550725,0.00412755102040816,0.000383290816326531,0.0307324016563147,0.000323498964803311,0.00286527654540077,0.00459830671398994
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-18,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,2,1,0,0,0,NA,0,NA,NA,13113,1207,75.93,75.93,77.38,77.38,66.67,66.67,61.54,61.54,100,100,168,4,152.285714285714,13,3136000,"UK_WAL","2020/05/18","GB",66647112,168,4,13112,1206,104184.599699427,103837.566754077,104532.792454939,128.524292643415,8020.33156668495,15156.7969414734,0.00156322752138797,0.00155802049988418,0.00156845194514863,1.9284300367496e-06,0.000120340271708772,0.000227418660563618,"2020/05/18","UK_WAL",3136000,168,4,13112,1206,97173.9130434783,797.10144927536,8550.72463768115,13623.1884057971,0.00418112244897959,0.000384566326530612,0.0309865794143744,0.000254177758059745,0.00272663413191363,0.00434412895593019
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-19,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,2,1,0,0,0,NA,0,NA,NA,13326,1224,75.93,75.93,77.38,77.38,66.67,66.67,61.54,61.54,100,100,213,17,161.285714285714,13.1428571428571,3136000,"UK_WAL","2020/05/19","GB",66647112,213,17,13325,1223,105808.383418227,105458.051331998,106159.879309108,1623.78371880078,8543.23746133462,16116.8415527355,0.00158759142358978,0.00158233490045297,0.00159286540891836,2.43639022018056e-05,0.000128186161484906,0.000241823554976178,"2020/05/19","UK_WAL",3136000,213,17,13325,1223,97536.231884058,362.318840579712,7898.55072463768,13260.8695652174,0.00424904336734694,0.000389987244897959,0.0311021147589471,0.000115535344572612,0.00251867051168293,0.00422859361135759
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-20,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,NA,2,1,2,1,0,0,0,NA,0,NA,NA,13492,1238,75.93,75.93,77.38,77.38,66.67,66.67,61.54,61.54,100,100,166,14,163.142857142857,12,3136000,"UK_WAL","2020/05/20","GB",66647112,166,14,13491,1237,106798.613908267,106446.666426649,107151.725043328,990.230490039685,8007.04698219788,13757.6701952833,0.0016024492390348,0.00159716847785765,0.00160774746013493,1.48578154450216e-05,0.000120140944474802,0.000206425601686737,"2020/05/20","UK_WAL",3136000,166,14,13491,1237,98043.4782608696,507.246376811599,7753.62318840579,13115.9420289855,0.00430197704081633,0.000394451530612245,0.0312638642413487,0.000161749482401658,0.00247245637385389,0.00418237947352854
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-21,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,2,1,0,0,0,NA,0,NA,NA,13624,1247,75.93,75.93,77.38,77.38,66.67,66.67,61.54,61.54,100,100,132,9,163.142857142857,11.8571428571429,3136000,"UK_WAL","2020/05/21","GB",66647112,132,9,13623,1246,107078.306794464,106726.395312761,107431.378642265,279.692886196935,8272.96541404625,14037.3630814803,0.00160664586328158,0.00160136564226161,0.00161194349489991,4.1966242467781e-06,0.000124130891283725,0.000210622225933515,"2020/05/21","UK_WAL",3136000,132,9,13623,1246,99275.3623188406,1231.88405797101,8478.26086956522,13043.4782608696,0.00434406887755102,0.000397321428571429,0.0316566844128956,0.000392820171546878,0.00270352706299911,0.00415927240461402
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-22,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,2,1,365208152.86,0,0,NA,0,NA,NA,13761,1254,75.93,75.93,77.38,77.38,66.67,66.67,61.54,61.54,100,100,137,7,157.142857142857,11.5714285714286,3136000,"UK_WAL","2020/05/22","GB",66647112,137,7,13760,1253,107226.685355561,106874.967202422,107579.560988907,148.37856109679,8324.4536106349,14185.7416425771,0.00160887219472557,0.00160359487448492,0.00161416688226351,2.226331443991e-06,0.00012490344083679,0.000212848557377506,"2020/05/22","UK_WAL",3136000,137,7,13760,1253,99855.0724637681,579.710144927536,8623.18840579709,12753.6231884058,0.00438775510204082,0.000399553571428571,0.0318415409642118,0.000184856551316179,0.00274974120082815,0.00406684412895593
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-23,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,2,1,0,0,0,NA,0,NA,NA,13883,1260,75.93,75.93,77.38,77.38,66.67,66.67,61.54,61.54,100,100,122,6,150.857142857143,9.85714285714286,3136000,"UK_WAL","2020/05/23","GB",66647112,122,6,13882,1259,107188.674983422,106837.630018554,107540.87340487,0,8201.89137492524,12388.5697162795,0.00160830187185638,0.00160303465240256,0.00161358639823538,0,0.000123064467893601,0.000185883068965982,"2020/05/23","UK_WAL",3136000,122,6,13882,1259,100144.927536232,289.855072463775,8405.79710144928,12753.6231884058,0.00442665816326531,0.000401466836734694,0.0319339692398699,9.24282756580916e-05,0.00268041999408459,0.00406684412895593
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-24,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,2,1,0,0,0,NA,0,NA,NA,13965,1267,75.93,75.93,77.38,77.38,66.67,66.67,61.54,61.54,100,100,82,7,145.714285714286,9.14285714285714,3136000,"UK_WAL","2020/05/24","GB",66647112,82,7,13964,1266,106955.000550323,106605.399310758,107305.748270531,0,7285.43857820814,11062.4172228191,0.00160479572693747,0.00159955016971715,0.0016100584864132,0,0.000109313642550755,0.000165984945046368,"2020/05/24","UK_WAL",3136000,82,7,13964,1266,100869.565217391,724.637681159424,8623.1884057971,12246.3768115942,0.00445280612244898,0.000403698979591837,0.0321650399290151,0.000231070689145224,0.00274974120082816,0.00390509464655428
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-25,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,NA,0,2,1,2,1,0,0,0,NA,0,NA,NA,14070,1274,75.93,75.93,77.38,77.38,66.67,66.67,61.54,61.54,100,100,105,7,136.714285714286,9.57142857142857,3136000,"UK_WAL","2020/05/25","GB",66647112,105,7,14069,1273,106937.600466927,106588.734981137,107287.607791272,0,5788.34004148055,9961.53939866803,0.00160453464910718,0.00159930013143161,0.00160978629938641,0,8.6850575633053e-05,0.000149466932620697,"2020/05/25","UK_WAL",3136000,105,7,14069,1273,101231.884057971,362.318840579712,8405.79710144928,11594.2028985507,0.00448628826530612,0.00040593112244898,0.0322805752735877,0.000115535344572612,0.00268041999408459,0.00369713102632358
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-26,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,2,1,0,0,0,NA,0,NA,NA,14172,1282,75.93,75.93,77.38,77.38,66.67,66.67,61.54,61.54,100,100,102,8,120.857142857143,8.28571428571429,3136000,"UK_WAL","2020/05/26","GB",66647112,102,8,14171,1281,107029.387589807,106681.03255284,107378.880141372,0,5496.86524300773,8435.1184294916,0.00160591185991386,0.00160068500121716,0.00161115578633582,0,8.24771708488694e-05,0.000126563900165571,"2020/05/26","UK_WAL",3136000,102,8,14171,1281,101449.275362319,217.391304347824,7826.08695652174,11159.4202898551,0.0045188137755102,0.000408482142857143,0.0323498964803313,6.93212067435664e-05,0.00249556344276841,0.00355848861283644
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-27,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,2,1,0,0,0,NA,0,NA,NA,14290,1293,75.93,75.93,77.38,77.38,66.67,66.67,61.54,61.54,100,100,118,11,114,7.85714285714286,3136000,"UK_WAL","2020/05/27","GB",66647112,118,11,14289,1292,107538.1238557,107189.303205909,107888.079654634,0,4885.51042045966,8421.34397514304,0.00161354514289681,0.00160831129795855,0.00161879602006812,0,7.33041578824849e-05,0.000126357222727716,"2020/05/27","UK_WAL",3136000,118,11,14289,1292,102101.449275362,652.173913043473,7463.76811594203,11304.347826087,0.00455644132653061,0.000411989795918367,0.032557860100562,0.000207963620230699,0.0023800280981958,0.00360470275066548
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-28,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,2,1,0,0,0,NA,0,NA,NA,14392,1307,75.93,75.93,77.38,77.38,66.67,66.67,61.54,61.54,100,100,102,14,109.714285714286,8.57142857142857,3136000,"UK_WAL","2020/05/28","GB",66647112,102,14,14391,1306,108214.305747773,107864.850068528,108564.893577776,502.981060586913,4079.78952399477,8827.43467122181,0.0016236908472159,0.00161844747404101,0.00162895120763486,7.5469295741864e-06,6.12147983845837e-05,0.000132450370410976,"2020/05/28","UK_WAL",3136000,102,14,14391,1306,102753.623188406,652.173913043473,7391.30434782608,11521.7391304348,0.00458896683673469,0.000416454081632653,0.0327658237207927,0.000207963620230699,0.00235692102928128,0.00367402395740905
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-29,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,2,1,0,0,0,NA,0,NA,NA,14498,1317,75.93,75.93,77.38,77.38,66.67,66.67,61.54,61.54,100,100,106,10,105.285714285714,9,3136000,"UK_WAL","2020/05/29","GB",66647112,106,10,14497,1316,108622.222432811,108272.496064121,108973.078437719,892.556016663497,4566.14702602802,9597.42845217565,0.0016298113927699,0.001624563958062,0.00163507577699269,1.33922684701401e-05,6.85123014186724e-05,0.000144003665937928,"2020/05/29","UK_WAL",3136000,106,10,14497,1316,103188.405797101,434.782608695663,6811.59420289856,11449.2753623188,0.00462276785714286,0.000419642857142857,0.0329044661342798,0.000138642413487137,0.0021720644779651,0.00365091688849453
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-30,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,2,1,0,0,0,NA,0,NA,NA,14568,1331,75.93,75.93,77.38,77.38,66.67,66.67,61.54,61.54,100,100,70,14,97.8571428571429,10.1428571428571,3136000,"UK_WAL","2020/05/30","GB",66647112,70,14,14567,1330,109121.25880011,108771.449983973,109472.192600862,499.036367298511,4936.65910068311,9180.01202275706,0.0016372991345838,0.00163205046280135,0.00164256468608665,7.48774181390652e-06,7.40716131958293e-05,0.000137740582408988,"2020/05/30","UK_WAL",3136000,70,14,14567,1330,103913.043478261,724.637681159409,6739.13043478261,11666.6666666667,0.00464508928571429,0.000424107142857143,0.033135536823425,0.00023107068914522,0.00214895740905058,0.00372023809523809
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-05-31,3,1,2,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,2,1,0,0,0,NA,0,NA,NA,14614,1342,75.93,75.93,77.38,77.38,66.67,66.67,61.54,61.54,100,100,46,11,92.7142857142857,10.7142857142857,3136000,"UK_WAL","2020/05/31","GB",66647112,46,11,14613,1341,109227.317061607,108878.313444578,109577.439391085,106.058261497354,3418.93364337969,7788.97174752683,0.00163889047527832,0.00163365388502623,0.00164414385114069,1.59134069451282e-06,5.12990516885366e-05,0.000116868856185799,"2020/05/31","UK_WAL",3136000,46,11,14613,1341,104347.826086957,434.782608695663,6811.59420289856,11521.7391304348,0.00465975765306122,0.000427614795918367,0.0332741792369122,0.000138642413487137,0.0021720644779651,0.00367402395740905
