"countryname.x","countrycode.x","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","countrycode2","population.x","cases.x","deaths.x","cases_prev_week","deaths_prev_week.x","cases_infected.x","cum_deaths.x","cases_contagious.x","cases_active.x","p_cases_infected.x","p_cases","p_cases_contagious.x","p_cases_active.x","countrycode.y","population.y","cases.y","deaths.y","cum_cases","cum_deaths.y","deaths_prev_week.y","cases_infected.y","cases_infected_low","cases_infected_high","cases_daily","cases_contagious.y","cases_active.y","p_cases_infected.y","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious.y","p_cases_active.y","year_week","countrycode","countryname.y","hosp_occupancy","icu_occupancy","hosp_weekly_admission","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population.x.x","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_nottooworried","pct_worried_ill_covid19_notworried","pct_enough_toeat_very_worried","pct_enough_toeat_somewhat_worried","pct_enough_toeat_nottoo_worried","pct_enough_toeat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_nottoo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_nottooworried_past_smooth","pct_worried_ill_covid19_notworried_past_smooth","pct_enough_toeat_very_worried_past_smooth","pct_enough_toeat_somewhat_worried_past_smooth","pct_enough_toeat_nottoo_worried_past_smooth","pct_enough_toeat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_nottoo_worried_past_smooth","pct_finances_not_worried_past_smooth","population.y.y"
"Denmark","DNK",NA,NA,"NAT_TOTAL",2020-04-26,2,1,2,1,1,1,4,1,1,1,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,8575,422,68.52,68.52,83.33,83.33,63.89,63.89,60.26,60.26,87.5,87.5,"DK",5806081,235,15,1203,72,8445,418,2127,3374,0.00145450950477611,4.04748056391222e-05,0.000366340049337927,0.000581114869048503,"DK",5806081,235,15,8445,418,72,41989.8474397238,41727.9474163783,42253.3912444311,1401.87533772246,6484.05063085176,10097.9056272032,0.00723204644229451,0.00718693855913796,0.00727743743920057,0.000241449497125938,0.0011167688895232,0.0017391947558436,"2020-W17","DK","Denmark",285,70,3.58245088210103,"DNK","Denmark",1061,0.008193,0.00378,0.00754,0.002656,0.008776,0.003911,0.00754,0.002656,0.036837,0.007899,0.01131,0.003246,0.506079,0.020966,0.486334,0.015344,NA,NA,NA,NA,0.008193,0.00754,0.008776,0.00754,0.036837,0.01131,0.506079,0.486334,NA,NA,5806081,1041,0.77,0.77,1.35,18.98,3.86,14.69,25.68,17.71,8.1,3.57,6.47,2.6,5.4,20.35,13.79,5.99,60.47,39.8,90.35,5.51,78.44,2.07,12.98,50.99,0.38,0.86,4.32,0,89.43,1.34,0.1,1.42,5.08,14.53,78.86,0.41,1.83,5.91,18.65,73.19,15.08,40.06,32.95,6.44,0.29,1.44,7.2,86.36,NA,NA,NA,NA,NA,0.77,0.77,1.35,18.98,3.86,14.69,25.68,17.71,8.1,3.57,6.47,2.6,5.4,20.35,13.79,5.99,60.47,39.8,90.35,5.51,78.44,2.07,12.98,50.99,0.38,0.86,4.32,0,89.43,1.34,0.1,1.42,5.08,14.53,78.86,0.41,1.83,5.91,18.65,73.19,15.08,40.06,32.95,6.44,0.29,1.44,7.2,86.36,NA,NA,NA,NA,NA,5806081
"Denmark","DNK",NA,NA,"NAT_TOTAL",2020-04-27,2,1,2,1,1,1,4,1,1,1,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,8698,427,68.52,68.52,83.33,83.33,63.89,63.89,60.26,60.26,87.5,87.5,"DK",5806081,130,4,1191,67,8575,422,2064,3173,0.00147689982278924,2.23903180131314e-05,0.000355489356762332,0.000546495992735892,"DK",5806081,130,4,8575,422,67,41786.8776959453,41527.6996848638,42047.6732596949,0,5803.48309569334,8416.20592622329,0.00719708831067725,0.00715244924844552,0.00724200596920624,0,0.000999552554587741,0.00144955020886262,"2020-W18","DK","Denmark",310,72,2.13569187202177,"DNK","Denmark",1086,0.006848,0.002692,0.007366,0.002595,0.007512,0.002819,0.008287,0.002751,0.01766,0.0043,0.013812,0.003542,0.45843,0.016265,0.467772,0.015141,NA,NA,NA,NA,0.006848,0.007366,0.007512,0.008287,0.01766,0.013812,0.45843,0.467772,NA,NA,5806081,1047,0.67,0.58,1.34,18.22,5.18,15.8,24.74,17.47,7.39,3.74,6.33,1.73,4.99,23.06,10.94,6.47,47.5,38.88,91.51,4.6,77.76,0.78,10.64,49.8,0.57,0.86,2.96,0.1,89.49,2.2,0.1,0.91,4.16,12.68,82.15,0.3,1.22,5.37,17.22,75.89,12.7,38.97,34.38,8.31,0.38,1.05,8.6,85.29,NA,NA,NA,NA,NA,0.67,0.58,1.34,18.22,5.18,15.8,24.74,17.47,7.39,3.74,6.33,1.73,4.99,23.06,10.94,6.47,47.5,38.88,91.51,4.6,77.76,0.78,10.64,49.8,0.57,0.86,2.96,0.1,89.49,2.2,0.1,0.91,4.16,12.68,82.15,0.3,1.22,5.37,17.22,75.89,12.7,38.97,34.38,8.31,0.38,1.05,8.6,85.29,NA,NA,NA,NA,NA,5806081
"Denmark","DNK",NA,NA,"NAT_TOTAL",2020-04-28,2,1,2,1,1,1,4,1,1,1,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,8851,434,68.52,68.52,83.33,83.33,63.89,63.89,60.26,60.26,87.5,87.5,"DK",5806081,123,5,1183,63,8698,427,2017,3063,0.00149808450829398,2.1184685504732e-05,0.000347394395634508,0.000527550339032473,"DK",5806081,123,5,8698,427,63,41675.3156008389,41418.7154886405,41933.5054199319,0,5649.24504211677,6898.01910870809,0.00717787361231076,0.00713367854989286,0.00722234247505881,0,0.000972987638670004,0.00118806801157409,"2020-W18","DK","Denmark",284,66,2.13569187202177,"DNK","Denmark",889,0.010579,0.003753,0.010124,0.003357,0.011661,0.003938,0.011249,0.003537,0.017822,0.004853,0.012373,0.003708,0.449545,0.018246,0.452193,0.016693,NA,NA,NA,NA,0.010579,0.010124,0.011661,0.011249,0.017822,0.012373,0.449545,0.452193,NA,NA,5806081,862,1.16,1.05,1.4,19.53,4.43,17.67,27.01,16.32,8.49,3.73,8.39,2.68,6.88,21.49,12.66,7.47,58.14,38.17,90.63,4.04,78.03,1.42,12.69,47.44,0.46,0.81,0.7,2.44,90.26,1.97,0.25,0.62,3.71,14.6,80.82,0.37,0.99,6.56,19.8,72.28,14.15,37.35,34.11,8.12,0.23,1.16,7.89,85.85,NA,NA,NA,NA,NA,1.16,1.05,1.4,19.53,4.43,17.67,27.01,16.32,8.49,3.73,8.39,2.68,6.88,21.49,12.66,7.47,58.14,38.17,90.63,4.04,78.03,1.42,12.69,47.44,0.46,0.81,0.7,2.44,90.26,1.97,0.25,0.62,3.71,14.6,80.82,0.37,0.99,6.56,19.8,72.28,14.15,37.35,34.11,8.12,0.23,1.16,7.89,85.85,NA,NA,NA,NA,NA,5806081
"Denmark","DNK",NA,NA,"NAT_TOTAL",2020-04-29,2,1,2,1,1,1,4,1,1,1,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,9008,443,68.52,68.52,83.33,83.33,63.89,63.89,60.26,60.26,87.5,87.5,"DK",5806081,153,7,1156,64,8851,434,1972,3032,0.00152443619026328,2.63516819693008e-05,0.000339643900937655,0.000522211109352419,"DK",5806081,153,7,8851,434,64,41932.6551837477,41677.2130795298,42189.6629077321,0,5032.23769845563,6898.01910870809,0.00722219603614688,0.00717820042116702,0.00726646130285334,0,0.000866718479893,0.00118806801157409,"2020-W18","DK","Denmark",267,66,2.13569187202177,"DNK","Denmark",871,0.00476,0.002553,0.006889,0.002803,0.00476,0.002553,0.006889,0.002803,0.021662,0.005399,0.014925,0.004109,0.436097,0.018391,0.443169,0.016832,NA,NA,NA,NA,0.00476,0.006889,0.00476,0.006889,0.021662,0.014925,0.436097,0.443169,NA,NA,5806081,843,0.71,0.71,0.95,19.34,5.34,17.44,24.2,18.03,9.03,4.27,6.05,2.61,4.63,22.78,13.18,6.55,74.19,42.25,88.96,5.1,77.76,1.45,12.24,47.02,0.47,1.07,1.42,1.42,89.8,2.25,0.12,0.99,4.6,13.79,80.5,0.5,1.37,6.09,20.4,71.64,15.66,37.49,33.69,8.78,0.24,1.07,7.83,86.71,NA,NA,NA,NA,NA,0.71,0.71,0.95,19.34,5.34,17.44,24.2,18.03,9.03,4.27,6.05,2.61,4.63,22.78,13.18,6.55,74.19,42.25,88.96,5.1,77.76,1.45,12.24,47.02,0.47,1.07,1.42,1.42,89.8,2.25,0.12,0.99,4.6,13.79,80.5,0.5,1.37,6.09,20.4,71.64,15.66,37.49,33.69,8.78,0.24,1.07,7.83,86.71,NA,NA,NA,NA,NA,5806081
"Denmark","DNK",NA,NA,"NAT_TOTAL",2020-04-30,2,1,2,1,1,1,4,1,1,1,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,9158,452,68.52,68.52,83.33,83.33,63.89,63.89,60.26,60.26,87.5,87.5,"DK",5806081,157,9,1096,59,9008,443,1935,3012,0.00155147680509452,2.70406148312433e-05,0.000333271271964687,0.000518766445042706,"DK",5806081,157,9,9008,443,59,42429.8031132985,42174.8784795427,42686.2686304246,0,4044.58808072755,6898.01910870809,0.00730782142262543,0.00726391493324718,0.00735199330330125,0,0.000696612410458543,0.00118806801157409,"2020-W18","DK","Denmark",255,62,2.13569187202177,"DNK","Denmark",877,0.006178,0.00286,0.005701,0.002542,0.007153,0.003076,0.006842,0.002783,0.013351,0.004189,0.014823,0.004081,0.462413,0.018198,0.460661,0.016831,NA,NA,NA,NA,0.006178,0.005701,0.007153,0.006842,0.013351,0.014823,0.462413,0.460661,NA,NA,5806081,855,0.71,0.59,1.06,17.29,4.36,17.65,22.89,16.14,8,4.24,6.12,1.77,4.47,21.62,12.31,6.96,56.76,37.82,89.57,4.95,77.1,2.16,13.21,48.37,0.35,1.17,1.87,2.69,87.37,2.34,0.38,0.63,5.13,12.89,80.98,0.5,1.37,6.37,19.98,71.79,14.62,37.31,36.61,5.15,0.35,0.82,8.3,85.03,NA,NA,NA,NA,NA,0.71,0.59,1.06,17.29,4.36,17.65,22.89,16.14,8,4.24,6.12,1.77,4.47,21.62,12.31,6.96,56.76,37.82,89.57,4.95,77.1,2.16,13.21,48.37,0.35,1.17,1.87,2.69,87.37,2.34,0.38,0.63,5.13,12.89,80.98,0.5,1.37,6.37,19.98,71.79,14.62,37.31,36.61,5.15,0.35,0.82,8.3,85.03,NA,NA,NA,NA,NA,5806081
"Denmark","DNK",NA,NA,"NAT_TOTAL",2020-05-01,2,1,2,1,1,1,4,1,1,1,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,9311,460,68.52,68.52,83.33,83.33,63.89,63.89,60.26,60.26,87.5,87.5,"DK",5806081,150,9,1085,58,9158,452,1916,2984,0.00157731178741736,2.58349823228439e-05,0.00032999884087046,0.000513943915009109,"DK",5806081,150,9,9158,452,58,42916.1333388857,42661.7394848408,43172.044154821,791.547734097257,4508.06321800648,7490.49048483541,0.00739158364116617,0.00734776856968423,0.00743565998387225,0.000136330811453932,0.000776438223649735,0.00129011126176769,"2020-W18","DK","Denmark",249,61,2.13569187202177,"DNK","Denmark",797,0.004075,0.002416,0.005019,0.002503,0.005222,0.002733,0.006274,0.002797,0.012213,0.004165,0.013802,0.004133,0.484884,0.01895,0.484316,0.017702,0,0,0,0,0.004075,0.005019,0.005222,0.006274,0.012213,0.013802,0.484884,0.484316,0,0,5806081,765,0.53,0.39,0.66,17.04,5.12,14.72,23.1,13.39,9.19,4.73,5.78,1.97,5.91,20.24,12.7,6.91,56.67,37.68,89.88,4.41,75.03,1.6,12.5,50.47,0.92,0.52,2.35,2.22,88.63,1.57,0.55,0.83,4.55,11.31,82.76,0.28,0.97,6.76,17.24,74.76,14.12,37.91,34.38,7.97,0,1.18,6.14,87.97,NA,NA,NA,NA,NA,0.53,0.39,0.66,17.04,5.12,14.72,23.1,13.39,9.19,4.73,5.78,1.97,5.91,20.24,12.7,6.91,56.67,37.68,89.88,4.41,75.03,1.6,12.5,50.47,0.92,0.52,2.35,2.22,88.63,1.57,0.55,0.83,4.55,11.31,82.76,0.28,0.97,6.76,17.24,74.76,14.12,37.91,34.38,7.97,0,1.18,6.14,87.97,NA,NA,NA,NA,NA,5806081
"Denmark","DNK",NA,NA,"NAT_TOTAL",2020-05-02,2,1,2,1,1,1,4,1,1,1,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,9407,475,68.52,68.52,83.33,83.33,63.89,63.89,60.26,60.26,87.5,87.5,"DK",5806081,153,10,1101,59,9311,462,1927,2993,0.00160366346938667,2.63516819693008e-05,0.000331893406240802,0.000515494013948479,"DK",5806081,153,10,9311,462,59,43529.0727314121,43274.8156273871,43784.8236991085,747.677557591123,5133.20341166796,8023.27592254014,0.0074971521636388,0.0074533606450525,0.00754120097516871,0.000128774909890359,0.00088410812933336,0.00138187461086749,"2020-W18","DK","Denmark",232,60,2.13569187202177,"DNK","Denmark",723,0.000595,0.001015,0.001383,0.001382,0.003829,0.002572,0.002766,0.001953,0.018417,0.005599,0.015214,0.004552,0.493993,0.020818,0.499308,0.018595,0,0,0,0,0.000595,0.001383,0.003829,0.002766,0.018417,0.015214,0.493993,0.499308,0,0,5806081,721,0.42,0.28,0.7,15.42,4.04,13.09,23.92,15.74,7.24,3.2,6.13,0.97,4.74,22.7,13.37,7.41,51.85,42.33,91.37,6.66,78.33,1.98,12.15,52.79,0.55,0.97,2.77,2.77,87.93,0.97,0.44,1.19,3.11,11.7,83.56,0.15,1.04,6.07,17.75,75,13.31,36.62,36.89,6.8,0,0.97,5.69,88.21,NA,NA,NA,NA,NA,0.42,0.28,0.7,15.42,4.04,13.09,23.92,15.74,7.24,3.2,6.13,0.97,4.74,22.7,13.37,7.41,51.85,42.33,91.37,6.66,78.33,1.98,12.15,52.79,0.55,0.97,2.77,2.77,87.93,0.97,0.44,1.19,3.11,11.7,83.56,0.15,1.04,6.07,17.75,75,13.31,36.62,36.89,6.8,0,0.97,5.69,88.21,NA,NA,NA,NA,NA,5806081
"Denmark","DNK",NA,NA,"NAT_TOTAL",2020-05-03,2,1,2,1,1,1,4,1,1,1,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,9523,484,68.52,68.52,83.33,83.33,63.89,63.89,60.26,60.26,87.5,87.5,"DK",5806081,96,11,962,55,9407,473,1892,2896,0.00162019785807329,1.65343886866201e-05,0.000325865243698805,0.000498787392046373,"DK",5806081,96,11,9407,473,55,43983.497577209,43730.6229020047,44237.8345138017,454.424845796864,5469.73434380531,7797.13323317859,0.00757541921602696,0.00753186579760163,0.00761922448443308,7.82670523881538e-05,0.00094206993388575,0.00134292532832019,"2020-W18","DK","Denmark",243,62,2.13569187202177,"DNK","Denmark",2079,0.005888,0.002212,0.006253,0.001729,0.006623,0.002345,0.007696,0.001917,0.028198,0.004786,0.013949,0.002572,0.498948,0.014456,0.503608,0.010966,0.010348,0.002926,0.011544,0.002343,0.005888,0.006253,0.006623,0.007696,0.028198,0.013949,0.498948,0.503608,0.010348,0.011544,5806081,2016,0.8,0.65,1.1,16.13,4.13,15.23,20.91,16.23,6.92,3.39,6.57,1.89,3.98,21.99,12.01,7.23,54.12,40.55,90.34,6.19,79.61,1.82,12.7,52.69,0.35,1.09,2.08,3.17,88.24,1.93,0.36,0.94,4.01,12.03,82.66,0.31,1.66,6.04,17.64,74.35,13.19,36.61,36.21,9.23,0.5,1.19,6.2,88.24,NA,NA,NA,NA,NA,0.8,0.65,1.1,16.13,4.13,15.23,20.91,16.23,6.92,3.39,6.57,1.89,3.98,21.99,12.01,7.23,54.12,40.55,90.34,6.19,79.61,1.82,12.7,52.69,0.35,1.09,2.08,3.17,88.24,1.93,0.36,0.94,4.01,12.03,82.66,0.31,1.66,6.04,17.64,74.35,13.19,36.61,36.21,9.23,0.5,1.19,6.2,88.24,NA,NA,NA,NA,NA,5806081
"Denmark","DNK",NA,NA,"NAT_TOTAL",2020-05-04,2,1,2,1,1,1,4,1,1,1,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,9670,493,68.52,68.52,83.33,83.33,63.89,63.89,60.26,60.26,87.5,87.5,"DK",5806081,116,8,948,59,9523,481,1828,2842,0.00164017691106962,1.99790529963326e-05,0.000314842317907725,0.00048948679841015,"DK",5806081,116,8,9523,481,59,44271.4125231829,44019.6556542771,44524.6092379963,287.914945973927,5649.04310680455,7930.81012557595,0.00762500773295842,0.00758164683790616,0.00766861661730111,4.95885169314599e-05,0.000972952858701859,0.00136594892933391,"2020-W19","DK","Denmark",252,57,1.39508904543357,"DNK","Denmark",2275,0.006723,0.002139,0.007473,0.001806,0.008108,0.002347,0.008352,0.001908,0.025895,0.004156,0.010549,0.002142,0.535166,0.013053,0.538022,0.010452,0.103001,0.007955,0.095824,0.006171,0.006723,0.007473,0.008108,0.008352,0.025895,0.010549,0.535166,0.538022,0.103001,0.095824,5806081,2223,0.77,0.68,0.99,16.34,4.79,15.75,22.28,16.36,7.73,3.88,5.79,2.4,4.7,20.15,12.74,8.8,62.38,38.13,90.86,6.5,80.16,1.92,12.35,56.42,0.4,0.67,1.93,2.47,89.16,2.2,0.28,0.99,3.67,11.91,83.15,0.42,1.69,5.31,17.68,74.89,13.59,36.39,36.21,9.49,0.18,0.94,7.02,87.67,NA,NA,NA,NA,NA,0.77,0.68,0.99,16.34,4.79,15.75,22.28,16.36,7.73,3.88,5.79,2.4,4.7,20.15,12.74,8.8,62.38,38.13,90.86,6.5,80.16,1.92,12.35,56.42,0.4,0.67,1.93,2.47,89.16,2.2,0.28,0.99,3.67,11.91,83.15,0.42,1.69,5.31,17.68,74.89,13.59,36.39,36.21,9.49,0.18,0.94,7.02,87.67,NA,NA,NA,NA,NA,5806081
"Denmark","DNK",NA,NA,"NAT_TOTAL",2020-05-05,2,1,2,1,1,1,4,1,1,1,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,9821,503,68.52,68.52,83.33,83.33,63.89,63.89,60.26,60.26,87.5,87.5,"DK",5806081,147,9,972,63,9670,490,1758,2791,0.00166549519374601,2.5318282676387e-05,0.000302785992823731,0.000480702904420383,"DK",5806081,147,9,9670,490,63,44822.38058636,44570.578324594,45075.6054094077,550.968063177032,5027.68309892491,7864.77084509184,0.00771990273410928,0.00767653402089878,0.00776351645962358,9.48950011508678e-05,0.000865934026570576,0.00135457477170777,"2020-W19","DK","Denmark",228,49,1.39508904543357,"DNK","Denmark",2131,0.008094,0.002287,0.007977,0.001927,0.009846,0.002521,0.009855,0.00214,0.014541,0.003056,0.013139,0.002467,0.511541,0.01276,0.516659,0.010825,0.107744,0.007915,0.1084,0.006735,0.008094,0.007977,0.009846,0.009855,0.014541,0.013139,0.511541,0.516659,0.107744,0.1084,5806081,2088,1.01,0.82,1.11,16.09,4.14,16.46,22.99,16.48,6.74,3.22,6.3,2.26,4.33,20.39,12.36,8.98,53.77,36.67,91.25,6.32,78.84,1.71,13.83,54.22,0.62,0.77,1.39,3.11,89.08,1.63,0.2,1.01,3.83,12.54,82.42,0.35,1.51,6.34,18.82,72.97,12.88,35.63,37.16,9.53,0.38,1.2,6.23,87.6,NA,NA,NA,NA,NA,1.01,0.82,1.11,16.09,4.14,16.46,22.99,16.48,6.74,3.22,6.3,2.26,4.33,20.39,12.36,8.98,53.77,36.67,91.25,6.32,78.84,1.71,13.83,54.22,0.62,0.77,1.39,3.11,89.08,1.63,0.2,1.01,3.83,12.54,82.42,0.35,1.51,6.34,18.82,72.97,12.88,35.63,37.16,9.53,0.38,1.2,6.23,87.6,NA,NA,NA,NA,NA,5806081
"Denmark","DNK",NA,NA,"NAT_TOTAL",2020-05-06,2,1,2,1,1,1,4,1,1,1,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,9938,506,68.52,68.52,83.33,83.33,63.89,63.89,60.26,60.26,87.5,87.5,"DK",5806081,151,7,970,63,9821,497,1748,2748,0.00169150240928433,2.60072155383296e-05,0.000301063660668875,0.000473296876154501,"DK",5806081,151,7,9821,497,63,45233.1654131946,44981.3555063753,45486.3849758249,410.784826834679,4939.98211139924,7287.90605419843,0.00779065352570773,0.0077472834957651,0.00783426634520339,7.07507915984429e-05,0.000850829003487765,0.00125521949387176,"2020-W19","DK","Denmark",209,46,1.39508904543357,"DNK","Denmark",2140,0.006306,0.001881,0.007009,0.001803,0.006255,0.001873,0.007009,0.001803,0.014471,0.002838,0.013084,0.002456,0.529782,0.011859,0.534112,0.010783,0.11579,0.007603,0.115421,0.006907,0.006306,0.007009,0.006255,0.007009,0.014471,0.013084,0.529782,0.534112,0.11579,0.115421,5806081,2087,0.72,0.72,1.06,16.79,4.81,15.63,22.56,16.17,6.78,3.61,6.35,2.26,4.48,20.23,10.17,9.43,59.02,38.83,91.53,5.67,80.06,1.8,13.78,55.77,0.48,0.86,1.63,3.4,88.98,1.39,0.25,1.01,3.72,13.07,81.96,0.35,2.06,6.88,18.38,72.33,13.32,36.66,36.85,8.62,0.24,0.96,6.76,87.88,NA,NA,NA,NA,NA,0.72,0.72,1.06,16.79,4.81,15.63,22.56,16.17,6.78,3.61,6.35,2.26,4.48,20.23,10.17,9.43,59.02,38.83,91.53,5.67,80.06,1.8,13.78,55.77,0.48,0.86,1.63,3.4,88.98,1.39,0.25,1.01,3.72,13.07,81.96,0.35,2.06,6.88,18.38,72.33,13.32,36.66,36.85,8.62,0.24,0.96,6.76,87.88,NA,NA,NA,NA,NA,5806081
"Denmark","DNK",NA,NA,"NAT_TOTAL",2020-05-07,2,1,2,1,1,1,4,1,1,1,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,10083,514,68.52,68.52,83.33,83.33,63.89,63.89,60.26,60.26,87.5,87.5,"DK",5806081,162,3,975,57,9983,500,1773,2741,0.00171940419019301,2.79017809086714e-05,0.000305369491056015,0.000472091243646101,"DK",5806081,162,3,9983,500,57,45348.968067012,45097.3580586023,45601.9818737606,115.802653817314,4760.99596501066,7075.63611119742,0.00781059858913645,0.00776726298833969,0.00785417597063502,1.99450634287249e-05,0.000820001643967878,0.00121865955903774,"2020-W19","DK","Denmark",199,43,1.39508904543357,"DNK","Denmark",2107,0.005984,0.001829,0.005695,0.001639,0.006194,0.001861,0.005695,0.001639,0.022542,0.003521,0.016137,0.002745,0.494096,0.011859,0.50261,0.010893,0.100349,0.007127,0.098719,0.006498,0.005984,0.005695,0.006194,0.005695,0.022542,0.016137,0.494096,0.50261,0.100349,0.098719,5806081,2060,0.49,0.49,0.93,15.31,4.84,15.74,22.68,16.48,6.96,3.53,5.92,1.96,5.54,20.66,7.64,9.57,44.53,32.74,74.1,3.76,61.47,1.58,7.9,52.6,0.78,0.87,2.28,3.25,88.25,1.65,0.2,1.17,3.77,11.3,83.55,0.56,1.89,6.32,16.87,74.36,13.2,35.97,36.26,9.81,0.29,1.12,6.26,87.91,5.53,NA,NA,NA,NA,0.49,0.49,0.93,15.31,4.84,15.74,22.68,16.48,6.96,3.53,5.92,1.96,5.54,20.66,7.64,9.57,44.53,32.74,74.1,3.76,61.47,1.58,7.9,52.6,0.78,0.87,2.28,3.25,88.25,1.65,0.2,1.17,3.77,11.3,83.55,0.56,1.89,6.32,16.87,74.36,13.2,35.97,36.26,9.81,0.29,1.12,6.26,87.91,5.53,NA,NA,NA,NA,5806081
