"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","W_date","W_country","W_region","W_population","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick"
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/02/23","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/02/24","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/02/25","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/02/26","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/02/27","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/02/28","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/02/29","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/03/01","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,2,NA,NA,0,NA,NA,NA,NA,1,0,13.89,13.89,20.24,20.24,17.22,17.22,19.87,19.87,0,0,1,0,0.142857142857143,0,"2020/03/02","US",329064917,1,0,1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,2,NA,NA,0,NA,NA,NA,NA,2,0,13.89,13.89,20.24,20.24,17.22,17.22,19.87,19.87,0,0,1,0,0.285714285714286,0,"2020/03/03","US",329064917,1,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,2,NA,NA,0,NA,NA,NA,NA,2,0,13.89,13.89,20.24,20.24,17.22,17.22,19.87,19.87,0,0,0,0,0.285714285714286,0,"2020/03/04","US",329064917,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,2,NA,NA,0,NA,NA,NA,NA,2,0,13.89,13.89,20.24,20.24,17.22,17.22,19.87,19.87,0,0,0,0,0.285714285714286,0,"2020/03/05","US",329064917,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,2,NA,NA,0,NA,NA,NA,NA,2,0,13.89,13.89,20.24,20.24,17.22,17.22,19.87,19.87,0,0,0,0,0.285714285714286,0,"2020/03/06","US",329064917,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,2,NA,NA,0,NA,NA,NA,NA,2,0,13.89,13.89,20.24,20.24,17.22,17.22,19.87,19.87,0,0,0,0,0.285714285714286,0,"2020/03/07","US",329064917,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,2,NA,NA,0,NA,NA,NA,NA,4,0,13.89,13.89,20.24,20.24,17.22,17.22,19.87,19.87,0,0,2,0,0.571428571428571,0,"2020/03/08","US",329064917,2,0,4,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,2,NA,NA,0,NA,NA,NA,NA,4,0,13.89,13.89,20.24,20.24,17.22,17.22,19.87,19.87,0,0,0,0,0.428571428571429,0,"2020/03/09","US",329064917,0,0,4,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,2,NA,NA,0,NA,NA,NA,NA,4,0,13.89,13.89,20.24,20.24,17.22,17.22,19.87,19.87,0,0,0,0,0.285714285714286,0,"2020/03/10","US",329064917,0,0,4,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,2,NA,NA,0,NA,NA,NA,NA,5,0,13.89,13.89,20.24,20.24,17.22,17.22,19.87,19.87,0,0,1,0,0.428571428571429,0,"2020/03/11","US",329064917,1,0,5,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-12,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,6,0,23.15,23.15,32.14,32.14,22.78,22.78,26.28,26.28,0,0,1,0,0.571428571428571,0,"2020/03/12","US",329064917,1,0,6,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-13,1,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,6,0,26.85,26.85,39.29,39.29,25,25,28.85,28.85,0,0,0,0,0.571428571428571,0,"2020/03/13","US",329064917,0,0,6,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-14,1,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,7,0,26.85,26.85,39.29,39.29,25,25,28.85,28.85,0,0,1,0,0.714285714285714,0,"2020/03/14","US",329064917,1,0,7,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-15,1,1,1,1,1,1,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,7,0,32.41,32.41,48.81,48.81,28.33,28.33,32.69,32.69,0,0,0,0,0.428571428571429,0,"2020/03/15","US",329064917,0,0,7,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-16,2,1,1,1,1,1,0,NA,0,NA,0,NA,1,1,3,1,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,17,0,41.67,41.67,61.9,61.9,42.22,42.22,39.1,39.1,62.5,62.5,10,0,1.85714285714286,0,"2020/03/16","US",329064917,10,0,17,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-17,2,1,1,1,2,1,3,1,0,NA,0,NA,1,1,3,1,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,26,0,55.56,55.56,66.67,66.67,50.56,50.56,48.72,48.72,62.5,62.5,9,0,3.14285714285714,0,"2020/03/17","US",329064917,9,0,26,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-18,2,1,1,1,2,1,3,1,0,NA,0,NA,1,1,3,1,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,37,0,55.56,55.56,66.67,66.67,50.56,50.56,48.72,48.72,62.5,62.5,11,0,4.57142857142857,0,"2020/03/18","US",329064917,11,0,37,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-19,3,1,1,1,2,1,3,1,0,NA,0,NA,1,1,3,1,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,42,0,59.26,59.26,70.24,70.24,52.78,52.78,51.28,51.28,62.5,62.5,5,0,5.14285714285714,0,"2020/03/19","US",329064917,5,0,42,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-20,3,1,1,1,2,1,3,1,0,NA,0,NA,1,1,3,1,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,53,0,59.26,59.26,70.24,70.24,52.78,52.78,51.28,51.28,62.5,62.5,11,0,6.71428571428571,0,"2020/03/20","US",329064917,11,0,53,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-21,3,1,1,1,2,1,3,1,0,NA,0,NA,1,1,3,1,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,61,0,59.26,59.26,70.24,70.24,52.78,52.78,51.28,51.28,62.5,62.5,8,0,7.71428571428571,0,"2020/03/21","US",329064917,8,0,61,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-22,3,1,1,1,2,1,3,1,0,NA,0,NA,1,1,3,1,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,73,0,59.26,59.26,70.24,70.24,52.78,52.78,51.28,51.28,62.5,62.5,12,0,9.42857142857143,0,"2020/03/22","US",329064917,12,0,73,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-03-22","US","USNH",1359711,0,0,0,0
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-23,3,1,1,1,2,1,4,1,0,NA,0,NA,1,1,3,1,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,101,1,62.04,62.04,70.24,70.24,54.44,54.44,53.21,53.21,62.5,62.5,28,1,12,0.142857142857143,"2020/03/23","US",329064917,28,1,101,1,399.850288709762,62.6829571073655,2550.61759622207,399.850288709762,399.850288709762,399.850288709762,1.21511066070213e-06,1.90488119118956e-07,7.75110765217816e-06,1.21511066070213e-06,1.21511066070213e-06,1.21511066070213e-06,"2020-03-23","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-24,3,1,1,1,2,1,4,1,0,NA,0,NA,1,1,3,1,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,101,1,62.04,62.04,70.24,70.24,54.44,54.44,53.21,53.21,62.5,62.5,0,0,10.7142857142857,0.142857142857143,"2020/03/24","US",329064917,0,0,101,1,316.391661587693,48.4391697771663,2066.58545104563,0,399.850288709762,399.850288709762,9.61487066054182e-07,1.47202473660133e-07,6.28017556501056e-06,0,1.21511066070213e-06,1.21511066070213e-06,"2020-03-24","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-25,3,1,1,1,2,1,4,1,0,NA,0,NA,1,1,3,1,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,108,1,62.04,62.04,70.24,70.24,54.44,54.44,53.21,53.21,62.5,62.5,7,0,10.1428571428571,0.142857142857143,"2020/03/25","US",329064917,7,0,108,1,270.560722835353,40.6985827583057,1798.66471459008,0,399.850288709762,399.850288709762,8.22210782303946e-07,1.23679495004646e-07,5.46598747441096e-06,0,1.21511066070213e-06,1.21511066070213e-06,"2020-03-25","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-26,3,1,1,1,2,1,4,1,0,NA,0,NA,1,1,3,1,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,137,1,62.04,62.04,70.24,70.24,54.44,54.44,53.21,53.21,62.5,62.5,29,0,13.5714285714286,0.142857142857143,"2020/03/26","US",329064917,29,0,137,1,282.124183682606,41.9491364794333,1897.39436132612,0,399.850288709762,399.850288709762,8.5735114595217e-07,1.27479820279453e-07,5.76601838513865e-06,0,1.21511066070213e-06,1.21511066070213e-06,"2020-03-26","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-27,3,1,1,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,158,1,69.44,69.44,71.43,71.43,62.22,62.22,58.33,58.33,87.5,87.5,21,0,15,0.142857142857143,"2020/03/27","US",329064917,21,0,158,1,272.465337501998,40.1365976366569,1849.61766844622,0,399.850288709762,399.850288709762,8.2799874257637e-07,1.2197167052195e-07,5.62082912183016e-06,0,1.21511066070213e-06,1.21511066070213e-06,"2020-03-27","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-28,3,1,3,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,187,2,76.85,76.85,78.57,78.57,66.67,66.67,63.46,63.46,87.5,87.5,29,1,18,0.285714285714286,"2020/03/28","US",329064917,29,1,187,2,543.302280796115,211.65897227336,1394.58944332885,0,399.850288709762,399.850288709762,1.65104893511366e-06,6.43213424885886e-07,4.23803745486744e-06,0,1.21511066070213e-06,1.21511066070213e-06,"2020-03-28","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-29,3,1,3,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,214,2,76.85,76.85,78.57,78.57,66.67,66.67,63.46,63.46,87.5,87.5,27,0,20.1428571428571,0.285714285714286,"2020/03/29","US",329064917,27,0,214,2,525.613763184177,203.547114298822,1357.27705597952,0,399.850288709762,399.850288709762,1.59729505039936e-06,6.1856218570642e-07,4.12464831667097e-06,0,1.21511066070213e-06,1.21511066070213e-06,"2020-03-29","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-30,3,1,3,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,314,3,76.85,76.85,78.57,78.57,66.67,66.67,63.46,63.46,87.5,87.5,100,1,30.4285714285714,0.285714285714286,"2020/03/30","US",329064917,100,1,314,3,980.936735945289,523.891782637861,1836.70924380989,392.4426645649,792.292953274662,792.292953274662,2.98098243011816e-06,1.59206209952142e-06,5.58160152882505e-06,1.19259952760294e-06,2.40771018830507e-06,2.40771018830507e-06,"2020-03-30","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-03-31,3,1,3,1,2,1,4,1,0,NA,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,357,3,76.85,76.85,78.57,78.57,66.67,66.67,63.46,63.46,87.5,87.5,43,0,36.5714285714286,0.285714285714286,"2020/03/31","US",329064917,43,0,357,3,937.609060580575,498.560383955738,1763.2984464342,145.316107305914,937.609060580575,937.609060580575,2.84931334865022e-06,1.51508215613194e-06,5.35851242517657e-06,4.41603160345148e-07,2.84931334865022e-06,2.84931334865022e-06,"2020-03-31","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-01,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,367,3,85.19,85.19,88.1,88.1,71.67,71.67,69.23,69.23,87.5,87.5,10,0,37,0.285714285714286,"2020/04/01","US",329064917,10,0,367,3,798.389848092446,422.831681075445,1507.51795115216,0,937.609060580575,937.609060580575,2.426238127635e-06,1.28494913687637e-06,4.58121748406306e-06,0,2.84931334865022e-06,2.84931334865022e-06,"2020-04-01","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-02,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,479,3,85.19,85.19,88.1,88.1,71.67,71.67,69.23,69.23,87.5,87.5,112,0,48.8571428571429,0.285714285714286,"2020/04/02","US",329064917,112,0,479,3,867.550738173614,457.96121834567,1643.46729189083,0,937.609060580575,937.609060580575,2.63641212829022e-06,1.391704781296e-06,4.9943558458735e-06,0,2.84931334865022e-06,2.84931334865022e-06,"2020-04-02","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-03,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,0,NA,NA,NA,NA,479,5,85.19,85.19,88.1,88.1,71.67,71.67,69.23,69.23,87.5,87.5,0,2,45.8571428571429,0.571428571428571,"2020/04/03","US",329064917,0,2,479,5,1214.40983802827,830.33589190389,1776.1381497291,67.5232425525999,1005.13230313318,1005.13230313318,3.69048712059531e-06,2.5233194090511e-06,5.3975311799316e-06,2.05197330569882e-07,3.0545106792201e-06,3.0545106792201e-06,"2020-04-03","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-04,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,540,7,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,61,2,50.4285714285714,0.714285714285714,"2020/04/04","US",329064917,61,2,540,7,1621.54996770279,1237.49676543002,2124.7928650894,616.417664569615,1221.69967899303,1621.54996770279,4.92775098143565e-06,3.76064630867356e-06,6.45706289342719e-06,1.87324030221555e-06,3.71264032073352e-06,4.92775098143565e-06,"2020-04-04","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-05,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,621,9,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,81,2,58.1428571428571,1,"2020/04/05","US",329064917,81,2,621,9,2058.0684816278,1668.70834320815,2538.27811930668,436.518513925005,1658.21819291803,2058.0684816278,6.2542932269738e-06,5.07106123138659e-06,7.71360904239658e-06,1.32654224553815e-06,5.03918256627167e-06,6.2542932269738e-06,"2020-04-05","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-06,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,715,9,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,94,0,57.2857142857143,0.857142857142857,"2020/04/06","US",329064917,94,0,715,9,2053.70522181115,1662.98249992788,2536.22941809509,0,1658.21819291803,2058.0684816278,6.24103365540834e-06,5.0536608857877e-06,7.70738321549814e-06,0,5.03918256627167e-06,6.2542932269738e-06,"2020-04-06","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-07,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,715,9,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,0,0,51.1428571428571,0.857142857142857,"2020/04/07","US",329064917,0,0,715,9,1787.72829845776,1445.98104362266,2210.24506732102,0,1658.21819291803,2058.0684816278,5.43275264575761e-06,4.39421211110954e-06,6.71674479148751e-06,0,5.03918256627167e-06,6.2542932269738e-06,"2020-04-07","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-08,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,747,13,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,32,4,54.2857142857143,1.42857142857143,"2020/04/08","US",329064917,32,4,747,13,2365.08360398458,2043.63856373826,2737.088912437,32.311679370102,1690.52987228814,2090.3801609979,7.18728579620834e-06,6.21044194674288e-06,8.31777795515344e-06,9.81924164528969e-08,5.13737498272457e-06,6.3524856434267e-06,"2020-04-08","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-09,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,819,21,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,72,8,48.5714285714286,2.57142857142857,"2020/04/09","US",329064917,72,8,819,21,3720.61566329133,3402.52252250422,4068.44651941951,1630.23550229343,3320.76537458157,3720.61566329133,1.13066312179713e-05,1.03399735028703e-05,1.23636592940703e-05,4.95414557454459e-06,1.00915205572692e-05,1.13066312179713e-05,"2020-04-09","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-10,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,819,21,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,0,0,48.5714285714286,2.28571428571429,"2020/04/10","US",329064917,0,0,819,21,3342.01388735508,3054.46804192326,3656.62913148098,0,3320.76537458157,3320.76537458157,1.01560929613019e-05,9.2822658512796e-06,1.11121816473708e-05,0,1.00915205572692e-05,1.00915205572692e-05,"2020-04-10","US","USNH",1359711,0,NA,NA,NA
