"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","hosp_year_week","hosp_date","hosp_countrycode","hosp_countryname","hosp_hosp_occupancy","hosp_hosp_weekly_admission","hosp_icu_weekly_admission","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-15,1,1,0,NA,2,1,3,1,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,12,0,39.81,39.81,42.86,42.86,26.11,26.11,30.13,30.13,0,0,4,0,1.57142857142857,0,2,0,0.571428571428571,0,2759631,"LT","LTU","Europe","Lithuania","2020-03-15",12,4,1.571,NA,NA,0,4.408,1.469,0.577,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21.434,7.873,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,39.81,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/15","LT",2759631,4,0,12,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/15","LT",2759631,4,0,12,0,507.246376811594,144.927536231884,507.246376811594,507.246376811594,4.34840745012648e-06,0,0.000183809493664767,5.25169981899334e-05,0.000183809493664767,0.000183809493664767,"2020-W11","2020-03-15","LT","Lithuania",NA,0.78734972356867,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-15",-13,13,51,-19,-3,2
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-16,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,0,2244535000,0,2,1,1,0,550832500,0,0,NA,0,NA,NA,17,0,81.48,81.48,90.48,90.48,51.11,51.11,58.97,58.97,0,0,5,0,2.28571428571429,0,1,0,0.714285714285714,0,2759631,"LT","LTU","Europe","Lithuania","2020-03-16",17,5,2.286,NA,NA,0,6.245,1.837,0.84,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,"2020/03/16","LT",2794184,13,0,14,0,14,0,14,14,5.01040733180063e-06,4.65252109381487e-06,5.01040733180063e-06,5.01040733180063e-06,"2020/03/16","LT",2759631,5,0,17,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/16","LT",2759631,5,0,17,0,507.246376811594,0,507.246376811594,507.246376811594,6.16024388767919e-06,0,0.000183809493664767,0,0.000183809493664767,0.000183809493664767,"2020-W11","2020-03-16","LT","Lithuania",NA,0.78734972356867,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-16",-46,-18,5,-42,-36,15
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-17,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,25,0,81.48,81.48,90.48,90.48,54.44,54.44,58.97,58.97,25,25,8,0,3.42857142857143,0,3,0,1.14285714285714,0,2759631,"LT","LTU","Europe","Lithuania","2020-03-17",25,8,3.429,NA,NA,0,9.183,2.939,1.259,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/17","LT",2759631,8,0,25,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/17","LT",2759631,8,0,25,0,507.246376811594,0,507.246376811594,507.246376811594,9.05918218776351e-06,0,0.000183809493664767,0,0.000183809493664767,0.000183809493664767,"2020-W12","2020-03-17","LT","Lithuania",NA,3.22097614187183,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-17",-50,-23,48,-44,-45,17
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-18,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,27,0,81.48,81.48,90.48,90.48,54.44,54.44,58.97,58.97,25,25,2,0,3.42857142857143,0,-6,0,0,0,2759631,"LT","LTU","Europe","Lithuania","2020-03-18",27,2,3.429,NA,NA,0,9.918,0.735,1.259,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/18","LT",2759631,2,0,27,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/18","LT",2759631,2,0,27,0,579.710144927536,72.4637681159421,579.710144927536,579.710144927536,9.78391676278459e-06,0,0.000210067992759734,2.62584990949667e-05,0.000210067992759734,0.000210067992759734,"2020-W12","2020-03-18","LT","Lithuania",NA,3.22097614187183,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-18",-54,-27,41,-48,-48,19
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-19,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,36,0,81.48,81.48,90.48,90.48,54.44,54.44,58.97,58.97,25,25,9,0,4.71428571428571,0,7,0,1.28571428571429,0,2759631,"LT","LTU","Europe","Lithuania","2020-03-19",36,9,4.714,NA,NA,0,13.224,3.306,1.732,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0.017,NA,NA,NA,NA,NA,"tests performed",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/19","LT",2759631,9,0,36,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/19","LT",2759631,9,0,36,0,579.710144927536,0,579.710144927536,579.710144927536,1.30452223503795e-05,0,0.000210067992759734,0,0.000210067992759734,0.000210067992759734,"2020-W12","2020-03-19","LT","Lithuania",NA,3.22097614187183,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-19",-55,-27,30,-51,-49,19
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-20,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,49,0,81.48,81.48,90.48,90.48,54.44,54.44,58.97,58.97,25,25,13,0,6.14285714285714,0,4,0,1.42857142857143,0,2759631,"LT","LTU","Europe","Lithuania","2020-03-20",49,13,6.143,NA,NA,0,18,4.775,2.257,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,159,0.058,0.042,NA,NA,NA,NA,"tests performed",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/20","LT",2759631,13,0,49,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/20","LT",2759631,13,0,49,0,652.173913043478,72.463768115942,579.710144927536,652.173913043478,1.77559970880165e-05,0,0.0002363264918547,2.62584990949667e-05,0.000210067992759734,0.0002363264918547,"2020-W12","2020-03-20","LT","Lithuania",NA,3.22097614187183,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-20",-62,-13,25,-52,-48,21
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-21,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,83,1,81.48,81.48,90.48,90.48,54.44,54.44,58.97,58.97,25,25,34,1,10.7142857142857,0.142857142857143,21,1,4.57142857142857,0.142857142857143,2759631,"LT","LTU","Europe","Lithuania","2020-03-21",83,34,10.714,1,1,0.143,30.489,12.489,3.936,0.367,0.367,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,491,0.18,0.122,NA,NA,NA,NA,"tests performed",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/21","LT",2759631,34,1,83,1,624.51298657599,106.813319269998,3651.38423810422,624.51298657599,624.51298657599,624.51298657599,0.000226303076960648,3.87056527738664e-05,0.00132314220202057,0.000226303076960648,0.000226303076960648,0.000226303076960648,"2020/03/21","LT",2759631,34,1,83,1,652.173913043478,0,579.710144927536,652.173913043478,3.00764848633749e-05,3.6236728751054e-07,0.0002363264918547,0,0.000210067992759734,0.0002363264918547,"2020-W12","2020-03-21","LT","Lithuania",NA,3.22097614187183,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-21",-69,-25,0,-54,-35,13
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-22,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,143,1,81.48,81.48,90.48,90.48,54.44,54.44,58.97,58.97,25,25,60,0,18.7142857142857,0.142857142857143,26,-1,8,0,2759631,"LT","LTU","Europe","Lithuania","2020-03-22",143,60,18.714,1,0,0.143,52.529,22.04,6.874,0.367,0,0.052,NA,NA,NA,NA,NA,NA,NA,87.684,32.21,307,798,0.293,0.113,NA,NA,NA,NA,"tests performed",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/22","LT",2759631,60,0,143,1,792.290800359444,129.516493229105,4846.67779897197,167.777813783453,792.290800359444,792.290800359444,0.000287100268245807,4.69325403393081e-05,0.00175627748745103,6.07971912851586e-05,0.000287100268245807,0.000287100268245807,"2020/03/22","LT",2759631,60,0,143,1,797.101449275362,144.927536231884,724.63768115942,797.101449275362,5.18185221140073e-05,3.6236728751054e-07,0.000288843490044634,5.25169981899334e-05,0.000262584990949667,0.000288843490044634,"2020-W12","2020-03-22","LT","Lithuania",NA,3.22097614187183,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-22",-68,-27,7,-55,-31,10
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-23,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,179,1,81.48,81.48,90.48,90.48,54.44,54.44,58.97,58.97,25,25,36,0,23.1428571428571,0.142857142857143,-24,0,4.42857142857143,0,2759631,"LT","LTU","Europe","Lithuania","2020-03-23",179,36,23.143,1,0,0.143,65.753,13.224,8.501,0.367,0,0.052,1.34,NA,NA,NA,NA,NA,NA,NA,NA,222,1020,0.375,0.082,NA,NA,NA,NA,"tests performed",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,"2020/03/23","LT",2794184,129,1,143,1,143,1,143,143,5.11777320319635e-05,4.61673247001629e-05,5.11777320319635e-05,5.11777320319635e-05,"2020/03/23","LT",2759631,36,0,179,1,692.527145679194,107.944352324096,4442.97304283804,0,792.290800359444,792.290800359444,0.000250949183307186,3.91155021537649e-05,0.00160998809001567,0,0.000287100268245807,0.000287100268245807,"2020/03/23","LT",2759631,36,0,179,1,942.028985507246,144.927536231884,797.101449275362,942.028985507246,6.48637444643867e-05,3.6236728751054e-07,0.000341360488234567,5.25169981899334e-05,0.000288843490044634,0.000341360488234567,"2020-W13","2020-03-23","LT","Lithuania",NA,3.04203302287895,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-23",-62,-22,25,-54,-50,20
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-24,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,209,2,81.48,81.48,90.48,90.48,54.44,54.44,58.97,58.97,25,25,30,1,26.2857142857143,0.285714285714286,-6,1,3.14285714285714,0.142857142857143,2759631,"LT","LTU","Europe","Lithuania","2020-03-24",209,30,26.286,2,1,0.286,76.774,11.02,9.656,0.735,0.367,0.105,1.34,NA,NA,NA,NA,NA,NA,NA,NA,385,1405,0.516,0.141,NA,NA,NA,NA,"tests performed",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/24","LT",2759631,30,1,209,2,1103.5002823651,444.498011189525,2739.52378306739,211.445827325408,1003.73662768485,1003.73662768485,0.000399872404087757,0.000161071538618578,0.000992713802340743,7.66210509033301e-05,0.000363721319149137,0.000363721319149137,"2020/03/24","LT",2759631,30,1,209,2,1086.95652173913,144.927536231884,797.101449275362,1086.95652173913,7.57347630897029e-05,7.24734575021081e-07,0.0003938774864245,5.25169981899334e-05,0.000288843490044634,0.0003938774864245,"2020-W13","2020-03-24","LT","Lithuania",NA,3.04203302287895,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-24",-63,-23,28,-55,-52,21
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-25,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,274,4,81.48,81.48,90.48,90.48,54.44,54.44,58.97,58.97,25,25,65,2,35.2857142857143,0.571428571428571,35,1,9,0.285714285714286,2759631,"LT","LTU","Europe","Lithuania","2020-03-25",274,65,35.286,4,2,0.571,100.651,23.877,12.962,1.469,0.735,0.21,1.33,NA,NA,NA,NA,NA,NA,NA,NA,767,2172,0.798,0.282,NA,NA,NA,NA,"tests performed",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/25","LT",2759631,65,2,274,4,2036.85497741271,1309.66824529588,3167.80849952857,1033.11834972786,2036.85497741271,2036.85497741271,0.000738089613217388,0.000474580929586555,0.001147910173327,0.000374368294068251,0.000738089613217388,0.000738089613217388,"2020/03/25","LT",2759631,65,2,274,4,1086.95652173913,0,797.101449275362,1086.95652173913,9.92886367778881e-05,1.44946915004216e-06,0.0003938774864245,0,0.000288843490044634,0.0003938774864245,"2020-W13","2020-03-25","LT","Lithuania",NA,3.04203302287895,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-25",-64,-25,37,-55,-53,21
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-26,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,299,4,81.48,81.48,90.48,90.48,54.44,54.44,58.97,58.97,25,25,25,0,37.5714285714286,0.571428571428571,-40,-2,2.28571428571428,0,2759631,"LT","LTU","Europe","Lithuania","2020-03-26",299,25,37.571,4,0,0.571,109.834,9.183,13.801,1.469,0,0.21,1.31,NA,NA,NA,NA,NA,NA,NA,NA,425,2597,0.954,0.156,365,0.134,0.103,9.7,"tests performed",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/26","LT",2759631,25,0,299,4,1623.70850761657,1030.2529697956,2559.01161656391,0,2036.85497741271,2036.85497741271,0.000588378847612803,0.000373329974114512,0.000927302098202227,0,0.000738089613217388,0.000738089613217388,"2020/03/26","LT",2759631,25,0,299,4,1086.95652173913,0,724.63768115942,1014.49275362319,0.000108347818965652,1.44946915004216e-06,0.0003938774864245,0,0.000262584990949667,0.000367618987329534,"2020-W13","2020-03-26","LT","Lithuania",NA,3.04203302287895,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-26",-64,-27,36,-55,-53,21
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-27,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,358,5,81.48,81.48,90.48,90.48,54.44,54.44,58.97,58.97,25,25,59,1,44.1428571428571,0.714285714285714,34,1,6.57142857142858,0.142857142857143,2759631,"LT","LTU","Europe","Lithuania","2020-03-27",358,59,44.143,5,1,0.714,131.507,21.673,16.215,1.837,0.367,0.262,1.3,NA,NA,NA,NA,NA,NA,NA,NA,1160,3757,1.38,0.426,514,0.189,0.086,11.6,"tests performed",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/27","LT",2759631,59,1,358,5,1835.62504539802,1272.64980569964,2647.64060953914,0,2036.85497741271,2036.85497741271,0.000665170468587292,0.000461166658042196,0.000959418345981453,0,0.000738089613217388,0.000738089613217388,"2020/03/27","LT",2759631,59,1,358,5,1159.42028985507,72.463768115942,652.173913043478,1086.95652173913,0.000129727488928773,1.8118364375527e-06,0.000420135985519467,2.62584990949667e-05,0.0002363264918547,0.0003938774864245,"2020-W13","2020-03-27","LT","Lithuania",NA,3.04203302287895,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-27",-64,-23,43,-55,-52,22
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-28,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,394,7,81.48,81.48,90.48,90.48,54.44,54.44,58.97,58.97,25,25,36,2,44.4285714285714,0.857142857142857,-23,1,0.285714285714285,0.142857142857143,2759631,"LT","LTU","Europe","Lithuania","2020-03-28",394,36,44.429,7,2,0.857,144.731,13.224,16.32,2.571,0.735,0.315,1.28,NA,NA,NA,NA,NA,NA,NA,NA,996,4753,1.746,0.366,609,0.224,0.073,13.7,"tests performed",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/28","LT",2759631,36,2,394,7,2209.28642220032,1703.28350517091,2865.61014681401,0,2036.85497741271,2036.85497741271,0.000800573128146596,0.000617214223630226,0.00103840337596367,0,0.000738089613217388,0.000738089613217388,"2020/03/28","LT",2759631,36,2,394,7,1594.20289855072,434.782608695652,1086.95652173913,1521.73913043478,0.000142772711279153,2.53657101257378e-06,0.000577686980089267,0.0001575509945698,0.0003938774864245,0.000551428480994301,"2020-W13","2020-03-28","LT","Lithuania",NA,3.04203302287895,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-28",-67,-27,62,-46,-34,9
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-29,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,460,7,81.48,81.48,90.48,90.48,54.44,54.44,58.97,58.97,25,25,66,0,45.2857142857143,0.857142857142857,30,-2,0.857142857142854,0,2759631,"LT","LTU","Europe","Lithuania","2020-03-29",460,66,45.286,7,0,0.857,168.975,24.244,16.635,2.571,0,0.315,1.26,NA,NA,NA,NA,NA,NA,82.813,30.42,1007,5760,2.116,0.37,709,0.26,0.064,15.7,"tests performed",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/29","LT",2759631,66,0,460,7,2069.61695909429,1588.54608426645,2696.3739987113,0,2036.85497741271,2036.85497741271,0.000749961483652812,0.000575637135641124,0.000977077732026964,0,0.000738089613217388,0.000738089613217388,"2020/03/29","LT",2759631,66,0,460,7,1666.66666666667,72.463768115942,1159.42028985507,1521.73913043478,0.000166688952254849,2.53657101257378e-06,0.000603945479184234,2.62584990949667e-05,0.000420135985519467,0.000551428480994301,"2020-W13","2020-03-29","LT","Lithuania",NA,3.04203302287895,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-29",-72,-38,-28,-63,-33,11
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-30,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,491,7,81.48,81.48,90.48,90.48,56.67,56.67,61.54,61.54,25,25,31,0,44.5714285714286,0.857142857142857,-35,0,-0.714285714285715,0,2759631,"LT","LTU","Europe","Lithuania","2020-03-30",491,31,44.571,7,0,0.857,180.363,11.387,16.373,2.571,0,0.315,1.23,NA,NA,NA,NA,NA,NA,NA,NA,1676,7436,2.732,0.616,917,0.337,0.049,20.6,"tests performed",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,"2020/03/30","LT",2794184,341,6,484,7,484,7,484,484,0.000173216939185107,0.000122039207153144,0.000173216939185107,0.000173216939185107,"2020/03/30","LT",2759631,31,0,491,7,1812.3629952834,1386.86886618142,2368.39957026114,0,2036.85497741271,2036.85497741271,0.000656741062585325,0.00050255590917098,0.000858230528016658,0,0.000738089613217388,0.000738089613217388,"2020/03/30","LT",2759631,31,0,491,7,1666.66666666667,0,1086.95652173913,1376.8115942029,0.000177922338167675,2.53657101257378e-06,0.000603945479184234,0,0.0003938774864245,0.000498911482804367,"2020-W14","2020-03-30","LT","Lithuania",NA,2.32626054690743,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-30",-64,-29,3,-60,-53,22
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-03-31,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,0,NA,1,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,537,8,81.48,81.48,90.48,90.48,56.67,56.67,61.54,61.54,25,25,46,1,46.8571428571429,0.857142857142857,15,1,2.28571428571428,0,2759631,"LT","LTU","Europe","Lithuania","2020-03-31",537,46,46.857,8,1,0.857,197.26,16.898,17.212,2.939,0.367,0.315,1.21,NA,NA,NA,NA,NA,NA,NA,NA,1475,8911,3.273,0.542,1072,0.394,0.044,22.9,"tests performed",NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/31","LT",2759631,46,1,537,8,1893.14377067699,1496.75666523566,2394.50634809019,0,2036.85497741271,2036.85497741271,0.000686013373047698,0.000542375652844769,0.000867690770284212,0,0.000738089613217388,0.000738089613217388,"2020/03/31","LT",2759631,46,1,537,8,1739.13043478261,72.463768115942,1159.42028985507,1449.27536231884,0.00019459123339316,2.89893830008432e-06,0.000630203978279201,2.62584990949667e-05,0.000420135985519467,0.000525169981899334,"2020-W14","2020-03-31","LT","Lithuania",NA,2.32626054690743,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-03-31",-63,-26,7,-58,-53,22
