"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-04-18,3,1,3,1,2,1,4,1,1,1,2,1,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,114,8,79.63,79.63,91.67,91.67,63.89,63.89,69.87,69.87,25,25,0,0,0.285714285714286,0,0,0,-0.428571428571429,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-04-18",114,0,0.286,8,0,0,81.458,0,0.204,5.716,0,0,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,79.63,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/18","TT",1394969,0,0,114,8,699.81624751763,558.234635304395,877.306331991761,0,0,342.16608178868,0.000501671540742217,0.000400177090175047,0.000628907403671165,0,0,0.0002452857961637,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-04-18",-70,-33,-61,-80,-48,21
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-04-19,3,1,3,1,2,1,4,1,1,1,2,1,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,114,8,79.63,79.63,91.67,91.67,63.89,63.89,69.87,69.87,25,25,0,0,0.142857142857143,0,0,0,-0.142857142857143,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-04-19",114,0,0.143,8,0,0,81.458,0,0.102,5.716,0,0,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,79.63,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/19","TT",1394969,0,0,114,8,687.713324457984,548.342035548699,862.508408941867,0,0,342.16608178868,0.00049299541743077,0.000393085463224415,0.000618299337793074,0,0,0.0002452857961637,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-04-19",-71,-44,-66,-85,-38,15
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-04-20,3,1,3,1,2,1,4,1,1,1,2,1,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,114,8,79.63,79.63,91.67,91.67,63.89,63.89,69.87,69.87,25,25,0,0,0.142857142857143,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-04-20",114,0,0.143,8,0,0,81.458,0,0.102,5.716,0,0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,79.63,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,"2020/04/20","TT",1394969,1,0,114,8,114,8,114,114,8.17222461574415e-05,7.1686180839861e-07,8.17222461574415e-05,8.17222461574415e-05,"2020/04/20","TT",1394969,0,0,114,8,677.102848781794,539.656964254271,849.554991775114,0,0,342.16608178868,0.000485389172649567,0.000386859467310221,0.000609013527737974,0,0,0.0002452857961637,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-04-20",-64,-32,-54,-75,-62,26
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-04-21,3,1,3,1,2,1,4,1,1,1,2,1,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,115,8,79.63,79.63,91.67,91.67,63.89,63.89,69.87,69.87,25,25,1,0,0.285714285714286,0,1,0,0.142857142857143,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-04-21",115,1,0.286,8,0,0,82.173,0.715,0.204,5.716,0,0,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,79.63,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/21","TT",1394969,1,0,115,8,673.643639335705,536.7914900247,845.385519797589,0,0,187.784878387605,0.000482909397510414,0.000384805318272091,0.000606024592516098,0,0,0.000134615807510851,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-04-21",-68,-31,-56,-76,-62,27
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-04-22,3,1,3,1,2,1,4,1,1,1,2,1,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,115,8,79.63,79.63,91.67,91.67,63.89,63.89,69.87,69.87,25,25,0,0,0.142857142857143,0,-1,0,-0.142857142857143,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-04-22",115,0,0.143,8,0,0,82.173,0,0.102,5.716,0,0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,79.63,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/22","TT",1394969,0,0,115,8,665.266626368403,530.011343271625,835.038136028682,0,0,152.490106429805,0.000476904236845695,0.000379944890009474,0.000598606948275325,0,0,0.000109314333458166,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-04-22",-68,-32,-57,-75,-62,28
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-04-23,3,1,3,1,2,1,4,1,1,1,2,1,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,115,8,79.63,79.63,91.67,91.67,63.89,63.89,69.87,69.87,25,25,0,0,0.142857142857143,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-04-23",115,0,0.143,8,0,0,82.173,0,0.102,5.716,0,0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,79.63,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/23","TT",1394969,0,0,115,8,657.655529719558,523.845990721549,825.644948002693,0,0,72.4293687682696,0.000471448132338108,0.000375525184231011,0.000591873330520386,0,0,5.19218482763915e-05,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-04-23",-65,-30,-54,-76,-61,28
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-04-24,3,1,3,1,2,1,4,1,1,1,2,1,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,115,8,79.63,79.63,91.67,91.67,63.89,63.89,69.87,69.87,25,25,0,0,0.142857142857143,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-04-24",115,0,0.143,8,0,0,82.173,0,0.102,5.716,0,0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,79.63,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/24","TT",1394969,0,0,115,8,650.767951515639,518.261179212675,817.153481113955,0,0,0,0.00046651069057136,0.000371521646153194,0.000585786122210569,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-04-24",-68,-25,-53,-77,-59,29
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-04-25,3,1,3,1,2,1,4,1,1,1,2,1,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,115,8,79.63,79.63,91.67,91.67,63.89,63.89,69.87,69.87,25,25,0,0,0.142857142857143,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-04-25",115,0,0.143,8,0,0,82.173,0,0.102,5.716,0,0,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,79.63,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/25","TT",1394969,0,0,115,8,644.569700375919,513.229234216334,809.521498277658,0,0,0,0.000462067401050431,0.000367914436963355,0.000580315045192874,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-04-25",-66,-30,-57,-78,-44,20
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-04-26,3,1,3,1,2,1,4,1,1,1,2,1,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,115,8,79.63,79.63,91.67,91.67,63.89,63.89,69.87,69.87,25,25,0,0,0.142857142857143,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-04-26",115,0,0.143,8,0,0,82.173,0,0.102,5.716,0,0,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,79.63,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/26","TT",1394969,0,0,115,8,639.008061914702,508.707772628734,802.683436665302,0,0,0,0.000458080474845464,0.000364673173833063,0.000575413099979499,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-04-26",-66,-37,-60,-83,-33,14
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-04-27,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,116,8,90.74,90.74,95.24,95.24,70.56,70.56,77.56,77.56,25,25,1,0,0.285714285714286,0,1,0,0.142857142857143,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-04-27",116,1,0.286,8,0,0,82.887,0.715,0.204,5.716,0,0,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,90.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,"2020/04/27","TT",1394969,2,0,116,8,116,8,116,116,8.31559697742387e-05,1.43372361679722e-06,8.31559697742387e-05,8.31559697742387e-05,"2020/04/27","TT",1394969,1,0,116,8,639.53452725535,509.035512745369,803.488953738905,0,0,0,0.00045845787774162,0.000364908118205759,0.000575990544405578,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-04-27",-60,-26,-51,-73,-59,25
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-04-28,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,116,8,90.74,90.74,95.24,95.24,77.22,77.22,77.56,77.56,75,75,0,0,0.142857142857143,0,-1,0,-0.142857142857143,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-04-28",116,0,0.143,8,0,0,82.887,0,0.102,5.716,0,0,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,90.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/28","TT",1394969,0,0,116,8,634.928567885302,505.280425711327,797.84267468773,0,0,0,0.000455156041378197,0.000362216239723841,0.000571942942594229,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-04-28",-60,-23,-49,-73,-59,22
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-04-29,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,116,8,90.74,90.74,95.24,95.24,77.22,77.22,77.56,77.56,75,75,0,0,0.142857142857143,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-04-29",116,0,0.143,8,0,0,82.887,0,0.102,5.716,0,0,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,90.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/29","TT",1394969,0,0,116,8,630.595031227765,501.745054518433,792.534156197722,0,0,0,0.000452049494453113,0.000359681867137143,0.000568137468429565,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-04-29",-60,-22,-51,-72,-59,26
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-04-30,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,116,8,90.74,90.74,95.24,95.24,77.22,77.22,77.56,77.56,75,75,0,0,0.142857142857143,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-04-30",116,0,0.143,8,0,0,82.887,0,0.102,5.716,0,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,90.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/30","TT",1394969,0,0,116,8,626.560721088711,498.535078130381,787.463820366388,0,0,0,0.00044915745159119,0.000357380757658687,0.000564502738316327,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-04-30",-59,-21,-47,-73,-58,26
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-05-01,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,116,8,90.74,90.74,95.24,95.24,75,75,75,75,75,75,0,0,0.142857142857143,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-05-01",116,0,0.143,8,0,0,82.887,0,0.102,5.716,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,90.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/01","TT",1394969,0,0,116,8,622.850748988806,495.499119367052,782.93389504198,0,0,0,0.000446497914282544,0.000355204394769383,0.000561255407856361,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-05-01",-61,-18,-48,-73,-56,27
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-05-02,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,116,8,90.74,90.74,95.24,95.24,75,75,75,75,75,75,0,0,0.142857142857143,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-05-02",116,0,0.143,8,0,0,82.887,0,0.102,5.716,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,90.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/02","TT",1394969,0,0,116,8,619.464758270207,492.723404007671,778.807305716682,0,0,0,0.000444070626852788,0.000353214590437257,0.000558297213570109,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-05-02",-62,-22,-51,-75,-41,18
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-05-03,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,116,8,90.74,90.74,95.24,95.24,75,75,75,75,75,75,0,0,0.142857142857143,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-05-03",116,0,0.143,8,0,0,82.887,0,0.102,5.716,0,0,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,90.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/03","TT",1394969,0,0,116,8,616.386267999395,490.274767204384,774.936947183,0,0,0,0.000441863774750116,0.000351459256230342,0.000555522701352503,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-05-03",-63,-32,-56,-82,-29,12
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-05-04,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,116,8,90.74,90.74,95.24,95.24,75,75,75,75,75,75,0,0,0,0,0,0,-0.142857142857143,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-05-04",116,0,0,8,0,0,82.887,0,0,5.716,0,0,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,90.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,"2020/05/04","TT",1394969,0,0,112,8,116,8,116,116,8.31559697742387e-05,0,8.31559697742387e-05,8.31559697742387e-05,"2020/05/04","TT",1394969,0,0,116,8,613.591431925664,487.971974386131,771.549320647395,0,0,0,0.000439860263508124,0.000349808472006282,0.00055309424126801,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-05-04",-55,-21,-46,-71,-56,23
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-05-05,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,116,8,90.74,90.74,95.24,95.24,75,75,75,75,75,75,0,0,0,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-05-05",116,0,0,8,0,0,82.887,0,0,5.716,0,0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1733,1.238,NA,NA,NA,NA,NA,"people tested",NA,NA,90.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/05","TT",1394969,0,0,116,8,611.054198277177,485.954183966461,768.358922613852,0,0,0,0.000438041417606539,0.000348361995117067,0.000550807166764173,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-05-05",-57,-20,-47,-70,-56,24
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-05-06,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,116,8,90.74,90.74,95.24,95.24,75,75,75,75,75,75,0,0,0,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-05-06",116,0,0,8,0,0,82.887,0,0,5.716,0,0,0.03,NA,NA,NA,NA,NA,NA,NA,NA,49,1782,1.273,0.035,NA,NA,NA,NA,"people tested",NA,NA,90.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/06","TT",1394969,0,0,116,8,608.74896714022,484.120898606222,765.460251894034,0,0,0,0.000436388885444924,0.000347047782858416,0.000548729220430012,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-05-06",-56,-17,-44,-70,-55,25
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-05-07,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,116,8,90.74,90.74,95.24,95.24,75,75,75,75,75,75,0,0,0,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-05-07",116,0,0,8,0,0,82.887,0,0,5.716,0,0,0.03,NA,NA,NA,NA,NA,NA,NA,NA,40,1822,1.302,0.029,NA,NA,NA,NA,"people tested",NA,NA,90.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/07","TT",1394969,0,0,116,8,606.6518241938,482.375660756588,762.945699251139,0,0,0,0.000434885523759883,0.000345796688497442,0.000546926633675113,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-05-07",-57,-18,-43,-70,-56,25
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-05-08,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,116,8,90.74,90.74,95.24,95.24,75,75,75,75,75,75,0,0,0,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-05-08",116,0,0,8,0,0,82.887,0,0,5.716,0,0,0.03,NA,NA,NA,NA,NA,NA,NA,NA,74,1896,1.355,0.053,NA,NA,NA,NA,"people tested",NA,NA,90.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/08","TT",1394969,0,0,116,8,604.741017428533,480.856293898673,760.54260451785,0,0,0,0.000433515739366633,0.000344707512424056,0.000545203946838854,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-05-08",-57,-12,-43,-71,-52,26
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-05-09,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,116,8,90.74,90.74,95.24,95.24,75,75,75,75,75,75,0,0,0,0,0,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-05-09",116,0,0,8,0,0,82.887,0,0,5.716,0,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,35,1931,1.38,0.025,NA,NA,NA,NA,"people tested",NA,NA,90.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/09","TT",1394969,0,0,116,8,602.997048025509,479.394000703101,758.468899056303,0,0,0,0.000432265554306589,0.000343659250279469,0.000543717386591604,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-05-09",-55,-10,-45,-67,-34,17
