"countryname","countrycode.x","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","countrycode2","population.x","cases.x","deaths.x","cases_prev_week","deaths_prev_week.x","cases_infected.x","cum_deaths.x","cases_contagious.x","cases_active.x","p_cases_infected.x","p_cases","p_cases_contagious.x","p_cases_active.x","countrycode.y","population.y","cases.y","deaths.y","cum_cases","cum_deaths.y","deaths_prev_week.y","cases_infected.y","cases_infected_low","cases_infected_high","cases_daily","cases_contagious.y","cases_active.y","p_cases_infected.y","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious.y","p_cases_active.y","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_nottooworried","pct_worried_ill_covid19_notworried","pct_enough_toeat_very_worried","pct_enough_toeat_somewhat_worried","pct_enough_toeat_nottoo_worried","pct_enough_toeat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_nottoo_worried","pct_finances_not_worried","population"
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-11,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,1,0,7,1,2,5,1.54672273757551e-06,0,4.41920782164431e-07,1.10480195541108e-06,"MR",4525698,0,0,7,1,0,116.739231869219,26.790655903961,508.686622166666,0,174.63696997224,174.63696997224,2.57947463284601e-05,5.91967380588828e-06,0.000112399594972238,0,3.85878531824793e-05,3.85878531824793e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-12,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,1,0,7,1,2,5,1.54672273757551e-06,0,4.41920782164431e-07,1.10480195541108e-06,"MR",4525698,0,0,7,1,0,111.582793031734,23.2168279930497,536.279964881079,0,174.63696997224,174.63696997224,2.46553775863378e-05,5.12999939303278e-06,0.00011849663076968,0,3.85878531824793e-05,3.85878531824793e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-13,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,1,0,7,1,2,5,1.54672273757551e-06,0,4.41920782164431e-07,1.10480195541108e-06,"MR",4525698,0,0,7,1,0,106.792975372038,22.2202193789275,513.259540525883,0,174.63696997224,174.63696997224,2.35970176030389e-05,4.90978836390045e-06,0.000113410028801277,0,3.85878531824793e-05,3.85878531824793e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-14,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,1,0,7,1,2,4,1.54672273757551e-06,0,4.41920782164431e-07,8.83841564328862e-07,"MR",4525698,0,0,7,1,0,102.547872816266,21.3369486418151,492.857080722978,0,174.63696997224,174.63696997224,2.26590180821314e-05,4.7146205163966e-06,0.000108901893304188,0,3.85878531824793e-05,3.85878531824793e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-15,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,1,0,7,1,1,4,1.54672273757551e-06,0,2.20960391082215e-07,8.83841564328862e-07,"MR",4525698,0,0,7,1,0,98.8748414732121,20.572707717316,475.204062133455,0,0,174.63696997224,2.1847423640113e-05,4.54575354283824e-06,0.000105001275412866,0,0,3.85878531824793e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-16,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,1,0,7,1,1,2,1.54672273757551e-06,0,2.20960391082215e-07,4.41920782164431e-07,"MR",4525698,0,0,7,1,0,95.7283489324277,19.9180227599316,460.081650662803,0,0,174.63696997224,2.1152173417764e-05,4.40109409861896e-06,0.000101659821460204,0,0,3.85878531824793e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-17,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,0,0,7,1,1,2,1.54672273757551e-06,0,2.20960391082215e-07,4.41920782164431e-07,"MR",4525698,0,0,7,1,0,93.039440287085,19.3585464481118,447.158440957139,0,0,174.63696997224,2.05580311119047e-05,4.27747199395802e-06,9.88043039896032e-05,0,0,3.85878531824793e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-18,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,0,0,7,1,1,2,1.54672273757551e-06,0,2.20960391082215e-07,4.41920782164431e-07,"MR",4525698,0,0,7,1,0,90.7381075022278,17.6856679444388,465.541034636172,0,0,174.63696997224,2.00495277197523e-05,3.9078321055534e-06,0.000102866129078028,0,0,3.85878531824793e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-19,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,0,0,7,1,1,2,1.54672273757551e-06,0,2.20960391082215e-07,4.41920782164431e-07,"MR",4525698,0,0,7,1,0,88.7616153060373,17.300431954414,455.400441589946,0,0,174.63696997224,1.96128012311111e-05,3.82271021053857e-06,0.000100625459672728,0,0,3.85878531824793e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-20,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,0,0,7,1,1,2,1.54672273757551e-06,0,2.20960391082215e-07,4.41920782164431e-07,"MR",4525698,0,0,7,1,0,87.0566183266397,16.9681128080933,446.652782203058,0,0,174.63696997224,1.92360644317495e-05,3.74928084200344e-06,9.86925734335473e-05,0,0,3.85878531824793e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-21,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,0,0,7,1,1,1,1.54672273757551e-06,0,2.20960391082215e-07,2.20960391082215e-07,"MR",4525698,0,0,7,1,0,85.5788128933104,16.6800753241761,439.070752013524,0,0,0,1.89095279652576e-05,3.68563596691077e-06,9.70172450776707e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-22,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,0,0,7,1,0,1,1.54672273757551e-06,0,0,2.20960391082215e-07,"MR",4525698,0,0,7,1,0,84.2917668645764,16.4292185527492,432.467432236037,0,0,0,1.86251417714077e-05,3.63020655659065e-06,9.55581729571962e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-23,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,0,0,7,1,0,1,1.54672273757551e-06,0,0,2.20960391082215e-07,"MR",4525698,0,0,7,1,0,83.165604896824,16.2097195223905,426.689544399634,0,0,0,1.83763045825912e-05,3.58170596500042e-06,9.42814886012354e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-24,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,0,0,7,1,0,1,1.54672273757551e-06,0,0,2.20960391082215e-07,"MR",4525698,0,0,7,1,0,82.1758027103447,16.0167982318475,421.611264207737,0,0,0,1.81575975043727e-05,3.53907800119396e-06,9.31593898240089e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-25,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,0,0,7,1,0,1,1.54672273757551e-06,0,0,2.20960391082215e-07,"MR",4525698,0,0,7,1,0,81.3021647658703,15.8465183900594,417.128976404258,0,0,0,1.79645581224974e-05,3.50145290075904e-06,9.21689817580091e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-26,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,0,0,7,1,0,1,1.54672273757551e-06,0,0,2.20960391082215e-07,"MR",4525698,0,0,7,1,0,80.5279882756148,15.6956244744384,413.156985647721,0,0,0,1.77934957824439e-05,3.4681113221515e-06,9.12913291270697e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-27,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,0,0,7,1,0,1,1.54672273757551e-06,0,0,2.20960391082215e-07,"MR",4525698,0,0,7,1,0,79.8393913227597,15.5614107753545,409.624069360354,0,0,0,1.7641343130443e-05,3.43845541071332e-06,9.05106945625523e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-28,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,7,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,0,0,7,1,0,0,1.54672273757551e-06,0,0,0,"MR",4525698,0,0,7,1,0,79.2247769711964,15.4416169463354,406.470728288941,0,0,0,1.75055377029568e-05,3.41198571940403e-06,8.98139310861973e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-29,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,8,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,0,0,7,1,0,0,1.54672273757551e-06,0,0,0,"MR",4525698,0,0,7,1,0,78.6744067906724,15.334344880307,403.646998432467,0,0,0,1.73839276926283e-05,3.38828284174221e-06,8.91899986328002e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-04-30,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,8,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,0,0,7,1,0,0,1.54672273757551e-06,0,0,0,"MR",4525698,0,0,7,1,0,78.1800611485032,15.2379924974125,401.110708134395,0,0,0,1.72746968862048e-05,3.36699278153612e-06,8.86295789366402e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-05-01,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,8,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,1,0,1,0,8,1,1,1,1.76768312865772e-06,2.20960391082215e-07,2.20960391082215e-07,2.20960391082215e-07,"MR",4525698,1,0,8,1,0,88.8397347018421,16.5261589974934,477.576093942383,0,0,0,1.96300625233593e-05,3.65162655517302e-06,0.000105525400489026,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-05-02,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,8,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,1,0,8,1,1,1,1.76768312865772e-06,0,2.20960391082215e-07,2.20960391082215e-07,"MR",4525698,0,0,8,1,0,88.171978785079,16.4019416021019,473.986435964397,0,0,0,1.94825149148439e-05,3.62417943090808e-06,0.000104732228258359,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-05-03,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,8,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,1,0,8,1,1,1,1.76768312865772e-06,0,2.20960391082215e-07,2.20960391082215e-07,"MR",4525698,0,0,8,1,0,87.1344468240246,16.2089376696733,468.408971522796,0,0,0,1.9253261446969e-05,3.58153320651826e-06,0.000103499829534095,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-05-04,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,8,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,1,0,8,1,1,1,1.76768312865772e-06,0,2.20960391082215e-07,2.20960391082215e-07,"MR",4525698,0,0,8,1,0,85.909751553115,15.9811172148007,461.825372576743,0,0,0,1.89826523009523e-05,3.53119390971309e-06,0.000102045114936247,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-05-05,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,0,NA,0,NA,NA,8,1,77.78,77.78,78.57,78.57,60,60,61.54,61.54,50,50,"MR",4525698,0,0,1,0,8,1,1,1,1.76768312865772e-06,0,2.20960391082215e-07,2.20960391082215e-07,"MR",4525698,0,0,8,1,0,84.6600607625376,15.7486470394665,455.107405122171,0,0,0,1.87065201351344e-05,3.47982720885629e-06,0.000100560710220207,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-05-06,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,2.1e+08,0,2,1,0,2,0,0,2,1,0,NA,NA,8,1,77.78,77.78,78.57,78.57,63.33,63.33,65.38,65.38,50,50,"MR",4525698,0,0,1,0,8,1,1,1,1.76768312865772e-06,0,2.20960391082215e-07,2.20960391082215e-07,"MR",4525698,0,0,8,1,0,83.4725681853099,15.5277471098857,448.723796835617,0,0,0,1.8444131310863e-05,3.43101707402609e-06,9.91501856366945e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-05-07,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,2,1,0,NA,NA,8,1,77.78,77.78,78.57,78.57,63.33,63.33,65.38,65.38,50,50,"MR",4525698,0,0,1,0,8,1,1,1,1.76768312865772e-06,0,2.20960391082215e-07,2.20960391082215e-07,"MR",4525698,0,0,8,1,0,82.3844418431478,15.3253315015965,442.874351990361,0,0,0,1.8203698488752e-05,3.38629124205735e-06,9.7857690016073e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","MRT",NA,NA,"NAT_TOTAL",2020-05-08,3,1,1,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,1,0,0,2,1,0,2,0,0,2,1,0,NA,NA,8,1,77.78,77.78,78.57,78.57,63.33,63.33,65.38,65.38,50,50,"MR",4525698,0,0,0,0,8,1,1,1,1.76768312865772e-06,0,2.20960391082215e-07,2.20960391082215e-07,"MR",4525698,0,0,8,1,0,81.4060093461033,15.143321378888,437.614588758368,0,0,0,1.79875036615575e-05,3.34607421416276e-06,9.66954906753318e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
