"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","W_date","W_country","W_region","W_population","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick","cmu_date","cmu_iso2","cmu_raw_cli","cmu_smoothed_cli","cmu_raw_ili","cmu_smoothed_ili","cmu_raw_wcli","cmu_smoothed_wcli","cmu_raw_wili","cmu_smoothed_wili","cmu_raw_hh_cmnty_cli","cmu_smoothed_hh_cmnty_cli","cmu_raw_nohh_cmnty_cli","cmu_smoothed_nohh_cmnty_cli","cmu_smoothed_wearing_mask","cmu_smoothed_others_masked","cmu_smoothed_travel_outside_state_5d","cmu_smoothed_work_outside_home_1d","cmu_smoothed_shop_1d","cmu_smoothed_restaurant_1d","cmu_smoothed_spent_time_1d","cmu_smoothed_large_event_1d","cmu_smoothed_public_transit_1d","cmu_smoothed_tested_14d","cmu_smoothed_tested_positive_14d","cmu_smoothed_wanted_test_14d","cmu_smoothed_anxious_5d","cmu_smoothed_depressed_5d","cmu_smoothed_felt_isolated_5d","cmu_smoothed_worried_become_ill","cmu_smoothed_worried_finances","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-06,3,1,2,1,1,1,0,NA,1,0,1,1,1,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,225,3,55.56,55.56,73.81,73.81,48.89,48.89,46.79,46.79,62.5,62.5,18,0,16.5714285714286,0.142857142857143,672591,"US_ND","2020/04/06","US",329064917,18,0,225,3,586.604703103503,311.918771165065,1103.1881038062,0,791.95177929674,791.95177929674,1.78264127471086e-06,9.47894336499763e-07,3.35249382967861e-06,0,2.40667338990969e-06,2.40667338990969e-06,"2020/04/06","US_ND",672591,18,0,225,3,652.173913043478,0,362.31884057971,434.782608695652,0.000334527223825475,4.46036298433967e-06,0.000969644127030362,0,0.000538691181683534,0.000646429418020241,"2020-04-06","US","USND",762062,0,0,0,0,"2020-04-06","US_ND",0.3338893,0.3338893,0.3338893,0.3338893,0.3067421,0.3067421,0.3067421,0.3067421,NA,NA,NA,NA,NA,NA,5.486225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-06",-40,-11,16,-33,-35,17
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-07,3,1,2,1,1,1,0,NA,1,0,1,1,1,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,237,4,55.56,55.56,73.81,73.81,48.89,48.89,46.79,46.79,62.5,62.5,12,1,16.4285714285714,0.142857142857143,672591,"US_ND","2020/04/07","US",329064917,12,1,237,4,730.479030651784,456.077201009544,1169.97651503041,0,791.95177929674,791.95177929674,2.21986299029193e-06,1.3859794145407e-06,3.55545807099944e-06,0,2.40667338990969e-06,2.40667338990969e-06,"2020/04/07","US_ND",672591,12,1,237,4,652.173913043478,0,362.31884057971,434.782608695652,0.000352368675762834,5.94715064578622e-06,0.000969644127030362,0,0.000538691181683534,0.000646429418020241,"2020-04-07","US","USND",762062,0,0,0,0,"2020-04-07","US_ND",1.0838935,0.871605,1.0838935,0.871605,1.1559925,0.736749,1.2286697,0.7707823,NA,NA,NA,NA,NA,NA,4.7223618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-07",-40,-8,21,-29,-37,18
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-08,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,251,4,61.11,61.11,78.57,78.57,52.22,52.22,50.64,50.64,62.5,62.5,14,0,15.5714285714286,0.142857142857143,672591,"US_ND","2020/04/08","US",329064917,14,0,251,4,691.069852592195,430.530462009753,1109.27700430865,0,461.849848604769,791.95177929674,2.10010188534378e-06,1.30834507043409e-06,3.37099747497133e-06,0,1.40352199442996e-06,2.40667338990969e-06,"2020/04/08","US_ND",672591,14,0,251,4,942.028985507246,289.855072463768,579.710144927536,724.63768115942,0.000373183703023085,5.94715064578622e-06,0.00140059707237719,0.000430952945346828,0.000861905890693655,0.00107738236336707,"2020-04-08","US","USND",762062,0,0,0,0,"2020-04-08","US_ND",0.5518687,0.7421903,0.5518687,0.7421903,0.7987164,0.747083,0.7987164,0.7717416,NA,NA,NA,NA,NA,NA,4.8811631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-08",-42,-12,-17,-30,-38,18
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-09,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,269,5,61.11,61.11,78.57,78.57,52.22,52.22,50.64,50.64,62.5,62.5,18,1,15.7142857142857,0.285714285714286,672591,"US_ND","2020/04/09","US",329064917,18,1,269,5,833.883054941626,571.895232074708,1215.88869834806,0,416.192304919999,791.95177929674,2.53409893264807e-06,1.737940456517e-06,3.69498125000077e-06,0,1.26477264338696e-06,2.40667338990969e-06,"2020/04/09","US_ND",672591,18,1,269,5,1014.49275362319,72.463768115942,579.710144927536,797.101449275362,0.000399945880929123,7.43393830723278e-06,0.0015083353087139,0.000107738236336707,0.000861905890693655,0.00118512059970378,"2020-04-09","US","USND",762062,0,0,0,0,"2020-04-09","US_ND",0.1158047,0.5898103,0.3628548,0.6499101,0.0880251,0.5788495,0.3870814,0.6735645,NA,NA,NA,NA,NA,NA,4.8824644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-09",-40,-8,-4,-34,-38,19
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-10,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,278,6,61.11,61.11,78.57,78.57,52.22,52.22,50.64,50.64,62.5,62.5,9,1,15,0.428571428571429,672591,"US_ND","2020/04/10","US",329064917,9,1,278,6,938.398109692376,685.954926827935,1283.74471533625,0,416.192304919999,791.95177929674,2.85171120108309e-06,2.08455806556836e-06,3.90118985347882e-06,0,1.26477264338696e-06,2.40667338990969e-06,"2020/04/10","US_ND",672591,9,1,278,6,1086.95652173913,72.4637681159421,579.710144927536,869.565217391304,0.000413326969882142,8.92072596867933e-06,0.0016160735450506,0.000107738236336707,0.000861905890693655,0.00129285883604048,"2020-04-10","US","USND",762062,0,0,0,0,"2020-04-10","US_ND",0.751128,0.6061258,1.001504,0.6854698,0.740068,0.6062658,0.9687289,0.7114733,NA,NA,NA,NA,NA,NA,4.8723761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-10",-40,-5,33,-34,-45,23
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-11,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,293,7,61.11,61.11,78.57,78.57,52.22,52.22,50.64,50.64,62.5,62.5,15,1,15.2857142857143,0.571428571428571,672591,"US_ND","2020/04/11","US",329064917,15,1,293,7,1054.22198554361,806.391643971276,1378.21863992813,0,275.38158960053,791.95177929674,3.20369000486188e-06,2.45055489756532e-06,4.18828799038499e-06,0,8.36860982055191e-07,2.40667338990969e-06,"2020/04/11","US_ND",672591,15,1,293,7,1086.95652173913,0,579.710144927536,869.565217391304,0.000435628784803841,1.04075136301259e-05,0.0016160735450506,0,0.000861905890693655,0.00129285883604048,"2020-04-11","US","USND",762062,0,0,0,0,"2020-04-11","US_ND",NA,0.5989125,NA,0.6764484,NA,0.5631609,NA,0.6504547,NA,NA,NA,NA,NA,NA,4.9082614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-11",-48,1,-18,-43,-28,15
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-12,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,308,7,61.11,61.11,78.57,78.57,52.22,52.22,50.64,50.64,62.5,62.5,15,0,14.4285714285714,0.571428571428571,672591,"US_ND","2020/04/12","US",329064917,15,0,308,7,1019.45387221642,778.947233611764,1334.21899806764,0,0,791.95177929674,3.09803269674116e-06,2.36715369329926e-06,4.05457686049114e-06,0,0,2.40667338990969e-06,"2020/04/12","US_ND",672591,15,0,308,7,1159.42028985507,72.463768115942,579.710144927536,869.565217391304,0.000457930599725539,1.04075136301259e-05,0.00172381178138731,0.000107738236336707,0.000861905890693655,0.00129285883604048,"2020-04-12","US","USND",762062,0,0,0,0,"2020-04-12","US_ND",NA,0.5967467,NA,0.6740022,NA,0.5820697,NA,0.6587085,NA,NA,NA,NA,NA,NA,4.9265483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-12",-69,-60,-26,-49,-40,12
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-13,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,331,8,61.11,61.11,78.57,78.57,52.22,52.22,50.64,50.64,62.5,62.5,23,1,15.1428571428571,0.714285714285714,672591,"US_ND","2020/04/13","US",329064917,23,1,331,8,1158.43664249239,915.750903738258,1465.43721572194,146.106694070218,146.106694070218,938.058473366958,3.52038939019558e-06,2.78288828869064e-06,4.45333774588294e-06,4.44005685571818e-07,4.44005685571818e-07,2.85067907548151e-06,"2020/04/13","US_ND",672591,23,1,331,8,1231.88405797101,72.463768115942,652.173913043478,942.028985507246,0.00049212671593881,1.18943012915724e-05,0.00183155001772402,0.000107738236336707,0.000969644127030362,0.00140059707237719,"2020-04-13","US","USND",762062,0,0,0,0,"2020-04-13","US_ND",0.6483968,0.6322904,0.5894517,0.6994572,0.5350489,0.6105687,0.4815639,0.6777654,NA,NA,NA,NA,NA,NA,4.8538038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-13",-44,-19,-31,-40,-38,19
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-14,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,341,8,61.11,61.11,78.57,78.57,52.22,52.22,50.64,50.64,62.5,62.5,10,0,14.8571428571429,0.571428571428571,672591,"US_ND","2020/04/14","US",329064917,10,0,341,8,1108.66370579275,875.707773058596,1403.59061590729,170.605232425791,316.71192649601,778.561775100779,3.36913371349383e-06,2.66120065621762e-06,4.26539124469257e-06,5.18454638012327e-07,9.62460323584145e-07,2.3659823180141e-06,"2020/04/14","US_ND",672591,10,0,341,8,1376.8115942029,144.927536231884,724.63768115942,1014.49275362319,0.000506994592553275,1.18943012915724e-05,0.00204702649039743,0.000215476472673414,0.00107738236336707,0.0015083353087139,"2020-04-14","US","USND",762062,0,0,0,0,"2020-04-14","US_ND",0.8776291,0.5355214,0.9957715,0.6327243,0.8435653,0.5084875,0.9286806,0.6002858,NA,NA,NA,NA,NA,NA,5.4165235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-14",-44,-15,-20,-34,-36,19
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-15,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,365,9,61.11,61.11,78.57,78.57,52.22,52.22,50.64,50.64,62.5,62.5,24,1,16.2857142857143,0.714285714285714,672591,"US_ND","2020/04/15","US",329064917,24,1,365,9,1244.25360396618,1009.17215282243,1534.09606740827,135.589898173431,452.301824669441,868.49412958944,3.7811797602422e-06,3.06678743520517e-06,4.66198609500589e-06,4.12046046748371e-07,1.37450637033252e-06,2.63927901371947e-06,"2020/04/15","US_ND",672591,24,1,365,9,1376.8115942029,0,724.63768115942,942.028985507246,0.000542677496427993,1.3381088953019e-05,0.00204702649039743,0,0.00107738236336707,0.00140059707237719,"2020-04-15","US","USND",762062,0,0,0,0,"2020-04-15","US_ND",0.8271989,0.5616736,0.8271989,0.684373,0.7558458,0.5218776,0.7558458,0.6347272,NA,NA,NA,0.1817229149567,NA,NA,5.339886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-15",-33,-7,1,-27,-36,17
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-16,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,393,9,61.11,61.11,78.57,78.57,52.22,52.22,50.64,50.64,62.5,62.5,28,0,17.7142857142857,0.571428571428571,672591,"US_ND","2020/04/16","US",329064917,28,0,393,9,1252.56000559007,1015.1974908418,1545.42006038928,8.30640162388545,460.608226293326,876.800531213325,3.80642220085123e-06,3.08509791957494e-06,4.69639873639062e-06,2.52424406090226e-08,1.39974881094154e-06,2.66452145432849e-06,"2020/04/16","US_ND",672591,28,0,393,9,1376.8115942029,0,724.63768115942,869.565217391304,0.000584307550948496,1.3381088953019e-05,0.00204702649039743,0,0.00107738236336707,0.00129285883604048,"2020-04-16","US","USND",762062,0,0,0,0,"2020-04-16","US_ND",0.2478673,0.6911754,0.2478673,0.7534003,0.2093076,0.6275625,0.2093076,0.6834085,21.8099337,22.6128911,14.7906447,15.9127752,NA,NA,5.1377102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-16",-35,-10,7,-31,-36,18
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-17,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,393,9,61.11,61.11,78.57,78.57,52.22,52.22,50.64,50.64,62.5,62.5,0,0,16.4285714285714,0.428571428571429,672591,"US_ND","2020/04/17","US",329064917,0,0,393,9,1172.77915463526,949.954470237325,1447.87038604426,0,460.608226293326,735.989815893856,3.56397505187481e-06,2.88682998752287e-06,4.39995366034191e-06,0,1.39974881094154e-06,2.23660979299673e-06,"2020/04/17","US_ND",672591,0,0,393,9,1376.8115942029,0,724.63768115942,869.565217391304,0.000584307550948496,1.3381088953019e-05,0.00204702649039743,0,0.00107738236336707,0.00129285883604048,"2020-04-17","US","USND",762062,0,0,0,0,"2020-04-17","US_ND",0.829992,0.6903854,0.829992,0.7117265,0.785605,0.620623,0.785605,0.6390308,22.7852128,22.59514,16.7664774,16.0703402,NA,NA,5.3663158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-17",-38,-10,22,-30,-34,20
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-18,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,528,9,61.11,61.11,78.57,78.57,52.22,52.22,50.64,50.64,62.5,62.5,135,0,33.5714285714286,0.285714285714286,672591,"US_ND","2020/04/18","US",329064917,135,0,528,9,1478.31084794233,1196.7922623278,1826.05037811098,145.969991397455,606.578217690781,606.578217690781,4.49245960772637e-06,3.63694882225261e-06,5.54921015208369e-06,4.43590257898731e-07,1.84333906884027e-06,1.84333906884027e-06,"2020/04/18","US_ND",672591,135,0,528,9,1666.66666666667,289.855072463768,1014.49275362319,1086.95652173913,0.000785023885243781,1.3381088953019e-05,0.00247797943574426,0.000430952945346828,0.0015083353087139,0.0016160735450506,"2020-04-18","US","USND",762062,0,0,0,0,"2020-04-18","US_ND",0.3781174,0.6820101,0.3781174,0.7025217,0.4995,0.6517511,0.4995,0.6695962,20.0562519,21.9465497,13.7640944,15.4644464,NA,NA,5.4768777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-18",-43,-10,12,-36,-23,13
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-19,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,585,9,61.11,61.11,78.57,78.57,52.22,52.22,50.64,50.64,62.5,62.5,57,0,39.5714285714286,0.285714285714286,672591,"US_ND","2020/04/19","US",329064917,57,0,585,9,1531.43220148625,1239.12760992468,1892.69012244153,132.902204498727,739.480422189508,739.480422189508,4.65389083542518e-06,3.76560230492356e-06,5.75172260749245e-06,4.03878376675224e-07,2.24721744551549e-06,2.24721744551549e-06,"2020/04/19","US_ND",672591,57,0,585,9,1739.13043478261,72.463768115942,1086.95652173913,1159.42028985507,0.000869770781946235,1.3381088953019e-05,0.00258571767208097,0.000107738236336707,0.0016160735450506,0.00172381178138731,"2020-04-19","US","USND",762062,0,0,0,0,"2020-04-19","US_ND",0.2201841,0.6466582,0.2201841,0.6655387,0.2122307,0.6171622,0.2122307,0.6224945,17.7489508,20.9951925,14.4000922,15.1833745,NA,NA,5.5922249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-19",-38,-12,51,-39,-26,9
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-20,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,627,9,61.11,61.11,78.57,78.57,52.22,52.22,50.64,50.64,62.5,62.5,42,0,42.2857142857143,0.142857142857143,672591,"US_ND","2020/04/20","US",329064917,42,0,627,9,1516.21528871089,1226.0642914546,1875.03120166172,0,739.480422189508,739.480422189508,4.60764794537757e-06,3.72590400287066e-06,5.69805866500719e-06,0,2.24721744551549e-06,2.24721744551549e-06,"2020/04/20","US_ND",672591,42,0,627,9,1811.59420289855,72.463768115942,869.565217391304,1159.42028985507,0.00093221586372699,1.3381088953019e-05,0.00269345590841767,0.000107738236336707,0.00129285883604048,0.00172381178138731,"2020-04-20","US","USND",762062,0,0,0,0,"2020-04-20","US_ND",1.2443211,0.695436,1.2443211,0.7353381,1.1817187,0.696584,1.1817187,0.7087719,19.0463996,20.6729505,15.6499082,15.2086789,NA,NA,5.9665358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-20",-34,-15,11,-33,-34,16
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-21,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,644,13,61.11,61.11,78.57,78.57,52.22,52.22,50.64,50.64,62.5,62.5,17,4,43.2857142857143,0.714285714285714,672591,"US_ND","2020/04/21","US",329064917,17,4,644,13,2061.61491270787,1781.57455774977,2385.67397014684,514.965798446267,1254.44622063578,1254.44622063578,6.26507052621435e-06,5.41405195665318e-06,7.24985814925643e-06,1.56493680074156e-06,3.81215424625705e-06,3.81215424625705e-06,"2020/04/21","US_ND",672591,17,4,644,13,1811.59420289855,0,797.101449275362,1159.42028985507,0.000957491253971581,1.93282395988052e-05,0.00269345590841767,0,0.00118512059970378,0.00172381178138731,"2020-04-21","US","USND",762062,0,0,0,0,"2020-04-21","US_ND",0.7161089,0.6168374,0.7161089,0.6168374,0.7822392,0.7137421,0.7822392,0.7137421,17.5734671,20.183835,15.4097893,15.2015482,NA,NA,5.7557132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-21",-34,-11,44,-25,-36,17
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-22,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,679,14,61.11,61.11,78.57,78.57,54.44,54.44,53.21,53.21,62.5,62.5,35,1,44.8571428571429,0.714285714285714,672591,"US_ND","2020/04/22","US",329064917,35,1,679,14,2143.3565775128,1871.21793295681,2455.07342434891,96.9585775802818,1351.40479821606,1351.40479821606,6.5134764199515e-06,5.68647046915917e-06,7.46075712577074e-06,2.94648783784756e-07,4.10680303004181e-06,4.10680303004181e-06,"2020/04/22","US_ND",672591,35,1,679,14,1811.59420289855,0,724.63768115942,1159.42028985507,0.00100952882212221,2.08150272602518e-05,0.00269345590841767,0,0.00107738236336707,0.00172381178138731,"2020-04-22","US","USND",762062,0,0,0,0,"2020-04-22","US_ND",0.4335728,0.5393303,0.4335728,0.5393303,0.4119251,0.6742983,0.4119251,0.6742983,21.6078939,19.9663925,16.9440845,15.1343682,NA,NA,6.8951236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-22",-32,-9,74,-22,-36,15
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-23,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,709,15,61.11,61.11,78.57,78.57,54.44,54.44,53.21,53.21,62.5,62.5,30,1,45.1428571428571,0.857142857142857,672591,"US_ND","2020/04/23","US",329064917,30,1,709,15,2203.76489153228,1941.0150383878,2502.08246772994,60.4083140194784,1411.81311223554,1411.81311223554,6.6970520942294e-06,5.89857787358048e-06,7.60361356823079e-06,1.83575674277907e-07,4.29037870431972e-06,4.29037870431972e-06,"2020/04/23","US_ND",672591,30,1,709,15,2246.3768115942,434.782608695652,1159.42028985507,1594.20289855072,0.00105413245196561,2.23018149216983e-05,0.00333988532643791,0.000646429418020241,0.00172381178138731,0.00237024119940755,"2020-04-23","US","USND",762062,0,0,0,0,"2020-04-23","US_ND",2.1179885,0.8614075,2.1179885,0.8614075,1.4511079,0.8547822,1.4511079,0.8547822,22.4367269,20.0020777,17.5190881,15.6109981,NA,NA,7.7613868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-23",-33,-10,34,-28,-36,17
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-24,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,748,15,61.11,61.11,78.57,78.57,54.44,54.44,53.21,53.21,62.5,62.5,39,0,50.7142857142857,0.857142857142857,672591,"US_ND","2020/04/24","US",329064917,39,0,748,15,2147.02564914101,1890.23055636786,2438.70734315453,0,1411.81311223554,1411.81311223554,6.52462641327701e-06,5.74424819759153e-06,7.41102201166747e-06,0,4.29037870431972e-06,4.29037870431972e-06,"2020/04/24","US_ND",672591,39,0,748,15,2246.3768115942,0,1086.95652173913,1594.20289855072,0.00111211717076202,2.23018149216983e-05,0.00333988532643791,0,0.0016160735450506,0.00237024119940755,"2020-04-24","US","USND",762062,0,0,0,0,"2020-04-24","US_ND",0.1738478,0.7397143,0.1738478,0.7397143,0.149214,0.7926606,0.149214,0.7926606,18.5359812,19.4169053,15.9252796,15.539172,NA,NA,8.19173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-24",-35,-10,50,-26,-34,18
"United States","USA","North Dakota","US_ND","STATE_TOTAL",2020-04-25,3,1,2,1,1,1,0,NA,1,0,1,1,2,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,803,16,61.11,61.11,78.57,78.57,54.44,54.44,53.21,53.21,62.5,62.5,55,1,39.2857142857143,1,672591,"US_ND","2020/04/25","US",329064917,55,1,803,16,2281.11952106461,2024.01015467553,2570.88940851497,20.6153871410684,1286.32180530639,1432.4284993766,6.93212616483395e-06,6.15079289864111e-06,7.81271194739659e-06,6.26483896521499e-08,3.90902140840005e-06,4.35302709397187e-06,"2020/04/25","US_ND",672591,55,1,803,16,2391.30434782609,144.927536231884,1159.42028985507,1739.13043478261,0.00119389049214158,2.37886025831449e-05,0.00355536179911133,0.000215476472673414,0.00172381178138731,0.00258571767208097,"2020-04-25","US","USND",762062,0,0,0,0,"2020-04-25","US_ND",0.2413648,0.6905441,0.2413648,0.6905441,0.1473603,0.5674989,0.1473603,0.5674989,23.3107804,20.0712433,19.9463037,16.5649641,NA,NA,7.7593593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","North Dakota",NA,NA,"US_ND",NA,"2020-04-25",-39,-6,52,-30,-23,10
