"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","W_date","W_country","W_region","W_population","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick","W_p_cases_smooth","W_p_cases_smooth_low","W_p_cases_smooth_high"
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-04-25,3,1,3,1,2,1,4,1,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,13319,779,79.63,79.63,83.33,83.33,63.33,63.33,63.46,63.46,62.5,62.5,342,17,220.428571428571,16.1428571428571,"2020/04/25","US",329064917,342,17,13318,779,75118.8722672849,74803.3093008806,75435.7664580254,0,0,756.781674985235,0.000228279796436899,0.000227320827704281,0.000229242810645856,0,0,2.29979446573831e-06,"2020-04-25","US","USWA",7614893,0.0351351351351351,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-04-26,3,1,3,1,2,1,4,1,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,13521,799,79.63,79.63,83.33,83.33,63.33,63.33,63.46,63.46,62.5,62.5,202,20,220.428571428571,15.5714285714286,"2020/04/26","US",329064917,202,20,13520,799,76279.6486258378,75963.6252385673,76596.9867315804,0,0,0,0.000231807296023106,0.000230846928111049,0.000232771659251601,0,0,0,"2020-04-26","US","USWA",7614893,0.0351351351351351,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-04-27,3,1,3,1,2,1,4,1,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,13686,810,79.63,79.63,83.33,83.33,63.33,63.33,63.46,63.46,62.5,62.5,165,11,224.571428571429,14.4285714285714,"2020/04/27","US",329064917,165,11,13685,810,76386.2379541531,76071.9562051401,76701.8181188069,0,0,0,0.000232131211830622,0.000231176136607538,0.000233090232827241,0,0,0,"2020-04-27","US","USWA",7614893,0.0351351351351351,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-04-28,3,1,3,1,2,1,4,1,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,13842,820,79.63,79.63,83.33,83.33,63.33,63.33,63.46,63.46,62.5,62.5,156,10,207.142857142857,13.5714285714286,"2020/04/28","US",329064917,156,10,13841,820,76386.0881752563,76073.7213555416,76699.7376064737,0,0,0,0.000232130756665428,0.000231181500747895,0.000233083910329079,0,0,0,"2020-04-28","US","USWA",7614893,0.0351351351351351,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-04-29,3,1,3,1,2,1,4,1,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,14070,828,79.63,79.63,83.33,83.33,63.33,63.33,63.46,63.46,62.5,62.5,228,8,210.571428571429,13.4285714285714,"2020/04/29","US",329064917,228,8,14069,828,76648.5424335222,76336.5548678996,76961.8050925947,0,0,0,0.000232928332598647,0.000231980229201704,0.000233880310894992,0,0,0,"2020-04-29","US","USWA",7614893,0.0351351351351351,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-04-30,3,1,3,1,2,1,4,1,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,14327,836,79.63,79.63,83.33,83.33,63.33,63.33,63.46,63.46,62.5,62.5,257,8,224.857142857143,12.7142857142857,"2020/04/30","US",329064917,257,8,14326,836,77115.7914128457,76803.3490084827,77429.5048588664,0,0,0,0.000234348262087282,0.0002333987764745,0.000235301610286418,0,0,0,"2020-04-30","US","USWA",7614893,0.0351351351351351,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-01,3,1,3,1,2,1,4,1,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,14637,850,79.63,79.63,83.33,83.33,63.33,63.33,63.46,63.46,62.5,62.5,310,14,237.142857142857,12.5714285714286,"2020/05/01","US",329064917,310,14,14636,850,78446.8034838691,78131.7035667486,78763.1741778091,0,0,0,0.000238393093372117,0.000237435531806475,0.000239354516719293,0,0,0,"2020-05-01","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-02,3,1,3,1,2,1,4,1,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,15003,862,79.63,79.63,83.33,83.33,63.33,63.33,63.46,63.46,62.5,62.5,366,12,240.571428571429,11.8571428571429,"2020/05/02","US",329064917,366,12,15002,862,79891.2254219149,79572.6037025693,80211.1229547355,0,0,0,0.000242782567495382,0.000241814303475473,0.000243754708602788,0,0,0,"2020-05-02","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-03,3,1,3,1,2,1,4,1,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,15185,874,79.63,79.63,83.33,83.33,63.33,63.33,63.46,63.46,62.5,62.5,182,12,237.714285714286,10.7142857142857,"2020/05/03","US",329064917,182,12,15184,874,80331.0629643447,80012.9146812239,80650.4762723738,0,0,0,0.00024411919598328,0.000243152370695366,0.000245089865573162,0,0,0,"2020-05-03","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-04,3,1,3,1,2,0,4,1,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,15462,885,76.85,76.85,83.33,83.33,61.67,61.67,61.54,61.54,62.5,62.5,277,11,253.714285714286,10.7142857142857,"2020/05/04","US",329064917,277,11,15461,885,81156.332270647,80836.9022290549,81477.0245519917,1809.0836087721,1809.0836087721,1809.0836087721,0.000246627118474155,0.000245656398032413,0.000247601674754017,5.49764959833775e-06,5.49764959833775e-06,5.49764959833775e-06,"2020-05-04","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-05,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,15594,898,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,132,13,250.285714285714,11.1428571428571,"2020/05/05","US",329064917,132,13,15593,898,81397.3796152603,81079.3404617706,81716.6662986704,5775.81044335874,7584.89405213084,7584.89405213084,0.000247359640636684,0.00024639314698434,0.000248329925425233,1.75521915128945e-05,2.30498411112323e-05,2.30498411112323e-05,"2020-05-05","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-06,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,15905,911,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,311,13,262.142857142857,11.8571428571429,"2020/05/06","US",329064917,311,13,15904,911,82580.0422983698,82259.6919578462,82901.6402042348,1182.66268310951,8767.55673524035,8767.55673524035,0.000250953650882114,0.000249980133731017,0.000251930959277056,3.5940102454298e-06,2.66438513566621e-05,2.66438513566621e-05,"2020-05-06","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-07,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,16231,925,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,326,14,272,12.7142857142857,"2020/05/07","US",329064917,326,14,16230,925,83943.252542848,83620.0921333929,84267.6618465291,1363.21024447819,10130.7669797185,10130.7669797185,0.000255096329648681,0.000254114272939624,0.00025608218163995,4.14267876656749e-06,3.07865301232296e-05,3.07865301232296e-05,"2020-05-07","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-08,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,16388,941,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,157,16,250.142857142857,13,"2020/05/08","US",329064917,157,16,16387,941,84606.4806256129,84283.5651191627,84930.6333177962,663.228082764865,10793.9950624834,10793.9950624834,0.000257111822788489,0.000256130510318615,0.000258096894959472,2.01549313980762e-06,3.28020232630372e-05,3.28020232630372e-05,"2020-05-08","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-09,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,16674,952,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,286,11,238.714285714286,12.8571428571429,"2020/05/09","US",329064917,286,11,16673,952,85478.8518343952,85154.4223103246,85804.5174013304,872.371208782337,11666.3662712657,11666.3662712657,0.000259762883912645,0.000258776970473351,0.000260752553579969,2.65106112415605e-06,3.54530843871932e-05,3.54530843871932e-05,"2020-05-09","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-10,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,16891,968,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,217,16,243.714285714286,13.4285714285714,"2020/05/10","US",329064917,217,16,16890,968,86450.9311276257,86125.5159333286,86777.575865195,972.079293230505,12638.4455644962,12638.4455644962,0.00026271694933564,0.000261728040529245,0.000263709594618362,2.95406542299526e-06,3.84071498101885e-05,3.84071498101885e-05,"2020-05-10","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-11,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,17122,974,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,231,6,237.142857142857,12.7142857142857,"2020/05/11","US",329064917,231,6,17121,974,86608.1464949372,86282.9963696494,86934.5219207874,157.215367311495,12795.6609318077,12795.6609318077,0.000263194713324414,0.000262206610039956,0.000264186540191969,4.7776398877397e-07,3.88849137989625e-05,3.88849137989625e-05,"2020-05-11","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-12,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,17330,990,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,208,16,248,13.1428571428571,"2020/05/12","US",329064917,208,16,17329,990,87549.3946015594,87223.3334466882,87876.6746490424,941.248106622195,13736.9090384299,13736.9090384299,0.000266055085421213,0.000265064213596153,0.000267049661356158,2.86037209679875e-06,4.17452858957612e-05,4.17452858957612e-05,"2020-05-12","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-13,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,17512,996,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,182,6,229.571428571429,12.1428571428571,"2020/05/13","US",329064917,182,6,17511,996,87492.2116494983,87167.1989913799,87818.4361536913,0,13736.9090384299,13736.9090384299,0.00026588131134471,0.000264893625811164,0.00026687267957432,0,4.17452858957612e-05,4.17452858957612e-05,"2020-05-13","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-14,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,17773,1004,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,261,8,220.285714285714,11.2857142857143,"2020/05/14","US",329064917,261,8,17772,1004,88030.4072602436,87704.5736745895,88357.4513588858,423.829706623073,14160.738745053,14160.738745053,0.000267516841548452,0.000266526661286683,0.00026851070045515,1.28798205073643e-06,4.30332679464976e-05,4.30332679464976e-05,"2020-05-14","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-15,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,17951,1016,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,178,12,223.285714285714,10.7142857142857,"2020/05/15","US",329064917,178,12,17950,1016,88528.8949419152,88203.0607495713,88855.9328104127,555.670633732705,14716.4093787857,14716.4093787857,0.000269031702768591,0.000268041520663144,0.000270025542742415,1.6886352966418e-06,4.47219032431394e-05,4.47219032431394e-05,"2020-05-15","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-16,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,18288,1024,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,337,8,230.571428571429,10.2857142857143,"2020/05/16","US",329064917,337,8,18287,1024,89476.2394775616,89148.079195568,89805.6077403848,947.344535646393,13854.67030566,15663.7539144321,0.000271910601389213,0.000270913350497246,0.000272911523231098,2.878898620622e-06,4.21031522654237e-05,4.76008018637614e-05,"2020-05-16","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-17,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,18433,1035,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,145,11,220.285714285714,9.57142857142857,"2020/05/17","US",329064917,145,11,18432,1035,89752.9760687666,89425.4421287361,90081.7096504126,276.736591204986,8355.59645350625,15940.4905056371,0.000272751580104684,0.000271756232612108,0.000273750573205021,8.40978715470256e-07,2.53919394679994e-05,4.84417805792317e-05,"2020-05-17","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-18,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,18611,1041,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,178,6,212.714285714286,9.57142857142857,"2020/05/18","US",329064917,178,6,18610,1041,89762.9714498904,89436.2047324092,90090.9320517496,9.99538112382288,7182.92915152057,15950.4858867609,0.000272781955208827,0.000271788939239637,0.000273778599290029,3.03751041434261e-08,2.1828304326713e-05,4.84721556833751e-05,"2020-05-18","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-19,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,18811,1048,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,200,7,211.571428571429,8.28571428571429,"2020/05/19","US",329064917,200,7,18810,1048,89987.4423610157,89660.8197105975,90315.2548550703,224.470911125332,6044.18981816771,16174.9567978862,0.000273464103014712,0.000272471524852944,0.000274460297009025,6.8214780588516e-07,1.83677733660307e-05,4.91543034892603e-05,"2020-05-19","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-20,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,18971,1052,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,160,4,208.428571428571,8,"2020/05/20","US",329064917,160,4,18970,1052,89791.9593116488,89466.5239570358,90118.5784405423,0,5380.96173540285,16174.9567978862,0.000272870046829236,0.000271881076757374,0.000273862614289393,0,1.63522802262231e-05,4.91543034892603e-05,"2020-05-20","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-21,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,19117,1061,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,146,9,192,8.14285714285714,"2020/05/21","US",329064917,146,9,19116,1061,89987.9050184392,89663.0248511596,90313.9623389909,0,4508.59052662051,16174.9567978862,0.000273465508990857,0.000272478226085583,0.00027445636916375,0,1.3701219102067e-05,4.91543034892603e-05,"2020-05-21","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-22,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,19265,1066,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,148,5,187.714285714286,7.14285714285714,"2020/05/22","US",329064917,148,5,19264,1066,89889.5188033966,89565.6257455548,90214.5831444404,0,3536.51123339,14365.8731891142,0.000273166521739528,0.000272182238574995,0.000274154364333042,0,1.07471536790718e-05,4.36566538909225e-05,"2020-05-22","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-23,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,19265,1075,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,0,9,139.571428571429,7.28571428571429,"2020/05/23","US",329064917,0,9,19264,1075,89479.5133519307,89158.3334871691,89801.8502202106,0,3379.29586607851,8590.06274575541,0.000271920550412035,0.000270944512408076,0.000272900104450243,0,1.02693896902978e-05,2.6104462378028e-05,"2020-05-23","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-24,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,19828,1084,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,563,9,199.285714285714,7,"2020/05/24","US",329064917,563,9,19827,1084,91728.2497104865,91400.2509060353,92057.4255709594,939.934390823168,3377.98215027948,8347.33445346907,0.000278754266929302,0.000277757506753706,0.00027975460407698,2.85637982739791e-06,1.0265397420897e-05,2.53668319599961e-05,"2020-05-24","US","USWA",7614893,0.0325581395348837,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-25,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,20065,1088,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,237,4,207.714285714286,6.71428571428571,"2020/05/25","US",329064917,237,4,20064,1088,92061.889235441,91733.1814891493,92391.7748410495,1134.51248360217,4512.49463388165,8118.63669259305,0.000279768168769693,0.000278769254180777,0.000280770662771837,3.44768592758301e-06,1.371308334848e-05,2.46718391210116e-05,"2020-05-25","US","USWA",7614893,0.032258064516129,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-26,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,20181,1094,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,116,6,195.714285714286,6.57142857142857,"2020/05/26","US",329064917,116,6,20180,1094,91979.7404290747,91652.1052992511,92308.5467788932,0,4088.66492725858,7455.40860982818,0.000279518525607744,0.000278522870608084,0.000280517739844303,0,1.24251012977436e-05,2.2656345981204e-05,"2020-05-26","US","USWA",7614893,0.032258064516129,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-27,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,20406,1105,71.76,71.76,76.9,76.9,58.61,58.61,58.01,58.01,62.5,62.5,225,11,205,7.57142857142857,"2020/05/27","US",329064917,225,11,20405,1105,92796.2755886855,92467.2544094132,93126.4675060435,652.237546878139,4185.23184040401,7235.27494792399,0.000281999905777514,0.00028100003869271,0.000283003330634738,1.98209384587218e-06,1.27185598469739e-05,2.19873787029201e-05,"2020-05-27","US","USWA",7614893,0.032258064516129,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-28,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,20764,1109,71.76,71.76,76.9,76.9,60.83,60.83,60.58,60.58,62.5,62.5,358,4,235.285714285714,6.85714285714286,"2020/05/28","US",329064917,358,4,20763,1109,93623.8711381676,93292.3871803058,93956.5329157597,909.744355848365,4147.63166060598,7172.94001054185,0.000284514897521475,0.00028350754626421,0.000285525828071668,2.76463490590935e-06,1.26042961322613e-05,2.17979481858342e-05,"2020-05-28","US","USWA",7614893,0.032258064516129,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-29,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,21071,1115,71.76,71.76,76.9,76.9,60.83,60.83,60.58,60.58,62.5,62.5,307,6,258,7,"2020/05/29","US",329064917,307,6,21070,1115,94372.823854139,94039.4581036421,94707.3713715862,748.952715971478,4619.84778537248,7764.67735920183,0.00028679090045366,0.000285777830590315,0.000287807561605196,2.2760029321858e-06,1.40393203489768e-05,2.35961871292461e-05,"2020-05-29","US","USWA",7614893,0.032258064516129,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-30,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,21349,1117,71.76,71.76,76.9,76.9,60.83,60.83,60.58,60.58,62.5,62.5,278,2,297.714285714286,6,"2020/05/30","US",329064917,278,2,21348,1117,94619.3750753745,94285.3100603881,94954.6237257986,246.55122123551,4856.40362548416,7069.98047381514,0.000287540148424192,0.000286524953556164,0.000288558940258583,7.49247970531935e-07,1.47581932153654e-05,2.14850630029793e-05,"2020-05-30","US","USWA",7614893,0.032258064516129,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-05-31,3,1,2,1,2,0,4,0,1,0,2,1,1,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,21702,1123,71.76,71.76,76.9,76.9,60.83,60.83,60.58,60.58,62.5,62.5,353,6,267.714285714286,5.57142857142857,"2020/05/31","US",329064917,353,6,21701,1123,95498.8217676457,95162.4168787885,95836.4158680945,879.446692271114,5511.37940662995,7949.42716608626,0.000290212711334541,0.000289190405790929,0.000291238630789968,2.67256291034852e-06,1.67486083198287e-05,2.41576259133278e-05,"2020-05-31","US","USWA",7614893,0.032258064516129,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
"United States","USA","Washington","US_WA","STATE_TOTAL",2020-06-01,3,1,2,0,2,0,4,0,1,0,1,0,1,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,22239,1128,64.35,64.35,72.14,72.14,56.39,56.39,55.45,55.45,62.5,62.5,537,5,310.571428571429,5.71428571428571,"2020/06/01","US",329064917,537,5,22238,1128,97054.6346030582,96713.3676885884,97397.1057265189,1555.81283541258,7067.19224204253,9081.41029487576,0.00029494069282098,0.000293903611999417,0.000295981433130165,4.72798148643898e-06,2.14765898062677e-05,2.75976253490303e-05,"2020-06-01","US","USWA",7614893,0.032258064516129,NA,NA,NA,0.0199262692768341,0.0182761563499434,0.0215763822037247
