"countryname","countrycode.x","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","countrycode2","population.x","cases.x","deaths.x","cases_prev_week","deaths_prev_week.x","cases_infected.x","cum_deaths.x","cases_contagious.x","cases_active.x","p_cases_infected.x","p_cases","p_cases_contagious.x","p_cases_active.x","countrycode.y","population.y","cases.y","deaths.y","cum_cases","cum_deaths.y","deaths_prev_week.y","cases_infected.y","cases_infected_low","cases_infected_high","cases_daily","cases_contagious.y","cases_active.y","p_cases_infected.y","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious.y","p_cases_active.y","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_nottooworried","pct_worried_ill_covid19_notworried","pct_enough_toeat_very_worried","pct_enough_toeat_somewhat_worried","pct_enough_toeat_nottoo_worried","pct_enough_toeat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_nottoo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_nottooworried_past_smooth","pct_worried_ill_covid19_notworried_past_smooth","pct_enough_toeat_very_worried_past_smooth","pct_enough_toeat_somewhat_worried_past_smooth","pct_enough_toeat_nottoo_worried_past_smooth","pct_enough_toeat_not_worried_past_smooth","population"
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-14,3,1,3,1,2,1,3,1,2,1,3,0,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,108,0,95.37,95.37,100,100,62.78,62.78,72.44,72.44,0,0,"MG",26969306,0,0,29,0,106,0,52,83,3.93039405611698e-06,0,1.92811783884984e-06,3.07757270431801e-06,"MG",26969306,0,0,106,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-15,3,1,3,1,2,1,3,1,2,1,3,0,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,110,0,95.37,95.37,100,100,62.78,62.78,72.44,72.44,0,0,"MG",26969306,2,0,23,0,108,0,49,84,4.00455243453428e-06,7.41583784173015e-08,1.81688027122389e-06,3.11465189352666e-06,"MG",26969306,2,0,108,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-16,3,1,3,1,2,1,3,1,2,1,3,0,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,111,0,95.37,95.37,100,100,62.78,62.78,72.44,72.44,0,0,"MG",26969306,2,0,17,0,110,0,45,82,4.07871081295158e-06,7.41583784173015e-08,1.66856351438928e-06,3.04049351510936e-06,"MG",26969306,2,0,110,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-17,3,1,3,1,2,1,3,1,2,1,3,0,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,117,0,95.37,95.37,100,100,62.78,62.78,72.44,72.44,0,0,"MG",26969306,1,0,18,0,111,0,40,74,4.11579000216023e-06,3.70791892086508e-08,1.48316756834603e-06,2.74386000144016e-06,"MG",26969306,1,0,111,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-18,3,1,3,1,2,1,3,1,2,1,3,0,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,120,0,95.37,95.37,100,100,62.78,62.78,72.44,72.44,0,0,"MG",26969306,6,0,15,0,117,0,45,73,4.33826513741214e-06,2.22475135251905e-07,1.66856351438928e-06,2.70678081223151e-06,"MG",26969306,6,0,117,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-19,3,1,3,1,2,1,3,1,2,1,3,0,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,121,0,95.37,95.37,100,100,62.78,62.78,72.44,72.44,0,0,"MG",26969306,0,0,15,0,117,0,40,71,4.33826513741214e-06,0,1.48316756834603e-06,2.6326224338142e-06,"MG",26969306,0,0,117,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-20,3,1,1,0,2,1,3,1,1,0,1,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,4,0,0,NA,NA,121,0,72.22,72.22,79.76,79.76,54.72,54.72,63.14,63.14,0,0,"MG",26969306,4,0,15,0,121,0,36,67,4.48658189424674e-06,1.48316756834603e-07,1.33485081151143e-06,2.4843056769796e-06,"MG",26969306,4,0,121,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-21,3,1,1,0,2,1,3,1,1,0,1,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,4,0,0,NA,NA,121,0,72.22,72.22,79.76,79.76,54.72,54.72,63.14,63.14,0,0,"MG",26969306,0,0,15,0,121,0,28,62,4.48658189424674e-06,0,1.03821729784222e-06,2.29890973093635e-06,"MG",26969306,0,0,121,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-22,3,0,1,0,2,1,3,1,1,0,1,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,4,0,0,NA,NA,121,0,70.37,70.37,76.19,76.19,53.61,53.61,61.86,61.86,0,0,"MG",26969306,0,0,13,0,121,0,28,56,4.48658189424674e-06,0,1.03821729784222e-06,2.07643459568444e-06,"MG",26969306,0,0,121,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-23,3,0,1,0,2,1,3,1,1,0,1,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,4,0,0,NA,NA,121,0,70.37,70.37,76.19,76.19,53.61,53.61,61.86,61.86,0,0,"MG",26969306,0,0,11,0,121,0,19,50,4.48658189424674e-06,0,7.04504594964364e-07,1.85395946043254e-06,"MG",26969306,0,0,121,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,56,3.64,3.64,5.45,16.36,7.27,25,16.36,14.29,9.09,9.09,3.64,5.45,9.09,14.55,16.07,3.64,0,62.5,74.07,26.92,50,5.66,13.21,50.91,58.93,26.79,3.57,0,3.57,5.36,3.7,3.7,9.26,27.78,55.56,1.85,3.7,9.26,35.19,50,39.29,25,17.86,14.29,16.07,19.64,25,35.71,NA,NA,NA,NA,NA,3.64,3.64,5.45,16.36,7.27,25,16.36,14.29,9.09,9.09,3.64,5.45,9.09,14.55,16.07,3.64,62.5,74.07,26.92,50,5.66,13.21,50.91,58.93,26.79,3.57,3.57,5.36,3.7,3.7,9.26,27.78,55.56,1.85,3.7,9.26,35.19,50,39.29,25,17.86,14.29,16.07,19.64,25,35.71,26969306
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-24,3,0,1,0,2,1,3,1,1,0,1,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,4,0,0,NA,NA,122,0,70.37,70.37,76.19,76.19,53.61,53.61,61.86,61.86,0,0,"MG",26969306,0,0,10,0,121,0,19,49,4.48658189424674e-06,0,7.04504594964364e-07,1.81688027122389e-06,"MG",26969306,0,0,121,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-25,3,0,1,0,2,1,3,1,1,0,1,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,4,0,0,NA,NA,123,0,70.37,70.37,76.19,76.19,53.61,53.61,61.86,61.86,0,0,"MG",26969306,1,0,5,0,122,0,16,45,4.52366108345539e-06,3.70791892086508e-08,5.93267027338412e-07,1.66856351438928e-06,"MG",26969306,1,0,122,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-26,3,0,1,0,2,1,3,1,1,0,1,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,4,0,0,NA,NA,124,0,70.37,70.37,76.19,76.19,53.61,53.61,61.86,61.86,0,0,"MG",26969306,2,0,7,0,124,0,18,39,4.59781946187269e-06,7.41583784173015e-08,6.67425405755714e-07,1.44608837913738e-06,"MG",26969306,2,0,124,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-27,3,0,1,0,2,1,3,1,1,0,1,1,2,0,4,0,NA,0,0,0,2,1,1,1,0,0,4,0,0,NA,NA,128,0,67.59,67.59,71.43,71.43,51.94,51.94,59.94,59.94,0,0,"MG",26969306,0,0,3,0,124,0,16,31,4.59781946187269e-06,0,5.93267027338412e-07,1.14945486546817e-06,"MG",26969306,0,0,124,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-28,3,0,1,0,2,1,3,1,1,0,1,1,2,0,4,1,1,0,0,0,2,1,1,1,0,0,4,0,0,NA,NA,128,0,67.59,67.59,71.43,71.43,55.28,55.28,59.94,59.94,25,25,"MG",26969306,4,0,7,0,128,0,18,35,4.7461362187073e-06,1.48316756834603e-07,6.67425405755714e-07,1.29777162230278e-06,"MG",26969306,4,0,128,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-29,3,0,1,0,2,1,3,1,1,0,1,1,2,0,4,1,1,0,0,0,2,1,1,1,0,0,4,0,0,NA,NA,128,0,67.59,67.59,71.43,71.43,55.28,55.28,59.94,59.94,25,25,"MG",26969306,0,0,7,0,128,0,17,26,4.7461362187073e-06,0,6.30346216547063e-07,9.6405891942492e-07,"MG",26969306,0,0,128,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-04-30,3,0,1,0,2,1,3,1,1,0,1,1,2,0,4,1,1,0,0,0,2,1,1,1,0,0,4,0,0,NA,NA,128,0,67.59,67.59,71.43,71.43,55.28,55.28,59.94,59.94,25,25,"MG",26969306,0,0,7,0,128,0,11,26,4.7461362187073e-06,0,4.07871081295158e-07,9.6405891942492e-07,"MG",26969306,0,0,128,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-05-01,3,0,1,0,2,1,3,1,1,0,1,1,2,0,4,1,1,0,0,NA,2,1,1,1,0,0,4,0,0,NA,NA,132,0,67.59,67.59,71.43,71.43,55.28,55.28,59.94,59.94,25,25,"MG",26969306,4,0,11,0,132,0,15,26,4.8944529755419e-06,1.48316756834603e-07,5.56187838129761e-07,9.6405891942492e-07,"MG",26969306,4,0,132,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-05-02,3,0,1,0,2,1,3,1,1,0,1,1,2,0,4,1,1,0,0,0,2,1,1,1,0,0,4,0,0,NA,NA,135,0,67.59,67.59,71.43,71.43,55.28,55.28,59.94,59.94,25,25,"MG",26969306,3,0,13,0,135,0,14,29,5.00569054316785e-06,1.11237567625952e-07,5.1910864892111e-07,1.07529648705087e-06,"MG",26969306,3,0,135,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-05-03,3,0,1,0,2,1,3,1,1,0,1,1,2,0,4,1,1,0,0,0,2,1,1,1,0,0,4,0,0,NA,NA,149,0,67.59,67.59,71.43,71.43,55.28,55.28,59.94,59.94,25,25,"MG",26969306,0,0,11,0,135,0,14,27,5.00569054316785e-06,0,5.1910864892111e-07,1.00113810863357e-06,"MG",26969306,0,0,135,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG",NA,NA,"NAT_TOTAL",2020-05-04,3,0,1,0,2,1,3,1,1,0,1,1,2,0,4,1,1,0,0,0,2,1,1,1,0,0,4,0,0,NA,NA,149,0,67.59,67.59,71.43,71.43,55.28,55.28,59.94,59.94,25,25,"MG",26969306,14,0,25,0,149,0,28,39,5.52479919208896e-06,5.1910864892111e-07,1.03821729784222e-06,1.44608837913738e-06,"MG",26969306,14,0,149,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
