"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active"
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-06,3,1,3,1,2,1,3,1,1,1,2,0,2,1,4,1,1,0,0,0,2,1,2,1,0,0,0,NA,0,NA,NA,58,0,86.11,86.11,95.24,95.24,62.78,62.78,68.59,68.59,25,25,6,0,3.42857142857143,0,0,0,0.857142857142857,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-06",58,6,3.429,NA,NA,0,5.181,0.536,0.306,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,86.11,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/06","SS",12778250,6,0,58,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-07,3,1,3,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,0,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,74,0,82.41,82.41,85.71,85.71,63.89,63.89,69.87,69.87,25,25,16,0,5.57142857142857,0,10,0,2.14285714285714,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-07",74,16,5.571,NA,NA,0,6.611,1.429,0.498,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,82.41,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/07","SS",12778250,16,0,74,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-08,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,120,0,78.7,78.7,82.14,82.14,66.67,66.67,73.08,73.08,25,25,46,0,10.7142857142857,0,30,0,5.14285714285714,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-08",120,46,10.714,NA,NA,0,10.72,4.109,0.957,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,78.7,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/08","SS",12778250,46,0,120,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-09,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,120,0,78.7,78.7,82.14,82.14,66.67,66.67,73.08,73.08,25,25,0,0,10.7142857142857,0,-46,0,0,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-09",120,0,10.714,NA,NA,0,10.72,0,0.957,NA,NA,0,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,78.7,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/09","SS",12778250,0,0,120,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-10,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,120,0,78.7,78.7,82.14,82.14,66.67,66.67,73.08,73.08,25,25,0,0,10.5714285714286,0,0,0,-0.142857142857142,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-10",120,0,10.571,NA,NA,0,10.72,0,0.944,NA,NA,0,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,78.7,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/10","SS",12778250,0,0,120,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-11,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,156,0,78.7,78.7,82.14,82.14,66.67,66.67,73.08,73.08,25,25,36,0,15.7142857142857,0,36,0,5.14285714285714,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-11",156,36,15.714,NA,NA,0,13.936,3.216,1.404,NA,NA,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,78.7,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/11","SS",12778250,36,0,156,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-12,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,194,0,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,38,0,20.2857142857143,0,2,0,4.57142857142857,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-12",194,38,20.286,NA,NA,0,17.331,3.395,1.812,NA,NA,0,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/12","SS",12778250,38,0,194,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-13,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,203,0,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,9,0,20.7142857142857,0,-29,0,0.428571428571431,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-13",203,9,20.714,NA,NA,0,18.135,0.804,1.851,NA,NA,0,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/13","SS",12778250,9,0,203,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-14,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,203,0,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,0,0,18.4285714285714,0,-9,0,-2.28571428571429,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-14",203,0,18.429,NA,NA,0,18.135,0,1.646,NA,NA,0,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/14","SS",12778250,0,0,203,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-15,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,236,4,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,33,4,16.5714285714286,0.571428571428571,33,4,-1.85714285714285,0.571428571428571,12778250,"SS","SSD","Africa","South Sudan","2020-05-15",236,33,16.571,4,NA,0,21.083,2.948,1.48,0.357,NA,0,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/15","SS",12778250,33,4,236,4,839.162343210798,525.535177645613,1339.95490352865,839.162343210798,839.162343210798,839.162343210798,6.56711477088645e-05,4.11273200669585e-05,0.000104862160587611,6.56711477088645e-05,6.56711477088645e-05,6.56711477088645e-05
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-16,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,236,4,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,0,0,16.5714285714286,0.571428571428571,-33,-4,0,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-16",236,0,16.571,4,0,0,21.083,0,1.48,0.357,0,0,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/16","SS",12778250,0,0,236,4,735.451824461678,459.284945081062,1177.67715205328,0,839.162343210798,839.162343210798,5.75549722741125e-05,3.59427108626816e-05,9.21626319764662e-05,0,6.56711477088645e-05,6.56711477088645e-05
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-17,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,290,4,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,54,0,24.2857142857143,0.571428571428571,54,0,7.71428571428571,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-17",290,54,24.286,4,0,0,25.907,4.824,2.17,0.357,0,0,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/17","SS",12778250,54,0,290,4,800.760253351239,498.86662041644,1285.34754001354,0,839.162343210798,839.162343210798,6.26658778276555e-05,3.90402927174253e-05,0.00010058869876654,0,6.56711477088645e-05,6.56711477088645e-05
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-18,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,290,4,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,0,0,19.1428571428571,0.571428571428571,-54,0,-5.14285714285714,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-18",290,0,19.143,4,0,0,25.907,0,1.71,0.357,0,0,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/18","SS",12778250,0,0,290,4,714.810312139291,444.405700810451,1149.74623729817,0,839.162343210798,839.162343210798,5.59396092688194e-05,3.47782913004872e-05,8.99768150801688e-05,0,6.56711477088645e-05,6.56711477088645e-05
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-19,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,290,4,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,0,0,13.7142857142857,0.571428571428571,0,0,-5.42857142857143,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-19",290,0,13.714,4,0,0,25.907,0,1.225,0.357,0,0,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/19","SS",12778250,0,0,290,4,640.246722639333,397.393091118922,1031.51231113813,0,839.162343210798,839.162343210798,5.01044135651856e-05,3.10991795526713e-05,8.07240671561547e-05,0,6.56711477088645e-05,6.56711477088645e-05
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-20,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,290,4,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,0,0,12.4285714285714,0.571428571428571,0,0,-1.28571428571428,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-20",290,0,12.429,4,0,0,25.907,0,1.11,0.357,0,0,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/20","SS",12778250,0,0,290,4,579.102224921516,358.922599206156,934.350156971943,0,839.162343210798,839.162343210798,4.53193688432701e-05,2.80885566651268e-05,7.31203534890883e-05,0,6.56711477088645e-05,6.56711477088645e-05
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-21,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,481,4,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,191,0,39.7142857142857,0.571428571428571,191,0,27.2857142857143,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-21",481,191,39.714,4,0,0,42.97,17.063,3.548,0.357,0,0,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/21","SS",12778250,191,0,481,4,879.840656826074,544.711550321825,1421.15506995725,0,839.162343210798,839.162343210798,6.88545502573572e-05,4.26280242069004e-05,0.000111216721378691,0,6.56711477088645e-05,6.56711477088645e-05
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-22,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,563,6,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,82,2,46.7142857142857,0.285714285714286,-109,2,7,-0.285714285714286,12778250,"SS","SSD","Africa","South Sudan","2020-05-22",563,82,46.714,6,2,0.286,50.296,7.326,4.173,0.536,0.179,0.026,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/22","SS",12778250,82,2,563,6,1408.4203597466,1025.49658843672,1934.32911636757,0,839.162343210798,839.162343210798,0.000110220128714543,8.02532888648067e-05,0.00015137668431652,0,6.56711477088645e-05,6.56711477088645e-05
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-23,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,655,8,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,92,2,59.8571428571429,0.571428571428571,10,0,13.1428571428571,0.285714285714286,12778250,"SS","SSD","Africa","South Sudan","2020-05-23",655,92,59.857,8,2,0.571,58.515,8.219,5.347,0.715,0.179,0.051,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/23","SS",12778250,92,2,655,8,1943.19334314755,1533.41068691664,2462.48470880665,988.526951546898,1827.6892947577,1827.6892947577,0.000152070380775736,0.000120001618916256,0.000192709072745224,7.73601198557626e-05,0.000143031267564627,0.000143031267564627
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-24,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,655,8,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,0,0,52.1428571428571,0.571428571428571,-92,-2,-7.71428571428571,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-24",655,0,52.143,8,0,0.571,58.515,0,4.658,0.715,0,0.051,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/24","SS",12778250,0,0,655,8,1698.04624604649,1338.21793502353,2154.62741773959,0,1827.6892947577,1827.6892947577,0.000132885664785592,0.000104726228945555,0.000168616783811523,0,0.000143031267564627,0.000143031267564627
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-25,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,806,8,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,151,0,73.7142857142857,0.571428571428571,151,0,21.5714285714286,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-25",806,151,73.714,8,0,0.571,72.005,13.49,6.585,0.715,0,0.051,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/25","SS",12778250,151,0,806,8,1820.59391970645,1433.18572048053,2312.72344756601,0,1827.6892947577,1827.6892947577,0.000142475997864062,0.00011215821575572,0.000180989059344277,0,0.000143031267564627,0.000143031267564627
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-26,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,806,8,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,0,0,73.7142857142857,0.571428571428571,-151,0,0,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-26",806,0,73.714,8,0,0.571,72.005,0,6.585,0.715,0,0.051,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/26","SS",12778250,0,0,806,8,1592.57943329583,1252.51673246984,2024.97035417285,0,1827.6892947577,1827.6892947577,0.00012463204533452,9.80194261710205e-05,0.000158470084258239,0,0.000143031267564627,0.000143031267564627
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-27,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,994,10,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,188,2,100.571428571429,0.857142857142857,188,2,26.8571428571429,0.285714285714286,12778250,"SS","SSD","Africa","South Sudan","2020-05-27",994,188,100.571,10,2,0.857,88.8,16.795,8.985,0.893,0.179,0.077,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/27","SS",12778250,188,2,994,10,2156.58443414775,1779.80616026646,2613.12525230956,0,988.526951546898,1827.6892947577,0.000168769935957408,0.00013928403030669,0.000204497896997598,0,7.73601198557626e-05,0.000143031267564627
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-28,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,994,10,73.15,73.15,75,75,63.33,63.33,69.23,69.23,25,25,0,0,73.2857142857143,0.857142857142857,-188,-2,-27.2857142857143,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-28",994,0,73.286,10,0,0.857,88.8,0,6.547,0.893,0,0.077,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,73.15,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/28","SS",12778250,0,0,994,10,1904.11119883389,1570.3696368085,2308.78092172815,33.4687582419285,1021.99570978883,1861.15805299962,0.000149011891208412,0.000122893951582454,0.00018068052524627,2.61919732685841e-06,7.9979317182621e-05,0.000145650464891486
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-29,3,1,2,1,2,1,3,1,2,0,2,0,2,1,4,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,994,10,85.19,85.19,91.67,91.67,70.56,70.56,77.56,77.56,25,25,0,0,61.5714285714286,0.571428571428571,0,0,-11.7142857142857,-0.285714285714286,12778250,"SS","SSD","Africa","South Sudan","2020-05-29",994,0,61.571,10,0,0.571,88.8,0,5.501,0.893,0,0.051,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,85.19,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/29","SS",12778250,0,0,994,10,1686.8661969842,1390.37452971279,2046.58349654588,0,1021.99570978883,1861.15805299962,0.000132010736758492,0.000108807898555185,0.000160161485066099,0,7.9979317182621e-05,0.000145650464891486
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-30,3,1,2,1,2,1,3,1,2,0,2,0,2,1,4,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,994,10,85.19,85.19,91.67,91.67,70.56,70.56,77.56,77.56,25,25,0,0,48.4285714285714,0.285714285714286,0,0,-13.1428571428571,-0.285714285714286,12778250,"SS","SSD","Africa","South Sudan","2020-05-30",994,0,48.429,10,0,0.286,88.8,0,4.326,0.893,0,0.026,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,85.19,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/30","SS",12778250,0,0,994,10,1511.34971180589,1245.10843392215,1834.52130685557,0,1021.99570978883,1861.15805299962,0.000118275171624119,9.74396677105359e-05,0.000143565927013133,0,7.9979317182621e-05,0.000145650464891486
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-05-31,3,1,2,1,2,1,3,1,2,0,2,0,2,1,4,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,994,10,85.19,85.19,91.67,91.67,70.56,70.56,77.56,77.56,25,25,0,0,48.4285714285714,0.285714285714286,0,0,0,0,12778250,"SS","SSD","Africa","South Sudan","2020-05-31",994,0,48.429,10,0,0.286,88.8,0,4.326,0.893,0,0.026,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,85.19,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/05/31","SS",12778250,0,0,994,10,1373.77228558974,1131.3497778735,1668.14041913876,0,1021.99570978883,1861.15805299962,0.000107508640509439,8.85371453738581e-05,0.000130545295258643,0,7.9979317182621e-05,0.000145650464891486
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-06-01,3,1,2,1,2,1,3,1,2,0,2,0,2,1,4,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,994,10,85.19,85.19,91.67,91.67,70.56,70.56,77.56,77.56,25,25,0,0,26.8571428571429,0.285714285714286,0,0,-21.5714285714286,0,12778250,"SS","SSD","Africa","South Sudan","2020-06-01",994,0,26.857,10,0,0.286,88.8,0,2.399,0.893,0,0.026,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,85.19,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/06/01","SS",12778250,0,0,994,10,1266.40233535792,1042.61837760372,1538.21849820642,0,1021.99570978883,1861.15805299962,9.91060853683347e-05,8.15932054548718e-05,0.000120377868503623,0,7.9979317182621e-05,0.000145650464891486
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-06-02,3,1,2,1,2,1,3,1,2,0,2,0,2,1,4,1,1,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,994,10,85.19,85.19,91.67,91.67,70.56,70.56,77.56,77.56,25,25,0,0,26.8571428571429,0.285714285714286,0,0,0,0,12778250,"SS","SSD","Africa","South Sudan","2020-06-02",994,0,26.857,10,0,0.286,88.8,0,2.399,0.893,0,0.026,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,85.19,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/06/02","SS",12778250,0,0,994,10,1181.97736522358,972.891870051354,1435.99770427431,0,1021.99570978883,1021.99570978883,9.249915796166e-05,7.61365500010842e-05,0.000112378275919966,0,7.9979317182621e-05,7.9979317182621e-05
