"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","W_date","W_country","W_region","W_population","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick","W_p_cases_recent_smooth","W_p_cases_recent_smooth_low","W_p_cases_recent_smooth_high","W_p_cases_stillsick_smooth","W_p_cases_stillsick_smooth_low","W_p_cases_stillsick_smooth_high","cmu_date","cmu_iso2","cmu_raw_cli","cmu_smoothed_cli","cmu_raw_ili","cmu_smoothed_ili","cmu_raw_wcli","cmu_smoothed_wcli","cmu_raw_wili","cmu_smoothed_wili","cmu_raw_hh_cmnty_cli","cmu_smoothed_hh_cmnty_cli","cmu_raw_nohh_cmnty_cli","cmu_smoothed_nohh_cmnty_cli","cmu_smoothed_wearing_mask","cmu_smoothed_others_masked","cmu_smoothed_travel_outside_state_5d","cmu_smoothed_work_outside_home_1d","cmu_smoothed_shop_1d","cmu_smoothed_restaurant_1d","cmu_smoothed_spent_time_1d","cmu_smoothed_large_event_1d","cmu_smoothed_public_transit_1d","cmu_smoothed_tested_14d","cmu_smoothed_tested_positive_14d","cmu_smoothed_wanted_test_14d","cmu_smoothed_anxious_5d","cmu_smoothed_depressed_5d","cmu_smoothed_felt_isolated_5d","cmu_smoothed_worried_become_ill","cmu_smoothed_worried_finances","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-15,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,8960,436,71.3,71.3,77.38,77.38,61.67,61.67,57.69,57.69,87.5,87.5,433,49,431,33.2857142857143,6483802,"US_IN","2020/04/15","US",329064917,433,49,8960,436,64443.743309322,64062.1627212218,64827.5967483381,0,29493.9553937493,43529.1283054543,0.00019583899704909,0.00019467940643828,0.000197005494658484,0,8.96295954689977e-05,0.000132281279640194,"2020-04-15","US","USIN",6732219,0,NA,NA,NA,0.818954024888366,-2.20327435808899,3.84118240786572,12.2373279352636,-167.776247920825,192.250903791352,"2020-04-15","US_IN",0.5795566,0.8771887,0.6562778,0.8984184,0.6637485,0.7766302,0.7261947,0.8116948,30.6873687,30.6873687,25.2863995,25.2863995,NA,NA,4.6999354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-15",-30,-8,-2,-25,-47,19
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-16,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,9542,477,71.3,71.3,77.38,77.38,61.67,61.67,57.69,57.69,87.5,87.5,582,41,455.857142857143,33.1428571428571,6483802,"US_IN","2020/04/16","US",329064917,582,41,9542,477,69163.1185285091,68777.7458248521,69550.6505370247,7952.97770328211,35375.8521522746,51482.1060087364,0.000210180772715157,0.000209009658191098,0.000211358449181092,2.41684156907013e-05,0.000107504174175683,0.000156449695330895,"2020-04-16","US","USIN",6732219,0,NA,NA,NA,0.781414535970723,-2.05721247541947,3.62004154736091,11.1892161937112,-150.837029281973,173.215461669395,"2020-04-16","US_IN",0.6286521,0.8059636,0.6606051,0.8504002,0.5375338,0.7295246,0.51192,0.7653896,27.7822116,28.7205591,21.5023905,22.7248379,NA,NA,5.1083723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-16",-31,-6,23,-26,-46,19
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-17,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,10154,522,71.3,71.3,77.38,77.38,61.67,61.67,57.69,57.69,87.5,87.5,612,45,463.857142857143,31.7142857142857,6483802,"US_IN","2020/04/17","US",329064917,612,45,10154,522,74637.3807886085,74245.566113437,75031.2631797085,5957.42375155375,40973.9564548879,57439.5297602902,0.000226816585216857,0.000225625894095046,0.000228013559949657,1.81040987470377e-05,0.000124516332000497,0.000174553794077933,"2020-04-17","US","USIN",6732219,0,NA,NA,NA,0.745595794720533,-1.9199117490375,3.41110333847856,10.2308739041635,-135.568705276786,156.030453085113,"2020-04-17","US_IN",0.8263997,0.7815103,0.8668528,0.8282613,0.8235277,0.7114557,0.8480784,0.752315,26.5547411,28.0606579,20.833352,22.1452689,NA,NA,5.2410532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-17",-41,-19,-19,-35,-47,23
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-18,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,10641,545,71.3,71.3,77.38,77.38,61.67,61.67,57.69,57.69,87.5,87.5,487,23,458,30.7142857142857,6483802,"US_IN","2020/04/18","US",329064917,487,23,10641,545,75965.1368963464,75576.3186290961,76355.9555209533,1327.75610773797,40254.9512273108,58767.2858680281,0.000230851521909114,0.000229669936613438,0.000232039186118869,4.03493669225749e-06,0.000122331336911588,0.000178588730770191,"2020-04-18","US","USIN",6732219,0,NA,NA,NA,0.711418924930069,-1.79087588332603,3.21371373318617,9.35461242599855,-121.809316738808,140.518541590805,"2020-04-18","US_IN",0.9199383,0.7792556,0.925712,0.8206852,0.8683946,0.7044334,0.8550855,0.7365556,25.8353222,27.5228096,20.823389,21.8215543,NA,NA,5.3486535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-18",-35,-6,78,-22,-31,11
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-19,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,11211,562,71.3,71.3,77.38,77.38,61.67,61.67,57.69,57.69,87.5,87.5,570,17,469,31.2857142857143,6483802,"US_IN","2020/04/19","US",329064917,570,17,11211,562,76992.2419260579,76604.6781519256,77381.7664900876,1027.10502971146,36214.0228038508,55296.9735002695,0.000233972805815875,0.000232795032816961,0.000235156537486758,3.12128390676012e-06,0.000110051302745989,0.000168042749754054,"2020-04-19","US","USIN",6732219,0,NA,NA,NA,0.678808665944712,-1.66963567557551,3.02725300746493,8.55340164099494,-109.412390521379,126.519193803369,"2020-04-19","US_IN",0.4731628,0.755622,0.5427294,0.7990786,0.3505828,0.6911478,0.4378507,0.7132779,24.8573153,26.9028076,20.9599954,21.6165659,NA,NA,5.4399562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-19",-36,-14,64,-31,-34,9
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-20,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,11688,577,71.3,71.3,77.38,77.38,61.67,61.67,57.69,57.69,87.5,87.5,477,15,475.571428571429,32.4285714285714,6483802,"US_IN","2020/04/20","US",329064917,477,15,11688,577,77087.56503761,76704.83982734,77472.1998873096,95.323111552163,32797.7504700352,50799.2973726315,0.000234262484558966,0.000233099415539761,0.000235431356808267,2.89678743091786e-07,9.96695447483247e-05,0.000154374698572414,"2020-04-20","US","USIN",6732219,0,NA,NA,NA,0.647693206934469,-1.55574756778769,2.85113398165662,7.82081355170058,-98.2454748651631,113.887101968564,"2020-04-20","US_IN",0.7499928,0.735601,0.7658937,0.7725164,0.745582,0.6982957,0.7380336,0.7175319,25.0728645,26.56217,21.2754201,21.5487516,NA,NA,5.668336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-20",-25,-9,66,-22,-44,16
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-21,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,12097,635,71.3,71.3,77.38,77.38,61.67,61.67,57.69,57.69,87.5,87.5,409,58,510,35.4285714285714,6483802,"US_IN","2020/04/21","US",329064917,409,58,12097,635,82347.1723388382,81962.1825185946,82733.9705194394,5259.60730122817,32805.7186855634,51114.1483988149,0.000250245979090011,0.000249076028115737,0.000251421425515985,1.59834945310447e-05,9.96937594704555e-05,0.000155331503779891,"2020-04-21","US","USIN",6732219,0,NA,NA,NA,0.618004028757474,-1.44879228994044,2.68480034745539,7.15097071056484,-88.1888120535164,102.490753474646,"2020-04-21","US_IN",0.9286192,0.7087919,1.0596675,0.7632819,0.9360929,0.7030806,1.0510952,0.7374273,25.8974716,26.4597889,20.0513087,21.3218183,NA,NA,5.886189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-21",-27,-7,42,-21,-45,17
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-22,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,12438,666,71.3,71.3,77.38,77.38,61.67,61.67,57.69,57.69,87.5,87.5,341,31,496.857142857143,32.8571428571429,6483802,"US_IN","2020/04/22","US",329064917,341,31,12438,666,83525.8055585377,83145.8180981199,83907.5296122489,1178.63321969952,25657.6468707497,50221.7006737576,0.000253827744142466,0.000252672994909755,0.000254987770732937,3.58176505245474e-06,7.79713835940454e-05,0.000152619431848329,"2020-04-22","US","USIN",6732219,0,NA,NA,NA,0.589675753074153,-1.34837355939851,2.52772506554681,6.53849906602722,-79.1341355811533,92.2111337132077,"2020-04-22","US_IN",0.6508492,0.7248354,0.6289386,0.7629791,0.6828909,0.7061068,0.6603931,0.7281865,26.209684,26.0546131,20.2957061,20.8167939,NA,NA,5.7874105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-22",-28,-8,71,-21,-46,17
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-23,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,13039,706,71.3,71.3,77.38,77.38,61.67,61.67,57.69,57.69,87.5,87.5,601,40,499.571428571429,32.7142857142857,6483802,"US_IN","2020/04/23","US",329064917,601,40,13039,706,87599.6750878702,87214.3584228668,87986.6940979349,4073.86952933246,26872.6957540976,53936.2507541497,0.00026620788349756,0.000265036939270153,0.000267384001005294,1.2380139355094e-05,8.16638127184418e-05,0.0001639076302812,"2020-04-23","US","USIN",6732219,0,NA,NA,NA,0.56264599838142,-1.25411685832411,2.37940885508695,5.97848484727876,-70.9835802458198,82.9405499403773,"2020-04-23","US_IN",0.5612918,0.7136706,0.535194,0.7417138,0.597897,0.7150186,0.570636,0.7368959,27.4613662,25.9914409,22.253874,20.9452502,NA,NA,5.9518362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-23",-34,-10,1,-28,-46,20
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-24,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,13681,741,71.3,71.3,77.38,77.38,61.67,61.67,57.69,57.69,87.5,87.5,642,35,503.857142857143,31.2857142857143,6483802,"US_IN","2020/04/24","US",329064917,642,35,13681,741,91326.8335118943,90935.7980341505,91719.5504918424,3727.15842402408,30599.8541781217,55616.6478428587,0.000277534397603055,0.000276346074395255,0.00027872783075153,1.13265141054951e-05,9.29903268239369e-05,0.000169014212605529,"2020-04-24","US","USIN",6732219,0,NA,NA,NA,0.536855242638004,-1.16566826694453,2.23937875222054,5.46643514179553,-63.6486946414422,74.5815649250333,"2020-04-24","US_IN",0.8892129,0.7338887,0.8892129,0.7554941,0.8987935,0.7262347,0.8987935,0.7445483,28.9229188,26.4705496,24.001378,21.518374,NA,NA,6.3263829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-24",-32,-11,80,-24,-45,18
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-25,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,14399,786,71.3,71.3,77.38,77.38,61.67,61.67,57.69,57.69,87.5,87.5,718,45,536.857142857143,34.4285714285714,6483802,"US_IN","2020/04/25","US",329064917,718,45,14399,786,96720.8740012803,96320.1240871196,97123.2912772226,5394.04048938605,35993.8946675077,55942.6548790733,0.000293926423038529,0.000292708578493403,0.000295149334552801,1.63920254354737e-05,0.000109382352259411,0.000170004919968643,"2020-04-25","US","USIN",6732219,0,NA,NA,NA,0.5122466921953,-1.08269336649378,2.10718675088438,4.99824184936519,-57.0495465086965,67.0460302074269,"2020-04-25","US_IN",0.7596666,0.7205101,0.7902994,0.7455024,0.8154181,0.7189209,0.8378573,0.7423907,23.8193329,26.0042006,20.1003411,21.3040084,NA,NA,6.5285345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-25",-36,-9,44,-24,-32,11
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-26,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,15012,813,71.3,71.3,77.38,77.38,61.67,61.67,57.69,57.69,87.5,87.5,613,27,543,35.8571428571429,6483802,"US_IN","2020/04/26","US",329064917,613,27,15012,813,99062.1487172306,98658.721240359,99467.2258579844,2341.27471595031,38335.169383458,54772.3341496558,0.000301041355670348,0.000299815374242278,0.00030227235028517,7.11493263181959e-06,0.00011649728489123,0.000166448415859707,"2020-04-26","US","USIN",6732219,0,NA,NA,NA,0.488766156731385,-1.00487619145631,1.98240850491908,4.57014872338539,-51.113912279629,60.2542097263998,"2020-04-26","US_IN",0.5295771,0.7116875,0.543216,0.7293872,0.5119116,0.7402189,0.516443,0.7519887,24.5677632,25.8558799,20.2175261,21.1321605,NA,NA,6.8367693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-26",-33,-9,63,-25,-34,9
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-27,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,15961,844,71.3,71.3,77.38,77.38,61.67,61.67,57.69,57.69,87.5,87.5,949,31,610.428571428571,38.1428571428571,6483802,"US_IN","2020/04/27","US",329064917,949,31,15961,844,103928.358525352,103513.154276675,104345.228210363,4866.20980812173,43201.3791915798,54386.9048720776,0.000315829349031919,0.000314567579006531,0.000317096180175181,1.47879933615704e-05,0.000131285278252801,0.000165277129412363,"2020-04-27","US","USIN",6732219,0,NA,NA,NA,0.466361929917223,-0.931918243069734,1.86464210290418,4.17872123505052,-45.7765429573531,54.1339854274541,"2020-04-27","US_IN",0.4023578,0.6580499,0.4127482,0.6747656,0.3760426,0.6873213,0.3963056,0.7030765,24.9042874,25.7854741,20.184913,20.9650933,NA,NA,6.8742561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-27",-21,-6,71,-19,-43,16
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-28,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,16588,901,71.3,71.3,77.38,77.38,63.89,63.89,60.26,60.26,87.5,87.5,627,57,641.571428571429,38,6483802,"US_IN","2020/04/28","US",329064917,627,57,16588,901,109641.201125955,109218.099191231,110065.942122779,5712.84260060221,40961.2440888999,51773.0424381666,0.000333190186682692,0.000331904416268207,0.000334480938066027,1.73608376507733e-05,0.000124477700212873,0.000157333826134272,"2020-04-28","US","USIN",6732219,0,NA,NA,NA,0.444984675556358,-0.863537550693863,1.75350690180658,3.82081901862661,-40.9784991998366,48.6201372370898,"2020-04-28","US_IN",0.6032315,0.6239171,0.6164796,0.6296213,0.6673807,0.6499419,0.6747336,0.6507571,25.4885474,25.7237956,20.9825899,21.0518735,NA,NA,7.1712863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-28",-22,-2,100,-16,-44,10
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-29,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,17182,964,71.3,71.3,77.38,77.38,63.89,63.89,60.26,60.26,87.5,87.5,594,63,677.714285714286,42.5714285714286,6483802,"US_IN","2020/04/29","US",329064917,594,63,17182,964,115549.504698057,115118.848409472,115981.772059386,5908.30357210292,40912.123909449,54822.5253642849,0.000351145013426203,0.000349836285979621,0.000352458636784382,1.79548267435113e-05,0.000124328428209346,0.000166600942647085,"2020-04-29","US","USIN",6732219,0,NA,NA,NA,0.424587318941556,-0.799467783639822,1.64864242152293,3.49357067675268,-36.6665491393002,43.6536904928056,"2020-04-29","US_IN",0.8464418,0.6491128,0.7750669,0.6479601,0.9775388,0.6924171,0.8853664,0.6831485,25.9999729,25.7088826,20.5454362,21.0654121,NA,NA,7.2899754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-29",-27,-7,5,-22,-44,19
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-04-30,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,17835,1114,71.3,71.3,77.38,77.38,63.89,63.89,60.26,60.26,87.5,87.5,653,150,685.142857142857,58.2857142857143,6483802,"US_IN","2020/04/30","US",329064917,653,150,17835,1114,131904.675745679,131447.845224243,132363.093924371,16355.1710476214,55939.5388493325,71177.6964119063,0.000400846972531195,0.000399458703840627,0.000402240065975708,4.97019591049915e-05,0.00016999545062208,0.000216302901752077,"2020-04-30","US","USIN",6732219,0,NA,NA,NA,0.405124943191932,-0.739457409935793,1.54970729631966,3.19435074364085,-32.7926230673301,39.1813245546118,"2020-04-30","US_IN",0.5285826,0.6369852,0.5912687,0.6497393,0.5390133,0.6836235,0.6117724,0.6886181,25.3247018,25.4575407,19.696986,20.6988867,NA,NA,7.34702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-04-30",-27,-3,4,-22,-44,19
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-05-01,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,18630,1175,71.3,71.3,77.38,77.38,63.89,63.89,60.26,60.26,87.5,87.5,795,61,707,62,6483802,"US_IN","2020/05/01","US",329064917,795,61,18630,1175,138473.080161172,138004.937760756,138942.810601195,6568.40441549342,61480.8382351144,77746.1008273997,0.000420807789002838,0.00041938514448429,0.00042223525943726,1.9960816471643e-05,0.000186834983186963,0.00023626371822372,"2020-05-01","US","USIN",6732219,0,NA,NA,NA,0.386554690341225,-0.683268900799222,1.45637828148167,2.92075862134393,-29.3133196631425,35.1548369058304,"2020-05-01","US_IN",0.5160895,0.5923859,0.5501495,0.6092444,0.4796067,0.62408,0.5042876,0.6325567,24.3403121,24.9087692,19.6180873,20.1739443,NA,NA,7.4119056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-05-01",-23,-1,106,-16,-43,16
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-05-02,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,19295,1229,71.3,71.3,77.38,77.38,63.89,63.89,60.26,60.26,87.5,87.5,665,54,699.428571428571,63.2857142857143,6483802,"US_IN","2020/05/02","US",329064917,665,54,19295,1229,143096.355654646,142621.910184409,143572.379413267,4623.27549347354,66008.7906170358,82369.3763208733,0.000434857525862126,0.000433415726856136,0.000436304121150865,1.40497368592883e-05,0.00020059504130316,0.000250313455083008,"2020-05-02","US","USIN",6732219,0,NA,NA,NA,0.368835666961085,-0.630677972540506,1.36834930646268,2.67059932010769,-26.1894589354559,31.5306575756713,"2020-05-02","US_IN",0.4929729,0.5555595,0.5928084,0.5804051,0.5799375,0.5908537,0.638898,0.6043794,24.4964227,25.0195911,19.7482072,20.1332605,NA,NA,7.6326697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-05-02",-24,5,204,-3,-28,6
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-05-03,3,1,3,1,2,1,4,1,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,19933,1246,71.3,71.3,77.38,77.38,63.89,63.89,60.26,60.26,87.5,87.5,638,17,703,61.8571428571429,6483802,"US_IN","2020/05/03","US",329064917,638,17,19933,1246,143113.577156093,142641.128646871,143587.590484634,17.2215014469402,60766.4048172546,82386.5978223202,0.000434909860524854,0.000433474130111752,0.000436350346289374,5.23346627283887e-08,0.000184663881434843,0.000250365789745736,"2020-05-03","US","USIN",6732219,0,NA,NA,NA,0.351928854110034,-0.581472873824241,1.28533058204431,2.44186584829131,-23.3856774984474,28.2694091950301,"2020-05-03","US_IN",0.6740223,0.5754001,0.7016161,0.6024087,0.7082669,0.619111,0.7177386,0.6333553,23.7339645,24.9216517,19.074961,19.9794035,NA,NA,7.8868016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-05-03",-25,-3,103,-19,-30,7
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-05-04,3,1,3,0,2,1,4,0,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,20507,1264,68.06,68.06,73.81,73.81,61.94,61.94,58.01,58.01,87.5,87.5,574,18,649.428571428571,60,6483802,"US_IN","2020/05/04","US",329064917,574,18,20507,1264,142796.141767875,142326.95470125,143266.875530303,0,59587.7715975551,74433.6201190381,0.000433945201663279,0.000432519382493912,0.000435375721108255,0,0.000181082116382389,0.000226197374055035,"2020-05-04","US","USIN",6732219,0,NA,NA,NA,0.335797021409792,-0.535453706245247,1.20704774906483,2.2327231105601,-20.87006220945,25.3355084305702,"2020-05-04","US_IN",0.6048887,0.6038482,0.5716661,0.6252023,0.5053944,0.6373393,0.4614975,0.6424666,22.8969089,24.6546321,18.5549736,19.7607265,NA,NA,8.1219276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-05-04",-15,-1,67,-16,-39,14
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-05-05,3,1,3,0,2,1,4,0,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,21033,1326,68.06,68.06,73.81,73.81,61.94,61.94,58.01,58.01,87.5,87.5,526,62,635,60.7142857142857,6483802,"US_IN","2020/05/05","US",329064917,526,62,21033,1326,147100.072896904,146626.444640419,147575.231052896,3669.06035259357,59182.9624208162,72145.2567200779,0.000447024478446312,0.000445585162882675,0.000448468443243057,1.11499590598823e-05,0.000179851936087177,0.00021924323436788,"2020-05-05","US","USIN",6732219,0,NA,NA,NA,0.320404645060526,-0.492431784726869,1.13324107484792,2.04149318518756,-18.6138185663523,22.6968049367274,"2020-05-05","US_IN",0.3657588,0.5714673,0.3355585,0.5871876,0.5294542,0.6176339,0.4985086,0.6172964,23.0213304,24.2888019,19.4425218,19.5068405,NA,NA,8.115467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-05-05",-21,1,8,-18,-40,16
"United States","USA","Indiana","US_IN","STATE_TOTAL",2020-05-06,3,1,3,0,2,1,4,0,1,0,1,0,1,0,3,2,0,2,NA,NA,2,1,2,1,NA,NA,1,1,NA,NA,NA,21870,1377,68.06,68.06,73.81,73.81,61.94,61.94,58.01,58.01,87.5,87.5,837,51,669.714285714286,59,6483802,"US_IN","2020/05/06","US",329064917,837,51,21870,1377,152329.560927837,151846.520063403,152814.138399608,5546.92341915099,61002.7274159431,76364.4240314909,0.000462916443103649,0.000461448523433457,0.000464389032391465,1.68566235189119e-05,0.000185382045500594,0.000232064921194534,"2020-05-06","US","USIN",6732219,0,NA,NA,NA,0.30571782961408,-0.45222902738486,1.06366468661302,1.86664186233216,-16.5909705974755,20.3242543221398,"2020-05-06","US_IN",0.7739061,0.5627025,0.7879014,0.5893434,0.9935017,0.6185111,0.9989432,0.63224,24.2175797,24.059913,20.0212788,19.4410787,NA,NA,8.2509659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Indiana",NA,NA,"US_IN",NA,"2020-05-06",-17,2,75,-13,-40,15
