"countryname.x","countrycode.x","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","countrycode2","population.x","cases.x","deaths.x","cases_prev_week","deaths_prev_week.x","cases_infected.x","cum_deaths.x","cases_contagious.x","cases_active.x","p_cases_infected.x","p_cases","p_cases_contagious.x","p_cases_active.x","countrycode.y","population.y","cases.y","deaths.y","cum_cases","cum_deaths.y","deaths_prev_week.y","cases_infected.y","cases_infected_low","cases_infected_high","cases_daily","cases_contagious.y","cases_active.y","p_cases_infected.y","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious.y","p_cases_active.y","year_week","countrycode","countryname.y","hosp_occupancy","hosp_weekly_admission","icu_weekly_admission","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population.x.x","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_nottooworried","pct_worried_ill_covid19_notworried","pct_enough_toeat_very_worried","pct_enough_toeat_somewhat_worried","pct_enough_toeat_nottoo_worried","pct_enough_toeat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_nottoo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_nottooworried_past_smooth","pct_worried_ill_covid19_notworried_past_smooth","pct_enough_toeat_very_worried_past_smooth","pct_enough_toeat_somewhat_worried_past_smooth","pct_enough_toeat_nottoo_worried_past_smooth","pct_enough_toeat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_nottoo_worried_past_smooth","pct_finances_not_worried_past_smooth","population.y.y"
"Norway","NOR",NA,NA,"NAT_TOTAL",2020-04-23,3,1,2,1,2,1,3,1,1,1,0,NA,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7401,194,71.3,71.3,86.9,86.9,60,60,55.77,55.77,87.5,87.5,"NO",5328212,84,6,573,39,7250,169,1006,1740,0.00136068159450112,1.57651384742199e-05,0.000188806301250776,0.000326563582680269,"NO",5328212,84,6,7250,169,39,15243.4232316482,15044.2747057305,15445.2079853769,647.115900561306,4998.9671552403,8224.30602197031,0.00286088902461993,0.00282351278547673,0.00289876003157849,0.000121450854538315,0.00093820725512429,0.00154353956298479,NA,NA,NA,NA,NA,NA,"NOR","Norway",118,0,0,0,0,0,0,0,0,0.018482,0.015693,0.025424,0.014491,0.246678,0.050227,0.288136,0.041692,NA,NA,NA,NA,0,0,0,0,0.018482,0.025424,0.246678,0.288136,NA,NA,5328212,106,0,0,0,17.92,2.83,15.09,28.3,15.09,9.43,5.66,7.55,0.94,6.6,18.87,8.49,4.85,100,24.53,64.15,22.64,49.06,1.89,13.21,31.13,1.89,0.94,5.66,0,86.79,4.72,0.94,2.83,8.49,13.21,74.53,1.89,3.77,7.55,15.09,71.7,12.26,43.4,37.74,6.6,0.94,1.89,13.21,83.96,NA,NA,NA,NA,NA,0,0,0,17.92,2.83,15.09,28.3,15.09,9.43,5.66,7.55,0.94,6.6,18.87,8.49,4.85,100,24.53,64.15,22.64,49.06,1.89,13.21,31.13,1.89,0.94,5.66,0,86.79,4.72,0.94,2.83,8.49,13.21,74.53,1.89,3.77,7.55,15.09,71.7,12.26,43.4,37.74,6.6,0.94,1.89,13.21,83.96,NA,NA,NA,NA,NA,5328212
"Norway","NOR",NA,NA,"NAT_TOTAL",2020-04-24,3,1,2,1,2,1,3,1,1,1,0,NA,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7463,199,71.3,71.3,86.9,86.9,60,60,55.77,55.77,87.5,87.5,"NO",5328212,95,11,554,44,7345,180,1025,1705,0.00137851121539458,1.78296208934629e-05,0.000192372225429469,0.000319994774982677,"NO",5328212,95,11,7345,180,44,16132.5121357383,15932.9335990819,16334.590625843,889.088904090077,5567.19354339599,8363.4856375866,0.00302775342567794,0.00299029648202473,0.00306567956114415,0.000166864401058005,0.00104485210862405,0.00156966082385359,NA,NA,NA,NA,NA,NA,"NOR","Norway",952,0.009237,0.003585,0.007353,0.002769,0.010436,0.003808,0.009454,0.003136,0.015948,0.004695,0.014706,0.003901,0.365954,0.018052,0.34979,0.015457,NA,NA,NA,NA,0.009237,0.007353,0.010436,0.009454,0.015948,0.014706,0.365954,0.34979,NA,NA,5328212,936,0.97,0.75,1.51,15.13,5.06,14.84,25.59,18.9,8.48,5.59,5.38,1.72,6.78,19.05,7.73,5.12,36.67,30.5,78.63,24.04,52.29,0.98,9.58,36.62,0.53,0.96,2.78,0,82.8,9.29,0.23,0.9,3.28,11.53,84.07,0.56,1.47,6.54,14.88,76.55,14.32,42.2,26.82,11.54,0.53,1.92,6.73,85.9,NA,NA,NA,NA,NA,0.97,0.75,1.51,15.13,5.06,14.84,25.59,18.9,8.48,5.59,5.38,1.72,6.78,19.05,7.73,5.12,36.67,30.5,78.63,24.04,52.29,0.98,9.58,36.62,0.53,0.96,2.78,0,82.8,9.29,0.23,0.9,3.28,11.53,84.07,0.56,1.47,6.54,14.88,76.55,14.32,42.2,26.82,11.54,0.53,1.92,6.73,85.9,NA,NA,NA,NA,NA,5328212
"Norway","NOR",NA,NA,"NAT_TOTAL",2020-04-25,3,1,2,1,2,1,3,1,1,1,0,NA,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7499,201,71.3,71.3,86.9,86.9,60,60,55.77,55.77,87.5,87.5,"NO",5328212,63,11,617,55,7408,191,993,1653,0.00139033506925025,1.18238538556649e-05,0.000186366458391671,0.000310235403546255,"NO",5328212,63,11,7408,191,55,16950.4496739097,16751.1533030174,17152.1171677171,817.937538171404,6129.71945509085,9181.423175758,0.00318126412273192,0.00314386013601136,0.00321911312232266,0.000153510697053984,0.00115042709544794,0.00172317152090758,NA,NA,NA,NA,NA,NA,"NOR","Norway",542,0.004665,0.003495,0.00369,0.002604,0.005905,0.00393,0.005535,0.003187,0.020922,0.007341,0.016605,0.005489,0.382577,0.024929,0.363469,0.020661,NA,NA,NA,NA,0.004665,0.00369,0.005905,0.005535,0.020922,0.016605,0.382577,0.363469,NA,NA,5328212,533,0.57,0.38,0.57,14.34,3.21,13.96,26.65,16.07,11.32,4.91,4.34,1.7,5.66,18.42,8.66,3.26,25,30.86,78.03,28.41,50.38,0.76,10.25,37.55,0.94,0.75,3.56,0,83.11,8.26,0.39,1.38,7.09,8.07,83.07,0.59,0.99,7.69,14.99,75.74,16.51,43.9,24.77,10.13,1.5,2.06,8.26,84.05,NA,NA,NA,NA,NA,0.57,0.38,0.57,14.34,3.21,13.96,26.65,16.07,11.32,4.91,4.34,1.7,5.66,18.42,8.66,3.26,25,30.86,78.03,28.41,50.38,0.76,10.25,37.55,0.94,0.75,3.56,0,83.11,8.26,0.39,1.38,7.09,8.07,83.07,0.59,0.99,7.69,14.99,75.74,16.51,43.9,24.77,10.13,1.5,2.06,8.26,84.05,NA,NA,NA,NA,NA,5328212
"Norway","NOR",NA,NA,"NAT_TOTAL",2020-04-26,3,1,2,1,2,1,3,1,1,1,0,NA,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7527,201,71.3,71.3,86.9,86.9,60,60,55.77,55.77,87.5,87.5,"NO",5328212,59,2,483,45,7467,193,979,1604,0.00140140820222619,1.10731329759401e-05,0.000183738935312634,0.000301039072769627,"NO",5328212,59,2,7467,193,45,16963.667362247,16765.903954776,17163.7635019966,13.2176883373104,5295.49187074622,8744.24082771291,0.00318374482138605,0.00314662854157755,0.00322129890890163,2.48069865412833e-06,0.000993859078945474,0.00164112104167644,NA,NA,NA,NA,NA,NA,"NOR","Norway",651,0.012205,0.004779,0.009217,0.003745,0.012205,0.004779,0.009217,0.003745,0.015258,0.005335,0.013825,0.004576,0.354338,0.020819,0.351767,0.018716,NA,NA,NA,NA,0.012205,0.009217,0.012205,0.009217,0.015258,0.013825,0.354338,0.351767,NA,NA,5328212,632,0.95,0.95,0.95,15.85,2.38,12.2,29.43,20.41,9.19,2.85,4.92,2.22,5.07,17.75,6.35,4.25,15.38,22.78,72.42,27.58,54.59,0.81,9.18,37.3,1.11,0.32,3.48,0,83.39,7.44,0.67,1.35,4.72,11.8,81.45,0.67,2.35,6.04,14.26,76.68,15.03,44.78,24.37,10.13,0.32,2.22,9.02,83.07,NA,NA,NA,NA,NA,0.95,0.95,0.95,15.85,2.38,12.2,29.43,20.41,9.19,2.85,4.92,2.22,5.07,17.75,6.35,4.25,15.38,22.78,72.42,27.58,54.59,0.81,9.18,37.3,1.11,0.32,3.48,0,83.39,7.44,0.67,1.35,4.72,11.8,81.45,0.67,2.35,6.04,14.26,76.68,15.03,44.78,24.37,10.13,0.32,2.22,9.02,83.07,NA,NA,NA,NA,NA,5328212
"Norway","NOR",NA,NA,"NAT_TOTAL",2020-04-27,2,1,2,1,2,1,3,1,1,1,0,NA,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7599,205,67.59,67.59,83.33,83.33,57.78,57.78,53.21,53.21,87.5,87.5,"NO",5328212,38,0,437,39,7505,193,939,1495,0.00140854005058357,7.13184835738518e-06,0.000176231726515386,0.000280581928797127,"NO",5328212,38,0,7505,193,39,16767.0472316058,16571.4883774078,16964.9138607354,0,4252.49119665685,7483.6691026416,0.00314684311202442,0.00311014058325904,0.00318397876449649,0,0.000798108483044003,0.00140453666307602,NA,NA,NA,NA,NA,NA,"NOR","Norway",680,0.018083,0.005801,0.014706,0.004616,0.01892,0.005931,0.016176,0.004838,0.006641,0.003536,0.008824,0.003586,0.385726,0.021191,0.366176,0.018475,NA,NA,NA,NA,0.018083,0.014706,0.01892,0.016176,0.006641,0.008824,0.385726,0.366176,NA,NA,5328212,657,1.68,1.53,1.68,15.57,3.53,11.45,24.43,16.18,7.94,5.21,5.51,2.3,5.05,19.91,8.22,4.34,26.32,28.66,61.31,20.03,50.55,0.62,8.74,38.71,0.46,0.46,2.74,0,80.67,10.81,0.49,0.49,6.34,13.33,79.35,0.81,1.79,7.31,18.02,72.08,13.39,45.05,26.03,9.28,1.22,3.04,9.28,80.67,NA,NA,NA,NA,NA,1.68,1.53,1.68,15.57,3.53,11.45,24.43,16.18,7.94,5.21,5.51,2.3,5.05,19.91,8.22,4.34,26.32,28.66,61.31,20.03,50.55,0.62,8.74,38.71,0.46,0.46,2.74,0,80.67,10.81,0.49,0.49,6.34,13.33,79.35,0.81,1.79,7.31,18.02,72.08,13.39,45.05,26.03,9.28,1.22,3.04,9.28,80.67,NA,NA,NA,NA,NA,5328212
"Norway","NOR",NA,NA,"NAT_TOTAL",2020-04-28,2,1,2,1,2,1,3,1,1,1,0,NA,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7660,206,67.59,67.59,83.33,83.33,57.78,57.78,53.21,53.21,87.5,87.5,"NO",5328212,28,0,420,39,7533,193,856,1373,0.00141379509674165,5.25504615807329e-06,0.000160654268261098,0.000257684941965522,"NO",5328212,28,0,7533,193,39,16565.0230417745,16371.7398560181,16760.5881102279,0,4143.21659123864,6819.69673065058,0.00310892716764545,0.00307265173683369,0.00314563086270364,0,0.000777599801066218,0.00127992218227251,NA,NA,NA,NA,NA,NA,"NOR","Norway",598,0.004949,0.004563,0.005017,0.002889,0.004058,0.004134,0.003344,0.002361,0.012187,0.007135,0.01505,0.004979,0.396622,0.031812,0.349498,0.019498,NA,NA,NA,NA,0.004949,0.005017,0.004058,0.003344,0.012187,0.01505,0.396622,0.349498,NA,NA,5328212,590,0.34,0.51,1.02,13.61,3.4,13.07,21.73,17.63,10.22,3.4,5.62,1.7,2.56,15.79,7.85,3.99,12.5,27.73,75.04,24.31,51.2,1.55,7.9,36.1,0.85,0.68,2.54,2.54,80.85,9.15,0.18,0.71,4.78,11.15,83.19,0.53,1.42,5.49,16.11,76.46,15.25,45.08,25.08,10.34,0.51,1.36,10.34,83.56,NA,NA,NA,NA,NA,0.34,0.51,1.02,13.61,3.4,13.07,21.73,17.63,10.22,3.4,5.62,1.7,2.56,15.79,7.85,3.99,12.5,27.73,75.04,24.31,51.2,1.55,7.9,36.1,0.85,0.68,2.54,2.54,80.85,9.15,0.18,0.71,4.78,11.15,83.19,0.53,1.42,5.49,16.11,76.46,15.25,45.08,25.08,10.34,0.51,1.36,10.34,83.56,NA,NA,NA,NA,NA,5328212
"Norway","NOR",NA,NA,"NAT_TOTAL",2020-04-29,2,1,2,1,2,1,3,1,1,1,0,NA,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7710,207,67.59,67.59,83.33,83.33,57.78,57.78,53.21,53.21,87.5,87.5,"NO",5328212,72,2,439,32,7605,195,814,1361,0.00142730807257669,1.35129758350456e-05,0.000152771699023988,0.000255432779326348,"NO",5328212,72,2,7605,195,32,16647.2971229269,16454.6931325857,16842.1555641288,0,3715.08257004431,6719.21128583909,0.00312436838529077,0.00308822042602392,0.00316093946039099,0,0.000697247513808442,0.00126106305189041,NA,NA,NA,NA,NA,NA,"NOR","Norway",544,0.0034,0.002912,0.005515,0.003175,0.005113,0.003568,0.007353,0.003663,0.045208,0.010393,0.03125,0.00746,0.370421,0.024157,0.34375,0.020364,NA,NA,NA,NA,0.0034,0.005515,0.005113,0.007353,0.045208,0.03125,0.370421,0.34375,NA,NA,5328212,526,0.95,0.76,1.33,15.02,4.18,16.16,25.29,18.63,10.46,4.57,5.32,2.28,5.32,20.91,7.84,5.3,25,29.61,73.53,24.9,53.82,1.17,8.43,36.88,1.33,2.09,0.76,0.76,81.75,8.94,0.4,1.21,4.45,10.93,83,1.01,2.02,6.68,14.57,75.71,11.98,47.53,24.52,9.7,0.76,1.71,9.7,81.94,NA,NA,NA,NA,NA,0.95,0.76,1.33,15.02,4.18,16.16,25.29,18.63,10.46,4.57,5.32,2.28,5.32,20.91,7.84,5.3,25,29.61,73.53,24.9,53.82,1.17,8.43,36.88,1.33,2.09,0.76,0.76,81.75,8.94,0.4,1.21,4.45,10.93,83,1.01,2.02,6.68,14.57,75.71,11.98,47.53,24.52,9.7,0.76,1.71,9.7,81.94,NA,NA,NA,NA,NA,5328212
"Norway","NOR",NA,NA,"NAT_TOTAL",2020-04-30,2,1,2,1,2,1,3,1,1,1,0,NA,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7738,210,67.59,67.59,83.33,83.33,57.78,57.78,53.21,53.21,87.5,87.5,"NO",5328212,62,7,417,33,7667,202,876,1347,0.00143894424621243,1.16361736357337e-05,0.000164407872659721,0.000252805256247311,"NO",5328212,62,7,7667,202,33,17144.6777207392,16952.151266813,17339.3907075058,0,3715.08257004431,6398.3487699047,0.00321771688527768,0.00318158347806225,0.0032542606614575,0,0.000697247513808442,0.00120084350433217,NA,NA,NA,NA,NA,NA,"NOR","Norway",557,0.00321,0.002743,0.001795,0.001794,0.004382,0.003203,0.003591,0.002534,0.015013,0.005896,0.012567,0.00472,0.369912,0.023409,0.348294,0.020187,NA,NA,NA,NA,0.00321,0.001795,0.004382,0.003591,0.015013,0.012567,0.369912,0.348294,NA,NA,5328212,543,0.37,0.19,0.56,14.81,2.6,13.7,24.4,19.63,9.28,3.53,5.75,1.67,3.71,18.7,7.21,4.36,6.67,32.58,78.53,30.57,53.12,1.51,11.3,37.24,0.55,0.74,1.84,2.03,84.35,6.81,0.98,1.37,4.88,11.72,81.05,1.17,3.11,5.44,16.31,73.98,15.1,40.15,25.97,13.63,0.92,1.29,9.39,83.43,NA,NA,NA,NA,NA,0.37,0.19,0.56,14.81,2.6,13.7,24.4,19.63,9.28,3.53,5.75,1.67,3.71,18.7,7.21,4.36,6.67,32.58,78.53,30.57,53.12,1.51,11.3,37.24,0.55,0.74,1.84,2.03,84.35,6.81,0.98,1.37,4.88,11.72,81.05,1.17,3.11,5.44,16.31,73.98,15.1,40.15,25.97,13.63,0.92,1.29,9.39,83.43,NA,NA,NA,NA,NA,5328212
"Norway","NOR",NA,NA,"NAT_TOTAL",2020-05-01,2,1,2,1,2,1,3,1,1,1,0,NA,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7783,210,67.59,67.59,83.33,83.33,57.78,57.78,53.21,53.21,87.5,87.5,"NO",5328212,43,2,365,24,7710,204,726,1295,0.00144701449566947,8.07024945704112e-06,0.000136255839670043,0.00024304588481089,"NO",5328212,43,2,7710,204,24,17182.5945437569,16991.191826596,17376.1533780701,0,3258.37791904766,6142.93714342816,0.00322483312296074,0.00318891061890856,0.00326116028755428,0,0.000611533084465795,0.00115290779410207,NA,NA,NA,NA,NA,NA,"NOR","Norway",559,0.01086,0.005063,0.008945,0.003982,0.011535,0.005216,0.008945,0.003982,0.017942,0.006484,0.021467,0.00613,0.370345,0.023588,0.363148,0.02034,0,0,0,0,0.01086,0.008945,0.011535,0.008945,0.017942,0.021467,0.370345,0.363148,0,0,5328212,537,0.93,0.93,1.31,13.27,3.55,11.03,22.8,14.02,9.51,4.68,4.86,1.49,4.49,17.01,6.74,4.41,25,26.68,71.32,23.9,48.76,0.96,9.2,38.43,1.12,1.12,1.68,1.68,82.12,8.57,0.39,1.17,6.25,8.2,83.98,0.39,1.56,7.41,18.52,72.12,14.15,43.58,25.33,12.29,0.56,1.68,10.61,83.05,NA,NA,NA,NA,NA,0.93,0.93,1.31,13.27,3.55,11.03,22.8,14.02,9.51,4.68,4.86,1.49,4.49,17.01,6.74,4.41,25,26.68,71.32,23.9,48.76,0.96,9.2,38.43,1.12,1.12,1.68,1.68,82.12,8.57,0.39,1.17,6.25,8.2,83.98,0.39,1.56,7.41,18.52,72.12,14.15,43.58,25.33,12.29,0.56,1.68,10.61,83.05,NA,NA,NA,NA,NA,5328212
"Norway","NOR",NA,NA,"NAT_TOTAL",2020-05-02,2,1,2,1,2,1,3,1,1,1,0,NA,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7809,211,67.59,67.59,83.33,83.33,57.78,57.78,53.21,53.21,87.5,87.5,"NO",5328212,49,0,351,13,7759,204,691,1271,0.00145621082644609,9.19633077662826e-06,0.000129687031972452,0.000238541559532541,"NO",5328212,49,0,7759,204,13,17075.0395363693,16884.7725162596,17267.4505912242,0,2505.39065463283,5295.49187074622,0.00320464717551953,0.0031689378193397,0.0032407589246119,0,0.000470212269075035,0.000993859078945474,NA,NA,NA,NA,NA,NA,"NOR","Norway",479,0.005616,0.003992,0.006263,0.003605,0.005616,0.003992,0.006263,0.003605,0.007704,0.004671,0.006263,0.003605,0.427004,0.026423,0.407098,0.022448,0,0,0,0,0.005616,0.006263,0.005616,0.006263,0.007704,0.006263,0.427004,0.407098,0,0,5328212,484,0.62,0.62,0.83,14.14,2.91,11.85,22.45,17.26,8.92,4.57,4.15,1.46,6.65,17.46,6.83,5.04,16.67,25.27,73.89,32.56,56.42,1.27,11.63,42.13,0.62,0,1.86,1.03,85.74,5.79,0.22,1.34,5.35,10.24,82.85,0.44,2.44,6.87,13.08,77.16,12.4,43.6,24.38,13.02,0.83,2.07,8.47,82.64,NA,NA,NA,NA,NA,0.62,0.62,0.83,14.14,2.91,11.85,22.45,17.26,8.92,4.57,4.15,1.46,6.65,17.46,6.83,5.04,16.67,25.27,73.89,32.56,56.42,1.27,11.63,42.13,0.62,0,1.86,1.03,85.74,5.79,0.22,1.34,5.35,10.24,82.85,0.44,2.44,6.87,13.08,77.16,12.4,43.6,24.38,13.02,0.83,2.07,8.47,82.64,NA,NA,NA,NA,NA,5328212
"Norway","NOR",NA,NA,"NAT_TOTAL",2020-05-03,2,1,2,1,2,1,3,1,1,1,0,NA,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7847,211,67.59,67.59,83.33,83.33,57.78,57.78,53.21,53.21,87.5,87.5,"NO",5328212,0,0,292,11,7759,204,646,1193,0.00145621082644609,0,0.000121241422075548,0.000223902502377908,"NO",5328212,0,0,7759,204,11,16871.2134570913,16683.1596644858,17061.3870057638,0,2505.39065463283,4252.49119665685,0.00316639305213294,0.00313109907497783,0.00320208486557288,0,0.000470212269075035,0.000798108483044003,NA,NA,NA,NA,NA,NA,"NOR","Norway",1445,0.01208,0.003632,0.009689,0.002577,0.012902,0.003751,0.011073,0.002753,0.009068,0.003151,0.011073,0.002753,0.401187,0.016293,0.385467,0.012804,0.011971,0.003615,0.011073,0.002753,0.01208,0.009689,0.012902,0.011073,0.009068,0.011073,0.401187,0.385467,0.011971,0.011073,5328212,1394,1.37,1.23,1.73,14.28,4.77,13.64,24.6,17.75,8.51,4.47,6.35,1.73,5.64,17.87,7.04,4.94,27.5,19.59,72.29,29.34,58.02,2.21,9.69,40.97,0.79,0.36,1.29,1.87,82.93,8.32,0.46,1.15,3.28,11.6,83.51,0.46,1.75,6.4,16.31,75.08,13.34,42.9,27.55,10.47,0.57,1.72,8.61,83.79,NA,NA,NA,NA,NA,1.37,1.23,1.73,14.28,4.77,13.64,24.6,17.75,8.51,4.47,6.35,1.73,5.64,17.87,7.04,4.94,27.5,19.59,72.29,29.34,58.02,2.21,9.69,40.97,0.79,0.36,1.29,1.87,82.93,8.32,0.46,1.15,3.28,11.6,83.51,0.46,1.75,6.4,16.31,75.08,13.34,42.9,27.55,10.47,0.57,1.72,8.61,83.79,NA,NA,NA,NA,NA,5328212
"Norway","NOR",NA,NA,"NAT_TOTAL",2020-05-04,2,1,2,1,2,1,3,1,1,1,0,NA,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7904,214,67.59,67.59,83.33,83.33,57.78,57.78,53.21,53.21,87.5,87.5,"NO",5328212,50,4,304,15,7809,208,643,1132,0.00146559483744265,9.38401099655945e-06,0.000120678381415754,0.000212454008962106,"NO",5328212,50,4,7809,208,15,17117.7148414037,16929.9858770455,17307.5254474311,0,2367.3600311601,4143.21659123864,0.00321265648615403,0.00317742347283582,0.00324828018243851,0,0.000444306651304433,0.000777599801066218,NA,NA,NA,NA,NA,NA,"NOR","Norway",1471,0.008124,0.002754,0.006798,0.002142,0.00971,0.003009,0.008158,0.002345,0.013326,0.003518,0.010197,0.002619,0.432583,0.0152,0.407206,0.01281,0.194468,0.012143,0.173351,0.00987,0.008124,0.006798,0.00971,0.008158,0.013326,0.010197,0.432583,0.407206,0.194468,0.173351,5328212,1437,0.77,0.63,1.33,13.54,3.35,13.64,22.75,19.62,9.22,3.84,5.59,1.4,5.24,15.36,6.34,4.84,31.91,26.21,63.8,26.44,56.68,1.64,10.16,43.25,0.49,0.56,1.67,1.53,84.62,7.24,0.44,1.1,4.4,10.93,83.13,0.59,1.76,5.87,15.41,76.38,12.39,44.05,28.32,10.09,0.84,1.39,7.59,85.39,NA,NA,NA,NA,NA,0.77,0.63,1.33,13.54,3.35,13.64,22.75,19.62,9.22,3.84,5.59,1.4,5.24,15.36,6.34,4.84,31.91,26.21,63.8,26.44,56.68,1.64,10.16,43.25,0.49,0.56,1.67,1.53,84.62,7.24,0.44,1.1,4.4,10.93,83.13,0.59,1.76,5.87,15.41,76.38,12.39,44.05,28.32,10.09,0.84,1.39,7.59,85.39,NA,NA,NA,NA,NA,5328212
