"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","W_date","W_country","W_region","W_population","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick","W_p_cases_smooth","W_p_cases_smooth_low","W_p_cases_smooth_high","W_p_cases_recent_smooth","W_p_cases_recent_smooth_low","W_p_cases_recent_smooth_high","cmu_date","cmu_iso2","cmu_raw_cli","cmu_smoothed_cli","cmu_raw_ili","cmu_smoothed_ili","cmu_raw_wcli","cmu_smoothed_wcli","cmu_raw_wili","cmu_smoothed_wili","cmu_raw_hh_cmnty_cli","cmu_smoothed_hh_cmnty_cli","cmu_raw_nohh_cmnty_cli","cmu_smoothed_nohh_cmnty_cli","cmu_smoothed_wearing_mask","cmu_smoothed_others_masked","cmu_smoothed_travel_outside_state_5d","cmu_smoothed_work_outside_home_1d","cmu_smoothed_shop_1d","cmu_smoothed_restaurant_1d","cmu_smoothed_spent_time_1d","cmu_smoothed_large_event_1d","cmu_smoothed_public_transit_1d","cmu_smoothed_tested_14d","cmu_smoothed_tested_positive_14d","cmu_smoothed_wanted_test_14d","cmu_smoothed_anxious_5d","cmu_smoothed_depressed_5d","cmu_smoothed_felt_isolated_5d","cmu_smoothed_worried_become_ill","cmu_smoothed_worried_finances","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-14,3,1,3,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,28042,1899,75.46,75.46,86.9,86.9,63.06,63.06,63.14,63.14,62.5,62.5,1420,175,1199.71428571429,140.285714285714,-19,43,-57.7142857142856,7.28571428571428,9883640,"US_MI","2020/04/14","US",329064917,1420,175,28042,1899,273998.919146467,273237.593046765,274762.366540767,18649.1792156122,134534.894660621,223788.921583146,0.000832659165384279,0.000830345560802415,0.000834979216398103,5.66732527600693e-05,0.000408839981749318,0.000680075298282697,"2020/04/14","US_MI",9883640,1420,175,28042,1899,260724.637681159,6739.13043478259,111739.130434783,176376.811594203,0.00283721382000963,0.000192135690899304,0.0263794146368301,0.000681847015348859,0.0113054634157843,0.0178453294124637,"2020-04-14","US","USMI",9986857,0.0114285714285714,NA,NA,NA,0.0133170278269971,0.0107200724252936,0.0159139832287007,0.040041896242562,-0.369418651739118,0.449502444224242,"2020-04-14","US_MI",0.5662855,0.778194,0.5878004,0.7938302,0.5608671,0.8973756,0.5702007,0.9019867,NA,NA,NA,NA,NA,NA,1.9118335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-14",-53,-24,-9,-55,-61,26
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-15,3,1,3,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,29144,2056,75.46,75.46,86.9,86.9,63.06,63.06,63.14,63.14,62.5,62.5,1102,157,1152.57142857143,145.571428571429,-318,-18,-47.1428571428571,5.28571428571431,9883640,"US_MI","2020/04/15","US",329064917,1102,157,29144,2056,285649.684703642,284875.521840186,286425.951391728,11650.7655571751,131766.910041286,227836.501748881,0.000868064840542215,0.000865712226138606,0.000870423848288051,3.54056751579358e-05,0.000400428314396353,0.000692375546521361,"2020/04/15","US_MI",9883640,1102,157,29144,2056,272898.550724638,12173.9130434783,118115.942028986,173550.724637681,0.00294871120356468,0.000208020526850432,0.0276111382774603,0.0012317236406302,0.0119506519894478,0.0175593935673174,"2020-04-15","US","USMI",9986857,0.0114285714285714,NA,NA,NA,0.0133171046126061,0.0107202233780329,0.0159139858471794,0.0400415478038249,-0.366023277210031,0.446106372817681,"2020-04-15","US_MI",0.8192253,0.7752271,0.8124657,0.7904564,0.8774662,0.9079858,0.8796539,0.9112121,26.2271722,26.2271722,22.1746594,22.1746594,NA,NA,1.9460589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-15",-48,-18,-18,-52,-60,25
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-16,3,1,3,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,29966,2136,75.46,75.46,86.9,86.9,63.06,63.06,63.14,63.14,62.5,62.5,822,80,1095.57142857143,138.857142857143,-280,-77,-57,-6.71428571428572,9883640,"US_MI","2020/04/16","US",329064917,822,80,29966,2136,284104.61284523,283342.236379482,284869.040603729,0,125476.168385087,223233.52378498,0.000863369499961706,0.000861052703407706,0.000865692530218068,0,0.000381311291185402,0.000678387492109893,"2020/04/16","US_MI",9883640,822,80,29966,2136,280362.31884058,7463.76811594202,108260.869565217,172608.695652174,0.00303187894338523,0.000216114710774573,0.02836630217618,0.000755163898719704,0.0109535423756043,0.0174640816189353,"2020-04-16","US","USMI",9986857,0.0114285714285714,NA,NA,NA,0.013317182645338,0.0107203760545965,0.0159139892360794,0.0400411993681041,-0.362627962450916,0.442710361187124,"2020-04-16","US_MI",0.6559813,0.713247,0.6503649,0.7193998,0.5623665,0.8590577,0.5570015,0.859003,24.7837289,25.2634563,20.5449687,21.0864065,NA,NA,2.0672711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-16",-48,-17,0,-53,-60,25
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-17,3,1,3,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,31225,2375,75.46,75.46,86.9,86.9,63.06,63.06,63.14,63.14,62.5,62.5,1259,239,1135.14285714286,143.428571428571,437,159,39.5714285714284,4.57142857142856,9883640,"US_MI","2020/04/17","US",329064917,1259,239,31225,2375,307967.052136423,307166.631628697,308769.558394759,20772.2955743691,136045.278028926,229030.624032981,0.00093588540201757,0.000933452992889841,0.000938324149562133,6.31252208948459e-05,0.000413429906989828,0.000696004381509259,"2020/04/17","US_MI",9883640,1259,239,31225,2375,289202.898550725,8840.57971014496,110942.028985507,173840.579710145,0.0031592611628914,0.000240296085247945,0.0292607681533043,0.000894465977124314,0.0112248148440764,0.0175887203206658,"2020-04-17","US","USMI",9986857,0.01,NA,NA,NA,0.0133172619989229,0.0107205306173914,0.0159139933804545,0.0400408509354275,-0.359232707478635,0.43931440934949,"2020-04-17","US_MI",0.3723624,0.6396698,0.4147457,0.6531866,0.3882177,0.7944762,0.4227448,0.8005266,24.9185417,25.1596149,19.5572896,20.6370114,NA,NA,2.1097524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-17",-57,-29,-26,-58,-60,29
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-18,3,1,3,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,32031,2460,75.46,75.46,86.9,86.9,63.06,63.06,63.14,63.14,62.5,62.5,806,85,1075.85714285714,139,-453,-154,-59.2857142857142,-4.42857142857142,9883640,"US_MI","2020/04/18","US",329064917,806,85,32031,2460,307554.123269889,306761.451911963,308348.842890001,1132.14299187798,122192.743755078,209851.579668549,0.000934630546682949,0.00093222168655543,0.000937045631303202,3.44048524588835e-06,0.000371333245941494,0.000637720914103246,"2020/04/18","US_MI",9883640,806,85,32031,2460,294855.072463768,5652.17391304346,110000,169927.536231884,0.00324081006592713,0.000248896155667345,0.0298326398435969,0.00057187169029259,0.0111295028956943,0.0171928091504632,"2020-04-18","US","USMI",9986857,0.01,NA,NA,NA,0.0133173427816255,0.0107206872962472,0.0159139982670037,0.0400405025057775,-0.355837512310883,0.435918517322438,"2020-04-18","US_MI",0.4934028,0.6166008,0.4532422,0.6247569,0.6195816,0.7558951,0.5811998,0.7563803,24.5723032,25.015494,20.5090009,20.6031299,NA,NA,2.1167198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-18",-53,-21,59,-49,-40,15
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-19,3,1,3,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,32688,2551,75.46,75.46,86.9,86.9,63.06,63.06,63.14,63.14,62.5,62.5,657,91,1072.14285714286,137,-149,6,-3.71428571428578,-2,9883640,"US_MI","2020/04/19","US",329064917,657,91,32688,2551,307151.637384562,306366.88911673,307938.395758139,0,105176.058748991,186207.851188962,0.000933407426670653,0.000931022644132951,0.000935798317746948,0,0.000319621002773113,0.000565869655405901,"2020/04/19","US_MI",9883640,657,91,32688,2551,306086.956521739,11231.884057971,115000,168478.260869565,0.00330728355140414,0.000258103289881056,0.030969051535845,0.0011364116922481,0.0116353893909531,0.0170461753837215,"2020-04-19","US","USMI",9986857,0.01,NA,NA,NA,0.0133174251130291,0.0107208463405296,0.0159140038855287,0.0400401540791607,-0.352442376966384,0.432522685124705,"2020-04-19","US_MI",0.5678598,0.6028391,0.5977894,0.6108684,0.5309898,0.6117617,0.5489263,0.6078893,22.8098753,24.526126,18.2660907,20.0843684,NA,NA,2.1791531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-19",-50,-24,80,-54,-41,11
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-20,3,1,3,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,33324,2637,75.46,75.46,86.9,86.9,63.06,63.06,63.14,63.14,62.5,62.5,636,86,957.428571428571,130.428571428571,-21,-5,-114.714285714286,-6.57142857142858,9883640,"US_MI","2020/04/20","US",329064917,636,86,33324,2637,306725.165874946,305947.575964348,307504.732091672,0,94742.9381080627,168090.098784043,0.000932111416407682,0.00092974838750236,0.000934480451137464,0,0.000287915645860427,0.000510811363047988,"2020/04/20","US_MI",9883640,636,86,33324,2637,308550.724637681,2463.76811594202,109565.217391304,159565.217391304,0.00337163231360106,0.000266804537599508,0.0312183289393059,0.000249277403460872,0.0110855127656718,0.0161443777182601,"2020-04-20","US","USMI",9986857,0.01,NA,NA,NA,0.0133175091127276,0.0107210079969799,0.0159140102284753,0.0400398056555768,-0.349047301463925,0.429126912775079,"2020-04-20","US_MI",0.7230173,0.6147758,0.6918152,0.6181115,0.7632013,0.6155306,0.7006095,0.6095092,23.8276959,24.3980437,19.9745503,20.0625247,NA,NA,2.233887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-20",-44,-20,52,-50,-58,22
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-21,3,1,3,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,34048,2746,75.46,75.46,86.9,86.9,63.06,63.06,63.14,63.14,62.5,62.5,724,109,858,121,88,23,-99.4285714285714,-9.42857142857142,9883640,"US_MI","2020/04/21","US",329064917,724,109,34048,2746,310527.867434996,309748.358993459,311309.337576709,1742.3008848367,87924.7946936575,155413.64949237,0.000943667499610711,0.000941298640454762,0.00094604232020489,5.29470264019881e-06,0.000267195894035879,0.000472288723177286,"2020/04/21","US_MI",9883640,724,109,34048,2746,314855.072463768,6304.34782608697,98405.7971014493,160072.463768116,0.00344488467811454,0.00027783286319615,0.0318561858246322,0.000637856885326355,0.00995643276176078,0.0161956995366197,"2020-04-21","US","USMI",9986857,0.01,NA,NA,NA,0.013317594900318,0.0107211725122791,0.0159140172883569,0.0400394572350258,-0.345652285823533,0.425731200293585,"2020-04-21","US_MI",0.5051427,0.6143288,0.5051427,0.6117412,0.5386958,0.6126962,0.5386958,0.6052054,23.2181186,24.2158386,19.0726734,19.9091996,NA,NA,2.4145303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-21",-49,-20,-11,-53,-60,25
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-22,3,1,3,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,35404,2987,75.46,75.46,86.9,86.9,63.06,63.06,63.14,63.14,62.5,62.5,1356,241,894.285714285714,133,632,132,36.2857142857143,12,9883640,"US_MI","2020/04/22","US",329064917,1356,241,35404,2987,335504.150205081,334679.871303316,336330.459213124,26207.7260503548,94443.1044511932,175330.633886526,0.00101956827626532,0.00101706336352871,0.00102207935832043,7.96430269421725e-05,0.000287004477147569,0.000532814726908508,"2020/04/22","US_MI",9883640,1356,241,35404,2987,318188.405797101,3333.33333333331,89420.2898550724,146086.956521739,0.00358208109562874,0.000302216592267626,0.0321934434881381,0.000337257663505886,0.00904730340796229,0.0147806836875624,"2020-04-22","US","USMI",9986857,0.01,NA,NA,NA,0.0133176825954015,0.010721340134373,0.0159140250564299,0.0400391088175071,-0.342257330065794,0.422335547700808,"2020-04-22","US_MI",0.8173123,0.6049802,0.8265322,0.6050646,0.9726794,0.6261175,0.8566628,0.6016691,23.445712,23.9121191,19.2345115,19.5971589,NA,NA,2.5194172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-22",-48,-19,-9,-53,-59,25
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-23,3,1,3,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,36845,3157,75.46,75.46,86.9,86.9,63.06,63.06,63.14,63.14,62.5,62.5,1441,170,982.714285714286,145.857142857143,85,-71,88.4285714285713,12.8571428571429,9883640,"US_MI","2020/04/23","US",329064917,1441,170,36845,3157,353553.70922383,352696.278109374,354413.224817657,18049.5590187489,107179.885017113,183177.006974744,0.00107441933478381,0.00107181367532223,0.00107703132879904,5.48510585184896e-05,0.000325710458575299,0.000556659180336578,"2020/04/23","US_MI",9883640,1441,170,36845,3157,323550.724637681,5362.31884057971,86811.5942028985,145289.855072464,0.00372787758356233,0.000319416733106426,0.0327359884250824,0.000542544936944255,0.00878336262782725,0.0147000351158545,"2020-04-23","US","USMI",9986857,0.01,NA,NA,NA,0.0133177723175828,0.0107215111125409,0.0159140335226247,0.0400387604030191,-0.338862434211887,0.418939955017925,"2020-04-23","US_MI",0.5072862,0.5797298,0.5243147,0.5836137,0.4926784,0.6162183,0.5080702,0.5947133,25.1802098,23.957262,20.2981666,19.5360326,NA,NA,2.524513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-23",-49,-20,-10,-55,-59,26
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-24,3,1,2,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,38330,3267,71.76,71.76,83.33,83.33,60.83,60.83,60.58,60.58,62.5,62.5,1485,110,1015,127.428571428571,44,-60,32.2857142857143,-18.4285714285714,9883640,"US_MI","2020/04/24","US",329064917,1485,110,38330,3267,365275.636734053,364396.187922555,366157.208043639,11721.9275102236,118901.812527336,179914.257219242,0.00111004126500077,0.00110736869565027,0.00111272028444053,3.56219302169595e-05,0.000361332388792258,0.000546743964259314,"2020/04/24","US_MI",9883640,1485,110,38330,3267,330144.927536232,6594.20289855072,88188.4057971014,145289.855072464,0.0038781258726542,0.000330546236002121,0.0334031720637571,0.000667183638674691,0.00892266470623186,0.0147000351158545,"2020-04-24","US","USMI",9986857,0.01,NA,NA,NA,0.0133178641864711,0.01072168569621,0.0159140426767322,0.0400384119915512,-0.335467598283938,0.41554442226704,"2020-04-24","US_MI",0.4718478,0.5829248,0.4856638,0.5844526,0.594711,0.6451342,0.6050296,0.6202864,23.865591,23.8389135,18.987538,19.4378096,NA,NA,2.5225621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-24",-50,-23,39,-51,-58,26
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-25,3,1,2,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,38789,3339,71.76,71.76,83.33,83.33,60.83,60.83,60.58,60.58,62.5,62.5,459,72,965.428571428571,125.571428571429,-1026,-38,-49.5714285714286,-1.85714285714286,9883640,"US_MI","2020/04/25","US",329064917,459,72,38789,3339,362873.79457389,362003.683027504,363745.997519171,0,109925.896803198,162897.572213155,0.00110274227311169,0.00110009807890734,0.00110539282289753,0,0.00033405535237656,0.000495031721090934,"2020/04/25","US_MI",9883640,459,72,38789,3339,334347.826086957,4202.89855072467,80362.3188405797,143260.869565217,0.00392456625291897,0.000337831001533848,0.033828409987308,0.000425237923550905,0.00813084236582673,0.0144947478424161,"2020-04-25","US","USMI",9986857,0.01,NA,NA,NA,0.0133179583216797,0.0107218641325134,0.0159140525108461,0.0400380635831417,-0.332072822305312,0.412148949471596,"2020-04-25","US_MI",0.4115536,0.5604398,0.4028524,0.5645077,0.454852,0.6208963,0.4987181,0.6077931,24.5915665,23.9015116,19.8610007,19.4027255,NA,NA,2.6456156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-25",-50,-22,58,-47,-40,14
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-26,3,1,2,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,39540,3505,71.76,71.76,83.33,83.33,60.83,60.83,60.58,60.58,62.5,62.5,751,166,978.857142857143,136.285714285714,292,94,13.4285714285714,10.7142857142857,9883640,"US_MI","2020/04/26","US",329064917,751,166,39540,3505,373329.028192581,372443.113882716,374217.049788459,5651.54929836449,96928.2668859507,158116.000870591,0.00113451482946321,0.00113182261201888,0.00113721345076862,1.7174572573364e-05,0.000294556672189855,0.000480500936751611,"2020/04/26","US_MI",9883640,751,166,39540,3505,344710.144927536,10362.3188405797,83985.5072463768,145724.637681159,0.00400055040450684,0.000354626433176441,0.0348768414195111,0.00104843143220309,0.00849742678268096,0.014744025245877,"2020-04-26","US","USMI",9986857,0.01,NA,NA,NA,0.0133180548428265,0.0107220466625911,0.015914063023062,0.0400377151777482,-0.32867810629912,0.408753536654616,"2020-04-26","US_MI",0.456616,0.5408921,0.4894245,0.5470695,0.5240495,0.6196083,0.5581833,0.6089608,22.735923,23.8201983,18.4335667,19.3620647,NA,NA,2.6877608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-26",-42,-19,134,-48,-39,9
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-27,3,1,2,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,40034,3598,71.76,71.76,83.33,83.33,60.83,60.83,60.58,60.58,62.5,62.5,494,93,958.571428571429,137.285714285714,-257,-73,-20.2857142857143,1,9883640,"US_MI","2020/04/27","US",329064917,494,93,40034,3598,373749.239263296,372866.71811175,374633.849213721,2822.05323087791,88099.5545596535,152377.609802227,0.00113579181479044,0.0011331099088626,0.00113848006839854,8.57597721630686e-06,0.000267726974248226,0.000463062459503172,"2020/04/27","US_MI",9883640,494,93,40034,3598,346594.202898551,1884.05797101447,73695.652173913,130144.927536232,0.00405053199023841,0.000364035921988255,0.0350674653162752,0.000190623896764195,0.00745632703881495,0.0131677122534038,"2020-04-27","US","USMI",9986857,0.01,NA,NA,NA,0.013318153869534,0.0107222335166352,0.0159140742224328,0.0400373667753824,-0.325283450290797,0.405358183841562,"2020-04-27","US_MI",0.3916654,0.4973626,0.4117921,0.5099117,0.4313718,0.5723475,0.4430163,0.5722785,22.6457996,23.6391423,19.1412493,19.2590124,NA,NA,2.780789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-27",-37,-18,64,-46,-56,21
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-28,3,1,2,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,41166,3766,71.76,71.76,83.33,83.33,60.83,60.83,60.58,60.58,62.5,62.5,1132,168,1016.85714285714,145.714285714286,638,75,58.2857142857143,8.42857142857144,9883640,"US_MI","2020/04/28","US",329064917,1132,168,41166,3766,388299.361965807,387390.953573943,389209.900520492,14550.1227025117,102649.677262165,147238.31621192,0.00118000838711654,0.00117724781209035,0.00118277543552445,4.42165723260974e-05,0.000311943546574323,0.000447444587998786,"2020/04/28","US_MI",9883640,1132,168,41166,3766,348695.652173913,2101.44927536231,68333.3333333333,119927.536231884,0.00416506469276501,0.000381033708228952,0.0352800842780507,0.00021261896177545,0.0069137821018707,0.0121339441978749,"2020-04-28","US","USMI",9986857,0.01,NA,NA,NA,0.0133182555214297,0.0107224249076773,0.0159140861351821,0.040037018376047,-0.321888854305526,0.40196289105762,"2020-04-28","US_MI",0.4465955,0.4874933,0.5053776,0.5096015,0.5814546,0.5784086,0.6141169,0.5830418,22.5720237,23.4919598,18.4371788,19.1312549,NA,NA,2.8660247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-28",-35,-13,103,-41,-57,15
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-29,3,1,2,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,42379,3869,71.76,71.76,83.33,83.33,60.83,60.83,60.58,60.58,62.5,62.5,1213,103,996.428571428571,126,81,-65,-20.4285714285714,-19.7142857142857,9883640,"US_MI","2020/04/29","US",329064917,1213,103,42379,3869,397224.356692504,396299.680766029,398151.190141708,8924.99472669623,90802.3764144923,150850.532485787,0.00120713067899761,0.00120432066833192,0.00120994724618944,2.71222918810765e-05,0.000275940617560554,0.000458421802789103,"2020/04/29","US_MI",9883640,1213,103,42379,3869,355362.31884058,6666.66666666669,66159.420289855,118623.188405797,0.00428779275651481,0.000391454970031284,0.0359545996050625,0.000674515327011778,0.00669383145175816,0.0120019738078074,"2020-04-29","US","USMI",9986857,0.01,NA,NA,NA,0.0133183599192621,0.0107226210270678,0.0159140988114565,0.0400366699797528,-0.318494318370092,0.398567658329598,"2020-04-29","US_MI",0.3136624,0.4287445,0.2844066,0.4458844,0.3485685,0.4897607,0.3278625,0.5081102,23.3421343,23.478346,18.563191,19.0483962,NA,NA,2.8887633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-29",-40,-16,-4,-48,-58,23
"United States","USA","Michigan","US_MI","STATE_TOTAL",2020-04-30,3,1,2,1,2,1,1,0,1,0,2,1,2,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,NA,NA,NA,43478,3991,71.76,71.76,83.33,83.33,60.83,60.83,60.58,60.58,62.5,62.5,1099,122,947.571428571429,119.142857142857,-114,19,-48.8571428571429,-6.85714285714286,9883640,"US_MI","2020/04/30","US",329064917,1099,122,43478,3991,407155.276355357,406212.936392217,408099.802375431,9930.91966285318,99601.1530854675,160781.45214864,0.00123730989030154,0.00123444620014663,0.00124018022369559,3.017921130393e-05,0.000302679343618595,0.000488601014093033,"2020/04/30","US_MI",9883640,1099,122,43478,3991,358333.333333333,2971.0144927536,63478.2608695652,116376.811594203,0.0043989866081727,0.0004037986005156,0.0362551988268829,0.000300599221820463,0.00642255898328604,0.0117746914693577,"2020-04-30","US","USMI",9986857,0.01,NA,NA,NA,0.0133184672381696,0.0107228221794736,0.0159141122968657,0.0400363215864802,-0.315099842512193,0.395172485685154,"2020-04-30","US_MI",0.454713,0.4249879,0.4828487,0.4440863,0.4570896,0.4848693,0.4942721,0.5063303,22.810982,23.1790256,19.2458426,18.9507337,NA,NA,2.9329631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Michigan",NA,NA,"US_MI",NA,"2020-04-30",-39,-13,6,-48,-57,23
