"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","umdapi_date","umdapi_iso_code","umdapi_country","umdapi_sample_size","umdapi_percent_cli","umdapi_cli_se","umdapi_percent_cli_unw","umdapi_cli_se_unw","umdapi_percent_ili","umdapi_ili_se","umdapi_percent_ili_unw","umdapi_ili_se_unw","umdapi_percent_mc","umdapi_mc_se","umdapi_percent_mc_unw","umdapi_mc_se_unw","umdapi_percent_dc","umdapi_dc_se","umdapi_percent_dc_unw","umdapi_dc_se_unw","umdapi_percent_hf","umdapi_hf_se","umdapi_percent_hf_unw","umdapi_hf_se_unw","umdapi_percent_cli_smooth","umdapi_percent_cli_smooth_low","umdapi_percent_cli_smooth_high","umdapi_percent_cli_unw_smooth","umdapi_percent_cli_unw_smooth_low","umdapi_percent_cli_unw_smooth_high","umdapi_percent_ili_smooth","umdapi_percent_ili_smooth_low","umdapi_percent_ili_smooth_high","umdapi_percent_ili_unw_smooth","umdapi_percent_ili_unw_smooth_low","umdapi_percent_ili_unw_smooth_high","umdapi_percent_mc_smooth","umdapi_percent_mc_smooth_low","umdapi_percent_mc_smooth_high","umdapi_percent_mc_unw_smooth","umdapi_percent_mc_unw_smooth_low","umdapi_percent_mc_unw_smooth_high","umdapi_percent_dc_smooth","umdapi_percent_dc_smooth_low","umdapi_percent_dc_smooth_high","umdapi_percent_dc_unw_smooth","umdapi_percent_dc_unw_smooth_low","umdapi_percent_dc_unw_smooth_high","umdapi_percent_hf_smooth","umdapi_percent_hf_smooth_low","umdapi_percent_hf_smooth_high","umdapi_percent_hf_unw_smooth","umdapi_percent_hf_unw_smooth_low","umdapi_percent_hf_unw_smooth_high","umdapi_population","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-04-26,1,1,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,4,1,0,NA,NA,429,6,31.48,31.48,45.24,45.24,41.67,41.67,42.31,42.31,37.5,37.5,0,0,1.28571428571429,0,-1,0,-3.14285714285714,0,23568378,"TW","TWN","Asia","Taiwan","2020-04-26",429,0,1.286,6,0,0,18.013,0,0.054,0.252,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,495,60924,2.558,0.021,1045,0.044,0.001,812.6,"people tested",NA,NA,31.48,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/04/26","TW",23568378,0,0,428,6,494.480710276975,357.868194765009,683.243653425468,0,0,0,2.09806848089832e-05,1.51842521689447e-05,2.89898462009337e-05,0,0,0,"2020/04/26","TW",23568378,0,0,428,6,434.782608695652,0,0,0,1.81599259821783e-05,2.54578401619322e-07,1.84477102622697e-05,0,0,0,"2020-04-26","TWN","Taiwan",1994,0.000616,0.000928,0.001003,0.000709,0.00095,0.001153,0.001505,0.000868,0.793766,0.015138,0.80341,0.0089,0.261531,0.016443,0.312437,0.010379,NA,NA,NA,NA,0.00179789897361928,0.000925798412854508,0.00266999953438405,0.00211302863117299,0.00138798005098895,0.00283807721135703,0.00225573369021137,0.00123481281855212,0.00327665456187062,0.00318287719157208,0.00235934045447265,0.00400641392867151,0.655139118321514,0.625198964405551,0.685079272237476,0.695034818503826,0.672278750313794,0.717790886693858,0.294454548666344,0.280265944442715,0.308643152889973,0.337539046280579,0.325824385131322,0.349253707429836,0.213371745093255,0.189697720724026,0.237045769462485,0.176089135302527,0.14648652031642,0.205691750288634,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-04-26",-14,-1,4,-31,-5,6
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-04-27,1,1,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,4,1,0,NA,NA,429,6,31.48,31.48,45.24,45.24,41.67,41.67,42.31,42.31,37.5,37.5,0,0,1,0,0,0,-0.285714285714286,0,23568378,"TW","TWN","Asia","Taiwan","2020-04-27",429,0,1,6,0,0,18.013,0,0.042,0.252,0,0,0.39,NA,NA,NA,NA,NA,NA,NA,NA,740,61664,2.589,0.031,889,0.037,0.001,889,"people tested",NA,NA,31.48,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/04/27","TW",23568378,0,0,428,6,488.908995639178,353.811599254304,675.59120876957,0,0,0,2.07442784411884e-05,1.50121319020895e-05,2.86651550127705e-05,0,0,0,"2020/04/27","TW",23568378,0,0,428,6,434.782608695652,0,0,0,1.81599259821783e-05,2.54578401619322e-07,1.84477102622697e-05,0,0,0,"2020-04-27","TWN","Taiwan",1827,0.001427,0.001435,0.000547,0.000547,0.001427,0.001435,0.000547,0.000547,0.795724,0.015325,0.801314,0.009335,0.294132,0.01732,0.350848,0.011165,NA,NA,NA,NA,0.00177910654510143,0.000948088394060094,0.00261012469614276,0.00206322428852765,0.00139880924626998,0.00272763933078532,0.00221383004797166,0.00125492692315605,0.00317273317278727,0.00299510562899721,0.00226588402068811,0.00372432723730632,0.617660272554359,0.588215257094834,0.647105288013883,0.662798114436103,0.639950268629155,0.685645960243052,0.299999020693216,0.287090471870231,0.312907569516202,0.342529211502795,0.331847101379772,0.353211321625817,0.213758377367439,0.191491960556403,0.236024794178476,0.179647868747188,0.151900929977944,0.207394807516432,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-04-27",-15,0,-10,-22,5,4
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-04-28,1,1,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,4,1,0,NA,NA,429,6,31.48,31.48,45.24,45.24,41.67,41.67,42.31,42.31,37.5,37.5,0,0,0.571428571428571,0,0,0,-0.428571428571429,0,23568378,"TW","TWN","Asia","Taiwan","2020-04-28",429,0,0.571,6,0,0,18.013,0,0.024,0.252,0,0,0.39,NA,NA,NA,NA,NA,NA,NA,NA,694,62358,2.618,0.029,792,0.033,0.001,1387,"people tested",NA,NA,31.48,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/04/28","TW",23568378,0,0,428,6,483.906029249151,350.172357179852,668.713678685411,0,0,0,2.05320039100336e-05,1.48577198303528e-05,2.83733432434515e-05,0,0,0,"2020/04/28","TW",23568378,0,0,428,6,507.246376811594,72.463768115942,72.463768115942,72.463768115942,1.81599259821783e-05,2.54578401619322e-07,2.15223286393147e-05,3.07461837704495e-06,3.07461837704495e-06,3.07461837704495e-06,"2020-04-28","TWN","Taiwan",1798,0.001596,0.001539,0.002781,0.001242,0.001596,0.001539,0.002781,0.001242,0.471985,0.019246,0.55673,0.011716,0.313333,0.017883,0.354283,0.01128,NA,NA,NA,NA,0.00176063190298648,0.000967936174562268,0.00255332763141069,0.00201513843597015,0.00140181014395377,0.00262846672798653,0.00217301810333993,0.00127039868762708,0.00307563751905277,0.00282417896712062,0.00215707418921733,0.00349128374502391,0.590323719466176,0.562085029718871,0.618562409213482,0.640363079610457,0.618250825641643,0.662475333579271,0.305443073180837,0.293488108689893,0.317398037671782,0.3473424554507,0.337295066213274,0.357389844688126,0.214145710224146,0.193270873904462,0.23502054654383,0.183278523629298,0.157446303451839,0.209110743806757,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-04-28",-13,2,0,-20,9,2
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-04-29,1,1,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,4,1,0,NA,NA,429,6,31.48,31.48,45.24,45.24,41.67,41.67,42.31,42.31,37.5,37.5,0,0,0.428571428571429,0,0,0,-0.142857142857143,0,23568378,"TW","TWN","Asia","Taiwan","2020-04-29",429,0,0.429,6,0,0,18.013,0,0.018,0.252,0,0,0.39,NA,NA,NA,NA,NA,NA,NA,NA,484,62842,2.639,0.02,696,0.029,0.001,1622.4,"people tested",NA,NA,31.48,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/04/29","TW",23568378,0,0,428,6,479.435977229751,346.924005551784,662.562557170567,0,0,0,2.03423407936579e-05,1.47198931361243e-05,2.81123527962156e-05,0,0,0,"2020/04/29","TW",23568378,0,0,428,6,507.246376811594,0,72.463768115942,72.463768115942,1.81599259821783e-05,2.54578401619322e-07,2.15223286393147e-05,0,3.07461837704495e-06,3.07461837704495e-06,"2020-04-29","TWN","Taiwan",1932,0.002992,0.002123,0.00207,0.001034,0.003209,0.002198,0.002588,0.001156,0.491798,0.019433,0.581263,0.011224,0.340183,0.018416,0.371118,0.010991,NA,NA,NA,NA,0.00174248897008871,0.000985384014190771,0.00249959392598664,0.00196875679605135,0.00139751188335724,0.00254000170874547,0.00213331396988744,0.00128142630798587,0.00298520163178901,0.00266859626371841,0.00203923163586307,0.00329796089157375,0.571501922280914,0.545094501420371,0.597909343141458,0.626068445363999,0.605428231112507,0.646708659615492,0.310752015604612,0.299415398923604,0.322088632285621,0.351946414474518,0.342217260157392,0.361675568791644,0.214533744932839,0.195029672768908,0.234037817096771,0.18698255346968,0.163116068148715,0.210849038790645,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-04-29",-14,-1,3,-18,8,0
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-04-30,1,1,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,4,1,0,NA,NA,429,6,31.48,31.48,45.24,45.24,41.67,41.67,42.31,42.31,37.5,37.5,0,0,0.285714285714286,0,0,0,-0.142857142857143,0,23568378,"TW","TWN","Asia","Taiwan","2020-04-30",429,0,0.286,6,0,0,18.013,0,0.012,0.252,0,0,0.39,NA,NA,NA,NA,NA,NA,NA,NA,495,63337,2.659,0.021,622,0.026,0,2174.8,"people tested",NA,NA,31.48,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/04/30","TW",23568378,0,0,428,6,475.450071948729,344.026435869701,657.079652453418,0,0,0,2.01732198944165e-05,1.45969500264168e-05,2.78797146096952e-05,0,0,0,"2020/04/30","TW",23568378,0,0,428,6,507.246376811594,0,72.463768115942,72.463768115942,1.81599259821783e-05,2.54578401619322e-07,2.15223286393147e-05,0,3.07461837704495e-06,3.07461837704495e-06,"2020-04-30","TWN","Taiwan",1636,0.00159,0.001577,0.001834,0.001058,0.00159,0.001577,0.001834,0.001058,0.434593,0.019622,0.534841,0.012332,0.312985,0.018356,0.352689,0.011813,NA,NA,NA,NA,0.00172469098526639,0.00100049804250104,0.00244888392803174,0.0019240632582754,0.00138667541731753,0.00246145109923328,0.00209473132764803,0.00128826345397479,0.00290119920132128,0.00252700964722807,0.00191882561517125,0.00313519367928489,0.560008376054509,0.535487409882607,0.58452934222641,0.618654319446375,0.599703790702493,0.637604848190257,0.315889516752449,0.304857707481227,0.326921326023672,0.356307857795414,0.346637246979759,0.365978468611068,0.214922482765284,0.196762174209098,0.233082791321471,0.190761441164582,0.168898822228279,0.212624060100886,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-04-30",-8,5,-4,-15,6,-2
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-05-01,1,1,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,4,1,0,NA,NA,429,6,31.48,31.48,45.24,45.24,41.67,41.67,42.31,42.31,37.5,37.5,0,0,0.142857142857143,0,0,0,-0.142857142857143,0,23568378,"TW","TWN","Asia","Taiwan","2020-05-01",429,0,0.143,6,0,0,18.013,0,0.006,0.252,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,374,63711,2.675,0.016,557,0.023,0,3895.1,"people tested",NA,NA,31.48,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/05/01","TW",23568378,0,0,428,6,471.896108275396,341.441824247118,652.192910158234,0,0,0,2.00224261625215e-05,1.44872856438028e-05,2.76723714359229e-05,0,0,0,"2020/05/01","TW",23568378,0,0,428,6,507.246376811594,0,72.463768115942,72.463768115942,1.81599259821783e-05,2.54578401619322e-07,2.15223286393147e-05,0,3.07461837704495e-06,3.07461837704495e-06,"2020-05-01","TWN","Taiwan",1453,0.000568,0.001044,0.000688,0.000688,0.001409,0.001644,0.002065,0.001191,0.495962,0.021917,0.573297,0.012975,0.33922,0.020754,0.370957,0.012673,0,0,0,0,0.00170725053788433,0.00101337135504194,0.00240112972072672,0.00188104016453078,0.00137030974824032,0.00239177058082124,0.00205728162594867,0.0012912258883247,0.00282333736357264,0.00239820923901342,0.00180154356641262,0.00299487491161422,0.554987477861056,0.531764300816134,0.578210654905978,0.617142108432083,0.599462952855942,0.634821264008224,0.320817768735496,0.309838834170508,0.331796703300484,0.360392874266853,0.350583081514817,0.370202667018888,0.21531192499555,0.198460323218313,0.232163526772787,0.194616699579349,0.174775461950456,0.214457937208243,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-05-01",3,15,39,-16,-36,9
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-05-02,1,1,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,4,1,0,NA,NA,432,6,31.48,31.48,45.24,45.24,41.67,41.67,42.31,42.31,37.5,37.5,3,0,0.428571428571429,0,3,0,0.285714285714286,0,23568378,"TW","TWN","Asia","Taiwan","2020-05-02",432,3,0.429,6,0,0,18.138,0.126,0.018,0.252,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,380,64091,2.691,0.016,523,0.022,0.001,1219.1,"people tested",NA,NA,31.48,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/05/02","TW",23568378,3,0,431,6,472.00922495581,341.510831982061,652.373768499054,0,0,0,2.00272256731375e-05,1.4490213623613e-05,2.76800452071438e-05,0,0,0,"2020/05/02","TW",23568378,3,0,431,6,507.246376811594,0,72.463768115942,72.463768115942,1.8287215182988e-05,2.54578401619322e-07,2.15223286393147e-05,0,3.07461837704495e-06,3.07461837704495e-06,"2020-05-02","TWN","Taiwan",1129,0.004337,0.002983,0.003543,0.001768,0.0046,0.003072,0.003543,0.001768,0.473231,0.022667,0.556244,0.014786,0.332332,0.021385,0.355182,0.014243,0,0,0,0,0.00169017960308439,0.00102412392460368,0.00235623528156511,0.00183966858118039,0.00134962427305901,0.00232971288930176,0.00202097428326895,0.00129068900964485,0.00275125955689305,0.00228110968171134,0.00169167082078663,0.00287054854263604,0.555835330868127,0.532895729635637,0.578774932100618,0.620745242054693,0.603426857240158,0.638063626869227,0.325497690603999,0.314414482345884,0.336580898862114,0.364167086360307,0.354108790565308,0.374225382155307,0.215702072900014,0.200113550948896,0.231290594851132,0.198549872154095,0.180714333274624,0.216385411033566,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-05-02",-10,4,13,-25,-5,4
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-05-03,1,1,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,4,1,0,NA,NA,436,6,31.48,31.48,45.24,45.24,41.67,41.67,42.31,42.31,37.5,37.5,4,0,1,0,1,0,0.571428571428571,0,23568378,"TW","TWN","Asia","Taiwan","2020-05-03",436,4,1,6,0,0,18.306,0.168,0.042,0.252,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,342,64433,2.705,0.014,501,0.021,0.002,501,"people tested",NA,NA,31.48,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/05/03","TW",23568378,4,0,435,6,473.451648070684,342.54598516627,654.383565324938,0,0,0,2.00884273016448e-05,1.45341348974575e-05,2.77653203510627e-05,0,0,0,"2020/05/03","TW",23568378,4,0,435,6,507.246376811594,0,72.463768115942,72.463768115942,1.84569341174009e-05,2.54578401619322e-07,2.15223286393147e-05,0,3.07461837704495e-06,3.07461837704495e-06,"2020-05-03","TWN","Taiwan",2992,0.002139,0.001589,0.002674,0.000944,0.002888,0.001845,0.003008,0.001001,0.545136,0.017125,0.600602,0.008954,0.312039,0.015934,0.356952,0.008759,0.046339,0.00723,0.04512,0.003795,0.00167348957776974,0.0010328986910824,0.00231408046445708,0.00179992855810697,0.00132592332760901,0.00227393378860492,0.00198581688370983,0.00128707494580651,0.00268455882161316,0.00217473811779181,0.00159195498387887,0.00275752125170474,0.562141805869844,0.538536290270534,0.585747321469155,0.628800532601087,0.610918895931522,0.646682169270653,0.329889172838297,0.318654031908992,0.341124313767603,0.367595891127385,0.35729604013374,0.377895742121031,0.216091922743817,0.201706439885934,0.230477405601701,0.202555721969308,0.186654046641766,0.218457397296851,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-05-03",-9,2,18,-21,-6,2
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-05-04,1,1,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,4,1,0,NA,NA,438,6,31.48,31.48,45.24,45.24,41.67,41.67,42.31,42.31,37.5,37.5,2,0,1.28571428571429,0,-2,0,0.285714285714286,0,23568378,"TW","TWN","Asia","Taiwan","2020-05-04",438,2,1.286,6,0,0,18.39,0.084,0.054,0.252,0,0,0.38,NA,NA,NA,NA,NA,NA,NA,NA,528,64961,2.728,0.022,471,0.02,0.003,366.3,"people tested",NA,NA,31.48,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/05/04","TW",23568378,2,0,437,6,472.793738590892,342.057442842333,653.498188471776,0,0,0,2.00605123776822e-05,1.4513406176799e-05,2.77277540470446e-05,0,0,0,"2020/05/04","TW",23568378,2,0,437,6,507.246376811594,0,72.463768115942,72.463768115942,1.85417935846073e-05,2.54578401619322e-07,2.15223286393147e-05,0,3.07461837704495e-06,3.07461837704495e-06,"2020-05-04","TWN","Taiwan",3079,0.000268,0.000474,0.00065,0.000459,0.000795,0.000817,0.001299,0.000649,0.480204,0.01448,0.581682,0.00889,0.32391,0.013563,0.379669,0.008746,0.255295,0.012637,0.256902,0.007874,0.00165719137599002,0.00103985319208878,0.00227452955989125,0.00176179962532349,0.00130046661067261,0.00222313263997438,0.00195181548830791,0.00128082858519347,0.00262280239142234,0.00207822364972093,0.00150375081175231,0.00265269648768955,0.573645695228601,0.549001400212059,0.598289990245143,0.640713778084383,0.621891203829158,0.659536352339608,0.333951533966048,0.322620768319327,0.345282299612769,0.370644945722576,0.360239066197025,0.381050825248127,0.216454493601494,0.203186032581807,0.229722954621181,0.206456101291093,0.192302150828111,0.220610051754076,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-05-04",-12,4,-6,-19,5,3
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-05-05,1,1,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,4,1,0,NA,NA,438,6,31.48,31.48,45.24,45.24,41.67,41.67,42.31,42.31,37.5,37.5,0,0,1.28571428571429,0,-2,0,0,0,23568378,"TW","TWN","Asia","Taiwan","2020-05-05",438,0,1.286,6,0,0,18.39,0,0.054,0.252,0,0,0.37,NA,NA,NA,NA,NA,NA,NA,NA,632,65593,2.754,0.027,462,0.019,0.003,359.3,"people tested",NA,NA,31.48,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/05/05","TW",23568378,0,0,437,6,469.977355810353,340.011635610116,649.621047756638,0,0,0,1.99410140065792e-05,1.44266031209325e-05,2.7563247999359e-05,0,0,0,"2020/05/05","TW",23568378,0,0,437,6,507.246376811594,0,72.463768115942,72.463768115942,1.85417935846073e-05,2.54578401619322e-07,2.15223286393147e-05,0,3.07461837704495e-06,3.07461837704495e-06,"2020-05-05","TWN","Taiwan",3077,0.004049,0.001907,0.00195,0.000795,0.005266,0.002174,0.002925,0.000974,0.490844,0.015014,0.577186,0.008906,0.342943,0.014256,0.370491,0.008706,0.255138,0.013092,0.260318,0.007911,0.00164130152980037,0.00104513091384699,0.00223747214575375,0.00172528653725507,0.00127421949070061,0.00217635358380953,0.00191898696240937,0.00127235048707289,0.00256562343774584,0.00199080485621853,0.00142679072266584,0.00255481898977123,0.590042143229821,0.564661983251957,0.615422303207685,0.655944125579457,0.63646562795988,0.675422623199034,0.337661835871297,0.326352599018193,0.348971072724402,0.373303383250906,0.363006908024907,0.383599858476905,0.216773444201952,0.204525318571938,0.229021569831966,0.210152883292182,0.197523199764055,0.222782566820309,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-05-05",-11,8,-3,-19,9,2
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-05-06,1,1,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,4,1,0,NA,NA,439,6,31.48,31.48,45.24,45.24,41.67,41.67,42.31,42.31,37.5,37.5,1,0,1.42857142857143,0,1,0,0.142857142857143,0,23568378,"TW","TWN","Asia","Taiwan","2020-05-06",439,1,1.429,6,0,0,18.432,0.042,0.06,0.252,0,0,0.36,NA,NA,NA,NA,NA,NA,NA,NA,451,66044,2.773,0.019,457,0.019,0.003,319.8,"people tested",NA,NA,31.48,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/05/06","TW",23568378,1,0,438,6,468.286002838289,338.775887892033,647.306341129419,0,0,0,1.98692503505455e-05,1.43741706744534e-05,2.74650356137966e-05,0,0,0,"2020/05/06","TW",23568378,1,0,438,6,507.246376811594,0,72.463768115942,72.463768115942,1.85842233182105e-05,2.54578401619322e-07,2.15223286393147e-05,0,3.07461837704495e-06,3.07461837704495e-06,"2020-05-06","TWN","Taiwan",3123,0.001508,0.001154,0.002241,0.000846,0.00159,0.001184,0.002562,0.000905,0.455414,0.014806,0.56324,0.008875,0.341792,0.014102,0.366314,0.008621,0.247825,0.012836,0.239193,0.007634,0.00162584719426386,0.00104883582200146,0.00220285856652626,0.00169043877152991,0.00124769686613469,0.00213318067692514,0.00188736859971926,0.00126194115493269,0.00251279604450583,0.00191183227071394,0.00135932983424779,0.0024643347071801,0.610782816179977,0.585231933015676,0.636333699344277,0.673996680078117,0.65439500245116,0.693598357705074,0.341032022398049,0.32984934645872,0.352214698337378,0.375604984100247,0.365600859123245,0.385609109077249,0.217042995132015,0.205712890109489,0.228373100154541,0.213620522049915,0.202277248687522,0.224963795412308,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-05-06",-14,4,-7,-17,9,2
