"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","W_date","W_country","W_region","W_population","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick","W_p_cases_smooth","W_p_cases_smooth_low","W_p_cases_smooth_high","W_p_cases_fatalities_smooth","W_p_cases_fatalities_smooth_low","W_p_cases_fatalities_smooth_high","cmu_date","cmu_iso2","cmu_raw_cli","cmu_smoothed_cli","cmu_raw_ili","cmu_smoothed_ili","cmu_raw_wcli","cmu_smoothed_wcli","cmu_raw_wili","cmu_smoothed_wili","cmu_raw_hh_cmnty_cli","cmu_smoothed_hh_cmnty_cli","cmu_raw_nohh_cmnty_cli","cmu_smoothed_nohh_cmnty_cli","cmu_smoothed_wearing_mask","cmu_smoothed_others_masked","cmu_smoothed_travel_outside_state_5d","cmu_smoothed_work_outside_home_1d","cmu_smoothed_shop_1d","cmu_smoothed_restaurant_1d","cmu_smoothed_spent_time_1d","cmu_smoothed_large_event_1d","cmu_smoothed_public_transit_1d","cmu_smoothed_tested_14d","cmu_smoothed_tested_positive_14d","cmu_smoothed_wanted_test_14d","cmu_smoothed_anxious_5d","cmu_smoothed_depressed_5d","cmu_smoothed_felt_isolated_5d","cmu_smoothed_worried_become_ill","cmu_smoothed_worried_finances","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-03-28,3,1,2,1,2,1,4,1,0,NA,0,NA,1,1,3,2,0,1,0,0,2,1,1,1,0,0,0,NA,NA,NA,NA,409,5,65.74,65.74,73.81,73.81,53.33,53.33,51.92,51.92,62.5,62.5,28,2,41,0.714285714285714,2915918,"US_AR","2020/03/28","US",329064917,28,2,409,5,1480.49729963492,1018.25313984551,2152.58089413683,312.130416593392,1287.91994748094,1287.91994748094,4.49910404649705e-06,3.09438377426758e-06,6.54150832535221e-06,9.48537508765762e-07,3.91387802510999e-06,3.91387802510999e-06,"2020-03-28","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999201449098,0.0099999912889399,0.00999999274004206,"2020-03-28","US_AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-03-28",-39,-14,-1,-26,-23,10
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-03-29,3,1,2,1,2,1,4,1,0,NA,0,NA,1,1,3,2,0,1,0,0,2,1,1,1,0,0,0,NA,NA,NA,NA,426,6,65.74,65.74,73.81,73.81,53.33,53.33,51.92,51.92,62.5,62.5,17,1,37.2857142857143,0.857142857142857,2915918,"US_AR","2020/03/29","US",329064917,17,1,426,6,1499.26763075334,1096.61376261388,2049.76766228695,211.347683272399,1499.26763075334,1499.26763075334,4.5561454694769e-06,3.33251497185243e-06,6.22906775044314e-06,6.4226744436691e-07,4.5561454694769e-06,4.5561454694769e-06,"2020-03-29","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.0099999920485357,0.00999999132591729,0.00999999277115411,"2020-03-29","US_AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-03-29",-29,-7,81,-22,-27,7
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-03-30,3,1,2,1,2,1,4,1,0,NA,0,NA,1,1,3,2,0,1,0,0,2,1,1,1,0,0,0,NA,NA,NA,NA,473,7,65.74,65.74,73.81,73.81,53.33,53.33,51.92,51.92,62.5,62.5,47,1,40.1428571428571,1,2915918,"US_AR","2020/03/30","US",329064917,47,1,473,7,1618.26858011479,1237.02654176376,2117.00647397012,119.000949361448,1618.26858011479,1618.26858011479,4.91777912658733e-06,3.75921733936698e-06,6.43340072004736e-06,3.61633657110424e-07,4.91777912658733e-06,4.91777912658733e-06,"2020-03-30","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999208258041,0.00999999136289405,0.00999999280226678,"2020-03-30","US_AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-03-30",-31,-11,-19,-25,-34,14
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-03-31,3,1,2,1,2,1,4,1,0,NA,0,NA,1,1,3,2,0,1,0,0,2,1,1,1,0,0,0,NA,NA,NA,NA,523,8,65.74,65.74,73.81,73.81,53.33,53.33,51.92,51.92,62.5,62.5,50,1,43.4285714285714,0.857142857142857,2915918,"US_AR","2020/03/31","US",329064917,50,1,523,8,1745.07593852441,1378.74400965586,2208.74216670356,126.807358409618,1745.07593852441,1745.07593852441,5.30313578984298e-06,4.18988454383262e-06,6.71217760568369e-06,3.85356663255651e-07,5.30313578984298e-06,5.30313578984298e-06,"2020-03-31","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999211662513,0.00999999139987017,0.0099999928333801,"2020-03-31","US_AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-03-31",-26,-6,36,-21,-35,13
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-01,3,1,2,1,2,1,4,1,0,NA,0,NA,1,1,3,2,0,1,0,0,2,1,1,1,0,0,0,NA,NA,NA,NA,584,10,65.74,65.74,73.81,73.81,53.33,53.33,51.92,51.92,62.5,62.5,61,2,43.4285714285714,1.14285714285714,2915918,"US_AR","2020/04/01","US",329064917,61,2,584,10,2111.87024217004,1749.77014238329,2548.90388842076,366.794303645626,2111.87024217004,2111.87024217004,6.41779215306029e-06,5.31740107190853e-06,7.74589984146126e-06,1.11465636321731e-06,6.41779215306029e-06,6.41779215306029e-06,"2020-04-01","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999215066986,0.00999999143684565,0.00999999286449407,"2020-04-01","US_AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-01",-19,2,75,-18,-35,11
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-02,3,1,2,1,2,1,4,1,0,NA,0,NA,1,1,3,2,0,1,0,0,2,1,1,1,0,0,0,NA,NA,NA,NA,643,12,65.74,65.74,73.81,73.81,53.33,53.33,51.92,51.92,62.5,62.5,59,2,44,1.42857142857143,2915918,"US_AR","2020/04/02","US",329064917,59,2,643,12,2444.21855995626,2089.78583535111,2858.76393062589,332.348317786221,2444.21855995626,2444.21855995626,7.42777012584498e-06,6.35067953886774e-06,8.68753787759722e-06,1.00997797278469e-06,7.42777012584498e-06,7.42777012584498e-06,"2020-04-02","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999218471458,0.00999999147382047,0.00999999289560869,"2020-04-02","US_AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-02",-24,2,59,-21,-36,13
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-03,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,0,NA,NA,NA,704,12,69.44,69.44,73.81,73.81,56.39,56.39,55.45,55.45,62.5,62.5,61,0,46.1428571428571,1.28571428571429,2915918,"US_AR","2020/04/03","US",329064917,61,0,704,12,2360.58076023146,2016.27634024699,2763.67946910111,0,2444.21855995626,2444.21855995626,7.17360204105703e-06,6.12729050130553e-06,8.39858437142697e-06,0,7.42777012584498e-06,7.42777012584498e-06,"2020-04-03","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.0099999922187593,0.00999999151079462,0.00999999292672398,"2020-04-03","US_AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-03",-28,3,6,-27,-36,15
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-04,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,0,NA,NA,NA,743,14,69.44,69.44,73.81,73.81,56.39,56.39,55.45,55.45,62.5,62.5,39,2,47.7142857142857,1.28571428571429,2915918,"US_AR","2020/04/04","US",329064917,39,2,743,14,2578.78821118472,2252.72915349134,2952.04091794111,50.9318515036653,2495.15041145992,2495.15041145992,7.83671572981667e-06,6.84585027789925e-06,8.97099862499505e-06,1.54777519183746e-07,7.58254764502872e-06,7.58254764502872e-06,"2020-04-04","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999225280403,0.00999999154776811,0.00999999295783994,"2020-04-04","US_AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-04",-42,-4,-32,-31,-25,12
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-05,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,837,16,69.44,69.44,73.81,73.81,57.22,57.22,56.41,56.41,62.5,62.5,94,2,58.7142857142857,1.42857142857143,2915918,"US_AR","2020/04/05","US",329064917,94,2,837,16,2964.69778376726,2633.67310488358,3337.32874166366,469.547372307342,1988.90825287971,2964.69778376726,9.00946175239722e-06,8.00350620447205e-06,1.01418552062287e-05,1.42691410736849e-06,6.04412123605298e-06,9.00946175239722e-06,"2020-04-05","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999228684875,0.00999999158474091,0.00999999298895659,"2020-04-05","US_AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-05",-36,-3,25,-33,-29,8
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-06,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,875,16,69.44,69.44,73.81,73.81,57.22,57.22,56.41,56.41,62.5,62.5,38,0,57.4285714285714,1.28571428571429,2915918,"US_AR","2020/04/06","US",329064917,38,0,875,16,2783.29837703142,2471.02195703903,3135.03885852497,0,1988.90825287971,2964.69778376726,8.45820454640391e-06,7.5092233458574e-06,9.52711363796028e-06,0,6.04412123605298e-06,9.00946175239722e-06,"2020-04-06","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999232089347,0.00999999162171302,0.00999999302007392,"2020-04-06","US_AR",0.8176689,0.8176689,0.8114032,0.8114032,1.1744391,1.1744391,1.1353363,1.1353363,NA,NA,NA,NA,NA,NA,3.8712291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-06",-29,-6,15,-25,-36,13
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-07,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,946,18,69.44,69.44,73.81,73.81,57.22,57.22,56.41,56.41,62.5,62.5,71,2,60.4285714285714,1.42857142857143,2915918,"US_AR","2020/04/07","US",329064917,71,2,946,18,3053.60556652166,2746.68889525506,3394.81729146694,0,1988.90825287971,2964.69778376726,9.27964486266297e-06,8.34695147782969e-06,1.03165579680041e-05,0,6.04412123605298e-06,9.00946175239722e-06,"2020-04-07","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999235493819,0.00999999165868444,0.00999999305119195,"2020-04-07","US_AR",0.8178083,0.8177691,0.8153568,0.8142449,0.9134703,1.0432134,0.9089462,1.0215007,NA,NA,NA,NA,NA,NA,4.454772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-07",-30,-6,46,-24,-37,14
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-08,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,1000,18,69.44,69.44,73.81,73.81,57.22,57.22,56.41,56.41,62.5,62.5,54,0,59.4285714285714,1.14285714285714,2915918,"US_AR","2020/04/08","US",329064917,54,0,1000,18,2927.50993740342,2632.06431101216,3256.11893210165,0,1988.90825287971,2964.69778376726,8.89645108355145e-06,7.99861721817085e-06,9.89506557486238e-06,0,6.04412123605298e-06,9.00946175239722e-06,"2020-04-08","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999238898292,0.00999999169565515,0.00999999308231068,"2020-04-08","US_AR",1.1594469,0.9516634,1.1725723,0.9546638,1.0426655,1.0440074,1.0474577,1.0312631,NA,NA,NA,NA,NA,NA,4.4798181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-08",-25,-2,81,-24,-37,12
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-09,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,1119,21,69.44,69.44,73.81,73.81,57.22,57.22,56.41,56.41,62.5,62.5,119,3,68,1.28571428571429,2915918,"US_AR","2020/04/09","US",329064917,119,3,1119,21,3483.6520266309,3179.95335864323,3816.3551706392,389.274772518349,2066.05260880467,3353.97255628561,1.05865190929208e-05,9.66360494346843e-06,1.15975753520975e-05,1.18297257595026e-06,6.27855630323748e-06,1.01924343283475e-05,"2020-04-09","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999242302764,0.00999999173262515,0.00999999311343013,"2020-04-09","US_AR",0.7742538,0.9091949,0.7844682,0.9139222,0.678973,0.9535402,0.6832349,0.9450132,NA,NA,NA,NA,NA,NA,4.4464901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-09",-25,0,58,-25,-38,13
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-10,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,1171,21,69.44,69.44,73.81,73.81,57.22,57.22,56.41,56.41,62.5,62.5,52,0,66.7142857142857,1.28571428571429,2915918,"US_AR","2020/04/10","US",329064917,52,0,1171,21,3334.16532201365,3042.47081972645,3653.82580580276,0,1854.70492553227,3353.97255628561,1.01322418458047e-05,9.24580732417138e-06,1.11036625815774e-05,0,5.63628885887057e-06,1.01924343283475e-05,"2020-04-10","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999245707237,0.00999999176959442,0.00999999314455031,"2020-04-10","US_AR",0.9030324,0.908503,0.9159204,0.9141465,0.9817848,0.9593377,0.9806072,0.95222,NA,NA,NA,NA,NA,NA,4.384335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-10",-25,2,62,-30,-43,15
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-11,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,1228,25,69.44,69.44,73.81,73.81,57.22,57.22,56.41,56.41,62.5,62.5,57,4,69.2857142857143,1.57142857142857,2915918,"US_AR","2020/04/11","US",329064917,57,4,1228,25,3814.65242296745,3532.20379326381,4119.68673376162,440.872632409865,2176.57660858069,2819.05565780793,1.15924008482723e-05,1.0734063738748e-05,1.25193739014166e-05,1.33977403738201e-06,6.61442923914215e-06,8.56686784938525e-06,"2020-04-11","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999249111709,0.00999999180656296,0.00999999317567122,"2020-04-11","US_AR",1.5679759,0.9245362,1.2195368,0.9215712,1.4604053,0.9524917,1.1472617,0.9239912,NA,NA,NA,NA,NA,NA,4.3562772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-11",-35,1,1,-34,-26,10
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-12,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,1280,27,69.44,69.44,73.81,73.81,57.22,57.22,56.41,56.41,62.5,62.5,52,2,63.2857142857143,1.57142857142857,2915918,"US_AR","2020/04/12","US",329064917,52,2,1280,27,3950.34762150755,3678.16128703533,4242.67592227543,155.502432812075,2205.27168298314,2974.55809062,1.20047668937845e-05,1.11776160174356e-05,1.28931274745263e-05,4.72558528055043e-07,6.70163110394155e-06,9.03942637744029e-06,"2020-04-12","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999252516181,0.00999999184353075,0.00999999320679287,"2020-04-12","US_AR",0,0.9167608,0,0.9138208,NA,0.8318759,NA,0.807136,NA,NA,NA,NA,NA,NA,4.4212572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-12",-53,-29,-27,-39,-36,10
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-13,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,1410,29,69.44,69.44,73.81,73.81,57.22,57.22,56.41,56.41,62.5,62.5,130,2,76.4285714285714,1.85714285714286,2915918,"US_AR","2020/04/13","US",329064917,130,2,1410,29,4320.03703047081,4041.61925173464,4617.63436440212,369.689408963257,2208.16678830077,3344.24749958326,1.3128221233231e-05,1.22821335333497e-05,1.4032593952889e-05,1.12345433944652e-06,6.71042908017075e-06,1.01628807168868e-05,"2020-04-13","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999255920653,0.00999999188049778,0.00999999323791527,"2020-04-13","US_AR",0.7339497,0.9149945,0.6938431,0.9097341,0.8563317,0.7864203,0.818586,0.7620226,NA,NA,NA,NA,NA,NA,4.5400839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-13",-26,-8,-9,-22,-39,12
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-14,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,1498,32,69.44,69.44,73.81,73.81,57.22,57.22,56.41,56.41,62.5,62.5,88,3,78.8571428571429,2,2915918,"US_AR","2020/04/14","US",329064917,88,3,1498,32,4697.10485596108,4421.3960117342,4990.00631685999,377.067825490272,2252.88629600483,3721.31532507353,1.42740979463365e-05,1.3436242465599e-05,1.5164200311454e-05,1.14587671310543e-06,6.8463278204915e-06,1.13087574299922e-05,"2020-04-14","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999259325125,0.00999999191746406,0.00999999326903844,"2020-04-14","US_AR",1.0229125,0.9637576,0.9982866,0.9552595,1.064267,0.8095089,1.0556069,0.7845333,NA,NA,NA,NA,NA,NA,4.7298287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-14",-25,-7,11,-21,-38,13
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-15,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,1569,33,69.44,69.44,73.81,73.81,57.22,57.22,56.41,56.41,62.5,62.5,71,1,81.2857142857143,2.14285714285714,2915918,"US_AR","2020/04/15","US",329064917,71,1,1569,33,4711.5535206299,4442.40797811795,4997.00538246481,14.4486646688156,2267.33496067364,3423.63357314895,1.43180061964184e-05,1.35000960254841e-05,1.51854698702652e-05,4.39082500818997e-08,6.8902360705734e-06,1.04041281713084e-05,"2020-04-15","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999262729597,0.00999999195442957,0.00999999330016238,"2020-04-15","US_AR",0.4538606,0.8267956,0.5379089,0.816647,0.4499756,0.7220309,0.5455201,0.7090881,18.6330912,18.6330912,12.3605654,12.3605654,NA,NA,4.8900022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-15",-10,4,56,-18,-35,11
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-16,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,1620,37,69.44,69.44,73.81,73.81,57.22,57.22,56.41,56.41,62.5,62.5,51,4,71.5714285714286,2.28571428571429,2915918,"US_AR","2020/04/16","US",329064917,51,4,1620,37,5074.09709222018,4814.22871875472,5347.99296115226,362.543571590285,2578.94668076026,3574.82946146684,1.54197449502652e-05,1.46300272987008e-05,1.6252090954905e-05,1.10173875384681e-06,7.83719730523646e-06,1.08635994807883e-05,"2020-04-16","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.0099999926613407,0.00999999199139429,0.00999999333128711,"2020-04-16","US_AR",0.7603964,0.8468568,0.9675327,0.8507973,0.7619925,0.7532324,1.0187431,0.7664186,21.5931624,20.5430627,16.6027737,15.1070757,NA,NA,5.0544604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-16",-15,3,66,-19,-36,11
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-17,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,1695,37,69.44,69.44,73.81,73.81,57.22,57.22,56.41,56.41,62.5,62.5,75,0,74.8571428571429,2.28571428571429,2915918,"US_AR","2020/04/17","US",329064917,75,0,1695,37,4953.87681100605,4699.44963208461,5222.07862194652,0,2109.39930845292,3455.82851210539,1.50544058484547e-05,1.4281223519445e-05,1.58694481002559e-05,0,6.41028319786797e-06,1.05019658236779e-05,"2020-04-17","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999269538542,0.00999999202835821,0.00999999336241262,"2020-04-17","US_AR",0.4476737,0.7909896,0.6963814,0.8139972,0.6290856,0.701064,0.8105301,0.7403741,20.9307432,20.6315259,17.9188136,15.9079823,NA,NA,5.5393389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-17",-23,-5,23,-25,-36,14
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-04-18,3,1,2,1,2,1,4,1,0,NA,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,1,1,NA,NA,NA,1744,38,69.44,69.44,73.81,73.81,57.22,57.22,56.41,56.41,62.5,62.5,49,1,73.7142857142857,1.85714285714286,2915918,"US_AR","2020/04/18","US",329064917,49,1,1744,38,4902.80519886371,4656.84923677478,5161.75156115916,0,2109.39930845292,3329.02115369577,1.48992036087023e-05,1.41517645795549e-05,1.56861193475668e-05,0,6.41028319786797e-06,1.01166091604222e-05,"2020-04-18","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999999272943014,0.00999999206532134,0.00999999339353894,"2020-04-18","US_AR",0.848542,0.7377707,0.8865395,0.7904442,1.0576141,0.7212776,1.0823383,0.7844073,20.1897449,20.5024114,14.4986717,15.5360944,NA,NA,5.6801434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-04-18",-25,-1,36,-20,-19,7
