"countryname","countrycode.x","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","countrycode2","population.x","cases.x","deaths.x","cases_prev_week","deaths_prev_week.x","cases_infected.x","cum_deaths.x","cases_contagious.x","cases_active.x","p_cases_infected.x","p_cases","p_cases_contagious.x","p_cases_active.x","countrycode.y","population.y","cases.y","deaths.y","cum_cases","cum_deaths.y","deaths_prev_week.y","cases_infected.y","cases_infected_low","cases_infected_high","cases_daily","cases_contagious.y","cases_active.y","p_cases_infected.y","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious.y","p_cases_active.y","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","population.x.x","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_nottooworried","pct_worried_ill_covid19_notworried","pct_enough_toeat_very_worried","pct_enough_toeat_somewhat_worried","pct_enough_toeat_nottoo_worried","pct_enough_toeat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_nottoo_worried","pct_finances_not_worried","population.y.y"
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-02,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,13,0,70.83,70.83,76.19,76.19,51.39,51.39,59.29,59.29,0,0,"BJ",11801151,5,0,8,0,13,0,11,13,1.10158746379908e-06,4.2368748607657e-07,9.32112469368454e-07,1.10158746379908e-06,"BJ",11801151,5,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-03,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,16,0,70.83,70.83,76.19,76.19,51.39,51.39,59.29,59.29,0,0,"BJ",11801151,0,0,7,0,13,0,11,13,1.10158746379908e-06,0,9.32112469368454e-07,1.10158746379908e-06,"BJ",11801151,0,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-04,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,16,0,70.83,70.83,76.19,76.19,51.39,51.39,59.29,59.29,0,0,"BJ",11801151,3,0,10,0,16,0,14,15,1.35579995544502e-06,2.54212491645942e-07,1.1863249610144e-06,1.27106245822971e-06,"BJ",11801151,3,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-05,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,22,0,70.83,70.83,76.19,76.19,51.39,51.39,59.29,59.29,0,0,"BJ",11801151,0,0,10,0,16,0,11,15,1.35579995544502e-06,0,9.32112469368454e-07,1.27106245822971e-06,"BJ",11801151,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-06,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,26,1,70.83,70.83,76.19,76.19,51.39,51.39,59.29,59.29,0,0,"BJ",11801151,6,0,16,0,22,0,17,21,1.86422493873691e-06,5.08424983291884e-07,1.44053745266034e-06,1.77948744152159e-06,"BJ",11801151,6,0,22,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-07,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,26,1,70.83,70.83,76.19,76.19,51.39,51.39,59.29,59.29,0,0,"BJ",11801151,4,1,20,1,26,1,21,24,2.20317492759816e-06,3.38949988861256e-07,1.77948744152159e-06,2.03369993316754e-06,"BJ",11801151,4,1,26,1,1,271.513113627594,50.5074548091945,1459.57405991344,271.513113627594,271.513113627594,271.513113627594,2.30073417099394e-05,4.27987531124672e-06,0.00012368065283746,2.30073417099394e-05,2.30073417099394e-05,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-08,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,26,1,70.83,70.83,76.19,76.19,56.39,56.39,65.06,65.06,0,0,"BJ",11801151,0,0,18,1,26,1,20,24,2.20317492759816e-06,0,1.69474994430628e-06,2.03369993316754e-06,"BJ",11801151,0,0,26,1,1,231.787961106672,41.6346810697762,1290.40639999016,0,271.513113627594,271.513113627594,1.964113170882e-05,3.52801867121065e-06,0.000109345808725789,0,2.30073417099394e-05,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-09,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,26,1,70.83,70.83,76.19,76.19,56.39,56.39,65.06,65.06,0,0,"BJ",11801151,0,0,13,1,26,1,20,24,2.20317492759816e-06,0,1.69474994430628e-06,2.03369993316754e-06,"BJ",11801151,0,0,26,1,1,198.214173188185,33.9014787837594,1158.91282215975,0,271.513113627594,271.513113627594,1.67961729485696e-05,2.87272646403384e-06,9.82033720405539e-05,0,2.30073417099394e-05,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-10,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,35,1,70.83,70.83,76.19,76.19,56.39,56.39,65.06,65.06,0,0,"BJ",11801151,4,0,17,1,30,1,24,28,2.54212491645942e-06,3.38949988861256e-07,2.03369993316754e-06,2.37264992202879e-06,"BJ",11801151,4,0,30,1,1,198.804005512622,33.4018660159837,1183.25822242834,0,271.513113627594,271.513113627594,1.68461538635191e-05,2.83039052851571e-06,0.000100266340328019,0,2.30073417099394e-05,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-11,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,35,1,70.83,70.83,76.19,76.19,56.39,56.39,65.06,65.06,0,0,"BJ",11801151,5,0,19,1,35,1,29,30,2.96581240253599e-06,4.2368748607657e-07,2.45738741924411e-06,2.54212491645942e-06,"BJ",11801151,5,0,35,1,1,204.766428632505,33.896568900111,1236.9774185249,0,271.513113627594,271.513113627594,1.73513946760367e-05,2.87231041278186e-06,0.00010481837055766,0,2.30073417099394e-05,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-12,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,35,1,70.83,70.83,76.19,76.19,56.39,56.39,65.06,65.06,0,0,"BJ",11801151,0,0,19,1,35,1,29,30,2.96581240253599e-06,0,2.45738741924411e-06,2.54212491645942e-06,"BJ",11801151,0,0,35,1,1,181.77822873585,29.3971557701544,1124.03134169498,0,271.513113627594,271.513113627594,1.54034321513088e-05,2.49104140521161e-06,9.52476026868042e-05,0,2.30073417099394e-05,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-13,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,35,1,70.83,70.83,76.19,76.19,56.39,56.39,65.06,65.06,0,0,"BJ",11801151,0,0,13,1,35,1,27,30,2.96581240253599e-06,0,2.28791242481348e-06,2.54212491645942e-06,"BJ",11801151,0,0,35,1,1,162.109653083758,25.7615606503813,1020.1066612223,0,271.513113627594,271.513113627594,1.37367662767605e-05,2.18297017387383e-06,8.64412853646483e-05,0,2.30073417099394e-05,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-14,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,35,1,70.83,70.83,76.19,76.19,56.39,56.39,65.06,65.06,0,0,"BJ",11801151,0,0,9,0,35,1,22,29,2.96581240253599e-06,0,1.86422493873691e-06,2.45738741924411e-06,"BJ",11801151,0,0,35,1,0,146.188266437115,23.0646216059344,926.570988634395,0,271.513113627594,271.513113627594,1.23876278201266e-05,1.95443830910514e-06,7.85153065691978e-05,0,2.30073417099394e-05,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-15,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,35,1,70.83,70.83,76.19,76.19,56.39,56.39,65.06,65.06,0,0,"BJ",11801151,0,0,9,0,35,1,22,29,2.96581240253599e-06,0,1.86422493873691e-06,2.45738741924411e-06,"BJ",11801151,0,0,35,1,0,133.633100757299,20.8294196123678,857.335727559444,0,271.513113627594,271.513113627594,1.13237345032954e-05,1.76503288639962e-06,7.26484838266576e-05,0,2.30073417099394e-05,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-16,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,35,1,70.83,70.83,76.19,76.19,56.39,56.39,65.06,65.06,0,0,"BJ",11801151,0,0,9,0,35,1,19,29,2.96581240253599e-06,0,1.61001244709097e-06,2.45738741924411e-06,"BJ",11801151,0,0,35,1,0,123.765743308051,19.1921457250188,798.136875160656,0,271.513113627594,271.513113627594,1.04875993289173e-05,1.62629439492968e-06,6.76321212363655e-05,0,2.30073417099394e-05,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-17,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,35,1,70.83,70.83,76.19,76.19,56.39,56.39,65.06,65.06,0,0,"BJ",11801151,2,0,7,0,37,1,21,31,3.13528739696662e-06,1.69474994430628e-07,1.77948744152159e-06,2.62686241367473e-06,"BJ",11801151,2,0,37,1,0,122.580568661475,18.8397675837202,797.56800324622,0,271.513113627594,271.513113627594,1.03871705956033e-05,1.59643475316265e-06,6.75839164541001e-05,0,2.30073417099394e-05,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-18,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,35,1,70.83,70.83,76.19,76.19,56.39,56.39,65.06,65.06,0,0,"BJ",11801151,0,0,2,0,37,1,15,31,3.13528739696662e-06,0,1.27106245822971e-06,2.62686241367473e-06,"BJ",11801151,0,0,37,1,0,115.814652977076,17.7310792897913,756.470242165301,0,271.513113627594,271.513113627594,9.81384383413754e-06,1.5024872819432e-06,6.41013950389501e-05,0,2.30073417099394e-05,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-19,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,35,1,70.83,70.83,76.19,76.19,56.39,56.39,65.06,65.06,0,0,"BJ",11801151,0,0,2,0,37,1,11,29,3.13528739696662e-06,0,9.32112469368454e-07,2.45738741924411e-06,"BJ",11801151,0,0,37,1,0,110.04228324237,16.7876224882753,721.323350560891,0,0,271.513113627594,9.32470766981715e-06,1.42254111385197e-06,6.11231354094944e-05,0,0,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-20,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,54,1,70.83,70.83,76.19,76.19,58.61,58.61,67.63,67.63,0,0,"BJ",11801151,0,0,2,0,37,1,11,24,3.13528739696662e-06,0,9.32112469368454e-07,2.03369993316754e-06,"BJ",11801151,0,0,37,1,0,105.141226198974,15.9394884360688,693.540290892194,0,0,271.513113627594,8.9094043622503e-06,1.35067235696491e-06,5.87688684681853e-05,0,0,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-21,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,54,1,70.83,70.83,76.19,76.19,58.61,58.61,67.63,67.63,0,0,"BJ",11801151,17,0,19,0,54,1,28,41,4.57582484962696e-06,1.44053745266034e-06,2.37264992202879e-06,3.47423738582787e-06,"BJ",11801151,17,0,54,1,0,147.413482523365,22.2856849896116,975.098357523951,0,0,271.513113627594,1.24914495648234e-05,1.88843316974858e-06,8.26273943553431e-05,0,0,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-22,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,54,1,70.83,70.83,76.19,76.19,58.61,58.61,67.63,67.63,0,0,"BJ",11801151,0,0,19,0,54,1,24,38,4.57582484962696e-06,0,2.03369993316754e-06,3.22002489418193e-06,"BJ",11801151,0,0,54,1,0,140.974659832746,21.2570937509473,934.92812083368,0,0,271.513113627594,1.19458398450072e-05,1.80127292252657e-06,7.92234690356627e-05,0,0,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-23,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,54,1,70.83,70.83,76.19,76.19,58.61,58.61,67.63,67.63,0,0,"BJ",11801151,0,0,19,0,54,1,19,38,4.57582484962696e-06,0,1.61001244709097e-06,3.22002489418193e-06,"BJ",11801151,0,0,54,1,0,133.016782651643,20.0087968433092,884.284277838079,0,0,271.513113627594,1.12715092495336e-05,1.69549536679169e-06,7.49320365308501e-05,0,0,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,"NAT_TOTAL",2020-04-24,3,1,2,0,2,1,4,0,2,0,0,NA,2,0,2,0,NA,0,0,0,2,1,2,2,0,0,3,1,0,NA,NA,54,1,70.83,70.83,76.19,76.19,58.61,58.61,67.63,67.63,0,0,"BJ",11801151,4,0,21,0,58,1,23,36,4.91477483848821e-06,3.38949988861256e-07,1.94896243595222e-06,3.0505498997513e-06,"BJ",11801151,4,0,58,1,0,134.198812064097,20.0987713328461,896.040900270524,0,0,271.513113627594,1.13716714635799e-05,1.70311957984828e-06,7.5928263291481e-05,0,0,2.30073417099394e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
