"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","hosp_year_week","hosp_date","hosp_countrycode","hosp_countryname","hosp_hosp_occupancy","hosp_icu_occupancy","hosp_hosp_weekly_admission"
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-04-19,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1771,9,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,11,0,10,0.142857142857143,5,0,-0.142857142857142,0,339037,"IS","ISL","Europe","Iceland","2020-04-19",1771,11,10,9,0,0.143,5189.744,32.234,29.304,26.374,0,0.419,0.35,5,14.652,27,79.121,NA,NA,NA,NA,381,43102,126.306,1.116,1094,3.206,0.009,109.4,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/19","IS",339037,11,0,1771,9,808.446301815422,649.900046868305,1005.67068131244,0,0,0,0.00238453709127742,0.00191690006361638,0.00296625643016082,0,0,0,"2020/04/19","IS",339037,11,0,1771,15,1159.42028985507,0,0,144.927536231884,0.00522361866109009,4.42429587331176e-05,0.00341974560255982,0,0,0.000427468200319977,"2020-W16","2020-04-19","IS","Iceland",27,5,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-04-20,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1773,10,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,2,1,8.85714285714286,0.285714285714286,-9,1,-1.14285714285714,0.142857142857143,339037,"IS","ISL","Europe","Iceland","2020-04-20",1773,2,8.857,10,1,0.286,5195.604,5.861,25.955,29.304,2.93,0.837,0.33,5,14.652,21,61.538,NA,NA,NA,NA,688,43790,128.322,2.016,1070,3.136,0.008,120.8,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,"2020/04/20","IS",356991,70,1,1768,9,1771,9,1771,1771,0.00496090937866781,0.000196083374650902,0.00496090937866781,0.00496090937866781,"2020/04/20","IS",339037,2,1,1773,10,881.851800583811,724.498543765507,1073.38048486763,0,0,0,0.002601048854797,0.00213693061160141,0.00316596856646215,0,0,0,"2020/04/20","IS",339037,2,1,1773,16,1159.42028985507,0,0,144.927536231884,0.0052295177222545,4.71924893153255e-05,0.00341974560255982,0,0,0.000427468200319977,"2020-W17","2020-04-20","IS","Iceland",21,5,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-04-21,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,2884140,0,2,1,3,2,0,0,0,NA,0,NA,NA,1778,10,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,5,0,8.28571428571429,0.285714285714286,3,-1,-0.571428571428571,0,339037,"IS","ISL","Europe","Iceland","2020-04-21",1778,5,8.286,10,0,0.286,5210.256,14.652,24.28,29.304,0,0.837,0.31,5,14.652,18,52.747,NA,NA,NA,NA,637,44427,130.189,1.867,1012,2.966,0.008,122.1,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/21","IS",339037,5,0,1778,10,868.660107264235,713.643879492135,1057.3486351334,0,0,0,0.00256213955191981,0.0021049144473675,0.00311868213538168,0,0,0,"2020/04/21","IS",339037,5,0,1778,16,1159.42028985507,0,0,144.927536231884,0.00524426537516554,4.71924893153255e-05,0.00341974560255982,0,0,0.000427468200319977,"2020-W17","2020-04-21","IS","Iceland",18,5,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-04-22,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1785,10,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,7,0,8.28571428571429,0.285714285714286,2,0,0,0,339037,"IS","ISL","Europe","Iceland","2020-04-22",1785,7,8.286,10,0,0.286,5230.769,20.513,24.28,29.304,0,0.837,0.29,5,14.652,15,43.956,NA,NA,NA,NA,625,45052,132.021,1.832,984,2.884,0.008,118.8,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/22","IS",339037,7,0,1785,10,858.001162986643,704.871626531959,1044.39726040392,0,0,0,0.002530700669799,0.0020790404189866,0.00308048165953544,0,0,0,"2020/04/22","IS",339037,7,0,1785,16,1159.42028985507,0,0,72.463768115942,0.005264912089241,4.71924893153255e-05,0.00341974560255982,0,0,0.000213734100159988,"2020-W17","2020-04-22","IS","Iceland",15,5,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-04-23,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1789,10,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,4,0,7.14285714285714,0.285714285714286,-3,0,-1.14285714285714,0,339037,"IS","ISL","Europe","Iceland","2020-04-23",1789,4,7.143,10,0,0.286,5242.491,11.722,20.931,29.304,0,0.837,0.27,5,14.652,15,43.956,NA,NA,NA,NA,193,45245,132.586,0.566,821,2.406,0.009,114.9,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/23","IS",339037,4,0,1789,10,847.261243614076,696.035478140875,1031.3434264125,0,0,0,0.00249902294915916,0.00205297792907817,0.00304197897696268,0,0,0,"2020/04/23","IS",339037,4,0,1789,16,1159.42028985507,0,0,72.463768115942,0.00527671021156983,4.71924893153255e-05,0.00341974560255982,0,0,0.000213734100159988,"2020-W17","2020-04-23","IS","Iceland",15,5,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-04-24,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1789,10,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,0,0,5,0.142857142857143,-4,0,-2.14285714285714,-0.142857142857143,339037,"IS","ISL","Europe","Iceland","2020-04-24",1789,0,5,10,0,0.143,5242.491,0,14.652,29.304,0,0.419,0.25,3,8.791,14,41.026,NA,NA,NA,NA,685,45930,134.593,2.007,697,2.042,0.007,139.4,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/24","IS",339037,0,0,1789,10,835.84393028545,686.644105661052,1017.46315163142,0,0,0,0.00246534723432973,0.00202527778874002,0.00300103868200643,0,0,0,"2020/04/24","IS",339037,0,0,1789,16,1159.42028985507,0,0,72.463768115942,0.00527671021156983,4.71924893153255e-05,0.00341974560255982,0,0,0.000213734100159988,"2020-W17","2020-04-24","IS","Iceland",14,3,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-04-25,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1790,10,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,1,0,4.28571428571429,0.142857142857143,1,0,-0.714285714285714,0,339037,"IS","ISL","Europe","Iceland","2020-04-25",1790,1,4.286,10,0,0.143,5245.421,2.93,12.559,29.304,0,0.419,0.24,3,8.791,14,41.026,NA,NA,NA,NA,381,46311,135.71,1.116,513,1.503,0.008,119.7,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/25","IS",339037,1,0,1790,10,826.024903993442,678.567417790816,1005.52594204827,0,0,0,0.00243638571599395,0.00200145535086382,0.00296582951727473,0,0,0,"2020/04/25","IS",339037,1,0,1790,16,1159.42028985507,0,0,0,0.00527965974215204,4.71924893153255e-05,0.00341974560255982,0,0,0,"2020-W17","2020-04-25","IS","Iceland",14,3,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-04-26,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1792,10,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,2,0,3,0.142857142857143,1,0,-1.28571428571429,0,339037,"IS","ISL","Europe","Iceland","2020-04-26",1792,2,3,10,0,0.143,5251.282,5.861,8.791,29.304,0,0.419,0.23,2,5.861,13,38.095,NA,NA,NA,NA,25,46336,135.783,0.073,462,1.354,0.006,154,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/26","IS",339037,2,0,1792,10,817.716468725915,671.732653763836,995.426111085951,0,0,0,0.00241187973208209,0.00198129600534406,0.00293603975697623,0,0,0,"2020/04/26","IS",339037,2,0,1792,16,1159.42028985507,0,0,0,0.00528555880331645,4.71924893153255e-05,0.00341974560255982,0,0,0,"2020-W17","2020-04-26","IS","Iceland",13,2,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-04-27,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1792,10,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,0,0,2.71428571428571,0,-2,0,-0.285714285714286,-0.142857142857143,339037,"IS","ISL","Europe","Iceland","2020-04-27",1792,0,2.714,10,0,0,5251.282,0,7.954,29.304,0,0,0.22,1,2.93,10,29.304,NA,NA,NA,NA,688,47024,137.799,2.016,462,1.354,0.006,170.2,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,"2020/04/27","IS",356991,21,1,1737,10,1792,10,1792,1792,0.00501973439106308,5.88250123952705e-05,0.00501973439106308,0.00501973439106308,"2020/04/27","IS",339037,0,0,1792,10,809.442618291547,664.927715917584,985.366283615532,0,0,0,0.00238747575719331,0.00196122463305652,0.0029063679882005,0,0,0,"2020/04/27","IS",339037,0,0,1792,16,1159.42028985507,0,0,0,0.00528555880331645,4.71924893153255e-05,0.00341974560255982,0,0,0,"2020-W18","2020-04-27","IS","Iceland",10,1,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-04-28,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1795,10,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,3,0,2.42857142857143,0,3,0,-0.285714285714286,0,339037,"IS","ISL","Europe","Iceland","2020-04-28",1795,3,2.429,10,0,0,5260.073,8.791,7.117,29.304,0,0,0.22,0,0,8,23.443,NA,NA,NA,NA,508,47532,139.288,1.489,444,1.301,0.005,182.8,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/28","IS",339037,3,0,1795,10,803.361368715855,659.924718987587,977.974411589137,0,0,0,0.00236953892559176,0.0019464681406088,0.00288456543559888,0,0,0,"2020/04/28","IS",339037,3,0,1795,16,1159.42028985507,0,0,0,0.00529440739506308,4.71924893153255e-05,0.00341974560255982,0,0,0,"2020-W18","2020-04-28","IS","Iceland",8,0,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-04-29,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1797,10,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,2,0,1.71428571428571,0,-1,0,-0.714285714285714,0,339037,"IS","ISL","Europe","Iceland","2020-04-29",1797,2,1.714,10,0,0,5265.934,5.861,5.024,29.304,0,0,0.21,0,0,6,17.582,NA,NA,NA,NA,840,48372,141.749,2.462,474,1.389,0.004,276.5,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/29","IS",339037,2,0,1797,10,797.560914743144,655.153110837385,970.923288317878,0,0,0,0.00235243030920856,0.00193239413644347,0.00286376793187138,0,0,0,"2020/04/29","IS",339037,2,0,1797,16,1159.42028985507,0,0,0,0.00530030645622749,4.71924893153255e-05,0.00341974560255982,0,0,0,"2020-W18","2020-04-29","IS","Iceland",6,0,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-04-30,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1797,10,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,0,0,1.14285714285714,0,-2,0,-0.571428571428571,0,339037,"IS","ISL","Europe","Iceland","2020-04-30",1797,0,1.143,10,0,0,5265.934,0,3.349,29.304,0,0,0.2,0,0,5,14.652,NA,NA,NA,NA,722,49094,143.865,2.116,550,1.612,0.002,481.2,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/30","IS",339037,0,0,1797,10,791.498510584414,650.16748142231,963.551561955817,0,0,0,0.00233454906274069,0.00191768887001215,0.00284202479952281,0,0,0,"2020/04/30","IS",339037,0,0,1797,16,1159.42028985507,0,0,0,0.00530030645622749,4.71924893153255e-05,0.00341974560255982,0,0,0,"2020-W18","2020-04-30","IS","Iceland",5,0,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-05-01,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1798,10,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,1,0,1.28571428571429,0,1,0,0.142857142857143,0,339037,"IS","ISL","Europe","Iceland","2020-05-01",1798,1,1.286,10,0,0,5268.864,2.93,3.768,29.304,0,0,0.2,0,0,6,17.582,NA,NA,NA,NA,867,49961,146.406,2.541,576,1.688,0.002,447.9,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/01","IS",339037,1,0,1798,10,786.435167169784,646.002681124739,957.395828581619,0,0,0,0.00231961457649102,0.00190540466416568,0.0028238682756797,0,0,0,"2020/05/01","IS",339037,1,0,1798,16,1159.42028985507,0,0,0,0.0053032559868097,4.71924893153255e-05,0.00341974560255982,0,0,0,"2020-W18","2020-05-01","IS","Iceland",6,0,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-05-02,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1798,10,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,0,0,1.14285714285714,0,-1,0,-0.142857142857143,0,339037,"IS","ISL","Europe","Iceland","2020-05-02",1798,0,1.143,10,0,0,5268.864,0,3.349,29.304,0,0,0.19,0,0,6,17.582,NA,NA,NA,NA,404,50365,147.59,1.184,579,1.697,0.002,506.6,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/02","IS",339037,0,0,1798,10,781.445640114073,641.899571265612,951.328394330099,0,0,0,0.00230489781384944,0.00189330241615402,0.00280597219279931,0,0,0,"2020/05/02","IS",339037,0,0,1798,16,1159.42028985507,0,0,0,0.0053032559868097,4.71924893153255e-05,0.00341974560255982,0,0,0,"2020-W18","2020-05-02","IS","Iceland",6,0,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-05-03,2,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1799,10,53.7,53.7,60.71,60.71,58.89,58.89,52.56,52.56,100,100,1,0,1,0,1,0,-0.142857142857143,0,339037,"IS","ISL","Europe","Iceland","2020-05-03",1799,1,1,10,0,0,5271.795,2.93,2.93,29.304,0,0,0.19,0,0,5,14.652,NA,NA,NA,NA,71,50436,147.798,0.208,586,1.717,0.002,586,"tests performed",NA,NA,53.7,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/03","IS",339037,1,0,1799,10,777.352812243508,638.533140212848,946.352439125497,0,0,0,0.0022928258928775,0.001883373024811,0.00279129546074764,0,0,0,"2020/05/03","IS",339037,1,0,1799,16,1159.42028985507,0,0,0,0.00530620551739191,4.71924893153255e-05,0.00341974560255982,0,0,0,"2020-W18","2020-05-03","IS","Iceland",5,0,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-05-04,1,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1799,10,50,50,57.14,57.14,56.67,56.67,50,50,100,100,0,0,1,0,-1,0,0,0,339037,"IS","ISL","Europe","Iceland","2020-05-04",1799,0,1,10,0,0,5271.795,0,2.93,29.304,0,0,0.19,0,0,3,8.791,NA,NA,NA,NA,868,51304,150.341,2.544,611,1.79,0.002,611,"tests performed",NA,NA,50,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,"2020/05/04","IS",356991,7,0,1621,10,1799,10,1799,1799,0.00503934272852817,1.96083374650902e-05,0.00503934272852817,0.00503934272852817,"2020/05/04","IS",339037,0,0,1799,10,773.244050167357,635.154158229365,941.356288662293,0,0,0,0.00228070697347887,0.00187340661411399,0.00277655916216311,0,0,0,"2020/05/04","IS",339037,0,0,1799,16,1159.42028985507,0,0,0,0.00530620551739191,4.71924893153255e-05,0.00341974560255982,0,0,0,"2020-W19","2020-05-04","IS","Iceland",3,0,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-05-05,1,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1799,10,50,50,57.14,57.14,56.67,56.67,50,50,100,100,0,0,0.571428571428571,0,0,0,-0.428571428571429,0,339037,"IS","ISL","Europe","Iceland","2020-05-05",1799,0,0.571,10,0,0,5271.795,0,1.675,29.304,0,0,0.19,0,0,3,8.791,NA,NA,NA,NA,318,51622,151.273,0.932,584,1.711,0.001,1022.8,"tests performed",NA,NA,50,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/05","IS",339037,0,0,1799,10,769.507795657336,632.081673070073,936.812872142501,0,0,0,0.00226968677653865,0.00186434422517328,0.00276315821619027,0,0,0,"2020/05/05","IS",339037,0,0,1799,16,1159.42028985507,0,0,0,0.00530620551739191,4.71924893153255e-05,0.00341974560255982,0,0,0,"2020-W19","2020-05-05","IS","Iceland",3,0,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-05-06,1,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1799,10,50,50,57.14,57.14,56.67,56.67,50,50,100,100,0,0,0.285714285714286,0,0,0,-0.285714285714286,0,339037,"IS","ISL","Europe","Iceland","2020-05-06",1799,0,0.286,10,0,0,5271.795,0,0.837,29.304,0,0,0.2,0,0,3,8.791,NA,NA,NA,NA,620,52242,153.09,1.817,553,1.621,0.001,1933.6,"tests performed",NA,NA,50,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/06","IS",339037,0,0,1799,10,766.111578482581,629.288562760853,932.683327518414,0,0,0,0.0022596695301179,0.00185610586089675,0.00275097799803093,0,0,0,"2020/05/06","IS",339037,0,0,1799,16,1159.42028985507,0,0,0,0.00530620551739191,4.71924893153255e-05,0.00341974560255982,0,0,0,"2020-W19","2020-05-06","IS","Iceland",3,0,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-05-07,1,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1801,10,50,50,57.14,57.14,56.67,56.67,50,50,100,100,2,0,0.571428571428571,0,2,0,0.285714285714286,0,339037,"IS","ISL","Europe","Iceland","2020-05-07",1801,2,0.571,10,0,0,5277.656,5.861,1.675,29.304,0,0,0.22,0,0,2,5.861,NA,NA,NA,NA,462,52704,154.444,1.354,516,1.512,0.001,903.7,"tests performed",NA,NA,50,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/07","IS",339037,2,0,1801,10,763.872897139987,627.447158450112,929.961663108608,0,0,0,0.0022530664710341,0.00185067458256802,0.00274295036561971,0,0,0,"2020/05/07","IS",339037,2,0,1801,16,1159.42028985507,0,0,0,0.00531210457855632,4.71924893153255e-05,0.00341974560255982,0,0,0,"2020-W19","2020-05-07","IS","Iceland",2,0,NA
"Iceland","ISL",NA,NA,"NAT_TOTAL",2020-05-08,1,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,3,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,1801,10,50,50,57.14,57.14,56.67,56.67,50,50,100,100,0,0,0.428571428571429,0,-2,0,-0.142857142857143,0,339037,"IS","ISL","Europe","Iceland","2020-05-08",1801,0,0.429,10,0,0,5277.656,0,1.256,29.304,0,0,0.21,0,0,2,5.861,NA,NA,NA,NA,515,53219,155.953,1.509,465,1.363,0.001,1083.9,"tests performed",NA,NA,50,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/08","IS",339037,0,0,1801,10,761.048333012778,625.124126237106,926.527294135888,0,0,0,0.00224473533275949,0.0018438227280123,0.00273282058930408,0,0,0,"2020/05/08","IS",339037,0,0,1801,16,1159.42028985507,0,0,0,0.00531210457855632,4.71924893153255e-05,0.00341974560255982,0,0,0,"2020-W19","2020-05-08","IS","Iceland",2,0,NA
