"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","W_date","W_country","W_region","W_population","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick","W_p_cases_smooth","W_p_cases_smooth_low","W_p_cases_smooth_high","cmu_date","cmu_iso2","cmu_raw_cli","cmu_smoothed_cli","cmu_raw_ili","cmu_smoothed_ili","cmu_raw_wcli","cmu_smoothed_wcli","cmu_raw_wili","cmu_smoothed_wili","cmu_raw_hh_cmnty_cli","cmu_smoothed_hh_cmnty_cli","cmu_raw_nohh_cmnty_cli","cmu_smoothed_nohh_cmnty_cli","cmu_smoothed_wearing_mask","cmu_smoothed_others_masked","cmu_smoothed_travel_outside_state_5d","cmu_smoothed_work_outside_home_1d","cmu_smoothed_shop_1d","cmu_smoothed_restaurant_1d","cmu_smoothed_spent_time_1d","cmu_smoothed_large_event_1d","cmu_smoothed_public_transit_1d","cmu_smoothed_tested_14d","cmu_smoothed_tested_positive_14d","cmu_smoothed_wanted_test_14d","cmu_smoothed_anxious_5d","cmu_smoothed_depressed_5d","cmu_smoothed_felt_isolated_5d","cmu_smoothed_worried_become_ill","cmu_smoothed_worried_finances","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-03-27,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,1291,27,78.7,78.7,86.9,86.9,61.11,61.11,60.9,60.9,62.5,62.5,279,6,156.714285714286,3.28571428571429,3574097,"US_CT","2020/03/27","US",329064917,279,6,1291,27,12626.7033780157,11835.8350838846,13470.4173441445,357.617972191356,11768.3461434601,11768.3461434601,3.8371466314702e-05,3.59680855430863e-05,4.0935440541492e-05,1.08677028062325e-06,3.57629924537355e-05,3.57629924537355e-05,"2020/03/27","US_CT",3574097,279,6,1291,27,27536.231884058,3913.04347826087,25144.9275362319,26956.5217391304,0.00036121011824805,7.55435568760445e-06,0.00770438851661216,0.00109483415762383,0.00703532319806426,0.00754219086363085,"2020-03-27","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-03-27","US_CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-03-27",-42,-16,55,-51,-47,22
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-03-28,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,1524,33,78.7,78.7,86.9,86.9,61.11,61.11,60.9,60.9,62.5,62.5,233,6,190,4.14285714285714,3574097,"US_CT","2020/03/28","US",329064917,233,6,1524,33,13615.8452017441,12900.4759091284,14370.8838234932,1847.49905828401,13615.8452017441,13615.8452017441,4.13773833013748e-05,3.92034375063096e-05,4.3671880778142e-05,5.61439084763937e-06,4.13773833013748e-05,4.13773833013748e-05,"2020/03/28","US_CT",3574097,233,6,1524,33,32463.768115942,4927.53623188406,30000,31739.1304347826,0.000426401409922562,9.23310139596099e-06,0.00908306856695328,0.00137868005034112,0.00839372854178272,0.00888032150072665,"2020-03-28","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-03-28","US_CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-03-28",-48,-20,29,-55,-35,15
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-03-29,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,1993,34,78.7,78.7,86.9,86.9,61.11,61.11,60.9,60.9,62.5,62.5,469,1,238,3.71428571428571,3574097,"US_CT","2020/03/29","US",329064917,469,1,1993,34,14022.5341850482,13286.2420559978,14799.6298834613,406.688983304119,14022.5341850482,14022.5341850482,4.2613276167171e-05,4.03757476704751e-05,4.49748032041388e-05,1.2358928657962e-06,4.2613276167171e-05,4.2613276167171e-05,"2020/03/29","US_CT",3574097,469,1,1993,34,35797.1014492754,3333.33333333333,33188.4057971014,34927.5362318841,0.000557623366125765,9.51289234735375e-06,0.0100157050715958,0.000932636504642524,0.00928581563317992,0.00977240859212384,"2020-03-29","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-03-29","US_CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-03-29",-56,-32,-52,-64,-38,15
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-03-30,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,2571,36,78.7,78.7,86.9,86.9,61.11,61.11,60.9,60.9,62.5,62.5,578,2,308,3.71428571428571,3574097,"US_CT","2020/03/30","US",329064917,578,2,2571,36,14879.4352034548,14125.6463036511,15673.4486489716,856.901018406625,13974.0801751349,14879.4352034548,4.52173247124209e-05,4.29266250332335e-05,4.76302633287754e-05,2.60404854524989e-06,4.24660285956128e-05,4.52173247124209e-05,"2020/03/30","US_CT",3574097,578,2,2571,36,40144.9275362319,4347.82608695653,35144.9275362319,38768.115942029,0.000719342536030779,1.00724742501393e-05,0.0112321874689556,0.00121648239735982,0.00983323271199184,0.010846968043125,"2020-03-30","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-03-30","US_CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-03-30",-43,-19,-6,-53,-49,21
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-03-31,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,3128,69,78.7,78.7,86.9,86.9,64.44,64.44,60.9,60.9,87.5,87.5,557,33,358.571428571429,8.14285714285714,3574097,"US_CT","2020/03/31","US",329064917,557,33,3128,69,27083.548999127,26364.7551334503,27821.9396567603,12204.1137956722,24248.8331566797,27083.548999127,8.23045776074848e-05,8.0120224829225e-05,8.4548483352178e-05,3.70872528950639e-05,7.36901198029559e-05,8.23045776074848e-05,"2020/03/31","US_CT",3574097,557,33,3128,69,43623.1884057971,3478.26086956522,37463.768115942,42101.4492753623,0.000875186095956545,1.93055756461003e-05,0.0122053733868435,0.000973185917887851,0.0104820233239171,0.0117796045477675,"2020-03-31","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-03-31","US_CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-03-31",-42,-18,8,-51,-51,22
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-04-01,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,3557,85,78.7,78.7,86.9,86.9,64.44,64.44,60.9,60.9,87.5,87.5,429,16,383.142857142857,9.42857142857143,3574097,"US_CT","2020/04/01","US",329064917,429,16,3557,85,29737.7311618887,29082.2424292275,30407.994046842,2654.18216276164,26793.6538293727,29737.7311618887,9.03704090761176e-05,8.83784351560865e-05,9.24072803751425e-05,8.06583146863279e-06,8.14236111027684e-05,9.03704090761176e-05,"2020/04/01","US_CT",3574097,429,16,3557,85,48623.1884057971,5000,40507.2463768116,46666.6666666667,0.000995216414104038,2.37822308683844e-05,0.0136043281438073,0.00139895475696379,0.0113335610020689,0.0130569110649953,"2020-04-01","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-04-01","US_CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-04-01",-40,-11,28,-49,-51,21
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-04-02,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,3824,112,78.7,78.7,86.9,86.9,64.44,64.44,60.9,60.9,87.5,87.5,267,27,401.714285714286,13,3574097,"US_CT","2020/04/02","US",329064917,267,27,3824,112,33426.6853368347,32854.1187844561,34009.2303171557,3688.95417494599,30482.6080043187,33426.6853368347,0.000101580823752277,9.98408432110558e-05,0.00010335112787838,1.12104146761594e-05,9.26340257789278e-05,0.000101580823752277,"2020/04/02","US_CT",3574097,267,27,3824,112,62898.5507246377,14275.3623188406,53405.7971014493,60507.2463768116,0.0010699205981259,3.13365865559888e-05,0.017598445348472,0.00399411720466472,0.0149424587809031,0.0169293800299241,"2020-04-02","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-04-02","US_CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-04-02",-44,-12,-3,-54,-51,23
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-04-03,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,4914,131,78.7,78.7,86.9,86.9,64.44,64.44,60.9,60.9,87.5,87.5,1090,19,517.571428571429,14.8571428571429,3574097,"US_CT","2020/04/03","US",329064917,1090,19,4914,131,40730.6707054606,40118.6716641809,41352.0056198136,7303.98536862594,37178.2509754361,40730.6707054606,0.000123777007518126,0.000121917195032313,0.000125665190919801,2.21961837658493e-05,0.0001129815092851,0.000123777007518126,"2020/04/03","US_CT",3574097,1090,19,4914,131,70362.3188405797,7463.76811594203,58405.7971014493,67898.5507246377,0.00137489273514401,3.66526146324512e-05,0.0196867401306063,0.00208829478213435,0.0163414135378668,0.0189974001054358,"2020-04-03","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-04-03","US_CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-04-03",-46,-12,-35,-59,-52,26
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-04-04,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,5276,165,78.7,78.7,86.9,86.9,66.11,66.11,62.82,62.82,87.5,87.5,362,34,536,18.8571428571429,3574097,"US_CT","2020/04/04","US",329064917,362,34,5276,165,45376.3694460869,44819.0496001576,45940.61950168,4645.69874062625,40074.1827473373,45376.3694460869,0.000137894886698259,0.000136201239587499,0.000139609594120543,1.41178791801323e-05,0.000121781997037798,0.000137894886698259,"2020/04/04","US_CT",3574097,362,34,5276,165,75072.4637681159,4710.14492753622,61376.8115942029,72463.768115942,0.00147617705954819,4.6165506979805e-05,0.0210045960610795,0.00131785593047313,0.017172676509396,0.0202747066226636,"2020-04-04","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-04-04","US_CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-04-04",-47,-15,88,-53,-38,15
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-04-05,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,5675,189,78.7,78.7,86.9,86.9,66.11,66.11,62.82,62.82,87.5,87.5,399,24,526,22.1428571428571,3574097,"US_CT","2020/04/05","US",329064917,399,24,5675,189,46498.0120018719,45985.3075311975,47016.4327738687,1121.64255578507,39544.6199984422,45592.656973552,0.000141303462021361,0.00013974539720136,0.000142878898189772,3.40857532310279e-06,0.000120172701359234,0.000138552165904553,"2020/04/05","US_CT",3574097,399,24,5675,189,78695.652173913,3623.1884057971,63768.115942029,73695.652173913,0.0015878136491539,5.28804898132311e-05,0.0220183313922126,0.00101373533113318,0.0178417418279439,0.0206193766352489,"2020-04-05","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-04-05","US_CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-04-05",-50,-26,23,-61,-38,13
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-04-06,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,6906,206,78.7,78.7,86.9,86.9,66.11,66.11,62.82,62.82,87.5,87.5,1231,17,619.285714285714,24.2857142857143,3574097,"US_CT","2020/04/06","US",329064917,1231,17,6906,206,52103.4104149137,51563.638725794,52648.8324709115,5605.39841304178,40692.682243645,49268.6945724664,0.000158337786020847,0.000156697466250387,0.000159995276770606,1.70343239994854e-05,0.000123661563847735,0.000149723328216318,"2020/04/06","US_CT",3574097,1231,17,6906,206,81666.6666666667,2971.01449275363,61594.2028985507,75507.2463768116,0.00193223631031838,5.7636935986908e-05,0.0228495943637419,0.000831262971529209,0.017233500629264,0.0211262443008155,"2020-04-06","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-04-06","US_CT",1.2575579,1.2575579,1.2418532,1.2418532,1.3485506,1.3485506,1.3248259,1.3248259,NA,NA,NA,NA,NA,NA,4.0824261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-04-06",-39,-16,60,-52,-52,21
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-04-07,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,7781,277,78.7,78.7,86.9,86.9,66.11,66.11,62.82,62.82,87.5,87.5,875,71,664.714285714286,29.7142857142857,3574097,"US_CT","2020/04/07","US",329064917,875,71,7781,277,67463.6431810884,66918.146583596,68013.5865027217,15360.2327661747,56052.9150098197,64519.5658485725,0.000205016213202358,0.000203358495927404,0.000206687443689786,4.66784271815117e-05,0.000170339991029246,0.000196069415229009,"2020/04/07","US_CT",3574097,875,71,7781,277,96449.2753623188,14782.6086956522,72826.0869565217,88333.3333333333,0.00217705339278705,7.75020935357938e-05,0.0269856345147652,0.00413604015102337,0.0203760801557769,0.0247148673730269,"2020-04-07","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-04-07","US_CT",0.8505072,0.9595318,0.9280667,1.0121113,0.7692886,1.0563375,0.8685593,1.09494,NA,NA,NA,NA,NA,NA,4.2040476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-04-07",-41,-16,42,-50,-53,22
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-04-08,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,7781,326,78.7,78.7,86.9,86.9,66.11,66.11,62.82,62.82,87.5,87.5,0,49,603.428571428571,34.4285714285714,3574097,"US_CT","2020/04/08","US",329064917,0,49,7781,326,68171.3966720266,67684.0336775635,68662.2689533254,707.753490938238,56403.0505285665,65227.3193395107,0.000207167015230696,0.000205685960978829,0.000208658733903637,2.15080202833728e-06,0.00017140402277696,0.000198220217257347,"2020/04/08","US_CT",3574097,0,49,7781,326,103115.942028986,6666.66666666666,75579.7101449275,93623.1884057971,0.00217705339278705,9.12118501540389e-05,0.0288509075240503,0.00186527300928505,0.0211465190074381,0.0261949209564813,"2020-04-08","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-04-08","US_CT",0.9074881,0.938538,0.9158868,0.9732955,0.9279513,1.0131656,0.864718,1.0175703,NA,NA,NA,NA,NA,NA,4.2963422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-04-08",-46,-17,-3,-54,-54,23
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-04-09,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,9784,380,78.7,78.7,86.9,86.9,66.11,66.11,62.82,62.82,87.5,87.5,2003,54,851.428571428571,38.2857142857143,3574097,"US_CT","2020/04/09","US",329064917,2003,54,9784,380,86629.3677356202,86075.2328381197,87187.0700412414,18457.9710635935,73013.5225338761,83076.9480055957,0.000263259202850908,0.000261575234524681,0.000264954012223799,5.60921876202122e-05,0.000221881819549533,0.000252463704617881,"2020/04/09","US_CT",3574097,2003,54,9784,380,111884.057971014,8768.11594202899,79420.2898550725,99927.5362318841,0.00273747466842674,0.000106320561529248,0.0313041470253926,0.00245323950134229,0.0222210784584393,0.0279588204326531,"2020-04-09","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-04-09","US_CT",0.7297068,0.8856522,0.7618968,0.9197595,0.6150802,0.9136642,0.6571347,0.9274748,NA,NA,NA,NA,NA,NA,4.4217057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-04-09",-48,-17,-32,-59,-55,25
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-04-10,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,10538,448,78.7,78.7,86.9,86.9,66.11,66.11,62.82,62.82,87.5,87.5,754,68,803.428571428571,45.2857142857143,3574097,"US_CT","2020/04/10","US",329064917,754,68,10538,448,96196.2945198718,95648.2620696737,96747.4670121363,9566.92678425164,82173.7603348236,90894.1078211223,0.00029233227108155,0.000290666847568177,0.00029400723691288,2.90730682306423e-05,0.000249718994914379,0.00027621938142109,"2020/04/10","US_CT",3574097,754,68,10538,448,118768.115942029,6884.0579710145,82971.0144927536,105072.463768116,0.00294843704577688,0.000125346346223955,0.0332302441545456,0.00192609712915304,0.0232145390829498,0.0293983246028622,"2020-04-10","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-04-10","US_CT",0.7742258,0.8736609,0.8091908,0.9078605,0.9271241,0.9167975,0.9599423,0.9344589,NA,NA,NA,NA,NA,NA,4.3760331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-04-10",-45,-10,-10,-59,-62,28
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-04-11,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,11510,494,78.7,78.7,86.9,86.9,66.11,66.11,62.82,62.82,87.5,87.5,972,46,890.571428571429,47,3574097,"US_CT","2020/04/11","US",329064917,972,46,11510,494,101507.933377658,100963.869943628,102054.928603233,5311.63885778595,86628.4981742029,94554.5413742281,0.00030847388504092,0.000306820523026548,0.000310136156517812,1.61416139593694e-05,0.000263256560328499,0.000287343124378793,"2020/04/11","US_CT",3574097,972,46,11510,494,128043.47826087,9275.36231884058,87898.5507246377,113115.942028986,0.00322039385053064,0.000138216729988022,0.0358254066022465,0.00259516244770094,0.0245932191332909,0.0316488170379778,"2020-04-11","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-04-11","US_CT",0.1497006,0.85591,0.1497006,0.8892711,0.2236246,0.8748398,0.2236246,0.8896008,NA,NA,NA,NA,NA,NA,4.3865303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-04-11",-44,-9,76,-54,-40,15
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-04-12,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,12035,554,78.7,78.7,86.9,86.9,66.11,66.11,62.82,62.82,87.5,87.5,525,60,908.571428571429,52.1428571428571,3574097,"US_CT","2020/04/12","US",329064917,525,60,12035,554,104799.977349579,104277.052020334,105325.525028561,3292.04397192139,77716.4283504521,93389.2491783104,0.000318478123724077,0.000316888998593351,0.000320075217950266,1.00042386831574e-05,0.000236173546116592,0.000283801901550965,"2020/04/12","US_CT",3574097,525,60,12035,554,135144.927536232,7101.44927536231,91521.7391304348,115072.463768116,0.00336728410001184,0.000155004187071588,0.0378123278512676,0.00198692124902103,0.0256069544644241,0.0321962341167898,"2020-04-12","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-04-12","US_CT",NA,0.8721072,NA,0.8979546,NA,1.1269132,NA,1.0137824,NA,NA,NA,NA,NA,NA,4.4064676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-04-12",-65,-50,25,-62,-45,13
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-04-13,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,13381,602,78.7,78.7,86.9,86.9,66.11,66.11,62.82,62.82,87.5,87.5,1346,48,925,56.5714285714286,3574097,"US_CT","2020/04/13","US",329064917,1346,48,13381,602,112332.585284213,111798.247833429,112869.476589971,7532.60793463381,82594.8541223243,100921.857112944,0.000341369071818169,0.000339745266230946,0.000343000638351158,2.28909480940924e-05,0.000250998662742052,0.000306692849645057,"2020/04/13","US_CT",3574097,1346,48,13381,602,139420.289855072,4275.36231884061,90797.1014492754,115797.101449275,0.00374388272058649,0.00016843415273844,0.0390085355420047,0.00119620769073716,0.0254042073981975,0.0323989811830164,"2020-04-13","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-04-13","US_CT",0.9837545,0.8406506,0.9837545,0.8687475,1.1100739,1.0967011,1.1100739,0.9870348,NA,NA,NA,NA,NA,NA,4.5078611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-04-13",-57,-41,-52,-66,-56,26
"United States","USA","Connecticut","US_CT","STATE_TOTAL",2020-04-14,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,13989,671,78.7,78.7,86.9,86.9,66.11,66.11,62.82,62.82,87.5,87.5,608,69,886.857142857143,56.2857142857143,3574097,"US_CT","2020/04/14","US",329064917,608,69,13989,671,117046.490942496,116524.086043938,117571.237905148,4713.90565828304,83619.8056056613,105278.144799036,0.000355694225958752,0.000354106682372154,0.000357288886876835,1.43251541405827e-05,0.000254113402206475,0.000319931233505017,"2020/04/14","US_CT",3574097,608,69,13989,671,145797.101449275,6376.81159420288,82898.5507246377,118260.869565217,0.00391399561903328,0.00018773972838454,0.0407927097247991,0.00178417418279439,0.0231942643763271,0.033088321208187,"2020-04-14","US","USCT",3565287,0.01,NA,NA,NA,0.0115553634557327,0.0103124891027322,0.0127982378087332,"2020-04-14","US_CT",0.9872923,0.8555005,0.907869,0.8525959,1.2094688,1.158676,1.0585814,1.0130416,NA,NA,NA,NA,NA,NA,4.5500353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Connecticut",NA,NA,"US_CT",NA,"2020-04-14",-39,-14,35,-50,-52,21
