"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","W_date","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick","W_p_cases_smooth","W_p_cases_smooth_low","W_p_cases_smooth_high","W_p_cases_fatalities_smooth","W_p_cases_fatalities_smooth_low","W_p_cases_fatalities_smooth_high","W_p_cases_recent_smooth","W_p_cases_recent_smooth_low","W_p_cases_recent_smooth_high","W_p_cases_stillsick_smooth","W_p_cases_stillsick_smooth_low","W_p_cases_stillsick_smooth_high","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"United States","USA",NA,NA,"NAT_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,0,NA,0,1,0,0,0,NA,0,NA,NA,17,0,5.56,5.56,7.14,7.14,6.67,6.67,7.69,7.69,0,0,1,0,0.428571428571429,0,1,0,0.142857142857143,0,329064917,"US","USA","North America","United States","2020-02-27",17,1,0.429,NA,NA,0,0.051,0.003,0.001,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/27","US",329064917,1,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/27","US",329064917,1,0,16,0,2391.30434782609,362.31884057971,2391.30434782609,2391.30434782609,4.86226248178258e-08,0,7.26696838309897e-06,1.10105581562106e-06,7.26696838309897e-06,7.26696838309897e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-02-27",8,3,12,4,2,0
"United States","USA",NA,NA,"NAT_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,0,NA,1,1,0,0,0,NA,0,NA,NA,17,0,5.56,5.56,7.14,7.14,8.89,8.89,10.26,10.26,0,0,0,0,0.142857142857143,0,-1,0,-0.285714285714286,0,329064917,"US","USA","North America","United States","2020-02-28",17,0,0.143,NA,NA,0,0.051,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/28","US",329064917,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/28","US",329064917,0,0,16,0,3115.94202898551,724.63768115942,3043.47826086957,3115.94202898551,4.86226248178258e-08,0,9.46908001434108e-06,2.20211163124211e-06,9.24886885121687e-06,9.46908001434108e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-02-28",8,3,10,5,2,-1
"United States","USA",NA,NA,"NAT_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,0,NA,1,1,0,0,0,NA,0,NA,NA,25,1,5.56,5.56,7.14,7.14,8.89,8.89,10.26,10.26,0,0,8,1,1.28571428571429,0.142857142857143,8,1,1.14285714285714,0.142857142857143,329064917,"US","USA","North America","United States","2020-02-29",25,8,1.286,1,NA,0,0.076,0.024,0.004,0.003,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/29","US",329064917,8,1,24,1,137.265051172624,22.43884197914,839.691027323914,137.265051172624,137.265051172624,137.265051172624,4.17136692735384e-07,6.81897121811378e-08,2.55174886152909e-06,4.17136692735384e-07,4.17136692735384e-07,4.17136692735384e-07,"2020/02/29","US",329064917,8,1,24,1,3695.65217391304,579.710144927536,3623.1884057971,3695.65217391304,7.29339372267388e-08,3.03891405111411e-09,1.12307693193348e-05,1.76168930499369e-06,1.10105581562106e-05,1.12307693193348e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-02-29",12,7,21,7,4,-2
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-01,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,0,NA,1,1,0,0,0,NA,0,NA,NA,32,1,8.33,8.33,11.9,11.9,10.56,10.56,12.18,12.18,0,0,7,0,2.28571428571429,0.142857142857143,-1,-1,1,0,329064917,"US","USA","North America","United States","2020-03-01",32,7,2.286,1,0,0,0.097,0.021,0.007,0.003,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,183,0.001,0.001,NA,NA,NA,NA,"tests performed",NA,NA,8.33,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/01","US",329064917,7,0,31,1,171.907221064178,28.101828801864,1051.6074545315,34.6421698915541,171.907221064178,171.907221064178,5.2241126957991e-07,8.53990424079878e-08,3.19574466983212e-06,1.05274576844526e-07,5.2241126957991e-07,5.2241126957991e-07,"2020/03/01","US",329064917,7,0,31,1,4202.89855072464,507.246376811594,3768.11594202899,4202.89855072464,9.42063355845376e-08,3.03891405111411e-09,1.27722474612043e-05,1.54147814186948e-06,1.1450980482459e-05,1.27722474612043e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-01",13,9,18,7,3,-1
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-02,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,1,1,0,0,0,NA,0,NA,NA,55,6,11.11,11.11,15.48,15.48,12.22,12.22,14.1,14.1,0,0,23,5,5.57142857142857,0.857142857142857,16,5,3.28571428571429,0.714285714285714,329064917,"US","USA","North America","United States","2020-03-02",55,23,5.571,6,5,0.714,0.166,0.069,0.017,0.018,0.015,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,638,0.002,0.001,NA,NA,NA,NA,"tests performed",NA,NA,11.11,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,"2020/03/02","US",329064917,54,2,89,2,89,2,89,89,2.70463350549156e-07,1.64101358760162e-07,2.70463350549156e-07,2.70463350549156e-07,"2020/03/02","US",329064917,23,5,54,6,1699.5893881339,1407.52173802897,2052.26250523308,1527.68216706972,1699.5893881339,1699.5893881339,5.16490607272454e-06,4.2773375869448e-06,6.23664936372746e-06,4.64249480314463e-06,5.16490607272454e-06,5.16490607272454e-06,"2020/03/02","US",329064917,23,5,54,6,5072.46376811594,869.565217391304,4565.21739130435,5072.46376811594,1.64101358760162e-07,1.82334843066847e-08,1.54147814186948e-05,2.64253395749053e-06,1.38733032768253e-05,1.54147814186948e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-02",7,6,10,2,3,-1
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-03,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,1,1,0,0,0,NA,0,NA,NA,74,7,11.11,11.11,15.48,15.48,12.22,12.22,14.1,14.1,0,0,19,1,8.28571428571429,1,-4,-4,2.71428571428572,0.142857142857143,329064917,"US","USA","North America","United States","2020-03-03",74,19,8.286,7,1,0.857,0.224,0.057,0.025,0.021,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,804,1442,0.004,0.002,NA,NA,NA,NA,"tests performed",NA,NA,11.11,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/03","US",329064917,19,1,73,7,2424.31358790386,2084.07601960322,2820.09692411039,724.72419976996,2424.31358790386,2424.31358790386,7.36728062658791e-06,6.3333278995622e-06,8.57003216818277e-06,2.20237455386337e-06,7.36728062658791e-06,7.36728062658791e-06,"2020/03/03","US",329064917,19,1,73,7,7028.98550724638,1956.52173913043,6231.88405797101,7028.98550724638,2.2184072573133e-07,2.12723983577988e-08,2.13604828230485e-05,5.9457014043537e-06,1.89381600286822e-05,2.13604828230485e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-03",11,10,20,3,2,-1
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-04,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,2,1,0,0,0,NA,0,NA,NA,107,11,11.11,11.11,15.48,15.48,14.44,14.44,16.67,16.67,0,0,33,4,13,1.57142857142857,14,3,4.71428571428571,0.571428571428571,329064917,"US","USA","North America","United States","2020-03-04",107,33,13,11,4,1.429,0.323,0.1,0.039,0.033,0.012,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,899,2341,0.007,0.003,NA,NA,NA,NA,"tests performed",NA,NA,11.11,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/04","US",329064917,33,4,106,11,4712.48397691622,4388.69857011991,5060.15732861902,2288.17038901236,4712.48397691622,4712.48397691622,1.43208337731008e-05,1.33368777508418e-05,1.53773832067884e-05,6.95355314651292e-06,1.43208337731008e-05,1.43208337731008e-05,"2020/03/04","US",329064917,33,4,106,11,9637.68115942029,2608.69565217391,8768.11594202899,9637.68115942029,3.22124889418096e-07,3.34280545622553e-08,2.92880846955201e-05,7.9276018724716e-06,2.66455507380296e-05,2.92880846955201e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-04",8,6,17,2,3,-1
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-05,3,0,0,NA,1,0,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,2,1,0,0,0,NA,0,NA,NA,184,12,20.37,20.37,26.19,26.19,20,20,23.08,23.08,0,0,77,1,23.8571428571429,1.71428571428571,44,-3,10.8571428571429,0.142857142857143,329064917,"US","USA","North America","United States","2020-03-05",184,77,23.857,12,1,1.571,0.556,0.233,0.072,0.036,0.003,0.005,3.73,NA,NA,NA,NA,NA,NA,NA,NA,1150,3491,0.011,0.003,NA,NA,NA,NA,"tests performed",NA,NA,20.37,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/05","US",329064917,77,1,183,12,7177.88633686878,6651.70385027539,7745.69244583468,2465.40235995256,7177.88633686878,7177.88633686878,2.18129796464106e-05,2.02139562944518e-05,2.35384936092555e-05,7.49214587330974e-06,2.18129796464106e-05,2.18129796464106e-05,"2020/03/05","US",329064917,77,1,183,12,13913.0434782609,4275.36231884058,12898.5507246377,13840.5797101449,5.56121271353883e-07,3.64669686133694e-08,4.22805433198486e-05,1.29924586243285e-05,3.91975870361096e-05,4.20603321567243e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-05",8,7,21,2,3,-1
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-06,3,0,0,NA,1,0,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,1.6e+09,1.3e+09,0,NA,2,1,6.7e+09,8.26e+08,0,NA,0,NA,NA,237,14,20.37,20.37,26.19,26.19,20,20,23.08,23.08,0,0,53,2,31.4285714285714,2,-24,1,7.57142857142857,0.285714285714286,329064917,"US","USA","North America","United States","2020-03-06",237,53,31.429,14,2,1.857,0.716,0.16,0.095,0.042,0.006,0.006,3.6,NA,NA,NA,NA,NA,NA,NA,NA,1507,4998,0.015,0.005,NA,NA,NA,NA,"tests performed",NA,NA,20.37,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/06","US",329064917,53,2,236,14,8219.52084709568,7630.92164040671,8853.52073307881,1041.6345102269,8219.52084709568,8219.52084709568,2.49784173956645e-05,2.31897149959827e-05,2.69050885575833e-05,3.1654377492539e-06,2.49784173956645e-05,2.49784173956645e-05,"2020/03/06","US",329064917,53,2,236,14,19130.4347826087,5217.39130434783,17898.5507246377,19057.9710144928,7.17183716062931e-07,4.25447967155976e-08,5.81357470647918e-05,1.58552037449432e-05,5.43921572916802e-05,5.79155359016675e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-06",5,3,12,2,2,-1
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-07,3,0,0,NA,1,0,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,2,1,0,0,0,NA,0,NA,NA,403,17,20.37,20.37,26.19,26.19,20,20,23.08,23.08,0,0,166,3,54,2.28571428571429,113,1,22.5714285714286,0.285714285714286,329064917,"US","USA","North America","United States","2020-03-07",403,166,54,17,3,2.286,1.218,0.502,0.163,0.051,0.009,0.007,3.62,NA,NA,NA,NA,NA,NA,NA,NA,1797,6795,0.021,0.005,NA,NA,0.118,8.5,"tests performed",NA,NA,20.37,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/07","US",329064917,166,3,402,17,12370.2823856005,11554.9440686355,13243.1524887138,4150.76153850483,12370.2823856005,12370.2823856005,3.75922249578509e-05,3.5114481890014e-05,4.02448021789992e-05,1.26138075621864e-05,3.75922249578509e-05,3.75922249578509e-05,"2020/03/07","US",329064917,166,3,402,17,26594.2028985507,7463.76811594203,25072.4637681159,26159.4202898551,1.22164344854787e-06,5.166153886894e-08,8.08174968665855e-05,2.26817498017938e-05,7.61930624409771e-05,7.94962298878402e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-07",10,8,29,7,5,-1
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-08,3,0,0,NA,1,0,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,2,1,0,0,0,NA,0,NA,NA,519,21,20.37,20.37,26.19,26.19,20,20,23.08,23.08,0,0,116,4,69.5714285714286,2.85714285714286,-50,1,15.5714285714286,0.571428571428572,329064917,"US","USA","North America","United States","2020-03-08",519,116,69.571,21,4,2.857,1.568,0.35,0.21,0.063,0.012,0.009,3.41,NA,NA,NA,NA,0,0,6,0.018,1587,8382,0.025,0.005,1171,0.004,NA,NA,"tests performed",NA,NA,20.37,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/08","US",329064917,116,4,518,21,13899.1419883799,13078.7692669945,14770.9730227193,1528.85960277943,13899.1419883799,13899.1419883799,4.2238297886918e-05,3.97452556967491e-05,4.48877174673693e-05,4.64607292906715e-06,4.2238297886918e-05,4.2238297886918e-05,"2020/03/08","US",329064917,116,4,518,21,33768.115942029,7173.91304347826,32173.9130434783,33260.8695652174,1.57415747847711e-06,6.38171950733964e-08,0.000102618402015882,2.18009051492969e-05,9.77737564271498e-05,0.000101076923874013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-08",10,7,40,5,2,-1
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-09,3,0,0,NA,1,0,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,2,1,0,0,0,NA,0,NA,NA,594,22,20.37,20.37,26.19,26.19,20,20,23.08,23.08,0,0,75,1,77,2.28571428571429,-41,-3,7.42857142857143,-0.571428571428572,329064917,"US","USA","North America","United States","2020-03-09",594,75,77,22,1,2.286,1.795,0.227,0.233,0.066,0.003,0.007,3.3,NA,NA,NA,NA,NA,NA,NA,NA,2238,10620,0.032,0.007,1426,0.004,NA,NA,"tests performed",NA,NA,20.37,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,"2020/03/09","US",329064917,465,19,554,21,554,21,554,554,1.68355838431722e-06,1.41309503376806e-06,1.68355838431722e-06,1.68355838431722e-06,"2020/03/09","US",329064917,75,1,593,22,11567.4930976236,10817.0206701045,12370.0324372475,0,13899.1419883799,13899.1419883799,3.51526173105339e-05,3.28719961055723e-05,3.7591465386289e-05,0,4.2238297886918e-05,4.2238297886918e-05,"2020/03/09","US",329064917,75,1,593,22,41739.1304347826,7971.01449275362,39710.1449275362,40942.0289855072,1.80207603231067e-06,6.68561091245105e-08,0.000126841629959546,2.42232279436632e-05,0.000120675717392068,0.000124419307165179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-09",6,6,31,-1,0,0
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-10,3,0,0,NA,1,0,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,2,1,0,0,1,0,0,NA,NA,782,28,20.37,20.37,26.19,26.19,20.83,20.83,24.04,24.04,0,0,188,6,101.142857142857,3,113,5,24.1428571428571,0.714285714285714,329064917,"US","USA","North America","United States","2020-03-10",782,188,101.143,28,6,3,2.363,0.568,0.306,0.085,0.018,0.009,3.38,NA,NA,NA,NA,NA,NA,NA,NA,3226,13846,0.042,0.01,1772,0.005,NA,NA,"tests performed",NA,NA,20.37,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/10","US",329064917,188,6,781,28,13818.2385044073,13080.771599831,14597.2822709596,0,13899.1419883799,13899.1419883799,4.19924391526895e-05,3.97513406141409e-05,4.43598862012981e-05,0,4.2238297886918e-05,4.2238297886918e-05,"2020/03/10","US",329064917,188,6,781,28,55289.8550724638,13550.7246376812,52898.5507246377,54420.2898550725,2.37339187392012e-06,8.50895934311952e-08,0.000168021117463773,4.11794875042275e-05,0.000160754149080674,0.000165378583506283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-10",6,7,18,-3,-2,1
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-11,3,0,0,NA,1,0,1,0,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,2,1,0,0,1,0,0,NA,NA,1147,33,21.76,21.76,26.19,26.19,21.67,21.67,25,25,0,0,365,5,148.571428571429,3.14285714285714,177,-1,47.4285714285714,0.142857142857143,329064917,"US","USA","North America","United States","2020-03-11",1147,365,148.571,33,5,3.143,3.465,1.103,0.449,0.1,0.015,0.009,3.48,NA,NA,NA,NA,NA,NA,NA,NA,4551,18397,0.056,0.014,2294,0.007,NA,NA,"tests performed",NA,NA,21.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/11","US",329064917,365,5,1146,33,17621.4887953749,16783.5590832871,18501.2526737986,1309.79443226594,15208.9364206459,15208.9364206459,5.35501899018146e-05,5.10037935259051e-05,5.62237167136192e-05,3.980352704284e-06,4.6218650591202e-05,4.6218650591202e-05,"2020/03/11","US",329064917,365,5,1146,33,72753.6231884058,17463.768115942,69637.6811594203,71739.1304347826,3.48259550257678e-06,1.00284163686766e-07,0.000221092007776708,5.30708903129349e-05,0.000211622927762367,0.000218009051492969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-11",8,10,26,-2,-1,0
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-12,3,0,0,NA,2,0,2,0,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,2,1,0,0,1,0,0,NA,NA,1586,43,30.09,30.09,30.95,30.95,26.67,26.67,30.77,30.77,0,0,439,10,200.285714285714,4.42857142857143,74,5,51.7142857142857,1.28571428571429,329064917,"US","USA","North America","United States","2020-03-12",1586,439,200.286,43,10,4.429,4.792,1.326,0.605,0.13,0.03,0.013,3.48,NA,NA,NA,NA,NA,NA,NA,NA,8576,26973,0.081,0.026,3355,0.01,NA,NA,"tests performed",NA,NA,30.09,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/12","US",329064917,439,10,1585,43,23619.3107257349,22736.5038074466,24536.3950360785,8410.37430508897,23482.0456745622,23619.3107257349,7.1777055242066e-05,6.9094280893659e-05,7.45639956388257e-05,2.5558404650864e-05,7.13599185493306e-05,7.1777055242066e-05,"2020/03/12","US",329064917,439,10,1585,43,96376.8115942029,23623.1884057971,92681.1594202899,95144.9275362319,4.81667877101587e-06,1.30673304197907e-07,0.000292880846955201,7.17888391784929e-05,0.000281650077635866,0.000289137257182089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-12",6,23,19,-6,-3,1
