"countryname.x","countrycode.x","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","countrycode2","population.x","cases.x","deaths.x","cases_prev_week","deaths_prev_week.x","cases_infected.x","cum_deaths.x","cases_contagious.x","cases_active.x","p_cases_infected.x","p_cases","p_cases_contagious.x","p_cases_active.x","countrycode.y","population.y","cases.y","deaths.y","cum_cases","cum_deaths.y","deaths_prev_week.y","cases_infected.y","cases_infected_low","cases_infected_high","cases_daily","cases_contagious.y","cases_active.y","p_cases_infected.y","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious.y","p_cases_active.y","year_week","countrycode","countryname.y","hosp_occupancy","icu_occupancy","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population.x.x","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_nottooworried","pct_worried_ill_covid19_notworried","pct_enough_toeat_very_worried","pct_enough_toeat_somewhat_worried","pct_enough_toeat_nottoo_worried","pct_enough_toeat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_nottoo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_nottooworried_past_smooth","pct_worried_ill_covid19_notworried_past_smooth","pct_enough_toeat_very_worried_past_smooth","pct_enough_toeat_somewhat_worried_past_smooth","pct_enough_toeat_nottoo_worried_past_smooth","pct_enough_toeat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_nottoo_worried_past_smooth","pct_finances_not_worried_past_smooth","population.y.y"
"Finland","FIN",NA,NA,"NAT_TOTAL",2020-05-11,2,1,2,1,2,1,1,1,0,NA,1,1,1,1,4,2,1,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,5984,271,60.19,60.19,73.81,73.81,48.33,48.33,48.08,48.08,50,50,"FI",5517919,82,2,708,37,5962,267,1222,1833,0.00108047979682195,1.48606748304932e-05,0.000221460300522715,0.000332190450784073,"FI",5517919,82,2,5962,267,37,24797.6058116764,24580.1231761347,25017.0127132774,0,4626.45492132232,8292.88855246826,0.00449401410417158,0.00445460021724398,0.00453377672149181,0,0.000838441978093974,0.00150290146565549,"2020-W20","FI","Finland",161,44,"FIN","Finland",1294,0.008246,0.003039,0.006955,0.00231,0.009416,0.003245,0.007728,0.002434,0.04991,0.007317,0.051777,0.00616,0.474231,0.016779,0.507728,0.013898,0.259508,0.01473,0.272025,0.012371,0.008246,0.006955,0.009416,0.007728,0.04991,0.051777,0.474231,0.507728,0.259508,0.272025,5517919,1269,0.8,0.72,1.12,15.81,4.47,37.65,36.98,21.58,9.21,3.52,5.69,1.68,5.84,20,8.7,4.7,32.5,17.31,66.11,12.98,56.33,1.53,8.35,52.89,2.44,2.84,2.68,3.39,80.14,5.75,0.74,2.45,8.18,16.04,72.59,0.82,3.93,8.02,20.13,67.1,12.14,47.44,27.74,8.9,0.55,3.07,13.63,79.28,10.43,NA,NA,NA,NA,0.715598824516773,0.770431345379605,0.990723114073348,15.819641497047,4.90221136576863,36.0512449410144,36.9944959623383,21.9172744380481,8.64445757132468,3.54076355477167,5.66606871304123,1.80732966234925,6.42607901919399,20.0614364407225,8.62017172759221,3.79704348257371,31.332142187325,16.0187421471515,65.9910769186325,13.8117827146043,56.2614163901937,1.53688598897809,8.34883584163795,52.7181099526628,2.55657153795686,2.66348094230824,2.82484255674183,3.39,80.1547397882961,5.64173419204851,0.640897041801026,2.47328810447055,7.93140626364519,15.7459450065327,72.3208871386092,0.943856675668157,4.00186405100751,7.95291456406373,19.7157627995326,67.9934703696687,12.2911997341713,47.8100811202564,26.9712755546293,8.90981006976645,0.625435852488094,3.10389724737236,13.3211748430618,79.0957286263813,10.43,NA,NA,NA,NA,5517919
"Finland","FIN",NA,NA,"NAT_TOTAL",2020-05-12,2,1,2,1,2,1,1,1,0,NA,1,1,1,1,4,2,1,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,6003,275,60.19,60.19,73.81,73.81,48.33,48.33,48.08,48.08,50,50,"FI",5517919,22,4,657,31,5984,271,1078,1700,0.00108446680714233,3.98701032037621e-06,0.000195363505698435,0.00030808716111998,"FI",5517919,22,4,5984,271,31,24718.0415818715,24503.6901357109,24934.2681146912,0,3876.42390593371,5823.13089480499,0.00447959485847319,0.00444074842992637,0.00451878110474098,0,0.000702515550868671,0.00105531286247678,"2020-W20","FI","Finland",152,34,"FIN","Finland",1165,0.008364,0.003125,0.006867,0.002419,0.008246,0.003103,0.006867,0.002419,0.047253,0.007281,0.050644,0.006424,0.433766,0.017006,0.429185,0.014501,0.238644,0.014626,0.235193,0.012426,0.008364,0.006867,0.008246,0.006867,0.047253,0.050644,0.433766,0.429185,0.238644,0.235193,5517919,1139,0.81,0.81,1.08,13.51,5.19,35.4,33.33,23.04,7.31,4.48,6.52,2.06,5.54,20.46,8.46,4,24.24,18.71,67.62,13.98,48.3,1.43,8.87,45.25,2.28,2.81,2.37,2.46,78.93,7.73,0.74,2.04,7.04,15.28,74.91,1.2,2.59,7.31,21.48,67.41,10.89,46.97,27.22,9.75,0.88,3.78,11.33,79.02,9.03,NA,NA,NA,NA,0.777147049729211,0.815422068837572,0.97551270242771,13.9673404052765,4.95576523444178,35.8196489121653,33.9425709739283,22.2129354134817,8.20517522148994,4.34083923653131,6.53381612422264,1.83621657406273,6.20243917093425,20.029886553765,8.61764126970662,3.88560929956143,26.8539295806289,18.0601140931377,67.1071370175853,13.9490641044928,48.4745394721531,1.40012826925888,8.82424077348877,46.2085790316756,2.51458437574812,2.80235013300119,2.37317703612218,2.92339143649485,80.0381889826096,7.65833603392739,0.467379719427038,2.40369684262798,7.16623475114696,15.4813422198156,73.4046482424488,0.993283104810035,3.77279591472464,7.36253774171263,21.1608616470821,67.7188644417424,11.9447413426471,47.3586053026567,27.4441954598086,9.51011584269491,0.663547216390275,3.64274028739664,12.8781305747166,79.1608660523174,9.03,NA,NA,NA,NA,5517919
"Finland","FIN",NA,NA,"NAT_TOTAL",2020-05-13,2,1,2,1,2,1,1,1,0,NA,1,1,1,1,4,2,1,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,6054,284,60.19,60.19,73.81,73.81,48.33,48.33,48.08,48.08,50,50,"FI",5517919,19,4,591,29,6003,275,1008,1608,0.0010879101342372,3.44332709487037e-06,0.000182677563769965,0.000291414208871134,"FI",5517919,19,4,6003,275,29,24639.1573749258,24427.850173109,24852.292438516,0,3646.08211234639,5548.01807005407,0.00446529885178194,0.00442700412476316,0.00450392483806232,0,0.000660771227766552,0.00100545478649724,"2020-W20","FI","Finland",157,35,"FIN","Finland",1130,0.008308,0.003438,0.010619,0.003049,0.007782,0.003328,0.009735,0.002921,0.069583,0.009637,0.058407,0.006976,0.411156,0.018636,0.430088,0.014728,0.244504,0.016278,0.268142,0.013178,0.008308,0.010619,0.007782,0.009735,0.069583,0.058407,0.411156,0.430088,0.244504,0.268142,5517919,1107,0.92,1.01,1.29,14.63,6.32,35,31.93,20.82,6.49,4.4,4.58,1.92,4.76,18.52,9.07,3.42,38.46,18.01,69.47,14.05,45.93,1.85,8.26,44.5,3.52,2.53,2.53,3.79,78.5,5.96,0.28,2.73,9.03,18.34,69.61,0.85,3.01,9.03,21.26,65.85,11.2,50.05,25.65,9.03,0.99,3.61,14.63,77.06,10.06,NA,NA,NA,NA,0.877619806859116,0.973660523760829,0.991905725770093,14.3059267752133,5.43649187256861,35.3972020310054,33.5060516172855,22.0467285649793,7.82944346363931,4.51117279614254,4.84267456755886,1.83738257507208,5.66286825779969,19.6790780445222,9.00424372064436,3.84016953367158,36.5765855996447,18.2570797979934,69.7587839906554,13.9324787389544,45.2639015641518,1.74740019749866,8.34781805247311,43.8226841291958,2.79764418976651,2.63721793854677,2.44900355998804,3.13716274212599,79.4227047888665,6.47557943016254,0.404914951505036,2.48811377442874,8.6791910770802,16.317671817722,72.1225577928081,0.969236157061796,3.45569381777409,8.8682340913209,21.5767767951182,66.5869647553826,11.5298362697003,48.2504529739276,26.2415234710194,9.22903752486794,0.728425977725785,3.67752146685061,13.0306641727096,77.8552478187912,10.06,NA,NA,NA,NA,5517919
"Finland","FIN",NA,NA,"NAT_TOTAL",2020-05-14,1,1,2,1,2,1,1,1,0,NA,1,1,1,1,3,2,1,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,6145,287,53.7,53.7,66.67,66.67,44.44,44.44,43.59,43.59,50,50,"FI",5517919,51,9,481,32,6054,284,1003,1579,0.0010971527490708,9.24261483359941e-06,0.000181771425060788,0.000286158604357911,"FI",5517919,51,9,6054,284,32,25159.1396751187,24948.8102285504,25371.2422914569,44.015379322027,3396.80008780966,5028.16346532208,0.00455953406984022,0.00452141653919719,0.00459797294803655,7.97680780055434e-06,0.000615594409379633,0.00091124271039899,"2020-W20","FI","Finland",143,33,"FIN","Finland",1232,0.009576,0.003432,0.00974,0.002798,0.009922,0.003493,0.010552,0.002911,0.051167,0.007765,0.05276,0.006369,0.455627,0.01755,0.466721,0.014213,0.271923,0.01568,0.281656,0.012815,0.009576,0.00974,0.009922,0.010552,0.051167,0.05276,0.455627,0.466721,0.271923,0.281656,5517919,1201,1.25,1.17,1.59,15.37,5.93,39.95,35.76,23.6,9.6,3.84,5.35,1.67,4.77,21.22,8.26,4.15,35.14,21.2,73.18,16.55,48.01,2.37,7.71,49.1,2.75,2.66,2.33,2.41,80.93,5.58,0.26,2.19,7.7,17.41,72.44,0.96,3.76,8.65,17.57,69.06,10.24,48.88,26.06,10.07,0.58,3.91,12.32,78.77,10.1,NA,NA,NA,NA,1.14485153082084,1.15652530082371,1.11146720833073,15.2375559474404,5.65397480493949,38.2365077380042,33.7701743359711,22.3986254277746,7.95259247471003,3.96508653287821,5.03165280924961,1.79772318528951,5.24715736030955,19.8158096411358,8.39040475800558,3.94263096555007,26.8901325081675,20.7894347885493,73.2260422382787,16.1182534064897,47.3427406061224,2.33033843761801,7.69127312404378,48.3976318001756,2.78567981394773,2.63948755582518,2.37339101574287,3.01337863664194,80.1388855367824,5.50456886165582,0.243168093571482,2.45163766666629,8.0624151459857,16.6087991114204,72.1456426914556,0.9687530522468,3.63434836645484,8.84486329087717,18.6626119917949,67.7821241506827,10.8574913718682,48.5571742105046,25.9538651481493,9.62320190757297,0.693777617859099,3.89010668369586,12.8114326651993,78.6565343294654,10.1,NA,NA,NA,NA,5517919
"Finland","FIN",NA,NA,"NAT_TOTAL",2020-05-15,1,1,2,1,2,1,1,1,0,NA,1,1,1,1,3,2,1,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,6228,293,53.7,53.7,66.67,66.67,44.44,44.44,43.59,43.59,50,50,"FI",5517919,91,3,472,32,6145,287,966,1569,0.00111364447357781,1.64917245070107e-05,0.000175065998612883,0.000284346326939558,"FI",5517919,91,3,6145,287,32,25336.8212769161,25126.6376117515,25548.7631229319,475.323631526531,3757.27757140194,5380.05580972974,0.00459173490529965,0.0045536437942912,0.00463014464745348,8.61418283824991e-05,0.000680922929713529,0.000975015365345113,"2020-W20","FI","Finland",118,32,"FIN","Finland",1186,0.004232,0.003256,0.004216,0.001881,0.00609,0.003903,0.005902,0.002224,0.083623,0.013886,0.053963,0.006561,0.449373,0.024953,0.470489,0.014493,0.216457,0.020659,0.233558,0.012286,0.004232,0.004216,0.00609,0.005902,0.083623,0.053963,0.449373,0.470489,0.216457,0.233558,5517919,1158,0.78,0.61,0.96,14.94,4.78,35.96,32.47,20.73,8.52,3.66,5.3,2,5.91,20.33,8.14,3.31,32,22.72,71.64,17.67,50.04,2.56,9.28,49.12,2.59,2.94,2.94,2.94,79.1,6.48,0.45,2.89,7.67,13.72,75.27,1.08,3.24,7.74,18.9,69.04,10.62,48.7,27.03,9.59,0.35,4.06,12.87,79.02,10.7,NA,NA,NA,NA,0.985456170010972,0.827625494377115,1.02391008522032,14.9924067570397,5.39202394409789,36.505240694239,33.4770090233838,22.2061909471131,7.91556051013219,3.63100240645368,5.33500839412435,1.81568147829941,5.4319740873442,19.7990064584635,8.08865445408805,3.87221603180182,32.6283786670992,22.8009873564278,72.0194432481431,17.4140897515074,50.3382045748319,2.61940754329597,9.13483862960951,49.7678535439793,2.74346647051958,2.86152095062625,2.89886871020376,3.01960295446598,80.0662388398565,6.13889248126997,0.443689589317639,2.55295169280231,7.6652034037284,15.8608074920808,72.8906380340042,0.98893855432457,3.50788202946985,7.8058552594228,18.5034429355581,68.5660426975114,10.594312645956,48.6648883217841,26.6711587607669,9.75645698118346,0.637965122629463,4.06579752996236,12.7052701810197,78.8125507437404,10.7,NA,NA,NA,NA,5517919
"Finland","FIN",NA,NA,"NAT_TOTAL",2020-05-16,1,1,2,1,2,1,1,1,0,NA,1,1,1,1,3,2,1,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,6286,297,53.7,53.7,66.67,66.67,44.44,44.44,43.59,43.59,50,50,"FI",5517919,83,6,490,33,6228,293,974,1533,0.00112868637615014,1.50419025723284e-05,0.000176515820547565,0.000277822128233488,"FI",5517919,83,6,6228,293,33,25766.8752495355,25556.5275659604,25978.9542382681,430.053972619357,3502.08586970289,5697.14859103409,0.00466967261562475,0.00463155177993016,0.00470810721184348,7.79377103250984e-05,0.000634675113879505,0.00103248137405317,"2020-W20","FI","Finland",120,30,"FIN","Finland",1371,0.00603,0.002538,0.006565,0.002181,0.006221,0.002578,0.006565,0.002181,0.057796,0.007651,0.051787,0.005985,0.422914,0.016198,0.450766,0.013438,0.239035,0.013984,0.236324,0.011473,0.00603,0.006565,0.006221,0.006565,0.057796,0.051787,0.422914,0.450766,0.239035,0.236324,5517919,1346,0.75,0.75,1.35,12.69,4.98,36.65,33.01,22.08,8.56,4.44,6.33,1.66,7.45,23.01,7.96,4.63,31.37,20.65,75.45,20.58,52.16,3.8,8.28,47.23,3.12,2.38,2.45,3.19,78.75,7.21,0.7,2.64,7.84,16.14,72.69,1.4,2.64,8.55,19.66,67.75,12.11,47.4,26.37,9.81,0.82,3.34,11.59,80.24,10.14,NA,NA,NA,NA,0.865109185905878,0.737384323261716,1.1114109580296,13.0351150294041,5.26319125297284,36.6359255532635,33.3087474801413,22.2611401530297,7.89111024220341,4.31641957849307,6.3402459022301,1.78046765271413,7.00766433775932,20.352531857393,7.92036297735789,4.04732091360358,30.6674088325236,21.4822390391039,74.8571604768406,20.2660834114054,52.3251882654418,3.72881020776677,8.44903119332544,47.6035467520529,2.84224689284245,2.55039548963653,2.54425323121094,3.07254334955031,79.9465527586884,7.08569232030632,0.710858297571155,2.5929230232557,7.72858447922073,15.8786712356127,72.811793003249,1.06224911723893,3.19760398251392,8.38130792999721,19.1232532104771,68.2893810185604,11.2302507694047,48.1772751132506,26.538285921466,9.81304794942525,0.660255061691286,3.51390161065818,12.4376825652481,79.7831340902813,10.14,NA,NA,NA,NA,5517919
"Finland","FIN",NA,NA,"NAT_TOTAL",2020-05-17,1,1,2,1,2,1,1,1,0,NA,1,1,1,1,3,2,1,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,6347,298,53.7,53.7,66.67,66.67,44.44,44.44,43.59,43.59,50,50,"FI",5517919,58,4,406,32,6286,297,959,1546,0.00113919758517659,1.05112090264464e-05,0.000173797404420036,0.000280178088877347,"FI",5517919,58,4,6286,297,32,25929.1029383832,25719.5860868616,26140.3265557496,162.227688847746,2990.32596067349,5738.07559363798,0.00469907277333778,0.00466110250746007,0.00473735235253536,2.94001577130339e-05,0.000541930021204278,0.00103989848231516,"2020-W20","FI","Finland",118,29,"FIN","Finland",1203,0.013919,0.004017,0.007481,0.002484,0.013286,0.003926,0.00665,0.002343,0.060802,0.008193,0.058188,0.006749,0.464194,0.0171,0.462178,0.014374,0.22319,0.014277,0.241895,0.012347,0.013919,0.007481,0.013286,0.00665,0.060802,0.058188,0.464194,0.462178,0.22319,0.241895,5517919,1199,0.67,0.67,0.93,14.86,4.63,34.31,34.06,19.31,8.23,4.55,3.78,2.02,5.55,19.02,7.89,4.32,38.24,15.18,70.76,16.35,50.98,1.8,7.8,48.45,3.59,2.34,2.59,2.34,79.48,6.26,0.52,2.18,6.81,14.5,75.98,1.05,2.88,8.3,17.9,69.87,9.84,49.21,27.61,8.76,0.83,2.67,11.68,80.73,9.25,NA,NA,NA,NA,0.742827273016602,0.657470969201419,1.03261197548185,14.2273359436632,5.16339920854562,35.4290086311992,33.3175407896751,21.8762239629803,7.86860042720068,4.63948802112068,4.1301962913939,1.80202644619777,5.90958367660216,19.9537267938189,7.95566568475367,4.14395464771386,37.8306399804705,16.3520021553072,71.3669854018547,17.4895905933792,51.4597657445059,1.85893985355616,7.89060816371129,48.01645286944,3.10760165708626,2.34879761547866,2.5334024189389,2.96051096565599,79.9527658287422,6.58651309123039,0.44475280627124,2.54501122329127,6.97014297852973,15.4544004090161,73.797517399556,1.06663469364306,3.06763780858015,8.36225324915183,18.2367095429978,69.239926196064,10.5339930440897,48.5594791620513,27.3779381607751,9.02784930313139,0.682019982648273,2.73589454586321,12.219361351961,80.6583884328471,9.25,NA,NA,NA,NA,5517919
"Finland","FIN",NA,NA,"NAT_TOTAL",2020-05-18,1,1,2,1,2,1,1,1,0,NA,1,1,1,1,3,2,1,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,6380,300,53.7,53.7,66.67,66.67,44.44,44.44,43.59,43.59,50,50,"FI",5517919,61,1,385,31,6347,298,935,1441,0.00115025247742854,1.10548922519522e-05,0.000169447938615989,0.000261149175984642,"FI",5517919,61,1,6347,298,31,25852.2438993891,25643.7633788644,26062.4193399142,0,2641.07378363618,4988.04457824937,0.00468514378326124,0.00464736132930991,0.00472323340373684,0,0.00047863583782875,0.000903972055089857,"2020-W21","FI","Finland",117,34,"FIN","Finland",1260,0.006683,0.002854,0.00873,0.002621,0.007791,0.003079,0.00873,0.002621,0.0669,0.008751,0.05873,0.006624,0.42784,0.01733,0.461111,0.014043,0.232905,0.014805,0.271429,0.012528,0.00829653790993109,0.00826997378195691,0.00804535873076416,0.00766975500079328,0.0662689697392364,0.0585976090395836,0.433591213276125,0.461612243110537,0.232905,0.271429,5517919,1236,0.98,0.98,1.38,14.88,5.04,36.8,34.72,24.86,10.02,3.26,5.54,1.71,5.62,20.08,8.43,4.91,29.17,17.59,67.76,15.28,49.79,2.39,8.41,48.14,3.07,2.91,2.91,2.75,78.8,6.8,0.34,1.94,8.09,15.01,74.62,1.01,2.36,7.66,20.88,68.1,10.68,47.9,28.07,9.47,0.65,3.48,13.83,78.24,10.02,NA,NA,NA,NA,0.838619827082322,0.864598974863359,1.11497502887382,14.9166368471246,5.15427945449676,36.5321360629412,33.4203219620295,22.3734827991907,8.42668356074706,3.5616783877506,5.38576396559517,1.77805567978712,5.83103146083191,19.8967463966787,7.92119610884371,4.32989537224433,27.1848961588685,16.2868562673348,67.807784461241,15.4699879913577,49.759823295858,2.17292765648714,8.18591220534592,48.0310690904551,3.12771891158797,2.71847054612968,2.85889842610226,2.93776761530503,79.2830293855454,6.71031771567914,0.405660695861712,2.46592481436727,7.86201202720737,15.2476168224684,74.1445079831136,1.0636917112973,2.80809266921926,7.77162572583866,20.0702302603584,68.8223451024394,10.8125319434606,48.3365265499073,28.0571744565817,9.21690831553706,0.675465256252889,3.21781073758832,12.301915455308,79.013288493202,10.02,NA,NA,NA,NA,5517919
"Finland","FIN",NA,NA,"NAT_TOTAL",2020-05-19,1,1,2,1,2,1,1,1,0,NA,1,1,1,1,3,2,1,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,6399,301,53.7,53.7,66.67,66.67,44.44,44.44,43.59,43.59,50,50,"FI",5517919,33,2,396,29,6380,300,807,1385,0.0011562329929091,5.98051548056432e-06,0.000146250787661073,0.000251000422441866,"FI",5517919,33,2,6380,300,29,25760.9257172777,25554.1582163281,25969.3662453365,0,1952.65076841716,4757.70278466205,0.00466859439532869,0.00463112238804666,0.00470636960153575,0,0.000353874489353171,0.000862227731987738,"2020-W21","FI","Finland",112,25,"FIN","Finland",1384,0.013611,0.003989,0.010838,0.002783,0.013703,0.004002,0.010838,0.002783,0.057521,0.008015,0.057803,0.006273,0.444478,0.017106,0.45159,0.013377,0.237052,0.01464,0.258671,0.011771,0.0123220682676333,0.01057417514035,0.0134599009746793,0.0101303653828278,0.0645616409795906,0.0559030741804549,0.441037613155465,0.452104290310341,0.237052,0.258671,5517919,1353,1.26,1.26,1.49,15.71,5.21,36.73,34.52,21.82,9.09,3.87,5.15,1.72,6.41,22.11,6.88,4.97,32.08,20.85,71.78,18.19,50.83,2.7,10.05,47.17,3.4,2.51,2.96,3.92,77.9,6.28,0.54,1.78,6.95,15.14,75.6,0.69,3.4,6.64,19.75,69.52,10.2,44.72,29.71,11.09,0.96,3.33,11.53,80.27,7.97,NA,NA,NA,NA,1.11265235801681,1.20562837650315,1.21663692232757,15.7766247804027,5.17085458733575,36.6524943492484,33.4855707536904,22.3653761245571,8.60983244276265,3.64833874091611,5.16936138566422,1.75867654036458,5.97466194164064,20.3236221882275,7.70927016589676,4.50265208717433,28.463715564943,19.9128691023062,71.0748090022576,17.1596470037395,50.519156743413,2.50573992281812,9.78265815094571,47.3477785942196,3.24847944197632,2.61071729408702,2.93265192344853,3.11537132801862,78.6883730560284,6.42594821245197,0.433438851350734,2.37585821547156,7.21776851965095,15.1222671983483,74.7028561346078,0.881093722374882,2.94043935707946,6.6994981406634,20.0875950160586,69.2593856088875,10.6354235025523,46.6502832049244,29.5009445092765,10.7872907188272,0.713543876474829,3.38115236882129,12.0955250538768,79.8216213828443,7.97,NA,NA,NA,NA,5517919
"Finland","FIN",NA,NA,"NAT_TOTAL",2020-05-20,1,1,2,1,2,1,1,1,0,NA,1,1,1,1,3,2,1,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,6443,304,53.7,53.7,66.67,66.67,44.44,44.44,43.59,43.59,50,50,"FI",5517919,19,1,396,26,6399,301,726,1348,0.00115967632000397,3.44332709487037e-06,0.000131571340572415,0.000244294995993961,"FI",5517919,19,1,6399,301,26,25543.6838918098,25339.074994498,25749.9449725919,0,1806.17243823655,4464.40538080329,0.00462922414986697,0.00459214334144774,0.00466660437976561,0,0.000327328552346736,0.000809074105800265,"2020-W21","FI","Finland",118,20,"FIN","Finland",1462,0.003883,0.00197,0.004788,0.001805,0.007272,0.002692,0.00684,0.002156,0.054864,0.007214,0.0513,0.00577,0.444517,0.015743,0.463064,0.013041,0.223539,0.013199,0.24829,0.011299,0.007475914161164,0.00651314528646474,0.00734592538673404,0.00834949270570303,0.0616233258478642,0.0537022198513159,0.444781141629542,0.462090464055949,0.223539,0.24829,5517919,1442,0.91,0.7,1.12,13.2,5.31,34.94,32.33,19.55,8.25,3.85,5.74,2.1,5.39,21.28,7.59,5.92,32.84,20.87,73.71,18.53,50.67,2.7,9.81,48.65,2.91,2.22,3.81,2.64,78.64,5.76,0.44,2.51,7.96,15.41,73.67,0.66,3.1,8.78,20.15,67.31,10.33,45.91,28.5,9.22,0.83,2.15,11.17,80.03,8.94,NA,NA,NA,NA,1.02707793932539,0.912053490879667,1.18591536669459,13.7145527122358,5.19930289318441,36.5057986715731,33.2562124079938,22.0397013458403,8.47450719963575,3.76538358720923,5.74671463522583,1.79082284088852,5.85755326400253,20.562748640365,7.60310209729978,5.18189936579408,29.5989686684759,21.3436183405931,73.8607039456858,18.681224824066,50.8200242693133,2.73871878112554,9.88698809957221,48.5248277676016,3.17968522614527,2.33312336733615,3.55549396901594,3.05776967820818,78.5986684193363,5.89104583476552,0.428994293801293,2.40428490936796,7.76623827765011,15.0938914253858,74.5483157266329,0.726115455274607,2.94798930022749,8.65743650658575,20.2799558987588,68.2795105723963,10.4953215963201,46.0407023262489,29.0183231861327,9.79999372051086,0.730346487913958,2.49287041101703,11.8730618379093,79.9906495421235,8.94,NA,NA,NA,NA,5517919
