"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-04-23,3,1,3,1,2,1,3,1,0,NA,0,NA,2,1,4,1,1,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,18,2,75,75,85.71,85.71,57.22,57.22,62.18,62.18,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-04-23",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/23","BZ",390351,0,0,18,2,202.646121567837,88.2647615571371,465.25306206037,0,0,493.264351440309,0.000519138215523559,0.000226116396671552,0.00119188387389906,0,0,0.00126364310950992,"BZ","Belize",NA,NA,NA,NA,NA,"2020-04-23",-69,-49,-51,-81,-67,26
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-04-24,3,1,3,1,2,1,3,1,0,NA,0,NA,2,1,4,1,1,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,18,2,75,75,85.71,85.71,57.22,57.22,62.18,62.18,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-04-24",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/24","BZ",390351,0,0,18,2,195.467932864548,85.1382220043145,448.772735427845,0,0,227.961814737911,0.000500749153619557,0.000218106837190924,0.00114966462344875,0,0,0.000583991880994057,"BZ","Belize",NA,NA,NA,NA,NA,"2020-04-24",-69,-47,-51,-81,-64,28
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-04-25,3,1,3,1,2,1,3,1,0,NA,0,NA,2,1,4,1,1,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,18,2,75,75,85.71,85.71,57.22,57.22,62.18,62.18,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-04-25",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/25","BZ",390351,0,0,18,2,189.470822064199,81.6421396457838,439.714007612209,0,0,227.961814737911,0.000485385773481299,0.000209150584078903,0.00112645800218831,0,0,0.000583991880994057,"BZ","Belize",NA,NA,NA,NA,NA,"2020-04-25",-70,-45,-49,-81,-54,20
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-04-26,3,1,3,1,2,1,3,1,0,NA,0,NA,2,1,4,1,1,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,18,2,75,75,85.71,85.71,57.22,57.22,62.18,62.18,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-04-26",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/26","BZ",390351,0,0,18,2,184.411056531537,79.4619090451454,427.971567506097,0,0,227.961814737911,0.000472423681587948,0.000203565275982758,0.0010963762549759,0,0,0.000583991880994057,"BZ","Belize",NA,NA,NA,NA,NA,"2020-04-26",-73,-59,-54,-82,-50,NA
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-04-27,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,18,2,76.85,76.85,82.14,82.14,58.33,58.33,63.46,63.46,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-04-27",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,"2020/04/27","BZ",390351,0,0,18,2,18,2,18,18,4.61123450433072e-05,0,4.61123450433072e-05,4.61123450433072e-05,"2020/04/27","BZ",390351,0,0,18,2,180.104756432746,77.6063433691647,417.977730704255,0,0,227.961814737911,0.000461391815142643,0.00019881169349935,0.00107077407436962,0,0,0.000583991880994057,"BZ","Belize",NA,NA,NA,NA,NA,"2020-04-27",-53,-39,-44,-68,-57,23
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-04-28,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,18,2,76.85,76.85,82.14,82.14,58.33,58.33,63.46,63.46,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-04-28",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/28","BZ",390351,0,0,18,2,176.411136617596,75.3086082385021,413.244778394423,0,0,168.60755794394,0.000451929511177367,0.000192925362656947,0.0010586492115927,0,0,0.000431938327156686,"BZ","Belize",NA,NA,NA,NA,NA,"2020-04-28",-56,-35,-43,-69,-58,18
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-04-29,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,18,2,76.85,76.85,82.14,82.14,58.33,58.33,63.46,63.46,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-04-29",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/29","BZ",390351,0,0,18,2,173.220927895975,73.9467317525723,405.771683886471,0,0,0,0.000443756844214501,0.000189436511633305,0.00103950466089871,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-04-29",-53,-28,-45,-65,-57,23
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-04-30,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,18,2,76.85,76.85,82.14,82.14,58.33,58.33,63.46,63.46,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-04-30",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/30","BZ",390351,0,0,18,2,170.44825373252,72.7630976784874,399.276668083016,0,0,0,0.000436653816007952,0.000186404281476126,0.00102286574924367,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-04-30",-48,-14,-35,-58,-57,20
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-01,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,76.85,76.85,82.14,82.14,63.33,63.33,69.23,69.23,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-01",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/01","BZ",390351,0,0,18,2,168.024844101311,71.1451642410235,396.827367488046,0,0,0,0.000430445532613754,0.000182259464535824,0.00101659113845756,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-01",-72,-55,-53,-85,-75,31
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-02,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,76.85,76.85,82.14,82.14,63.33,63.33,69.23,69.23,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-02",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/02","BZ",390351,0,0,18,2,165.895853385164,70.2437059181305,391.799290921072,0,0,0,0.000424991490697255,0.000179950111356524,0.00100371022725975,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-02",-53,-28,-41,-66,-43,17
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-03,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,76.85,76.85,82.14,82.14,63.33,63.33,69.23,69.23,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-03",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/03","BZ",390351,0,0,18,2,164.016795402426,69.4480742392836,387.361485091609,0,0,0,0.000420177725694121,0.000177911864550837,0.00099234146983512,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-03",-68,-49,-52,-74,-44,14
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-04,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,76.85,76.85,82.14,82.14,63.33,63.33,69.23,69.23,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-04",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,"2020/05/04","BZ",390351,0,0,18,2,18,2,18,18,4.61123450433072e-05,0,4.61123450433072e-05,4.61123450433072e-05,"2020/05/04","BZ",390351,0,0,18,2,162.351267622707,68.7428556267038,383.427977473501,0,0,0,0.000415910981713143,0.000176105237662267,0.000982264622028638,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-04",-35,-27,-34,-55,-46,19
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-05,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,76.85,76.85,82.14,82.14,63.33,63.33,69.23,69.23,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-05",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/05","BZ",390351,0,0,18,2,160.869240569415,68.1153349842653,379.927846899065,0,0,0,0.000412114329332871,0.000174497657196383,0.00097329799820947,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-05",-40,-26,-36,-57,-47,19
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-06,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,76.85,76.85,82.14,82.14,63.33,63.33,69.23,69.23,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-06",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/06","BZ",390351,0,0,18,2,159.545757270109,67.5549450181086,376.802152027052,0,0,0,0.000408723833857499,0.000173062051892037,0.000965290602629561,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-06",-40,-24,-40,-55,-45,19
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-07,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,76.85,76.85,82.14,82.14,63.33,63.33,69.23,69.23,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-07",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/07","BZ",390351,0,0,18,2,158.359933864104,67.0528430734091,374.001571059234,0,0,0,0.000405685995076492,0.000171775768663098,0.000958116082856797,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-07",-45,-24,-38,-58,-47,20
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-08,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,76.85,76.85,82.14,82.14,63.33,63.33,69.23,69.23,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-08",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/08","BZ",390351,0,0,18,2,157.294183956111,66.1233845293827,374.171111816347,0,0,0,0.000402955760216091,0.000169394684602788,0.000958550411850736,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-08",-45,-24,-36,-58,-44,21
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-09,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,76.85,76.85,82.14,82.14,63.33,63.33,69.23,69.23,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-09",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/09","BZ",390351,0,0,18,2,156.333611011979,65.7195785363328,371.886102686022,0,0,0,0.000400494967380586,0.000168360215642672,0.000952696682437145,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-09",-40,-14,-35,-57,-34,15
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-10,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,76.85,76.85,82.14,82.14,63.33,63.33,69.23,69.23,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-10",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/10","BZ",390351,0,0,18,2,155.465528249787,65.3546535985884,369.821109028224,0,0,0,0.000398271115610789,0.000167425352051329,0.000947406587989333,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-10",-53,-25,-45,-63,-29,11
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-11,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,76.85,76.85,82.14,82.14,63.33,63.33,69.23,69.23,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-11",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,"2020/05/11","BZ",390351,0,0,18,2,18,2,18,18,4.61123450433072e-05,0,4.61123450433072e-05,4.61123450433072e-05,"2020/05/11","BZ",390351,0,0,18,2,154.679076190342,65.0240446044561,367.950298334073,0,0,0,0.000396256385126059,0.00016657839893956,0.000942613950864923,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-11",-37,-26,-32,-51,-42,17
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-12,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,76.85,76.85,82.14,82.14,63.33,63.33,69.23,69.23,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-12",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/12","BZ",390351,0,0,18,2,153.964915686442,64.7238255599407,366.2514546576,0,0,0,0.000394426850927605,0.000165809298707934,0.000938261858321358,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-12",-39,-22,-34,-54,-43,18
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-13,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,76.85,76.85,82.14,82.14,63.33,63.33,69.23,69.23,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-13",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/13","BZ",390351,0,0,18,2,153.314979781212,64.450605274867,364.705388336821,0,0,0,0.000392761847109941,0.000165109363815815,0.000934301150341158,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-13",-41,-27,-38,-55,-42,18
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-14,3,1,2,1,2,1,3,1,0,NA,2,0,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,76.85,76.85,82.14,82.14,63.33,63.33,69.23,69.23,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-14",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/14","BZ",390351,0,0,18,2,152.722271783008,64.2014424775328,363.295455654679,0,0,0,0.000391243449569767,0.000164471059322335,0.000930689189100782,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-14",-41,-20,-31,-54,-43,16
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-15,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,85.19,85.19,85.71,85.71,68.33,68.33,75,75,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-15",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.19,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/15","BZ",390351,0,0,18,2,152.18069991996,63.9737763067314,362.0071655156,0,0,0,0.00038985605242451,0.000163887824821075,0.000927388851355832,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-15",-36,-14,-25,-53,-39,18
"Belize","BLZ",NA,NA,"NAT_TOTAL",2020-05-16,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,18,2,85.19,85.19,85.71,85.71,68.33,68.33,75,75,25,25,0,0,0,0,390351,"BZ","BLZ","North America","Belize","2020-05-16",18,0,0,2,0,0,45.269,0,0,5.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.19,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/16","BZ",390351,0,0,18,2,151.684941150716,63.7653690604617,360.82785547873,0,0,0,0.000388586019123086,0.00016335392777388,0.000924367698503988,0,0,0,"BZ","Belize",NA,NA,NA,NA,NA,"2020-05-16",-35,-12,-24,-50,-29,12
