"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","umdchl_date","umdchl_total_responses","umdchl_pct_cli","umdchl_pct_ili","umdchl_pct_fever","umdchl_pct_cough","umdchl_pct_difficulty_breathing","umdchl_pct_fatigue","umdchl_pct_stuffy_runny_nose","umdchl_pct_aches_muscle_pain","umdchl_pct_sore_throat","umdchl_pct_chest_pain","umdchl_pct_nausea","umdchl_pct_anosmia_ageusia","umdchl_pct_eye_pain","umdchl_pct_headache","umdchl_pct_cmnty_sick","umdchl_pct_ever_tested","umdchl_pct_tested_recently","umdchl_pct_worked_outside_home","umdchl_pct_grocery_outside_home","umdchl_pct_ate_outside_home","umdchl_pct_spent_time_with_non_hh","umdchl_pct_attended_public_event","umdchl_pct_used_public_transit","umdchl_pct_direct_contact_with_non_hh","umdchl_pct_wear_mask_all_time","umdchl_pct_wear_mask_most_time","umdchl_pct_wear_mask_half_time","umdchl_pct_wear_mask_some_time","umdchl_pct_wear_mask_none_time","umdchl_pct_no_public","umdchl_pct_feel_nervous_all_time","umdchl_pct_feel_nervous_most_time","umdchl_pct_feel_nervous_some_time","umdchl_pct_feel_nervous_little_time","umdchl_pct_feel_nervous_none_time","umdchl_pct_feel_depressed_all_time","umdchl_pct_feel_depressed_most_time","umdchl_pct_feel_depressed_some_time","umdchl_pct_feel_depressed_little_time","umdchl_pct_feel_depressed_none_time","umdchl_pct_worried_ill_covid19_very","umdchl_pct_worried_ill_covid19_somewhat","umdchl_pct_worried_ill_covid19_nottooworried","umdchl_pct_worried_ill_covid19_notworried","umdchl_pct_enough_toeat_very_worried","umdchl_pct_enough_toeat_somewhat_worried","umdchl_pct_enough_toeat_nottoo_worried","umdchl_pct_enough_toeat_not_worried","umdchl_pct_chills","umdchl_pct_finances_very_worried","umdchl_pct_finances_somewhat_worried","umdchl_pct_finances_nottoo_worried","umdchl_pct_finances_not_worried","umdchl_population","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"Bahrain","BHR",NA,NA,"NAT_TOTAL",2020-04-03,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,672,4,78.7,78.7,86.9,86.9,72.22,72.22,69.87,69.87,87.5,87.5,29,0,29.4285714285714,0,-45,0,3,0,1641164,"BH","BHR","Asia","Bahrain","2020-04-03",672,29,29.429,4,0,0,394.926,17.043,17.295,2.351,0,0,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,37996,22.33,NA,1097,0.645,0.027,37.3,"units unclear",NA,NA,78.7,1701583,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/03","BH",1641164,29,0,672,4,528.895851716301,325.130983821067,860.36347159291,0,358.492603411388,440.074548362026,0.000322268738356618,0.000198109990117421,0.00052423979053459,0,0.000218438013148831,0.000268147819695062,"2020/04/03","BH",1641164,29,0,672,4,507.246376811594,0,217.391304347826,217.391304347826,0.000409465476941975,2.437294505607e-06,0.000309077201797989,0,0.000132461657913424,0.000132461657913424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BH","Bahrain",NA,NA,NA,NA,NA,"2020-04-03",-55,-25,-56,-48,-33,17
"Bahrain","BHR",NA,NA,"NAT_TOTAL",2020-04-04,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,688,4,78.7,78.7,86.9,86.9,72.22,72.22,69.87,69.87,87.5,87.5,16,0,30.2857142857143,0,-13,0,0.857142857142858,0,1641164,"BH","BHR","Asia","Bahrain","2020-04-04",688,16,30.286,4,0,0,404.329,9.403,17.799,2.351,0,0,1.34,NA,NA,NA,NA,NA,NA,NA,NA,1260,39256,23.07,0.74,1164,0.684,0.026,38.4,"units unclear",NA,NA,78.7,1701583,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/04","BH",1641164,16,0,688,4,510.695904972143,313.848524259374,831.006957801638,0,291.58089799802,440.074548362026,0.000311179080806149,0.000191235320942559,0.000506352173092779,0,0.000177667130157632,0.000268147819695062,"2020/04/04","BH",1641164,16,0,688,4,507.246376811594,0,217.391304347826,217.391304347826,0.000419214654964403,2.437294505607e-06,0.000309077201797989,0,0.000132461657913424,0.000132461657913424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BH","Bahrain",NA,NA,NA,NA,NA,"2020-04-04",-46,-19,-40,-38,-22,15
"Bahrain","BHR",NA,NA,"NAT_TOTAL",2020-04-05,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,700,4,78.7,78.7,86.9,86.9,72.22,72.22,69.87,69.87,87.5,87.5,12,0,28.7142857142857,0,-4,0,-1.57142857142857,0,1641164,"BH","BHR","Asia","Bahrain","2020-04-05",700,12,28.714,4,0,0,411.382,7.052,16.875,2.351,0,0,1.35,NA,NA,NA,NA,NA,NA,NA,NA,5130,44386,26.085,3.015,1784,1.048,0.016,62.1,"units unclear",NA,NA,78.7,1701583,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/05","BH",1641164,12,0,700,4,490.196091244134,301.162595500812,797.88197957133,0,151.533299633142,440.074548362026,0.000298688059964838,0.000183505484827118,0.000486168341233009,0,9.23328196530892e-05,0.000268147819695062,"2020/04/05","BH",1641164,12,0,700,4,507.246376811594,0,217.391304347826,217.391304347826,0.000426526538481224,2.437294505607e-06,0.000309077201797989,0,0.000132461657913424,0.000132461657913424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BH","Bahrain",NA,NA,NA,NA,NA,"2020-04-05",-39,-16,-31,-32,-24,15
"Bahrain","BHR",NA,NA,"NAT_TOTAL",2020-04-06,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,756,4,78.7,78.7,86.9,86.9,72.22,72.22,69.87,69.87,87.5,87.5,56,0,34.4285714285714,0,44,0,5.71428571428572,0,1641164,"BH","BHR","Asia","Bahrain","2020-04-06",756,56,34.429,4,0,0,444.292,32.911,20.233,2.351,0,0,1.35,NA,NA,NA,NA,NA,NA,NA,NA,3298,47684,28.023,1.938,2155,1.266,0.016,62.6,"units unclear",NA,NA,78.7,1701583,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.846,"2020/04/06","BH",1641164,200,0,700,4,700,4,700,700,0.000426526538481224,0.00012186472528035,0.000426526538481224,0.000426526538481224,"2020/04/06","BH",1641164,56,0,756,4,500.73118862147,307.555266571935,815.241195681574,0,6.90584890432865,440.074548362026,0.000305107343703292,0.000187400690346568,0.000496745721744795,0,4.20789689776808e-06,0.000268147819695062,"2020/04/06","BH",1641164,56,0,756,4,507.246376811594,0,144.927536231884,217.391304347826,0.000460648661559722,2.437294505607e-06,0.000309077201797989,0,8.83077719422825e-05,0.000132461657913424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BH","Bahrain",NA,NA,NA,NA,NA,"2020-04-06",-42,-16,-37,-31,-26,15
"Bahrain","BHR",NA,NA,"NAT_TOTAL",2020-04-07,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,811,5,78.7,78.7,86.9,86.9,72.22,72.22,69.87,69.87,87.5,87.5,55,1,34.8571428571429,0.142857142857143,-1,1,0.428571428571423,0.142857142857143,1641164,"BH","BHR","Asia","Bahrain","2020-04-07",811,55,34.857,5,1,0.143,476.615,32.323,20.485,2.938,0.588,0.084,1.36,NA,NA,NA,NA,NA,NA,NA,NA,2443,50127,29.459,1.436,2312,1.359,0.015,66.3,"units unclear",NA,NA,78.7,1701583,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/07","BH",1641164,55,1,811,5,636.563541920664,431.141858483962,939.860361337785,0,0,440.074548362026,0.00038787320579824,0.000262704920705037,0.000572679123681597,0,0,0.000268147819695062,"2020/04/07","BH",1641164,55,1,811,5,507.246376811594,0,144.927536231884,217.391304347826,0.000494161461011818,3.04661813200875e-06,0.000309077201797989,0,8.83077719422825e-05,0.000132461657913424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BH","Bahrain",NA,NA,NA,NA,NA,"2020-04-07",-43,-17,-35,-33,-26,16
"Bahrain","BHR",NA,NA,"NAT_TOTAL",2020-04-08,3,1,3,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,823,5,78.7,78.7,86.9,86.9,72.22,72.22,69.87,69.87,87.5,87.5,12,0,36.2857142857143,0.142857142857143,-43,-1,1.42857142857143,0,1641164,"BH","BHR","Asia","Bahrain","2020-04-08",823,12,36.286,5,0,0.143,483.667,7.052,21.325,2.938,0,0.084,1.36,NA,NA,NA,NA,NA,NA,NA,NA,2677,52804,31.032,1.573,2501,1.47,0.015,68.9,"units unclear",NA,NA,78.7,1701583,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/08","BH",1641164,12,0,823,5,612.440260217742,414.712931890179,904.44026094393,0,0,440.074548362026,0.000373174320310305,0.000252694387575025,0.0005510968196621,0,0,0.000268147819695062,"2020/04/08","BH",1641164,12,0,823,5,507.246376811594,0,144.927536231884,217.391304347826,0.000501473344528639,3.04661813200875e-06,0.000309077201797989,0,8.83077719422825e-05,0.000132461657913424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BH","Bahrain",NA,NA,NA,NA,NA,"2020-04-08",-44,-17,-41,-34,-26,16
"Bahrain","BHR",NA,NA,"NAT_TOTAL",2020-04-09,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,887,5,75,75,83.33,83.33,75,75,73.08,73.08,87.5,87.5,64,0,34.8571428571429,0.142857142857143,52,0,-1.42857142857143,0,1641164,"BH","BHR","Asia","Bahrain","2020-04-09",887,64,34.857,5,0,0.143,521.279,37.612,20.485,2.938,0,0.084,1.37,NA,NA,NA,NA,NA,NA,NA,NA,2292,55096,32.379,1.347,2636,1.549,0.013,75.6,"units unclear",NA,NA,75,1701583,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/09","BH",1641164,64,0,887,5,625.896784381096,423.738553356722,924.501161377228,0,0,358.492603411388,0.000381373698412283,0.000258193911977549,0.000563320400263001,0,0,0.000218438013148831,"2020/04/09","BH",1641164,64,0,887,5,507.246376811594,0,72.463768115942,217.391304347826,0.000540470056618351,3.04661813200875e-06,0.000309077201797989,0,4.41538859711412e-05,0.000132461657913424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BH","Bahrain",NA,NA,NA,NA,NA,"2020-04-09",-43,-13,-45,-37,-26,19
"Bahrain","BHR",NA,NA,"NAT_TOTAL",2020-04-10,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,925,6,75,75,83.33,83.33,75,75,73.08,73.08,87.5,87.5,38,1,36.1428571428571,0.285714285714286,-26,1,1.28571428571429,0.142857142857143,1641164,"BH","BHR","Asia","Bahrain","2020-04-10",925,38,36.143,6,1,0.286,543.611,22.332,21.241,3.526,0.588,0.168,1.37,NA,NA,NA,NA,NA,NA,NA,NA,2585,57681,33.898,1.519,2812,1.653,0.013,77.8,"units unclear",NA,NA,75,1701583,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/10","BH",1641164,38,1,925,6,743.314113147163,537.100634931788,1028.7008334554,0,0,291.58089799802,0.000452918850978429,0.000327268106619319,0.000626811722323545,0,0,0.000177667130157632,"2020/04/10","BH",1641164,38,1,925,6,579.710144927536,72.4637681159421,144.927536231884,289.855072463768,0.000563624354421618,3.65594175841049e-06,0.00035323108776913,4.41538859711412e-05,8.83077719422825e-05,0.000176615543884565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BH","Bahrain",NA,NA,NA,NA,NA,"2020-04-10",-50,-24,-60,-48,-29,18
"Bahrain","BHR",NA,NA,"NAT_TOTAL",2020-04-11,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,1040,6,75,75,83.33,83.33,75,75,73.08,73.08,87.5,87.5,115,0,50.2857142857143,0.285714285714286,77,-1,14.1428571428571,0,1641164,"BH","BHR","Asia","Bahrain","2020-04-11",1040,115,50.286,6,0,0.286,611.196,67.584,29.552,3.526,0,0.168,1.37,NA,NA,NA,NA,NA,NA,NA,NA,3025,60706,35.676,1.778,3064,1.801,0.016,60.9,"units unclear",NA,NA,75,1701583,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/11","BH",1641164,115,0,1040,6,793.14001455661,572.997988080924,1097.85914746007,0,0,151.533299633142,0.00048327894991397,0.000349141212018375,0.000668951517008703,0,0,9.23328196530892e-05,"2020/04/11","BH",1641164,115,0,1040,6,579.710144927536,0,144.927536231884,289.855072463768,0.000633696571457819,3.65594175841049e-06,0.00035323108776913,0,8.83077719422825e-05,0.000176615543884565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BH","Bahrain",NA,NA,NA,NA,NA,"2020-04-11",-38,-15,-44,-37,-20,15
"Bahrain","BHR",NA,NA,"NAT_TOTAL",2020-04-12,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,1136,6,75,75,83.33,83.33,75,75,73.08,73.08,87.5,87.5,96,0,62.2857142857143,0.285714285714286,-19,0,12,0,1641164,"BH","BHR","Asia","Bahrain","2020-04-12",1136,96,62.286,6,0,0.286,667.614,56.418,36.605,3.526,0,0.168,1.37,NA,NA,NA,NA,NA,NA,NA,NA,3267,63973,37.596,1.92,2798,1.644,0.022,44.9,"units unclear",NA,NA,75,1701583,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/12","BH",1641164,96,0,1136,6,821.030645822984,593.038956035048,1136.67291924187,0,0,6.90584890432865,0.000500273370499831,0.000361352647288783,0.000692601665185116,0,0,4.20789689776808e-06,"2020/04/12","BH",1641164,96,0,1136,6,579.710144927536,0,144.927536231884,217.391304347826,0.000692191639592387,3.65594175841049e-06,0.00035323108776913,0,8.83077719422825e-05,0.000132461657913424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BH","Bahrain",NA,NA,NA,NA,NA,"2020-04-12",-33,-13,-35,-34,-22,15
"Bahrain","BHR",NA,NA,"NAT_TOTAL",2020-04-13,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,1361,6,75,75,83.33,83.33,75,75,73.08,73.08,87.5,87.5,225,0,86.4285714285714,0.285714285714286,129,0,24.1428571428571,0,1641164,"BH","BHR","Asia","Bahrain","2020-04-13",1361,225,86.429,6,0,0.286,799.843,132.23,50.793,3.526,0,0.168,1.37,NA,NA,NA,NA,NA,NA,NA,NA,3354,67327,39.567,1.971,2806,1.649,0.031,32.5,"units unclear",NA,NA,75,1701583,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.846,"2020/04/13","BH",1641164,436,2,1135,6,1136,6,1136,1136,0.000692191639592387,0.000265665101111163,0.000692191639592387,0.000692191639592387,"2020/04/13","BH",1641164,225,0,1361,6,928.454921778154,670.512666065583,1285.6260372116,0,0,0,0.000565729519888417,0.000408559209235386,0.00078336231919028,0,0,0,"2020/04/13","BH",1641164,225,0,1361,6,579.710144927536,0,72.4637681159421,217.391304347826,0.00082928945553278,3.65594175841049e-06,0.00035323108776913,0,4.41538859711412e-05,0.000132461657913424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BH","Bahrain",NA,NA,NA,NA,NA,"2020-04-13",-36,-14,-39,-33,-23,16
"Bahrain","BHR",NA,NA,"NAT_TOTAL",2020-04-14,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,1528,7,75,75,83.33,83.33,75,75,73.08,73.08,87.5,87.5,167,1,102.428571428571,0.285714285714286,-58,1,16,0,1641164,"BH","BHR","Asia","Bahrain","2020-04-14",1528,167,102.429,7,1,0.286,897.987,98.144,60.196,4.114,0.588,0.168,1.36,NA,NA,NA,NA,NA,NA,NA,NA,3486,70813,41.616,2.049,2955,1.737,0.035,28.8,"units unclear",NA,NA,75,1701583,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/14","BH",1641164,167,1,1528,7,1139.72386034503,862.240422104574,1506.50612583114,517.504678818938,517.504678818938,517.504678818938,0.000694460675682032,0.000525383460826934,0.000917949775787879,0.000315327827577828,0.000315327827577828,0.000315327827577828,"2020/04/14","BH",1641164,167,1,1528,7,579.710144927536,0,72.4637681159421,217.391304347826,0.000931046501141873,4.26526538481224e-06,0.00035323108776913,0,4.41538859711412e-05,0.000132461657913424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BH","Bahrain",NA,NA,NA,NA,NA,"2020-04-14",-35,-15,-35,-33,-24,16
"Bahrain","BHR",NA,NA,"NAT_TOTAL",2020-04-15,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,2,0,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,1671,7,75,75,83.33,83.33,75,75,73.08,73.08,87.5,87.5,143,0,121.142857142857,0.285714285714286,-24,-1,18.7142857142857,0,1641164,"BH","BHR","Asia","Bahrain","2020-04-15",1671,143,121.143,7,0,0.286,982.027,84.039,71.194,4.114,0,0.168,1.35,NA,NA,NA,NA,NA,NA,NA,NA,2459,73272,43.061,1.445,2924,1.718,0.041,24.1,"units unclear",NA,NA,75,1701583,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/15","BH",1641164,143,0,1671,7,1156.40665319325,874.679219366274,1528.87632167425,31.5728040187851,549.077482837723,549.077482837723,0.000704625895518821,0.000532962713882509,0.000931580464642321,1.92380554403978e-05,0.000334565883018226,0.000334565883018226,"2020/04/15","BH",1641164,143,0,1671,7,579.710144927536,0,72.4637681159421,144.927536231884,0.00101817977971732,4.26526538481224e-06,0.00035323108776913,0,4.41538859711412e-05,8.83077719422825e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BH","Bahrain",NA,NA,NA,NA,NA,"2020-04-15",-34,-14,-40,-33,-24,16
