"countryname","countrycode.x","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","countrycode2","population.x","cases.x","deaths.x","cases_prev_week","deaths_prev_week.x","cases_infected.x","cum_deaths.x","cases_contagious.x","cases_active.x","p_cases_infected.x","p_cases.x","p_cases_contagious.x","p_cases_active.x","countrycode.y","population.y","cases.y","deaths.y","cum_cases","cum_deaths.y","deaths_prev_week.y","cases_infected.y","cases_infected_low","cases_infected_high","cases_daily","cases_contagious.y","cases_active.y","p_cases_infected.y","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious.y","p_cases_active.y","p_cases.y","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population.x.x","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_nottooworried","pct_worried_ill_covid19_notworried","pct_enough_toeat_very_worried","pct_enough_toeat_somewhat_worried","pct_enough_toeat_nottoo_worried","pct_enough_toeat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_nottoo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_nottooworried_past_smooth","pct_worried_ill_covid19_notworried_past_smooth","pct_enough_toeat_very_worried_past_smooth","pct_enough_toeat_somewhat_worried_past_smooth","pct_enough_toeat_nottoo_worried_past_smooth","pct_enough_toeat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_nottoo_worried_past_smooth","pct_finances_not_worried_past_smooth","population.y.y"
"Brazil","BRA",NA,NA,"NAT_TOTAL",2020-04-18,3,0,3,0,2,0,3,0,2,0,1,0,2,0,4,1,1,1,0,0,2,1,1,2,0,0,4,0,0,NA,NA,36658,2354,74.54,74.54,78.57,78.57,66.11,66.11,68.59,68.59,50,50,"BR",211049519,3257,217,14044,1085,33682,2141,22552,29103,0.000159592877347425,1.54323971712061e-05,0.000106856438748861,0.000137896547397485,"BR",211049519,3257,217,33682,2141,1085,360420.579833977,359459.6224659,361384.106166704,39754.8515215144,250104.545218854,323006.063707132,0.00170775361887452,0.0017032003871371,0.00171231902294316,0.000188367411164364,0.00118505148177501,0.00153047524219722,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","BRA",NA,NA,"NAT_TOTAL",2020-04-19,3,0,3,0,2,0,3,0,2,0,1,0,2,0,4,1,1,1,0,0,2,1,1,2,0,0,4,0,0,NA,NA,38654,2462,74.54,74.54,78.57,78.57,66.11,66.11,68.59,68.59,50,50,"BR",211049519,2917,206,15872,1223,36599,2347,24543,30882,0.000173414278191271,1.38214008438465e-05,0.000116290243712898,0.00014632584876917,"BR",211049519,2917,206,36599,2347,1223,392097.374532816,391078.800619195,393118.601346097,31676.7946988388,274614.745082019,341786.682529867,0.00185784538335203,0.00185301915148736,0.00186268418525084,0.000150091764477506,0.00130118631107621,0.00161946203028242,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","BRA",NA,NA,"NAT_TOTAL",2020-04-20,3,0,3,0,2,0,3,0,2,0,1,0,2,0,4,1,1,1,892291000,0,2,1,1,2,0,0,4,0,0,NA,NA,40743,2587,74.54,74.54,78.57,78.57,66.11,66.11,68.59,68.59,50,50,"BR",211049519,2055,115,16485,1239,38654,2462,24937,31818,0.000183151329522812,9.73705133154082e-06,0.000118157104162839,0.000150760826893901,"BR",211049519,2055,115,38654,2462,1239,396850.999801363,395831.293287269,397873.333195626,4753.62526854727,256266.475555155,334819.360002932,0.00188036912702636,0.00187553752864639,0.00188521317215429,2.2523743674333e-05,0.00121424809101392,0.00158644929204,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","BRA",NA,NA,"NAT_TOTAL",2020-04-21,3,0,3,0,2,0,3,0,2,0,1,0,2,0,4,1,1,1,0,0,2,1,1,2,14674800,0,4,0,0,NA,NA,43079,2741,74.54,74.54,78.57,78.57,66.11,66.11,68.59,68.59,50,50,"BR",211049519,1927,113,17151,1247,40581,2575,24654,32671,0.000192281888119347,9.13055859653487e-06,0.000116816186631536,0.000154802532385776,"BR",211049519,1927,113,40581,2575,1247,398682.226194783,397667.890663648,399699.149001868,1831.22639341973,226636.768036246,322188.631761624,0.00188904588877449,0.00188423973931752,0.00189386429732573,8.67676174812663e-06,0.00107385588515009,0.00152660206613228,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","BRA",NA,NA,"NAT_TOTAL",2020-04-22,3,0,3,0,2,0,3,0,2,0,1,0,2,0,4,1,1,1,0,0,2,1,1,2,0,0,4,0,0,NA,NA,45757,2906,74.54,74.54,78.57,78.57,66.11,66.11,68.59,68.59,50,50,"BR",211049519,2498,166,17817,1209,43079,2741,25222,34023,0.000204117972900947,1.18360847816005e-05,0.000119507498143125,0.000161208611899277,"BR",211049519,2498,166,43079,2741,1209,413622.890823238,412586.075335906,414662.311794418,14940.6646284554,213680.578689871,323535.844707579,0.00195983811184729,0.00195492544731128,0.00196476312175067,7.07922230728013e-05,0.00101246655146308,0.00153298546350906,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","BRA",NA,NA,"NAT_TOTAL",2020-04-23,3,0,3,0,2,0,3,0,2,0,1,0,2,0,4,1,1,1,0,0,2,1,1,2,0,0,4,0,0,NA,NA,50036,3331,74.54,74.54,78.57,78.57,66.11,66.11,68.59,68.59,50,50,"BR",211049519,2678,165,17437,1170,45757,2906,26119,35479,0.00021680693809115,1.26889651902026e-05,0.000123757685512659,0.000168107466759969,"BR",211049519,2678,165,45757,2906,1170,429449.959533407,428387.697815982,430514.855313299,15827.0687101688,211935.519290721,324033.646312997,0.00203483031645008,0.00202979708196341,0.00203987603171604,7.49922046027919e-05,0.00100419806827762,0.00153534415926813,0,0,0,0,0,0,0,0,"BRA","Brazil",508,0.01676,0.007656,0.01378,0.005172,0.017339,0.007785,0.017717,0.005853,0.484669,0.029806,0.498031,0.022184,0.436525,0.029579,0.427165,0.021947,NA,NA,NA,NA,0.01676,0.01378,0.017339,0.017717,0.484669,0.498031,0.436525,0.427165,NA,NA,211049519,468,2.38,1.94,3.89,15.15,9.27,18.32,24.35,18.1,9.7,9.72,7.99,7.76,10.32,26.45,19.87,1.72,75,24.67,61.39,9.09,39.65,5.76,10.79,44.81,31.2,20.09,14.1,0,20.73,11.75,3.08,8.37,16.74,29.96,41.85,5.29,11.23,15.42,26.43,41.63,48.72,32.26,10.68,5.34,21.37,21.58,25.21,29.27,NA,NA,NA,NA,NA,2.38,1.94,3.89,15.15,9.27,18.32,24.35,18.1,9.7,9.72,7.99,7.76,10.32,26.45,19.87,1.72,75,24.67,61.39,9.09,39.65,5.76,10.79,44.81,31.2,20.09,14.1,0,20.73,11.75,3.08,8.37,16.74,29.96,41.85,5.29,11.23,15.42,26.43,41.63,48.72,32.26,10.68,5.34,21.37,21.58,25.21,29.27,NA,NA,NA,NA,NA,211049519
"Brazil","BRA",NA,NA,"NAT_TOTAL",2020-04-24,3,0,3,0,2,0,3,0,2,0,1,0,2,0,4,1,1,1,4528169014,0,2,1,1,2,0,0,4,0,0,NA,NA,54043,3704,74.54,74.54,78.57,78.57,66.11,66.11,68.59,68.59,50,50,"BR",211049519,3735,407,19067,1389,49492,3313,28765,38362,0.000234504206569644,1.76972684784939e-05,0.00013629502751911,0.00018176776797108,"BR",211049519,3735,407,49492,3313,1389,490055.115757604,488880.26453402,491232.790321579,60605.1562241966,272540.675514918,379739.081142481,0.00232199115202723,0.00231642444318492,0.00232757123849015,0.000287160835577155,0.00129135890385478,0.00179928901492773,0,0,0,0,0,0,0,0,"BRA","Brazil",17215,0.021926,0.001538,0.018066,0.001015,0.024469,0.001623,0.020157,0.001071,0.510481,0.00525,0.533314,0.003802,0.40399,0.005154,0.429509,0.003773,NA,NA,NA,NA,0.021926,0.018066,0.024469,0.020157,0.510481,0.533314,0.40399,0.429509,NA,NA,211049519,16653,2.08,1.87,2.99,17.1,6.29,14.85,27.24,21.26,10.66,7.42,7.61,4.9,10.33,30.49,20.51,1.34,67.91,33.78,66.31,4.26,48.91,5.11,10.47,46.09,34.52,20.96,14.57,0,15.35,9.67,2.64,7.33,12.56,27.26,50.2,3.19,7.24,11.89,29.03,48.65,54.64,27.06,7.53,3.84,23.33,23.69,22.48,23.91,NA,NA,NA,NA,NA,2.08,1.87,2.99,17.1,6.29,14.85,27.24,21.26,10.66,7.42,7.61,4.9,10.33,30.49,20.51,1.34,67.91,33.78,66.31,4.26,48.91,5.11,10.47,46.09,34.52,20.96,14.57,0,15.35,9.67,2.64,7.33,12.56,27.26,50.2,3.19,7.24,11.89,29.03,48.65,54.64,27.06,7.53,3.84,23.33,23.69,22.48,23.91,NA,NA,NA,NA,NA,211049519
"Brazil","BRA",NA,NA,"NAT_TOTAL",2020-04-25,3,0,3,0,2,0,3,0,2,0,1,0,2,0,4,1,1,1,0,0,2,1,1,2,0,0,4,0,0,NA,NA,59324,4057,74.54,74.54,78.57,78.57,66.11,66.11,68.59,68.59,50,50,"BR",211049519,3503,357,19313,1529,52995,3670,30826,40939,0.00025110220696594,1.65980003962956e-05,0.000146060508197605,0.000193978172487567,"BR",211049519,3503,357,52995,3670,1529,539259.717792697,537994.720990835,540527.689004616,49204.6020350931,318146.92893559,421777.0883419,0.00255513360252054,0.00254913976369136,0.0025611415347723,0.000233142450493304,0.00150745157081164,0.00199847453024472,0,0,0,0,0,0,0,0,"BRA","Brazil",11029,0.018806,0.001677,0.019041,0.001301,0.019622,0.001713,0.019766,0.001325,0.536309,0.006158,0.561066,0.004725,0.409919,0.006073,0.435035,0.004721,NA,NA,NA,NA,0.018806,0.019041,0.019622,0.019766,0.536309,0.561066,0.409919,0.435035,NA,NA,211049519,10736,2.15,2.07,2.99,16.52,6.05,14.05,26.07,19.33,10.29,6.71,7.04,4.73,9.56,29.86,21.89,1.65,61.62,34.44,68.52,4.87,50.13,4.95,10.59,46.82,36.64,21.31,14.07,0,12.88,9.76,2.44,6.68,11.58,27.81,51.5,2.65,6.66,11.37,29.22,50.1,53.53,27.3,7.68,3.67,21.26,23.32,22.44,25.6,NA,NA,NA,NA,NA,2.15,2.07,2.99,16.52,6.05,14.05,26.07,19.33,10.29,6.71,7.04,4.73,9.56,29.86,21.89,1.65,61.62,34.44,68.52,4.87,50.13,4.95,10.59,46.82,36.64,21.31,14.07,0,12.88,9.76,2.44,6.68,11.58,27.81,51.5,2.65,6.66,11.37,29.22,50.1,53.53,27.3,7.68,3.67,21.26,23.32,22.44,25.6,NA,NA,NA,NA,NA,211049519
"Brazil","BRA",NA,NA,"NAT_TOTAL",2020-04-26,3,0,3,0,2,0,4,0,2,0,1,0,2,0,4,1,1,1,0,0,2,1,1,2,0,0,4,0,0,NA,NA,63100,4286,77.31,77.31,80.48,80.48,67.78,67.78,70.51,70.51,50,50,"BR",211049519,5514,346,21910,1669,58509,4016,35079,44792,0.000277228776816118,2.61265698501781e-05,0.000166212176963076,0.000212234551456144,"BR",211049519,5514,346,58509,4016,1669,605150.430921609,603755.425428113,606548.659641339,65890.7131289119,376449.558926467,464565.906675401,0.00286733859327871,0.00286072874408263,0.00287396371484428,0.000312204990758173,0.00178370252019606,0.00220121755726627,0,0,0,0,0,0,0,0,"BRA","Brazil",11178,0.022684,0.001835,0.019771,0.001317,0.024445,0.001903,0.02156,0.001374,0.563867,0.006113,0.587314,0.004657,0.418721,0.006081,0.439256,0.004694,NA,NA,NA,NA,0.022684,0.019771,0.024445,0.02156,0.563867,0.587314,0.418721,0.439256,NA,NA,211049519,10865,2.32,2.13,3.2,16.94,5.83,14.24,26.99,20.33,10.29,7.2,7.06,5.06,9.96,30.48,22.35,1.59,55.45,30.36,68.62,4.49,50.04,5.15,9.6,47.19,38.83,21.93,13.72,0,11.6,8.87,2.34,6.79,11.5,27.86,51.51,3.22,6.79,11.25,29.32,49.42,53.79,27.59,7.3,3.86,21.15,21.98,22.96,26.81,NA,NA,NA,NA,NA,2.32,2.13,3.2,16.94,5.83,14.24,26.99,20.33,10.29,7.2,7.06,5.06,9.96,30.48,22.35,1.59,55.45,30.36,68.62,4.49,50.04,5.15,9.6,47.19,38.83,21.93,13.72,0,11.6,8.87,2.34,6.79,11.5,27.86,51.51,3.22,6.79,11.25,29.32,49.42,53.79,27.59,7.3,3.86,21.15,21.98,22.96,26.81,NA,NA,NA,NA,NA,211049519
"Brazil","BRA",NA,NA,"NAT_TOTAL",2020-04-27,3,0,3,0,2,0,4,0,2,0,1,0,2,0,4,1,1,1,88183421.27,0,2,1,1,2,0,0,4,0,0,NA,NA,67446,4603,77.31,77.31,80.48,80.48,67.78,67.78,70.51,70.51,50,50,"BR",211049519,3379,189,23234,1743,61888,4205,36626,45961,0.000293239237375376,1.60104605592586e-05,0.000173542210252562,0.000217773535887566,"BR",211049519,3379,189,61888,4205,1743,622528.671086057,621104.1514288,623956.457918794,17378.2401644485,366140.450019295,450483.21292752,0.00294968059645783,0.00294293090252814,0.00295644577099839,8.23420031791141e-05,0.00173485564787899,0.00213449059283343,0,0,0,0,0,0,0,0,"BRA","Brazil",11569,0.020321,0.001735,0.017633,0.001224,0.019484,0.001699,0.018238,0.001244,0.564945,0.006095,0.582332,0.004585,0.42729,0.006081,0.447489,0.004623,NA,NA,NA,NA,0.020321,0.017633,0.019484,0.018238,0.564945,0.582332,0.42729,0.447489,NA,NA,211049519,11286,1.93,1.86,2.74,16.81,6.34,14.52,26.72,19.93,10.21,7.1,7.45,5.05,10.4,29.35,21.83,1.48,58,31.41,65.34,4.43,50.83,5.64,10.29,47.87,37.88,22.19,14.11,0.02,11.23,9.14,2.84,6.66,11.73,27.64,51.13,2.99,7.12,11.7,29.27,48.92,54.06,27.27,7.39,3.47,22.31,22.99,22.9,24.31,NA,NA,NA,NA,NA,1.93,1.86,2.74,16.81,6.34,14.52,26.72,19.93,10.21,7.1,7.45,5.05,10.4,29.35,21.83,1.48,58,31.41,65.34,4.43,50.83,5.64,10.29,47.87,37.88,22.19,14.11,0.02,11.23,9.14,2.84,6.66,11.73,27.64,51.13,2.99,7.12,11.7,29.27,48.92,54.06,27.27,7.39,3.47,22.31,22.99,22.9,24.31,NA,NA,NA,NA,NA,211049519
"Brazil","BRA",NA,NA,"NAT_TOTAL",2020-04-28,3,0,3,0,2,0,4,0,2,0,1,0,2,0,4,1,1,1,0,0,2,1,1,2,0,0,4,0,0,NA,NA,73235,5083,77.31,77.31,80.48,80.48,67.78,67.78,70.51,70.51,50,50,"BR",211049519,4613,338,25920,1968,66501,4543,38181,48644,0.000315096666958052,2.18574295826753e-05,0.000180910149337985,0.00023048619220023,"BR",211049519,4613,338,66501,4543,1968,670886.080315816,669371.012310686,672404.577556778,48357.409229759,375277.838548982,470943.768182449,0.00317880885725125,0.00317163012492194,0.00318600383806977,0.000229128260793426,0.00177815064600542,0.00223143729686704,0,0,0,0,0,0,0,0,"BRA","Brazil",12610,0.022334,0.001718,0.020539,0.001263,0.023389,0.001757,0.021253,0.001284,0.573407,0.00575,0.586836,0.004385,0.404507,0.005706,0.423394,0.0044,NA,NA,NA,NA,0.022334,0.020539,0.023389,0.021253,0.573407,0.586836,0.404507,0.423394,NA,NA,211049519,12193,2.23,2.15,3.17,16.22,6.37,14.36,26.8,20.54,10.01,7.24,7.23,5.16,10.27,28.99,22.38,1.89,55.15,34.08,65.74,4.51,48.91,5.38,11.04,45.7,39.61,21.46,7.82,7.82,9.39,8.5,2.9,6.49,11.21,26.69,52.71,3.01,7.03,11.41,28.67,49.88,54.67,26.66,7.36,3.43,23.26,22.81,23.06,23.32,NA,NA,NA,NA,NA,2.23,2.15,3.17,16.22,6.37,14.36,26.8,20.54,10.01,7.24,7.23,5.16,10.27,28.99,22.38,1.89,55.15,34.08,65.74,4.51,48.91,5.38,11.04,45.7,39.61,21.46,7.82,7.82,9.39,8.5,2.9,6.49,11.21,26.69,52.71,3.01,7.03,11.41,28.67,49.88,54.67,26.66,7.36,3.43,23.26,22.81,23.06,23.32,NA,NA,NA,NA,NA,211049519
"Brazil","BRA",NA,NA,"NAT_TOTAL",2020-04-29,3,0,3,0,2,0,4,0,2,0,1,0,2,0,4,1,1,1,0,0,2,1,1,2,0,0,4,0,0,NA,NA,79685,5513,77.31,77.31,80.48,80.48,67.78,67.78,70.51,70.51,50,50,"BR",211049519,5385,474,28807,2276,71886,5017,41461,52248,0.000340612005848732,2.551533889068e-05,0.000196451525672513,0.000247562753270241,"BR",211049519,5385,474,71886,5017,2276,743746.164651613,742093.624180278,745402.385103372,72860.0843357969,423080.43633915,526231.724408927,0.00352403629335736,0.00351620618562167,0.00353188383766642,0.000345227436106106,0.0020046500856472,0.0024934040451849,0,0,0,0,0,0,0,0,"BRA","Brazil",12660,0.020699,0.001682,0.018799,0.001207,0.022396,0.001748,0.020774,0.001268,0.605439,0.005774,0.627488,0.004297,0.402475,0.005793,0.422433,0.00439,NA,NA,NA,NA,0.020699,0.018799,0.022396,0.020774,0.605439,0.627488,0.402475,0.422433,NA,NA,211049519,12252,2.1,1.93,3.19,16.09,6.42,15.54,26.81,21.07,10.88,7.87,7.34,5.34,10.33,30.09,23.39,1.83,63.27,33.91,66.01,4.41,48.5,4.92,10.87,45.22,43.23,21.79,6.76,7.3,7.66,8.45,2.93,7.34,12.53,28.09,49.11,3.06,7.67,12.38,29.29,47.59,56.72,26.19,6.75,3.31,22.79,24.25,22.28,24.1,NA,NA,NA,NA,NA,2.1,1.93,3.19,16.09,6.42,15.54,26.81,21.07,10.88,7.87,7.34,5.34,10.33,30.09,23.39,1.83,63.27,33.91,66.01,4.41,48.5,4.92,10.87,45.22,43.23,21.79,6.76,7.3,7.66,8.45,2.93,7.34,12.53,28.09,49.11,3.06,7.67,12.38,29.29,47.59,56.72,26.19,6.75,3.31,22.79,24.25,22.28,24.1,NA,NA,NA,NA,NA,211049519
"Brazil","BRA",NA,NA,"NAT_TOTAL",2020-04-30,3,0,3,0,2,0,4,0,2,0,1,0,2,0,4,1,1,1,0,0,2,1,1,2,0,0,4,0,0,NA,NA,87187,6006,77.31,77.31,80.48,80.48,67.78,67.78,70.51,70.51,50,50,"BR",211049519,6276,449,32405,2560,78162,5466,44480,57435,0.000370349102761992,2.97370969132604e-05,0.000210756225414567,0.000272139923711458,"BR",211049519,6276,449,78162,5466,2560,818412.866274208,816617.39094632,820212.289266804,74666.7016225954,457992.286440232,600898.426031522,0.00387782388773986,0.00386931652256606,0.00388634995783527,0.000353787594382508,0.00217007026886534,0.00284719163956741,0,0,0,0,0,0,0,0,"BRA","Brazil",12069,0.020664,0.001732,0.017069,0.001179,0.022984,0.001825,0.019471,0.001258,0.615772,0.005924,0.643798,0.004359,0.400397,0.005967,0.425967,0.004501,NA,NA,NA,NA,0.020664,0.017069,0.022984,0.019471,0.615772,0.643798,0.400397,0.425967,NA,NA,211049519,11742,2.1,1.85,2.92,16.92,6.43,15.02,27.18,21.19,10.98,7.2,6.95,5.24,10.61,31.1,23.41,1.79,59.23,33.55,66.58,4.57,48.26,4.79,11.84,45.61,44.92,21.63,6.37,6.89,6.69,8.29,2.72,7.46,11.9,28.05,49.86,3.12,7.15,11.97,28.85,48.92,57.94,24.57,7.02,3.16,23.71,23.04,23.01,23.34,NA,NA,NA,NA,NA,2.1,1.85,2.92,16.92,6.43,15.02,27.18,21.19,10.98,7.2,6.95,5.24,10.61,31.1,23.41,1.79,59.23,33.55,66.58,4.57,48.26,4.79,11.84,45.61,44.92,21.63,6.37,6.89,6.69,8.29,2.72,7.46,11.9,28.05,49.86,3.12,7.15,11.97,28.85,48.92,57.94,24.57,7.02,3.16,23.71,23.04,23.01,23.34,NA,NA,NA,NA,NA,211049519
