"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases.x","deaths.x","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","cases.y","deaths.y","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active","year_week","hosp_occupancy","icu_occupancy","hosp_weekly_admission","icu_weekly_admission","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population.x","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_nottooworried","pct_worried_ill_covid19_notworried","pct_enough_toeat_very_worried","pct_enough_toeat_somewhat_worried","pct_enough_toeat_nottoo_worried","pct_enough_toeat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_nottoo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_nottooworried_past_smooth","pct_worried_ill_covid19_notworried_past_smooth","pct_enough_toeat_very_worried_past_smooth","pct_enough_toeat_somewhat_worried_past_smooth","pct_enough_toeat_nottoo_worried_past_smooth","pct_enough_toeat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_nottoo_worried_past_smooth","pct_finances_not_worried_past_smooth","population.y"
"Spain","ESP",NA,NA,"NAT_TOTAL",2020-04-27,3,1,3,1,2,1,4,1,1,1,2,1,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,209465,23521,85.19,85.19,91.67,91.67,68.33,68.33,65.38,65.38,87.5,87.5,1831,331,"2020/04/27","ES",46937060,16100,2338,210043,23185,211570,23190,211569,211570,0.00450752560982729,0.000343012536362525,0.00450750430470081,0.00450752560982729,1660,0,211570,23190,2338,2070305.63449831,2066246.43873589,2074372.80465813,3402.50390119082,86265.89857677,191497.836114108,0.0441081233996826,0.0440216417205485,0.044194774974362,7.24907759708602e-05,0.00183790588027392,0.00407988561946803,"2020-W18",NA,NA,2.83571233477342,0.149135885375011,0.0891113892365457,0,0,0,0.0903983210635216,0,0,"ESP","Spain",2735,0.007267,0.002245,0.008044,0.001708,0.00818,0.002381,0.009506,0.001855,0.594024,0.012979,0.592687,0.009395,0.136541,0.009075,0.145155,0.006736,NA,NA,NA,NA,0.007267,0.008044,0.00818,0.009506,0.594024,0.592687,0.136541,0.145155,NA,NA,46937060,2656,1.03,0.87,1.37,12.87,4.83,12.52,17.46,11.01,8.78,4.9,3.98,2.62,8.43,18.63,19.31,4.11,50,21.59,51.95,1.17,15.73,0.58,3.76,15.6,48.19,12.76,7.12,0.23,12.69,14.46,1.17,6.15,22.42,24.61,45.65,1.5,5.9,21.67,26.85,44.08,33.85,38.59,14.68,6.1,7.04,13.1,22.48,51.13,NA,NA,NA,NA,NA,1.03,0.87,1.37,12.87,4.83,12.52,17.46,11.01,8.78,4.9,3.98,2.62,8.43,18.63,19.31,4.11,50,21.59,51.95,1.17,15.73,0.58,3.76,15.6,48.19,12.76,7.12,0.23,12.69,14.46,1.17,6.15,22.42,24.61,45.65,1.5,5.9,21.67,26.85,44.08,33.85,38.59,14.68,6.1,7.04,13.1,22.48,51.13,NA,NA,NA,NA,NA,46937060
"Spain","ESP",NA,NA,"NAT_TOTAL",2020-04-28,3,1,3,1,2,1,4,1,1,1,2,1,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,210773,23822,85.19,85.19,91.67,91.67,68.33,68.33,65.38,65.38,87.5,87.5,1308,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1525,632,213095,23822,2540,2102827.76840184,2098709.07452911,2106954.54516676,37174.6806929391,95294.9817022097,204942.606966329,0.0448010115759666,0.044713262282067,0.0448889330769069,0.000792011274096398,0.00203027163827921,0.00436632816299804,"2020-W18",NA,NA,2.83571233477342,0.149135885375011,0.0863459037711313,0,0,0,0.0897074955843898,0,0,"ESP","Spain",2696,0.006373,0.002005,0.007047,0.001611,0.006624,0.002044,0.007789,0.001693,0.567334,0.012485,0.587908,0.00948,0.134404,0.008595,0.145772,0.006796,NA,NA,NA,NA,0.006373,0.007047,0.006624,0.007789,0.567334,0.587908,0.134404,0.145772,NA,NA,46937060,2612,0.93,0.85,1.31,13.49,3.59,12.43,18.91,10.61,8.88,5.29,4.48,2.7,8.9,24.16,18.21,4.4,52.46,21.35,56.62,1.63,15.99,0.48,4.09,15.72,48.12,12.63,4.33,3.52,11.83,14.89,1.27,5.72,20.48,25.84,46.69,1.06,6.12,20.62,27.11,45.08,34.07,41.31,13.02,5.4,6.7,12.6,23.74,51.07,NA,NA,NA,NA,NA,0.93,0.85,1.31,13.49,3.59,12.43,18.91,10.61,8.88,5.29,4.48,2.7,8.9,24.16,18.21,4.4,52.46,21.35,56.62,1.63,15.99,0.48,4.09,15.72,48.12,12.63,4.33,3.52,11.83,14.89,1.27,5.72,20.48,25.84,46.69,1.06,6.12,20.62,27.11,45.08,34.07,41.31,13.02,5.4,6.7,12.6,23.74,51.07,NA,NA,NA,NA,NA,46937060
"Spain","ESP",NA,NA,"NAT_TOTAL",2020-04-29,3,1,3,1,2,1,4,1,1,1,2,1,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,212917,24275,85.19,85.19,91.67,91.67,68.33,68.33,65.38,65.38,87.5,87.5,2144,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847,453,213942,24275,2558,2114222.76548806,2110084.58488798,2118369.06165791,11394.9970862186,79457.6581369818,199042.351150408,0.0450437834301521,0.0449556189690615,0.0451321207944833,0.000242771854185553,0.00169285545658339,0.00424062246656284,"2020-W18",NA,NA,2.83571233477342,0.149135885375011,0.0856780735107731,0,0,0,0.0896192086342502,0,0,"ESP","Spain",2552,0.009988,0.002624,0.008229,0.001788,0.011681,0.002835,0.008621,0.00183,0.556474,0.013109,0.572884,0.009792,0.147366,0.009353,0.163793,0.007326,NA,NA,NA,NA,0.009988,0.008229,0.011681,0.008621,0.556474,0.572884,0.147366,0.163793,NA,NA,46937060,2472,0.81,0.81,1.14,14.25,4.2,13.27,19.11,10.93,9.76,4.76,4.31,2.56,9.88,26.53,18.73,4.38,44.64,22.31,58.59,1.31,17.28,1.01,4.92,17.39,47.65,11.77,4.89,3.88,11.49,15.94,1.3,4.93,22.76,23.5,47.51,1.34,6.05,20.7,28.26,43.65,32.52,41.14,14.36,5.58,6.96,12.38,22.29,52.47,NA,NA,NA,NA,NA,0.81,0.81,1.14,14.25,4.2,13.27,19.11,10.93,9.76,4.76,4.31,2.56,9.88,26.53,18.73,4.38,44.64,22.31,58.59,1.31,17.28,1.01,4.92,17.39,47.65,11.77,4.89,3.88,11.49,15.94,1.3,4.93,22.76,23.5,47.51,1.34,6.05,20.7,28.26,43.65,32.52,41.14,14.36,5.58,6.96,12.38,22.29,52.47,NA,NA,NA,NA,NA,46937060
"Spain","ESP",NA,NA,"NAT_TOTAL",2020-04-30,3,1,3,1,2,1,4,1,1,1,2,1,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,213435,24543,85.19,85.19,91.67,91.67,68.33,68.33,65.38,65.38,87.5,87.5,518,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1241,268,215183,24543,2386,2115195.40501886,2111056.80598808,2119342.11752242,972.639530802611,52944.8212111511,197814.368023505,0.0450645056383774,0.0449763322625678,0.0451528518727509,2.07222082252832e-05,0.00112799611247809,0.00421446013072623,"2020-W18",NA,NA,2.83571233477342,0.149135885375011,0.0840543881334982,0,0,0,0.0887397011996486,0,0,"ESP","Spain",2449,0.006539,0.002161,0.006533,0.001628,0.006539,0.002161,0.006533,0.001628,0.58364,0.01322,0.594937,0.00992,0.151145,0.009606,0.165374,0.007507,NA,NA,NA,NA,0.006539,0.006533,0.006539,0.006533,0.58364,0.594937,0.151145,0.165374,NA,NA,46937060,2401,0.72,0.72,0.93,13.15,4.42,13.37,20.18,10.71,9.87,5.13,4.33,1.93,8.9,26.58,19.25,4.23,53.49,21.45,61.9,1.39,16.59,0.65,4.35,17.73,48.77,12,4.33,3.75,12.49,14.16,1.56,5.94,20.09,24.38,48.04,1.56,6.29,20.94,26.38,44.82,33.32,41.61,12.37,6,6.54,10.75,23.03,53.48,NA,NA,NA,NA,NA,0.72,0.72,0.93,13.15,4.42,13.37,20.18,10.71,9.87,5.13,4.33,1.93,8.9,26.58,19.25,4.23,53.49,21.45,61.9,1.39,16.59,0.65,4.35,17.73,48.77,12,4.33,3.75,12.49,14.16,1.56,5.94,20.09,24.38,48.04,1.56,6.29,20.94,26.38,44.82,33.32,41.61,12.37,6,6.54,10.75,23.03,53.48,NA,NA,NA,NA,NA,46937060
"Spain","ESP",NA,NA,"NAT_TOTAL",2020-05-01,3,1,3,1,2,1,4,1,1,1,2,1,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,215216,24543,85.19,85.19,91.67,91.67,68.33,68.33,65.38,65.38,87.5,87.5,1781,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1387,281,216570,24824,2300,2120721.76110614,2116573.9166747,2124877.73405759,5526.35608728556,58471.1772984366,194174.4422758,0.0451822453538024,0.0450938750035623,0.0452707888831894,0.000117739715424987,0.00124573582790308,0.00413691105228575,"2020-W18",NA,NA,2.83571233477342,0.149135885375011,0.0813477737665463,0,0,0,0.0881211203415951,0,0,"ESP","Spain",1946,0.009195,0.003125,0.009764,0.002229,0.010937,0.003405,0.010791,0.002342,0.616118,0.015921,0.6074,0.01107,0.177127,0.012498,0.188078,0.008858,0,0,0,0,0.009195,0.009764,0.010937,0.010791,0.616118,0.6074,0.177127,0.188078,0,0,46937060,1888,1.23,1.12,1.28,14.63,4.37,13.84,21.62,11.56,9.87,5.66,4.11,2.4,8.96,27.65,20.19,5.48,56.86,22.5,57.22,1.48,17.92,0.77,4.1,19.84,48.57,14.04,6.04,3.44,10.81,13.56,1,4.9,20.89,26.13,47.08,1.17,5.41,21.29,26.7,45.43,31.73,42.11,14.78,6.46,6.51,13.45,21.72,53.71,NA,NA,NA,NA,NA,1.23,1.12,1.28,14.63,4.37,13.84,21.62,11.56,9.87,5.66,4.11,2.4,8.96,27.65,20.19,5.48,56.86,22.5,57.22,1.48,17.92,0.77,4.1,19.84,48.57,14.04,6.04,3.44,10.81,13.56,1,4.9,20.89,26.13,47.08,1.17,5.41,21.29,26.7,45.43,31.73,42.11,14.78,6.46,6.51,13.45,21.72,53.71,NA,NA,NA,NA,NA,46937060
"Spain","ESP",NA,NA,"NAT_TOTAL",2020-05-02,3,1,3,1,2,1,4,1,1,1,2,1,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,216582,25100,85.19,85.19,91.67,91.67,68.33,68.33,65.38,65.38,87.5,87.5,1366,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1234,276,217804,25100,2198,2126114.80306282,2121957.93364767,2130279.81569469,5393.04195667244,63864.2192551091,196965.182214377,0.0452971447948128,0.0452085821661534,0.0453858809157346,0.000114899441010418,0.0013606352689135,0.00419636811965591,"2020-W18",NA,NA,2.83571233477342,0.149135885375011,0.0819830713422007,0,0,0,0.0876306836848357,0,0,"ESP","Spain",1826,0.004267,0.002144,0.005476,0.001727,0.006979,0.002739,0.008762,0.002181,0.586206,0.016203,0.600767,0.011461,0.14864,0.011703,0.162651,0.008636,0,0,0,0,0.004267,0.005476,0.006979,0.008762,0.586206,0.600767,0.14864,0.162651,0,0,46937060,1795,0.9,0.56,1.12,11.71,4.54,13.51,18.79,10.7,8.17,5.22,3.93,1.74,8.62,24.59,19.57,5.31,46.15,18.69,55.89,1.15,16.02,0.46,2.23,17,47.13,14.21,5.91,3.51,12.81,12.98,0.89,4.8,17.83,24.29,52.19,1.36,5.26,20.09,26.24,47.04,29.58,42.73,15.26,6.57,6.35,11.14,19.61,57.6,NA,NA,NA,NA,NA,0.9,0.56,1.12,11.71,4.54,13.51,18.79,10.7,8.17,5.22,3.93,1.74,8.62,24.59,19.57,5.31,46.15,18.69,55.89,1.15,16.02,0.46,2.23,17,47.13,14.21,5.91,3.51,12.81,12.98,0.89,4.8,17.83,24.29,52.19,1.36,5.26,20.09,26.24,47.04,29.58,42.73,15.26,6.57,6.35,11.14,19.61,57.6,NA,NA,NA,NA,NA,46937060
"Spain","ESP",NA,NA,"NAT_TOTAL",2020-05-03,3,1,3,1,2,1,4,1,1,1,2,1,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,217466,25264,85.19,85.19,91.67,91.67,68.33,68.33,65.38,65.38,87.5,87.5,884,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935,164,218739,25264,2074,2120761.59064624,2116615.96592075,2124915.33503286,0,63864.2192551091,146727.613930688,0.0451830939271919,0.0450947708680677,0.0452715899767233,0,0.0013606352689135,0.00312605037321656,"2020-W18",NA,NA,2.83571233477342,0.149135885375011,0.0785798816568047,0,0,0,0.0869594016292926,0,0,"ESP","Spain",4143,0.006609,0.001854,0.007483,0.001339,0.007494,0.001973,0.008448,0.001422,0.613976,0.011137,0.617668,0.00755,0.168271,0.008558,0.176442,0.005922,0.030087,0.003908,0.035482,0.002874,0.006609,0.007483,0.007494,0.008448,0.613976,0.617668,0.168271,0.176442,0.030087,0.035482,46937060,4033,0.85,0.77,1.07,12.46,4.37,12.73,20.28,10.49,8.51,3.7,3.7,2.42,9.08,24.91,17.54,5.66,49.14,18.81,59.12,1.36,18.58,0.98,4.23,18.55,46.76,16.32,6.5,4.69,11.51,10.54,1,5.4,19.59,22.61,51.4,1.31,5.74,20.56,24.36,48.03,29.06,43.62,15.62,6.22,6.6,10.64,22.27,55.52,NA,NA,NA,NA,NA,0.85,0.77,1.07,12.46,4.37,12.73,20.28,10.49,8.51,3.7,3.7,2.42,9.08,24.91,17.54,5.66,49.14,18.81,59.12,1.36,18.58,0.98,4.23,18.55,46.76,16.32,6.5,4.69,11.51,10.54,1,5.4,19.59,22.61,51.4,1.31,5.74,20.56,24.36,48.03,29.06,43.62,15.62,6.22,6.6,10.64,22.27,55.52,NA,NA,NA,NA,NA,46937060
"Spain","ESP",NA,NA,"NAT_TOTAL",2020-05-04,3,1,3,0,2,1,4,0,1,1,2,1,1,1,4,1,1,2,0,0,2,1,1,1,0,0,2,1,0,NA,NA,218011,25428,81.94,81.94,88.1,88.1,68.06,68.06,66.99,66.99,75,75,545,164,"2020/05/04","ES",46937060,7635,2238,207714,25140,219205,25428,219203,219205,0.00467019025051846,0.000162664640691172,0.0046701476402655,0.00467019025051846,466,164,219205,25428,2238,2112499.17312689,2108370.48261107,2116635.94860004,0,63864.2192551091,118582.016363189,0.0450070620768938,0.0449190998032485,0.0450951966015775,0,0.0013606352689135,0.00252640485712545,"2020-W19",NA,NA,1.52331654347332,0.0766984553357198,0.0754022988505747,0,0,0,0.0861729644621115,0,0,"ESP","Spain",4473,0.007061,0.001819,0.006707,0.00122,0.007486,0.001873,0.007378,0.00128,0.639735,0.01043,0.631344,0.007213,0.190911,0.008539,0.200313,0.005984,0.454135,0.010817,0.508607,0.007475,0.007061,0.006707,0.007486,0.007378,0.639735,0.631344,0.190911,0.200313,0.454135,0.508607,46937060,4387,0.73,0.67,1.08,12.49,4.27,14.06,20.34,10.51,8.78,4.5,4.31,2.18,9.81,25.22,18.36,5.87,38.93,20.86,57,1.58,20.79,0.87,4.42,21.08,48.3,16.39,6.38,4.17,10.6,10.6,1.45,5.01,19.03,24.13,50.39,1.37,5.85,18.69,26.27,47.82,30.96,42.56,15.23,5.97,6.2,12.33,20.29,56.19,NA,NA,NA,NA,NA,0.73,0.67,1.08,12.49,4.27,14.06,20.34,10.51,8.78,4.5,4.31,2.18,9.81,25.22,18.36,5.87,38.93,20.86,57,1.58,20.79,0.87,4.42,21.08,48.3,16.39,6.38,4.17,10.6,10.6,1.45,5.01,19.03,24.13,50.39,1.37,5.85,18.69,26.27,47.82,30.96,42.56,15.23,5.97,6.2,12.33,20.29,56.19,NA,NA,NA,NA,NA,46937060
"Spain","ESP",NA,NA,"NAT_TOTAL",2020-05-05,3,1,3,0,2,1,4,0,1,1,2,1,1,1,4,1,1,2,0,0,2,1,1,1,0,0,2,1,0,NA,NA,219329,25613,81.94,81.94,88.1,88.1,68.06,68.06,66.99,66.99,75,75,1318,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039,185,220244,25613,1791,2113121.6006196,2108992.61667093,2117258.66828953,0,63864.2192551091,91349.6957117424,0.0450203229733519,0.0449323544480827,0.0451084637233249,0,0.0013606352689135,0.00194621682124407,"2020-W19",NA,NA,1.52331654347332,0.0766984553357198,0.0754022988505747,0,0,0,0.0854349360701502,0,0,"ESP","Spain",4608,0.005353,0.001521,0.004123,0.000944,0.005536,0.001546,0.004774,0.001015,0.628654,0.010068,0.620009,0.00715,0.190122,0.008177,0.20855,0.005985,0.461985,0.010389,0.515191,0.007362,0.005353,0.004123,0.005536,0.004774,0.628654,0.620009,0.190122,0.20855,0.461985,0.515191,46937060,4520,0.56,0.49,0.85,12.25,4.36,13.79,21.5,10.25,8.76,4.22,3.45,2.43,10.3,25.08,18.54,5.78,38.58,23.35,61.99,2.35,22.26,0.62,4.74,22.09,46.42,16.97,7.01,5.09,10.55,9.93,0.99,5.21,19.47,23.77,50.55,1.13,5.98,20.82,24.76,47.32,31.28,42.81,14.4,5.84,5.62,11.15,22.83,55.07,NA,NA,NA,NA,NA,0.56,0.49,0.85,12.25,4.36,13.79,21.5,10.25,8.76,4.22,3.45,2.43,10.3,25.08,18.54,5.78,38.58,23.35,61.99,2.35,22.26,0.62,4.74,22.09,46.42,16.97,7.01,5.09,10.55,9.93,0.99,5.21,19.47,23.77,50.55,1.13,5.98,20.82,24.76,47.32,31.28,42.81,14.4,5.84,5.62,11.15,22.83,55.07,NA,NA,NA,NA,NA,46937060
"Spain","ESP",NA,NA,"NAT_TOTAL",2020-05-06,3,1,3,0,2,1,4,0,1,1,2,1,1,1,4,1,1,2,0,0,2,1,1,1,0,0,2,1,0,NA,NA,220325,25857,81.94,81.94,88.1,88.1,68.06,68.06,66.99,66.99,75,75,996,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,244,221124,25857,1582,2118592.47648196,2114454.0976637,2122738.95487507,0,63864.2192551091,63864.2192551091,0.0451368806755676,0.0450487119914136,0.0452252219221883,0,0.0013606352689135,0.0013606352689135,"2020-W19",NA,NA,1.52331654347332,0.0766984553357198,0.0754022988505747,0,0,0,0.0848866064899652,0,0,"ESP","Spain",4525,0.006543,0.001721,0.006409,0.001186,0.006973,0.001777,0.007072,0.001246,0.641939,0.010237,0.639779,0.007137,0.196265,0.00848,0.21768,0.006135,0.46705,0.010653,0.516243,0.007429,0.006543,0.006409,0.006973,0.007072,0.641939,0.639779,0.196265,0.21768,0.46705,0.516243,46937060,4428,0.71,0.64,0.89,12.3,4.48,14.31,20.43,10.5,8.81,4.66,4.21,2.43,9.79,25.2,17.11,6.17,47.97,23.41,64.55,2.56,22.52,0.89,5.33,22.76,47.79,17.75,7.52,4.2,10.41,8.67,0.96,5.26,19.72,23.49,50.57,1.1,6.28,19.8,25.77,47.05,30.1,42.77,15.22,6.46,5.98,11.43,22.13,55.33,NA,NA,NA,NA,NA,0.71,0.64,0.89,12.3,4.48,14.31,20.43,10.5,8.81,4.66,4.21,2.43,9.79,25.2,17.11,6.17,47.97,23.41,64.55,2.56,22.52,0.89,5.33,22.76,47.79,17.75,7.52,4.2,10.41,8.67,0.96,5.26,19.72,23.49,50.57,1.1,6.28,19.8,25.77,47.05,30.1,42.77,15.22,6.46,5.98,11.43,22.13,55.33,NA,NA,NA,NA,NA,46937060
"Spain","ESP",NA,NA,"NAT_TOTAL",2020-05-07,3,1,3,0,2,1,4,0,1,1,2,1,1,1,4,1,1,2,0,0,2,1,1,1,0,0,2,1,0,NA,NA,221447,26070,81.94,81.94,88.1,88.1,68.06,68.06,66.99,66.99,75,75,1122,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,213,222045,26070,1527,2123215.89294041,2119069.58019389,2127370.31863875,0,63864.2192551091,63864.2192551091,0.0452353831479947,0.0451470454304955,0.0453238937129584,0,0.0013606352689135,0.0013606352689135,"2020-W19",NA,NA,1.52331654347332,0.0766984553357198,0.0806818181818182,0.025,0,0.004,0.0846864422568074,0.025,0.004,"ESP","Spain",4579,0.008588,0.001913,0.008736,0.001375,0.008783,0.001934,0.008736,0.001375,0.658738,0.009829,0.655383,0.007023,0.201324,0.008313,0.220791,0.00613,0.459563,0.010331,0.500109,0.007389,0.008588,0.008736,0.008783,0.008736,0.658738,0.655383,0.201324,0.220791,0.459563,0.500109,46937060,4495,0.89,0.91,1.27,13.11,4.88,13.93,21.26,11.4,9.17,4.1,3.6,2.5,11.14,25.11,11.1,6.34,45.32,21.92,63.02,1.94,23.32,0.94,5.33,23.13,50.34,16.46,6.92,4.94,9.19,8.57,1.13,4.89,20.86,23.99,49.13,1.27,5.77,20.32,26.57,46.07,31.99,42.38,14.93,5.56,6.03,11.46,22.67,55.08,3.75,NA,NA,NA,NA,0.89,0.91,1.27,13.11,4.88,13.93,21.26,11.4,9.17,4.1,3.6,2.5,11.14,25.11,11.1,6.34,45.32,21.92,63.02,1.94,23.32,0.94,5.33,23.13,50.34,16.46,6.92,4.94,9.19,8.57,1.13,4.89,20.86,23.99,49.13,1.27,5.77,20.32,26.57,46.07,31.99,42.38,14.93,5.56,6.03,11.46,22.67,55.08,3.75,NA,NA,NA,NA,46937060
