"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active"
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-02-17,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/17","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-02-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/18","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-02-19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/19","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-02-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/20","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-02-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/21","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-02-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/22","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/23","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/24","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/25","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/26","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/27","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/28","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/02/29","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/01","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/02","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/03","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/04","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/05","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/06","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/07","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/08","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/09","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/10","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/11","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/12","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-13,0,NA,0,NA,0,NA,2,1,1,1,0,NA,1,1,4,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,33.33,33.33,51.43,51.43,20,20,23.08,23.08,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/13","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-14,0,NA,0,NA,0,NA,2,1,1,1,0,NA,1,1,4,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,33.33,33.33,51.43,51.43,20,20,23.08,23.08,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/14","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-15,0,NA,0,NA,0,NA,2,1,1,1,0,NA,1,1,4,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,33.33,33.33,51.43,51.43,20,20,23.08,23.08,0,0,0,0,0,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/15","GL",5666,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-16,0,NA,0,NA,0,NA,2,1,1,1,0,NA,1,1,4,0,NA,0,0,0,1,1,1,1,0,0,0,NA,0,NA,NA,1,0,33.33,33.33,51.43,51.43,25.56,25.56,29.49,29.49,0,0,1,0,0.142857142857143,0,1,0,0.142857142857143,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/16","GL",5666,1,0,1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-17,0,NA,0,NA,0,NA,2,1,1,1,0,NA,1,1,4,0,NA,0,0,0,1,1,1,1,0,0,0,NA,0,NA,NA,1,0,33.33,33.33,51.43,51.43,25.56,25.56,29.49,29.49,0,0,0,0,0.142857142857143,0,-1,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/17","GL",5666,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-18,0,NA,2,1,2,1,3,1,1,1,1,1,2,0,4,0,NA,0,0,0,1,1,1,1,0,0,0,NA,0,NA,NA,1,0,61.11,61.11,67.86,67.86,42.22,42.22,48.72,48.72,0,0,0,0,0.142857142857143,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/18","GL",5666,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-19,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,0,NA,0,0,0,1,1,1,1,0,0,0,NA,0,NA,NA,2,0,72.22,72.22,82.14,82.14,48.89,48.89,56.41,56.41,0,0,1,0,0.285714285714286,0,1,0,0.142857142857143,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/19","GL",5666,1,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-20,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,0,NA,0,0,0,1,1,1,1,0,0,0,NA,0,NA,NA,2,0,72.22,72.22,82.14,82.14,48.89,48.89,56.41,56.41,0,0,0,0,0.285714285714286,0,-1,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/20","GL",5666,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-21,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,23674995,0,1,1,1,1,0,0,0,NA,0,NA,NA,2,0,72.22,72.22,82.14,82.14,53.89,53.89,56.41,56.41,37.5,37.5,0,0,0.285714285714286,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/21","GL",5666,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-22,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,1,1,1,1,0,0,0,NA,0,NA,NA,4,0,72.22,72.22,82.14,82.14,53.89,53.89,56.41,56.41,37.5,37.5,2,0,0.571428571428571,0,2,0,0.285714285714286,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/22","GL",5666,2,0,4,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-23,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,1,1,1,1,0,0,0,NA,0,NA,NA,4,0,72.22,72.22,82.14,82.14,53.89,53.89,56.41,56.41,37.5,37.5,0,0,0.428571428571429,0,-2,0,-0.142857142857143,0,5666,"GL","2020/03/23","GL",56660,2,0,2,0,2,0,2,2,3.52982703847511e-05,3.52982703847511e-05,3.52982703847511e-05,3.52982703847511e-05,"2020/03/23","GL",5666,0,0,4,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-24,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,1,1,1,2,0,0,0,NA,0,NA,NA,5,0,72.22,72.22,82.14,82.14,57.22,57.22,60.26,60.26,37.5,37.5,1,0,0.571428571428571,0,1,0,0.142857142857143,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/24","GL",5666,1,0,5,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-25,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,1,1,1,2,0,0,0,NA,0,NA,NA,6,0,72.22,72.22,82.14,82.14,57.22,57.22,60.26,60.26,37.5,37.5,1,0,0.714285714285714,0,0,0,0.142857142857143,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/25","GL",5666,1,0,6,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-26,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,6,0,77.78,77.78,86.9,86.9,60.56,60.56,64.1,64.1,37.5,37.5,0,0,0.571428571428571,0,-1,0,-0.142857142857143,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/26","GL",5666,0,0,6,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-27,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,10,0,77.78,77.78,86.9,86.9,60.56,60.56,64.1,64.1,37.5,37.5,4,0,1.14285714285714,0,4,0,0.571428571428571,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/27","GL",5666,4,0,10,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-28,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,2,1,1,2,298569.72,0,0,NA,0,NA,NA,10,0,77.78,77.78,86.9,86.9,60.56,60.56,64.1,64.1,37.5,37.5,0,0,1.14285714285714,0,-4,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/28","GL",5666,0,0,10,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-29,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,10,0,77.78,77.78,86.9,86.9,60.56,60.56,64.1,64.1,37.5,37.5,0,0,0.857142857142857,0,0,0,-0.285714285714286,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/29","GL",5666,0,0,10,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-30,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,10,0,77.78,77.78,86.9,86.9,60.56,60.56,64.1,64.1,37.5,37.5,0,0,0.857142857142857,0,0,0,0,0,5666,"GL","2020/03/30","GL",56660,8,0,10,0,10,0,10,10,0.000176491351923756,0.000141193081539005,0.000176491351923756,0.000176491351923756,"2020/03/30","GL",5666,0,0,10,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-03-31,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,10,0,77.78,77.78,86.9,86.9,60.56,60.56,64.1,64.1,37.5,37.5,0,0,0.714285714285714,0,0,0,-0.142857142857143,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/31","GL",5666,0,0,10,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-04-01,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,10,0,77.78,77.78,86.9,86.9,60.56,60.56,64.1,64.1,37.5,37.5,0,0,0.571428571428571,0,0,0,-0.142857142857143,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/01","GL",5666,0,0,10,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-04-02,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,10,0,77.78,77.78,86.9,86.9,60.56,60.56,64.1,64.1,37.5,37.5,0,0,0.571428571428571,0,0,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/02","GL",5666,0,0,10,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-04-03,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,10,0,77.78,77.78,86.9,86.9,60.56,60.56,64.1,64.1,37.5,37.5,0,0,0,0,0,0,-0.571428571428571,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/03","GL",5666,0,0,10,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-04-04,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,11,0,77.78,77.78,86.9,86.9,60.56,60.56,64.1,64.1,37.5,37.5,1,0,0.142857142857143,0,1,0,0.142857142857143,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/04","GL",5666,1,0,11,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"Greenland","GRL",NA,NA,"NAT_TOTAL",2020-04-05,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,2,0,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,11,0,77.78,77.78,86.9,86.9,60.56,60.56,64.1,64.1,37.5,37.5,0,0,0.142857142857143,0,-1,0,0,0,5666,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/05","GL",5666,0,0,11,0,0,0,NA,0,0,0,0,0,NA,0,0,0
