"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","hosp_year_week","hosp_date","hosp_countrycode","hosp_countryname","hosp_hosp_weekly_admission","hosp_icu_weekly_admission","W_date","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick","W_p_cases_smooth","W_p_cases_smooth_low","W_p_cases_smooth_high","W_p_cases_fatalities_smooth","W_p_cases_fatalities_smooth_low","W_p_cases_fatalities_smooth_high","W_p_cases_recent_smooth","W_p_cases_recent_smooth_low","W_p_cases_recent_smooth_high","W_p_cases_stillsick_smooth","W_p_cases_stillsick_smooth_low","W_p_cases_stillsick_smooth_high"
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-06,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,465,9,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,19,0,33.5714285714286,0.571428571428571,-1,0,0.428571428571423,-0.285714285714286,875899,"CY","CYP","Europe","Cyprus","2020-04-06",465,19,33.571,9,0,0.286,530.883,21.692,38.328,10.275,0,0.326,1.08,NA,NA,NA,NA,NA,NA,NA,NA,718,11655,13.306,0.82,687,0.784,0.049,20.5,"tests performed",NA,NA,92.59,875899,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,"2020/04/06","CY",875899,232,3,446,9,446,9,446,446,0.000509191128200854,0.00026487072139596,0.000509191128200854,0.000509191128200854,"2020/04/06","CY",875899,19,0,465,9,1561.29726847431,1266.11464887988,1925.29891562498,0,1561.47173720391,2359.79839753308,0.00178250833540661,0.00144550301904658,0.00219808324432952,0,0.0017827075235888,0.00269414441337767,"2020/04/06","CY",875899,19,0,465,11,1014.49275362319,0,217.391304347826,362.31884057971,0.000530883126935868,1.25585255834291e-05,0.00115823029096184,0,0.000248192205206109,0.000413653675343516,"2020-W15","2020-04-06","CY","Cyprus",2.28336828789621,0.799178900763673,"2020-04-06",0.0125348189415042,0,0,0,8.95327460787436e-05,-0.000252499836517047,0.000431565328674534,2.22044604925031e-16,-2.59910237866105e-14,2.64351129964605e-14,4.47809442268742e+70,-4.96015120944505e+72,5.0497130978988e+72,2.46209399726916e+48,-2.33794954470032e+50,2.3871914246457e+50
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-07,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,494,9,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,29,0,33.1428571428571,0.428571428571429,10,0,-0.428571428571423,-0.142857142857143,875899,"CY","CYP","Europe","Cyprus","2020-04-07",494,29,33.143,9,0,0.143,563.992,33.109,37.839,10.275,0,0.163,1.06,NA,NA,NA,NA,NA,NA,NA,NA,1353,13008,14.851,1.545,802,0.916,0.041,24.2,"tests performed",NA,NA,92.59,875899,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/07","CY",875899,29,0,494,9,1488.44385058127,1205.79365069028,1837.35010966837,0,1561.47173720391,2359.79839753308,0.0016993327433657,0.00137663549186639,0.00209767348708968,0,0.0017827075235888,0.00269414441337767,"2020/04/07","CY",875899,29,0,494,11,1014.49275362319,0,217.391304347826,289.855072463768,0.000563991967110363,1.25585255834291e-05,0.00115823029096184,0,0.000248192205206109,0.000330922940274813,"2020-W15","2020-04-07","CY","Cyprus",2.28336828789621,0.799178900763673,"2020-04-07",0.0126050420168067,0,0,0,9.15738317552122e-05,-0.000256392683497105,0.000439540347007529,2.22044604925031e-16,-2.58217276735643e-14,2.62658168834143e-14,2.00251088777088e+70,-2.20732096299832e+72,2.24737118075374e+72,1.41324742319448e+48,-1.33547234130998e+50,1.36373728977387e+50
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-08,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,526,9,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,32,0,29.4285714285714,0.285714285714286,3,0,-3.71428571428572,-0.142857142857143,875899,"CY","CYP","Europe","Cyprus","2020-04-08",526,32,29.429,9,0,0,600.526,36.534,33.598,10.275,0,0,1.03,NA,NA,NA,NA,NA,NA,NA,NA,1256,14264,16.285,1.434,870,0.993,0.034,29.6,"tests performed",NA,NA,92.59,875899,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/08","CY",875899,32,0,526,9,1435.89259231176,1162.20636455089,1774.02877797224,0,1512.6488928867,2359.79839753308,0.00163933580505487,0.00132687257840332,0.00202538052671853,0,0.0017269672563694,0.00269414441337767,"2020/04/08","CY",875899,32,0,526,11,1014.49275362319,0,144.927536231884,217.391304347826,0.000600525859716703,1.25585255834291e-05,0.00115823029096184,0,0.000165461470137406,0.000248192205206109,"2020-W15","2020-04-08","CY","Cyprus",2.28336828789621,0.799178900763673,"2020-04-08",0.0128205128205128,0,0,0,9.36614643447637e-05,-0.000260332658562081,0.000447655587251608,2.22044604925031e-16,-2.56525805440164e-14,2.60966697538665e-14,8.95481309041851e+69,-9.82258391460813e+71,1.00016801764165e+72,8.11207159995175e+47,-7.62823954734084e+49,7.79048097933987e+49
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-09,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,564,10,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,38,1,29.7142857142857,0.285714285714286,6,1,0.285714285714288,0,875899,"CY","CYP","Europe","Cyprus","2020-04-09",564,38,29.714,10,1,0,643.91,43.384,33.924,11.417,1.142,0,1.01,NA,NA,NA,NA,NA,NA,NA,NA,1216,15480,17.673,1.388,957,1.093,0.031,32.2,"tests performed",NA,NA,92.59,875899,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/09","CY",875899,38,1,564,10,1561.60565257723,1290.8565353716,1889.1427105485,0,1331.78012227417,2058.33581901891,0.00178286041264715,0.00147375043854554,0.00215680427828836,0,0.00152047224882568,0.00234996936749433,"2020/04/09","CY",875899,38,1,564,12,1086.95652173913,72.4637681159421,217.391304347826,289.855072463768,0.00064390985718673,1.37002097273772e-05,0.00124096102603055,8.27307350687033e-05,0.00024819220520611,0.000330922940274813,"2020-W15","2020-04-09","CY","Cyprus",2.28336828789621,0.799178900763673,"2020-04-09",0.0107095046854083,0,0,0,9.57967075289682e-05,-0.000264319916142664,0.0004559133312006,2.22044604925031e-16,-2.54835853389724e-14,2.59276745488224e-14,4.00440656647772e+69,-4.37094754348301e+71,4.45103567481257e+71,4.65634711677017e+47,-4.3571579832081e+49,4.45028492554351e+49
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-10,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,595,10,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,31,0,28.4285714285714,0.142857142857143,-7,-1,-1.28571428571429,-0.142857142857143,875899,"CY","CYP","Europe","Cyprus","2020-04-10",595,31,28.429,10,0,-0.143,679.302,35.392,32.456,11.417,0,-0.163,0.98,NA,NA,NA,NA,NA,NA,NA,NA,819,16299,18.608,0.935,979,1.118,0.029,34.4,"tests performed",NA,NA,92.59,875899,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/10","CY",875899,31,0,595,10,1512.09613760682,1249.17653009338,1830.35357636325,0,1278.01969500719,2058.33581901891,0.00172633618443087,0.00142616503739972,0.00208968565595263,0,0.0014590948214431,0.00234996936749433,"2020/04/10","CY",875899,31,0,595,12,1086.95652173913,0,217.391304347826,289.855072463768,0.000679302065649122,1.37002097273772e-05,0.00124096102603055,0,0.00024819220520611,0.000330922940274813,"2020-W15","2020-04-10","CY","Cyprus",2.28336828789621,0.799178900763673,"2020-04-10",0.0107095046854083,0,0,0,9.79806493873681e-05,-0.000268354592486452,0.000464315891261188,2.22044604925031e-16,-2.53147450746117e-14,2.57588342844618e-14,1.79068750935832e+69,-1.94497903962286e+71,1.98079278981002e+71,2.67275358762636e+47,-2.48869541640641e+49,2.54215048815894e+49
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-11,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,3,1,0,0,0,NA,0,NA,NA,616,10,92.59,92.59,96.43,96.43,78.89,78.89,75.64,75.64,100,100,21,0,27.1428571428571,0.142857142857143,-10,0,-1.28571428571428,0,875899,"CY","CYP","Europe","Cyprus","2020-04-11",616,21,27.143,10,0,-0.143,703.277,23.975,30.989,11.417,0,-0.163,0.94,NA,NA,NA,NA,NA,NA,NA,NA,811,17110,19.534,0.926,995,1.136,0.027,36.7,"tests performed",NA,NA,92.59,875899,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/11","CY",875899,21,0,616,10,1442.93993219626,1191.40847596353,1747.57498367024,0,922.900557210658,1561.47173720391,0.00164738164125802,0.00136021216597293,0.00199517864921668,0,0.00105366093260828,0.0017827075235888,"2020/04/11","CY",875899,21,0,616,12,1159.42028985507,72.463768115942,217.391304347826,362.31884057971,0.000703277432672032,1.37002097273772e-05,0.00132369176109925,8.27307350687031e-05,0.00024819220520611,0.000413653675343516,"2020-W15","2020-04-11","CY","Cyprus",2.28336828789621,0.799178900763673,"2020-04-11",0.0106382978723404,0,0,0,0.000100214402960103,-0.000272436804703045,0.00047286561062325,2.22044604925031e-16,-2.51460628446095e-14,2.55901520544595e-14,8.00758290383072e+68,-8.65453296189558e+70,8.81468461997219e+70,1.53416649597308e+47,-1.42144329970538e+49,1.45212662962484e+49
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-12,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,3,1,0,0,0,NA,0,NA,NA,633,11,92.59,92.59,96.43,96.43,78.89,78.89,75.64,75.64,100,100,17,1,26.7142857142857,0.285714285714286,-4,1,-0.428571428571427,0.142857142857143,875899,"CY","CYP","Europe","Cyprus","2020-04-12",633,17,26.714,11,1,0.286,722.686,19.409,30.499,12.559,1.142,0.326,0.91,NA,NA,NA,NA,7,7.992,20,22.834,804,17914,20.452,0.918,997,1.138,0.027,37.3,"tests performed",NA,NA,92.59,875899,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/12","CY",875899,17,1,633,11,1510.17830052285,1268.74049921007,1797.56104639998,0,707.687240893821,1561.47173720391,0.00172414662024144,0.00144850091073294,0.00205224694445362,0,0.000807955301802857,0.0017827075235888,"2020/04/12","CY",875899,17,1,633,13,1159.42028985507,0,144.927536231884,362.31884057971,0.00072268606311915,1.48418938713253e-05,0.00132369176109925,0,0.000165461470137406,0.000413653675343516,"2020-W15","2020-04-12","CY","Cyprus",2.28336828789621,0.799178900763673,"2020-04-12",0.00865265760197775,0,0,0,0.000102499106823596,-0.000276566649908828,0.000481564863556021,2.22044604925031e-16,-2.49775418225403e-14,2.54216310323904e-14,3.58082488578446e+68,-3.85089450503559e+70,3.92251100275128e+70,8.80614976353544e+46,-8.11851465675053e+48,8.29463765202124e+48
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-13,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,3,1,0,0,0,NA,0,NA,NA,662,12,92.59,92.59,96.43,96.43,78.89,78.89,75.64,75.64,100,100,29,1,28.1428571428571,0.428571428571429,12,0,1.42857142857143,0.142857142857143,875899,"CY","CYP","Europe","Cyprus","2020-04-13",662,29,28.143,12,1,0.429,755.795,33.109,32.13,13.7,1.142,0.489,0.88,NA,NA,NA,NA,NA,NA,NA,NA,891,18805,21.469,1.017,1021,1.166,0.028,36.3,"tests performed",NA,NA,92.59,875899,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,"2020/04/13","CY",875899,187,2,633,11,633,11,633,633,0.00072268606311915,0.000213494934918295,0.00072268606311915,0.00072268606311915,"2020/04/13","CY",875899,29,1,662,12,1603.83116692059,1367.01841612277,1881.66770955547,0,350.371935619503,1561.47173720391,0.00183106861284303,0.00156070325017242,0.00214827018817862,0,0.000400014083381192,0.0017827075235888,"2020/04/13","CY",875899,29,1,662,14,1159.42028985507,0,144.927536231884,362.31884057971,0.000755794903293645,1.59835780152735e-05,0.00132369176109925,0,0.000165461470137406,0.000413653675343516,"2020-W16","2020-04-13","CY","Cyprus",1.37002097273772,0.456673657579241,"2020-04-13",0.00865265760197775,0,0,0,0.000104835925679617,-0.000280744204497168,0.000490416055856401,2.22044604925031e-16,-2.48091852643683e-14,2.52532744742184e-14,1.60127057273638e+68,-1.71343949413713e+70,1.74546490559186e+70,5.0547495243418e+46,-4.63674011974574e+48,4.73783511023257e+48
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-14,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,3,1,0,0,0,NA,0,NA,NA,695,12,92.59,92.59,96.43,96.43,78.89,78.89,75.64,75.64,100,100,33,0,28.7142857142857,0.428571428571429,4,-1,0.571428571428573,0,875899,"CY","CYP","Europe","Cyprus","2020-04-14",695,33,28.714,12,0,0.429,793.47,37.676,32.783,13.7,0,0.489,0.85,NA,NA,NA,NA,NA,NA,NA,NA,1703,20508,23.414,1.944,1071,1.223,0.027,37.3,"tests performed",NA,NA,92.59,875899,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/14","CY",875899,33,0,695,12,1575.57664161916,1342.45854340207,1849.17572748646,0,166.160982275714,1512.6488928867,0.0017988108693116,0.00153266363290981,0.00211117460744499,0,0.000189703358807024,0.0017269672563694,"2020/04/14","CY",875899,33,0,695,14,1231.88405797101,72.463768115942,217.391304347826,362.31884057971,0.000793470480043932,1.59835780152735e-05,0.00140642249616795,8.27307350687031e-05,0.00024819220520611,0.000413653675343516,"2020-W16","2020-04-14","CY","Cyprus",1.37002097273772,0.456673657579241,"2020-04-14",0.00700934579439252,0,0,0,0.000107226050958017,-0.000284969523562886,0.00049942162547892,2.22044604925031e-16,-2.46409965110254e-14,2.50850857208755e-14,7.16054967471534e+67,-7.62368568097204e+69,7.76689667446634e+69,2.90143745449732e+46,-2.64812181906397e+48,2.70615056815392e+48
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-15,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,3,1,0,0,0,NA,0,NA,NA,715,12,92.59,92.59,96.43,96.43,78.89,78.89,75.64,75.64,100,100,20,0,27,0.428571428571429,-13,0,-1.71428571428572,0,875899,"CY","CYP","Europe","Cyprus","2020-04-15",715,20,27,12,0,0.429,816.304,22.834,30.825,13.7,0,0.489,0.82,NA,NA,NA,NA,NA,NA,NA,NA,2312,22820,26.053,2.64,1222,1.395,0.022,45.3,"tests performed",NA,NA,92.59,875899,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/15","CY",875899,20,0,715,12,1522.80269483158,1297.10338097338,1787.7742679586,0,0,1331.78012227417,0.00173855969105065,0.00148088236311878,0.00204107353468677,0,0,0.00152047224882568,"2020/04/15","CY",875899,20,0,715,14,1231.88405797101,0,217.391304347826,362.31884057971,0.000816304162922894,1.59835780152735e-05,0.00140642249616795,0,0.00024819220520611,0.000413653675343516,"2020-W16","2020-04-15","CY","Cyprus",1.37002097273772,0.456673657579241,"2020-04-15",0.00684931506849315,0,0,0,0.000109670701624625,-0.00028924264223642,0.00050858404548567,2.22044604925031e-16,-2.44729789910835e-14,2.49170682009336e-14,3.20204920499136e+67,-3.39195544289547e+69,3.4559964269953e+69,1.66543154350584e+46,-1.5123492012662e+48,1.54565783213632e+48
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-16,3,1,3,0,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,735,12,94.44,94.44,96.43,96.43,83.33,83.33,80.77,80.77,100,100,20,0,24.4285714285714,0.285714285714286,0,0,-2.57142857142857,-0.142857142857143,875899,"CY","CYP","Europe","Cyprus","2020-04-16",735,20,24.429,12,0,0.286,839.138,22.834,27.89,13.7,0,0.326,0.78,NA,NA,NA,NA,NA,NA,NA,NA,2905,25725,29.37,3.317,1464,1.671,0.017,59.9,"tests performed",NA,NA,94.44,875899,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/16","CY",875899,20,0,735,12,1475.57631124883,1256.52800397415,1732.81092298163,0,0,1278.01969500719,0.00168464207773823,0.00143455809856405,0.0019783227552282,0,0,0.0014590948214431,"2020/04/16","CY",875899,20,0,735,14,1231.88405797101,0,217.391304347826,362.31884057971,0.000839137845801856,1.59835780152735e-05,0.00140642249616795,0,0.00024819220520611,0.000413653675343516,"2020-W16","2020-04-16","CY","Cyprus",1.37002097273772,0.456673657579241,"2020-04-16",0.00684931506849315,0,0,0,0.000112171126002047,-0.000293563586006958,0.000517905838011053,2.22044604925031e-16,-2.43051362235219e-14,2.47492254333719e-14,1.43188994936944e+67,-1.50912123314869e+69,1.53775903213608e+69,9.5596140520105e+45,-8.63684264543071e+47,8.82803492647091e+47
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-17,3,1,3,0,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,750,12,94.44,94.44,96.43,96.43,83.33,83.33,80.77,80.77,100,100,15,0,22.1428571428571,0.285714285714286,-5,0,-2.28571428571428,0,875899,"CY","CYP","Europe","Cyprus","2020-04-17",750,15,22.143,12,0,0.286,856.263,17.125,25.28,13.7,0,0.326,0.74,NA,NA,NA,NA,NA,NA,NA,NA,3241,28966,33.07,3.7,1810,2.066,0.012,81.7,"tests performed",NA,NA,94.44,875899,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/17","CY",875899,15,0,750,12,1424.34236032535,1212.60004871327,1673.05878106303,0,0,922.900557210658,0.00162614908833707,0.00138440624856664,0.0019101046822328,0,0,0.00105366093260828,"2020/04/17","CY",875899,15,0,750,14,1231.88405797101,0,217.391304347826,289.855072463768,0.000856263107961078,1.59835780152735e-05,0.00140642249616795,0,0.00024819220520611,0.000330922940274813,"2020-W16","2020-04-17","CY","Cyprus",1.37002097273772,0.456673657579241,"2020-04-17",0.0104651162790698,0,0,0,0.000114728601771161,-0.000297932363666019,0.000527389567208341,2.22044604925031e-16,-2.4137471820595e-14,2.45815610304451e-14,6.40311468015349e+66,-6.7140850923695e+68,6.84214738597257e+68,5.48723969950891e+45,-4.93226750713158e+47,5.04201230112176e+47
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-18,3,1,3,0,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,761,12,94.44,94.44,96.43,96.43,83.33,83.33,80.77,80.77,100,100,11,0,20.7142857142857,0.285714285714286,-4,0,-1.42857142857143,0,875899,"CY","CYP","Europe","Cyprus","2020-04-18",761,11,20.714,12,0,0.286,868.822,12.559,23.649,13.7,0,0.326,0.71,NA,NA,NA,NA,NA,NA,NA,NA,3209,32175,36.734,3.664,2152,2.457,0.01,103.9,"tests performed",NA,NA,94.44,875899,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/18","CY",875899,11,0,761,12,1372.23734526427,1167.99204049076,1612.19877058985,0,0,707.687240893821,0.00156666161882165,0.00133347799288589,0.00184062177327506,0,0,0.000807955301802857,"2020/04/18","CY",875899,11,0,761,14,1231.88405797101,0,217.391304347826,217.391304347826,0.000868821633544507,1.59835780152735e-05,0.00140642249616795,0,0.00024819220520611,0.00024819220520611,"2020-W16","2020-04-18","CY","Cyprus",1.37002097273772,0.456673657579241,"2020-04-18",0.0102272727272727,0,0,0,0.000117344436102549,-0.000302348960762011,0.00053703783296711,2.22044604925031e-16,-2.3969989490805e-14,2.44140787006551e-14,2.86333999517551e+66,-2.98702018357454e+68,3.04428698347805e+68,3.14968777568314e+45,-2.81661061854927e+47,2.87960437406294e+47
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-19,3,1,3,0,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,3,2,0,0,0,NA,0,NA,NA,767,12,94.44,94.44,96.43,96.43,83.33,83.33,80.77,80.77,100,100,6,0,19.1428571428571,0.142857142857143,-5,0,-1.57142857142857,-0.142857142857143,875899,"CY","CYP","Europe","Cyprus","2020-04-19",767,6,19.143,12,0,0.143,875.672,6.85,21.855,13.7,0,0.163,0.68,NA,NA,NA,NA,4,4.567,12,13.7,1803,33978,38.792,2.058,2295,2.62,0.008,119.9,"tests performed",NA,NA,94.44,875899,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/19","CY",875899,6,0,767,12,1318.35401718889,1121.91235916439,1549.19169972652,0,0,350.371935619503,0.00150514387753484,0.0012808695513574,0.00176868759951378,0,0,0.000400014083381192,"2020/04/19","CY",875899,6,0,767,14,1231.88405797101,0,217.391304347826,217.391304347826,0.000875671738408195,1.59835780152735e-05,0.00140642249616795,0,0.00024819220520611,0.00024819220520611,"2020-W16","2020-04-19","CY","Cyprus",1.37002097273772,0.456673657579241,"2020-04-19",0.0102272727272727,0,0,0,0.000120019966342168,-0.000306813337886346,0.000546853270570681,2.22044604925031e-16,-2.38026930419815e-14,2.42467822518315e-14,1.28042622028685e+66,-1.32885611828216e+68,1.3544646426879e+68,1.80792777927594e+45,-1.60840515651779e+47,1.64456371210331e+47
