"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","hosp_year_week","hosp_date","hosp_countrycode","hosp_countryname","hosp_hosp_occupancy","hosp_icu_occupancy","hosp_hosp_weekly_admission","hosp_icu_weekly_admission"
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-15,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,3,2,0,1,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1400,35,77.78,77.78,77.38,77.38,59.44,59.44,58.97,58.97,62.5,62.5,27,4,30.7142857142857,1.57142857142857,1324820,"EE","EST","Europe","Estonia","2020-04-15",1400,27,30.714,35,4,1.571,1055.378,20.354,23.154,26.384,3.015,1.185,0.83,10,7.538,132,99.507,NA,NA,NA,NA,2263,38218,28.81,1.706,1496,1.128,0.021,48.7,"tests performed",NA,NA,77.78,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/15","EE",1324820,27,4,1400,35,3778.13495104083,3573.07332773481,3994.96522992594,0,1249.50137723095,2989.93387853828,0.00285181002025999,0.00269702550364186,0.00301547774786457,0,0.000943148033114653,0.00225686046295971,"2020-W16","2020-04-15","EE","Estonia",132,10,3.24572394740418,NA
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-16,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,3,2,0,1,0,0,2,1,2,0,325949,0,0,NA,0,NA,NA,1434,36,77.78,77.78,77.38,77.38,59.44,59.44,58.97,58.97,62.5,62.5,34,1,32.4285714285714,1.71428571428571,1324820,"EE","EST","Europe","Estonia","2020-04-16",1434,34,32.429,36,1,1.714,1081.009,25.631,24.446,27.138,0.754,1.292,0.82,11,8.292,125,94.23,NA,NA,NA,NA,1696,39914,30.089,1.279,1511,1.139,0.021,46.6,"tests performed",NA,NA,77.78,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/16","EE",1324820,34,1,1434,36,3826.62741842958,3624.27401928158,4040.27877626638,393.818604304794,1494.136051378,3042.09674647525,0.00288841308134658,0.00273567278519466,0.00304968129728294,0.000297261970912874,0.00112780306107848,0.00229623401403606,"2020-W16","2020-04-16","EE","Estonia",125,11,3.24572394740418,NA
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-17,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,3,2,0,1,0,220000,2,1,2,0,0,0,0,NA,0,NA,NA,1459,38,77.78,77.78,77.38,77.38,59.44,59.44,58.97,58.97,62.5,62.5,25,2,28.7142857142857,2,1324820,"EE","EST","Europe","Estonia","2020-04-17",1459,25,28.714,38,2,2,1099.855,18.846,21.646,28.646,1.508,1.508,0.8,11,8.292,118,88.953,NA,NA,NA,NA,2191,42105,31.74,1.652,1586,1.196,0.018,55.2,"tests performed",NA,NA,77.78,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/17","EE",1324820,25,2,1459,38,3960.05801317738,3761.13686184416,4169.49981980745,363.296680624867,1607.22320565467,3405.39342710012,0.00298912909918131,0.00283897953068655,0.00314721986368522,0.000274223427050367,0.00121316345288769,0.00257045744108643,"2020-W16","2020-04-17","EE","Estonia",118,11,3.24572394740418,NA
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-18,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,3,2,0,1,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1512,38,77.78,77.78,77.38,77.38,59.44,59.44,58.97,58.97,62.5,62.5,53,0,29.7142857142857,2,1324820,"EE","EST","Europe","Estonia","2020-04-18",1512,53,29.714,38,0,2,1139.808,39.954,22.4,28.646,0,1.508,0.79,10,7.538,123,92.722,NA,NA,NA,NA,777,42882,32.326,0.586,1562,1.178,0.019,52.6,"tests performed",NA,NA,77.78,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/18","EE",1324820,53,0,1512,38,3962.6435451439,3763.34358722084,4172.49807304111,2.58553196651928,1195.68709520798,3313.0034929401,0.00299108070918608,0.00284064521008201,0.00314948300375984,1.95161000476992e-06,0.000902527962446206,0.0025007197150859,"2020-W16","2020-04-18","EE","Estonia",123,10,3.24572394740418,NA
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-19,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,3,2,0,1,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1528,40,77.78,77.78,77.38,77.38,59.44,59.44,58.97,58.97,62.5,62.5,16,2,31.2857142857143,2.14285714285714,1324820,"EE","EST","Europe","Estonia","2020-04-19",1528,16,31.286,40,2,2.143,1151.87,12.061,23.584,30.154,1.508,1.615,0.76,14,10.554,124,93.476,NA,NA,43.056,32.457,676,43558,32.836,0.51,1594,1.202,0.02,50.9,"tests performed",NA,NA,77.78,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/19","EE",1324820,16,2,1528,40,4076.67781525727,3881.40689797545,4281.77267837584,114.034270113372,1150.15080394047,3287.79886756689,0.00307715600251904,0.00292976170194853,0.0032319656091966,8.60752933329598e-05,0.000868156280808313,0.00248169477179307,"2020-W16","2020-04-19","EE","Estonia",124,14,3.24572394740418,NA
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-20,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,3,2,0,1,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1535,40,77.78,77.78,77.38,77.38,59.44,59.44,58.97,58.97,62.5,62.5,7,0,29,1.71428571428571,1324820,"EE","EST","Europe","Estonia","2020-04-20",1535,7,29,40,0,1.714,1157.147,5.277,21.861,30.154,0,1.292,0.73,14,10.554,121,91.215,NA,NA,NA,NA,1493,45051,33.961,1.125,1565,1.18,0.019,54,"tests performed",NA,NA,77.78,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,"2020/04/20","EE",1324820,219,15,1527,40,1528,40,1528,1528,0.00115336423061246,0.000165305475460817,0.00115336423061246,0.00115336423061246,"2020/04/20","EE",1324820,7,0,1535,40,3965.51224773008,3775.34748015207,4165.25564059174,0,873.735087009552,2333.98491114197,0.00299324606190281,0.00284970598281432,0.00314401627435557,0,0.000659512301300971,0.00176173737650547,"2020-W17","2020-04-20","EE","Estonia",121,14,1.6606029498347,0.603855618121707
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-21,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,3,2,0,1,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1552,43,77.78,77.78,77.38,77.38,59.44,59.44,58.97,58.97,62.5,62.5,17,3,25.5714285714286,1.71428571428571,1324820,"EE","EST","Europe","Estonia","2020-04-21",1552,17,25.571,43,3,1.714,1169.962,12.815,19.277,32.415,2.262,1.292,0.72,13,9.8,110,82.923,NA,NA,NA,NA,1660,46711,35.213,1.251,1537,1.159,0.017,60.1,"tests performed",NA,NA,77.78,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/21","EE",1324820,17,3,1552,43,4181.04775078511,3993.96719212865,4376.89130967257,0,873.735087009552,2123.23646424051,0.0031559364674334,0.00301472440945083,0.00330376300906732,0,0.000659512301300971,0.00160266033441562,"2020-W17","2020-04-21","EE","Estonia",110,13,1.6606029498347,0.603855618121707
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-22,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,3,2,0,1,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1559,44,77.78,77.78,77.38,77.38,59.44,59.44,58.97,58.97,62.5,62.5,7,1,22.7142857142857,1.28571428571429,1324820,"EE","EST","Europe","Estonia","2020-04-22",1559,7,22.714,44,1,1.286,1175.239,5.277,17.123,33.169,0.754,0.969,0.71,12,9.046,110,82.923,NA,NA,NA,NA,1732,48443,36.518,1.306,1461,1.101,0.016,64.3,"tests performed",NA,NA,77.78,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/22","EE",1324820,7,1,1559,44,4177.93684183684,3994.94438098857,4369.31145711175,94.4633945802161,968.198481589768,2068.51592866297,0.00315358829262604,0.00301546201067962,0.00329804158837559,7.13028144051389e-05,0.00073081511570611,0.00156135620587172,"2020-W17","2020-04-22","EE","Estonia",110,12,1.6606029498347,0.603855618121707
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-23,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,3,2,0,1,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1592,45,77.78,77.78,77.38,77.38,59.44,59.44,58.97,58.97,62.5,62.5,33,1,22.5714285714286,1.28571428571429,1324820,"EE","EST","Europe","Estonia","2020-04-23",1592,33,22.571,45,1,1.286,1200.115,24.877,17.015,33.923,0.754,0.969,0.71,11,8.292,108,81.415,NA,NA,NA,NA,1243,49686,37.455,0.937,1396,1.052,0.016,61.8,"tests performed",NA,NA,77.78,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/23","EE",1324820,33,1,1592,45,4251.15049792925,4068.80703321272,4441.66567952825,80.0092880917637,1048.20776968153,1898.31569040654,0.00320885138956934,0.00307121498257327,0.00335265596800188,6.03925726451621e-05,0.000791207688351272,0.00143288574327572,"2020-W17","2020-04-23","EE","Estonia",108,11,1.6606029498347,0.603855618121707
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-24,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,3,2,0,1,569170000,0,2,1,2,0,0,0,0,NA,0,NA,NA,1605,46,77.78,77.78,77.38,77.38,59.44,59.44,58.97,58.97,62.5,62.5,13,1,20.8571428571429,1.14285714285714,1324820,"EE","EST","Europe","Estonia","2020-04-24",1605,13,20.857,46,1,1.143,1209.915,9.8,15.723,34.677,0.754,0.862,0.7,10,7.538,100,75.384,NA,NA,NA,NA,1228,50914,38.381,0.926,1258,0.948,0.017,60.3,"tests performed",NA,NA,77.78,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/24","EE",1324820,13,1,1605,46,4276.54704541393,4096.83398386175,4464.14345899347,25.3965474846782,1073.60431716621,1509.59059547801,0.00322802119941873,0.00309237027208357,0.0033696226347681,1.9169809849397e-05,0.000810377498200669,0.00113946845267886,"2020-W17","2020-04-24","EE","Estonia",100,10,1.6606029498347,0.603855618121707
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-25,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,3,2,0,1,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1635,46,77.78,77.78,77.38,77.38,59.44,59.44,58.97,58.97,62.5,62.5,30,0,17.5714285714286,1.14285714285714,1324820,"EE","EST","Europe","Estonia","2020-04-25",1635,30,17.571,46,0,1.143,1232.531,22.615,13.246,34.677,0,0.862,0.69,11,8.292,97,73.123,NA,NA,NA,NA,678,51592,38.892,0.511,1244,0.938,0.014,70.8,"tests performed",NA,NA,77.78,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/25","EE",1324820,30,0,1635,46,4258.53606135197,4079.43506556918,4445.50019655843,0,1073.60431716621,1350.02003409713,0.00321442615702659,0.00307923722888331,0.0033555503363162,0,0.000810377498200669,0.00101902147770801,"2020-W17","2020-04-25","EE","Estonia",97,11,1.6606029498347,0.603855618121707
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-26,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,3,2,0,1,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1643,49,77.78,77.78,77.38,77.38,59.44,59.44,58.97,58.97,62.5,62.5,8,3,16.4285714285714,1.28571428571429,1324820,"EE","EST","Europe","Estonia","2020-04-26",1643,8,16.429,49,3,1.286,1238.561,6.031,12.385,36.938,2.262,0.969,0.66,11,8.292,96,72.369,8.01,6.039,22.029,16.606,555,52147,39.311,0.418,1227,0.925,0.013,74.7,"tests performed",NA,NA,77.78,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/26","EE",1324820,8,3,1643,49,4461.2725903469,4284.6678606594,4645.15658451004,166.714560871013,1240.31887803722,1240.31887803722,0.0033674556470667,0.00323415094930587,0.00350625487576428,0.000125839405255818,0.000936216903456487,0.000936216903456487,"2020-W17","2020-04-26","EE","Estonia",96,11,1.6606029498347,0.603855618121707
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-27,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,2,2,0,2,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1647,50,75,75,73.81,73.81,61.11,61.11,57.05,57.05,87.5,87.5,4,1,16,1.42857142857143,1324820,"EE","EST","Europe","Estonia","2020-04-27",1647,4,16,50,1,1.429,1241.577,3.015,12.061,37.692,0.754,1.077,0.65,12,9.046,90,67.846,NA,NA,NA,NA,1279,53426,40.275,0.964,1196,0.902,0.013,74.8,"tests performed",NA,NA,75,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,"2020/04/27","EE",1324820,115,9,1633,49,1643,49,1643,1643,0.00124016847571746,8.68042451049954e-05,0.00124016847571746,0.00124016847571746,"2020/04/27","EE",1324820,4,1,1647,50,4470.69063758192,4297.01920012504,4651.38130552942,27.4290312969788,1267.7479093342,1267.7479093342,0.00337456457298495,0.00324347398146544,0.00351095341671278,2.0703968310396e-05,0.000956920871766883,0.000956920871766883,"2020-W18","2020-04-27","EE","Estonia",90,12,1.81156685436512,0.603855618121707
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-28,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,2,2,0,2,37815296,0,2,1,2,0,0,0,0,NA,0,NA,NA,1660,50,75,75,73.81,73.81,61.11,61.11,57.05,57.05,87.5,87.5,13,0,15.4285714285714,1,1324820,"EE","EST","Europe","Estonia","2020-04-28",1660,13,15.429,50,0,1,1251.377,9.8,11.631,37.692,0,0.754,0.64,13,9.8,87,65.584,NA,NA,NA,NA,1956,55382,41.749,1.475,1239,0.934,0.012,80.3,"tests performed",NA,NA,75,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/28","EE",1324820,13,0,1660,50,4420.10703605453,4248.28144878877,4598.88226467413,0,873.929305029408,1267.7479093342,0.00333638308302602,0.00320668577526666,0.00347132611575469,0,0.000659658900854009,0.000956920871766883,"2020-W18","2020-04-28","EE","Estonia",87,13,1.81156685436512,0.603855618121707
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-29,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,2,2,0,2,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1666,50,75,75,73.81,73.81,61.11,61.11,57.05,57.05,87.5,87.5,6,0,15.2857142857143,0.857142857142857,1324820,"EE","EST","Europe","Estonia","2020-04-29",1666,6,15.286,50,0,0.857,1255.9,4.523,11.523,37.692,0,0.646,0.64,12,9.046,77,58.046,NA,NA,NA,NA,1831,57213,43.13,1.38,1253,0.945,0.012,82,"tests performed",NA,NA,75,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/29","EE",1324820,6,0,1666,50,4357.55886421995,4188.06023639538,4533.91741840966,0,510.63262440454,1267.7479093342,0.00328917050181908,0.00316122962847434,0.00342228938150818,0,0.000385435473803642,0.000956920871766883,"2020-W18","2020-04-29","EE","Estonia",77,12,1.81156685436512,0.603855618121707
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-04-30,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,2,2,0,2,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1689,52,75,75,73.81,73.81,61.11,61.11,57.05,57.05,87.5,87.5,23,2,13.8571428571429,1,1324820,"EE","EST","Europe","Estonia","2020-04-30",1689,23,13.857,52,2,1,1273.238,17.338,10.446,39.2,1.508,0.754,0.64,9,6.785,72,54.277,NA,NA,NA,NA,1335,58548,44.136,1.006,1266,0.954,0.011,91.4,"tests performed",NA,NA,75,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/30","EE",1324820,23,2,1689,52,4518.93389902817,4349.61070176384,4694.84857012721,0,508.047092438021,1267.7479093342,0.00341097952856099,0.00328317107362799,0.00354376335662748,0,0.000383483863798872,0.000956920871766883,"2020-W18","2020-04-30","EE","Estonia",72,9,1.81156685436512,0.603855618121707
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-05-01,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,2,2,0,2,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1694,52,75,75,73.81,73.81,61.11,61.11,57.05,57.05,87.5,87.5,5,0,12.7142857142857,0.857142857142857,1324820,"EE","EST","Europe","Estonia","2020-05-01",1694,5,12.714,52,0,0.857,1277.007,3.769,9.585,39.2,0,0.646,0.62,9,6.785,75,56.538,NA,NA,NA,NA,765,59313,44.713,0.577,1200,0.905,0.011,94.4,"tests performed",NA,NA,75,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/01","EE",1324820,5,0,1694,52,4462.6605180418,4295.353878079,4636.48385315245,0,394.012822324649,1267.7479093342,0.00336850328198683,0.00324221696387359,0.00349970852882086,0,0.000297408570465912,0.000956920871766883,"2020-W18","2020-05-01","EE","Estonia",75,9,1.81156685436512,0.603855618121707
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-05-02,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,2,2,0,2,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1699,53,75,75,73.81,73.81,61.11,61.11,57.05,57.05,87.5,87.5,5,1,9.14285714285714,1,1324820,"EE","EST","Europe","Estonia","2020-05-02",1699,5,9.143,53,1,1,1280.777,3.769,6.892,39.954,0.754,0.754,0.61,9,6.785,77,58.046,NA,NA,NA,NA,832,60145,45.34,0.627,1222,0.921,0.007,133.7,"tests performed",NA,NA,75,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/02","EE",1324820,5,1,1699,53,4495.59259121513,4330.0438095531,4667.47073126595,0,394.012822324649,1267.7479093342,0.00339336105373948,0.0032684016013897,0.00352309802936697,0,0.000297408570465912,0.000956920871766883,"2020-W18","2020-05-02","EE","Estonia",77,9,1.81156685436512,0.603855618121707
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-05-03,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,2,2,0,2,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1700,55,75,75,73.81,73.81,61.11,61.11,57.05,57.05,87.5,87.5,1,2,8.14285714285714,0.857142857142857,1324820,"EE","EST","Europe","Estonia","2020-05-03",1700,1,8.143,55,2,0.857,1281.53,0.754,6.138,41.461,1.508,0.646,0.6,9,6.785,77,58.046,8.01,6.039,24.031,18.116,671,60816,45.846,0.506,1238,0.933,0.007,152,"tests performed",NA,NA,75,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/03","EE",1324820,1,2,1700,55,4604.40160334403,4440.73225912308,4774.10320816404,35.1106864121011,429.12350873675,1302.8585957463,0.00347549222033486,0.00335195140405721,0.0036035863046784,2.65022315575709e-05,0.000323910802023483,0.000983423103324453,"2020-W18","2020-05-03","EE","Estonia",77,9,1.81156685436512,0.603855618121707
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-05-04,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,2,2,0,2,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1703,55,75,75,73.81,73.81,61.11,61.11,57.05,57.05,87.5,87.5,3,0,8,0.714285714285714,1324820,"EE","EST","Europe","Estonia","2020-05-04",1703,3,8,55,0,0.714,1283.792,2.262,6.031,41.461,0,0.538,0.61,10,7.538,69,52.015,NA,NA,NA,NA,1876,62692,47.26,1.414,1324,0.998,0.006,165.5,"tests performed",NA,NA,75,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,"2020/05/04","EE",1324820,57,6,1529,55,1700,55,1700,1700,0.00128319318850863,4.30247127911716e-05,0.00128319318850863,0.00128319318850863,"2020/05/04","EE",1324820,3,0,1703,55,4554.33294912729,4392.36872929998,4722.26943816079,48.531625133267,383.191739289801,957.571616574776,0.00343769942265914,0.00331544566756237,0.00356446116314729,3.66326181166249e-05,0.000289240605734969,0.000722793750528204,"2020-W19","2020-05-04","EE","Estonia",69,10,0.45289171359128,0.377409761326067
"Estonia","EST",NA,NA,"NAT_TOTAL",2020-05-05,3,1,3,1,2,1,4,1,0,NA,2,0,2,0,2,2,0,2,0,0,2,1,2,0,0,0,0,NA,0,NA,NA,1711,55,75,75,73.81,73.81,61.11,61.11,57.05,57.05,87.5,87.5,8,0,7.28571428571429,0.714285714285714,1324820,"EE","EST","Europe","Estonia","2020-05-05",1711,8,7.286,55,0,0.714,1289.823,6.031,5.492,41.461,0,0.538,0.63,10,7.538,66,49.754,NA,NA,NA,NA,1762,64454,48.588,1.328,1296,0.977,0.006,177.9,"tests performed",NA,NA,75,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/05","EE",1324820,8,0,1711,55,4522.77842852673,4361.86788318625,4689.62500959667,0,303.182451198038,594.274935949908,0.00341388145448191,0.00329242303345832,0.00353982051116127,0,0.000228848033089807,0.000448570323477837,"2020-W19","2020-05-05","EE","Estonia",66,10,0.45289171359128,0.377409761326067
