"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases.x","deaths.x","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","cases.y","deaths.y","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active","year_week","hosp_occupancy","icu_occupancy","hosp_weekly_admission","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population.x","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_nottooworried","pct_worried_ill_covid19_notworried","pct_enough_toeat_very_worried","pct_enough_toeat_somewhat_worried","pct_enough_toeat_nottoo_worried","pct_enough_toeat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_nottoo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_nottooworried_past_smooth","pct_worried_ill_covid19_notworried_past_smooth","pct_enough_toeat_very_worried_past_smooth","pct_enough_toeat_somewhat_worried_past_smooth","pct_enough_toeat_nottoo_worried_past_smooth","pct_enough_toeat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_nottoo_worried_past_smooth","pct_finances_not_worried_past_smooth","population.y"
"Portugal","PRT",NA,NA,"NAT_TOTAL",2020-04-30,3,1,3,1,2,1,4,1,1,1,2,1,1,1,3,1,1,2,0,0,2,1,3,1,0,0,0,NA,0,NA,NA,25045,989,82.41,82.41,88.1,88.1,69.44,69.44,68.59,68.59,75,75,540,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,16,24692,989,204,95091.4168007605,94733.9790486998,95450.2031897927,285.370100513377,17096.557635409,25049.9299395743,0.00925318291036442,0.00921840125487792,0.00928809579940487,2.77688757412461e-05,0.00166363674304579,0.0024375657806041,"2020-W18",968,172,1.59585591250506,0.00659099231050897,0,0,0,0.00448953578921933,0,0,"PRT","Portugal",1132,0.001535,0.001638,0.003534,0.001764,0.001946,0.001844,0.004417,0.001971,0.468539,0.020879,0.490283,0.014858,0.275816,0.0187,0.303887,0.01367,NA,NA,NA,NA,0.001535,0.003534,0.001946,0.004417,0.468539,0.490283,0.275816,0.303887,NA,NA,10276617,1116,0.54,0.45,0.72,9.07,2.16,12.66,12.4,10.86,5.93,2.88,3.23,1.62,4.86,17.15,9.43,5,50,24.61,61.93,7.33,28.74,1.19,4.01,31.75,31.45,18.37,7.89,8.15,17.29,14.07,1.14,4.92,17.79,24.79,51.37,0.95,5.2,18.53,29.4,45.94,44.53,38.71,9.14,2.33,8.06,16.67,29.93,40.59,NA,NA,NA,NA,NA,0.54,0.45,0.72,9.07,2.16,12.66,12.4,10.86,5.93,2.88,3.23,1.62,4.86,17.15,9.43,5,50,24.61,61.93,7.33,28.74,1.19,4.01,31.75,31.45,18.37,7.89,8.15,17.29,14.07,1.14,4.92,17.79,24.79,51.37,0.95,5.2,18.53,29.4,45.94,44.53,38.71,9.14,2.33,8.06,16.67,29.93,40.59,NA,NA,NA,NA,NA,10276617
"Portugal","PRT",NA,NA,"NAT_TOTAL",2020-05-01,3,1,3,1,2,1,4,1,1,1,2,1,2,1,3,1,1,2,0,0,2,1,3,1,0,0,0,NA,0,NA,NA,25351,1007,87.96,87.96,91.67,91.67,72.78,72.78,72.44,72.44,75,75,306,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,18,24987,1007,187,95399.823361319,95044.3297205077,95756.6466525054,308.406560558506,15666.1940426602,23410.4028115119,0.00928319342457922,0.00924860094722881,0.00931791528793039,3.00105142147952e-05,0.00152445051155066,0.00227802620371197,"2020-W18",892,154,1.59585591250506,0.00659099231050897,0,0,0,0.00486054081174319,0,0,"PRT","Portugal",1239,0.002313,0.001934,0.002421,0.001396,0.002313,0.001934,0.002421,0.001396,0.471816,0.020094,0.515738,0.014198,0.307333,0.018572,0.322841,0.013283,0,0,0,0,0.002313,0.002421,0.002313,0.002421,0.471816,0.515738,0.307333,0.322841,0,0,10276617,1217,0.25,0.25,0.33,10.51,3.07,14.84,15.73,9.28,5.88,2.99,2.98,2.24,4.81,17.47,10.76,6.77,40,25.95,62.98,5.43,29.69,0.42,4.15,33.47,31.96,20.54,7.07,7.23,18.08,12.16,0.86,5.85,17.54,24.51,51.25,1.11,4.97,19.11,29.73,45.07,42.73,42.48,8.13,2.47,8.71,18,29.75,39.61,NA,NA,NA,NA,NA,0.25,0.25,0.33,10.51,3.07,14.84,15.73,9.28,5.88,2.99,2.98,2.24,4.81,17.47,10.76,6.77,40,25.95,62.98,5.43,29.69,0.42,4.15,33.47,31.96,20.54,7.07,7.23,18.08,12.16,0.86,5.85,17.54,24.51,51.25,1.11,4.97,19.11,29.73,45.07,42.73,42.48,8.13,2.47,8.71,18,29.75,39.61,NA,NA,NA,NA,NA,10276617
"Portugal","PRT",NA,NA,"NAT_TOTAL",2020-05-02,3,1,3,1,2,1,4,1,1,1,2,1,2,1,3,1,1,2,0,0,2,1,3,1,0,0,0,NA,0,NA,NA,25190,1023,87.96,87.96,91.67,91.67,72.78,72.78,72.44,72.44,75,75,-161,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,0,25351,1007,127,94408.3677533789,94056.3308675934,94761.7222534899,0,14157.9769768763,23025.617015486,0.00918671657738913,0.00915246047095006,0.00922110089862159,0,0.0013776884919304,0.0022405833569049,"2020-W18",855,150,1.59585591250506,0.00659099231050897,0,0,0,0.00515051104120678,0,0,"PRT","Portugal",1129,0.002001,0.001941,0.001771,0.001252,0.002001,0.001941,0.001771,0.001252,0.546188,0.021626,0.542073,0.014828,0.257373,0.018991,0.278122,0.013335,0,0,0,0,0.002001,0.001771,0.002001,0.001771,0.546188,0.542073,0.257373,0.278122,0,0,10276617,1123,0.18,0.18,0.27,7.7,1.88,11.83,10.84,9.03,4.21,3.58,3.05,1.08,4.3,16.2,9.29,4.9,25,21.71,60.24,7.46,27.74,1.45,3.81,28.68,36.15,18.7,9.88,6.14,14.51,11.84,0.65,4.92,17.44,25.6,51.39,0.83,6.31,17.81,30.61,44.43,42.48,42.48,8.46,2.49,8.55,15.58,29.56,42.39,NA,NA,NA,NA,NA,0.18,0.18,0.27,7.7,1.88,11.83,10.84,9.03,4.21,3.58,3.05,1.08,4.3,16.2,9.29,4.9,25,21.71,60.24,7.46,27.74,1.45,3.81,28.68,36.15,18.7,9.88,6.14,14.51,11.84,0.65,4.92,17.44,25.6,51.39,0.83,6.31,17.81,30.61,44.43,42.48,42.48,8.46,2.49,8.55,15.58,29.56,42.39,NA,NA,NA,NA,NA,10276617
"Portugal","PRT",NA,NA,"NAT_TOTAL",2020-05-03,3,1,3,1,2,1,4,1,1,1,2,1,2,1,3,1,1,2,0,0,2,1,3,1,0,0,2,1,0,NA,NA,25282,1043,87.96,87.96,91.67,91.67,76.11,76.11,76.28,76.28,75,75,92,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-161,16,25190,1023,120,93093.5802883941,92749.0548949781,93439.3854549231,0,12878.3529677026,21712.5341935498,0.00905877686094501,0.00902525168496384,0.00909242656945599,0,0.00125317047114849,0.00211280951635639,"2020-W18",856,144,1.59585591250506,0.00659099231050897,0,0,0,0.00544706217602267,0,0,"PRT","Portugal",2454,0.002545,0.001583,0.002445,0.000997,0.003015,0.001722,0.002445,0.000997,0.519878,0.015694,0.551345,0.01004,0.270573,0.013955,0.301548,0.009264,0.020627,0.004465,0.028932,0.003384,0.002545,0.002445,0.003015,0.002445,0.519878,0.551345,0.270573,0.301548,0.020627,0.028932,10276617,2411,0.25,0.25,0.38,7.47,2.5,10.43,13.43,8.76,4.68,3.84,2.26,1.55,5.01,15.58,7.94,5.22,33.33,17.77,61.12,8.59,31.67,0.89,2.76,31.09,38.41,17.42,8.83,7.18,14.1,11.07,1.22,4.92,16.2,26.57,51.09,1.44,5.27,18.15,27.81,47.35,44.05,39.11,9.42,2.7,8.17,16.47,29.66,41.52,NA,NA,NA,NA,NA,0.25,0.25,0.38,7.47,2.5,10.43,13.43,8.76,4.68,3.84,2.26,1.55,5.01,15.58,7.94,5.22,33.33,17.77,61.12,8.59,31.67,0.89,2.76,31.09,38.41,17.42,8.83,7.18,14.1,11.07,1.22,4.92,16.2,26.57,51.09,1.44,5.27,18.15,27.81,47.35,44.05,39.11,9.42,2.7,8.17,16.47,29.66,41.52,NA,NA,NA,NA,NA,10276617
"Portugal","PRT",NA,NA,"NAT_TOTAL",2020-05-04,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,1,1,2,0,0,2,1,3,1,0,10819830,2,1,0,NA,NA,25524,1063,75,75,83.33,83.33,68.33,68.33,67.31,67.31,75,75,242,20,"2020/05/04","PT",10276617,1678,135,25279,1063,25524,1063,25524,25524,0.00248369672626702,0.000163283306169725,0.00248369672626702,0.00248369672626702,334,40,25524,1063,135,95901.4735458632,95553.2439712965,96250.9721912805,0,11414.4261141091,19716.5498500257,0.00933200814488496,0.00929812252137999,0.00936601725950092,0,0.00111071825622275,0.00191858369831489,"2020-W19",813,143,1.44016265274847,0.00659099231050897,0,0,0,0.00570776625465856,0,0,"PRT","Portugal",2654,0.000551,0.000665,0.000754,0.000533,0.000743,0.000772,0.001507,0.000753,0.560011,0.014067,0.58101,0.009577,0.309676,0.013103,0.339864,0.009194,0.480734,0.014159,0.52939,0.009689,0.000551,0.000754,0.000743,0.001507,0.560011,0.58101,0.309676,0.339864,0.480734,0.52939,10276617,2598,0.12,0.04,0.19,7.92,2.86,13.33,13.19,9.42,4.79,3.17,3.48,1.51,6.11,18.11,9.14,5.1,35.42,19.56,57.71,7.01,36.04,0.82,3.76,35.45,40.61,19.01,8.89,6.62,9.62,12.2,0.97,5.63,17.3,25.5,50.6,1.25,6.47,18.76,28.28,45.24,43.65,40.34,9.24,2.5,9.08,15.55,30.83,40.61,NA,NA,NA,NA,NA,0.12,0.04,0.19,7.92,2.86,13.33,13.19,9.42,4.79,3.17,3.48,1.51,6.11,18.11,9.14,5.1,35.42,19.56,57.71,7.01,36.04,0.82,3.76,35.45,40.61,19.01,8.89,6.62,9.62,12.2,0.97,5.63,17.3,25.5,50.6,1.25,6.47,18.76,28.28,45.24,43.65,40.34,9.24,2.5,9.08,15.55,30.83,40.61,NA,NA,NA,NA,NA,10276617
"Portugal","PRT",NA,NA,"NAT_TOTAL",2020-05-05,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,1,1,2,0,0,2,1,3,1,0,0,2,1,0,NA,NA,25702,1074,75,75,83.33,83.33,68.33,68.33,67.31,67.31,75,75,178,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25524,1063,115,94001.3962555491,93659.8884198992,94344.1493158494,0,10004.7749141081,17404.9641959675,0.00914711487793591,0.00911388333533294,0.00918046759121697,0,0.000973547512192791,0.00169364725726058,"2020-W19",818,134,1.44016265274847,0.00659099231050897,0,0,0,0.00598375211180896,0,0,"PRT","Portugal",2610,0.000986,0.000891,0.001533,0.000766,0.002429,0.001397,0.002682,0.001012,0.604282,0.013879,0.632567,0.009437,0.328891,0.013334,0.339847,0.009271,0.50589,0.01419,0.545594,0.009746,0.000986,0.001533,0.002429,0.002682,0.604282,0.632567,0.328891,0.339847,0.50589,0.545594,10276617,2558,0.27,0.2,0.39,7.21,3.45,13.64,11.79,10.43,6.23,3.84,2.9,1.45,6.31,17.36,8.46,5.48,38.18,23.29,57.77,9.12,34.7,1.12,3.51,35.31,44.02,20.45,9.93,5.82,5.86,11.18,1.39,5.73,17.14,27.17,48.57,1.59,6.21,18.07,29.31,44.81,44.84,39.8,8.91,2.15,9.62,15.79,30.61,39.95,NA,NA,NA,NA,NA,0.27,0.2,0.39,7.21,3.45,13.64,11.79,10.43,6.23,3.84,2.9,1.45,6.31,17.36,8.46,5.48,38.18,23.29,57.77,9.12,34.7,1.12,3.51,35.31,44.02,20.45,9.93,5.82,5.86,11.18,1.39,5.73,17.14,27.17,48.57,1.59,6.21,18.07,29.31,44.81,44.84,39.8,8.91,2.15,9.62,15.79,30.61,39.95,NA,NA,NA,NA,NA,10276617
"Portugal","PRT",NA,NA,"NAT_TOTAL",2020-05-06,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,1,1,2,0,0,2,1,3,1,0,0,2,1,0,NA,NA,26182,1089,75,75,83.33,83.33,68.33,68.33,67.31,67.31,75,75,480,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,11,25702,1074,101,93889.910149761,93550.4139432066,94230.6383944156,0,8167.69882610653,17404.9641959675,0.00913626635591859,0.00910323056149768,0.00916942203785697,0,0.00079478478434163,0.00169364725726058,"2020-W19",838,136,1.44016265274847,0.00651937703730532,0,0,0,0.00616655497939333,0,0,"PRT","Portugal",2567,0.002828,0.00163,0.001169,0.000674,0.006131,0.002396,0.001948,0.00087,0.655525,0.014585,0.688352,0.009142,0.338384,0.014523,0.368913,0.009523,0.468832,0.015317,0.503311,0.009868,0.002828,0.001169,0.006131,0.001948,0.655525,0.688352,0.338384,0.368913,0.468832,0.503311,10276617,2530,0.16,0.08,0.4,7.57,2.5,13.11,12.51,8.75,4.8,2.77,2.1,1.51,5.79,18.52,8.05,5.42,36.21,25.81,61.12,10.33,36.79,1.14,4.19,38.76,50.2,19.92,6.72,5.45,4.43,9.57,1,4.72,16.08,25.98,52.21,1.5,5.68,16.99,28.3,47.54,42.85,38.7,10.59,2.61,7.23,15.38,29.41,43.16,NA,NA,NA,NA,NA,0.16,0.08,0.4,7.57,2.5,13.11,12.51,8.75,4.8,2.77,2.1,1.51,5.79,18.52,8.05,5.42,36.21,25.81,61.12,10.33,36.79,1.14,4.19,38.76,50.2,19.92,6.72,5.45,4.43,9.57,1,4.72,16.08,25.98,52.21,1.5,5.68,16.99,28.3,47.54,42.85,38.7,10.59,2.61,7.23,15.38,29.41,43.16,NA,NA,NA,NA,NA,10276617
"Portugal","PRT",NA,NA,"NAT_TOTAL",2020-05-07,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,1,1,2,0,0,2,1,3,1,0,0,2,1,0,NA,NA,26715,1105,75,75,83.33,83.33,68.33,68.33,67.31,67.31,75,75,533,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,15,26182,1089,100,95353.8631090859,95011.3152499101,95697.6459689089,0,1505.80216714453,15666.1940426602,0.00927872111114834,0.00924538836563726,0.00931217403245726,0,0.000146527029969545,0.00152445051155066,"2020-W19",874,135,1.44016265274847,0.00644930132568972,0,0,0,0.0063524712628863,0,0,"PRT","Portugal",2463,0.001894,0.001279,0.001624,0.000811,0.001894,0.001279,0.001624,0.000811,0.691745,0.013582,0.724726,0.009,0.310779,0.013613,0.342672,0.009563,0.483811,0.014699,0.515631,0.01007,0.001894,0.001624,0.001894,0.001624,0.691745,0.724726,0.310779,0.342672,0.483811,0.515631,10276617,2406,0.21,0.21,0.21,8.22,3.49,15.68,13.13,10.05,5.45,3.4,3.65,2.02,6.29,18.26,6.62,6.04,22.22,26.28,62.25,10.17,38.5,1.4,5.06,35.82,51.79,22.49,8.27,4.45,2.45,7.86,1.17,5.13,17.45,27.24,49,1.26,6.12,17.06,30.44,45.12,44.51,39.4,8.89,2.83,8.73,16.21,29.93,41.27,3.21,NA,NA,NA,NA,0.21,0.21,0.21,8.22,3.49,15.68,13.13,10.05,5.45,3.4,3.65,2.02,6.29,18.26,6.62,6.04,22.22,26.28,62.25,10.17,38.5,1.4,5.06,35.82,51.79,22.49,8.27,4.45,2.45,7.86,1.17,5.13,17.45,27.24,49,1.26,6.12,17.06,30.44,45.12,44.51,39.4,8.89,2.83,8.73,16.21,29.93,41.27,3.21,NA,NA,NA,NA,10276617
"Portugal","PRT",NA,NA,"NAT_TOTAL",2020-05-08,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,1,1,2,0,0,2,1,3,1,0,0,2,1,0,NA,NA,27268,1114,75,75,83.33,83.33,68.33,68.33,67.31,67.31,75,75,553,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,16,26715,1105,98,97173.8157722895,96827.115631926,97521.7573106492,0,790.65376014648,14157.9769768763,0.00945581758785887,0.00942208079097684,0.00948967518305384,0,7.69371632850072e-05,0.0013776884919304,"2020-W19",842,127,1.44016265274847,0.00644930132568972,0,0,0,0.00660667241708277,0,0,"PRT","Portugal",2488,0.005202,0.00205,0.00201,0.000898,0.00253,0.001431,0.002814,0.001062,0.712126,0.012901,0.755225,0.00862,0.314485,0.01323,0.359727,0.009622,0.476107,0.014231,0.524116,0.010012,0.005202,0.00201,0.00253,0.002814,0.712126,0.755225,0.314485,0.359727,0.476107,0.524116,10276617,2453,0.25,0.16,0.33,8.27,3.05,16.28,14.46,11.81,5.77,2.93,2.85,1.81,7.04,18.72,6.99,5.9,16,27.52,60.76,11.71,38.99,1.38,4.09,37.36,57.24,19.53,7.22,3.71,1.63,7.91,1.03,4.68,16.22,27.85,50.21,1.2,5.61,17.4,29.78,46.02,44.76,39.62,8.19,2.53,9.05,17.61,29.19,39.83,3.54,NA,NA,NA,NA,0.232734644341589,0.181110673735285,0.300066741728354,8.28053265116478,3.08574212946161,15.6884361448383,12.8737051543918,11.7952441080115,5.37731862791636,3.13017653127888,2.92838767216644,1.61785990185462,7.04024764825355,18.7812049788306,6.79331164744562,5.99495890757631,25.4337735714741,27.4906229620266,61.2341107079497,11.312971180364,39.2784577744305,1.35201962217653,4.40507608621134,37.1756891585431,57.1254947936093,20.2266283529946,7.39416235503747,3.71,1.86553549219026,8.21163601853227,1.04525475275222,4.93250397313989,16.3050470626905,26.8571432553004,50.0463536653877,1.33160492168324,6.04030455294314,17.1630579317094,30.0198324954933,46.0027292400829,44.7970436104052,39.6200615742868,8.48590143777323,2.63669125740452,8.87061476707384,16.862142601848,29.4644402396789,41.3191909864962,3.54,NA,NA,NA,NA,10276617
"Portugal","PRT",NA,NA,"NAT_TOTAL",2020-05-09,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,1,1,2,0,0,2,1,3,1,0,0,2,1,0,NA,NA,27406,1126,75,75,83.33,83.33,68.33,68.33,67.31,67.31,75,75,138,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553,9,27268,1114,107,98460.6088157192,98110.5899122243,98811.8764450949,0,790.65376014648,12878.3529677026,0.00958103321508617,0.00954697347504771,0.00961521446650147,0,7.69371632850072e-05,0.00125317047114849,"2020-W19",815,120,1.44016265274847,0.00644930132568972,0,0,0,0.00664123684733685,0,0,"PRT","Portugal",2575,0.003304,0.001719,0.00233,0.00095,0.003237,0.001702,0.00233,0.00095,0.719958,0.013455,0.775922,0.008217,0.365898,0.014434,0.39767,0.009645,0.456807,0.014927,0.500583,0.009853,0.003304,0.00233,0.003237,0.00233,0.719958,0.775922,0.365898,0.39767,0.456807,0.500583,10276617,2539,0.2,0.2,0.32,8.46,2.9,15.61,12.7,10.65,5.31,3.58,2.66,1.99,5.29,16.99,6.24,6.43,32.93,27.54,66.35,10.4,42.84,1.01,4.36,41.22,58.53,20.56,6.62,3.62,1.18,6.46,0.7,4.75,17.25,25.63,51.67,1.32,4.82,17.58,27.34,48.95,44.07,39.39,9.37,2.84,7.96,15.28,31.55,41.12,3.06,NA,NA,NA,NA,0.228391192006919,0.185822628447867,0.313550663348644,8.45908876240268,3.04145131138591,15.8225960829679,12.7186678892251,10.7060935625849,5.35728794894997,3.17275027695643,2.86415713329087,1.73711746945097,5.36868119176796,17.593796394803,6.29020238278187,6.2177205274039,27.23706199731,27.58246652987,65.5635085894999,11.2060444742116,42.2456967593219,1.30652080172927,4.37789410232466,40.9234161973276,59.3626446319181,21.165495211264,6.77797085099691,3.62,1.19831562604227,7.06220155072467,0.757220725437679,4.99367721596164,17.0655160465948,26.6729619282634,50.793895693597,1.26060327027951,5.56978488752667,17.4846113141344,27.661224636519,47.7293931315527,44.2249602764059,39.4871693135986,9.15602333734703,2.77344630652916,8.69186884600733,16.209873004334,30.1999139330773,41.3810264566989,3.06,NA,NA,NA,NA,10276617
"Portugal","PRT",NA,NA,"NAT_TOTAL",2020-05-10,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,1,1,2,0,0,2,1,3,1,0,0,2,1,0,NA,NA,27581,1135,75,75,83.33,83.33,68.33,68.33,67.31,67.31,75,75,175,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,12,27406,1126,103,98482.1167448587,98133.7288083244,98831.7415054269,2166.72218302857,2957.37594317505,13581.1482971377,0.00958312611483514,0.00954922508139833,0.00961714750150043,0.000210840024789147,0.000287777188074154,0.0013215582810119,"2020-W19",797,112,1.44016265274847,0.00644930132568972,0,0,0,0.00675647299671889,0,0,"PRT","Portugal",2617,0.000333,0.000519,0.000382,0.000382,0.00065,0.000725,0.000764,0.00054,0.735747,0.012542,0.776844,0.008139,0.362771,0.013676,0.407719,0.009606,0.468237,0.014193,0.511655,0.009771,0.000333,0.000382,0.00065,0.000764,0.735747,0.776844,0.362771,0.407719,0.468237,0.511655,10276617,2571,0.08,0.04,0.2,8.03,2.96,14.35,14.31,10.06,5.82,3.58,2.76,1.54,7.22,17.7,5.46,5.44,24.59,21.4,62.36,11.22,43.27,1.27,3.84,42.13,58.85,19.8,6.38,3.54,1.71,7.04,0.69,4.52,15.64,27.82,51.32,1.1,5.37,18.1,29.13,46.3,41.81,42.2,9.3,2.33,7.93,16.14,31.39,40.84,3.08,NA,NA,NA,NA,0.200446621733423,0.139816038320348,0.235393511840575,7.83471167143602,3.03655253646858,15.3673657266448,13.3296536481048,9.97364000623552,5.56105767081005,3.21071643304715,2.83130700273187,1.65498850417493,6.56380649508369,17.5388496240834,5.62637818404625,6.15301537656028,25.9291818558097,21.471860638586,63.4723988995502,11.565027095583,43.5997028938645,1.34262434319658,3.95126633330701,41.3957450114042,59.5968476002416,21.0554736960355,6.35300643296242,3.54,0.908423052077704,6.73591642923217,0.655309054121494,4.6179926114593,15.8948628526272,26.9829815544433,51.1862092375242,1.16534413149917,5.46294794784363,18.0029374529768,28.6315202170774,47.0660582647426,41.9808647438723,42.1993128583304,9.2024006028757,2.52204488112257,8.39782758795934,16.1874914468635,30.8195080517416,41.3699899847165,3.08,NA,NA,NA,NA,10276617
