"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active","year_week","hosp_occupancy","hosp_weekly_admission","icu_weekly_admission"
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-02-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,3.89,3.89,4.49,4.49,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W08",NA,0,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-02-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,3.89,3.89,4.49,4.49,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W08",NA,0,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-02-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,3.89,3.89,4.49,4.49,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W08",NA,0,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,3.89,3.89,4.49,4.49,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W08",NA,0,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,3.89,3.89,4.49,4.49,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W08",NA,0,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,3.89,3.89,4.49,4.49,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,0,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,3.89,3.89,4.49,4.49,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,0,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,0,0,8.33,8.33,11.9,11.9,7.22,7.22,8.33,8.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,0,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,0,0,8.33,8.33,11.9,11.9,7.22,7.22,8.33,8.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,0,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,0,0,8.33,8.33,11.9,11.9,7.22,7.22,8.33,8.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,0,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,0,0,8.33,8.33,11.9,11.9,7.22,7.22,8.33,8.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,0,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,1,0,8.33,8.33,11.9,11.9,7.22,7.22,8.33,8.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,0,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,0,1,0,1891352,0,0,NA,0,NA,NA,1,0,8.33,8.33,11.9,11.9,7.22,7.22,8.33,8.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020-W09",NA,0,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,1,0,8.33,8.33,11.9,11.9,7.22,7.22,8.33,8.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W10",NA,0.15625260421007,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,1,0,8.33,8.33,11.9,11.9,7.22,7.22,8.33,8.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W10",NA,0.15625260421007,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,1,0,8.33,8.33,11.9,11.9,7.22,7.22,8.33,8.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W10",NA,0.15625260421007,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,1,0,8.33,8.33,11.9,11.9,7.22,7.22,8.33,8.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W10",NA,0.15625260421007,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,2,0,8.33,8.33,11.9,11.9,7.22,7.22,8.33,8.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020-W10",NA,0.15625260421007,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,6,0,8.33,8.33,11.9,11.9,7.22,7.22,8.33,8.33,0,0,"2020/03/09","LV",1919968,3,0,3,0,3,0,3,3,1.5625260421007e-06,1.5625260421007e-06,1.5625260421007e-06,1.5625260421007e-06,1,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020-W11",NA,0.31250520842014,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,8,0,8.33,8.33,11.9,11.9,7.22,7.22,8.33,8.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,6,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020-W11",NA,0.31250520842014,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,1,1,0,0,0,0,NA,0,NA,NA,10,0,11.11,11.11,16.67,16.67,8.89,8.89,10.26,10.26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,8,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020-W11",NA,0.31250520842014,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,1,0,0,1,1,1,0,0,0,0,NA,0,NA,NA,10,0,11.11,11.11,16.67,16.67,12.22,12.22,10.26,10.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,10,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W11",NA,0.31250520842014,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-13,3,1,1,1,2,1,2,1,0,NA,1,1,0,NA,2,0,NA,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,17,0,51.85,51.85,64.29,64.29,36.67,36.67,38.46,38.46,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W11",NA,0.31250520842014,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-14,3,1,1,1,2,1,3,1,0,NA,1,1,0,NA,2,2,0,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,26,0,54.63,54.63,64.29,64.29,43.33,43.33,40.38,40.38,62.5,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,19,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W11",NA,0.31250520842014,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-15,3,1,1,1,2,1,3,1,0,NA,1,1,0,NA,2,2,0,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,30,0,54.63,54.63,64.29,64.29,43.33,43.33,40.38,40.38,62.5,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,26,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W11",NA,0.31250520842014,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-16,3,1,1,1,2,1,3,1,0,NA,1,1,0,NA,2,2,0,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,34,0,54.63,54.63,64.29,64.29,43.33,43.33,40.38,40.38,62.5,62.5,"2020/03/16","LV",1919968,28,0,31,0,31,0,31,31,1.61461024350406e-05,1.45835763929399e-05,1.61461024350406e-05,1.61461024350406e-05,5,0,31,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W11",NA,0.31250520842014,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-17,3,1,1,1,2,1,3,1,0,NA,1,1,0,NA,4,2,0,1,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,49,0,60.19,60.19,71.43,71.43,46.67,46.67,44.23,44.23,62.5,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,36,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",NA,0.833347222453708,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-18,3,1,1,1,2,1,3,1,0,NA,1,1,0,NA,4,2,0,1,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,71,0,60.19,60.19,71.43,71.43,50,50,48.08,48.08,62.5,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,61,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",NA,0.833347222453708,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-19,3,1,1,1,2,1,3,1,0,NA,1,1,0,NA,4,2,0,1,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,86,0,60.19,60.19,71.43,71.43,50,50,48.08,48.08,62.5,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,71,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",NA,0.833347222453708,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-20,3,1,1,1,2,1,3,1,0,NA,1,1,0,NA,4,2,0,1,2241094221.93,0,2,1,1,1,0,0,0,NA,0,NA,NA,111,0,60.19,60.19,71.43,71.43,50,50,48.08,48.08,62.5,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,86,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",NA,0.833347222453708,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-21,3,1,1,1,2,1,3,1,0,NA,1,1,0,NA,4,2,0,1,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,124,0,60.19,60.19,71.43,71.43,50,50,48.08,48.08,62.5,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,111,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",NA,0.833347222453708,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-22,3,1,1,1,2,1,3,1,0,NA,1,1,0,NA,4,2,0,1,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,139,0,60.19,60.19,71.43,71.43,50,50,48.08,48.08,62.5,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,124,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",NA,0.833347222453708,NA
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-23,3,1,1,1,2,1,3,1,0,NA,1,1,0,NA,4,2,0,1,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,180,0,60.19,60.19,71.43,71.43,50,50,48.08,48.08,62.5,62.5,"2020/03/23","LV",1919968,108,0,139,0,139,0,139,139,7.23970399506658e-05,5.62509375156253e-05,7.23970399506658e-05,7.23970399506658e-05,15,0,139,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",NA,1.51044184069735,0.15625260421007
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-24,3,1,2,1,2,1,3,1,0,NA,1,1,0,NA,4,2,0,1,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,197,0,63.89,63.89,75,75,52.22,52.22,50.64,50.64,62.5,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0,180,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",NA,1.51044184069735,0.15625260421007
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-25,3,1,2,1,2,1,3,1,0,NA,1,1,0,NA,4,2,0,1,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,221,0,63.89,63.89,75,75,52.22,52.22,50.64,50.64,62.5,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,197,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",NA,1.51044184069735,0.15625260421007
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-26,3,1,2,1,2,1,3,1,0,NA,1,1,0,NA,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,244,0,63.89,63.89,75,75,55.56,55.56,50.64,50.64,87.5,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,221,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",NA,1.51044184069735,0.15625260421007
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-27,3,1,2,1,2,1,3,1,1,1,1,1,0,NA,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,280,0,69.44,69.44,84.52,84.52,58.89,58.89,54.49,54.49,87.5,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,244,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",NA,1.51044184069735,0.15625260421007
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-28,3,1,2,1,2,1,3,1,1,1,1,1,0,NA,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,305,0,69.44,69.44,84.52,84.52,58.89,58.89,54.49,54.49,87.5,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,280,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",NA,1.51044184069735,0.15625260421007
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-29,3,1,2,1,2,1,3,1,1,1,1,1,0,NA,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,347,0,69.44,69.44,84.52,84.52,58.89,58.89,54.49,54.49,87.5,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,305,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",NA,1.51044184069735,0.15625260421007
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-30,3,1,2,1,2,1,3,1,1,1,1,1,0,NA,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,376,0,69.44,69.44,84.52,84.52,58.89,58.89,54.49,54.49,87.5,87.5,"2020/03/30","LV",1919968,237,0,376,0,376,0,376,376,0.000195836597276621,0.000123439557325955,0.000195836597276621,0.000195836597276621,71,0,376,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W14",28,1.45835763929399,0.208336805613427
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-03-31,3,1,2,1,2,1,3,1,1,1,1,1,0,NA,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,398,0,69.44,69.44,84.52,84.52,58.89,58.89,54.49,54.49,87.5,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,376,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W14",27,1.45835763929399,0.208336805613427
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-04-01,3,1,2,1,2,1,3,1,1,1,1,1,0,NA,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,446,0,69.44,69.44,84.52,84.52,58.89,58.89,54.49,54.49,87.5,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,398,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W14",28,1.45835763929399,0.208336805613427
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-04-02,3,1,2,1,2,1,3,1,1,1,1,1,0,NA,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,458,0,69.44,69.44,84.52,84.52,58.89,58.89,54.49,54.49,87.5,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,446,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W14",29,1.45835763929399,0.208336805613427
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-04-03,3,1,2,1,2,1,3,1,1,1,1,1,0,NA,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,493,1,69.44,69.44,84.52,84.52,58.89,58.89,54.49,54.49,87.5,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,458,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W14",31,1.45835763929399,0.208336805613427
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-04-04,3,1,2,1,2,1,3,1,1,1,1,1,0,NA,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,509,1,69.44,69.44,84.52,84.52,58.89,58.89,54.49,54.49,87.5,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,493,1,1,168.541194552443,23.9157201001989,1187.75993957749,168.541194552443,168.541194552443,168.541194552443,8.77833352183177e-05,1.24563118240507e-05,0.000618635279117929,8.77833352183177e-05,8.77833352183177e-05,8.77833352183177e-05,"2020-W14",29,1.45835763929399,0.208336805613427
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-04-05,3,1,2,1,2,1,3,1,1,1,1,1,0,NA,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,533,1,69.44,69.44,84.52,84.52,58.89,58.89,54.49,54.49,87.5,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,509,1,1,157.528038128872,22.3335501117695,1111.1123252928,0,168.541194552443,168.541194552443,8.20472206457983e-05,1.16322512207336e-05,0.00057871398132302,0,8.77833352183177e-05,8.77833352183177e-05,"2020-W14",36,1.45835763929399,0.208336805613427
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-04-06,3,1,2,1,2,1,3,1,1,1,1,1,0,NA,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,542,1,69.44,69.44,84.52,84.52,58.89,58.89,54.49,54.49,87.5,87.5,"2020/04/06","LV",1919968,157,1,533,1,533,1,533,533,0.000277608793479891,8.17721962032701e-05,0.000277608793479891,0.000277608793479891,24,0,533,1,1,150.462195031931,21.3158051311107,1062.06976441088,0,168.541194552443,168.541194552443,7.83670326963424e-05,1.11021668752347e-05,0.000553170555139917,0,8.77833352183177e-05,8.77833352183177e-05,"2020-W15",44,1.30210503508392,0.0520842014033567
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-04-07,3,1,2,1,2,1,3,1,1,1,1,1,0,NA,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,548,2,69.44,69.44,84.52,84.52,58.89,58.89,54.49,54.49,87.5,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,542,1,1,140.615755790235,19.9088952692234,993.163634098032,0,168.541194552443,168.541194552443,7.32385934506383e-05,1.03693891092057e-05,0.000517281347448516,0,8.77833352183177e-05,8.77833352183177e-05,"2020-W15",41,1.30210503508392,0.0520842014033567
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-04-08,3,1,2,1,2,1,3,1,1,1,1,1,0,NA,4,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,577,2,69.44,69.44,84.52,84.52,58.89,58.89,54.49,54.49,87.5,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,548,2,2,263.243551715033,99.2538022382234,698.18148984582,37.6847624562992,206.225957008742,206.225957008742,0.000137108301656607,5.16955502582457e-05,0.000363642253332254,1.96278075761155e-05,0.000107411142794433,0.000107411142794433,"2020-W15",39,1.30210503508392,0.0520842014033567
"Latvia","LVA",NA,NA,"NAT_TOTAL",2020-04-09,3,1,2,1,2,1,3,1,1,1,1,1,0,NA,4,2,0,2,572912500,0,2,1,1,1,0,0,0,NA,0,NA,NA,589,3,69.44,69.44,84.52,84.52,58.89,58.89,54.49,54.49,87.5,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,577,2,2,258.615473569214,97.4676880471832,686.196261647779,52.3895165604722,258.615473569214,258.615473569214,0.000134697804114034,5.07652669456903e-05,0.000357399842938934,2.72866613196012e-05,0.000134697804114034,0.000134697804114034,"2020-W15",38,1.30210503508392,0.0520842014033567
