"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","hosp_date","hosp_year_week","hosp_countrycode","hosp_countryname","hosp_hosp_occupancy","hosp_icu_occupancy"
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-16,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,1,1,0,NA,NA,3444,69,79.63,79.63,80.95,80.95,71.67,71.67,67.31,67.31,100,100,71,0,47,2.42857142857143,"LUX","Europe","Luxembourg","2020-04-16",3444,71,47,69,0,2.429,5501.808,113.423,75.083,110.228,0,3.88,0.7,32,51.12,170,271.576,NA,NA,NA,NA,958,29869,47.716,1.53,638,1.019,0.074,13.6,"tests performed",NA,NA,79.63,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/16","LU",61573,71,0,3444,69,6868.00152271814,6668.26485952408,7073.72096186131,0,0,0,0.111542421560069,0.108298521422118,0.114883487273014,0,0,0,"2020-04-16","2020-W16","LU","Luxembourg",170,32
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-17,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,1,1,0,NA,NA,3480,72,79.63,79.63,80.95,80.95,71.67,71.67,67.31,67.31,100,100,36,3,36.7142857142857,2.57142857142857,"LUX","Europe","Luxembourg","2020-04-17",3480,36,36.714,72,3,2.571,5559.319,57.51,58.651,115.02,4.793,4.108,0.68,30,47.925,154,246.016,NA,NA,NA,NA,1032,30901,49.365,1.649,687,1.097,0.053,18.7,"tests performed",NA,NA,79.63,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/17","LU",61573,36,3,3480,72,7029.30586618422,6832.80347355862,7231.45940777921,0,0,0,0.114162146820591,0.110970774098365,0.117445299202235,0,0,0,"2020-04-17","2020-W16","LU","Luxembourg",154,30
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-18,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,1,1,0,NA,NA,3537,72,79.63,79.63,80.95,80.95,71.67,71.67,67.31,67.31,100,100,57,0,38.1428571428571,1.42857142857143,"LUX","Europe","Luxembourg","2020-04-18",3537,57,38.143,72,0,1.429,5650.376,91.058,60.933,115.02,0,2.282,0.67,31,49.523,167,266.783,NA,NA,NA,NA,528,31429,50.208,0.843,718,1.147,0.053,18.8,"tests performed",NA,NA,79.63,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/18","LU",61573,57,0,3537,72,6948.172192362,6753.79701302274,7148.14151530231,0,0,0,0.112844464170367,0.109687639274077,0.116092142908455,0,0,0,"2020-04-18","2020-W16","LU","Luxembourg",167,31
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-19,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,1,1,0,NA,NA,3550,73,79.63,79.63,80.95,80.95,71.67,71.67,67.31,67.31,100,100,13,1,38.4285714285714,1,"LUX","Europe","Luxembourg","2020-04-19",3550,13,38.429,73,1,1,5671.144,20.768,61.39,116.618,1.598,1.598,0.65,30,47.925,162,258.796,NA,NA,NA,NA,191,31620,50.513,0.305,716,1.144,0.054,18.6,"tests performed",NA,NA,79.63,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/19","LU",61573,13,1,3550,73,6887.85227256937,6697.53476700342,7083.57785053583,0,0,0,0.111864815301664,0.108773890617696,0.115043571866497,0,0,0,"2020-04-19","2020-W16","LU","Luxembourg",162,30
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-20,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3558,75,70.37,70.37,76.19,76.19,69.44,69.44,64.74,64.74,100,100,8,2,38,0.857142857142857,"LUX","Europe","Luxembourg","2020-04-20",3558,8,38,75,2,0.857,5683.924,12.78,60.705,119.813,3.195,1.369,0.64,31,49.523,161,257.198,NA,NA,NA,NA,933,32553,52.004,1.49,837,1.337,0.045,22,"tests performed",NA,NA,70.37,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,"2020/04/20","LU",613894,269,7,3549,73,3550,73,3550,3550,0.00578275728383076,0.000438186397000134,0.00578275728383076,0.00578275728383076,"2020/04/20","LU",61573,8,2,3558,75,6920.32269478226,6733.80981024442,7112.00160822185,0,0,0,0.112392163688342,0.109363029416212,0.115505198840756,0,0,0,"2020-04-20","2020-W17","LU","Luxembourg",161,31
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-21,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3618,78,70.37,70.37,76.19,76.19,69.44,69.44,64.74,64.74,100,100,60,3,44.4285714285714,1.57142857142857,"LUX","Europe","Luxembourg","2020-04-21",3618,60,44.429,78,3,1.571,5779.774,95.85,70.975,124.605,4.793,2.51,0.64,31,49.523,157,250.808,NA,NA,NA,NA,754,33307,53.208,1.205,749,1.197,0.059,16.9,"tests performed",NA,NA,70.37,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/21","LU",61573,60,3,3618,78,7154.10377746805,6968.18119153632,7344.98708514471,0,0,0,0.116188975321457,0.113169428020988,0.119289089132326,0,0,0,"2020-04-21","2020-W17","LU","Luxembourg",157,31
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-22,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3654,80,70.37,70.37,76.19,76.19,69.44,69.44,64.74,64.74,100,100,36,2,40.1428571428571,1.57142857142857,"LUX","Europe","Luxembourg","2020-04-22",3654,36,40.143,80,2,1.571,5837.284,57.51,64.128,127.8,3.195,2.51,0.63,28,44.73,153,244.418,NA,NA,NA,NA,1141,34448,55.031,1.823,791,1.264,0.051,19.7,"tests performed",NA,NA,70.37,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/22","LU",61573,36,2,3654,80,7256.43494910795,7072.19305686138,7445.47663606963,0,0,0,0.117850924091858,0.11485867274392,0.120921128352843,0,0,0,"2020-04-22","2020-W17","LU","Luxembourg",153,28
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-23,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3665,83,70.37,70.37,76.19,76.19,69.44,69.44,64.74,64.74,100,100,11,3,31.5714285714286,2,"LUX","Europe","Luxembourg","2020-04-23",3665,11,31.571,83,3,2,5854.857,17.573,50.436,132.593,4.793,3.195,0.61,24,38.34,136,217.261,NA,NA,NA,NA,793,35241,56.298,1.267,767,1.225,0.041,24.3,"tests performed",NA,NA,70.37,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/23","LU",61573,11,3,3665,83,7403.36639843823,7221.69178762511,7589.61135996483,0,0,0,0.120237220834428,0.117286664408509,0.123262003799796,0,0,0,"2020-04-23","2020-W17","LU","Luxembourg",136,24
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-24,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3695,85,70.37,70.37,76.19,76.19,69.44,69.44,64.74,64.74,100,100,30,2,30.7142857142857,1.85714285714286,"LUX","Europe","Luxembourg","2020-04-24",3695,30,30.714,85,2,1.857,5902.782,47.925,49.066,135.788,3.195,2.967,0.6,25,39.938,134,214.066,NA,NA,NA,NA,1316,36557,58.4,2.102,808,1.291,0.038,26.3,"tests performed",NA,NA,70.37,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/24","LU",61573,30,2,3695,85,7503.08156805936,7322.93877746892,7687.65583431658,0,0,0,0.121856683417396,0.118931005107253,0.124854332813353,0,0,0,"2020-04-24","2020-W17","LU","Luxembourg",134,25
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-25,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3711,85,70.37,70.37,76.19,76.19,69.44,69.44,64.74,64.74,100,100,16,0,24.8571428571429,1.85714285714286,"LUX","Europe","Luxembourg","2020-04-25",3711,16,24.857,85,0,1.857,5928.342,25.56,39.709,135.788,0,2.967,0.59,23,36.743,121,193.298,NA,NA,NA,NA,609,37166,59.373,0.973,820,1.31,0.03,33,"tests performed",NA,NA,70.37,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/25","LU",61573,16,0,3711,85,7405.95097304639,7228.05998686449,7588.22006386801,0,0,0,0.120279196612905,0.117390089598761,0.12323940792016,0,0,0,"2020-04-25","2020-W17","LU","Luxembourg",121,23
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-26,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3723,88,70.37,70.37,76.19,76.19,69.44,69.44,64.74,64.74,100,100,12,3,24.7142857142857,2.14285714285714,"LUX","Europe","Luxembourg","2020-04-26",3723,12,24.714,88,3,2.143,5947.512,19.17,39.481,140.58,4.793,3.423,0.58,20,31.95,120,191.701,NA,NA,NA,NA,132,37298,59.584,0.211,811,1.296,0.03,32.8,"tests performed",NA,NA,70.37,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/26","LU",61573,12,3,3723,88,7568.52999230783,7392.4664917244,7748.78672883929,0,0,0,0.12291962373618,0.120060196705121,0.125847152629225,0,0,0,"2020-04-26","2020-W17","LU","Luxembourg",120,20
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-27,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3729,88,70.37,70.37,76.19,76.19,69.44,69.44,64.74,64.74,100,100,6,0,24.4285714285714,1.85714285714286,"LUX","Europe","Luxembourg","2020-04-27",3729,6,24.429,88,0,1.857,5957.097,9.585,39.025,140.58,0,2.967,0.58,20,31.95,109,174.128,NA,NA,NA,NA,769,38067,60.812,1.228,788,1.259,0.031,32.3,"tests performed",NA,NA,70.37,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,"2020/04/27","LU",613894,173,15,3718,88,3723,88,3723,3723,0.0060645648923104,0.00028180760847964,0.0060645648923104,0.0060645648923104,"2020/04/27","LU",61573,6,0,3729,88,7467.50841850513,7293.72767045898,7645.42967600762,0,0,0,0.121278943993392,0.118456590883325,0.124168542640567,0,0,0,"2020-04-27","2020-W18","LU","Luxembourg",109,20
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-28,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3741,89,70.37,70.37,76.19,76.19,69.44,69.44,64.74,64.74,100,100,12,1,17.5714285714286,1.57142857142857,"LUX","Europe","Luxembourg","2020-04-28",3741,12,17.571,89,1,1.571,5976.267,19.17,28.07,142.178,1.598,2.51,0.59,22,35.145,114,182.116,NA,NA,NA,NA,1728,39795,63.573,2.76,927,1.481,0.019,52.8,"tests performed",NA,NA,70.37,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/28","LU",61573,12,1,3741,89,7472.21336174165,7300.0871688802,7648.39805768444,0,0,0,0.121355356434503,0.118559874764592,0.124216751785433,0,0,0,"2020-04-28","2020-W18","LU","Luxembourg",114,22
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-29,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3769,89,70.37,70.37,76.19,76.19,69.44,69.44,64.74,64.74,100,100,28,0,16.4285714285714,1.28571428571429,"LUX","Europe","Luxembourg","2020-04-29",3769,28,16.429,89,0,1.286,6020.998,44.73,26.245,142.178,0,2.054,0.59,24,38.34,102,162.946,NA,NA,NA,NA,1889,41684,66.59,3.018,1034,1.652,0.016,62.9,"tests performed",NA,NA,70.37,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/29","LU",61573,28,0,3769,89,7432.766404038,7261.49362648702,7608.07889653454,0,0,0,0.120714702938593,0.117933081488429,0.123561932933827,0,0,0,"2020-04-29","2020-W18","LU","Luxembourg",102,24
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-30,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3784,90,70.37,70.37,76.19,76.19,69.44,69.44,64.74,64.74,100,100,15,1,17,1,"LUX","Europe","Luxembourg","2020-04-30",3784,15,17,90,1,1,6044.96,23.963,27.158,143.775,1.598,1.598,0.59,24,38.34,91,145.373,NA,NA,NA,NA,1970,43654,69.737,3.147,1202,1.92,0.014,70.7,"tests performed",NA,NA,70.37,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/30","LU",61573,15,1,3784,90,7457.63508618782,7287.52078689969,7631.72040328413,0,0,0,0.121118592340601,0.118355785602451,0.123945891921526,0,0,0,"2020-04-30","2020-W18","LU","Luxembourg",91,24
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-01,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3802,92,70.37,70.37,76.19,76.19,69.44,69.44,64.74,64.74,100,100,18,2,15.2857142857143,1,"LUX","Europe","Luxembourg","2020-05-01",3802,18,15.286,92,2,1,6073.715,28.755,24.419,146.97,3.195,1.598,0.59,25,39.938,104,166.141,NA,NA,NA,NA,1395,45049,71.966,2.229,1213,1.938,0.013,79.4,"tests performed",NA,NA,70.37,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/01","LU",61573,18,2,3802,92,7575.31029675016,7405.9686287971,7748.52405786786,504.802861882353,504.802861882353,504.802861882353,0.12302974187956,0.120279483357918,0.125842886620237,0.00819844512826,0.00819844512826,0.00819844512826,"2020-05-01","2020-W18","LU","Luxembourg",104,25
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-02,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3812,92,70.37,70.37,76.19,76.19,69.44,69.44,64.74,64.74,100,100,10,0,14.4285714285714,1,"LUX","Europe","Luxembourg","2020-05-02",3812,10,14.429,92,0,1,6089.69,15.975,23.05,146.97,0,1.598,0.59,24,38.34,98,156.556,NA,NA,NA,NA,696,45745,73.078,1.112,1226,1.959,0.012,85,"tests performed",NA,NA,70.37,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/02","LU",61573,10,0,3812,92,7516.52507044458,7348.4529516105,7688.44129596553,952.817755453101,1457.62061733545,1457.62061733545,0.122075017790989,0.119345377870341,0.124867089405511,0.0154746034049519,0.0236730485332119,0.0236730485332119,"2020-05-02","2020-W18","LU","Luxembourg",98,24
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-03,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3824,96,70.37,70.37,76.19,76.19,69.44,69.44,64.74,64.74,100,100,12,4,14.4285714285714,1.14285714285714,"LUX","Europe","Luxembourg","2020-05-03",3824,12,14.429,96,4,1.143,6108.86,19.17,23.05,153.361,6.39,1.826,0.59,23,36.743,96,153.361,NA,NA,NA,NA,240,45985,73.461,0.383,1241,1.983,0.012,86,"tests performed",NA,NA,70.37,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/03","LU",61573,12,4,3824,96,7791.22565684752,7623.73289649924,7962.39821882973,274.700586402942,1732.3212037384,1732.3212037384,0.126536398370187,0.123816167743966,0.129316392230844,0.00446138057919774,0.0281344291124096,0.0281344291124096,"2020-05-03","2020-W18","LU","Luxembourg",96,23
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-04,2,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3828,96,66.67,66.67,72.62,72.62,67.22,67.22,62.18,62.18,100,100,4,0,14.1428571428571,1.14285714285714,"LUX","Europe","Luxembourg","2020-05-04",3828,4,14.143,96,0,1.143,6115.25,6.39,22.593,153.361,0,1.826,0.59,22,35.145,93,148.568,NA,NA,NA,NA,1040,47025,75.123,1.661,1280,2.045,0.011,90.5,"tests performed",NA,NA,66.67,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,"2020/05/04","LU",613894,101,8,3747,95,3824,96,3824,3824,0.00622908840939967,0.000164523517089269,0.00622908840939967,0.00622908840939967,"2020/05/04","LU",61573,4,0,3828,96,7727.91488528839,7561.74284197473,7897.73861956222,0,1732.3212037384,1732.3212037384,0.125508175422481,0.122809394409477,0.128266263127706,0,0.0281344291124096,0.0281344291124096,"2020-05-04","2020-W19","LU","Luxembourg",93,22
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-05,2,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3840,96,66.67,66.67,72.62,72.62,67.22,67.22,62.18,62.18,100,100,12,0,14.1428571428571,1,"LUX","Europe","Luxembourg","2020-05-05",3840,12,14.143,96,0,1,6134.42,19.17,22.593,153.361,0,1.598,0.6,20,31.95,101,161.348,NA,NA,NA,NA,1283,48308,77.172,2.05,1216,1.943,0.012,86,"tests performed",NA,NA,66.67,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/05","LU",61573,12,0,3840,96,7685.75806353815,7520.45559412025,7854.69394399795,0,1732.3212037384,1732.3212037384,0.124823511336757,0.122138852973223,0.127567179510466,0,0.0281344291124096,0.0281344291124096,"2020-05-05","2020-W19","LU","Luxembourg",101,20
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-06,2,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3851,98,66.67,66.67,72.62,72.62,67.22,67.22,62.18,62.18,100,100,11,2,11.7142857142857,1.28571428571429,"LUX","Europe","Luxembourg","2020-05-06",3851,11,11.714,98,2,1.286,6151.993,17.573,18.714,156.556,3.195,2.054,0.61,21,33.548,96,153.361,NA,NA,NA,NA,1435,49743,79.465,2.292,1151,1.839,0.01,98.3,"tests performed",NA,NA,66.67,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/06","LU",61573,11,2,3851,98,7805.61119450826,7640.87959061993,7973.89428759331,0,1732.3212037384,1732.3212037384,0.12677003223017,0.12409464522794,0.129503098559325,0,0.0281344291124096,0.0281344291124096,"2020-05-06","2020-W19","LU","Luxembourg",96,21
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-07,2,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3859,100,66.67,66.67,72.62,72.62,67.22,67.22,62.18,62.18,100,100,8,2,10.7142857142857,1.42857142857143,"LUX","Europe","Luxembourg","2020-05-07",3859,8,10.714,100,2,1.429,6164.773,12.78,17.116,159.751,3.195,2.282,0.61,16,25.56,83,132.593,NA,NA,NA,NA,1324,51067,81.58,2.115,1059,1.692,0.01,98.8,"tests performed",NA,NA,66.67,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/07","LU",61573,8,2,3859,100,7921.92300197193,7757.80727752193,8089.51058000739,0,1732.3212037384,1732.3212037384,0.128659038896463,0.125993654321244,0.131380809445819,0,0.0281344291124096,0.0281344291124096,"2020-05-07","2020-W19","LU","Luxembourg",83,16
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-08,2,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3871,100,66.67,66.67,72.62,72.62,67.22,67.22,62.18,62.18,100,100,12,0,9.85714285714286,1.14285714285714,"LUX","Europe","Luxembourg","2020-05-08",3871,12,9.857,100,0,1.143,6183.943,19.17,15.747,159.751,0,1.826,0.62,15,23.963,90,143.775,NA,NA,NA,NA,1320,52387,83.689,2.109,1048,1.674,0.009,106.3,"tests performed",NA,NA,66.67,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/08","LU",61573,12,0,3871,100,7890.96025170629,7727.45579874261,8057.92427879568,76.039112775411,1808.36031651381,1808.36031651381,0.128156176436202,0.125500719450776,0.130867819966474,0.0012349424711385,0.0293693715835481,0.0293693715835481,"2020-05-08","2020-W19","LU","Luxembourg",90,15
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-09,2,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3877,101,66.67,66.67,72.62,72.62,67.22,67.22,62.18,62.18,100,100,6,1,9.28571428571429,1.28571428571429,"LUX","Europe","Luxembourg","2020-05-09",3877,6,9.286,101,1,1.286,6193.528,9.585,14.834,161.348,1.598,2.054,0.63,14,22.365,82,130.995,NA,NA,NA,NA,737,53124,84.866,1.177,1054,1.684,0.009,113.5,"tests performed",NA,NA,66.67,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/09","LU",61573,6,1,3877,101,7929.70792037923,7766.88016600769,8095.94925614085,62.4431507562949,1870.8034672701,1870.8034672701,0.12878547285952,0.126141006057975,0.131485379243189,0.00101413201819458,0.0303835036017427,0.0303835036017427,"2020-05-09","2020-W19","LU","Luxembourg",82,14
