"Date","CountryName","RegionName","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings"
2020-11-01,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-04,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-05,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-06,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-07,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-08,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-10,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-11,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-12,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-13,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-14,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-15,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-16,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-17,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-18,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-19,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-20,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-23,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-24,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-26,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-27,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-28,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-30,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-01,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-03,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-04,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-05,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-07,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-08,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-10,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-11,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-12,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-14,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-15,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-17,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-18,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-19,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-20,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-21,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-22,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-23,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-24,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-25,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-26,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-27,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-29,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-30,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-31,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0
2021-01-01,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-02,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-03,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-04,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-05,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-06,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-07,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-08,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-09,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-10,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-11,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-12,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-13,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-14,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-15,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-16,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-17,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-18,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-19,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-20,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-21,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-22,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-23,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-24,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-25,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
2021-01-26,"Albania","",3,2,2,2,2,2,2,4,2,1,1,0
