Attribute,Best Lag,Miscoding
c1_school.closing,1,0.0004883197216088797
c1_flag,17,0.00015613430662055189
c2_workplace.closing,27,0.0024491594247486345
c3_cancel.public.events,1,0.0005234639404844432
c4_restrictions.on.gatherings,1,0.0024527118037786103
c5_close.public.transport,1,0.0031895488089378234
c5_flag,1,0.0002252860277133794
c6_stay.at.home.requirements,12,0.0022796220158790258
c6_flag,17,0.0003986476231508601
c7_restrictions.on.internal.movement,29,0.0016241127412819243
c8_international.travel.controls,1,0.003937056691691422
e1_income.support,1,0.0006564014047650979
e2_debt.contract.relief,1,0.0005234639404844432
e3_fiscal.measures,1,9.727254628468862e-06
h1_public.information.campaigns,1,0.0003743789975507921
h2_testing.policy,1,0.00041937841142774255
h3_contact.tracing,1,0.0018700731468055537
h6_facial.coverings,27,0.005243320346250113
confirmedcases,29,0.004127249414994761
confirmeddeaths,29,0.003601352375643727
stringencyindex,3,0.0019349019691634226
stringencyindexfordisplay,3,0.002056118888262715
stringencylegacyindex,1,0.0017778420466341828
stringencylegacyindexfordisplay,1,0.001883466572898087
governmentresponseindex,3,0.0012791547098211142
governmentresponseindexfordisplay,3,0.0013597255249075105
containmenthealthindex,3,0.0014120529028253113
containmenthealthindexfordisplay,15,0.0014364849619921977
economicsupportindex,1,0.0006564014047650967
economicsupportindexfordisplay,1,0.0006570166522818085
cases,29,0.0042476805279168086
deaths,29,0.003865500681333174
avgdeaths7days,29,0.004789910999066212
owid_total_cases,29,0.004101784665401182
owid_new_cases,29,0.004181587517987321
owid_new_cases_smoothed,24,0.00559785952857896
owid_total_deaths,29,0.0035662795497594015
owid_new_deaths,29,0.0037792297147910044
owid_new_deaths_smoothed,29,0.004771621104656494
owid_total_cases_per_million,29,0.004101784665401182
owid_new_cases_per_million,29,0.004181587517987321
owid_new_cases_smoothed_per_million,24,0.00559785952857896
owid_total_deaths_per_million,29,0.0035662795497594015
owid_new_deaths_per_million,29,0.0037792297147910044
owid_new_deaths_smoothed_per_million,29,0.004771621104656494
owid_reproduction_rate,4,0.0015472306240075775
owid_new_tests,29,0.0
owid_total_tests,26,0.00044153124031747956
owid_total_tests_per_thousand,26,0.00044153124031747956
owid_new_tests_per_thousand,29,0.0
owid_new_tests_smoothed,22,2.3870943758656535e-05
owid_new_tests_smoothed_per_thousand,22,2.3870943758656535e-05
owid_positive_rate,19,0.0
owid_tests_per_case,19,7.364691355653166e-05
owid_stringency_index,3,0.0020840157841013167
conf_cases,20,-4.748461637367932e-18
conf_deaths,14,3.69193350202955e-06
conf_cases_prev_week,18,7.497358684139909e-05
conf_deaths_prev_week,26,0.0
conf_cases_infected,10,0.002562812179993631
conf_cum_deaths,16,0.0010131282238620594
conf_cases_contagious,14,7.910832380585721e-05
conf_cases_active,14,0.0007943058423178792
conf_p_cases_infected,10,0.002562812179993631
conf_p_cases,16,-2.374230818683966e-18
conf_p_cases_contagious,14,7.910832380585721e-05
conf_p_cases_active,14,0.0007943058423178792
ccfr_cases,29,0.0042476805279168086
ccfr_deaths,29,0.003865500681333174
ccfr_cum_cases,29,0.004127249414994761
ccfr_cum_deaths,29,0.003601352375643727
ccfr_cases_infected,29,0.004047864412636552
ccfr_cases_infected_low,29,0.004042200129563136
ccfr_cases_infected_high,29,0.004031179246445755
ccfr_cases_daily,29,0.003303771165558924
ccfr_cases_contagious,29,0.0049955252122921
ccfr_cases_active,29,0.004903936845807084
ccfr_p_cases_infected,29,0.004047864412636552
ccfr_p_cases_infected_low,29,0.004042200129563136
ccfr_p_cases_infected_high,29,0.004031179246445755
ccfr_p_cases_daily,29,0.003303771165558924
ccfr_p_cases_contagious,29,0.0049955252122921
ccfr_p_cases_active,29,0.004903936845807084
umdapi_sample_size,2,0.0008403718277544863
umdapi_percent_cli,27,0.0034925582015562923
umdapi_cli_se,28,0.003059342215937152
umdapi_percent_cli_unw,1,0.004262337170079619
umdapi_cli_se_unw,2,0.0035914191426285515
umdapi_percent_ili,23,0.003779024628567702
umdapi_ili_se,27,0.0033093793892514417
umdapi_percent_ili_unw,24,0.0042786926081917025
umdapi_ili_se_unw,27,0.0036834123940869207
umdapi_percent_mc,29,0.002712624447008897
umdapi_mc_se,2,0.0010593420222702278
umdapi_percent_mc_unw,5,0.0028030360931230003
umdapi_mc_se_unw,1,0.0009395552502406956
umdapi_percent_dc,29,0.0007296019259479976
umdapi_dc_se,7,0.0007608703260822262
umdapi_percent_dc_unw,28,0.0010398509120467796
umdapi_dc_se_unw,2,0.0009043613541660695
umdapi_percent_hf,22,0.0004552096149967002
umdapi_hf_se,29,0.0010561798370620555
umdapi_percent_hf_unw,18,0.0004774629982259106
umdapi_hf_se_unw,2,0.0006460551012486854
umdapi_percent_cli_smooth,1,0.006144494366477805
umdapi_percent_cli_smooth_low,1,0.006019110094256164
umdapi_percent_cli_smooth_high,1,0.00619511288430738
umdapi_percent_cli_unw_smooth,29,0.006325914333663833
umdapi_percent_cli_unw_smooth_low,1,0.006225367124412721
umdapi_percent_cli_unw_smooth_high,29,0.006325914333663833
umdapi_percent_ili_smooth,1,0.006121387292014089
umdapi_percent_ili_smooth_low,1,0.005755894812768378
umdapi_percent_ili_smooth_high,1,0.006070419558051275
umdapi_percent_ili_unw_smooth,1,0.006251084902821351
umdapi_percent_ili_unw_smooth_low,1,0.005867296811764835
umdapi_percent_ili_unw_smooth_high,1,0.006275830989730487
umdapi_percent_mc_smooth,28,0.0034182955378189305
umdapi_percent_mc_smooth_low,28,0.0033293371799268407
umdapi_percent_mc_smooth_high,26,0.003459767500498134
umdapi_percent_mc_unw_smooth,29,0.003290148729298805
umdapi_percent_mc_unw_smooth_low,29,0.003231105998762187
umdapi_percent_mc_unw_smooth_high,27,0.003364152387634899
umdapi_percent_dc_smooth,8,0.002525229989821383
umdapi_percent_dc_smooth_low,8,0.0026277846197929537
umdapi_percent_dc_smooth_high,12,0.002677628925503363
umdapi_percent_dc_unw_smooth,9,0.0029590031711122194
umdapi_percent_dc_unw_smooth_low,9,0.002910257125024242
