Attribute,Best Lag,Miscoding
c1_school.closing,1,0.0031751938123421907
c2_workplace.closing,27,0.0032025901400392544
c2_flag,16,0.0005240893160150696
c3_cancel.public.events,29,0.002248663764158512
c3_flag,10,0.0008152411871973596
c4_restrictions.on.gatherings,21,0.0031305325886481546
c4_flag,1,9.217589830373003e-05
c5_close.public.transport,21,0.001230284649297112
c5_flag,1,0.0013605245203240468
c6_stay.at.home.requirements,29,0.002742694134251413
c6_flag,29,0.00040690190557552346
c7_restrictions.on.internal.movement,12,0.0033763659334491757
c7_flag,13,7.472930330618428e-05
c8_international.travel.controls,11,0.00042384084796677637
e1_income.support,22,0.0012295994145496746
e2_debt.contract.relief,24,0.0002944572804104051
e3_fiscal.measures,29,0.0004353066706139056
e4_international.support,25,3.514431621617977e-05
h1_public.information.campaigns,29,0.0008783384952773273
h2_testing.policy,10,0.0012845628910731737
h3_contact.tracing,1,0.001200879533150676
h4_emergency.investment.in.healthcare,1,0.00023736246843163484
h5_investment.in.vaccines,7,3.150017807043716e-05
h6_facial.coverings,1,0.0012940105923199207
confirmedcases,29,0.004768881648537605
confirmeddeaths,24,0.0023833526505269436
stringencyindex,17,0.004725354368402672
stringencyindexfordisplay,2,0.004562938704070342
stringencylegacyindex,2,0.0041430538108603735
stringencylegacyindexfordisplay,2,0.00397748216603997
governmentresponseindex,13,0.0032901336448743603
governmentresponseindexfordisplay,13,0.0032949885214040293
containmenthealthindex,3,0.0036035239457583718
containmenthealthindexfordisplay,3,0.003681246358140415
economicsupportindex,22,0.0012295994145496746
economicsupportindexfordisplay,23,0.001449275081499496
cases,29,0.0024493849757863504
deaths,22,0.0006241311532059449
avgdeaths7days,28,0.001481458363551968
owid_total_cases,1,0.005671065563112251
owid_new_cases,29,0.002230095433606042
owid_new_cases_smoothed,27,0.0030711025949154164
owid_total_deaths,29,0.003920040954939384
owid_new_deaths,23,0.0006767391227838995
owid_new_deaths_smoothed,28,0.0016231721355708967
owid_total_cases_per_million,1,0.005671065563112251
owid_new_cases_per_million,29,0.002230095433606042
owid_new_cases_smoothed_per_million,27,0.0030711025949154164
owid_total_deaths_per_million,29,0.003920040954939384
owid_new_deaths_per_million,23,0.0006767391227838995
owid_new_deaths_smoothed_per_million,28,0.0016231721355708967
owid_reproduction_rate,6,0.0024330502286142985
owid_icu_patients,29,0.0028109998006450305
owid_icu_patients_per_million,29,0.0028109998006450305
owid_hosp_patients,26,0.0019352013371076611
