Attribute,Best Lag,Miscoding
c1_school.closing,1,0.0015770817845493683
c2_workplace.closing,29,0.003903535715863038
c2_flag,29,0.0008284316915651521
c3_cancel.public.events,9,0.0018329316699592663
c4_restrictions.on.gatherings,21,0.0011006725680406
c4_flag,16,0.0006267940122338899
c5_close.public.transport,16,0.002778402356556268
c5_flag,6,0.0008773410261507267
c6_stay.at.home.requirements,29,0.0028357383257954475
c6_flag,20,0.00015470399657718553
c7_restrictions.on.internal.movement,29,0.0020742171339639256
c7_flag,23,0.0007502240679918941
c8_international.travel.controls,1,0.004215209698043284
e1_income.support,26,0.0007220326502011625
e2_debt.contract.relief,29,0.0010688450365723917
e3_fiscal.measures,2,7.842161032131612e-05
h1_public.information.campaigns,29,0.00123220657805783
h2_testing.policy,29,0.0022262564058547867
h3_contact.tracing,23,0.0003135705533017302
h4_emergency.investment.in.healthcare,1,2.2835533955496257e-05
h6_facial.coverings,1,0.0012950067386715617
confirmedcases,29,0.0034718930609130777
confirmeddeaths,29,0.0044321403110957214
stringencyindex,1,0.004157552706975539
stringencyindexfordisplay,1,0.004266815966029284
stringencylegacyindex,4,0.0036179733766352126
stringencylegacyindexfordisplay,5,0.0037622908648256423
governmentresponseindex,14,0.004580051172438368
governmentresponseindexfordisplay,1,0.005050295288542354
containmenthealthindex,1,0.003313498619629214
containmenthealthindexfordisplay,1,0.0034080446623678835
economicsupportindex,29,0.0018706631208848129
economicsupportindexfordisplay,29,0.0018489789564162982
cases,28,0.001343584749555576
deaths,15,0.001132381412450028
avgdeaths7days,29,0.0030375215156100833
owid_total_cases,28,0.003852613027032388
owid_new_cases,28,0.001119802988339099
owid_new_cases_smoothed,25,0.002154557005078398
owid_total_deaths,23,0.005100817763209616
owid_new_deaths,16,0.000997527455284599
owid_new_deaths_smoothed,26,0.0027457282886693087
owid_total_cases_per_million,28,0.003852613027032388
owid_new_cases_per_million,28,0.001119802988339099
owid_new_cases_smoothed_per_million,25,0.002154557005078398
owid_total_deaths_per_million,23,0.005100817763209616
owid_new_deaths_per_million,16,0.000997527455284599
owid_new_deaths_smoothed_per_million,26,0.0027457282886693087
owid_reproduction_rate,3,0.003511693081316364
owid_stringency_index,1,0.0043392413875279175
conf_cases,22,0.00012656828899524513
conf_deaths,23,0.00017159143302287292
conf_cases_prev_week,17,4.600722506874595e-05
conf_deaths_prev_week,17,4.600722506874595e-05
conf_cases_infected,14,0.001138317809753521
conf_cum_deaths,14,0.001138317809753521
conf_cases_contagious,14,0.0008830879722080656
conf_cases_active,14,0.001138317809753521
conf_p_cases_infected,14,0.001138317809753521
conf_p_cases,22,0.00012656828899524513
conf_p_cases_contagious,14,0.0008830879722080656
conf_p_cases_active,14,0.001138317809753521
ccfr_cases,28,0.001343584749555576
ccfr_deaths,15,0.001132381412450028
ccfr_cum_cases,29,0.0034718930609130777
ccfr_cum_deaths,29,0.0044321403110957214
ccfr_cases_infected,28,0.004940725952618428
ccfr_cases_infected_low,21,0.0053409024730125725
ccfr_cases_infected_high,22,0.005358841949711566
ccfr_cases_daily,27,0.0014740407013390322
ccfr_cases_contagious,24,0.003023209758575135
ccfr_cases_active,29,0.003947301661165168
ccfr_p_cases_infected,28,0.004940725952618428
ccfr_p_cases_infected_low,21,0.0053409024730125725
ccfr_p_cases_infected_high,22,0.005358841949711566
ccfr_p_cases_daily,27,0.0014740407013390322
ccfr_p_cases_contagious,24,0.003023209758575135
ccfr_p_cases_active,29,0.003947301661165168
umdapi_sample_size,23,0.0020936844617691426
umdapi_percent_cli,24,0.0005696896456262404
umdapi_cli_se,24,0.000960907246082793
umdapi_percent_cli_unw,24,0.0009799961625623658
umdapi_cli_se_unw,27,0.0012908014071635542
umdapi_percent_ili,23,0.0008390251458828248
umdapi_ili_se,22,0.001089770510871643
umdapi_percent_ili_unw,24,0.001079596350422333
umdapi_ili_se_unw,6,0.0015697289840575159
umdapi_percent_mc,23,0.0008354699161482925
umdapi_mc_se,24,0.0012939567372378651
umdapi_percent_mc_unw,27,0.001664382900142299
umdapi_mc_se_unw,8,0.001199897519451833
umdapi_percent_dc,1,0.001578050624259612
umdapi_dc_se,27,0.0015039359093036392
umdapi_percent_dc_unw,4,0.001836854058675867
umdapi_dc_se_unw,27,0.001749385995591441
umdapi_percent_hf,2,0.0010772676515915108
umdapi_hf_se,25,0.0011654044723002875
umdapi_percent_hf_unw,18,0.0016473841223608081
umdapi_hf_se_unw,27,0.0017869159508175005
umdapi_percent_cli_smooth,3,0.0048984416779098644
umdapi_percent_cli_smooth_low,5,0.004945593076115577
umdapi_percent_cli_smooth_high,3,0.005130922480240378
umdapi_percent_cli_unw_smooth,1,0.004503848745464091
umdapi_percent_cli_unw_smooth_low,1,0.003917934823870036
umdapi_percent_cli_unw_smooth_high,1,0.004125713237432502
umdapi_percent_ili_smooth,1,0.004625015809242672
umdapi_percent_ili_smooth_low,1,0.004602981095805374
umdapi_percent_ili_smooth_high,23,0.004829282196421065
umdapi_percent_ili_unw_smooth,2,0.0043754746308014665
umdapi_percent_ili_unw_smooth_low,1,0.003780304356686224
umdapi_percent_ili_unw_smooth_high,2,0.004172177569477443
