Attribute,Best Lag,Miscoding
c1_school.closing,29,0.004605973573501246
c2_workplace.closing,1,0.0051032818792373525
c3_cancel.public.events,12,0.0012748583129801787
c4_restrictions.on.gatherings,12,0.0007162795555149281
c4_flag,20,0.0006691020310613806
c5_close.public.transport,4,0.0006401887155868364
c6_stay.at.home.requirements,1,0.000707809502749639
c7_restrictions.on.internal.movement,1,0.002022773082266408
c8_international.travel.controls,17,0.0020774854269683426
e3_fiscal.measures,10,7.205128692153572e-05
h1_public.information.campaigns,1,0.001093229329437464
h2_testing.policy,1,0.0010286082789717386
h3_contact.tracing,1,0.0010932293294374671
h4_emergency.investment.in.healthcare,1,3.64850271892696e-05
h6_facial.coverings,3,0.002551544364538664
confirmedcases,29,0.006578508533921665
confirmeddeaths,25,0.005137444219036833
stringencyindex,1,0.0031643126404705363
stringencyindexfordisplay,1,0.0032112743529423117
stringencylegacyindex,6,0.0017942031871947606
stringencylegacyindexfordisplay,6,0.0018205393644124513
governmentresponseindex,2,0.0021687682203847753
governmentresponseindexfordisplay,3,0.002165333256032695
containmenthealthindex,2,0.0021687682203847753
containmenthealthindexfordisplay,3,0.002165333256032695
cases,29,0.004689551850156754
deaths,27,0.0019450627019112915
avgdeaths7days,25,0.0037593405335181705
owid_total_cases,29,0.006438986140645858
owid_new_cases,29,0.004228854606432239
owid_new_cases_smoothed,28,0.0060198851461028815
owid_total_deaths,29,0.004592549029599076
owid_new_deaths,15,0.0007580669696837553
owid_new_deaths_smoothed,24,0.0033894923694481466
owid_total_cases_per_million,29,0.006438986140645858
owid_new_cases_per_million,29,0.004228854606432239
owid_new_cases_smoothed_per_million,29,0.005985397814389996
owid_total_deaths_per_million,29,0.004592883319125796
owid_new_deaths_per_million,15,0.0007580669696837553
owid_new_deaths_smoothed_per_million,24,0.0033894923694481466
owid_reproduction_rate,29,0.00488816542102009
owid_new_tests,4,0.003405190015835878
owid_total_tests,10,0.007008249864052124
owid_total_tests_per_thousand,10,0.007008249864052124
owid_new_tests_per_thousand,4,0.0033853769713175657
owid_new_tests_smoothed,13,0.005311155811222073
owid_new_tests_smoothed_per_thousand,13,0.005306479999845304
owid_positive_rate,23,0.0043206766035890016
owid_tests_per_case,23,0.0014654052325696726
owid_stringency_index,1,0.0037386521235521363
conf_cases,21,0.0
conf_cases_prev_week,26,0.0010802659108724159
conf_cases_infected,26,0.0010802659108724159
conf_cum_deaths,29,0.0
conf_cases_contagious,26,0.0010802659108724159
conf_cases_active,26,0.0010802659108724159
conf_p_cases_infected,26,0.0010802659108724159
conf_p_cases,21,0.0
conf_p_cases_contagious,26,0.0010802659108724159
conf_p_cases_active,26,0.0010802659108724159
ccfr_cases,29,0.004689551850156754
ccfr_deaths,27,0.0019450627019112915
ccfr_cum_cases,29,0.006578508533921665
ccfr_cum_deaths,25,0.005137444219036833
ccfr_cases_infected,29,0.006322525626735555
ccfr_cases_infected_low,29,0.00609627884711135
ccfr_cases_infected_high,28,0.004134727055271821
