Attribute,Best Lag,Miscoding
c1_school.closing,2,0.01865239706626534
c1_flag,21,0.0007910186752472092
c2_workplace.closing,23,0.03649760172506816
c2_flag,3,0.0026274805532170704
c3_cancel.public.events,14,0.030726056553767384
c4_restrictions.on.gatherings,2,0.02225457864206094
c4_flag,1,0.007982206092751055
c5_close.public.transport,25,0.0324802359712126
c5_flag,1,0.0010118167755105022
c6_stay.at.home.requirements,23,0.038519909215077114
c6_flag,3,0.002649363549861469
c7_restrictions.on.internal.movement,1,0.02403654932356949
c8_international.travel.controls,15,0.03514913460196169
e1_income.support,1,0.010571847102937766
e1_flag,3,0.006037041195323246
e2_debt.contract.relief,1,0.030926561534864592
e3_fiscal.measures,2,0.0007361035854360404
e4_international.support,1,0.0003653232399181945
h2_testing.policy,29,0.03418177404090336
h3_contact.tracing,1,0.014589389329233548
h4_emergency.investment.in.healthcare,1,0.0003653232399181945
h6_facial.coverings,11,0.04440635503153941
confirmedcases,22,0.03850804700564416
stringencyindex,4,0.03670800653663247
stringencyindexfordisplay,4,0.0358589670828677
stringencylegacyindex,3,0.02528956424000896
stringencylegacyindexfordisplay,3,0.02521450036988084
governmentresponseindex,22,0.03759655436016604
governmentresponseindexfordisplay,22,0.037075839340216854
containmenthealthindex,14,0.03694017198558072
containmenthealthindexfordisplay,14,0.036718454404933334
economicsupportindex,3,0.030233040919182854
economicsupportindexfordisplay,3,0.029858848665540557
cases,24,0.011387859138096645
owid_total_cases,17,0.03469184732458194
owid_new_cases,23,0.009388145764346075
owid_new_cases_smoothed,20,0.01464787480511285
owid_total_cases_per_million,17,0.03469184732458194
owid_new_cases_per_million,23,0.009388145764346075
owid_new_cases_smoothed_per_million,20,0.014924485831449029
owid_reproduction_rate,5,0.018095125049556123
owid_stringency_index,14,0.03376943800612298
conf_cases,27,0.001779631445883366
conf_cases_prev_week,24,0.0
conf_cases_infected,24,0.0
conf_cases_contagious,24,0.0
conf_cases_active,24,0.0
conf_p_cases_infected,24,0.0
conf_p_cases,27,0.001779631445883366
conf_p_cases_contagious,24,0.0
conf_p_cases_active,24,0.0
ccfr_cases,24,0.011387859138096645
ccfr_cum_cases,22,0.03850804700564416
