Attribute,Best Lag,Miscoding
c1_school.closing,9,0.002359484357229189
c2_workplace.closing,1,0.002452363079577673
c2_flag,10,6.0741454093173416e-05
c3_cancel.public.events,1,0.0016129298686393015
c4_restrictions.on.gatherings,1,0.0016129298686393015
c5_close.public.transport,5,0.002366864834598693
c6_stay.at.home.requirements,1,0.004368516654995509
c6_flag,1,0.0008046893217561249
c7_restrictions.on.internal.movement,5,0.0018553800634478394
c7_flag,1,0.0014675815515963527
c8_international.travel.controls,1,0.0034661296545646686
e1_income.support,1,0.0020144403029400057
e2_debt.contract.relief,1,0.0018848058140947927
e3_fiscal.measures,20,7.491116815285137e-05
h1_public.information.campaigns,29,0.0006465990317398021
h2_testing.policy,29,0.0007641559098623696
h3_contact.tracing,1,0.0033471209023123354
h4_emergency.investment.in.healthcare,1,5.997176935676532e-05
h6_facial.coverings,27,0.003695661247230557
confirmedcases,22,0.0058145442870231896
confirmeddeaths,15,0.00481705089465884
stringencyindex,6,0.0033088631391435
stringencyindexfordisplay,6,0.00333351464607267
stringencylegacyindex,3,0.004246255649653262
stringencylegacyindexfordisplay,3,0.004212778684583319
governmentresponseindex,5,0.003561328727282039
governmentresponseindexfordisplay,5,0.0035774899332462395
containmenthealthindex,28,0.003467338424384506
containmenthealthindexfordisplay,28,0.003582594472514351
economicsupportindex,1,0.003089940342758845
economicsupportindexfordisplay,1,0.003084249843279243
cases,29,0.002823637522870726
deaths,29,0.00137104067480647
avgdeaths7days,18,0.004221338894538841
owid_total_cases,22,0.005758535729488006
owid_new_cases,29,0.0027245870033857067
owid_new_cases_smoothed,29,0.004285576514590789
owid_total_deaths,13,0.005410417507671888
owid_new_deaths,22,0.0010363976416808143
owid_new_deaths_smoothed,18,0.003871071358158343
owid_total_cases_per_million,22,0.005758535729488006
owid_new_cases_per_million,29,0.0027245870033857067
owid_new_cases_smoothed_per_million,29,0.004285576514590789
owid_total_deaths_per_million,13,0.005410417507671888
owid_new_deaths_per_million,22,0.0010363976416808143
owid_new_deaths_smoothed_per_million,18,0.003871071358158343
owid_reproduction_rate,6,0.006656230900320826
owid_new_tests,19,0.0006414107930140941
owid_new_tests_per_thousand,19,0.0006414107930140941
owid_new_tests_smoothed,25,0.0007408529854081659
owid_new_tests_smoothed_per_thousand,25,0.0007408529854081659
owid_positive_rate,26,0.0
owid_tests_per_case,26,0.0
owid_stringency_index,23,0.0030676553106326098
conf_cases,25,0.0004241734921073886
conf_deaths,25,0.0004241734921073886
conf_cases_prev_week,25,0.0003670832831400688
conf_deaths_prev_week,25,0.0003670832831400688
conf_cases_infected,25,0.0003670832831400688
conf_cum_deaths,25,0.0003670832831400688
conf_cases_contagious,25,0.0003670832831400688
conf_cases_active,25,0.0003670832831400688
conf_p_cases_infected,25,0.0003670832831400688
conf_p_cases,25,0.0004241734921073886
conf_p_cases_contagious,25,0.0003670832831400688
conf_p_cases_active,25,0.0003670832831400688
ccfr_cases,29,0.002823637522870726
ccfr_deaths,29,0.00137104067480647
ccfr_cum_cases,22,0.0058145442870231896
ccfr_cum_deaths,15,0.00481705089465884
ccfr_cases_infected,22,0.004577148512056166
ccfr_cases_infected_low,22,0.004563455510086419
ccfr_cases_infected_high,20,0.005270645584177704
ccfr_cases_daily,25,0.0006296131538358537
ccfr_cases_contagious,19,0.004247383593308763
ccfr_cases_active,28,0.004273454321982755
ccfr_p_cases_infected,22,0.004577148512056166
ccfr_p_cases_infected_low,22,0.004563455510086419
ccfr_p_cases_infected_high,20,0.005270645584177704
ccfr_p_cases_daily,25,0.0006296131538358537
ccfr_p_cases_contagious,19,0.004247383593308763
ccfr_p_cases_active,28,0.004273454321982755
umdapi_sample_size,18,0.0
umdapi_percent_cli,20,1.5020042440316108e-05
umdapi_cli_se,18,6.304551676063383e-06
umdapi_percent_cli_unw,13,3.462700279873485e-05
umdapi_cli_se_unw,16,-4.435652035910887e-18
umdapi_percent_ili,14,6.897447470504263e-06
umdapi_ili_se,18,6.304551676063383e-06
umdapi_percent_ili_unw,20,4.99741203569434e-05
umdapi_ili_se_unw,20,-8.871304071821774e-18
umdapi_percent_mc,29,0.0014480767393600684
umdapi_mc_se,18,0.0
umdapi_percent_mc_unw,29,0.00026424726307737386
umdapi_mc_se_unw,26,0.0007937751007259628
umdapi_percent_dc,26,0.0
umdapi_dc_se,19,4.435652035910887e-18
umdapi_percent_dc_unw,26,4.243106001851444e-05
umdapi_dc_se_unw,29,2.285998467657594e-05
umdapi_percent_hf,16,-4.435652035910887e-18
umdapi_hf_se,21,0.00011300196149895496
umdapi_percent_hf_unw,15,4.090805046345806e-06
umdapi_hf_se_unw,18,0.0
umdapi_percent_cli_smooth,14,0.00038161201149121513
umdapi_percent_cli_smooth_low,1,0.0002843550287863067
