Attribute,Best Lag,Miscoding
c1_school.closing,1,0.0008181189404791361
c2_workplace.closing,29,0.001286241282062107
c2_flag,29,0.00045606631638700094
c3_cancel.public.events,1,0.0006851287523968167
c4_restrictions.on.gatherings,1,0.004068266824913586
c4_flag,1,0.0014998406419071905
c5_close.public.transport,1,0.0006851287523968167
c6_stay.at.home.requirements,1,0.001123304001472521
c7_restrictions.on.internal.movement,29,0.0011072719982393312
c8_international.travel.controls,29,0.004598277022453765
e1_income.support,1,0.001299020332312037
e2_debt.contract.relief,1,0.0008768536696106068
e3_fiscal.measures,1,3.028439172963206e-05
e4_international.support,29,3.226155618807096e-05
h1_public.information.campaigns,1,7.624158887277428e-05
h3_contact.tracing,22,0.003963232237565126
h5_investment.in.vaccines,29,3.226155618807096e-05
h6_facial.coverings,29,0.004214793416554256
confirmedcases,28,0.004001576056217062
confirmeddeaths,29,0.00353755174088756
stringencyindex,29,0.0032135286003151637
stringencyindexfordisplay,29,0.003129025771276093
stringencylegacyindex,17,0.00366171654147059
stringencylegacyindexfordisplay,17,0.0037250246229079374
governmentresponseindex,18,0.002889287316902371
governmentresponseindexfordisplay,18,0.002895058055996698
containmenthealthindex,29,0.0029953848149201533
containmenthealthindexfordisplay,29,0.003191483185608274
economicsupportindex,1,0.001299020332312037
economicsupportindexfordisplay,1,0.001297394939207424
cases,18,0.003177906197929051
deaths,12,0.0023489435320576506
avgdeaths7days,28,0.004682714580910936
owid_total_cases,28,0.0039264379602998774
owid_new_cases,18,0.0029814486056702807
owid_new_cases_smoothed,29,0.005173828013906505
owid_total_deaths,29,0.0034207808479997373
owid_new_deaths,12,0.0021070763159714294
owid_new_deaths_smoothed,28,0.0045237004883233525
owid_total_cases_per_million,28,0.0039264379602998774
owid_new_cases_per_million,18,0.0029814486056702807
owid_new_cases_smoothed_per_million,29,0.005173828013906505
owid_total_deaths_per_million,29,0.0034207808479997373
owid_new_deaths_per_million,12,0.0021070763159714294
owid_new_deaths_smoothed_per_million,28,0.004536457719331249
owid_reproduction_rate,10,0.003224339298705498
owid_new_tests,16,0.004645309211468186
owid_total_tests,29,0.005736321914948813
owid_total_tests_per_thousand,29,0.005736321914948813
owid_new_tests_per_thousand,16,0.004645309211468186
owid_new_tests_smoothed,29,0.005514354194343295
owid_new_tests_smoothed_per_thousand,29,0.005514354194343295
owid_stringency_index,19,0.002501462467896269
conf_cases,27,5.769378217799592e-05
conf_deaths,28,2.4108794325183418e-05
conf_cases_prev_week,21,0.00044972996156071343
conf_deaths_prev_week,23,4.498663026774086e-06
