Attribute,Best Lag,Miscoding
c1_school.closing,1,0.002980406937881555
c2_workplace.closing,21,0.0014154918086831635
c3_cancel.public.events,1,0.0009544271429492181
c4_restrictions.on.gatherings,21,0.0015310452034773478
c5_close.public.transport,1,0.001458980805051215
c6_stay.at.home.requirements,1,0.0012772887141579202
c7_restrictions.on.internal.movement,29,0.0017569111448950858
c7_flag,27,0.004697758169359603
c8_international.travel.controls,1,0.0011260123207467668
e1_income.support,1,0.0009303289370091203
e2_debt.contract.relief,1,0.002849167729351934
e3_fiscal.measures,1,4.104474091542809e-05
e4_international.support,1,0.0003652777720063995
h1_public.information.campaigns,1,0.0008824342760771798
h2_testing.policy,20,0.0023273160665950067
h3_contact.tracing,1,0.0012264181135588467
h4_emergency.investment.in.healthcare,1,2.048571504531873e-05
h5_investment.in.vaccines,1,2.048571504531873e-05
confirmedcases,25,0.007063090997819407
confirmeddeaths,26,0.002229163701961108
stringencyindex,8,0.0015116129607338257
stringencyindexfordisplay,13,0.0013052035638737535
stringencylegacyindex,1,0.0014589808050512177
stringencylegacyindexfordisplay,1,0.0012227404361637782
governmentresponseindex,8,0.0015116129607338257
governmentresponseindexfordisplay,6,0.001304498489235197
containmenthealthindex,8,0.0015116129607338207
containmenthealthindexfordisplay,13,0.0013020369640422205
economicsupportindex,1,0.0029723221920300454
economicsupportindexfordisplay,1,0.002764476077586208
cases,27,0.004525032979926662
deaths,28,0.0010728590495208818
avgdeaths7days,26,0.00209438704302761
owid_total_cases,25,0.007078572663009537
owid_new_cases,27,0.004515264223135395
owid_new_cases_smoothed,29,0.009834506579938534
owid_total_deaths,26,0.002122282893251858
owid_new_deaths,5,0.0013396130044644545
owid_new_deaths_smoothed,26,0.0021507700865921156
owid_total_cases_per_million,25,0.007078572663009537
owid_new_cases_per_million,27,0.004515264223135395
owid_new_cases_smoothed_per_million,29,0.009834506579938534
owid_total_deaths_per_million,26,0.002122282893251858
owid_new_deaths_per_million,5,0.0013396130044644545
owid_new_deaths_smoothed_per_million,26,0.0021507700865921156
owid_reproduction_rate,1,0.003508561235234629
owid_icu_patients,29,0.0023479500185858873
owid_icu_patients_per_million,29,0.0023435431874098554
owid_weekly_icu_admissions,27,0.00010823128923952621
owid_weekly_icu_admissions_per_million,27,0.00010823128923952621
owid_new_tests,26,0.01044364133368347
owid_new_tests_per_thousand,26,0.01044364133368347
owid_new_tests_smoothed,21,0.010675890637951749
owid_new_tests_smoothed_per_thousand,21,0.010675890637951749
owid_positive_rate,29,0.008408859319204324
owid_tests_per_case,24,0.003944759055818291
owid_stringency_index,8,0.0014521272273342947
conf_cases,20,-4.893824157672747e-18
conf_deaths,25,6.449576410210219e-05
conf_cases_prev_week,6,0.000991760658683253
conf_deaths_prev_week,21,9.725700867349067e-05
conf_cases_infected,9,0.0036690879748751378
conf_cum_deaths,5,0.0019418593460077474
conf_cases_contagious,5,0.0009863078281915625
conf_cases_active,5,0.0019209018849122579
conf_p_cases_infected,9,0.0036690879748751378
conf_p_cases,20,-4.893824157672747e-18
conf_p_cases_contagious,5,0.0009863078281915625
conf_p_cases_active,5,0.0019209018849122579
ccfr_cases,27,0.004525032979926662
ccfr_deaths,28,0.0010728590495208818
ccfr_cum_cases,25,0.007063090997819407
ccfr_cum_deaths,26,0.002229163701961108
ccfr_cases_infected,29,0.0044070601197633095
ccfr_cases_infected_low,29,0.004461829404266616
ccfr_cases_infected_high,29,0.004812088150410054
ccfr_cases_daily,6,0.0012401411173780217
ccfr_cases_contagious,5,0.0013635728528281854
ccfr_cases_active,5,0.00133838845650452
ccfr_p_cases_infected,29,0.0044070601197633095
ccfr_p_cases_infected_low,29,0.004461829404266616
ccfr_p_cases_infected_high,29,0.004812088150410054
ccfr_p_cases_daily,6,0.0012401411173780217
ccfr_p_cases_contagious,5,0.0013635728528281854
ccfr_p_cases_active,5,0.00133838845650452
hosp_icu_occupancy,29,0.0023479500185858873
hosp_icu_weekly_admission,28,0.0030101747455622105
umdapi_sample_size,25,0.0030259683092906105
umdapi_percent_cli,29,0.0009693216145444808
umdapi_cli_se,1,0.0016496247323631356
umdapi_percent_cli_unw,29,0.0015868870591927546
umdapi_cli_se_unw,2,0.0021940779712160954
umdapi_percent_ili,23,0.000984588580475756
umdapi_ili_se,1,0.0017400342246119145
umdapi_percent_ili_unw,29,0.001509517426051384
umdapi_ili_se_unw,2,0.00203408176035244
umdapi_percent_mc,29,0.0038063494901747165
umdapi_mc_se,22,0.00419648686839407
umdapi_percent_mc_unw,29,0.006445302644849529
umdapi_mc_se_unw,2,0.006883608744711122
umdapi_percent_dc,25,0.002549616037039355
umdapi_dc_se,1,0.0017026197682926552
umdapi_percent_dc_unw,26,0.0027856583848461947
umdapi_dc_se_unw,14,0.0029860273926735144
umdapi_percent_hf,27,0.0008785575851746355
