Attribute,Best Lag,Miscoding
c1_school.closing,29,0.0012056810768565093
c2_workplace.closing,1,0.0019861641093976454
c3_cancel.public.events,1,0.0007500530922014197
c4_restrictions.on.gatherings,29,0.001533090847292343
c4_flag,1,0.0003239363333203611
c5_close.public.transport,1,0.0008507109365756803
c6_stay.at.home.requirements,1,0.0009366487808775629
c7_restrictions.on.internal.movement,29,0.0014341872652660678
c8_international.travel.controls,1,0.006306381313257382
e1_income.support,1,0.005736479481404167
e2_debt.contract.relief,1,0.002387478907528132
e3_fiscal.measures,1,4.111761538119843e-05
h1_public.information.campaigns,1,0.000509339897694994
h2_testing.policy,1,0.000509339897694994
h3_contact.tracing,21,0.0002649350243587956
h5_investment.in.vaccines,1,2.7862563487736376e-05
h6_facial.coverings,29,0.005088816689540019
confirmedcases,29,0.005477122137398528
confirmeddeaths,25,0.005092428030042449
stringencyindex,29,0.0023609532433343057
stringencyindexfordisplay,29,0.002635443179736726
stringencylegacyindex,29,0.002158035698669136
stringencylegacyindexfordisplay,29,0.0024057666487741886
governmentresponseindex,29,0.0015241856542989305
governmentresponseindexfordisplay,29,0.001710609776206295
containmenthealthindex,29,0.0012123807727775298
containmenthealthindexfordisplay,29,0.00127285359474111
economicsupportindex,28,0.0015583551964735436
economicsupportindexfordisplay,28,0.0017018106552285474
cases,29,0.00568184366837102
deaths,29,0.004006705592936116
avgdeaths7days,29,0.003839332819204022
owid_total_cases,29,0.005389850111507682
owid_new_cases,29,0.005591438215274981
owid_new_cases_smoothed,29,0.0057883166128428485
owid_total_deaths,25,0.004984727473506987
owid_new_deaths,29,0.003904698321567276
owid_new_deaths_smoothed,29,0.003749464904693397
owid_total_cases_per_million,29,0.005389850111507682
owid_new_cases_per_million,29,0.005591438215274981
owid_new_cases_smoothed_per_million,29,0.0057883166128428485
owid_total_deaths_per_million,25,0.004984727473506987
owid_new_deaths_per_million,29,0.003904698321567279
owid_new_deaths_smoothed_per_million,29,0.003749464904693397
owid_reproduction_rate,22,0.001375144546944834
owid_icu_patients,29,0.004481633163586381
owid_icu_patients_per_million,29,0.004481633163586381
owid_hosp_patients,29,0.005131090788835041
owid_hosp_patients_per_million,29,0.005131090788835041
owid_weekly_icu_admissions,29,8.34217613011218e-05
owid_weekly_icu_admissions_per_million,29,8.34217613011218e-05
owid_weekly_hosp_admissions,12,0.00026113810792706323
owid_weekly_hosp_admissions_per_million,12,0.00026113810792706323
owid_new_tests,1,0.004015159788420806
owid_total_tests,28,0.00548569502914924
owid_total_tests_per_thousand,28,0.00548569502914924
owid_new_tests_per_thousand,1,0.004015159788420806
owid_new_tests_smoothed,7,0.00762218480264915
owid_new_tests_smoothed_per_thousand,7,0.00762218480264915
owid_positive_rate,29,0.008715690179113226
owid_tests_per_case,1,0.0005259379810317905
owid_stringency_index,29,0.0019449092392014413
conf_cases,16,2.4491739122331115e-05
conf_deaths,27,8.756821255500865e-05
conf_cases_prev_week,15,2.7620498919151015e-05
conf_deaths_prev_week,24,3.222193954234391e-05
conf_cases_infected,18,0.002423026853066407
conf_cum_deaths,9,0.0019427574865933121
conf_cases_contagious,22,1.4333944888355087e-06
conf_cases_active,14,0.0011372965734607957
conf_p_cases_infected,18,0.002423026853066407
conf_p_cases,16,2.4491739122331115e-05
conf_p_cases_contagious,22,1.4333944888355087e-06
conf_p_cases_active,14,0.0011372965734607957
ccfr_cases,29,0.00568184366837102
ccfr_deaths,29,0.004006705592936116
ccfr_cum_cases,29,0.005477122137398528
ccfr_cum_deaths,25,0.005092428030042449
ccfr_cases_infected,25,0.006491610007162981
ccfr_cases_infected_low,26,0.0064836946185517115
ccfr_cases_infected_high,28,0.006000518837931303
ccfr_cases_daily,29,0.004025137942089145
ccfr_cases_contagious,29,0.005083887993997229
ccfr_cases_active,29,0.004894481492582676
ccfr_p_cases_infected,25,0.006491610007162981
ccfr_p_cases_infected_low,26,0.0064836946185517115
ccfr_p_cases_infected_high,28,0.006000518837931303
ccfr_p_cases_daily,29,0.004025137942089145
ccfr_p_cases_contagious,29,0.005083887993997229
ccfr_p_cases_active,29,0.004894481492582676
hosp_hosp_occupancy,29,0.005131090788835041
hosp_icu_occupancy,29,0.004481633163586381
hosp_hosp_weekly_admission,2,0.008150553523099633
hosp_icu_weekly_admission,25,0.006067626220706541
umdapi_sample_size,1,0.0009200830279796262
umdapi_percent_cli,24,0.0014969553302949172
umdapi_cli_se,9,0.001814442570828304
umdapi_percent_cli_unw,29,0.0024771307857283536
umdapi_cli_se_unw,29,0.0017448551389503879
umdapi_percent_ili,7,0.0015929411775335357
umdapi_ili_se,1,0.0014009101329053287
umdapi_percent_ili_unw,15,0.0024021900895532405
umdapi_ili_se_unw,29,0.0017333995961319772
umdapi_percent_mc,25,0.001723659268742542
umdapi_mc_se,23,0.00048575414308934937
umdapi_percent_mc_unw,25,0.002234795545693588
umdapi_mc_se_unw,23,0.0004649580461295974
umdapi_percent_dc,25,0.0018902577088825896
umdapi_dc_se,6,0.0006827156968266583
umdapi_percent_dc_unw,27,0.0025170069504554774
umdapi_dc_se_unw,23,0.0009865800197542147
umdapi_percent_hf,29,0.00046716277631899094
umdapi_hf_se,3,0.0013405475058485999
umdapi_percent_hf_unw,24,0.0004119587397603676
umdapi_hf_se_unw,4,0.0014543749607287396
umdapi_percent_cli_smooth,1,0.007262827301581998
umdapi_percent_cli_smooth_low,2,0.00660130457918565
