Attribute,Best Lag,Miscoding
c1_school.closing,22,0.01431414421777454
c2_workplace.closing,22,0.01240297777788204
c3_cancel.public.events,22,0.012591574921475609
c4_restrictions.on.gatherings,19,0.012273231812330731
c5_close.public.transport,22,0.01277554380171017
c6_stay.at.home.requirements,19,0.011987974608330013
c7_restrictions.on.internal.movement,19,0.011987974608330013
c8_international.travel.controls,10,0.014321578003397997
e1_income.support,29,0.02777384681344264
e2_debt.contract.relief,1,0.017518478063651984
e3_fiscal.measures,24,0.0002274996016240059
h1_public.information.campaigns,2,0.006268465026050248
h2_testing.policy,21,0.025781971631390094
h3_contact.tracing,12,0.038121553859232944
h4_emergency.investment.in.healthcare,1,0.0002069982540093818
h6_facial.coverings,1,0.03352679616820245
confirmedcases,16,0.03562095334923551
confirmeddeaths,29,0.044828059877839124
stringencyindex,14,0.025367686574628127
stringencyindexfordisplay,14,0.025367686574628127
stringencylegacyindex,10,0.02537276956396633
stringencylegacyindexfordisplay,10,0.02537276956396633
governmentresponseindex,9,0.0197918743996872
governmentresponseindexfordisplay,9,0.0197918743996872
containmenthealthindex,9,0.023450052084317625
containmenthealthindexfordisplay,9,0.023450052084317625
economicsupportindex,1,0.019112235513378848
economicsupportindexfordisplay,1,0.019112235513378848
cases,27,0.007606874673782249
deaths,26,0.001858853609919079
avgdeaths7days,26,0.008037401974820457
owid_total_cases,24,0.023438590389334758
owid_new_cases,29,0.005086906372701368
owid_new_cases_smoothed,21,0.017128621157377812
owid_total_deaths,28,0.010200374248513775
owid_new_deaths,29,0.0020112822552433435
owid_new_deaths_smoothed,26,0.009176457539073075
owid_total_cases_per_million,24,0.023438590389334758
owid_new_cases_per_million,29,0.005086906372701368
owid_new_cases_smoothed_per_million,21,0.017128621157377812
owid_total_deaths_per_million,28,0.010200374248513775
owid_new_deaths_per_million,29,0.0020112822552433435
owid_new_deaths_smoothed_per_million,26,0.009176457539073075
owid_reproduction_rate,13,0.024606956903251122
owid_stringency_index,19,0.018672752421845868
conf_cases,28,0.0017276021853751293
conf_deaths,26,0.004642852772805727
conf_cases_prev_week,20,0.00022793013637830502
conf_deaths_prev_week,20,0.00022793013637830502
conf_cases_infected,13,0.008223321483601668
conf_cum_deaths,13,0.008223321483601668
conf_cases_contagious,20,0.00022793013637830502
conf_cases_active,13,9.62352964535072e-05
conf_p_cases_infected,13,0.008223321483601668
conf_p_cases,28,0.0017276021853751293
conf_p_cases_contagious,20,0.00022793013637830502
conf_p_cases_active,13,9.62352964535072e-05
ccfr_cases,27,0.007606874673782249
ccfr_deaths,26,0.001858853609919079
ccfr_cum_cases,16,0.03562095334923551
ccfr_cum_deaths,29,0.044828059877839124
ccfr_cases_infected,25,0.022340045393727574
ccfr_cases_infected_low,27,0.02460851441979032
ccfr_cases_infected_high,25,0.007130444740108643
ccfr_cases_daily,24,0.0002274996016240059
ccfr_cases_contagious,24,0.0027842674002480925
ccfr_cases_active,24,0.004222670234736326
ccfr_p_cases_infected,25,0.022340045393727574
ccfr_p_cases_infected_low,27,0.02460851441979032
ccfr_p_cases_infected_high,25,0.007130444740108643
ccfr_p_cases_daily,24,0.0002274996016240059
ccfr_p_cases_contagious,24,0.0027842674002480925
ccfr_p_cases_active,24,0.004222670234736326
