Attribute,Best Lag,Miscoding
c1_school.closing,15,0.016822184681834836
c2_workplace.closing,1,0.027653733907746326
c3_cancel.public.events,20,0.015489641598450317
c4_restrictions.on.gatherings,1,0.028403487628969958
c5_close.public.transport,9,0.00042921397925944725
c6_stay.at.home.requirements,1,0.027211871760907176
c7_restrictions.on.internal.movement,10,0.02077128934133661
c8_international.travel.controls,1,0.015881112501049725
e2_debt.contract.relief,8,0.01814884638853581
e3_fiscal.measures,1,0.0004431768651376868
h1_public.information.campaigns,1,0.01226340638296797
h2_testing.policy,1,0.015068183681499491
h3_contact.tracing,1,0.02865737997980344
h4_emergency.investment.in.healthcare,1,0.00022115972951525884
h6_facial.coverings,16,0.018437766651286262
confirmedcases,29,0.029965691158437932
confirmeddeaths,28,0.029554827595216625
stringencyindex,1,0.022246035650164406
stringencyindexfordisplay,1,0.02276809308500731
stringencylegacyindex,1,0.02602563671498666
stringencylegacyindexfordisplay,1,0.026511735474658175
governmentresponseindex,29,0.01884114250234646
governmentresponseindexfordisplay,29,0.02023368964190962
containmenthealthindex,29,0.02722915039851264
containmenthealthindexfordisplay,28,0.02756344129683462
economicsupportindex,8,0.01814884638853581
economicsupportindexfordisplay,8,0.01803828198183816
cases,15,0.008697531753368067
deaths,26,0.005136823858842101
avgdeaths7days,22,0.015375478248282335
owid_total_cases,13,0.017764414478155736
owid_new_cases,28,0.0048118783348174805
owid_new_cases_smoothed,28,0.00796377180862976
owid_total_deaths,7,0.026465912028396935
owid_new_deaths,25,0.003148429781308473
owid_new_deaths_smoothed,22,0.009395090561624768
owid_total_cases_per_million,13,0.017764414478155736
owid_new_cases_per_million,28,0.0048118783348174805
owid_new_cases_smoothed_per_million,28,0.00796377180862976
owid_total_deaths_per_million,7,0.026465912028396935
owid_new_deaths_per_million,25,0.003148429781308473
owid_new_deaths_smoothed_per_million,28,0.006741089043248008
owid_reproduction_rate,29,0.03255596343784949
owid_stringency_index,5,0.021638991225994532
conf_cases_prev_week,25,0.0
conf_cases_infected,25,0.0
conf_cases_contagious,25,0.0
conf_cases_active,25,0.0
conf_p_cases_infected,25,0.0
conf_p_cases_contagious,25,0.0
conf_p_cases_active,25,0.0
ccfr_cases,15,0.008697531753368067
ccfr_deaths,26,0.005136823858842101
ccfr_cum_cases,29,0.029965691158437932
ccfr_cum_deaths,28,0.029554827595216625
ccfr_cases_infected,22,0.018114373631458115
ccfr_cases_infected_low,23,0.018773066989962898
ccfr_cases_infected_high,27,0.020875584772939312
ccfr_cases_daily,27,0.006740976941300702
ccfr_cases_contagious,28,0.00862786377920087
ccfr_cases_active,21,0.013751292722918302
ccfr_p_cases_infected,22,0.018114373631458115
ccfr_p_cases_infected_low,23,0.018773066989962898
ccfr_p_cases_infected_high,27,0.020875584772939312
ccfr_p_cases_daily,27,0.006740976941300702
ccfr_p_cases_contagious,28,0.00862786377920087
ccfr_p_cases_active,21,0.013751292722918302
