"","date","estimate"
"1","2020-12-22",1296.20429789085
"2","2020-12-23",1958.71608137289
"3","2020-12-24",1689.42030436071
"4","2020-12-25",973.512840240198
"5","2020-12-26",1148.10193639783
"6","2020-12-27",1451.72804742055
"7","2020-12-28",1316.55631843861
"8","2020-12-29",1733.18334842097
"9","2020-12-30",1407.38888441282
"10","2020-12-31",1188.40530853065
"11","2021-01-01",1185.62395977765
"12","2021-01-02",1421.18038285842
"13","2021-01-03",1078.81742338204
"14","2021-01-04",1316.42328868182
"15","2021-01-05",1250.58073634168
"16","2021-01-06",829.238034711647
"17","2021-01-07",468.597793542225
"18","2021-01-08",1362.37916632416
"19","2021-01-09",1119.99103259938
"20","2021-01-10",702.611200503402
"21","2021-01-11",843.073747331752
"22","2021-01-12",1680.34137402166
"23","2021-01-13",1195.67894169826
"24","2021-01-14",961.987297711945
"25","2021-01-15",1416.12342769725
"26","2021-01-16",1397.03907502029
"27","2021-01-17",1556.1732534995
"28","2021-01-18",1324.57625517364
"29","2021-01-19",1783.2123808657
"30","2021-01-20",1506.64707569459
"31","2021-01-21",1460.18692860054
