"CountryName","CountryCode","RegionName","RegionCode","Jurisdiction","Date","C1_School.closing","C1_Flag","C2_Workplace.closing","C2_Flag","C3_Cancel.public.events","C3_Flag","C4_Restrictions.on.gatherings","C4_Flag","C5_Close.public.transport","C5_Flag","C6_Stay.at.home.requirements","C6_Flag","C7_Restrictions.on.internal.movement","C7_Flag","C8_International.travel.controls","E1_Income.support","E1_Flag","E2_Debt.contract.relief","E3_Fiscal.measures","E4_International.support","H1_Public.information.campaigns","H1_Flag","H2_Testing.policy","H3_Contact.tracing","H4_Emergency.investment.in.healthcare","H5_Investment.in.vaccines","H6_Facial.Coverings","H6_Flag","H7_Vaccination.policy","H7_Flag","M1_Wildcard","ConfirmedCases","ConfirmedDeaths","StringencyIndex","StringencyIndexForDisplay","StringencyLegacyIndex","StringencyLegacyIndexForDisplay","GovernmentResponseIndex","GovernmentResponseIndexForDisplay","ContainmentHealthIndex","ContainmentHealthIndexForDisplay","EconomicSupportIndex","EconomicSupportIndexForDisplay"
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-01-30,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-01-31,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-13,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-14,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-15,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-16,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-17,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,1,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,1,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,1,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,2,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-12,3,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,2,0,22.22,22.22,28.57,28.57,13.33,13.33,15.38,15.38,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-13,3,1,0,NA,1,1,2,1,0,NA,0,NA,0,NA,2,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,2,0,38.89,38.89,45.24,45.24,23.33,23.33,26.92,26.92,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-14,3,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,2,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,6,0,51.85,51.85,60.71,60.71,31.11,31.11,35.9,35.9,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-15,3,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,2,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,8,0,51.85,51.85,60.71,60.71,31.11,31.11,35.9,35.9,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-16,3,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,2,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,NA,13,0,51.85,51.85,60.71,60.71,33.33,33.33,38.46,38.46,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-17,3,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,2,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,NA,22,0,51.85,51.85,60.71,60.71,33.33,33.33,38.46,38.46,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-18,3,1,2,1,2,1,2,1,1,1,0,NA,2,1,3,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,NA,26,0,71.3,71.3,88.1,88.1,45,45,51.92,51.92,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-19,3,1,3,1,2,1,2,1,1,1,0,NA,2,1,3,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,NA,NA,NA,75,75,91.67,91.67,47.22,47.22,54.49,54.49,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-20,3,1,3,1,2,1,2,1,1,1,1,1,2,1,3,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,NA,NA,NA,78.7,78.7,91.67,91.67,49.44,49.44,57.05,57.05,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-21,3,1,3,1,2,1,2,1,1,1,1,1,2,1,3,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,NA,87,0,78.7,78.7,91.67,91.67,49.44,49.44,57.05,57.05,NA,NA
"Brazil","BRA","Distrito Federal","BR_DF","STATE_TOTAL",2020-03-22,3,1,3,1,2,1,2,1,1,1,1,1,2,1,3,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,NA,117,0,78.7,78.7,91.67,91.67,49.44,49.44,57.05,57.05,NA,NA
