"Date","CountryName","RegionName","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-01-01,"Gabon","",0,0,0,0,0,0
2020-01-02,"Gabon","",0,0,NA,NA,0,0
2020-01-03,"Gabon","",0,0,NA,NA,0,0
2020-01-04,"Gabon","",0,0,NA,NA,0,0
2020-01-05,"Gabon","",0,0,NA,NA,0,0
2020-01-06,"Gabon","",0,0,NA,NA,0,0
2020-01-07,"Gabon","",0,0,NA,NA,0,0
2020-01-08,"Gabon","",0,0,NA,NA,0,0
2020-01-09,"Gabon","",0,0,NA,NA,0,0
2020-01-10,"Gabon","",0,0,NA,NA,0,0
2020-01-11,"Gabon","",0,0,NA,NA,0,0
2020-01-12,"Gabon","",0,0,NA,NA,0,0
2020-01-13,"Gabon","",0,0,NA,NA,0,0
2020-01-14,"Gabon","",0,0,NA,NA,0,0
2020-01-15,"Gabon","",0,0,NA,NA,0,0
2020-01-16,"Gabon","",0,0,NA,NA,0,0
2020-01-17,"Gabon","",0,0,NA,NA,0,0
2020-01-18,"Gabon","",0,0,NA,NA,0,0
2020-01-19,"Gabon","",0,0,NA,NA,0,0
2020-01-20,"Gabon","",0,0,NA,NA,0,0
2020-01-21,"Gabon","",0,0,NA,NA,0,0
2020-01-22,"Gabon","",0,0,NA,NA,0,0
2020-01-23,"Gabon","",0,0,NA,NA,0,0
2020-01-24,"Gabon","",0,0,NA,NA,0,0
2020-01-25,"Gabon","",0,0,NA,NA,0,0
2020-01-26,"Gabon","",0,0,NA,NA,0,0
2020-01-27,"Gabon","",0,0,NA,NA,0,0
2020-01-28,"Gabon","",0,0,NA,NA,0,0
2020-01-29,"Gabon","",0,0,NA,NA,0,0
2020-01-30,"Gabon","",0,0,0,0,0,0
2020-01-31,"Gabon","",0,0,0,0,0,0
2020-02-01,"Gabon","",0,0,0,0,0,0
2020-02-02,"Gabon","",0,0,0,0,0,0
2020-02-03,"Gabon","",0,0,0,0,0,0
2020-02-04,"Gabon","",0,0,0,0,0,0
2020-02-05,"Gabon","",0,0,0,0,0,0
2020-02-06,"Gabon","",0,0,0,0,0,0
