Date,CountryName,RegionName,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
2020-01-01,Afghanistan,,3,3,2,4,2,2,1,3,2,1,1,0
2020-01-01,Albania,,2,2,2,4,2,2,2,4,2,2,1,0
2020-01-01,Algeria,,3,2,2,4,2,2,2,4,2,1,2,3
2020-01-01,Andorra,,3,3,1,0,1,1,0,0,2,1,0,2
2020-01-01,Angola,,3,3,2,4,2,2,2,4,1,1,0,0
2020-01-01,Aruba,,2,2,2,4,0,2,1,3,2,2,1,3
2020-01-01,Australia,,2,1,2,4,1,1,2,4,2,3,2,0
2020-01-01,Austria,,2,2,2,4,1,0,1,3,2,2,2,2
2020-01-01,Azerbaijan,,3,2,2,4,1,3,2,4,2,2,2,0
2020-01-01,Bahrain,,3,3,2,4,1,1,1,3,2,3,2,0
2020-01-01,Barbados,,3,0,2,3,0,0,1,2,2,1,2,0
2020-01-01,Belgium,,2,2,2,0,0,0,2,1,2,1,1,0
2020-01-01,Belize,,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,Benin,,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,Bermuda,,3,2,0,0,2,0,0,4,2,1,2,0
2020-01-01,Bhutan,,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,Bosnia and Herzegovina,,3,3,2,2,2,0,1,3,2,2,0,0
2020-01-01,Botswana,,3,0,2,3,0,0,1,4,2,0,0,0
2020-01-01,Brazil,,3,3,2,3,2,1,2,3,2,1,0,1
2020-01-01,Bulgaria,,2,2,1,3,0,0,0,3,2,1,2,3
2020-01-01,Burkina Faso,,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,Canada,,3,3,2,4,0,1,2,4,2,2,1,1
2020-01-01,Cape Verde,,3,3,2,4,0,1,0,4,2,3,2,4
2020-01-01,Chad,,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,China,,3,2,2,4,2,3,2,3,2,3,2,4
2020-01-01,Congo,,3,3,2,3,0,3,2,4,2,1,1,0
2020-01-01,Costa Rica,,3,3,2,2,1,1,2,4,2,1,2,0
2020-01-01,Cote d'Ivoire,,3,2,2,3,1,1,2,4,2,2,1,3
2020-01-01,Croatia,,2,2,0,2,1,1,0,3,2,3,2,3
2020-01-01,Cuba,,3,3,2,0,2,2,2,4,2,2,1,0
2020-01-01,Cyprus,,2,2,2,4,1,1,2,3,2,3,2,4
2020-01-01,Czech Republic,,3,0,2,2,0,0,0,3,2,1,2,0
2020-01-01,Democratic Republic of Congo,,3,2,2,3,2,0,2,4,2,1,1,0
2020-01-01,Denmark,,2,2,1,4,1,1,1,4,2,1,1,0
2020-01-01,Dominica,,3,3,2,4,0,2,1,4,2,3,2,3
2020-01-01,Estonia,,3,2,2,4,0,2,0,2,2,2,0,1
2020-01-01,Eswatini,,3,2,2,3,1,2,2,4,2,2,1,0
2020-01-01,Finland,,2,2,2,1,0,1,1,4,2,1,1,0
2020-01-01,France,,3,0,2,4,0,0,1,1,2,2,1,1
2020-01-01,Gabon,,3,2,2,4,1,2,2,4,1,2,2,0
2020-01-01,Gambia,,3,2,2,4,1,2,0,4,2,2,2,3
2020-01-01,Georgia,,3,2,2,4,0,1,1,3,2,2,2,2
2020-01-01,Germany,,2,2,2,4,0,2,2,4,2,3,1,2
2020-01-01,Greece,,3,2,2,0,1,0,0,3,2,0,0,0
2020-01-01,Greenland,,2,2,2,3,1,1,1,4,2,1,2,0
2020-01-01,Guam,,3,3,2,4,2,1,0,3,2,2,1,0
2020-01-01,Guatemala,,3,3,2,4,2,2,2,4,2,2,0,3
2020-01-01,Guinea,,3,1,2,3,1,2,2,4,2,2,1,4
2020-01-01,Guyana,,3,1,2,4,1,2,2,4,2,2,2,3
2020-01-01,Hong Kong,,3,2,2,0,0,0,0,3,2,1,2,1
2020-01-01,Hungary,,3,2,2,1,1,2,2,4,2,1,2,0
2020-01-01,India,,3,2,2,4,2,2,2,4,2,3,2,4
2020-01-01,Indonesia,,3,1,2,0,1,0,1,4,2,1,1,4
2020-01-01,Iran,,3,3,2,3,1,1,2,3,1,2,0,3
2020-01-01,Iraq,,3,3,2,4,2,2,2,4,2,1,1,0
2020-01-01,Ireland,,3,2,2,4,2,1,2,2,2,2,1,0
2020-01-01,Israel,,2,2,2,3,1,2,2,4,2,3,2,3
2020-01-01,Italy,,3,2,2,2,0,1,0,3,2,2,2,4
2020-01-01,Jamaica,,3,2,2,3,1,2,2,2,2,1,2,3
2020-01-01,Japan,,3,0,0,0,0,0,1,3,2,1,1,1
2020-01-01,Jordan,,3,2,2,4,1,2,2,4,2,2,1,0
2020-01-01,Kazakhstan,,3,2,2,4,1,2,2,3,2,1,0,3
2020-01-01,Kenya,,3,2,2,4,1,2,2,4,2,1,1,4
2020-01-01,Kosovo,,3,2,2,4,2,2,2,4,2,1,1,0
2020-01-01,Kuwait,,3,3,2,4,2,3,2,4,2,2,2,3
2020-01-01,Kyrgyz Republic,,3,2,2,3,0,1,0,4,2,1,1,0
2020-01-01,Latvia,,3,1,2,3,0,1,0,4,2,1,1,0
2020-01-01,Lebanon,,3,2,2,0,2,3,2,2,2,2,1,3
2020-01-01,Lesotho,,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,Liberia,,3,3,2,4,1,2,2,3,2,1,1,3
2020-01-01,Libya,,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,Lithuania,,3,3,2,4,0,2,2,2,1,2,1,3
2020-01-01,Luxembourg,,1,2,1,3,1,1,2,4,2,3,2,2
2020-01-01,Malaysia,,3,2,2,4,1,2,2,4,2,3,2,3
2020-01-01,Mauritania,,3,2,2,2,0,0,0,2,2,1,2,3
2020-01-01,Moldova,,3,2,2,4,2,0,2,3,1,2,2,2
2020-01-01,Mongolia,,3,2,2,4,1,2,2,4,2,2,2,3
2020-01-01,Morocco,,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,Myanmar,,3,3,2,3,2,1,2,3,2,2,1,0
2020-01-01,Namibia,,3,0,2,3,0,0,0,4,2,1,2,1
2020-01-01,Nepal,,3,2,2,4,2,2,2,4,2,2,2,4
2020-01-01,Netherlands,,3,3,2,3,0,2,1,3,2,1,1,0
2020-01-01,New Zealand,,3,2,2,4,1,2,2,4,2,1,2,0
2020-01-01,Nigeria,,3,3,2,4,2,2,2,4,2,1,2,3
2020-01-01,Norway,,3,2,0,2,1,0,0,4,2,1,0,0
2020-01-01,Oman,,3,2,2,4,2,1,2,4,2,2,1,4
2020-01-01,Pakistan,,3,2,2,4,0,2,2,2,2,2,1,3
2020-01-01,Panama,,3,2,2,4,0,2,0,1,2,3,2,4
2020-01-01,Papua New Guinea,,3,0,0,2,0,0,0,4,1,0,2,0
2020-01-01,Paraguay,,3,3,2,3,0,2,0,2,2,2,2,2
2020-01-01,Peru,,3,2,2,4,2,2,2,4,2,2,2,3
2020-01-01,Philippines,,3,3,2,4,2,2,2,4,2,2,2,0
2020-01-01,Poland,,3,2,2,0,0,0,1,4,2,1,0,0
2020-01-01,Portugal,,3,2,2,4,1,2,2,3,2,3,1,3
2020-01-01,Qatar,,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,Romania,,3,2,2,3,0,1,0,3,2,2,1,3
2020-01-01,Russia,,3,3,2,4,1,3,2,4,2,1,2,0
2020-01-01,Rwanda,,3,2,2,3,2,2,1,2,2,3,2,3
2020-01-01,San Marino,,3,2,2,4,0,1,1,2,2,3,2,0
2020-01-01,Saudi Arabia,,3,2,2,4,2,3,2,4,2,2,2,0
2020-01-01,Senegal,,3,0,2,2,0,0,0,4,2,1,2,0
2020-01-01,Serbia,,3,1,2,4,0,2,0,4,2,1,2,0
2020-01-01,Seychelles,,3,3,2,4,0,2,2,3,2,2,2,0
2020-01-01,Sierra Leone,,3,2,2,2,1,2,2,4,1,2,2,0
2020-01-01,Slovak Republic,,2,0,2,3,0,1,0,2,2,1,2,0
2020-01-01,Slovenia,,3,3,2,4,2,1,2,3,2,2,2,2
2020-01-01,Somalia,,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,South Africa,,3,2,2,3,1,1,2,4,2,3,2,3
2020-01-01,South Korea,,3,0,2,2,0,0,0,3,2,3,2,0
2020-01-01,South Sudan,,3,1,2,3,2,2,1,3,2,1,2,3
2020-01-01,Spain,,3,2,2,4,1,2,1,4,2,2,1,3
2020-01-01,Sri Lanka,,3,0,2,3,0,2,0,4,2,2,2,4
2020-01-01,Sudan,,3,2,2,3,0,1,1,3,2,2,1,0
2020-01-01,Suriname,,3,2,2,4,2,1,2,2,2,2,1,1
2020-01-01,Switzerland,,0,2,2,3,0,1,1,3,2,2,2,1
2020-01-01,Syria,,3,2,2,3,2,2,0,3,2,1,0,0
2020-01-01,Tajikistan,,0,2,2,0,2,0,2,4,2,1,1,3
2020-01-01,Thailand,,3,2,2,3,0,1,0,4,2,1,1,0
2020-01-01,Timor-Leste,,3,2,2,4,2,1,0,4,2,2,2,2
2020-01-01,Trinidad and Tobago,,3,2,2,4,1,2,2,4,2,1,2,1
2020-01-01,Tunisia,,3,0,2,0,0,0,0,4,1,1,1,0
2020-01-01,Turkey,,3,2,2,0,1,1,0,1,2,2,2,4
2020-01-01,Uganda,,3,2,2,4,2,1,2,3,2,1,1,4
2020-01-01,Ukraine,,3,2,2,4,2,1,2,4,2,2,2,3
2020-01-01,United Arab Emirates,,3,2,2,0,0,2,2,4,2,1,2,0
2020-01-01,United Kingdom,,3,2,2,4,1,1,1,2,2,2,2,2
2020-01-01,United Kingdom,England,2,2,2,4,1,1,0,2,2,2,1,0
2020-01-01,United Kingdom,Northern Ireland,3,2,2,4,1,1,2,2,2,2,2,2
2020-01-01,United Kingdom,Scotland,3,2,2,4,1,1,1,2,2,2,1,2
2020-01-01,United Kingdom,Wales,3,2,2,4,1,1,2,0,2,2,2,0
2020-01-01,United States,,3,3,2,4,1,2,2,3,2,3,1,1
2020-01-01,United States,Alabama,3,2,2,0,1,1,1,3,2,3,2,3
2020-01-01,United States,Alaska,3,2,1,3,0,0,1,3,2,1,2,0
2020-01-01,United States,Arizona,3,2,2,0,0,1,1,3,2,2,2,3
2020-01-01,United States,Arkansas,3,2,1,3,1,1,1,3,2,3,2,3
2020-01-01,United States,California,3,3,2,4,0,2,2,3,2,1,1,1
2020-01-01,United States,Colorado,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,United States,Connecticut,3,3,2,4,1,1,1,3,2,1,1,0
2020-01-01,United States,Delaware,3,2,2,3,1,1,1,3,2,1,1,0
2020-01-01,United States,Florida,3,2,2,4,1,2,2,3,2,2,1,3
2020-01-01,United States,Georgia,3,2,2,4,1,2,1,3,2,3,2,1
2020-01-01,United States,Hawaii,3,3,1,4,0,2,2,3,2,1,2,2
2020-01-01,United States,Idaho,3,2,1,3,0,1,2,3,2,2,1,1
2020-01-01,United States,Illinois,3,3,2,4,0,2,2,3,2,1,1,2
2020-01-01,United States,Indiana,3,1,2,2,0,1,1,3,2,3,2,1
2020-01-01,United States,Iowa,3,2,1,0,1,1,1,3,2,2,2,1
2020-01-01,United States,Kansas,3,3,2,4,1,2,1,3,2,1,1,0
2020-01-01,United States,Kentucky,3,2,2,4,2,2,1,3,2,3,1,1
2020-01-01,United States,Louisiana,3,2,2,3,1,1,1,3,2,2,1,3
2020-01-01,United States,Maine,3,2,2,4,2,2,2,3,2,2,1,2
2020-01-01,United States,Maryland,3,2,2,4,1,1,1,3,2,3,1,2
2020-01-01,United States,Massachusetts,3,2,1,3,1,1,1,3,2,3,2,3
2020-01-01,United States,Michigan,3,2,2,1,1,1,1,3,2,1,1,1
2020-01-01,United States,Minnesota,3,2,2,4,0,2,1,3,2,2,1,1
