"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"SA","Saudi Arabia","","","","",NA,"2020-02-15",-5,0,-1,-6,0,2
"SA","Saudi Arabia","","","","",NA,"2020-02-16",-5,-2,0,-5,4,2
"SA","Saudi Arabia","","","","",NA,"2020-02-17",-8,-4,3,-7,4,2
"SA","Saudi Arabia","","","","",NA,"2020-02-18",-7,-3,3,-6,4,2
"SA","Saudi Arabia","","","","",NA,"2020-02-19",-7,-4,8,-4,3,1
"SA","Saudi Arabia","","","","",NA,"2020-02-20",-5,-4,-3,-3,3,2
"SA","Saudi Arabia","","","","",NA,"2020-02-21",-6,-3,4,-13,-4,2
"SA","Saudi Arabia","","","","",NA,"2020-02-22",-9,-4,-3,-8,0,2
"SA","Saudi Arabia","","","","",NA,"2020-02-23",-7,-4,3,-7,4,2
"SA","Saudi Arabia","","","","",NA,"2020-02-24",-9,-6,5,-8,4,2
"SA","Saudi Arabia","","","","",NA,"2020-02-25",-6,-3,2,-3,3,1
"SA","Saudi Arabia","","","","",NA,"2020-02-26",-5,-1,-3,-3,-1,2
"SA","Saudi Arabia","","","","",NA,"2020-02-27",2,5,-3,-2,3,1
"SA","Saudi Arabia","","","","",NA,"2020-02-28",3,6,3,-10,-3,2
"SA","Saudi Arabia","","","","",NA,"2020-02-29",1,6,-2,-6,2,1
"SA","Saudi Arabia","","","","",NA,"2020-03-01",1,5,2,-6,5,1
"SA","Saudi Arabia","","","","",NA,"2020-03-02",-2,3,0,-8,4,1
"SA","Saudi Arabia","","","","",NA,"2020-03-03",-1,3,0,-8,4,1
"SA","Saudi Arabia","","","","",NA,"2020-03-04",-1,2,2,-6,4,1
"SA","Saudi Arabia","","","","",NA,"2020-03-05",1,3,-2,-9,4,1
"SA","Saudi Arabia","","","","",NA,"2020-03-06",-1,2,-1,-17,-3,2
"SA","Saudi Arabia","","","","",NA,"2020-03-07",-4,2,-9,-16,2,2
"SA","Saudi Arabia","","","","",NA,"2020-03-08",-4,2,-2,-18,4,2
"SA","Saudi Arabia","","","","",NA,"2020-03-09",-8,2,0,-21,-8,5
"SA","Saudi Arabia","","","","",NA,"2020-03-10",-5,3,4,-19,-9,5
"SA","Saudi Arabia","","","","",NA,"2020-03-11",-7,0,4,-21,-9,5
"SA","Saudi Arabia","","","","",NA,"2020-03-12",-10,0,-12,-25,-9,7
"SA","Saudi Arabia","","","","",NA,"2020-03-13",-16,-1,-17,-31,-5,6
"SA","Saudi Arabia","","","","",NA,"2020-03-14",-16,0,-14,-28,0,5
"SA","Saudi Arabia","","","","",NA,"2020-03-15",-14,4,-8,-34,-11,7
"SA","Saudi Arabia","","","","",NA,"2020-03-16",-29,2,-19,-43,-19,9
"SA","Saudi Arabia","","","","",NA,"2020-03-17",-35,-5,-25,-47,-24,11
"SA","Saudi Arabia","","","","",NA,"2020-03-18",-38,-8,-29,-50,-27,13
"SA","Saudi Arabia","","","","",NA,"2020-03-19",-41,-12,-42,-56,-31,16
"SA","Saudi Arabia","","","","",NA,"2020-03-20",-50,-18,-59,-62,-21,14
"SA","Saudi Arabia","","","","",NA,"2020-03-21",-49,-16,-50,-69,-20,14
"SA","Saudi Arabia","","","","",NA,"2020-03-22",-49,-18,-43,-69,-37,18
"SA","Saudi Arabia","","","","",NA,"2020-03-23",-58,-25,-51,-72,-42,21
"SA","Saudi Arabia","","","","",NA,"2020-03-24",-56,-22,-51,-73,-43,22
"SA","Saudi Arabia","","","","",NA,"2020-03-25",-54,-19,-51,-73,-44,21
"SA","Saudi Arabia","","","","",NA,"2020-03-26",-57,-22,-61,-76,-46,26
"SA","Saudi Arabia","","","","",NA,"2020-03-27",-65,-29,-74,-82,-38,21
"SA","Saudi Arabia","","","","",NA,"2020-03-28",-56,-24,-59,-77,-31,19
"SA","Saudi Arabia","","","","",NA,"2020-03-29",-54,-24,-49,-75,-45,23
"SA","Saudi Arabia","","","","",NA,"2020-03-30",-56,-26,-51,-75,-46,22
"SA","Saudi Arabia","","","","",NA,"2020-03-31",-55,-26,-52,-74,-46,22
"SA","Saudi Arabia","","","","",NA,"2020-04-01",-56,-26,-52,-74,-46,22
"SA","Saudi Arabia","","","","",NA,"2020-04-02",-57,-26,-61,-77,-46,26
"SA","Saudi Arabia","","","","",NA,"2020-04-03",-66,-32,-74,-83,-40,21
"SA","Saudi Arabia","","","","",NA,"2020-04-04",-58,-28,-61,-78,-34,20
"SA","Saudi Arabia","","","","",NA,"2020-04-05",-55,-24,-52,-76,-47,23
"SA","Saudi Arabia","","","","",NA,"2020-04-06",-56,-25,-53,-76,-48,22
"SA","Saudi Arabia","","","","",NA,"2020-04-07",-75,-38,-64,-83,-65,29
"SA","Saudi Arabia","","","","",NA,"2020-04-08",-74,-38,-65,-82,-63,29
"SA","Saudi Arabia","","","","",NA,"2020-04-09",-73,-37,-70,-83,-62,32
"SA","Saudi Arabia","","","","",NA,"2020-04-10",-78,-44,-80,-85,-49,24
"SA","Saudi Arabia","","","","",NA,"2020-04-11",-72,-36,-68,-83,-49,25
"SA","Saudi Arabia","","","","",NA,"2020-04-12",-69,-34,-59,-80,-59,28
"SA","Saudi Arabia","","","","",NA,"2020-04-13",-71,-38,-61,-81,-60,28
"SA","Saudi Arabia","","","","",NA,"2020-04-14",-73,-40,-64,-81,-63,29
"SA","Saudi Arabia","","","","",NA,"2020-04-15",-73,-39,-63,-82,-63,30
