"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-15",-7,-8,-22,-22,-1,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-16",-5,-10,-11,NA,7,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-17",13,-1,21,NA,-11,2
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-18",9,-2,16,NA,-10,2
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-19",7,-3,3,-9,-13,3
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-20",8,-4,30,-7,-17,3
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-21",6,-3,5,-8,-18,3
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-22",4,1,4,2,1,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-23",17,-2,11,NA,10,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-24",2,5,5,NA,5,0
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-25",-3,4,-2,NA,4,1
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-26",1,-2,-2,NA,3,1
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-27",3,-1,19,2,3,1
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-28",3,5,4,2,1,0
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-02-29",-4,-2,-19,-2,0,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-01",13,1,-6,NA,5,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-02",4,1,5,NA,4,0
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-03",9,5,14,NA,4,-1
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-04",4,2,-2,NA,2,1
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-05",4,2,17,NA,3,1
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-06",4,5,18,0,1,0
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-07",4,1,-2,-2,3,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-08",8,3,23,NA,10,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-09",-1,4,4,NA,1,1
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-10",6,12,25,NA,3,0
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-11",4,14,6,-7,1,1
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-12",-2,34,12,-9,0,2
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-13",-18,7,0,-24,-22,10
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-14",-30,5,-25,-38,-8,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-15",-36,6,0,-31,-9,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-16",-22,22,21,-35,-44,15
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-17",-60,-32,25,-58,-79,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-18",-42,-11,-8,-50,-41,18
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-19",-47,-15,6,-42,-43,20
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-20",-54,-12,-11,-49,-44,22
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-21",-60,3,-31,-49,-36,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-22",-59,-13,4,-41,-38,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-23",-46,-16,2,-42,-45,18
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-24",-48,-5,-5,-49,-46,20
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-25",-56,-18,-3,-50,-48,21
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-26",-57,-17,2,-49,-51,22
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-27",-60,-13,-3,-51,-49,23
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-28",-77,-17,-68,-71,-48,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-29",-82,-37,-65,-77,-47,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-30",-69,-27,-39,-60,-61,26
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-03-31",-69,-23,-32,-60,-64,27
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-04-01",-71,-24,-37,-59,-65,28
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-04-02",-69,-21,-34,-67,-64,30
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-04-03",-71,-21,-39,-65,-64,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-04-04",-77,-18,-57,-67,-51,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-04-05",-81,-36,-75,-74,-47,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-04-06",-65,-20,-16,-53,-63,26
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-04-07",-62,-10,-11,-56,-63,26
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-04-08",-65,-12,-25,-57,-63,26
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-04-09",-64,-8,-25,-51,-63,28
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-04-10",-72,-16,-36,-71,-69,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-04-11",-75,-5,-50,-69,-47,NA
"IE","Ireland","County Kilkenny","","","IE_KK",NA,"2020-04-12",-87,-62,-63,-77,-47,NA
