"Date","CountryName","RegionName","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings"
2020-01-01,"United Kingdom","",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United Kingdom","England",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United Kingdom","Northern Ireland",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United Kingdom","Scotland",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United Kingdom","Wales",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Alabama",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Alaska",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Arizona",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Arkansas",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","California",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Colorado",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Connecticut",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Delaware",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Florida",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Georgia",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Hawaii",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Idaho",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Illinois",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Indiana",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Iowa",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Kansas",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Kentucky",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Louisiana",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Maine",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Maryland",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Massachusetts",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Michigan",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Minnesota",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Mississippi",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Missouri",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Montana",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Nebraska",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Nevada",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","New Hampshire",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","New Jersey",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","New Mexico",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","New York",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","North Carolina",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","North Dakota",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Ohio",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Oklahoma",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Oregon",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Pennsylvania",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Rhode Island",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","South Carolina",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","South Dakota",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Tennessee",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Texas",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Utah",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Vermont",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Virgin Islands",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Virginia",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Washington",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Washington DC",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","West Virginia",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Wisconsin",1,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,"United States","Wyoming",1,0,0,0,0,0,0,0,0,0,0,0
