,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c5_flag,c6_stay.at.home.requirements,c6_flag,c7_restrictions.on.internal.movement,c7_flag,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,e3_fiscal.measures,e4_international.support,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h4_emergency.investment.in.healthcare,h5_investment.in.vaccines,h6_facial.coverings,h6_flag,h7_vaccination.policy,h7_flag,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active
c1_school.closing,0.03647256634981491,0.001996772387202294,0.019417331756482185,0.03647256634981491,0.01349300154594471,0.03647256634981491,0.014383293732142107,0.004058230544860139,0.01313913094796675,0.03647256634981491,0.010733680259316338,0.0020432149323764202,0.011808890225624561,0.009743013948520037,0.013724737768120854,0.012810597574459591,0.0022830207578755472,0.012810597574459591,0.00020306885295902252,0.0002929049437082886,0.0039416922726179535,0.03647256634981491,0.01460698281656678,0.010886598477247596,0.0003112735349989587,9.00670875373426e-05,0.03647256634981491,0.03647256634981491,0.0008265404828641786,0.03647256634981491,0.016023088371869623,0.015899023051960125,0.016410970886684615,0.016410970886684615,0.016291382334684426,0.016291382334684426,0.01841066910086136,0.01841066910086136,0.022008127853688123,0.022008127853688123,0.014291731788274337,0.014291731788274337,0.011173137341921682,0.0073866381830644656,0.012095249623959815,0.008743377208545337,0.03647256634981491,0.03647256634981491,0.01138225185904766,0.007977094812905157,0.015161193305338895,0.020167977022591002,0.019279315825297242,0.019009631666409146,0.016655762222236997,0.004924619172023729,0.009567025170330265,0.01098109562790773,0.019279315825297242,0.019009631666409146,0.016655762222236997,0.004924619172023729,0.009567025170330265,0.01098109562790773
c1_flag,0.002971098654526776,0.05426937667187166,0.0011669657727875274,0.05426937667187166,0.05426937667187166,0.05426937667187166,0.05426937667187166,0.00586051921822894,0.05426937667187166,0.05426937667187166,0.002403919322835105,0.00796530769498302,0.0075960889232898066,0.0018580904804667126,0.0015212463331179713,0.05426937667187166,0.00015577796375496262,0.05426937667187166,5.156832094745247e-05,0.00015652656667942884,0.05426937667187166,0.05426937667187166,0.0012305747290034567,0.05426937667187166,0.00015577796375496262,5.247725070948468e-05,0.05426937667187166,0.05426937667187166,0.0004728130840537244,0.05426937667187166,0.0010795574752406826,0.0011179144930272482,0.002065070486491159,0.002065070486491159,0.0015338381230937154,0.0015338381230937154,0.0030487520818507077,0.0030487520818507077,0.0030487520818507077,0.0030487520818507077,0.00015577796375496262,0.00015577796375496262,0.0009355107696336547,0.00115622255250444,0.0009543686677977734,0.0012607659490103094,0.05426937667187166,0.05426937667187166,0.0009355107696336547,0.00115622255250444,0.0010795574752406826,0.0011179144930272482,0.001147485540203425,0.001147485540203425,0.001147485540203425,0.0009102804651448481,0.0010946959416599296,0.0012045257862548812,0.001147485540203425,0.001147485540203425,0.001147485540203425,0.0009102804651448481,0.0010946959416599296,0.0012045257862548812
c2_workplace.closing,0.018599180790690235,0.0007512316434921143,0.034935791588058554,0.034935791588058554,0.020670518452237874,0.034935791588058554,0.018674212550408378,0.004185441154034648,0.018917803448934577,0.034935791588058554,0.013731850299816651,0.007127369061362675,0.01199642190340437,0.02357047415941812,0.01660276713242556,0.018701898611619503,0.003833547319178385,0.01945911694932339,0.000534936133937198,0.00014771847734663536,0.00573262385177295,0.034935791588058554,0.022973072572710897,0.01650623264373652,0.00014696993087201933,4.867031936398342e-05,0.034935791588058554,0.034935791588058554,0.0004465041353240447,0.034935791588058554,0.005395867285208622,0.014263092783836953,0.017908290752968282,0.017908290752968282,0.020988131297134508,0.020988131297134508,0.01845852885011312,0.01845852885011312,0.018298212888847688,0.018298212888847688,0.021097542829605805,0.021097542829605805,0.004476715181670373,0.006689942178131039,0.005329378436022868,0.007382473415138517,0.034935791588058554,0.034935791588058554,0.005078450146236902,0.008915964518549702,0.009275697066775165,0.017030427620105044,0.014071031899580021,0.01374375840589333,0.010887235131212432,0.006203309234922448,0.009937937511319933,0.010128778171566696,0.014071031899580021,0.01374375840589333,0.010887235131212432,0.006203309234922448,0.009937937511319933,0.010128778171566696
c2_flag,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
c3_cancel.public.events,0.012757970645842292,0.034485724268617124,0.020404226365859524,0.034485724268617124,0.034485724268617124,0.034485724268617124,0.030217437744274864,0.034485724268617124,0.031217668370335166,0.034485724268617124,0.00670705150092081,0.034485724268617124,0.010931029944015855,0.034485724268617124,0.01115458187892732,0.030919237718826775,0.008090513358143323,0.03248943234276703,0.0009073434583849281,0.00013177601512206038,0.00935381908757125,0.034485724268617124,0.012709541380149415,0.02425254497334842,0.00013117883326830835,4.4023622018677615e-05,0.034485724268617124,0.034485724268617124,0.00039886856287805415,0.034485724268617124,0.002267024712487215,0.003019598809927871,0.011635633615563688,0.011635633615563688,0.020508983226121887,0.020508983226121887,0.016760661929758544,0.016760661929758544,0.015681044721909333,0.015681044721909333,0.030293588898490268,0.030293588898490268,0.0019059383467419264,0.000764999149366619,0.0019628188535358963,0.0004614592751584159,0.034485724268617124,0.034485724268617124,0.0028562572993443016,0.0032466193193319316,0.004593577345779886,0.009215501070735956,0.007409134017155529,0.006984425061911145,0.003277461195224119,0.0025504039738157313,0.00332531302101254,0.0036172604661853106,0.007409134017155529,0.006984425061911145,0.003277461195224119,0.0025504039738157313,0.00332531302101254,0.0036172604661853106
c3_flag,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
c4_restrictions.on.gatherings,0.014152909803015064,0.03588836823097654,0.01918339290361627,0.03588836823097654,0.031446476933936,0.03588836823097654,0.03588836823097654,0.03588836823097654,0.032784004726393354,0.03588836823097654,0.007198741193563137,0.03588836823097654,0.011202191113261827,0.0003362835085671238,0.011976965806692448,0.03196426712635797,0.017729984768515183,0.03124050671044425,0.00033186958265479495,0.0001511145258652718,0.009835084116845052,0.03588836823097654,0.013406730641305995,0.02302517698039408,0.00015040841138310877,5.0520722290992524e-05,0.03588836823097654,0.03588836823097654,0.0004571550221322459,0.03588836823097654,0.0024633761293776537,0.0036201988562087704,0.011310256717678786,0.011310256717678786,0.019505704306590165,0.019505704306590165,0.016291969603634774,0.016291969603634774,0.01524254262947626,0.01524254262947626,0.029309598971546315,0.029309598971546315,0.0020702253402957393,0.0009065755649168233,0.0021455794601267105,0.0006033616156452746,0.03588836823097654,0.03588836823097654,0.003060304762670952,0.003479282220100429,0.004928137851366604,0.00996143896969074,0.008206798015329154,0.007772599666991062,0.003982810051327566,0.0027316913080477822,0.0035634057455271326,0.0038770967986865214,0.008206798015329154,0.007772599666991062,0.003982810051327566,0.0027316913080477822,0.0035634057455271326,0.0038770967986865214
c4_flag,0.0047641908834928325,0.004623810453493233,0.005129669839868951,0.0428172490893723,0.0428172490893723,0.0428172490893723,0.0428172490893723,0.0428172490893723,0.0428172490893723,0.0428172490893723,0.005248145152462295,0.01768044623589318,0.011332398833228318,0.009882648852577173,0.008308899081141317,0.0428172490893723,0.00026809444630006865,0.0428172490893723,8.953660766780723e-05,0.0007679586838309244,0.0428172490893723,0.0428172490893723,0.005711102141381242,0.0428172490893723,0.0005155520795374082,9.073226343354356e-05,0.0428172490893723,0.0428172490893723,0.0008152399676995395,0.0428172490893723,0.003239698294452282,0.006278138760771374,0.0056898393776697535,0.0056898393776697535,0.006034445196961523,0.006034445196961523,0.011046250829250025,0.011046250829250025,0.011046250829250025,0.011046250829250025,0.00026809444630006865,0.00026809444630006865,0.0051384931097360085,0.0064577042715323295,0.005242074151158251,0.00715407910933236,0.0428172490893723,0.0428172490893723,0.0051384931097360085,0.0064577042715323295,0.003239698294452282,0.006278138760771374,0.006438091368607611,0.006438091368607611,0.006438091368607611,0.004946628682316102,0.006059639564085072,0.006721635880938712,0.006438091368607611,0.006438091368607611,0.006438091368607611,0.004946628682316102,0.006059639564085072,0.006721635880938712
c5_close.public.transport,0.012722343993269174,0.03531561845735959,0.019123480484760414,0.03531561845735959,0.03196891724551702,0.03531561845735959,0.03226079812183417,0.03531561845735959,0.03531561845735959,0.03531561845735959,0.006761849008847069,0.03531561845735959,0.011008650147305132,0.03531561845735959,0.011243587694447344,0.03406888526584827,0.004053774612145222,0.03266292364227679,0.00033431032597516634,0.00014524395747039505,0.010153009312673664,0.03531561845735959,0.012726223336306323,0.023665441912612904,0.00014457271357802925,4.854799690544956e-05,0.03531561845735959,0.03531561845735959,0.0004394448418141711,0.03531561845735959,0.0022707159092494856,0.0028634565793322075,0.010917655351382623,0.010917655351382623,0.01924347378647147,0.01924347378647147,0.01572644313631377,0.01572644313631377,0.01453662440531,0.01453662440531,0.028574138064413463,0.028574138064413463,0.0019094009537183323,0.0007294509339833218,0.0019597803385422836,0.00041244532937035667,0.03531561845735959,0.03531561845735959,0.002882060219572677,0.0032756105086593295,0.004632114517109127,0.00925972481532737,0.007352111554737111,0.0069134908978787015,0.003085102289446769,0.002573867249826588,0.0033551041832207214,0.003649277520256118,0.007352111554737111,0.0069134908978787015,0.003085102289446769,0.002573867249826588,0.0033551041832207214,0.003649277520256118
c5_flag,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
