,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c5_flag,c6_stay.at.home.requirements,c6_flag,c7_restrictions.on.internal.movement,c7_flag,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,e3_fiscal.measures,e4_international.support,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h4_emergency.investment.in.healthcare,h5_investment.in.vaccines,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,owid_total_cases,owid_new_cases,owid_new_cases_smoothed,owid_total_deaths,owid_new_deaths,owid_new_deaths_smoothed,owid_total_cases_per_million,owid_new_cases_per_million,owid_new_cases_smoothed_per_million,owid_total_deaths_per_million,owid_new_deaths_per_million,owid_new_deaths_smoothed_per_million,owid_reproduction_rate,owid_new_tests,owid_total_tests,owid_total_tests_per_thousand,owid_new_tests_per_thousand,owid_new_tests_smoothed,owid_new_tests_smoothed_per_thousand,owid_positive_rate,owid_tests_per_case,owid_stringency_index,owid_population,owid_population_density,owid_median_age,owid_aged_65_older,owid_aged_70_older,owid_gdp_per_capita,owid_extreme_poverty,owid_cardiovasc_death_rate,owid_diabetes_prevalence,owid_female_smokers,owid_male_smokers,owid_handwashing_facilities,owid_life_expectancy,owid_human_development_index,conf_population,conf_cases,conf_deaths,conf_cases_prev_week,conf_deaths_prev_week,conf_cases_infected,conf_cum_deaths,conf_cases_contagious,conf_cases_active,conf_p_cases_infected,conf_p_cases,conf_p_cases_contagious,conf_p_cases_active,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active,hosp_hosp_occupancy,hosp_icu_occupancy,hosp_hosp_weekly_admission
c1_school.closing,0.018603680553446692,0.018603680553446692,0.007779141166345691,0.0010315504616713383,0.009319479566374663,0.018603680553446692,0.0073964606848132336,0.0005286844941710684,0.0004028731575634981,0.018603680553446692,0.006586299758322419,0.0032124342755837664,0.007859041501839996,0.0026764367406436652,0.007607681252812994,4.445665769527541e-05,0.018603680553446692,0.005751174815216047,4.450865918581512e-05,0.018603680553446692,0.006241693792448421,0.018603680553446692,0.006898038587136666,0.005830108406904639,0.018603680553446692,0.018603680553446692,0.008949489084054574,0.018603680553446692,0.018603680553446692,0.008210331853594315,0.007791535175285847,0.009779394539046605,0.009779394539046605,0.0091209155592271,0.0091209155592271,0.009291409643696418,0.009291409643696418,0.009810232767046971,0.009810232767046971,0.005780872696733224,0.005780872696733224,0.0021414225836562835,0.000988503481213862,0.004208864679721007,0.0016771386904753287,0.018603680553446692,0.008982468967405174,0.002405957698364687,0.004235846192437671,0.008901816708151399,0.0024308912157378322,0.002060804486112577,0.008982468967405174,0.002405957698364687,0.004235846192437671,0.008901816708151399,0.0024308912157378322,0.002060804486112577,0.004314554062793067,0.002705360851477087,0.00893452561901423,0.00893452561901423,0.002705360851477087,0.0059422031463359365,0.00600224313685929,0.006174804093865755,0.001421115913537282,0.007598825790945536,0.018603680553446692,0.018603680553446692,0.018603680553446692,0.018603680553446692,0.018603680553446692,0.018603680553446692,0.018603680553446692,0.018603680553446692,0.018603680553446692,0.018603680553446692,0.018603680553446692,0.018603680553446692,0.018603680553446692,0.018603680553446692,0.018603680553446692,0.0018194349095453529,0.001443244284071057,0.002568082753099631,0.0010096104398117176,0.011511444059616663,0.010568787255150904,0.006218222288657673,0.009253878427514342,0.011511444059616663,0.0018194349095453529,0.006218222288657673,0.009253878427514342,0.018603680553446692,0.002868443352504075,0.0010828094231178861,0.007831719351068281,0.008091935880781954,0.00846461915576087,0.008975163731154317,0.008169505974578729,0.0004954686346320446,0.0017177662735571005,0.0015696117998919503,0.00846461915576087,0.008975163731154317,0.008169505974578729,0.0004954686346320446,0.0017177662735571005,0.0015696117998919503,0.003585531119896722,0.0048865080948041675,0.005257952479398837
c1_flag,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044
c2_workplace.closing,0.008674800985674847,0.020745635405152354,0.020745635405152354,0.0017558265103779485,0.008203272604712541,0.020745635405152354,0.007391594625971801,0.0009669748081160167,0.0005884935099793126,0.020745635405152354,0.009361673780484142,0.011289935969400595,0.007740891397436565,0.008992335516171785,0.006311409837391976,6.643262459711904e-05,0.020745635405152354,0.006500989793633675,6.639019888308427e-05,0.020745635405152354,0.006656693216023963,0.020745635405152354,0.0073828530333269965,0.006296099765810585,0.020745635405152354,0.020745635405152354,0.011462477226550095,0.020745635405152354,0.020745635405152354,0.00715036933770369,0.006394643915398444,0.00861383648910531,0.00861383648910531,0.007935006436931758,0.007935006436931758,0.009506091454308982,0.009506091454308982,0.008956556681806959,0.008956556681806959,0.006632670006338617,0.006632670006338617,0.0031242156588267658,0.0020998854088209043,0.003946509202267631,0.0032176083950881465,0.020745635405152354,0.006087242978128649,0.0018109575511811834,0.002366530787704814,0.007584734227155455,0.001180435693241276,0.0024476934395403905,0.006087242978128649,0.0018109575511811834,0.002366530787704814,0.007584734227155455,0.001180435693241276,0.0024476934395403905,0.0016513239255496713,0.0008234142518076617,0.005099442472218286,0.005099442472218286,0.0008234142518076617,0.0023547081053255526,0.002311432293891048,0.003820748661670014,0.0018766074291081522,0.007604444161967702,0.020745635405152354,0.020745635405152354,0.020745635405152354,0.020745635405152354,0.020745635405152354,0.020745635405152354,0.020745635405152354,0.020745635405152354,0.020745635405152354,0.020745635405152354,0.020745635405152354,0.020745635405152354,0.020745635405152354,0.020745635405152354,0.020745635405152354,0.002592336301721462,0.0019950167957498415,0.0031820047722427624,0.0015884579293090706,0.00652571707502317,0.005433360472182891,0.003146871561222619,0.004951370498311362,0.00652571707502317,0.002592336301721462,0.003146871561222619,0.004951370498311362,0.020745635405152354,0.0034423185932069226,0.0022761730636420225,0.00748287629636187,0.006737621331442394,0.004537301568748965,0.004507580994147003,0.005186700894765732,0.0009345362561744758,0.002395763832868815,0.002881735495074329,0.004537301568748965,0.004507580994147003,0.005186700894765732,0.0009345362561744758,0.002395763832868815,0.002881735495074329,0.005913537885111109,0.0056871537239365786,0.006712991997333297
c2_flag,0.0014295821637741579,0.025782054187314316,0.0021820885863464263,0.025782054187314316,0.002958997558110768,0.025782054187314316,0.002261341447490593,0.015515005686948963,0.00027109627866941607,0.025782054187314316,0.002049765442887955,0.0012048567715592059,0.0021509019082964977,0.0028151239165952586,1.1238377638402569e-05,0.025782054187314316,0.025782054187314316,0.0013466325936121169,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.0005920293042885685,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.001161444784632047,0.025782054187314316,0.025782054187314316,0.0014528711317237028,0.0016713017843233084,0.0016751033091082655,0.0016751033091082655,0.0037337235395413977,0.0037337235395413977,0.0020843467279254356,0.0020843467279254356,0.002964447170518363,0.002964447170518363,0.0013466325936121169,0.0013466325936121169,0.00150621743886653,0.0005781197809740154,0.002023180382057301,0.0010922824758028994,0.025782054187314316,0.0014528711317237028,0.00150621743886653,0.002023180382057301,0.006105899963074254,0.0012236200254430484,0.0010922824758028994,0.0014528711317237028,0.00150621743886653,0.002023180382057301,0.006105899963074254,0.0012236200254430484,0.0010922824758028994,0.0055398819553031135,0.0004969329288921219,0.0016987666823491034,0.0016987666823491034,0.0004969329288921219,0.00227433470991594,0.00227433470991594,0.0016724076276522196,0.0010046174775842401,0.0016751033091082655,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.025782054187314316,0.0007217687640666079,0.0005371171596853769,0.0008854886921619232,0.00152125186789284,0.002143355103708655,0.0021208992320860603,0.0023144091111589543,0.002295454692218907,0.002143355103708655,0.0007217687640666079,0.0023144091111589543,0.002295454692218907,0.025782054187314316,0.00150621743886653,0.0005781197809740154,0.0014528711317237028,0.0016713017843233084,0.0019749512314804546,0.0019278890242324454,0.007408658991533906,0.00037830128628223007,0.001424168830426801,0.0024579574785060813,0.0019749512314804546,0.0019278890242324454,0.007408658991533906,0.00037830128628223007,0.001424168830426801,0.0024579574785060813,0.0017963003313419506,0.0015065612413048901,0.0017815019764444418
c3_cancel.public.events,0.011272282877100415,0.02250189490304769,0.008897735567378552,0.0025825347967713326,0.02250189490304769,0.02250189490304769,0.010559838758825931,0.0018946636812777094,0.0003979579427624955,0.02250189490304769,0.008956017338117796,0.004021099289500657,0.008099137752181663,0.0007200317369914818,0.007909967660607711,5.603017748497154e-05,0.02250189490304769,0.00627988950953401,5.5971043517008366e-05,0.02250189490304769,0.01115765014012137,0.02250189490304769,0.01015915468553272,0.01014316686931064,0.02250189490304769,0.02250189490304769,0.012408142800425773,0.02250189490304769,0.02250189490304769,0.004482104525782783,0.0036107567272173247,0.008982366613360179,0.008982366613360179,0.007886534883718937,0.007886534883718937,0.009902452190069352,0.009902452190069352,0.00938525442276798,0.00938525442276798,0.006315468823555267,0.006315468823555267,0.0032763536229615596,0.001975818364521551,0.005869986229206441,0.004034392026903612,0.02250189490304769,0.003072987995878623,0.0018435463734087691,0.0044186307835349615,0.005093646659895793,0.0032985368447622787,0.0032652845426468795,0.003072987995878623,0.0018435463734087691,0.0044186307835349615,0.005093646659895793,0.0032985368447622787,0.0032652845426468795,0.0015597606234252742,0.001607712446945629,0.0028235930262852636,0.0028235930262852636,0.001607712446945629,0.0037826044839346235,0.0037254959060535817,0.0028700995610902225,0.0004089018953637465,0.006191218318714793,0.02250189490304769,0.02250189490304769,0.02250189490304769,0.02250189490304769,0.02250189490304769,0.02250189490304769,0.02250189490304769,0.02250189490304769,0.02250189490304769,0.02250189490304769,0.02250189490304769,0.02250189490304769,0.02250189490304769,0.02250189490304769,0.02250189490304769,0.00427610936852408,0.002948702722054121,0.0024050800470660706,0.0020209891275304133,0.0032088960232075146,0.0022000666875946254,0.00042995299000122335,0.001955875819705147,0.0032088960232075146,0.00427610936852408,0.00042995299000122335,0.001955875819705147,0.02250189490304769,0.003612072919723232,0.0021434265414700827,0.004922824528192172,0.004062240080287489,0.001375445660158613,0.001484115100566778,0.0032649802605717124,0.001112612125700417,0.0026261330165506034,0.0031813942056329804,0.001375445660158613,0.001484115100566778,0.0032649802605717124,0.001112612125700417,0.0026261330165506034,0.0031813942056329804,0.0017321984040687812,0.0021929114461970646,0.0027246049429648536
c3_flag,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044
c4_restrictions.on.gatherings,0.008978360752861979,0.022582497556270734,0.008046061945950131,0.0019807086487692157,0.010597664507512261,0.022582497556270734,0.022582497556270734,0.001714443911108574,0.0005208985922186062,0.022582497556270734,0.007682512160732495,0.0021686828333272257,0.006413647510482465,0.002196333390868983,0.009156724538518356,4.416708526575117e-05,0.022582497556270734,0.00684642275478445,4.475666571495846e-05,0.022582497556270734,0.009303068053086698,0.022582497556270734,0.00941531034325878,0.008457208325586087,0.022582497556270734,0.022582497556270734,0.0125417143917064,0.022582497556270734,0.022582497556270734,0.004966221352007869,0.005126137807563695,0.009450889918895157,0.009450889918895157,0.00884438204416741,0.00884438204416741,0.010655134330284222,0.010655134330284222,0.009642397849847552,0.009642397849847552,0.006870487769002803,0.006870487769002803,0.0021345153982418956,0.0015790371294200308,0.003503990219911353,0.003093018226061212,0.022582497556270734,0.003822851692741908,0.0010015400194729848,0.0018273335516238497,0.005721000697073617,0.0005297410135960814,0.0029763407139098883,0.003822851692741908,0.0010015400194729848,0.0018273335516238497,0.005721000697073617,0.0005297410135960814,0.0029763407139098883,0.005647579530347976,0.0027278719154704384,0.00473547212827525,0.00473547212827525,0.0027278719154704384,0.0047294266446004495,0.004731332353831004,0.003159216882603425,0.002758269725557072,0.005285898351008549,0.022582497556270734,0.022582497556270734,0.022582497556270734,0.022582497556270734,0.022582497556270734,0.022582497556270734,0.022582497556270734,0.022582497556270734,0.022582497556270734,0.022582497556270734,0.022582497556270734,0.022582497556270734,0.022582497556270734,0.022582497556270734,0.022582497556270734,0.00046242540283811,0.0005611896147991855,0.001398575566804144,0.002472631481985283,0.0012287042629396617,0.0009960914389092934,0.0008712159505347419,0.0007784996545334252,0.0012287042629396617,0.00046242540283811,0.0008712159505347419,0.0007784996545334252,0.022582497556270734,0.002389327420059294,0.001750139854458288,0.005080989548026247,0.0051928504991412446,0.0038464328777093517,0.0033848537886003427,0.006296058569425315,0.0009920984607160335,0.0021860567266674233,0.0022427819981002727,0.0038464328777093517,0.0033848537886003427,0.006296058569425315,0.0009920984607160335,0.0021860567266674233,0.0022427819981002727,0.003650334063893673,0.004195604215338122,0.004989862015245214
c4_flag,0.0008237441053903471,0.028986422646070802,0.0013510861407114482,0.01744331576261193,0.002440662107538227,0.028986422646070802,0.0022006244298950995,0.028986422646070802,0.00022654633582417594,0.028986422646070802,0.0016215689388095517,0.0013906879022343788,0.0014159375618480001,0.0017719894949127378,0.00010613645717814146,3.1981353371608936e-05,0.028986422646070802,0.0009698864515166772,3.230536009706462e-05,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.0004933975795458448,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.0009067700078687068,0.028986422646070802,0.028986422646070802,0.001054128419809884,0.0010247492284766605,0.0007778214960433903,0.0007778214960433903,0.0013708643498393587,0.0013708643498393587,0.0010828249338167325,0.0010828249338167325,0.0016758895254030716,0.0016758895254030716,0.0009445892198992768,0.0009445892198992768,0.0011108488695167561,0.00042642893937563914,0.0016493277411361942,0.0012909693533108158,0.028986422646070802,0.001054128419809884,0.0011108488695167561,0.0016407423776033368,0.004416100276288762,0.0009732712546841938,0.001287749546156964,0.001054128419809884,0.0011108488695167561,0.0016407423776033368,0.004416100276288762,0.0009732712546841938,0.001287749546156964,0.004060645893471227,0.0006734116253401545,0.0010432806153903172,0.0010432806153903172,0.0006734116253401545,0.0018246738720107427,0.0018233550112645507,0.0014637284825408721,0.0007659270925935737,0.0007778214960433903,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.028986422646070802,0.0007925385673877743,0.000594256274633446,0.0006704666062812722,0.0010378436650453665,0.0014027125156381662,0.00139618440796155,0.0014982195949197255,0.0014952715059946586,0.0014027125156381662,0.0007925385673877743,0.0014982195949197255,0.0014952715059946586,0.028986422646070802,0.0011108488695167561,0.00042642893937563914,0.001054128419809884,0.0010247492284766605,0.0011963449316970739,0.0011870574251857961,0.0053322676361823255,0.0005945925227284782,0.0011428313332107534,0.001765721276329559,0.0011963449316970739,0.0011870574251857961,0.0053322676361823255,0.0005945925227284782,0.0011428313332107534,0.001765721276329559,0.0013175546230205849,0.0011177590096110904,0.0012396965471065502
c5_close.public.transport,0.0005971787461502925,0.027576229436275704,0.000782257652562344,0.0002899618907630222,0.0004877002395971768,0.027576229436275704,0.0006360863786771262,0.00021552482729295612,0.027576229436275704,0.027576229436275704,0.00047479391635180416,0.027576229436275704,0.00048795958511773697,0.027576229436275704,0.0004218930017489752,1.6723961429813077e-05,0.027576229436275704,0.0008809908089419203,1.6843976956677497e-05,0.027576229436275704,0.0002709519005786439,0.027576229436275704,0.0027888710567983577,0.00026444080957086326,0.027576229436275704,0.027576229436275704,0.00030066295414901754,0.027576229436275704,0.027576229436275704,0.001754810804319835,0.0014086024847167506,0.0012716992669144227,0.0012716992669144227,0.0007028026245081414,0.0007028026245081414,0.0005892754996633034,0.0005892754996633034,0.0010235327809667942,0.0010235327809667942,0.0008566579642047456,0.0008566579642047456,0.001111395863684714,0.0005218072052097074,0.0009145382952045167,0.0004934581020125265,0.027576229436275704,0.001796236370991225,0.0010849036474296285,0.0009048951500121553,0.0009364322993789671,0.00047863835542124087,0.00045080573834724183,0.001796236370991225,0.0010849036474296285,0.0009048951500121553,0.0009364322993789671,0.00047863835542124087,0.00045080573834724183,0.027576229436275704,0.0012537807379599474,0.0016579002263596358,0.0016579002263596358,0.0012537807379599474,0.0014199235661869493,0.0014265205161248119,0.0005303771417284286,0.0002458776498034698,0.0018408590318910753,0.027576229436275704,0.027576229436275704,0.027576229436275704,0.027576229436275704,0.027576229436275704,0.027576229436275704,0.027576229436275704,0.027576229436275704,0.027576229436275704,0.027576229436275704,0.027576229436275704,0.027576229436275704,0.027576229436275704,0.027576229436275704,0.027576229436275704,0.002033806785379436,0.0018560392371921863,0.00135027111404662,0.0003051360677071597,0.0009862536905204757,0.0009951535877655402,0.0016009441224534055,0.0009093128319792748,0.0009862536905204757,0.002033806785379436,0.0016009441224534055,0.0009093128319792748,0.027576229436275704,0.0011205926413957559,0.0005381568853729007,0.0017429287989564393,0.001407591931500313,0.002224493122354524,0.00218216588547843,0.0023538639144512832,0.0009692904788123112,0.001897649009315359,0.0015174683993599135,0.002224493122354524,0.00218216588547843,0.0023538639144512832,0.0009692904788123112,0.001897649009315359,0.0015174683993599135,0.027576229436275704,0.027576229436275704,0.0007019281668716948
c5_flag,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044
