,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c5_flag,c6_stay.at.home.requirements,c6_flag,c7_restrictions.on.internal.movement,c7_flag,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,e3_fiscal.measures,e4_international.support,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h4_emergency.investment.in.healthcare,h5_investment.in.vaccines,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,owid_total_cases,owid_new_cases,owid_new_cases_smoothed,owid_total_deaths,owid_new_deaths,owid_new_deaths_smoothed,owid_total_cases_per_million,owid_new_cases_per_million,owid_new_cases_smoothed_per_million,owid_total_deaths_per_million,owid_new_deaths_per_million,owid_new_deaths_smoothed_per_million,owid_reproduction_rate,owid_new_tests,owid_total_tests,owid_total_tests_per_thousand,owid_new_tests_per_thousand,owid_new_tests_smoothed,owid_new_tests_smoothed_per_thousand,owid_positive_rate,owid_tests_per_case,owid_stringency_index,owid_population,owid_population_density,owid_median_age,owid_aged_65_older,owid_aged_70_older,owid_cardiovasc_death_rate,owid_diabetes_prevalence,owid_female_smokers,owid_male_smokers,owid_handwashing_facilities,owid_hospital_beds_per_thousand,owid_life_expectancy,owid_human_development_index,conf_population,conf_cases,conf_deaths,conf_cases_prev_week,conf_deaths_prev_week,conf_cases_infected,conf_cum_deaths,conf_cases_contagious,conf_cases_active,conf_p_cases_infected,conf_p_cases,conf_p_cases_contagious,conf_p_cases_active,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active
c1_school.closing,0.020540901169973976,0.0019712651613005517,0.0070554026676582365,0.003303518339034385,0.011057035792770046,0.020540901169973976,0.007537578107295076,0.020540901169973976,0.010498976923664275,0.002731018157598737,0.005237762129318992,0.020540901169973976,0.011975476079637327,0.006336595522730785,0.010102707811173681,0.0005819578166726632,0.020540901169973976,0.009793512422381292,0.020540901169973976,0.020540901169973976,0.002771396626047053,0.020540901169973976,0.008575162168150073,0.010951506032081811,0.020540901169973976,0.020540901169973976,0.005531549064347926,0.020540901169973976,0.020540901169973976,0.007657718191248789,0.007309255770306119,0.008654438361059709,0.008654438361059709,0.01018490490151956,0.01018490490151956,0.007617417977854856,0.007617417977854856,0.00966270435962694,0.00966270435962694,0.010057967675429203,0.010057967675429203,0.0039907555852618576,0.0017289867918105876,0.004724943611007326,0.002264384962032975,0.020540901169973976,0.005751050905617742,0.002276294154285339,0.002776116702484404,0.004012995181538503,0.0007738962147271801,0.0010865283095973833,0.005751050905617742,0.002276294154285339,0.002776116702484404,0.004012995181538503,0.0007738962147271801,0.0010865283095973833,0.0007710796080439855,0.004163333351601946,0.005666906396659108,0.005666906396659108,0.004164381495503082,0.003925281774577236,0.003923283798813883,0.0010868120652195057,0.0006169542930847387,0.005899654274301677,0.020540901169973976,0.020540901169973976,0.020540901169973976,0.020540901169973976,0.020540901169973976,0.020540901169973976,0.020540901169973976,0.020540901169973976,0.020540901169973976,0.020540901169973976,0.020540901169973976,0.020540901169973976,0.020540901169973976,0.020540901169973976,0.004557486915490434,0.0016345067888281317,0.003908791949359061,0.0022013643695549755,0.006643876519612223,0.0043481153728686765,0.004561657770677149,0.007912934335391112,0.006643876519612223,0.004557486915490434,0.004561657770677149,0.007912934335391112,0.020540901169973976,0.0043362070267548335,0.0019334807479869593,0.008205554161616618,0.00781985786547129,0.004692087343326777,0.004361672957859443,0.004130262712237161,0.0005766184870737232,0.0020064587509749307,0.003149544348762861,0.004692087343326777,0.004361672957859443,0.004130262712237161,0.0005766184870737232,0.0020064587509749307,0.003149544348762861
c1_flag,0.0023771898101215255,0.02477070153249189,0.004429816183531622,0.005540943943332571,0.02477070153249189,0.02477070153249189,0.0023771898101215255,0.02477070153249189,0.0014522816913080706,0.0045460606199521966,0.0017799496706797273,0.0016376782559594106,0.02477070153249189,0.00097470697540828,0.0008202768099030482,0.0008778928863884405,0.02477070153249189,0.0007343207373818908,0.02477070153249189,0.02477070153249189,0.02477070153249189,0.02477070153249189,0.002834625741595767,0.002048962581777076,0.02477070153249189,0.02477070153249189,0.007170773139280814,0.02477070153249189,0.02477070153249189,0.0060816721846711636,0.00461517344087044,0.002046083132844673,0.002046083132844673,0.003976241311141538,0.003976241311141538,0.002689958059374879,0.002689958059374879,0.0029257748303870164,0.0029257748303870164,0.0016785521853707429,0.0016785521853707429,0.0010975872686276777,0.00035308520011665794,0.0021697642189552765,0.0023993505224393368,0.02477070153249189,0.0060816721846711636,0.0010975872686276777,0.0021697642189552765,0.00461517344087044,0.00035308520011665794,0.0023993505224393368,0.0060816721846711636,0.0010975872686276777,0.0021697642189552765,0.00461517344087044,0.00035308520011665794,0.0023993505224393368,0.0007976357500901215,0.005695363245563195,0.007485475233048575,0.007485475233048575,0.005695363245563195,0.005537496885816128,0.005534678289546384,0.001970759717944823,0.0009527830222170983,0.0020396523980719086,0.02477070153249189,0.02477070153249189,0.02477070153249189,0.02477070153249189,0.02477070153249189,0.02477070153249189,0.02477070153249189,0.02477070153249189,0.02477070153249189,0.02477070153249189,0.02477070153249189,0.02477070153249189,0.02477070153249189,0.02477070153249189,0.0027388666045904714,0.002606224215269619,0.004791256453587748,0.004292797955894023,0.006533157122583717,0.006713341563744552,0.002977542244759452,0.0031878090421248017,0.006533157122583717,0.0027388666045904714,0.002977542244759452,0.0031878090421248017,0.02477070153249189,0.0011075843749320145,0.0003553471321432971,0.006060485245005671,0.004576188012711415,0.0042499202664858715,0.004033646507923697,0.00567409993296664,0.0010581841044347865,0.0010579251472518944,0.0018864788513903781,0.0042499202664858715,0.004033646507923697,0.00567409993296664,0.0010581841044347865,0.0010579251472518944,0.0018864788513903781
c2_workplace.closing,0.0065429535797319,0.0034065826185912173,0.01904897128792914,0.010768298963889473,0.004398731994246227,0.01904897128792914,0.004801760507702067,0.01904897128792914,0.010983049046624277,0.007782701785850502,0.006982510441121698,0.0018732884525083395,0.004619167435733183,0.0009827903106626903,0.006747444418999398,0.0013079073091486625,0.01904897128792914,0.005681814716522104,0.01904897128792914,0.01904897128792914,0.001274484911172515,0.01904897128792914,0.006885379581313239,0.0061870052184559545,0.01904897128792914,0.01904897128792914,0.010335577349144358,0.01904897128792914,0.01904897128792914,0.008014289667140113,0.009767396255059737,0.006904807087150083,0.006904807087150083,0.008872661240165256,0.008872661240165256,0.0066250531056561155,0.0066250531056561155,0.006378568858195049,0.006378568858195049,0.0067179980143595745,0.0067179980143595745,0.005124108756332702,0.0015758141750714554,0.006103235319409274,0.00411172923165927,0.01904897128792914,0.00760598542163568,0.004243805432989255,0.005123917470885594,0.009203389496819127,0.001285447075833094,0.003851925609476007,0.00760598542163568,0.004243805432989255,0.005123917470885594,0.009203389496819127,0.001285447075833094,0.003851925609476007,0.004817344354725546,0.007469136997472037,0.008147121499101202,0.008147121499101202,0.007454996825927563,0.00809492392781779,0.008102706783233934,0.0036288258106415322,0.0023715751103806897,0.006016200939079282,0.01904897128792914,0.01904897128792914,0.01904897128792914,0.01904897128792914,0.01904897128792914,0.01904897128792914,0.01904897128792914,0.01904897128792914,0.01904897128792914,0.01904897128792914,0.01904897128792914,0.01904897128792914,0.01904897128792914,0.01904897128792914,0.0033124435891134694,0.0031377223447825613,0.006760544397139382,0.003115430856312496,0.003718964488634223,0.0045802913334944085,0.0053145528980819414,0.001677179930081635,0.003718964488634223,0.0033124435891134694,0.0053145528980819414,0.001677179930081635,0.01904897128792914,0.004810067864764578,0.001728511721642301,0.008507318828247736,0.00936861282936915,0.011677522755591535,0.011394027561573357,0.010404034360611695,0.0013131946439350276,0.0028216822640247424,0.003133488323482294,0.011677522755591535,0.011394027561573357,0.010404034360611695,0.0013131946439350276,0.0028216822640247424,0.003133488323482294
c2_flag,0.003385150814472029,0.004708322939729226,0.01189861384649933,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.006791269735373708,0.02104848261440304,0.0061311794052427435,0.018245346944658375,0.0068356651982089105,0.0011898811042044312,0.02104848261440304,0.0013518689510393256,0.005223756704983229,0.003497945711378445,0.02104848261440304,0.00034050893219442506,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.005631973398762436,0.005403803187744225,0.02104848261440304,0.02104848261440304,0.014118813222047178,0.02104848261440304,0.02104848261440304,0.005916178708447188,0.005937570439664677,0.004455175464317792,0.004455175464317792,0.006285017058741513,0.006285017058741513,0.0010539818364231682,0.0010539818364231682,0.00136573131919217,0.00136573131919217,0.003905313445898294,0.003905313445898294,0.001707239444024316,0.0012754984966568174,0.0016330736640147424,0.0028169929616748014,0.02104848261440304,0.005916178708447188,0.001707239444024316,0.0016330736640147424,0.005937570439664677,0.0012754984966568174,0.0028169929616748014,0.005916178708447188,0.001707239444024316,0.0016330736640147424,0.005937570439664677,0.0012754984966568174,0.0028169929616748014,0.0007074245064054152,0.00641332056384578,0.006365470585355567,0.006365470585355567,0.00641332056384578,0.00707902038918531,0.00707902038918531,0.0038178483162754043,0.0014426666898134243,0.00445087099916165,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.02104848261440304,0.0030296552700042213,0.0025417793622476456,0.0051000000148823665,0.006604805099739777,0.007871915611113155,0.008140430838916572,0.004251360578494097,0.008942790008192049,0.007871915611113155,0.0030296552700042213,0.004251360578494097,0.008942790008192049,0.02104848261440304,0.0015886345932195325,0.0012832278948186361,0.0058999842525734566,0.0059480853699739765,0.004904430429244621,0.005126452520382713,0.005113952849252995,0.0017878507173429096,0.0026445754058507516,0.0036069871421104335,0.004904430429244621,0.005126452520382713,0.005113952849252995,0.0017878507173429096,0.0026445754058507516,0.0036069871421104335
c3_cancel.public.events,0.008500921385260141,0.015792350617380182,0.003646722800671313,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.006768809019686068,0.015792350617380182,0.004653410756335481,0.015792350617380182,0.0020783437156080475,0.015792350617380182,0.01443020748824841,0.015792350617380182,0.004881898801687072,0.000414090122909714,0.015792350617380182,0.010399657456184954,0.015792350617380182,0.015792350617380182,0.003757208480568662,0.015792350617380182,0.005703804832225838,0.008084582229966567,0.015792350617380182,0.015792350617380182,0.0029601538295791065,0.015792350617380182,0.015792350617380182,0.0024429136002961094,0.0032999586550658765,0.003915221928697868,0.003915221928697868,0.005334405293073389,0.005334405293073389,0.004294180012021167,0.004294180012021167,0.0055791666174164894,0.0055791666174164894,0.007865693377345046,0.007865693377345046,0.001719536353902545,0.0008445210196776536,0.001815205940832353,0.000999643991910182,0.015792350617380182,0.00046724230197655236,0.00026170644198227197,9.203076262570706e-05,0.00018786049637068897,2.144551138357096e-05,4.6306511829190874e-05,0.00046724230197655236,0.00026170644198227197,9.203076262570706e-05,0.00018786049637068897,2.144551138357096e-05,4.6306511829190874e-05,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.0014347185903344842,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.015792350617380182,0.002131940731066085,0.0011181230273283177,0.002971918605360234,0.003828649329166533,0.0007306833752228462,0.0004229322293636355,0.0002729220606744152,0.00043829869289328983,0.0009756609940781575,0.0011534816505350488,0.0007306833752228462,0.0004229322293636355,0.0002729220606744152,0.00043829869289328983,0.0009756609940781575,0.0011534816505350488
c3_flag,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009
c4_restrictions.on.gatherings,0.008348501623730154,0.002183341938970117,0.00573489105033523,0.007340512636146559,0.009751281340901497,0.022750775425390245,0.022750775425390245,0.022750775425390245,0.0038198334111130164,0.0024485468741153255,0.002535009281338105,0.0033024782606970934,0.010245669414268892,0.0007688372880454645,0.00568471775571437,0.0019343413605919053,0.022750775425390245,0.013362724234440322,0.022750775425390245,0.022750775425390245,0.002808940932335316,0.022750775425390245,0.010545303704388918,0.014814435418550117,0.022750775425390245,0.022750775425390245,0.008158852745619736,0.022750775425390245,0.022750775425390245,0.008023662890574115,0.008618144297781799,0.004290755927591721,0.004290755927591721,0.00508516638333565,0.00508516638333565,0.005511273519037981,0.005511273519037981,0.006135786057341145,0.006135786057341145,0.015016348657979767,0.015016348657979767,0.0011245623437795207,0.0011584845220209544,0.0008594370437909628,0.0022918132668263663,0.022750775425390245,0.006029020105626714,0.0003955894204471383,0.00035376316520077813,0.006422256830539154,0.0026710848934934535,0.003797197071103598,0.006029020105626714,0.0003955894204471383,0.00035376316520077813,0.006422256830539154,0.0026710848934934535,0.003797197071103598,0.000528768039384054,0.003359640196100226,0.00271147022946762,0.00271147022946762,0.0034101894382804077,0.00296202735423973,0.002914054844676422,0.013259471956372068,0.0013681401256730782,0.0028030498741947415,0.022750775425390245,0.022750775425390245,0.022750775425390245,0.022750775425390245,0.022750775425390245,0.022750775425390245,0.022750775425390245,0.022750775425390245,0.022750775425390245,0.022750775425390245,0.022750775425390245,0.022750775425390245,0.022750775425390245,0.022750775425390245,0.0002886618389712654,0.0038866564639170468,0.0019053379780266991,0.00036695136077565535,0.002888365599548624,0.007145942042313838,0.0033961800487708866,0.0065097656053600865,0.002888365599548624,0.0002886618389712654,0.0033961800487708866,0.0065097656053600865,0.022750775425390245,0.0012705719102162438,0.0010257861234914015,0.007361599333410767,0.009514451710882579,0.005402798567032615,0.005345666444959602,0.005135035257620488,0.0015751703768920643,0.0023053675153844825,0.0021243270475115447,0.005402798567032615,0.005345666444959602,0.005135035257620488,0.0015751703768920643,0.0023053675153844825,0.0021243270475115447
c4_flag,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009
c5_close.public.transport,0.00980179375187518,0.0011243217900782298,0.011056800347103185,0.005586004780570328,0.005650705630694395,0.019176885348888555,0.0032197806891020152,0.019176885348888555,0.019176885348888555,0.004412835447240853,0.01075681639334024,0.019176885348888555,0.0059464730270692885,0.0020849651595604367,0.008354357227478909,0.0008294541035941381,0.019176885348888555,0.004291704907673125,0.019176885348888555,0.019176885348888555,0.0016030495289667147,0.019176885348888555,0.006285506885430176,0.005776719190221974,0.019176885348888555,0.019176885348888555,0.0068162340967245615,0.019176885348888555,0.019176885348888555,0.0067619089714834905,0.007624645442691544,0.007188771745131818,0.007188771745131818,0.009867187997905646,0.009867187997905646,0.007569041040071837,0.007569041040071837,0.007613053875399825,0.007613053875399825,0.004906760758875539,0.004906760758875539,0.0034800894894653905,0.0021150683775935254,0.0048177623012267854,0.004194976900270735,0.019176885348888555,0.006497579916940937,0.002227818369969533,0.003439918775450331,0.007104399296718705,0.0017783156878057925,0.0032294460336869746,0.006497579916940937,0.002227818369969533,0.003439918775450331,0.007104399296718705,0.0017783156878057925,0.0032294460336869746,0.002435143874542689,0.006171593139149153,0.00785963749639816,0.00785963749639816,0.0061434977149339,0.006244678766587341,0.006270277847539027,0.0021173858489897876,0.00345452111509401,0.0069636159598459625,0.019176885348888555,0.019176885348888555,0.019176885348888555,0.019176885348888555,0.019176885348888555,0.019176885348888555,0.019176885348888555,0.019176885348888555,0.019176885348888555,0.019176885348888555,0.019176885348888555,0.019176885348888555,0.019176885348888555,0.019176885348888555,0.005029418448551955,0.0031417709466921373,0.009641169864627465,0.003069127022431951,0.009312615220034596,0.007319860751943005,0.010115810376367761,0.006831486387287678,0.009312615220034596,0.005029418448551955,0.010115810376367761,0.006831486387287678,0.019176885348888555,0.003893637726944701,0.002292857136410523,0.007480225141723823,0.007877357175629058,0.007195359036544983,0.007153893131613923,0.00711354039209853,0.0007333193072305271,0.0022159859680934944,0.002985898617111714,0.007195359036544983,0.007153893131613923,0.00711354039209853,0.0007333193072305271,0.0022159859680934944,0.002985898617111714
c5_flag,0.0029792492403807667,0.00411243132745431,0.009155047567983689,0.019423749826198624,0.022407930184246267,0.022407930184246267,0.0024116482353739163,0.022407930184246267,0.005156338311323907,0.022407930184246267,0.0064793850395736445,0.0024841485498857513,0.022407930184246267,0.0012023073301169202,0.00330131474424813,0.004075959131193269,0.022407930184246267,0.0009035024412197642,0.022407930184246267,0.022407930184246267,0.022407930184246267,0.022407930184246267,0.002667605795827985,0.0014395523274357833,0.022407930184246267,0.022407930184246267,0.010823360247241686,0.022407930184246267,0.022407930184246267,0.003772544266528291,0.005157579481066551,0.005073586669954991,0.005073586669954991,0.006852328600933568,0.006852328600933568,0.002879654472837669,0.002879654472837669,0.0023986259182952325,0.0023986259182952325,0.00475767849216306,0.00475767849216306,0.001580673910036908,0.0010698094949157134,0.0013430285940047519,0.0032222216234313737,0.022407930184246267,0.003772544266528291,0.001580673910036908,0.0013430285940047519,0.005157579481066551,0.0010698094949157134,0.0032222216234313737,0.003772544266528291,0.001580673910036908,0.0013430285940047519,0.005157579481066551,0.0010698094949157134,0.0032222216234313737,0.0009650770539385963,0.004250235271741309,0.004656432768394991,0.004656432768394991,0.004250235271741309,0.004675562332922037,0.004695707100242157,0.0029106971480371805,0.0010224715065448827,0.005074635099395464,0.022407930184246267,0.022407930184246267,0.022407930184246267,0.022407930184246267,0.022407930184246267,0.022407930184246267,0.022407930184246267,0.022407930184246267,0.022407930184246267,0.022407930184246267,0.022407930184246267,0.022407930184246267,0.022407930184246267,0.022407930184246267,0.0021475326227341236,0.0029566499311166525,0.005285071935917387,0.0072698033417329735,0.006827091709702596,0.006142324391754812,0.0036867405373485437,0.009498896885304134,0.006827091709702596,0.0021475326227341236,0.0036867405373485437,0.009498896885304134,0.022407930184246267,0.0014612125296231562,0.0010754111210254727,0.0037683388225743767,0.005165843049600088,0.005725525442897768,0.0059155465763991635,0.005301758886012632,0.0014202195987764548,0.0013645423175318808,0.002363661670360878,0.005725525442897768,0.0059155465763991635,0.005301758886012632,0.0014202195987764548,0.0013645423175318808,0.002363661670360878
