,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c5_flag,c6_stay.at.home.requirements,c6_flag,c7_restrictions.on.internal.movement,c7_flag,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,e3_fiscal.measures,e4_international.support,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h4_emergency.investment.in.healthcare,h5_investment.in.vaccines,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,owid_total_cases,owid_new_cases,owid_new_cases_smoothed,owid_new_deaths_smoothed,owid_total_cases_per_million,owid_new_cases_per_million,owid_new_cases_smoothed_per_million,owid_new_deaths_smoothed_per_million,owid_reproduction_rate,owid_stringency_index,owid_population,owid_population_density,owid_median_age,owid_aged_65_older,owid_aged_70_older,owid_gdp_per_capita,owid_extreme_poverty,owid_cardiovasc_death_rate,owid_diabetes_prevalence,owid_handwashing_facilities,owid_hospital_beds_per_thousand,owid_life_expectancy,owid_human_development_index,conf_population,conf_cases,conf_deaths,conf_cases_prev_week,conf_deaths_prev_week,conf_cases_infected,conf_cum_deaths,conf_cases_contagious,conf_cases_active,conf_p_cases_infected,conf_p_cases,conf_p_cases_contagious,conf_p_cases_active,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active
c1_school.closing,0.017627457607165074,0.001358496342717683,0.008184394700605814,0.0011598890937132504,0.007735063254019595,0.017627457607165074,0.014726735267641828,0.0010846977878759012,0.005543164984257098,0.0009226013784430202,0.00740466520110387,0.0011496880154909044,0.006480365687874702,0.017627457607165074,0.007459627634232124,0.00405300367075926,0.0015990891118888473,0.006056708697200159,7.312541345798977e-05,3.648376516236708e-05,0.0019951873028463906,0.017627457607165074,0.007298091123270968,0.008284524273974865,3.648376516236708e-05,0.017627457607165074,0.009631787120624296,0.017627457607165074,0.017627457607165074,0.006690977392735524,0.017627457607165074,0.008435817466603851,0.008435817466603851,0.009138429610039064,0.009138429610039064,0.006278757375675172,0.006278757375675172,0.007460733226856008,0.007460733226856008,0.006955075102484468,0.006955075102484468,0.0013588242435220034,0.017627457607165074,0.0013554046683274677,0.017627457607165074,0.017627457607165074,0.005812836173091448,0.00045174777795814865,0.0003942257814359897,0.017627457607165074,0.005812836173091448,0.00045174777795814865,0.0004252486624245999,0.017627457607165074,0.004422775634111967,0.004674946431125277,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.0005990598721551171,0.017627457607165074,0.0010771077889887705,0.017627457607165074,0.005094630123275346,0.017627457607165074,0.002666130663604038,0.0032566918735785644,0.005094630123275346,0.0005990598721551171,0.002666130663604038,0.0032566918735785644,0.017627457607165074,0.000929221524549515,0.017627457607165074,0.0061168986417150005,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074,0.017627457607165074
c1_flag,0.0015737434357038572,0.020420441943868443,0.001822849092290791,0.0022586857414877677,0.0024219058650290256,0.020420441943868443,0.0021184989611755167,0.004227021229963528,0.0005237668181333051,0.004689158863235256,0.0020508353527293466,0.0022626907368121277,0.004176015576993494,0.020420441943868443,0.002204818662728009,0.0007975030730893249,0.0016642469994516296,0.00199984572890414,0.0005869347324493647,2.326434595141728e-05,0.020420441943868443,0.020420441943868443,0.0014016330660201952,0.020420441943868443,2.326434595141728e-05,0.020420441943868443,0.0011621458136150738,0.020420441943868443,0.020420441943868443,0.0011405109229472416,0.020420441943868443,0.00136365173258646,0.00136365173258646,0.002193555969319337,0.002193555969319337,0.0027618262400720605,0.0027618262400720605,0.002681360041284526,0.002681360041284526,0.001377591287667098,0.001377591287667098,0.0006399509769965719,0.020420441943868443,0.0002802613702421769,0.020420441943868443,0.020420441943868443,0.0011405109229472416,0.0006313395269304278,0.00035600777894336547,0.020420441943868443,0.0011405109229472416,0.0006313395269304278,0.00033690977486017796,0.020420441943868443,0.0013487667878769676,0.00136365173258646,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.0003108435193537427,0.020420441943868443,0.001691349176216701,0.020420441943868443,0.00225007530706532,0.020420441943868443,0.0011103627730455292,0.001255589511524262,0.00225007530706532,0.0003108435193537427,0.0011103627730455292,0.001255589511524262,0.020420441943868443,0.0006399509769965719,0.020420441943868443,0.0011405109229472416,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443,0.020420441943868443
c2_workplace.closing,0.007868537049674627,0.001512804079061376,0.0169471669374988,0.004101278022762793,0.00946258313593893,0.0169471669374988,0.009320003487539178,0.001859194802225838,0.00964728118339331,0.0034711777980867753,0.011804914615209229,0.003952811510083666,0.009122726897126019,0.0169471669374988,0.006874122330471802,0.006853311482049563,0.004803946339539246,0.007374425614585129,5.0206353369801106e-05,6.554400968816616e-05,0.0015493154637360193,0.0169471669374988,0.007405640752361652,0.005607339899006658,2.5054738388377945e-05,0.0169471669374988,0.007123337385026468,0.0169471669374988,0.0169471669374988,0.005576588632428134,0.0169471669374988,0.010138834845098555,0.010138834845098555,0.007931622555694738,0.007931622555694738,0.007325292179831994,0.007325292179831994,0.008670135104704957,0.008670135104704957,0.007755683504692383,0.007755683504692383,0.0019288011917104788,0.0169471669374988,0.003867826193848084,0.0169471669374988,0.0169471669374988,0.004663591643899865,0.001629919970523209,0.0032968094736908716,0.0169471669374988,0.004663591643899865,0.001629919970523209,0.003604323306003052,0.0169471669374988,0.006022572949006082,0.009661657198104709,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.001693508639178077,0.0169471669374988,0.0012294583455550287,0.0169471669374988,0.0015496118250388946,0.0169471669374988,0.0012328721009523572,0.0013153549290685362,0.0015496118250388946,0.001693508639178077,0.0012328721009523572,0.0013153549290685362,0.0169471669374988,0.001702758433575948,0.0169471669374988,0.006712614416937356,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988,0.0169471669374988
c2_flag,0.0012432170589435458,0.002089829465005865,0.0045723795964066815,0.01889383745550555,0.0004873271548288286,0.01889383745550555,0.0012298525992154208,0.010715465259505771,0.0028757106541827467,0.01171838427401064,0.003109663745351326,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.0011147701393131775,0.001413896093267601,0.002136067340741083,0.000308611728866418,4.30012472152033e-05,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.0004379746033565188,0.01889383745550555,2.1456968434616502e-05,0.01889383745550555,0.001134288747295306,0.01889383745550555,0.01889383745550555,0.0019660641119317113,0.01889383745550555,0.0027953108944401123,0.0027953108944401123,0.0021093777401350023,0.0021093777401350023,0.002558674379482445,0.002558674379482445,0.002664018895128529,0.002664018895128529,0.0012582163126999026,0.0012582163126999026,0.00020626565502540053,0.01889383745550555,0.0005258853318612542,0.01889383745550555,0.01889383745550555,0.0019660641119317113,0.00020626565502540053,0.0005258853318612542,0.01889383745550555,0.0019660641119317113,0.00020626565502540053,0.0005325827768687636,0.01889383745550555,0.0019179901071017357,0.0027953108944401123,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.00029832649388577263,0.01889383745550555,0.0015737186644971903,0.01889383745550555,0.0020852795543900536,0.01889383745550555,0.0010206632355888765,0.0011517391369163471,0.0020852795543900536,0.00029832649388577263,0.0010206632355888765,0.0011517391369163471,0.01889383745550555,0.00020626565502540053,0.01889383745550555,0.0019660641119317113,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555,0.01889383745550555
c3_cancel.public.events,0.007667828125318547,0.0020724797745078896,0.009756875865921279,0.0004507114757709068,0.01747423528150741,0.01747423528150741,0.009163546120003283,0.0006173043685268379,0.006593342342707228,0.01747423528150741,0.008132920705479938,0.0004337373730456856,0.011984074623554285,0.01747423528150741,0.006208651007964447,0.005687542795377876,0.0030358090207144245,0.009574735306743047,5.031339999010408e-05,8.610192019202195e-05,0.0020352590121587803,0.01747423528150741,0.009490238997198511,0.007366084784418911,2.511134604498897e-05,0.01747423528150741,0.00798346682439304,0.01747423528150741,0.01747423528150741,0.00397708808845472,0.01747423528150741,0.00803389886121167,0.00803389886121167,0.008672064548539818,0.008672064548539818,0.005757092628663753,0.005757092628663753,0.007835105719863707,0.007835105719863707,0.00691277552055563,0.00691277552055563,0.0015089428509559692,0.01747423528150741,0.002670512328343491,0.01747423528150741,0.01747423528150741,0.002893338923692836,0.0006381228920985311,0.0015821327600654424,0.01747423528150741,0.002893338923692836,0.0006381228920985311,0.0015980196758965145,0.01747423528150741,0.0023379877856113548,0.007629741058662541,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.0006049347889353073,0.01747423528150741,0.002107670356185873,0.01747423528150741,0.0014407521103590119,0.01747423528150741,0.0024843331526538124,0.0016780958196821786,0.0014407521103590119,0.0006049347889353073,0.0024843331526538124,0.0016780958196821786,0.01747423528150741,0.0013201632185430173,0.01747423528150741,0.004084224368410488,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741,0.01747423528150741
c3_flag,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464
c4_restrictions.on.gatherings,0.01417238108875109,0.0017599046518792293,0.009329212557894033,0.0011042283914949574,0.00889593112571212,0.016963912387524815,0.016963912387524815,0.0013317640806080023,0.007117028995459136,0.0008747718912334357,0.009271983387190433,0.0010717275358812775,0.00785821988441468,0.016963912387524815,0.00886561679489191,0.00502666740883192,0.0014490415148251086,0.00654929979278627,7.038272611355687e-05,0.00011456242693757558,0.001631625680632882,0.016963912387524815,0.007336166617622324,0.006774924107606238,3.510957872240812e-05,0.016963912387524815,0.009878306598883675,0.016963912387524815,0.016963912387524815,0.006798826358325867,0.016963912387524815,0.010155393419784432,0.010155393419784432,0.011042692090249323,0.011042692090249323,0.007506599097449991,0.007506599097449991,0.008970887199554455,0.008970887199554455,0.00811808637125116,0.00811808637125116,0.0013495033770048576,0.016963912387524815,0.0015173059702693215,0.016963912387524815,0.016963912387524815,0.005982623990795384,0.0007871625283888881,0.000807259344036398,0.016963912387524815,0.005982623990795384,0.0007871625283888881,0.0008383420988289139,0.016963912387524815,0.004236364105628321,0.0073878327444339646,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.0005765135432519945,0.016963912387524815,0.0012950550649729776,0.016963912387524815,0.006190151999100775,0.016963912387524815,0.002292808700443488,0.00264965535338721,0.006190151999100775,0.0005765135432519945,0.002292808700443488,0.00264965535338721,0.016963912387524815,0.001005352276434617,0.016963912387524815,0.00625192057081117,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815,0.016963912387524815
c4_flag,0.0011975191772952726,0.00402840098563916,0.0021349671178066145,0.011037081749181174,0.0006874871306990975,0.019460921528084364,0.0015277935699369242,0.019460921528084364,0.0025382020433868725,0.010811153003787927,0.002278248151787113,0.011039577533792866,0.0004978664111684935,0.019460921528084364,0.0014907490767108312,0.0021854055564582003,0.003380957173496268,0.0007373028058019258,0.000517414053196248,2.2793374267975705e-05,0.019460921528084364,0.019460921528084364,0.0008008215491028343,0.019460921528084364,2.2793374267975705e-05,0.019460921528084364,0.0016902404797025621,0.019460921528084364,0.019460921528084364,0.0032454444839438196,0.019460921528084364,0.0015270289153566576,0.0015270289153566576,0.0006206611386281589,0.0006206611386281589,0.0029815706693044463,0.0029815706693044463,0.002966544261060895,0.002966544261060895,0.00182816574144906,0.00182816574144906,0.0007230194911052231,0.019460921528084364,0.0008254962899027836,0.019460921528084364,0.019460921528084364,0.0032454444839438196,0.0007227239456472942,0.0008093860906425444,0.019460921528084364,0.0032454444839438196,0.0007227239456472942,0.0008018134848858175,0.019460921528084364,0.0021503256491592748,0.0015270289153566576,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.0006104825060377247,0.019460921528084364,0.003498351343441038,0.019460921528084364,0.004788089562868883,0.019460921528084364,0.0022294536635410196,0.002521048709777542,0.004788089562868883,0.0006104825060377247,0.0022294536635410196,0.002521048709777542,0.019460921528084364,0.0007230194911052231,0.019460921528084364,0.0032454444839438196,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364,0.019460921528084364
c5_close.public.transport,0.005442141688207164,0.00044388918406698414,0.009851663013628453,0.0026340664709761184,0.006529939621002559,0.017306200009111646,0.0072606321261503605,0.002257171232256287,0.017306200009111646,0.005480765091512257,0.007573640155632963,0.002625810558432943,0.0044061725407336105,0.017306200009111646,0.005407716109831743,0.00520057459017258,0.006223229500463968,0.0027600648818136638,8.951045843880736e-05,4.0528728915717955e-05,0.0009362931129285421,0.017306200009111646,0.0029296083273033934,0.003109022542853159,4.465080351642286e-05,0.017306200009111646,0.005891504348808513,0.017306200009111646,0.017306200009111646,0.005580451100302557,0.017306200009111646,0.009606282916306424,0.009606282916306424,0.00848787513610186,0.00848787513610186,0.007634639211562746,0.007634639211562746,0.009011725296011262,0.009011725296011262,0.0051408029214834285,0.0051408029214834285,0.0008316373351972029,0.017306200009111646,0.002947225127121287,0.017306200009111646,0.017306200009111646,0.006384188717268618,0.00097581758666622,0.0026446115646524566,0.017306200009111646,0.006384188717268618,0.00097581758666622,0.00290397909203137,0.017306200009111646,0.008982118429493252,0.012150012189232924,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.0011452489143882842,0.017306200009111646,0.003275240741713797,0.017306200009111646,0.004795074677756936,0.017306200009111646,0.004192443216709134,0.004337357094475915,0.004795074677756936,0.0011452489143882842,0.004192443216709134,0.004337357094475915,0.017306200009111646,0.0010543291388221741,0.017306200009111646,0.004902288424524267,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646,0.017306200009111646
c5_flag,0.0009516403324917808,0.004175209088774406,0.0037241586323072686,0.011277062320829713,0.018182283280973186,0.018182283280973186,0.0009375991793223192,0.010100829306831174,0.005758215173630142,0.018182283280973186,0.0021895974882028637,0.011277062320829713,0.018182283280973186,0.018182283280973186,0.0020803896565314505,0.002512987070906644,0.004285732765512447,0.00046238137029995437,6.376921268728795e-05,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.0006628807922142643,0.018182283280973186,3.1794106300482015e-05,0.018182283280973186,0.0019793958144743366,0.018182283280973186,0.018182283280973186,0.002760307930750997,0.018182283280973186,0.0038638699526010616,0.0038638699526010616,0.0030329409557069615,0.0030329409557069615,0.0021075824894848773,0.0021075824894848773,0.00418342884840695,0.00418342884840695,0.0021780197710648554,0.0021780197710648554,0.00028586890794217445,0.018182283280973186,0.00011906780806212333,0.018182283280973186,0.018182283280973186,0.002760307930750997,0.00028586890794217445,0.00011906780806212333,0.018182283280973186,0.002760307930750997,0.00028586890794217445,0.00011906780806212333,0.018182283280973186,0.0017034830234589707,0.0038638699526010616,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.0006034797663364663,0.018182283280973186,0.002556925603642255,0.018182283280973186,0.001634307465908292,0.018182283280973186,0.0022265625058651138,0.0022265625058651138,0.001634307465908292,0.0006034797663364663,0.0022265625058651138,0.0022265625058651138,0.018182283280973186,0.00028586890794217445,0.018182283280973186,0.002760307930750997,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186,0.018182283280973186
