,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c5_flag,c6_stay.at.home.requirements,c6_flag,c7_restrictions.on.internal.movement,c7_flag,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,e3_fiscal.measures,e4_international.support,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h4_emergency.investment.in.healthcare,h5_investment.in.vaccines,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,owid_total_cases,owid_new_cases,owid_new_cases_smoothed,owid_total_deaths,owid_new_deaths,owid_new_deaths_smoothed,owid_total_cases_per_million,owid_new_cases_per_million,owid_new_cases_smoothed_per_million,owid_total_deaths_per_million,owid_new_deaths_per_million,owid_new_deaths_smoothed_per_million,owid_reproduction_rate,owid_stringency_index,owid_population,owid_population_density,owid_median_age,owid_aged_65_older,owid_aged_70_older,owid_gdp_per_capita,owid_extreme_poverty,owid_cardiovasc_death_rate,owid_diabetes_prevalence,owid_female_smokers,owid_male_smokers,owid_handwashing_facilities,owid_hospital_beds_per_thousand,owid_life_expectancy,owid_human_development_index,conf_population,conf_cases,conf_deaths,conf_cases_prev_week,conf_deaths_prev_week,conf_cases_infected,conf_cum_deaths,conf_cases_contagious,conf_cases_active,conf_p_cases_infected,conf_p_cases,conf_p_cases_contagious,conf_p_cases_active,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active
c1_school.closing,0.021534770946682807,0.021534770946682807,0.010710558666361052,0.021534770946682807,0.005775565476415659,0.021534770946682807,0.008146978633498241,0.0029272019262380957,0.008108223214347232,0.021534770946682807,0.010983626833434417,0.021534770946682807,0.005163178059434483,0.021534770946682807,0.009697100157752991,0.0011751763330546485,0.021534770946682807,0.021534770946682807,9.382705367636664e-05,0.021534770946682807,0.003791639228765726,0.021534770946682807,0.005589818023421531,0.009408824561755834,4.6800242617657395e-05,0.021534770946682807,0.0016495501731157462,0.021534770946682807,0.021534770946682807,0.0025035664774404514,0.0030353162797682165,0.010145452622454958,0.010145452622454958,0.012793024047370358,0.012793024047370358,0.010264838717221043,0.010264838717221043,0.010387281107277827,0.010387281107277827,0.0011751763330546485,0.0011751763330546485,0.0016103501012615605,0.0007527582992244358,0.0029123879883546752,0.0012455168978263555,0.021534770946682807,0.004721919271714564,0.0015182505709401748,0.0029423275327225776,0.005737672958931588,0.0007682638937067602,0.0012168432276285957,0.004721919271714564,0.0015182505709401748,0.0029423275327225776,0.005737672958931588,0.0007682638937067602,0.0012168432276285957,0.00493500090340884,0.012392591802983103,0.021534770946682807,0.021534770946682807,0.021534770946682807,0.021534770946682807,0.021534770946682807,0.021534770946682807,0.021534770946682807,0.021534770946682807,0.021534770946682807,0.021534770946682807,0.021534770946682807,0.021534770946682807,0.021534770946682807,0.021534770946682807,0.021534770946682807,0.021534770946682807,0.0021480601097914006,0.0006510832372258625,0.002311938438164535,0.002166888344509439,0.0035636094093963017,0.0034569666367958896,0.0015060407026033017,0.0032506227467333166,0.0035636094093963017,0.0021480601097914006,0.0015060407026033017,0.0032506227467333166,0.021534770946682807,0.001941463165390978,0.000840886286372193,0.0029183820357244882,0.0032647517307389977,0.004497008390659609,0.0043082709903528,0.004596791967505115,0.0005941638009160428,0.0018979330021626061,0.002306154845391672,0.004497008390659609,0.0043082709903528,0.004596791967505115,0.0005941638009160428,0.0018979330021626061,0.002306154845391672
c1_flag,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525
c2_workplace.closing,0.010453704768250341,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.006114296081224374,0.021018337580797884,0.008640416824158195,0.0025013376355893604,0.009835519391932807,0.021018337580797884,0.012034044865660296,0.021018337580797884,0.005316180197288427,0.021018337580797884,0.0068582026641871765,0.001309895077462429,0.021018337580797884,0.021018337580797884,0.0001251189915449724,0.021018337580797884,0.0029033905730741563,0.021018337580797884,0.004206651015547931,0.006794064263748227,8.162837954616034e-05,0.021018337580797884,0.0036109742944300466,0.021018337580797884,0.021018337580797884,0.005401962874729772,0.005617975709459029,0.009838322100313504,0.009838322100313504,0.010584193995766166,0.010584193995766166,0.009053379579956639,0.009053379579956639,0.009160266320978305,0.009160266320978305,0.001309895077462429,0.001309895077462429,0.0011469674772343536,0.0006214502136706248,0.001622853768428598,0.0010967605556579162,0.021018337580797884,0.006416298626937827,0.0012453927953934801,0.0018172701916209344,0.006913898804807431,0.0006160838159235914,0.0010232965745882942,0.006416298626937827,0.0012453927953934801,0.0018172701916209344,0.006913898804807431,0.0006160838159235914,0.0010232965745882942,0.005889987595305347,0.010110552909863905,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.021018337580797884,0.0020547847767717403,0.0008869658448699346,0.0034121090668056226,0.0030013308336920832,0.0033366923634596426,0.003127845646720374,0.004680675031129112,0.003514879353060701,0.0033366923634596426,0.0020547847767717403,0.004680675031129112,0.003514879353060701,0.021018337580797884,0.0011940348358299338,0.0007439508401355851,0.00566502522349502,0.005724020959984836,0.006503906257566009,0.006978538397461058,0.007237008592623,0.00044852021048802745,0.0013317455734633706,0.0016169405776986963,0.006503906257566009,0.006978538397461058,0.007237008592623,0.00044852021048802745,0.0013317455734633706,0.0016169405776986963
c2_flag,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525
c3_cancel.public.events,0.00630167489096695,0.02349642228307916,0.006835178193135211,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.011477125432232848,0.007136917265158516,0.01194504871986683,0.02349642228307916,0.007918766276681265,0.02349642228307916,0.006162350093350394,0.02349642228307916,0.01072953470888374,0.002569546004682993,0.02349642228307916,0.02349642228307916,0.00039633285651188984,0.02349642228307916,0.009214413185698276,0.02349642228307916,0.014007119948228793,0.010657387282601452,3.346147275304825e-05,0.02349642228307916,0.002695763509834035,0.02349642228307916,0.02349642228307916,0.0032587352111237834,0.003391092801988652,0.006711586229000965,0.006711586229000965,0.010961725520914081,0.010961725520914081,0.007117218860780984,0.007117218860780984,0.006617491420735181,0.006617491420735181,0.002569546004682993,0.002569546004682993,0.0003106581608929752,0.0006150285587616139,0.0008230022604120074,0.0006613985533261866,0.02349642228307916,0.0013630112124279152,0.001248290202887588,0.0021882745055947276,0.0010398914534219712,0.001205941840858552,0.0002573177379359659,0.0013630112124279152,0.001248290202887588,0.0021882745055947276,0.0010398914534219712,0.001205941840858552,0.0002573177379359659,0.005492985654473928,0.0033983656124909442,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.02349642228307916,0.0032471413752028816,0.00047100409635520313,0.000756224295956243,0.0007224283820221861,0.0013900869481829306,0.0014992420767758316,0.00103914285911715,0.001492344081249058,0.0013900869481829306,0.0032471413752028816,0.00103914285911715,0.001492344081249058,0.02349642228307916,0.0003684371335292101,0.0003084687966733179,0.0038567880960580546,0.003820257271802324,0.0015844295323005817,0.0010390934551568235,0.0013784211264908162,0.00026141006800399345,0.0011514251463432684,0.0012760854878307393,0.0015844295323005817,0.0010390934551568235,0.0013784211264908162,0.00026141006800399345,0.0011514251463432684,0.0012760854878307393
c3_flag,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525
c4_restrictions.on.gatherings,0.008138492162149367,0.021512338800378637,0.008843495513536546,0.021512338800378637,0.010507974694106468,0.021512338800378637,0.021512338800378637,0.0015617803666687444,0.0056862124195266005,0.021512338800378637,0.007731733926986634,0.021512338800378637,0.0062542871828897995,0.021512338800378637,0.012379762996791567,0.0025374909647273626,0.021512338800378637,0.021512338800378637,0.000229928891249027,0.021512338800378637,0.0072755731566106685,0.021512338800378637,0.01204439599436531,0.01719455071619357,0.00011451339545373788,0.021512338800378637,0.006845627875902839,0.021512338800378637,0.021512338800378637,0.005230585199592874,0.00508397055872256,0.0073704851909247365,0.0073704851909247365,0.009083123827968954,0.009083123827968954,0.007453854477770366,0.007453854477770366,0.0077681183221823755,0.0077681183221823755,0.0025374909647273626,0.0025374909647273626,0.0017483075474611814,0.0004975252791490517,0.001980712703160249,0.0009849093241562122,0.021512338800378637,0.0035155101375208093,0.001648203879134495,0.0014677378879227698,0.0031627684415992965,0.0005696445324019619,0.0011423564151092189,0.0035155101375208093,0.001648203879134495,0.0014677378879227698,0.0031627684415992965,0.0005696445324019619,0.0011423564151092189,0.021512338800378637,0.0026732646470086874,0.021512338800378637,0.021512338800378637,0.021512338800378637,0.021512338800378637,0.021512338800378637,0.021512338800378637,0.021512338800378637,0.021512338800378637,0.021512338800378637,0.021512338800378637,0.021512338800378637,0.021512338800378637,0.021512338800378637,0.021512338800378637,0.021512338800378637,0.021512338800378637,0.0014799399398775339,0.0007830467257662543,0.0020140724860430513,0.0019205524965804704,0.0037810759645070554,0.004077981013263024,0.0027994337282096,0.0040751123800683835,0.0037810759645070554,0.0014799399398775339,0.0027994337282096,0.0040751123800683835,0.021512338800378637,0.001348643112160147,0.0008274341053738285,0.005536874727090791,0.005346746700659935,0.003841241402314876,0.003390153933753101,0.003389559372373142,0.0004385342731425928,0.0011214709335199574,0.0013103703470506672,0.003841241402314876,0.003390153933753101,0.003389559372373142,0.0004385342731425928,0.0011214709335199574,0.0013103703470506672
c4_flag,0.003393663641277197,0.02496642562643817,0.0029711893153055832,0.02496642562643817,0.0075834232103898,0.02496642562643817,0.0018125445927144026,0.02496642562643817,0.00039531268211874667,0.02496642562643817,0.0012367140713641775,0.02496642562643817,0.00010475707565132102,0.02496642562643817,0.0016559788930100904,0.001952548275710993,0.02496642562643817,0.02496642562643817,6.857807224236296e-05,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.0022608417005196544,3.4220743025734155e-05,0.02496642562643817,0.00041630767095685386,0.02496642562643817,0.02496642562643817,0.002145591854570562,0.0022496092272469184,0.004828079466713354,0.004828079466713354,0.006712249468194879,0.006712249468194879,0.003390001740470998,0.003390001740470998,0.002571022208604931,0.002571022208604931,0.001952548275710993,0.001952548275710993,0.0002634256895648841,0.0009292139201915201,0.0008985774350986134,0.0005231583587685773,0.02496642562643817,0.002145591854570562,0.0002634256895648841,0.0008901615919557564,0.0023420963519387643,0.0009440616739222574,0.0005394641562793093,0.002145591854570562,0.0002634256895648841,0.0008901615919557564,0.0023420963519387643,0.0009440616739222574,0.0005394641562793093,0.0063565554023452655,0.004828079466713354,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.02496642562643817,0.0011972025393564014,0.0007804347595211888,0.0016904633463302138,0.0016132647982588758,0.0031436734811004126,0.003390527164269046,0.0023377001177836616,0.0033820574556688732,0.0031436734811004126,0.0011972025393564014,0.0023377001177836616,0.0033820574556688732,0.02496642562643817,0.0002634256895648841,0.0009292139201915201,0.002145591854570562,0.0022496092272469184,0.002498486298919335,0.0026549436113887503,0.0027856712373266266,0.000710017334809035,0.001228508836736619,0.0014823899301648466,0.002498486298919335,0.0026549436113887503,0.0027856712373266266,0.000710017334809035,0.001228508836736619,0.0014823899301648466
c5_close.public.transport,0.009202066880232885,0.024439929348667396,0.01143665135847346,0.024439929348667396,0.01242470633455425,0.024439929348667396,0.00646004281934697,0.00038697626028547067,0.024439929348667396,0.024439929348667396,0.01269505663588992,0.024439929348667396,0.006854514437295528,0.024439929348667396,0.008182770147888983,0.00020221779940623037,0.024439929348667396,0.024439929348667396,0.0001464538693877354,0.024439929348667396,0.00606363343022472,0.024439929348667396,0.008751390665305201,0.006364126691878609,5.5075961251682836e-05,0.024439929348667396,2.945640147142217e-05,0.024439929348667396,0.024439929348667396,0.0011697074821442309,0.0013163412798242126,0.006902537976524419,0.006902537976524419,0.009907663962266661,0.009907663962266661,0.007186874074754602,0.007186874074754602,0.006981216123458348,0.006981216123458348,0.00020221779940623037,0.00020221779940623037,0.000549777106985311,0.0003300001783335085,0.00020773889952308708,0.0005835580227275766,0.024439929348667396,0.001687043587895141,0.0008497922159637117,0.0005710923489852578,0.001694850228629589,0.0005662830432969735,0.0009045887669060552,0.001687043587895141,0.0008497922159637117,0.0005710923489852578,0.001694850228629589,0.0005662830432969735,0.0009045887669060552,0.004241538105123592,0.006677950795105052,0.024439929348667396,0.024439929348667396,0.024439929348667396,0.024439929348667396,0.024439929348667396,0.024439929348667396,0.024439929348667396,0.024439929348667396,0.024439929348667396,0.024439929348667396,0.024439929348667396,0.024439929348667396,0.024439929348667396,0.024439929348667396,0.024439929348667396,0.024439929348667396,0.0009654914947457601,0.0007102348606956327,0.0014677895784621167,0.0025008809962664314,0.000666588608152285,0.00043214482468282407,0.0026833780822714125,0.0006794572189223332,0.000666588608152285,0.0009654914947457601,0.0026833780822714125,0.0006794572189223332,0.024439929348667396,0.0008546095361897654,0.000375077551484172,0.0016046479780866508,0.0016034214210240744,0.0018474698854206936,0.0023666162992641853,0.0027294759131421746,0.0004660198405845303,0.001035400527088093,0.001126793268867581,0.0018474698854206936,0.0023666162992641853,0.0027294759131421746,0.0004660198405845303,0.001035400527088093,0.001126793268867581
c5_flag,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525
