,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c6_stay.at.home.requirements,c6_flag,c7_restrictions.on.internal.movement,c7_flag,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active,W_population,W_p_cases,W_p_cases_recent,W_p_cases_fatalities,W_p_cases_stillsick,cmu_raw_cli,cmu_smoothed_cli,cmu_raw_ili,cmu_smoothed_ili,cmu_raw_wcli,cmu_smoothed_wcli,cmu_raw_wili,cmu_smoothed_wili,cmu_raw_hh_cmnty_cli,cmu_smoothed_hh_cmnty_cli,cmu_raw_nohh_cmnty_cli,cmu_smoothed_nohh_cmnty_cli,cmu_smoothed_wearing_mask,cmu_smoothed_others_masked,cmu_smoothed_travel_outside_state_5d,cmu_smoothed_work_outside_home_1d,cmu_smoothed_shop_1d,cmu_smoothed_restaurant_1d,cmu_smoothed_spent_time_1d,cmu_smoothed_large_event_1d,cmu_smoothed_public_transit_1d,cmu_smoothed_tested_14d,cmu_smoothed_tested_positive_14d,cmu_smoothed_wanted_test_14d,cmu_smoothed_anxious_5d,cmu_smoothed_depressed_5d,cmu_smoothed_felt_isolated_5d,cmu_smoothed_worried_become_ill,cmu_smoothed_worried_finances
c1_school.closing,0.020581492341442926,0.011672380323891412,0.009728043322549382,0.020581492341442926,0.009626385036464884,0.020581492341442926,0.011051188820783538,0.010166594391872667,0.020581492341442926,0.010031501545992957,0.020581492341442926,0.009626385036464884,0.020581492341442926,0.007088436511805724,0.008139101455147653,0.020581492341442926,0.009478111746447792,0.009914326270307961,0.020581492341442926,0.007396978418373302,0.007318478978750345,0.01261977813928966,0.020581492341442926,0.020581492341442926,0.00810582097813695,0.011108798890384419,0.009281845061638953,0.009281845061638953,0.01195490536704453,0.01195490536704453,0.00895065698064095,0.00895065698064095,0.00945742489173681,0.00945742489173681,0.009377838435003732,0.009377838435003732,0.001429772793517523,0.0008710047092395386,0.0021112383201897732,0.0016725500762567935,0.020581492341442926,0.020581492341442926,0.0015206526407817876,0.0009839994744830294,0.012061612986412824,0.009076258563150886,0.005140558691275172,0.0037017716078859243,0.00310459864164147,0.0011861861216754714,0.001577830887965263,0.001950727610690888,0.005140558691275172,0.0037017716078859243,0.00310459864164147,0.0011861861216754714,0.001577830887965263,0.001950727610690888,0.020581492341442926,0.020581492341442926,0.020581492341442926,0.020581492341442926,0.020581492341442926,0.0004312279584813565,0.000671363800451468,0.0002964331061892678,0.0005398696022408764,0.0002880855229900012,0.0004916771637963146,7.906548590656287e-05,0.0006462052896442374,0.0005687869873572349,0.0014170703245305722,0.0003473800198800884,0.0003245805779034173,0.020581492341442926,0.020581492341442926,0.0005409188679180117,0.020581492341442926,0.020581492341442926,0.020581492341442926,0.020581492341442926,0.020581492341442926,0.020581492341442926,0.020581492341442926,0.020581492341442926,0.020581492341442926,0.020581492341442926,0.020581492341442926,0.020581492341442926,0.020581492341442926,0.020581492341442926
c1_flag,0.013132573334588045,0.02315619865093216,0.0013993185657892352,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.00044149733759091324,0.006966034867058279,0.02315619865093216,0.002888004969116688,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.00020615860325015888,0.02315619865093216,0.0010156663972624553,0.00017034408072476992,0.02315619865093216,0.0029446296362695954,0.0019831210774400873,0.0066472107549354325,0.02315619865093216,0.02315619865093216,0.007599570137762204,0.006070807782413289,0.004182294300795855,0.004182294300795855,0.007384606522136432,0.007384606522136432,0.0032221905914010403,0.0032221905914010403,0.0024819479001565474,0.0024819479001565474,0.0015118823204804401,0.0015118823204804401,0.003239857077075934,0.0001391787761697572,0.003572703451420255,0.0009791520451711928,0.02315619865093216,0.02315619865093216,0.003239857077075934,0.0001391787761697572,0.007599570137762204,0.006070807782413289,0.0038173901251390297,0.0038861738452813724,0.004692521750516544,0.0014586896109899257,0.0025659145865144753,0.0030874142446863755,0.0038173901251390297,0.0038861738452813724,0.004692521750516544,0.0014945077628127084,0.0024136668910057493,0.0027613945876586196,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.0006358139787662745,0.0013240470396530433,0.0003619036469791885,0.001032262471047299,0.0004429139725662183,0.0011788646351398452,0.00020684996298644143,0.0013726132430774256,0.0014193707359850373,0.0023127454582291362,0.0009461294615158685,0.0010029698744416884,0.02315619865093216,0.02315619865093216,0.0015555190231129436,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.02315619865093216,0.02315619865093216
c2_workplace.closing,0.01190301436944958,0.0015218002577742826,0.025183049762643368,0.025183049762643368,0.010107924668103336,0.025183049762643368,0.01747764597293351,0.006284138520073347,0.025183049762643368,0.012938449514847293,0.025183049762643368,0.010107924668103336,0.025183049762643368,0.007821687784940141,0.008177193647215655,0.025183049762643368,0.012105190739873858,0.00970233017753816,0.025183049762643368,0.009999557126192321,0.01015232589641021,0.011660941519864724,0.025183049762643368,0.025183049762643368,0.010716801420971655,0.011427579388290735,0.01159557893033644,0.01159557893033644,0.012936754058316955,0.012936754058316955,0.010798990049249146,0.010798990049249146,0.011137310480852423,0.011137310480852423,0.012293919189315359,0.012293919189315359,0.0017064526221927377,0.0036493343780346268,0.0048416352532812046,0.007359899131571841,0.025183049762643368,0.025183049762643368,0.002144586694367896,0.0035526680732611555,0.011142547342255813,0.014092830482581113,0.00784022292094228,0.009057300449843457,0.003831373690826039,0.0017320716138987812,0.004025503765804007,0.005380999069052407,0.00784022292094228,0.009057300449843457,0.003831373690826039,0.0017320716138987812,0.004025503765804007,0.005380999069052407,0.025183049762643368,0.025183049762643368,0.025183049762643368,0.025183049762643368,0.025183049762643368,0.00034537717722269486,0.0015469783492368732,0.0003419516317868885,0.0014201731822707057,0.0004310090273369565,0.0011137825351607122,0.00046408490592416286,0.0009599695205088464,0.002441604504429531,0.0038922704568700953,0.003125285859878812,0.004053319996485638,0.007739518969122554,0.025183049762643368,0.007630597867145431,0.002448811649172971,0.009017594460913912,0.010312914915152172,0.01141973444992137,0.011556487802798611,0.0025253575402607864,0.0097322048685675,0.025183049762643368,0.00844071906587735,0.00390569411778436,0.0012768161353983096,0.0064029876559782,0.007546675672124885,0.009575624105442368
c2_flag,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304
c3_cancel.public.events,0.007400077613692746,0.015821582053425903,0.006350436544960318,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.007610975675473798,0.015821582053425903,0.015821582053425903,0.007424187478580746,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.010126492846060278,0.011307054984637062,0.015821582053425903,0.006861917744900995,0.011394031216885384,0.015821582053425903,0.005330931825232801,0.00619252079770729,0.00452408671468069,0.015821582053425903,0.015821582053425903,0.0027236843418297265,0.003545920178143365,0.0038856122435272484,0.0038856122435272484,0.004298387411020907,0.004298387411020907,0.005257039250169825,0.005257039250169825,0.0055308433387931105,0.0055308433387931105,0.006317867946776076,0.006317867946776076,0.0006355150336629281,0.0007679865389412245,0.0006496857119028659,0.0006693230514803965,0.015821582053425903,0.015821582053425903,0.0008782407130684722,0.0010280762218805178,0.003603858159215284,0.00516416362025709,0.000917482218135312,0.015821582053425903,0.015821582053425903,0.0005980288120459994,0.0009119842032665617,0.0009162466538815236,0.000917482218135312,0.015821582053425903,0.015821582053425903,0.0005980288120459994,0.0009119842032665617,0.0009162466538815236,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903,0.015821582053425903
c3_flag,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304
c4_restrictions.on.gatherings,0.013614102088251007,0.0004834122902783659,0.01759671012086705,0.025354605953162412,0.012196839008837114,0.025354605953162412,0.025354605953162412,0.006499358218636752,0.025354605953162412,0.014473335537879555,0.025354605953162412,0.012196839008837114,0.025354605953162412,0.00898120308208728,0.010201853928471342,0.025354605953162412,0.015130331607577555,0.01256166680866919,0.025354605953162412,0.010175462743130888,0.009532929741703456,0.009916369748446816,0.025354605953162412,0.025354605953162412,0.008968754380657707,0.008833157299470424,0.011065521584255202,0.011065521584255202,0.011084733756903992,0.011084733756903992,0.010005402690638057,0.010005402690638057,0.009954240639537964,0.009954240639537964,0.0141912551655932,0.0141912551655932,0.002102834562636964,0.00397431466397721,0.0037812258274661737,0.00789246699685045,0.025354605953162412,0.025354605953162412,0.002268732099937226,0.0038360526302469032,0.009638787543380014,0.013023305704998888,0.008560902965041684,0.008162750840395819,0.003767118790640984,0.0016976410493417162,0.0028504245010830816,0.0037959471971734868,0.008560902965041684,0.008162750840395819,0.003767118790640984,0.0016976410493417162,0.0028504245010830816,0.0037959471971734868,0.025354605953162412,0.025354605953162412,0.025354605953162412,0.025354605953162412,0.025354605953162412,0.00018378656871291334,0.00031043812998362983,0.00015528312727812896,0.00033604824148300317,0.0001253274657878373,0.0004071806377195102,0.00033952077782882316,0.0002853379817709587,0.0034762556484936487,0.005003131981355215,0.0046466907431859964,0.005304866003706322,0.007792243416848585,0.025354605953162412,0.006941366142546544,0.0024654938541398197,0.0090790256286216,0.010383170281863755,0.011497529878093608,0.01163521484507166,0.002542561203970666,0.00979850422501316,0.025354605953162412,0.008498220346374815,0.003932301141575961,0.0012855142761813657,0.006446607161183227,0.007598086400435998,0.009640856776181433
c4_flag,0.014759519044044085,0.008988597789304921,0.00745608750332835,0.029879516823373527,0.029879516823373527,0.029879516823373527,0.007659266469911992,0.029879516823373527,0.029879516823373527,0.004168074893240925,0.029879516823373527,0.029879516823373527,0.029879516823373527,0.029879516823373527,0.0009740691232317941,0.029879516823373527,0.00047950953584180206,0.00020346382444745136,0.029879516823373527,0.0048049292821810965,0.0035574022576538335,0.008238228155309717,0.029879516823373527,0.029879516823373527,0.007126015622567361,0.008037606618545438,0.01153261383069898,0.01153261383069898,0.008904892465582757,0.008904892465582757,0.00503381561176045,0.00503381561176045,0.011897783161889651,0.011897783161889651,0.0007873565316265039,0.0007873565316265039,0.0006389332696298058,0.002903182175373651,0.001423716633893271,0.003506427943405245,0.029879516823373527,0.029879516823373527,0.0006389332696298058,0.002903182175373651,0.007126015622567361,0.008037606618545438,0.0033763224058761744,0.0036575042316428514,0.0020495585928309193,0.0013955845078458152,0.0023640474058328905,0.002761303225638482,0.0033763224058761744,0.0036575042316428514,0.0020495585928309193,0.0014879130127947511,0.0024364027028276436,0.0027519302907364324,0.029879516823373527,0.029879516823373527,0.029879516823373527,0.029879516823373527,0.029879516823373527,0.0006322946792475406,0.00039088319555952963,0.000567089713252766,0.0006807579000564255,0.00042618522286469684,0.0006001264686045407,0.0002888504298174756,0.0007953222390752203,0.0003242772878575564,0.0019771671840322,0.00045535149666878346,0.001090610029930741,0.009182886482071667,0.029879516823373527,0.002209061970971826,0.0029054983236095765,0.010699314338048424,0.012236203224377233,0.013549437055119715,0.0137116939758049,0.0029963195014286064,0.011547194713892225,0.029879516823373527,0.01001485561547725,0.004634079438321343,0.0015149336382037962,0.007597101192662366,0.008954079225157768,0.011361412706148499
c5_close.public.transport,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304
c6_stay.at.home.requirements,0.009687571325822049,0.00247888568751283,0.010211739849291303,0.01987585548738035,0.009326632250631186,0.01987585548738035,0.011345864577926131,0.002772603544038215,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.009326632250631186,0.01987585548738035,0.007301640169255134,0.01182363721228672,0.01987585548738035,0.011554597058626161,0.00997844206477913,0.01987585548738035,0.013910566596256566,0.013645860161075368,0.011496461764166178,0.01987585548738035,0.01987585548738035,0.008719309552931742,0.00942510356512993,0.007587892349102577,0.007587892349102577,0.0066430005991385275,0.0066430005991385275,0.008868577793853987,0.008868577793853987,0.007949723757770701,0.007949723757770701,0.011666890604164381,0.011666890604164381,0.0008418252769625593,0.002921514603542919,0.002690946950214597,0.007684535271373194,0.01987585548738035,0.01987585548738035,0.0012555019085133958,0.0028092581265023397,0.007861913822239382,0.012596680863804227,0.008727766654990787,0.00920022348530531,0.0034559745221486404,0.0010397058501459876,0.0017119075161837478,0.0027143547397715487,0.008727766654990787,0.00920022348530531,0.0034559745221486404,0.0010397058501459876,0.0017119075161837478,0.0027143547397715487,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.00032530969137591444,0.0007299520540713232,0.00033239313004346244,0.0004616555313809126,0.00027287893089494733,0.0006129838081959438,0.00036205002963005697,0.000499450870550762,0.0012902296523428065,0.0020936709306106946,0.0017496533663848815,0.0018103428593387427,0.01987585548738035,0.01987585548738035,0.0027564378629631354,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.01987585548738035,0.01987585548738035
