,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c5_flag,c6_stay.at.home.requirements,c6_flag,c7_restrictions.on.internal.movement,c7_flag,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,e3_fiscal.measures,e4_international.support,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h5_investment.in.vaccines,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active,W_population,W_p_cases,W_p_cases_recent,W_p_cases_fatalities,W_p_cases_stillsick,cmu_raw_cli,cmu_smoothed_cli,cmu_raw_ili,cmu_smoothed_ili,cmu_raw_wcli,cmu_smoothed_wcli,cmu_raw_wili,cmu_smoothed_wili,cmu_raw_hh_cmnty_cli,cmu_smoothed_hh_cmnty_cli,cmu_raw_nohh_cmnty_cli,cmu_smoothed_nohh_cmnty_cli,cmu_smoothed_wearing_mask,cmu_smoothed_others_masked,cmu_smoothed_travel_outside_state_5d,cmu_smoothed_work_outside_home_1d,cmu_smoothed_shop_1d,cmu_smoothed_restaurant_1d,cmu_smoothed_spent_time_1d,cmu_smoothed_large_event_1d,cmu_smoothed_public_transit_1d,cmu_smoothed_tested_14d,cmu_smoothed_tested_positive_14d,cmu_smoothed_wanted_test_14d,cmu_smoothed_anxious_5d,cmu_smoothed_depressed_5d,cmu_smoothed_felt_isolated_5d,cmu_smoothed_worried_become_ill,cmu_smoothed_worried_finances
c1_school.closing,0.022738682684355176,0.0069942516995377515,0.010525509005852139,0.0005374705186770032,0.01139707872805924,0.022738682684355176,0.010460372978186036,0.0002682421949893959,0.006652489679380253,0.022738682684355176,0.007870785973485383,0.022738682684355176,0.008958244036623776,0.022738682684355176,0.006846138332170874,0.01016360462662106,0.022738682684355176,0.009463582373603632,0.022738682684355176,0.022738682684355176,0.006846138332170877,0.022738682684355176,0.009618941193621838,0.008310178315456718,0.022738682684355176,0.00790197320937444,0.022738682684355176,0.022738682684355176,0.007443967880936548,0.008315441066663416,0.01190391368310722,0.01190391368310722,0.01814611040214861,0.01814611040214861,0.014530243510847977,0.014530243510847977,0.01125430779537058,0.01125430779537058,0.013304109791267987,0.013304109791267987,0.0043105439700544534,0.0014078506590589185,0.006513899189765345,0.004080397491350855,0.022738682684355176,0.022738682684355176,0.004723411234647076,0.0019089998609082208,0.00762060733397395,0.009351533339626267,0.01060876498517517,0.010837410254430729,0.010634015159135134,0.0013171098883681504,0.004473674834556266,0.004473674834556268,0.01060876498517517,0.010837410254430729,0.010634015159135134,0.0013171098883681504,0.004473674834556266,0.004473674834556268,0.022738682684355176,0.022738682684355176,0.022738682684355176,0.022738682684355176,0.022738682684355176,0.0033138667222542863,0.0070291714087427,0.0028679377669014183,0.006608346879350912,0.0024246924076984488,0.004962473488375129,0.002196321157693094,0.0049573422487863335,0.007489489711636264,0.007947316260139323,0.007297829885022893,0.008447925032597413,0.004093232916398079,0.022738682684355176,0.0043086662159862,0.004503477629512485,0.0031339188441653794,0.0055702515149969115,0.005664079869137519,0.004377174824677672,0.002076410272789287,0.003655259066477835,0.022738682684355176,0.001958856593632275,0.002366222531586256,0.002191619528762922,0.002185120856563083,0.006063953374824948,0.003338383117108454
c1_flag,0.009552619082334221,0.03105607053461768,0.009537199972144566,0.00039312196423607496,0.01183659322947807,0.03105607053461768,0.008191671234510764,0.0004091443740359745,0.004114091154422597,0.03105607053461768,0.0016141969979154896,0.03105607053461768,0.00039312196423607496,0.03105607053461768,0.03105607053461768,0.0038333889030364933,0.03105607053461768,0.005870747511169092,0.03105607053461768,0.03105607053461768,0.03105607053461768,0.03105607053461768,0.00483772781484012,0.005981000489818484,0.03105607053461768,0.007458234858151664,0.03105607053461768,0.03105607053461768,0.0050809223295965305,0.0029038097853385106,0.00642729233560541,0.00642729233560541,0.00573686938671453,0.00573686938671453,0.001446797630274603,0.001446797630274603,0.003371608836940386,0.003371608836940386,0.00303957293363543,0.00303957293363543,0.0025046211588988813,0.0010258029120047848,0.004640597581981803,0.003988814584564506,0.03105607053461768,0.03105607053461768,0.0025046211588988813,0.0010258029120047848,0.0050809223295965305,0.0029038097853385106,0.003767561303665973,0.004072848358967305,0.004136043743228627,0.0009055497986574929,0.004638209683356228,0.004403048010343027,0.003767561303665973,0.004072848358967305,0.004136043743228627,0.0009021109274224059,0.004638209683356228,0.004378545761171608,0.03105607053461768,0.03105607053461768,0.03105607053461768,0.03105607053461768,0.03105607053461768,0.0010081729504760357,0.0020350231859240886,0.0010818409926083876,0.0018328386222676814,0.00047092201974366913,0.0009418362949101598,0.0003813296609404371,0.0010043305876942024,0.0026372927434027828,0.003436551526954953,0.001956881944058462,0.0035496908218427946,0.005590461502580331,0.03105607053461768,0.005930310705334106,0.00615076611317683,0.0042802481579608505,0.0076077460751201266,0.007735895098737169,0.005978264087878375,0.002835922589962362,0.004992284951886857,0.03105607053461768,0.002675369958036335,0.003231742790979903,0.00299327325224236,0.002984397486437404,0.008282034906831586,0.00455950166488006
c2_workplace.closing,0.009488095844454302,0.006294708764370736,0.020497517085951954,0.0006561163676226814,0.015953732788158127,0.020497517085951954,0.0165370795071335,0.000667172180881851,0.009461980028242426,0.020497517085951954,0.00938051268810562,0.020497517085951954,0.010318604662852324,0.020497517085951954,0.008477444728875346,0.004995941357192203,0.020497517085951954,0.009702175313053576,0.020497517085951954,0.020497517085951954,0.008477444728875343,0.020497517085951954,0.008980614224809202,0.007673000947972059,0.020497517085951954,0.013084087416710289,0.020497517085951954,0.020497517085951954,0.00235144968007894,0.0030047041842523763,0.01376323378478714,0.01376323378478714,0.009324329623554301,0.009324329623554301,0.00871093436185248,0.00871093436185248,0.008174069024061962,0.008174069024061962,0.008097706845285537,0.008097706845285537,0.0017223152949628984,0.0006778224755872007,0.0021018016063201915,0.0014562180811038775,0.020497517085951954,0.020497517085951954,0.0019081252308262029,0.0011900998518812541,0.0027291543519244094,0.003525568684821127,0.0017652933061371265,0.0016419745722355437,0.00099781909006795,0.0006249589107850486,0.0016392138350482396,0.001639213835048235,0.0017652933061371265,0.0016419745722355437,0.00099781909006795,0.0006249589107850486,0.0016392138350482396,0.001639213835048235,0.020497517085951954,0.020497517085951954,0.020497517085951954,0.020497517085951954,0.020497517085951954,0.00038642393411778827,0.0005759623363313311,0.0003249376223409444,0.00037899037760838646,0.00025241675855229204,0.00040649081319423007,5.6686310408547755e-05,0.0004668458804969523,0.0006968413785859808,0.0008898866456389893,0.0006103652138063627,0.0005314705317463239,0.020497517085951954,0.020497517085951954,0.003436118820058255,0.020497517085951954,0.020497517085951954,0.020497517085951954,0.020497517085951954,0.020497517085951954,0.020497517085951954,0.020497517085951954,0.020497517085951954,0.020497517085951954,0.020497517085951954,0.020497517085951954,0.020497517085951954,0.020497517085951954,0.020497517085951954
c2_flag,0.00044051446920208314,0.00023591287128592206,0.0005965549401949579,0.018636777990557917,0.00010198622024439349,0.018636777990557917,0.00032195020362509437,0.011184056375651466,0.0013328245415536945,0.018636777990557917,0.0033844396703643594,0.018636777990557917,3.9952694118666305e-05,0.018636777990557917,0.018636777990557917,0.000197008234936012,0.018636777990557917,0.0007706310267677331,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.00044224725193606554,0.0002162948557803825,0.018636777990557917,0.0008620800496414225,0.018636777990557917,0.018636777990557917,6.294500448962982e-05,7.614413107243898e-05,0.001050434913576821,0.001050434913576821,0.000839266493307703,0.000839266493307703,0.0012208680031887459,0.0012208680031887459,0.001244489382808907,0.001244489382808907,0.0004835701184000029,0.0004835701184000029,5.6650598361801596e-05,4.571638669651652e-05,5.909668472710365e-05,5.451029796137675e-05,0.018636777990557917,0.018636777990557917,5.6650598361801596e-05,4.571638669651652e-05,6.294500448962982e-05,7.614413107243898e-05,6.963241055682263e-05,2.234997908700535e-05,0.018636777990557917,4.231445289155316e-05,5.468046124187015e-05,5.4270758961361234e-05,6.963241055682263e-05,2.234997908700535e-05,0.018636777990557917,4.280132376617898e-05,5.468046124187015e-05,5.460180180208166e-05,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917,0.018636777990557917
c3_cancel.public.events,0.010130112864814664,0.0077031127685156815,0.01573066540459165,0.00011060040104645203,0.020210917857628012,0.020210917857628012,0.015579966415237338,5.572164117562452e-06,0.00878771606709326,0.020210917857628012,0.009188082338357486,0.020210917857628012,0.010582551916685556,0.020210917857628012,0.007680038636336851,0.00593770267514436,0.020210917857628012,0.010235331555288787,0.020210917857628012,0.020210917857628012,0.007680038636336854,0.020210917857628012,0.008615101047640699,0.008029432570492677,0.020210917857628012,0.011759728909983069,0.020210917857628012,0.020210917857628012,0.0025257486297195794,0.003316180962103028,0.015757516054259867,0.015757516054259867,0.00981928146339564,0.00981928146339564,0.008656297912480302,0.008656297912480302,0.008345234556367423,0.008345234556367423,0.008863582708705832,0.008863582708705832,0.0018469512596490558,0.0006772677981031842,0.0022624677789701664,0.001564957274081793,0.020210917857628012,0.020210917857628012,0.0020314067688877295,0.001107944087357878,0.0029116708259269587,0.003932944786286576,0.0021266877323191376,0.001988259520532998,0.0014017510835062877,0.0006609889386195489,0.0017439901439040369,0.0017439901439040345,0.0021266877323191376,0.001988259520532998,0.0014017510835062877,0.0006609889386195489,0.0017439901439040369,0.0017439901439040345,0.020210917857628012,0.020210917857628012,0.020210917857628012,0.020210917857628012,0.020210917857628012,0.0005575910892674168,0.0007529198502750367,0.0004955855044558155,0.0005890882469122349,0.0003825545521839064,0.0006145523907495696,0.0001273539279351577,0.0006457730916144554,0.0008077784856002071,0.0009156726025472194,0.0008061122733593001,0.0007699665746734907,0.020210917857628012,0.020210917857628012,0.00300447133468664,0.020210917857628012,0.020210917857628012,0.020210917857628012,0.020210917857628012,0.020210917857628012,0.020210917857628012,0.020210917857628012,0.020210917857628012,0.020210917857628012,0.020210917857628012,0.020210917857628012,0.020210917857628012,0.020210917857628012,0.020210917857628012
c3_flag,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666
c4_restrictions.on.gatherings,0.00942473846441288,0.005403976453183814,0.016528939717919924,0.00035392016750048145,0.01579311939493223,0.02048742791220097,0.02048742791220097,9.852554144197029e-05,0.009100812633621853,0.02048742791220097,0.010396318277021187,0.02048742791220097,0.011602828554978932,0.02048742791220097,0.00815077508608067,0.0064581705202947995,0.02048742791220097,0.010197907555814038,0.02048742791220097,0.02048742791220097,0.008150775086080662,0.02048742791220097,0.008137238945888532,0.007386471113373312,0.02048742791220097,0.013152768600568434,0.02048742791220097,0.02048742791220097,0.0022520927988069275,0.002792988089680453,0.014524892837050767,0.014524892837050767,0.009255472730016244,0.009255472730016244,0.008302520362494074,0.008302520362494074,0.008521625094660494,0.008521625094660494,0.008652485631054233,0.008652485631054233,0.0016507715217281538,0.0006572879316840179,0.0020030110027794354,0.0013888141919051321,0.02048742791220097,0.02048742791220097,0.0018497410270550206,0.0011870579572528558,0.0026430977430287545,0.00330570750639631,0.0015285566771622763,0.0013526341273855708,0.0009973279491102657,0.0006170117989031954,0.0015895281736429464,0.0015895281736429418,0.0015285566771622763,0.0013526341273855708,0.0009973279491102657,0.0006170117989031954,0.0015895281736429464,0.0015895281736429418,0.02048742791220097,0.02048742791220097,0.02048742791220097,0.02048742791220097,0.02048742791220097,0.0003862337306801473,0.0005756788393565072,0.0003247776833533938,0.00037880383307454813,0.00025229251538059393,0.0004062907325490818,5.665840858840945e-05,0.00046661609221657107,0.0006964983832019083,0.0008894486305882452,0.0006100647832387078,0.0005312089342798682,0.02048742791220097,0.02048742791220097,0.003434427512781416,0.02048742791220097,0.02048742791220097,0.02048742791220097,0.02048742791220097,0.02048742791220097,0.02048742791220097,0.02048742791220097,0.02048742791220097,0.02048742791220097,0.02048742791220097,0.02048742791220097,0.02048742791220097,0.02048742791220097,0.02048742791220097
c4_flag,0.00021593982206587897,0.00024115764019284102,0.0005958097670213087,0.010984984841949168,5.046715332838309e-06,0.018305051123915266,8.80303316177939e-05,0.018305051123915266,0.0016046289989296724,0.018305051123915266,0.005682029391791175,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.0002033595323352877,0.018305051123915266,0.0009460576668549104,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.00047993501674158345,0.00022272593294970502,0.018305051123915266,0.0010083037703979953,0.018305051123915266,0.018305051123915266,6.353492455953911e-05,7.702905692005051e-05,0.0005567443411040223,0.0005567443411040223,0.0005437814863828015,0.0005437814863828015,0.0007979150594919604,0.0007979150594919604,0.0007338350306722662,0.0007338350306722662,0.0005772595417746698,0.0005772595417746698,5.710068981970981e-05,4.5982125837456254e-05,5.961012107643318e-05,5.491420361449209e-05,0.018305051123915266,0.018305051123915266,5.710068981970981e-05,4.5982125837456254e-05,6.353492455953911e-05,7.702905692005051e-05,6.996758379523229e-05,4.400121900683663e-05,0.018305051123915266,4.253535674951047e-05,5.509699526746803e-05,5.46795098519129e-05,6.996758379523229e-05,4.400121900683663e-05,0.018305051123915266,4.3028357651437514e-05,5.509699526746803e-05,5.501734610290788e-05,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266,0.018305051123915266
c5_close.public.transport,0.0056319985224879635,0.002550181139415546,0.00888637003976328,0.0013767204802214656,0.008370156982258342,0.019250571358051544,0.008551383012577159,0.0016875137271120282,0.019250571358051544,0.019250571358051544,0.013441742106203098,0.019250571358051544,0.011347134485133813,0.019250571358051544,0.008588733967451983,0.0023544316522723764,0.019250571358051544,0.008299441577547422,0.019250571358051544,0.019250571358051544,0.008588733967451984,0.019250571358051544,0.008444149074307203,0.005326695734406569,0.019250571358051544,0.012912890371108555,0.019250571358051544,0.019250571358051544,0.00158701128764667,0.0018985373051475876,0.0071456980496088125,0.0071456980496088125,0.005948673607921232,0.005948673607921232,0.006121554060064262,0.006121554060064262,0.0071013443315966936,0.0071013443315966936,0.006232267013679136,0.006232267013679136,0.0014366257313543648,0.0008314026928314058,0.0013900066063712517,0.0012868603305287948,0.019250571358051544,0.019250571358051544,0.001712300610208277,0.001774861910945978,0.0019289771667460557,0.002356239793711406,0.0007386126154202201,0.0005841765057080685,0.019250571358051544,0.0007393184256160126,0.0016019926703623288,0.001578243042922751,0.0007386126154202201,0.0005841765057080685,0.019250571358051544,0.0007393184256160126,0.0016019926703623288,0.001578243042922751,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.00023944678092021015,0.00031980368456697615,3.1836107728738255e-05,0.00028339308944072935,0.0002780765093307217,0.00029525428250333236,0.00022673332971239715,0.00028877083920054373,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.0006183987754734403,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544,0.019250571358051544
c5_flag,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666
