CountryName,RegionName,Date,PredictedDailyNewCases
Afghanistan,,2020-11-01,111.21358572611123
Afghanistan,,2020-11-02,156.88792060966767
Afghanistan,,2020-11-03,154.4818424647417
Afghanistan,,2020-11-04,179.62653750008576
Afghanistan,,2020-11-05,197.48783870305846
Afghanistan,,2020-11-06,148.29383797123535
Afghanistan,,2020-11-07,181.6439193005424
Afghanistan,,2020-11-08,211.64215830506396
Afghanistan,,2020-11-09,266.7586648655956
Afghanistan,,2020-11-10,275.1842159648499
Afghanistan,,2020-11-11,312.68743001722885
Afghanistan,,2020-11-12,346.12190135821703
Afghanistan,,2020-11-13,316.0548070418135
Afghanistan,,2020-11-14,370.2297236760446
Afghanistan,,2020-11-15,424.932497347257
Afghanistan,,2020-11-16,507.99774512386114
Afghanistan,,2020-11-17,548.5838658650135
Afghanistan,,2020-11-18,622.4147909481723
Afghanistan,,2020-11-19,695.1431460639346
Afghanistan,,2020-11-20,709.5326313783776
Afghanistan,,2020-11-21,813.0282502031636
Afghanistan,,2020-11-22,922.5151156216712
Afghanistan,,2020-11-23,1068.0603612591913
Afghanistan,,2020-11-24,1179.2814637016538
Afghanistan,,2020-11-25,1333.0421368997954
Afghanistan,,2020-11-26,1496.2979871629673
Afghanistan,,2020-11-27,1613.316044793366
Afghanistan,,2020-11-28,1833.2058938274558
Afghanistan,,2020-11-29,2074.68681449196
Afghanistan,,2020-11-30,2369.9269695361722
Afghanistan,,2020-12-01,2650.7589748893633
Afghanistan,,2020-12-02,2996.5768035780256
Afghanistan,,2020-12-03,3377.1176678090646
Afghanistan,,2020-12-04,3739.865321874002
Afghanistan,,2020-12-05,4237.642157892969
Afghanistan,,2020-12-06,4793.191140465067
Afghanistan,,2020-12-07,5443.337970028686
Afghanistan,,2020-12-08,6125.123581852789
Afghanistan,,2020-12-09,6923.906172343957
Afghanistan,,2020-12-10,7816.0409326458175
Afghanistan,,2020-12-11,8756.278945830458
Afghanistan,,2020-12-12,9905.648322033572
Afghanistan,,2020-12-13,11195.73369987177
Afghanistan,,2020-12-14,12673.083394138106
Afghanistan,,2020-12-15,14285.398820441282
Afghanistan,,2020-12-16,16129.680260587222
Afghanistan,,2020-12-17,18194.71134156385
Afghanistan,,2020-12-18,20448.584417381986
Afghanistan,,2020-12-19,23066.60328911665
Afghanistan,,2020-12-20,25994.79181017133
Afghanistan,,2020-12-21,29294.75390359473
Afghanistan,,2020-12-22,32929.078489455744
Afghanistan,,2020-12-23,37009.48378403769
Afghanistan,,2020-12-24,41538.09140247168
Afghanistan,,2020-12-25,46494.4430300733
Afghanistan,,2020-12-26,52062.89690521202
Afghanistan,,2020-12-27,58193.29852712764
Afghanistan,,2020-12-28,64945.759324795974
Afghanistan,,2020-12-29,72273.66100856304
Afghanistan,,2020-12-30,80270.4054001203
Afghanistan,,2020-12-31,88907.61833260197
Afghanistan,,2021-01-01,88417.07018667429
Afghanistan,,2021-01-02,95639.10793165932
Afghanistan,,2021-01-03,103474.75012901728
Afghanistan,,2021-01-04,111664.8374278163
Afghanistan,,2021-01-05,120039.67726013248
Afghanistan,,2021-01-06,128606.90970280589
Afghanistan,,2021-01-07,137254.64377678477
Afghanistan,,2021-01-08,136137.4940226529
Afghanistan,,2021-01-09,142258.6091237295
Afghanistan,,2021-01-10,148328.47067300993
Afghanistan,,2021-01-11,154051.7200549401
Afghanistan,,2021-01-12,159240.76349942942
Afghanistan,,2021-01-13,163904.7381048515
Afghanistan,,2021-01-14,167953.4350357453
Afghanistan,,2021-01-15,161596.78251306948
Afghanistan,,2021-01-16,162237.73881095654
Afghanistan,,2021-01-17,162495.44543683244
Afghanistan,,2021-01-18,162211.72780970408
Afghanistan,,2021-01-19,161344.28149247676
Afghanistan,,2021-01-20,160040.41579587286
Afghanistan,,2021-01-21,158327.6713082458
Afghanistan,,2021-01-22,146508.59860619297
Afghanistan,,2021-01-23,142236.9185769373
Afghanistan,,2021-01-24,137984.29103529255
Afghanistan,,2021-01-25,133638.99874808264
Afghanistan,,2021-01-26,129195.74779273412
Afghanistan,,2021-01-27,124826.24128836543
Afghanistan,,2021-01-28,120564.86677768847
Afghanistan,,2021-01-29,106709.99232738605
Afghanistan,,2021-01-30,101145.20271467866
Afghanistan,,2021-01-31,96078.73121594872
Afghanistan,,2021-02-01,91353.27134887791
Afghanistan,,2021-02-02,86919.61093793309
Afghanistan,,2021-02-03,82904.68374983889
Afghanistan,,2021-02-04,79295.6438105649
Afghanistan,,2021-02-05,66344.8033423216
Afghanistan,,2021-02-06,62057.0262058988
Afghanistan,,2021-02-07,58425.58570825734
Afghanistan,,2021-02-08,55248.74533696677
Albania,,2020-11-01,429.185610765369
Albania,,2020-11-02,433.05782601229964
Albania,,2020-11-03,442.74642772947027
Albania,,2020-11-04,483.0491293170737
Albania,,2020-11-05,461.07831257077805
Albania,,2020-11-06,520.8021113403024
Albania,,2020-11-07,460.75439423295154
Albania,,2020-11-08,669.2973684245558
Albania,,2020-11-09,696.2738898771534
Albania,,2020-11-10,732.7223668726979
Albania,,2020-11-11,803.904811630453
Albania,,2020-11-12,817.2034004749348
Albania,,2020-11-13,916.8119765531274
Albania,,2020-11-14,901.8563807371265
Albania,,2020-11-15,1162.2099601769587
Albania,,2020-11-16,1247.3092219156283
Albania,,2020-11-17,1348.24190703077
Albania,,2020-11-18,1490.2933776506543
Albania,,2020-11-19,1581.6671003462097
Albania,,2020-11-20,1764.9096868629858
Albania,,2020-11-21,1840.6579705051802
Albania,,2020-11-22,2195.930941004286
Albania,,2020-11-23,2387.256807471061
Albania,,2020-11-24,2604.518047703871
Albania,,2020-11-25,2873.611881424891
Albania,,2020-11-26,3103.049461128615
Albania,,2020-11-27,3436.0904433795085
Albania,,2020-11-28,3673.077823687936
Albania,,2020-11-29,4201.85531924565
Albania,,2020-11-30,4576.556060571904
Albania,,2020-12-01,4987.506163889905
Albania,,2020-12-02,5459.3532847429115
Albania,,2020-12-03,5898.5340597036975
Albania,,2020-12-04,6446.667334812406
Albania,,2020-12-05,6900.211018561067
Albania,,2020-12-06,7645.031269685936
Albania,,2020-12-07,8227.073851829049
Albania,,2020-12-08,8834.045020099657
Albania,,2020-12-09,9484.888827333538
Albania,,2020-12-10,10079.115749677178
Albania,,2020-12-11,10752.915227974176
Albania,,2020-12-12,11293.914726076237
Albania,,2020-12-13,12083.781858525017
Albania,,2020-12-14,12654.55337795104
Albania,,2020-12-15,13192.160788054643
Albania,,2020-12-16,13710.420789792757
Albania,,2020-12-17,14104.401369170231
Albania,,2020-12-18,14510.947409582168
Albania,,2020-12-19,14715.79603337944
Albania,,2020-12-20,15108.381592110261
Albania,,2020-12-21,15216.594556006183
Albania,,2020-12-22,15241.615589523077
Albania,,2020-12-23,15207.577923732584
Albania,,2020-12-24,15020.448479242441
Albania,,2020-12-25,14833.107939231762
Albania,,2020-12-26,14441.573564149447
Albania,,2020-12-27,14254.021299291819
Albania,,2020-12-28,13799.582929623593
Albania,,2020-12-29,13299.365591612663
Albania,,2020-12-30,12786.75653635525
Albania,,2020-12-31,12173.781281828738
Albania,,2021-01-01,10646.98817408257
Albania,,2021-01-02,9975.929192855148
Albania,,2021-01-03,9627.931831078382
Albania,,2021-01-04,9076.94343156671
Albania,,2021-01-05,8541.540380433218
Albania,,2021-01-06,8048.14110092863
Albania,,2021-01-07,7501.529084413651
Albania,,2021-01-08,6083.294788907987
Albania,,2021-01-09,5576.268988049163
Albania,,2021-01-10,5415.750301798436
Albania,,2021-01-11,5063.157757749188
Albania,,2021-01-12,4737.323296035412
Albania,,2021-01-13,4460.093169965143
Albania,,2021-01-14,4132.003256961047
Albania,,2021-01-15,2932.7180087910274
Albania,,2021-01-16,2653.6819657804604
Albania,,2021-01-17,2713.845772254261
Albania,,2021-01-18,2570.1446111727328
Albania,,2021-01-19,2443.7431987598497
Albania,,2021-01-20,2355.8568179349936
Albania,,2021-01-21,2206.3421895603683
Albania,,2021-01-22,1175.0645675890464
Albania,,2021-01-23,1057.8025289971974
Albania,,2021-01-24,1266.7826659600978
Albania,,2021-01-25,1258.0402463331013
Albania,,2021-01-26,1255.140950013415
Albania,,2021-01-27,1280.1099294798971
Albania,,2021-01-28,1233.50903835928
Albania,,2021-01-29,296.23604854685345
Albania,,2021-01-30,267.3443065941759
Albania,,2021-01-31,556.1789580079003
Albania,,2021-02-01,618.7878732647939
Albania,,2021-02-02,680.2408671110518
Albania,,2021-02-03,763.2421896170373
Albania,,2021-02-04,768.9304133258172
Albania,,2021-02-05,0.0
Albania,,2021-02-06,0.0
Albania,,2021-02-07,197.62595220188206
Albania,,2021-02-08,297.65747062810317
Algeria,,2020-11-01,421.16046756565436
Algeria,,2020-11-02,453.0467791327495
Algeria,,2020-11-03,484.60887689448504
Algeria,,2020-11-04,537.3298274361823
Algeria,,2020-11-05,546.4513413824735
Algeria,,2020-11-06,585.2545622383209
Algeria,,2020-11-07,586.6305776292693
Algeria,,2020-11-08,749.884061665598
Algeria,,2020-11-09,819.0455272329748
Algeria,,2020-11-10,890.224493553929
Algeria,,2020-11-11,990.9854381968107
Algeria,,2020-11-12,1053.8133451062863
Algeria,,2020-11-13,1154.4059351403018
Algeria,,2020-11-14,1225.884879381742
Algeria,,2020-11-15,1469.0688542043222
Algeria,,2020-11-16,1629.9859615730848
Algeria,,2020-11-17,1805.614976830771
Algeria,,2020-11-18,2025.1199397051316
Algeria,,2020-11-19,2221.5850528356013
Algeria,,2020-11-20,2470.2934536317307
Algeria,,2020-11-21,2707.055775615413
Algeria,,2020-11-22,3133.4491564557193
Algeria,,2020-11-23,3503.398078449087
Algeria,,2020-11-24,3915.2492867610704
Algeria,,2020-11-25,4401.807634425241
Algeria,,2020-11-26,4900.051107348148
Algeria,,2020-11-27,5489.801304635037
Algeria,,2020-11-28,6111.897612190441
Algeria,,2020-11-29,6973.604486627211
Algeria,,2020-11-30,7835.007103353128
Algeria,,2020-12-01,8801.486232382267
Algeria,,2020-12-02,9913.338854863665
Algeria,,2020-12-03,11116.062492727015
Algeria,,2020-12-04,12498.73769790496
Algeria,,2020-12-05,14012.375364419717
Algeria,,2020-12-06,15875.428677880192
Algeria,,2020-12-07,17859.857556076444
Algeria,,2020-12-08,20084.38900927415
Algeria,,2020-12-09,22603.66461444922
Algeria,,2020-12-10,25378.33459300513
Algeria,,2020-12-11,28513.53991991694
Algeria,,2020-12-12,31976.48359578034
Algeria,,2020-12-13,36002.078674992634
Algeria,,2020-12-14,40377.30699668931
Algeria,,2020-12-15,45235.96227248738
Algeria,,2020-12-16,50645.566029956346
Algeria,,2020-12-17,56576.6336300051
Algeria,,2020-12-18,63140.277871974686
Algeria,,2020-12-19,70303.6601158696
Algeria,,2020-12-20,78294.46675967438
Algeria,,2020-12-21,86881.40065706466
Algeria,,2020-12-22,96169.7442885655
Algeria,,2020-12-23,106183.86277134404
Algeria,,2020-12-24,116833.93702902984
Algeria,,2020-12-25,128152.55953982935
Algeria,,2020-12-26,140007.3709934639
Algeria,,2020-12-27,152505.17316680634
Algeria,,2020-12-28,165268.49223929108
Algeria,,2020-12-29,178241.3239463872
Algeria,,2020-12-30,191268.80291949428
Algeria,,2020-12-31,204070.37487294653
Algeria,,2021-01-01,193061.92879139632
Algeria,,2021-01-02,200527.80361276423
Algeria,,2021-01-03,208216.19247450604
Algeria,,2021-01-04,215125.65998989297
Algeria,,2021-01-05,221143.74859000318
Algeria,,2021-01-06,226197.20809486523
Algeria,,2021-01-07,230138.74197079684
