"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.02120639666069,0.0376670195581645,0.921562297424461
"Albania","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.99461275655421,0.0153213378866633,0.794396264262405
"Algeria","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.0998723758508,0.00755005119343615,3.60179201587848
"Andorra","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.989226045860793,0.0158417340584166,0.870693520716519
"Angola","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.10686247416778,0.00439674295125819,4.05255369827631
"Argentina","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.00632397305362,0.00768747526364768,1.01475170752491
"Aruba","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.959383654205372,0.00874565458784128,0.551286965000433
"Australia","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.1131561244728,0.00436653747018038,4.67009945696056
"Austria","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.02241870519907,0.00578012977712424,1.29582154079471
"Azerbaijan","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.0630034893297,0.00771318015857197,2.21639478900097
"Bahamas","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.07838703207957,0.00374318702312901,2.82157784973871
"Bahrain","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.02087679997663,0.00403443719006037,1.28896462965291
"Bangladesh","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.10115900422797,0.0031873313273311,3.83328742331553
"Barbados","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.9285443084793,0.0039352408820116,0.339785108795886
"Belarus","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.986618333383392,0.0192729859569993,0.679078264441647
"Belgium","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.02158276184962,0.0038732230157884,1.30348682363432
"Belize","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.02899669690402,0.0115361642812146,1.34185346696771
"Benin","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.11451045997427,0.00570956893224208,4.38521969782681
"Bermuda","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.03179512356121,0.0241639041490263,1.23094434095497
"Bhutan","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.09936959591924,0.00571748279154875,3.64994953250546
"Bolivia","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.979436184483562,0.0186820773733565,0.615784456494891
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.02554234703728,0.0119354012315303,1.27278148748752
"Botswana","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.974296417816261,0.020831026037424,0.558396734392388
"Brazil","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.0121379226163,0.00702088473890534,1.1090078899456
"Brunei","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.11770795107073,0.00146593798732264,4.79048765158797
"Bulgaria","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.03215291600301,0.0126176566054019,1.38620436574617
"Burkina Faso","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.06991442107552,0.0280621711186964,2.00763188386199
"Burundi","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.00817816697578,0.0446770491417262,0.708500115959381
"Cambodia","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.11904303868819,0.00137527723256167,4.83619863757085
"Cameroon","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"Canada","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.00749044657365,0.0140855075892586,0.967429939184579
"Cape Verde","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.99395679517721,0.0142093894379557,0.796307954439131
"Central African Republic","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.12139107924526,0.00126884233406591,4.95161962690979
"Chad","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.10190328927258,0.0058319040308321,3.76387040680411
"Chile","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.02068345139082,0.00878365765975175,1.22846984971306
"China","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.11754829443409,0.00443374008685666,4.9366915887312
"Colombia","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.00615136228325,0.0079353754200076,1.00993983280038
"Comoros","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.929242776925553,0.0200391016140513,0.28764015296588
"Congo","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.11741306311969,0.00246094053618098,4.83841186860883
"Costa Rica","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.00976080798769,0.00964951584739514,1.04402751104445
"Cote d'Ivoire","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.03690993687007,0.0367733550248128,1.16361309173299
"Croatia","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.02086740639854,0.00476090935565469,1.2794182802263
"Cuba","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.04620570742204,0.0244373968485768,1.50401823535089
"Cyprus","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.997936447068926,0.00970798288703036,0.882800329115779
"Czech Republic","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.980329977616692,0.0142473762267196,0.747903825421618
"Democratic Republic of Congo","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.10673117858712,0.00621441978959948,3.97488987370218
"Denmark","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.01940313539902,0.0088279201803653,1.20592808167067
"Djibouti","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.09561908717874,0.00952535982314611,3.34382645069533
"Dominica","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.02029337990465,0.0331185301963251,0.953988941989027
"Dominican Republic","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.0148060474276,0.0181120282329293,1.02996057624628
"Ecuador","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.03721181471237,0.0199342325381629,1.38582384595601
"Egypt","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.08723696745962,0.0133508052040888,2.90781620886143
"El Salvador","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.02089985633364,0.0255788490325554,1.04056951977912
"Eritrea","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.10975232380907,0.00277363099563497,4.39100098597657
"Estonia","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.981837843884715,0.00925608953554172,0.704187319334499
"Eswatini","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.995463569994285,0.0187736157664595,0.776009184602813
"Ethiopia","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.1020249788307,0.00884252922620803,3.65732391204976
"Faeroe Islands","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.01904937160577,0.0269925838063062,0.998042885460483
"Fiji","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.11639541022135,0.00161798598391089,4.69279461707925
"Finland","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.04067068710824,0.0238019874068131,1.39973532558289
"France","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.00400202241209,0.00748524504557929,0.983848512227751
"Gabon","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.06554387321663,0.024154158508926,1.96419052652672
"Gambia","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.01167643390387,0.0372977842619407,0.806709420354709
"Georgia","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.00924815673286,0.00126034552882193,1.12872726413951
"Germany","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.01016346242966,0.0119400594602527,1.0268053891998
"Ghana","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.10176193751511,0.00750774157850321,3.69003313003521
"Greece","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.04107728438036,0.0186170089231048,1.48124160622963
"Greenland","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.988205108052514,0.0356515044552825,0.583627616111252
"Guam","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.04661057358698,0.0038318289683765,1.83876053594098
"Guatemala","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.02603593690759,0.026397248477582,1.10969601044869
"Guinea","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.10622906653088,0.00632860218867512,3.94310759821811
"Guyana","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.995148982121949,0.0256279219916933,0.718809469141011
"Haiti","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.10884412918115,0.00633577554576143,4.07033766225956
"Honduras","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.02281493953512,0.0197620997068224,1.13461133573551
"Hong Kong","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.10262259428717,0.00511999470726139,3.81985051772053
"Hungary","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.01405082161405,0.0103297462152816,1.10177592911972
"Iceland","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.01244279459451,0.0218257079949468,0.958409803389531
"India","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.0857043545467,0.00869559358433934,2.97087428442091
"Indonesia","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.04569483261582,0.0251885352984892,1.48140446352471
"Iran","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.04559618842301,0.0153683608363571,1.62806532312453
"Iraq","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.0726651709461,0.0138555819288968,2.37771998772604
"Ireland","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.950376979171533,0.0279357777408621,0.516306227484327
"Israel","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.985476976905506,0.000600268898767312,0.813103078032477
"Italy","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.00846805139889,0.00841273448483459,1.03825181919603
"Jamaica","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.05031485128044,0.0241026040732399,1.59590556703162
"Japan","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.00213339087487,0.0286986500108477,0.769844298978795
"Jordan","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.03989727398449,0.00954835164857104,1.59033198791794
"Kazakhstan","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.04811712882595,0.0201335475082985,1.60868449741922
"Kenya","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.09645902192887,0.0110686719770686,3.34032612462816
"Kosovo","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.02022419295702,0.0126234527714956,1.17437591536989
"Kuwait","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.0238388855877,0.0110273659839686,1.25438371777562
"Kyrgyz Republic","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.07324950126381,0.0125756874278393,2.42810543297745
"Laos","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"Latvia","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.984576011602298,0.00770200716480209,0.744485692623664
"Lebanon","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.975460181284338,0.00387925008331718,0.67938607600151
"Lesotho","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0.914094392085479,0.0341440804026944,0.326026484613163
"Liberia","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"Libya","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.03395567164833,0.0203054668029239,1.31865504744451
"Lithuania","","2020-01-01",0,0,0,0,2,0,0,0,0,0,1,0,1.00558319823235,0.00148794960452052,1.07036170534491
