"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.0987066659425,0.0159221930706372,4.31472677504247
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10486912749697,0.0112769221391873,4.48955282989212
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12402066692759,0.00434801569708086,5.35364530606322
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12017315059068,0.00713497247152426,5.23046447408292
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10262029169929,0.00934654030739216,4.28724842680884
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12843783578236,0.00495161886909983,5.5676594858171
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.14371572491902,0.00343781686421746,6.34940395200949
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12446098682698,0.00349882697628839,5.31887663750362
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10181535091466,0.00975722587698604,4.25713891811018
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.07186313876312,0.00531349285603358,2.74628540439658
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10203287943483,0.0128837175720255,4.39516564455175
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.08636635601836,0.0171614951358347,3.73925776317469
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10021683888511,0.0130855031131549,4.30127813773431
